case_id,unit,remove_best_n,removed_pnl,remaining_pnl,remaining_return,remaining_CAGR,method
R0_RP75_S10_F1,DAY,1,271475.03103503585,3979845.4932300597,0.8114214634617833,0.07089770523135397,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R0_RP75_S10_F1,DAY,5,706591.1237383606,3544729.400526734,0.7227088394873893,0.06471582466793624,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R0_RP75_S10_F1,EVENT,1,50564.79167820001,4200755.732586896,0.856461229457105,0.07393439607838559,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R0_RP75_S10_F1,EVENT,5,177932.4541053297,4073388.070159765,0.8304931723503324,0.07219163019287378,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R0_RP75_S10_F1,SYMBOL,1,50564.79167820001,4200755.732586896,0.856461229457105,0.07393439607838559,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R0_RP75_S10_F1,SYMBOL,5,183630.82260273147,4067689.7016623635,0.8293313738550463,0.07211314962736148,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,DAY,1,436225.17260472104,6227451.51635878,1.269669345615735,0.09910755897171497,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,DAY,5,1171058.4893891234,5492618.199574377,1.1198495784112175,0.09048794886432798,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,EVENT,1,80468.7007352,6583207.988228301,1.3422019194383643,0.10310106881798053,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,EVENT,5,287247.76605967747,6376428.922903823,1.3000432547152592,0.1007934375824282,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,SYMBOL,1,80468.7007352,6583207.988228301,1.3422019194383643,0.10310106881798053,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP100_S10_F1,SYMBOL,5,287943.66536159214,6375733.023601908,1.2999013729183546,0.10078560845410967,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,DAY,1,286532.4138071835,4251704.693405323,0.8668488388302498,0.07462549470900326,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,DAY,5,776290.8576302174,3761946.249582289,0.7669955872641645,0.06783624318402648,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,EVENT,1,52101.35617520001,4486135.751037307,0.9146452651458485,0.07776224814213384,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,EVENT,5,182803.11631198923,4355433.9909005165,0.8879974433478341,0.07602208296577428,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,SYMBOL,1,52101.35617520001,4486135.751037307,0.9146452651458485,0.07776224814213384,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
R1_RP75_S10_F0,SYMBOL,5,184606.94114908797,4353630.166063419,0.8876296747518833,0.07599791517787313,ATTRIBUTION_ONLY_NO_ALLOCATION_RERUN
