case_id,ranking,risk_profile,security_cap,family_cap,architecture,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,opportunity_count,funded_count,rejected_quality,rejected_risk,liquidity_capped,estimated_risk_utilization
R2_RP100_S20_F0,R2,1.0,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5092959241080797,0.10839255452390595,0.03192316475056067,0.006830436781837542,2.1498462104517704,0.1289784470210169,0.42456726772007614,0.8710215529789831,230566.18223097164,4.91737863350984,-0.01008693690111695,0.020587090222899812,0.8770359067015032,0.09856289272213666,0.025599510746925024,0.03586846854235274,2497985.547035563,3571,1229,665,181,75,0.2979349245533339
R2_RP100_S20_F1,R2,1.0,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5098017269681254,0.10848540538134088,0.03192316475056045,0.006820675229774786,2.1528277791300012,0.12887140924999707,0.424567267720076,0.8711285907500029,230441.7406030926,4.913969584688884,-0.010086936903376253,0.020580247853662227,0.8770359067015031,0.09858678020536264,0.025599823381952366,0.03587126626808201,2500466.399864409,3571,1228,665,182,75,0.2978139602861486
R2_RP125_S10_F0,R2,1.25,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6375655547251222,0.1312267691764013,0.03739170572422157,0.008378280354776366,2.148930295597238,0.15788790691504526,0.5192173848902982,0.8421120930849548,292055.3783765828,5.955011493983406,-0.01269066191129653,0.025668471321360818,0.8474597952215648,0.09446274401828543,0.02600686789979908,0.035571667565398694,3127120.139004073,3550,1250,665,135,106,0.2912049788826832
R2_RP125_S10_F1,R2,1.25,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6383017946634222,0.13135389598725378,0.037389776430570065,0.008364808838867595,2.152352626986046,0.15773936594947122,0.5192173848902982,0.8422606340505288,291893.3197933938,5.950298214323655,-0.012690661911391454,0.025656988486935255,0.8474597952215648,0.09448883407339527,0.026007356996222076,0.035576191104791786,3130731.2354962444,3550,1250,665,135,106,0.2910707724651713
R2_RP125_S15_F0,R2,1.25,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6375655547251222,0.1312267691764013,0.03739170572422157,0.008378280354776366,2.148930295597238,0.15788790691504526,0.5192173848902982,0.8421120930849548,292055.3783765828,5.955011493983406,-0.01269066191129653,0.025668471321360818,0.8474597952215648,0.09446274401828543,0.02600686789979908,0.035571667565398694,3127120.139004073,3550,1250,665,135,106,0.2912049788826832
R2_RP125_S15_F1,R2,1.25,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6383017946634222,0.13135389598725378,0.037389776430570065,0.008364808838867595,2.152352626986046,0.15773936594947122,0.5192173848902982,0.8422606340505288,291893.3197933938,5.950298214323655,-0.012690661911391454,0.025656988486935255,0.8474597952215648,0.09448883407339527,0.026007356996222076,0.035576191104791786,3130731.2354962444,3550,1250,665,135,106,0.2910707724651713
R2_RP125_S20_F0,R2,1.25,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6375655547251222,0.1312267691764013,0.03739170572422157,0.008378280354776366,2.148930295597238,0.15788790691504526,0.5192173848902982,0.8421120930849548,292055.3783765828,5.955011493983406,-0.01269066191129653,0.025668471321360818,0.8474597952215648,0.09446274401828543,0.02600686789979908,0.035571667565398694,3127120.139004073,3550,1250,665,135,106,0.2912049788826832
R2_RP125_S20_F1,R2,1.25,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6383017946634222,0.13135389598725378,0.037389776430570065,0.008364808838867595,2.152352626986046,0.15773936594947122,0.5192173848902982,0.8422606340505288,291893.3197933938,5.950298214323655,-0.012690661911391454,0.025656988486935255,0.8474597952215648,0.09448883407339527,0.026007356996222076,0.035576191104791786,3130731.2354962444,3550,1250,665,135,106,0.2910707724651713
R2_RP150_S10_F0,R2,1.5,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7590104319895505,0.15164096237778457,0.04415317913972161,0.00995271019554747,2.1107954364047816,0.18580684713474363,0.6163280386950065,0.8141931528652564,354426.51913511986,6.963955547876721,-0.01532631397627282,0.03072615656251988,0.8230456227128843,0.09222658890974389,0.026643643229855112,0.03610272350175826,3722780.80269254,3571,1231,665,175,158,0.28415744061580545
R2_RP150_S10_F1,R2,1.5,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7600095337509387,0.1518044579288944,0.04415207534156007,0.009935841859484425,2.114474290346632,0.18562013129661076,0.6163280386950065,0.8143798687033892,354233.46768161014,6.958039951329258,-0.015326313978220263,0.030721969107420047,0.8230456227128843,0.09225379775174308,0.026646367334865664,0.03611037961965784,3727681.179157041,3571,1230,665,176,158,0.2840171678363114
R2_RP150_S15_F0,R2,1.5,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7590104319895505,0.15164096237778457,0.04415317913972161,0.00995271019554747,2.1107954364047816,0.18580684713474363,0.6163280386950065,0.8141931528652564,354426.51913511986,6.963955547876721,-0.01532631397627282,0.03072615656251988,0.8230456227128843,0.09222658890974389,0.026643643229855112,0.03610272350175826,3722780.80269254,3571,1231,665,175,158,0.28415744061580545
R2_RP150_S15_F1,R2,1.5,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7600095337509387,0.1518044579288944,0.04415207534156007,0.009935841859484425,2.114474290346632,0.18562013129661076,0.6163280386950065,0.8143798687033892,354233.46768161014,6.958039951329258,-0.015326313978220263,0.030721969107420047,0.8230456227128843,0.09225379775174308,0.026646367334865664,0.03611037961965784,3727681.179157041,3571,1230,665,176,158,0.2840171678363114
R2_RP150_S20_F0,R2,1.5,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7590104319895505,0.15164096237778457,0.04415317913972161,0.00995271019554747,2.1107954364047816,0.18580684713474363,0.6163280386950065,0.8141931528652564,354426.51913511986,6.963955547876721,-0.01532631397627282,0.03072615656251988,0.8230456227128843,0.09222658890974389,0.026643643229855112,0.03610272350175826,3722780.80269254,3571,1231,665,175,158,0.28415744061580545
R2_RP150_S20_F1,R2,1.5,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7600095337509387,0.1518044579288944,0.04415207534156007,0.009935841859484425,2.114474290346632,0.18562013129661076,0.6163280386950065,0.8143798687033892,354233.46768161014,6.958039951329258,-0.015326313978220263,0.030721969107420047,0.8230456227128843,0.09225379775174308,0.026646367334865664,0.03611037961965784,3727681.179157041,3571,1230,665,176,158,0.2840171678363114
