case_id,period,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl
P0_NATIVE,DISCOVERY,2018-01-01,2021-12-31,0.40352776100224963,0.08844190005807939,0.04186750555432239,0.008029259242067478,1.6244870509484632,0.13723798300615828,0.5062253210911069,0.8627620169938417,193577.68874008008,5.098418254085899,-0.017163256162182616,0.10703850040019354,0.6021689340984786,0.10994837869331851,0.0450964894894234,0.06244160500076814,1979215.7507966375
P0_NATIVE,VALIDATION,2022-01-01,2023-12-31,0.0975865587475857,0.047691061926398604,0.029391096721305243,0.006874476821973143,1.194799167056557,0.13841041050470432,0.5604027074343985,0.8615895894952957,120396.51665297456,4.842717826627065,-0.010453940245624405,0.09181692962483634,0.6505150489391348,0.1259926067792632,0.056225053246117124,0.07491592577661707,671785.6635337528
P0_NATIVE,2024_POST_HOC,2024-01-01,2024-12-31,0.14536242545072042,0.145043924935069,0.06115151544657793,0.009902080731000526,1.3942796706195995,0.1650706054772244,0.48841601816630426,0.8349293945227756,90203.35000081558,6.874580047594881,-0.028531650911413742,0.08992492614521856,0.5061714794736653,0.4051993698684424,0.24145632925815316,0.24145632925815314,1098327.0220670337
P0_NATIVE,2025_POST_HOC,2025-01-01,2025-12-31,0.09516074587193746,0.09522893386713593,0.03335771320449454,0.007431587460587867,1.8054236107995567,0.24288916632842492,0.6194276506086525,0.757110833671575,103202.47877254651,8.70443806385299,-0.011642798890589168,0.11405242817584349,0.5755024187091148,0.14697096920224026,0.14890322830929528,0.18463670752976233,823531.6162796915
P0_NATIVE,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.10794646497719484,0.1636755647465511,0.020023159152426806,0.007004145536133155,2.6692269772262085,0.1698931280419289,0.5764124382682111,0.8301068719580711,66527.76074158936,6.9324857632073105,-0.0064031401428673584,0.13529590678066586,0.5367469133113644,0.28740675576343905,0.3826193526611887,0.3826193526611887,1023077.9698515031
P0_NATIVE,FULL,2018-01-01,2026-09-04,1.140914698172463,0.09170160807325045,0.06115151544657793,0.008198318750330974,1.5360967088943382,0.15543913727038977,0.5602144495699222,0.8445608627296103,573907.7949080061,5.998984069562922,-0.028531650911413742,0.13529590678066586,0.6505150489391348,0.0782984269116423,0.08153088292462243,0.08154898768036313,5595938.022528619
R0_RP75_S10_F1,DISCOVERY,2018-01-01,2021-12-31,0.3669815057011445,0.08128619855298713,0.024832234283992727,0.005069410326554692,2.16359217194337,0.09647028127291066,0.31523451774988315,0.9035297187270893,162674.15390791575,3.68793484154927,-0.007565272820332591,0.015466411454318645,0.7270242556313281,0.1003560155267121,0.02690162083305363,0.03654780556353582,1799964.330906894
R0_RP75_S10_F1,VALIDATION,2022-01-01,2023-12-31,0.09669491484295722,0.0472651287818342,0.020270401676187877,0.004407196810387277,1.5824740270243143,0.09290919428568889,0.3493170419096712,0.907090805714311,87918.74817472679,3.3026342781897755,-0.009965169655995032,0.014278134482851923,0.33485620125631066,0.11756606632142454,0.06270518498886676,0.06270518498886676,648314.8880028678
R0_RP75_S10_F1,2024_POST_HOC,2024-01-01,2024-12-31,0.10981400572244682,0.10957707563156749,0.03901483806009165,0.006423376332619093,1.7556265796270725,0.09653149371080513,0.3018065989087231,0.9034685062891948,64513.70846912294,4.468041179672075,-0.01784875098430272,0.018993651965420483,0.25414501804885037,0.32157392938828433,0.13203084772645318,0.13462707101828925,807469.1209579343
R0_RP75_S10_F1,2025_POST_HOC,2025-01-01,2025-12-31,0.068191190641681,0.06823945549412924,0.01146395609029971,0.004582932024366959,2.0607350230027834,0.13432983729360098,0.32729958335301496,0.865670162706399,69878.30730713933,4.812344046677708,-0.003729289242224487,0.01693255106726645,0.2941741077347896,0.18419161121415076,0.09636812765052453,0.0996880019732862,556476.2889528871
