trade_id,symbol,baseline_entry_date,baseline_exit_date,baseline_exit_reason,baseline_net_return,baseline_mfe,baseline_mae,entry_temporal_state,entry_peak_track_age,entry_peak_track_mass,entry_peak_track_prominence,p1_retained,p2_retained,p3_retained,p4_retained,p4_size_multiplier,p5_exit_date,p5_net_return,p6_retained,p6_size_multiplier,p6_partial_exit_date,p6_partial_exit_fraction,p6_exit_date,p6_net_return,first_removal_stage,removal_reason,p6_loss_mechanism,filtering_economic_loss,sizing_economic_loss,premature_exit_economic_loss
trd_fa2765c5d57605ee044a,000913.SZ,2020-10-19,2020-11-03,PROFIT_PROTECTION,0.2555498438773649,0.32063074901445465,-0.01007446342531737,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-03,0.2555498438773649,False,1.0268817204301075,,0.0,2020-11-03,0.2555498438773649,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.2555498438773649,0.0,0.0
trd_2a99a02a0fb98ce21360,002027.SZ,2020-09-14,2020-10-20,PROFIT_PROTECTION,0.2555355594650861,0.3446866485013622,-0.023160762942779356,SPLIT,,,,False,False,False,False,0.7701612903225806,2020-10-20,0.2555355594650861,False,0.7701612903225806,,0.0,2020-10-20,0.2555355594650861,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_SPLIT,FILTERING,0.2555355594650861,0.0,0.0
trd_0fe9e298ebdd0a2cea24,000902.SZ,2020-10-28,2020-11-25,TIME_EXIT,0.24797331521089028,0.2835314091680816,-0.01358234295415961,LOST/TRANSITION,86.0,0.1382626314241711,0.005312697649701421,False,False,False,False,0.7701612903225806,2020-11-25,0.24797331521089028,False,0.7701612903225806,,0.0,2020-11-25,0.24797331521089028,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_LOST/TRANSITION,FILTERING,0.24797331521089028,0.0,0.0
trd_2e3a4fff6fd1e161751f,000869.SZ,2020-11-17,2020-12-15,TIME_EXIT,0.24326888436590344,0.29393939393939394,-0.09090909090909083,VALID_CANONICAL_BASE,112.0,0.1625755435831032,0.005231533372104517,True,True,False,False,1.0268817204301075,2020-12-15,0.24326888436590344,False,1.0268817204301075,2020-12-04,0.5,2020-12-15,0.13226764032527916,P3_MASS_PROMINENCE,MASS_BELOW_DISCOVERY_MEDIAN+PROMINENCE_BELOW_DISCOVERY_MEDIAN,FILTERING,0.24326888436590344,0.0,0.0
trd_07839c83aa53edfd26f4,000596.SZ,2020-11-27,2020-12-25,TIME_EXIT,0.23816025708075528,0.3283112738195815,-0.029005913827090946,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-25,0.23816025708075528,False,1.0268817204301075,,0.0,2020-12-25,0.23816025708075528,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.23816025708075528,0.0,0.0
trd_6b4bb0a78f194d7f6a5e,000737.SZ,2020-11-13,2020-12-11,TIME_EXIT,0.2334405274276632,0.2686170212765957,0.0,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-11,0.2334405274276632,False,1.0268817204301075,,0.0,2020-12-11,0.2334405274276632,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.2334405274276632,0.0,0.0
trd_f9009be42832a4ab4d50,000516.SZ,2020-10-21,2020-11-09,PROFIT_PROTECTION,0.2271697282544769,0.3271889400921659,-0.007680491551459223,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-09,0.2271697282544769,False,1.0268817204301075,,0.0,2020-11-09,0.2271697282544769,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.2271697282544769,0.0,0.0
trd_e702028f3befd9b497b5,000521.SZ,2020-12-02,2020-12-17,PROFIT_PROTECTION,0.21300864423574906,0.3783783783783783,-0.006006006006006093,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-17,0.21300864423574906,False,1.0268817204301075,,0.0,2020-12-17,0.21300864423574906,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.21300864423574906,0.0,0.0
trd_b60f7aa079bae4d9c49b,000630.SZ,2020-11-03,2020-11-26,PROFIT_PROTECTION,0.20781533505553473,0.31192660550458706,0.0,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-26,0.20781533505553473,False,1.0268817204301075,,0.0,2020-11-26,0.20781533505553473,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.20781533505553473,0.0,0.0
trd_1651260013b129b825cc,000768.SZ,2020-10-23,2020-11-20,TIME_EXIT,0.20364199867291677,0.19475655430711614,-0.038285476487723846,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-20,0.20364199867291677,False,1.0268817204301075,,0.0,2020-11-20,0.20364199867291677,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.20364199867291677,0.0,0.0
trd_16a850ebf26053dff305,000659.SZ,2020-11-03,2020-11-24,PROFIT_PROTECTION,0.1968351956459391,0.26363636363636345,0.0,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-24,0.1968351956459391,False,1.0268817204301075,,0.0,2020-11-24,0.1968351956459391,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1968351956459391,0.0,0.0
trd_a417f5f02dc0d0caad2e,000690.SZ,2020-09-30,2020-10-28,PROFIT_PROTECTION,0.19530079154895685,0.24615384615384595,-0.029230769230769282,MERGE,,,,False,False,False,False,0.7701612903225806,2020-10-28,0.19530079154895685,False,0.7701612903225806,,0.0,2020-10-28,0.19530079154895685,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_MERGE,FILTERING,0.19530079154895685,0.0,0.0
trd_148727c22c20eb13cd87,000791.SZ,2020-12-15,2020-12-30,PROFIT_PROTECTION,0.19518666231860293,0.45179063360881533,-0.011019283746556474,SPLIT,,,,False,False,False,False,0.7701612903225806,2020-12-30,0.19518666231860293,False,0.7701612903225806,,0.0,2020-12-30,0.19518666231860293,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_SPLIT,FILTERING,0.19518666231860293,0.0,0.0
trd_962d0128d59b489e2dcc,000155.SZ,2020-12-09,2020-12-30,PROFIT_PROTECTION,0.19469361937561147,0.34662576687116564,-0.08895705521472386,MERGE,,,,False,False,False,False,0.7701612903225806,2020-12-30,0.19469361937561147,False,0.7701612903225806,,0.0,2020-12-30,0.19469361937561147,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_MERGE,FILTERING,0.19469361937561147,0.0,0.0
trd_79894ba8662086c5722b,000629.SZ,2020-11-04,2020-11-23,PROFIT_PROTECTION,0.19292396951637714,0.27450980392156854,-0.014705882352941346,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-23,0.19292396951637714,False,1.0268817204301075,,0.0,2020-11-23,0.19292396951637714,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.19292396951637714,0.0,0.0
trd_6fa26a1db8800b8936dc,000034.SZ,2020-10-30,2020-11-16,PROFIT_PROTECTION,0.18835513010804195,0.40405974722328586,-0.0425124473381846,LOST/TRANSITION,,,,False,False,False,False,0.7701612903225806,2020-11-16,0.18835513010804195,False,0.7701612903225806,,0.0,2020-11-16,0.18835513010804195,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_LOST/TRANSITION,FILTERING,0.18835513010804195,0.0,0.0
trd_bca773bf321510af8954,000786.SZ,2020-10-13,2020-10-22,PROFIT_PROTECTION,0.18658193462405004,0.24205607476635493,-0.0031152647975078995,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-10-22,0.18658193462405004,False,1.0268817204301075,,0.0,2020-10-22,0.18658193462405004,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.18658193462405004,0.0,0.0
trd_fb0e29f8c7840fc9f063,000655.SZ,2020-10-29,2020-11-26,PROFIT_PROTECTION,0.1856403086118359,0.29761904761904767,-0.027210884353741527,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-26,0.1856403086118359,False,1.0268817204301075,,0.0,2020-11-26,0.1856403086118359,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1856403086118359,0.0,0.0
trd_373d48aca6dc8bc8a09b,000906.SZ,2020-10-09,2020-11-06,TIME_EXIT,0.17698247913048504,0.18483412322274884,-0.018957345971563955,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-06,0.17698247913048504,False,1.0268817204301075,,0.0,2020-11-06,0.17698247913048504,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.17698247913048504,0.0,0.0
trd_a0d9185653e670c2271a,000001.SZ,2020-10-09,2020-10-27,PROFIT_PROTECTION,0.17336783886856777,0.22745098039215694,-0.011111111111111183,VALID_CANONICAL_BASE,24.0,0.248634113497238,0.008796953595267276,True,True,False,False,1.0268817204301075,2020-10-27,0.17336783886856777,False,1.0268817204301075,,0.0,2020-10-27,0.17336783886856777,P3_MASS_PROMINENCE,PROMINENCE_BELOW_DISCOVERY_MEDIAN,FILTERING,0.17336783886856777,0.0,0.0
trd_9abace4b5a1e63d670f3,000911.SZ,2020-09-14,2020-09-23,PROFIT_PROTECTION,0.17052522499243916,0.2570659488559892,-0.024226110363391617,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-09-23,0.17052522499243916,False,1.0268817204301075,,0.0,2020-09-23,0.17052522499243916,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.17052522499243916,0.0,0.0
trd_de5b2348daadafbc7a44,002001.SZ,2020-11-04,2020-11-24,PROFIT_PROTECTION,0.16997636326803112,0.1956291857596053,-0.0070497003877335596,VALID_CANONICAL_BASE,1.0,0.5579514570077871,0.018164261849612017,True,False,False,False,1.0268817204301075,2020-11-24,0.16997636326803112,False,1.0268817204301075,,0.0,2020-11-24,0.16997636326803112,P2_CANONICAL_PERSISTENCE,PEAK_TRACK_AGE_1_LT_20,FILTERING,0.16997636326803112,0.0,0.0
trd_5914deab9fcd9130ad2c,000786.SZ,2020-10-28,2020-11-25,TIME_EXIT,0.1661126133331241,0.17959527824620558,-0.04834176503653731,LOST/TRANSITION,,,,False,False,False,False,0.7701612903225806,2020-11-25,0.1661126133331241,False,0.7701612903225806,,0.0,2020-11-25,0.1661126133331241,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_LOST/TRANSITION,FILTERING,0.1661126133331241,0.0,0.0
trd_e87429cdadb76e6cc5f7,000905.SZ,2020-11-04,2020-11-24,PROFIT_PROTECTION,0.16384201498700968,0.2837632776934753,-0.01062215477996964,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-24,0.16384201498700968,False,1.0268817204301075,,0.0,2020-11-24,0.16384201498700968,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.16384201498700968,0.0,0.0
trd_0fa5e9e1e078e6ebf2ea,000829.SZ,2020-11-04,2020-11-13,PROFIT_PROTECTION,0.15576732128553927,0.2882352941176469,-0.022058823529411575,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-13,0.15576732128553927,False,1.0268817204301075,,0.0,2020-11-13,0.15576732128553927,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.15576732128553927,0.0,0.0
trd_9c3dc43a309a0d35cea2,000639.SZ,2020-11-04,2020-11-25,PROFIT_PROTECTION,0.15325927515161109,0.2259887005649719,-0.015065913370997941,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-25,0.15325927515161109,False,1.0268817204301075,,0.0,2020-11-25,0.15325927515161109,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.15325927515161109,0.0,0.0
trd_0ebd282f0084e67902dc,000568.SZ,2020-12-02,2020-12-28,PROFIT_PROTECTION,0.1520886545474649,0.20405405405405408,-0.016216216216216273,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-28,0.1520886545474649,False,1.0268817204301075,,0.0,2020-12-28,0.1520886545474649,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1520886545474649,0.0,0.0
trd_7e46e45ae4649d1fdc51,000887.SZ,2020-10-27,2020-11-12,PROFIT_PROTECTION,0.14998053642718157,0.20662768031189072,-0.025341130604288553,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-12,0.14998053642718157,False,1.0268817204301075,,0.0,2020-11-12,0.14998053642718157,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.14998053642718157,0.0,0.0
trd_f72355a191abfb279705,000633.SZ,2020-12-02,2020-12-11,PROFIT_PROTECTION,0.1475537464134593,0.30823529411764694,-0.0117647058823529,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-11,0.1475537464134593,False,1.0268817204301075,,0.0,2020-12-11,0.1475537464134593,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1475537464134593,0.0,0.0
trd_c0b1d7805e07c902f134,000899.SZ,2020-09-30,2020-11-05,TIME_EXIT,0.1467372554288089,0.17050691244239635,-0.011520737327189057,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-05,0.1467372554288089,False,1.0268817204301075,,0.0,2020-11-05,0.1467372554288089,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1467372554288089,0.0,0.0
trd_548bb539384dfb05affc,000860.SZ,2020-11-06,2020-12-03,PROFIT_PROTECTION,0.14300342159655322,0.21737523105360435,-0.016081330868761623,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-03,0.14300342159655322,False,1.0268817204301075,,0.0,2020-12-03,0.14300342159655322,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.14300342159655322,0.0,0.0
trd_427ccaa16e8e71968024,000552.SZ,2020-10-29,2020-11-26,TIME_EXIT,0.1408945591950832,0.27306273062730635,-0.02583025830258301,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-26,0.1408945591950832,False,1.0268817204301075,,0.0,2020-11-26,0.1408945591950832,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1408945591950832,0.0,0.0
trd_38171aad47676426e810,000799.SZ,2020-11-30,2020-12-25,PROFIT_PROTECTION,0.13740111962105672,0.22802676198331961,-0.04958298964347907,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-12-25,0.13740111962105672,False,1.0268817204301075,,0.0,2020-12-25,0.13740111962105672,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.13740111962105672,0.0,0.0
trd_aeae153a6275841d527c,000626.SZ,2020-10-12,2020-11-03,PROFIT_PROTECTION,0.13584433264773388,0.1935007385524372,-0.00738552437223039,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-03,0.13584433264773388,False,1.0268817204301075,,0.0,2020-11-03,0.13584433264773388,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.13584433264773388,0.0,0.0
trd_b0919f81ce0161781a8c,000001.SZ,2020-11-17,2020-12-03,PROFIT_PROTECTION,0.13508823215749333,0.20138089758342925,-0.007479861910241636,SPLIT,51.0,0.20516342043319263,0.00736996771626176,False,False,False,False,0.7701612903225806,2020-12-03,0.13508823215749333,False,0.7701612903225806,,0.0,2020-12-03,0.13508823215749333,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_SPLIT,FILTERING,0.13508823215749333,0.0,0.0
trd_88d17f8a47212ee3d890,000333.SZ,2020-09-09,2020-10-15,TIME_EXIT,0.13382000920852044,0.15863636363636346,-0.021515151515151598,SPLIT,,,,False,False,False,False,0.7701612903225806,2020-10-15,0.13382000920852044,False,0.7701612903225806,,0.0,2020-10-15,0.13382000920852044,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_SPLIT,FILTERING,0.13382000920852044,0.0,0.0
trd_c152bb1a1ac3d15be4d7,000510.SZ,2020-10-28,2020-11-25,PROFIT_PROTECTION,0.1334733323470363,0.15764705882352947,-0.028235294117647136,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-25,0.1334733323470363,False,1.0268817204301075,,0.0,2020-11-25,0.1334733323470363,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1334733323470363,0.0,0.0
trd_85952854cd04c1de9855,000657.SZ,2020-11-03,2020-11-26,PROFIT_PROTECTION,0.1305557690720116,0.18441971383147848,-0.0015898251192368873,SPLIT,101.0,0.5442903633163367,0.025570104230055384,False,False,False,False,0.7701612903225806,2020-12-03,0.12421324021326252,False,0.7701612903225806,,0.0,2020-12-03,0.12421324021326252,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_SPLIT,FILTERING,0.1305557690720116,0.0,0.0
trd_c41f34d7b6db38459b09,000729.SZ,2020-10-21,2020-11-02,PROFIT_PROTECTION,0.12896808558667172,0.1862871927554981,-0.0064683053040104355,VALID_CANONICAL_BASE,72.0,0.5373745204855795,0.0133024991160648,True,True,True,True,1.2836021505376345,2020-11-02,0.12896808558667172,True,1.2836021505376345,,0.0,2020-11-02,0.12896808558667172,RETAINED_THROUGH_P6,NONE,NONE,0.0,-0.036575626423101804,0.0
trd_b6074703594df9b30da6,000063.SZ,2020-11-04,2020-11-12,PROFIT_PROTECTION,0.12785871240777746,0.21277258566978197,-0.015576323987538832,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-11-12,0.12785871240777746,False,1.0268817204301075,,0.0,2020-11-12,0.12785871240777746,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.12785871240777746,0.0,0.0
trd_4f3c9f71fe0c95e8e22e,000009.SZ,2020-09-30,2020-10-19,PROFIT_PROTECTION,0.1275778744249163,0.1520803443328549,-0.0057388809182209455,ENSEMBLE_AMBIGUOUS,,,,True,False,False,False,1.0268817204301075,2020-10-19,0.1275778744249163,False,1.0268817204301075,,0.0,2020-10-19,0.1275778744249163,P2_CANONICAL_PERSISTENCE,P2_REQUIRES_VALID_CANONICAL_NOT_ENSEMBLE_AMBIGUOUS,FILTERING,0.1275778744249163,0.0,0.0
trd_0ea07df6636abb6dd80b,000066.SZ,2020-12-15,2020-12-23,PROFIT_PROTECTION,0.12754473695064794,0.17192982456140338,-0.0063157894736841635,VALID_CANONICAL_BASE,31.0,0.3327406377138426,0.011680983682151928,True,True,False,False,1.0268817204301075,2020-12-30,0.233930087674731,False,1.0268817204301075,,0.0,2020-12-30,0.233930087674731,P3_MASS_PROMINENCE,PROMINENCE_BELOW_DISCOVERY_MEDIAN,FILTERING,0.12754473695064794,0.0,0.0
trd_d6e5a2d6f3b4e574b822,002015.SZ,2020-12-17,2020-12-30,PROFIT_PROTECTION,0.12491170697923515,0.2166962699822379,-0.026642984014209503,VALID_CANONICAL_BASE,16.0,0.3677763563026113,0.03643336941027942,True,False,False,False,1.0268817204301075,2020-12-30,0.12491170697923515,False,1.0268817204301075,,0.0,2020-12-30,0.12491170697923515,P2_CANONICAL_PERSISTENCE,PEAK_TRACK_AGE_16_LT_20,FILTERING,0.12491170697923515,0.0,0.0
trd_0c6ee4b2448a3f367c71,000910.SZ,2020-11-27,2020-12-10,PROFIT_PROTECTION,0.12260078533261498,0.1665582303188029,-0.006506180871828193,VALID_CANONICAL_BASE,48.0,0.3920853206378808,0.016152036545720446,True,True,True,True,1.2836021505376345,2020-12-10,0.12260078533261498,True,1.2836021505376345,,0.0,2020-12-10,0.12260078533261498,RETAINED_THROUGH_P6,NONE,NONE,0.0,-0.034769846377932484,0.0
trd_81eba514e79395a7cc7b,000738.SZ,2020-12-15,2020-12-30,PROFIT_PROTECTION,0.12164939489382243,0.16666666666666674,-0.048205128205128234,LOST/TRANSITION,,,,False,False,False,False,0.7701612903225806,2020-12-30,0.12164939489382243,False,0.7701612903225806,,0.0,2020-12-30,0.12164939489382243,P1_TEMPORAL_CONFIRMATION,ENTRY_TEMPORAL_STATE_LOST/TRANSITION,FILTERING,0.12164939489382243,0.0,0.0
