split,group_dimension,group_value,confirmation_removed,trades,total_baseline_net_return,mean_baseline_net_return,profit_factor,mean_mae,mean_mfe,large_loss_probability,large_winner_probability,winner_probability,mean_peak_track_age,mean_peak_track_mass,mean_peak_track_prominence
discovery,AMBIGUITY_STATE,NOT_AMBIGUOUS,False,285,3.43485789854861,0.012052132977363543,1.5225391861012014,-0.032405241078127554,0.09845716293098333,0.05263157894736842,0.12982456140350876,0.40350877192982454,74.04854368932038,0.2851643741314782,0.012768676037994527
discovery,BASE_PERSISTENCE,AGE_GE_20,False,154,1.3814742391215926,0.008970611942348003,1.486765751235944,-0.027540840500619435,0.08642219847296696,0.025974025974025976,0.09090909090909091,0.3961038961038961,95.3051948051948,0.2508577903174019,0.011401640098671026
discovery,BASE_PERSISTENCE,AGE_LT_20,False,52,-0.46205937327232705,-0.008885757178313981,0.6828306146469624,-0.03533522234778155,0.0796395834037072,0.057692307692307696,0.07692307692307693,0.3076923076923077,11.096153846153847,0.3867646415808579,0.01681720555060644
discovery,BASE_PERSISTENCE,UNAVAILABLE,False,367,2.5785757341139126,0.00702609191856652,1.2912578764432785,-0.03257885386009952,0.0938916219632026,0.043596730245231606,0.11444141689373297,0.3923705722070845,,,
discovery,MASS_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,103,0.3488806091407537,0.0033871903800073173,1.1653935715656079,-0.02904019957199584,0.08435796464181362,0.02912621359223301,0.06796116504854369,0.3786407766990291,40.0,0.43522920713187424,0.017023643273386433
discovery,MASS_LEVEL,BELOW_DISCOVERY_MEDIAN,False,103,0.570534256708512,0.005539167540859339,1.2610551086074548,-0.029976509157907408,0.08506219945362022,0.038834951456310676,0.10679611650485436,0.36893203883495146,108.09708737864078,0.13509954113108216,0.008513708802602628
discovery,MASS_LEVEL,UNAVAILABLE,False,367,2.5785757341139126,0.00702609191856652,1.2912578764432785,-0.03257885386009952,0.0938916219632026,0.043596730245231606,0.11444141689373297,0.3923705722070845,,,
discovery,PROMINENCE_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,103,0.4646257889532962,0.0045109299898378275,1.2214523221757811,-0.030139700822136,0.08629298558020058,0.02912621359223301,0.05825242718446602,0.4077669902912621,36.52427184466019,0.41496523065965446,0.017981655264869525
discovery,PROMINENCE_LEVEL,BELOW_DISCOVERY_MEDIAN,False,103,0.4547890768959695,0.00441542793102883,1.207022960549415,-0.028877007907767246,0.08312717851523324,0.038834951456310676,0.11650485436893204,0.33980582524271846,111.57281553398059,0.15536351760330191,0.007555696811119535
discovery,PROMINENCE_LEVEL,UNAVAILABLE,False,367,2.5785757341139126,0.00702609191856652,1.2912578764432785,-0.03257885386009952,0.0938916219632026,0.043596730245231606,0.11444141689373297,0.3923705722070845,,,
validation,CONFIRMATION_DECISION,REMOVED,True,286,2.804541972103417,0.009806090811550408,1.2863384516959397,-0.04935158218591029,0.1208747144793481,0.13636363636363635,0.15384615384615385,0.3916083916083916,68.23913043478261,0.2493161298010367,0.01230345634436377
validation,CONFIRMATION_DECISION,RETAINED,False,731,11.580094911175795,0.01584144310694363,1.603254761241464,-0.039283012947799206,0.1064784637983529,0.06976744186046512,0.14774281805745554,0.4158686730506156,69.63793103448276,0.2849842336243667,0.013015166220123579
validation,TEMPORAL_STATE,ENSEMBLE_AMBIGUOUS,False,441,4.147906498785438,0.009405683670715278,1.344910576437799,-0.040114756298277036,0.09854523402697178,0.07936507936507936,0.1360544217687075,0.41043083900226757,,,
validation,TEMPORAL_STATE,LOST/TRANSITION,True,134,0.8873070035729897,0.006621694056514849,1.207495220058433,-0.046736153601654534,0.10550294967918498,0.09701492537313433,0.1417910447761194,0.373134328358209,33.125,0.33355312167957635,0.016658181664578976
validation,TEMPORAL_STATE,MERGE,True,50,1.67640759941727,0.0335281519883454,2.009227288078981,-0.05107230500899286,0.15149725460801622,0.14,0.26,0.46,54.9,0.1706976200933686,0.010501170364403659
validation,TEMPORAL_STATE,SPLIT,True,102,0.2408273691131564,0.0023610526383642783,1.062436725385115,-0.051944045804892085,0.12605794464394077,0.18627450980392157,0.11764705882352941,0.38235294117647056,103.0,0.22123579115203912,0.009720819078171659
validation,TEMPORAL_STATE,VALID_CANONICAL_BASE,False,290,7.432188412390356,0.02562823590479433,2.0365684545155687,-0.03801818943896912,0.11854244424379794,0.05517241379310345,0.16551724137931034,0.4241379310344828,69.63793103448276,0.2849842336243667,0.013015166220123579
validation,CANONICAL_BASE_STATE,NOT_VALID,False,727,6.952448470888857,0.009563202848540382,1.3186195304496184,-0.043748500732751744,0.10732959635074017,0.10178817056396149,0.14305364511691884,0.4030261348005502,68.23913043478261,0.24931612980103673,0.01230345634436377
validation,CANONICAL_BASE_STATE,VALID,False,290,7.432188412390356,0.02562823590479433,2.0365684545155687,-0.03801818943896912,0.11854244424379794,0.05517241379310345,0.16551724137931034,0.4241379310344828,69.63793103448276,0.2849842336243667,0.013015166220123579
validation,AMBIGUITY_STATE,AMBIGUOUS,False,441,4.147906498785438,0.009405683670715278,1.344910576437799,-0.040114756298277036,0.09854523402697178,0.07936507936507936,0.1360544217687075,0.41043083900226757,,,
validation,AMBIGUITY_STATE,NOT_AMBIGUOUS,False,576,10.236730384493772,0.017772101361968353,1.6034209485320767,-0.0436455337542906,0.11970048120103291,0.0954861111111111,0.1597222222222222,0.4079861111111111,69.44642857142857,0.28010110036283936,0.012917729749037416
validation,BASE_PERSISTENCE,AGE_GE_20,False,249,6.22420625584857,0.024996812272484216,2.049829727535534,-0.036313560263631986,0.1124084330165815,0.05622489959839357,0.1566265060240964,0.44176706827309237,90.11646586345381,0.23928491813641864,0.011286834951167297
validation,BASE_PERSISTENCE,AGE_LT_20,False,87,3.5055393508812442,0.040293555757255684,2.545976160038355,-0.0445823790732163,0.15610243275400268,0.05747126436781609,0.21839080459770116,0.4482758620689655,10.28735632183908,0.3969198288039747,0.017585463136045
validation,BASE_PERSISTENCE,UNAVAILABLE,False,681,4.654891276549395,0.006835376323861079,1.2238549950100135,-0.0439202518135057,0.10401661366661158,0.10425844346549193,0.13803230543318648,0.3920704845814978,,,
validation,MASS_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,163,4.386919811670965,0.02691361847650899,2.1209785078835894,-0.0373661234059869,0.12312997032409156,0.049079754601226995,0.15950920245398773,0.44785276073619634,43.93251533742331,0.43287195800318096,0.017798618103962334
validation,MASS_LEVEL,BELOW_DISCOVERY_MEDIAN,False,173,5.34282579505885,0.03088338609860607,2.2474994584057,-0.03948014664646427,0.1242799208549139,0.06358381502890173,0.18497109826589594,0.4393063583815029,93.48554913294798,0.13616092813523434,0.00831897366896365
validation,MASS_LEVEL,UNAVAILABLE,False,681,4.654891276549395,0.006835376323861079,1.2238549950100135,-0.0439202518135057,0.10401661366661158,0.10425844346549193,0.13803230543318648,0.3920704845814978,,,
validation,PROMINENCE_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,150,3.8131077164651836,0.02542071810976789,2.087419418781418,-0.03422524485235907,0.12027164682023364,0.04,0.16,0.4533333333333333,37.14666666666667,0.42757450409610775,0.019354685998496476
validation,PROMINENCE_LEVEL,BELOW_DISCOVERY_MEDIAN,False,186,5.91663789026463,0.031809881130455,2.261614279991184,-0.04186535890946411,0.12650464756823646,0.06989247311827956,0.1827956989247312,0.43548387096774194,95.49462365591398,0.1611709360618165,0.007726635999473657
validation,PROMINENCE_LEVEL,UNAVAILABLE,False,681,4.654891276549395,0.006835376323861079,1.2238549950100135,-0.0439202518135057,0.10401661366661158,0.10425844346549193,0.13803230543318648,0.3920704845814978,,,
holdout,CONFIRMATION_DECISION,REMOVED,True,183,-2.9641140169677946,-0.01619734435501527,0.5806457382582584,-0.049134347186324305,0.07190018447594511,0.1092896174863388,0.08196721311475409,0.24043715846994534,92.65517241379311,0.269727122643882,0.013066156382381348
holdout,CONFIRMATION_DECISION,RETAINED,False,732,-9.65672035028085,-0.01319224091568422,0.6098802378464379,-0.042220880389344254,0.05832703031709008,0.0546448087431694,0.07103825136612021,0.2390710382513661,69.33333333333333,0.30187533699921776,0.013817753209658473
holdout,TEMPORAL_STATE,ENSEMBLE_AMBIGUOUS,False,453,-4.816518095411626,-0.010632490276846856,0.6863099784478509,-0.04253077947877711,0.06300247311310471,0.05739514348785872,0.08388520971302428,0.2582781456953642,,,
holdout,TEMPORAL_STATE,LOST/TRANSITION,True,93,-1.8287868935729332,-0.01966437519970896,0.4861065144985204,-0.050568256016338964,0.06473583672909064,0.10752688172043011,0.053763440860215055,0.20430107526881722,60.18181818181818,0.24477669797903837,0.012666923835887012
holdout,TEMPORAL_STATE,MERGE,True,28,-0.20710290789330743,-0.00739653242476098,0.7987414253375468,-0.04733127506673301,0.08695039070746573,0.10714285714285714,0.10714285714285714,0.35714285714285715,135.5,0.13592018922219637,0.010750474321482717
holdout,TEMPORAL_STATE,SPLIT,True,62,-0.9282242155015543,-0.0149713583145412,0.6257996447868613,-0.047797774575956437,0.07584983876586263,0.11290322580645161,0.11290322580645161,0.24193548387096775,105.92857142857143,0.32756158014388354,0.014041462543455079
holdout,TEMPORAL_STATE,VALID_CANONICAL_BASE,False,279,-4.840202254869224,-0.01734839517874274,0.4850209210158668,-0.04171771090005003,0.05073571997087277,0.05017921146953405,0.05017921146953405,0.2078853046594982,69.33333333333333,0.30187533699921776,0.013817753209658473
holdout,CANONICAL_BASE_STATE,NOT_VALID,False,636,-7.78063211237942,-0.012233698289904749,0.6530015169279391,-0.04443086263991097,0.06556266364675219,0.07232704402515723,0.08333333333333333,0.2531446540880503,92.65517241379311,0.26972712264388193,0.013066156382381348
holdout,CANONICAL_BASE_STATE,VALID,False,279,-4.840202254869224,-0.01734839517874274,0.4850209210158668,-0.04171771090005003,0.05073571997087277,0.05017921146953405,0.05017921146953405,0.2078853046594982,69.33333333333333,0.30187533699921776,0.013817753209658473
holdout,AMBIGUITY_STATE,AMBIGUOUS,False,453,-4.816518095411626,-0.010632490276846856,0.6863099784478509,-0.04253077947877711,0.06300247311310471,0.05739514348785872,0.08388520971302428,0.2582781456953642,,,
holdout,AMBIGUITY_STATE,NOT_AMBIGUOUS,False,462,-7.804316271837019,-0.01689245946285069,0.5260665541939278,-0.0446554694290288,0.059119046820284536,0.0735930735930736,0.06277056277056277,0.22077922077922077,71.52922077922078,0.29884839473848807,0.013746985975921342
holdout,BASE_PERSISTENCE,AGE_GE_20,False,256,-3.585336703870939,-0.014005221499495856,0.5628748974909135,-0.03964309124017621,0.05271705517512644,0.0390625,0.05859375,0.20703125,83.90625,0.27956865395772607,0.012772284082847484
holdout,BASE_PERSISTENCE,AGE_LT_20,False,52,-1.4001086405526326,-0.026925166164473706,0.30525182967433606,-0.04788127310094674,0.05075134688519725,0.09615384615384616,0.057692307692307696,0.23076923076923078,10.596153846153847,0.39376404165916257,0.018545518372592634
holdout,BASE_PERSISTENCE,UNAVAILABLE,False,607,-7.635389022825072,-0.012578894601029771,0.6465775550840118,-0.04490743397259143,0.06543407543384723,0.07413509060955518,0.08072487644151564,0.25370675453047775,,,
holdout,MASS_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,162,-1.7861285188832754,-0.011025484684464662,0.6520642444586275,-0.03916208484032177,0.058457212329678834,0.04938271604938271,0.06790123456790123,0.24074074074074073,46.27777777777778,0.45061270991609903,0.018778300254786606
holdout,MASS_LEVEL,BELOW_DISCOVERY_MEDIAN,False,146,-3.199316825540297,-0.02191312894205683,0.3706911358943886,-0.04311095763426174,0.04564772442092228,0.04794520547945205,0.04794520547945205,0.1780821917808219,99.54794520547945,0.13045237378798824,0.008164294789783174
holdout,MASS_LEVEL,UNAVAILABLE,False,607,-7.635389022825072,-0.012578894601029771,0.6465775550840118,-0.04490743397259143,0.06543407543384723,0.07413509060955518,0.08072487644151564,0.25370675453047775,,,
holdout,PROMINENCE_LEVEL,AT_OR_ABOVE_DISCOVERY_MEDIAN,False,150,-2.15681996106213,-0.0143787997404142,0.5397910057277492,-0.037689708177011984,0.04984821977262428,0.04,0.05333333333333334,0.23333333333333334,48.88,0.43896898616428104,0.020342678803063573
holdout,PROMINENCE_LEVEL,BELOW_DISCOVERY_MEDIAN,False,158,-2.8286253833614428,-0.017902692299755968,0.4885637795944911,-0.044208869191028746,0.054793691120056845,0.056962025316455694,0.06329113924050633,0.189873417721519,93.03164556962025,0.16582251680260865,0.007485252279267321
holdout,PROMINENCE_LEVEL,UNAVAILABLE,False,607,-7.635389022825072,-0.012578894601029771,0.6465775550840118,-0.04490743397259143,0.06543407543384723,0.07413509060955518,0.08072487644151564,0.25370675453047775,,,
