route,segment,policy,period,account_status,n,mature_n,censored_n,independent_events,signal_dates,triggered,filled,unfilled_attempts,trigger_dates,mean_advantage,median_advantage,total_advantage_amount,winner_denominator,winner_interruption,winner_harm,winner_to_loss,winner_harm_amount,severe_denominator,loss_rescue,loss_rescue_amount,native_tail,policy_tail,released_calendar_days,baseline_start,baseline_end,baseline_days,baseline_total_return,baseline_cagr,baseline_max_drawdown,baseline_sharpe,baseline_worst5_daily,baseline_worst_month,baseline_utilization,baseline_capital_days,start,end,days,total_return,cagr,max_drawdown,sharpe,worst5_daily,worst_month,utilization,capital_days
ATRDR_BULL,CONTINUOUS_2014_2023,fixed_0.1,DISCOVERY,QUARANTINED_PRODUCTION_PREFIX_DEFECT,1074,1074,0,1074,228,0,0,0,0,0.0,0.0,0.0,631,0,0,0,,70,0,,-0.14717804169721202,-0.14717804169721202,0.0,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545
ATRDR_BULL,CONTINUOUS_2014_2023,fixed_0.1,EVALUATION,QUARANTINED_PRODUCTION_PREFIX_DEFECT,420,420,0,420,86,34,33,0,22,-0.0019435249337018345,0.0,-0.03136347512799545,243,3,3,3,-0.0253317385140943,22,12,0.02196405296510063,-0.1359330190663747,-0.12558557216791907,346.0,2021-01-04,2023-12-29,727,0.345908002286194,0.10476952510530357,-0.06070832402378701,1.666534253709692,-0.009466580109336304,-0.026236873131600835,0.2057908468395071,149.60994565232167,2021-01-04,2023-12-29,727,0.33366782096193015,0.10138947113346819,-0.05438851769997033,1.6644070069909447,-0.009153287754146273,-0.027428096916056077,0.2015038662284946,146.49331074811556
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,fixed_0.1,DISCOVERY,QUARANTINED_PRODUCTION_PREFIX_DEFECT,79,79,0,79,16,0,0,0,0,0.0,0.0,0.0,58,0,0,0,,13,0,,-0.23236195045318297,-0.23236195045318297,0.0,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,fixed_0.1,EVALUATION,QUARANTINED_PRODUCTION_PREFIX_DEFECT,49,49,0,49,17,9,9,0,7,5.062942582131063e-05,0.0,-0.0008396261439026836,37,1,1,1,-0.006379296161087559,5,4,0.011154386209150654,-0.18367296032389135,-0.12475028248064723,127.0,2021-01-04,2023-12-29,727,0.345908002286194,0.10476952510530357,-0.06070832402378701,1.666534253709692,-0.009466580109336304,-0.026236873131600835,0.2057908468395071,149.60994565232167,2021-01-04,2023-12-29,727,0.35210255141996916,0.10647233171220649,-0.055965928112611585,1.7239874374789421,-0.009245851565547289,-0.025608088063019285,0.20398590350404355,148.29775184743966
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,H1_2,DISCOVERY,QUARANTINED_PRODUCTION_PREFIX_DEFECT,79,79,0,79,16,0,0,0,0,0.0,0.0,0.0,58,0,0,0,,13,0,,-0.23236195045318297,-0.23236195045318297,0.0,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,H1_2,EVALUATION,QUARANTINED_PRODUCTION_PREFIX_DEFECT,49,49,0,49,17,9,8,0,8,-0.003738557679355886,0.0,-0.01021286503352696,37,2,2,2,-0.013040301318744254,5,3,0.009824427564450247,-0.18367296032389135,-0.13526139425386974,119.0,2021-01-04,2023-12-29,727,0.345908002286194,0.10476952510530357,-0.06070832402378701,1.666534253709692,-0.009466580109336304,-0.026236873131600835,0.2057908468395071,149.60994565232167,2021-01-04,2023-12-29,727,0.34458893749246156,0.10440625783025514,-0.05690014191659298,1.6831008570869121,-0.009305835269720076,-0.025941378476909915,0.20393852450995945,148.26330731874052
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,H2_0,DISCOVERY,QUARANTINED_PRODUCTION_PREFIX_DEFECT,79,79,0,79,16,0,0,0,0,0.0,0.0,0.0,58,0,0,0,,13,0,,-0.23236195045318297,-0.23236195045318297,0.0,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,H2_0,EVALUATION,QUARANTINED_PRODUCTION_PREFIX_DEFECT,49,49,0,49,17,18,18,0,12,-0.009257201935167755,0.0,-0.02240049290493678,37,8,8,8,-0.03497988750406893,5,5,0.01472843805881389,-0.18367296032389135,-0.16874648967739578,283.0,2021-01-04,2023-12-29,727,0.345908002286194,0.10476952510530357,-0.06070832402378701,1.666534253709692,-0.009466580109336304,-0.026236873131600835,0.2057908468395071,149.60994565232167,2021-01-04,2023-12-29,727,0.3423831261448427,0.10379825312581925,-0.05477729591160929,1.712849352127024,-0.009025478477413381,-0.02112615818255581,0.20267906846377792,147.34768277316655
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,fixed_0.1,DISCOVERY,QUARANTINED_PRODUCTION_PREFIX_DEFECT,342,342,0,342,112,2,2,0,2,0.0002333241245726981,0.0,0.0026635371486379345,256,0,0,0,,26,1,0.0026918463975548136,-0.1599921571095586,-0.1566763324780893,29.0,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545,2014-01-03,2020-12-31,1706,1.3111093851785434,0.12727615430768435,-0.061690843241703264,1.5351622034803514,-0.012341430045399253,-0.03286846948279942,0.21947326831500905,374.42139574540545
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,fixed_0.1,EVALUATION,QUARANTINED_PRODUCTION_PREFIX_DEFECT,157,157,0,157,48,13,13,0,13,-0.002761003322689817,0.0,-0.015760742453576688,115,3,3,3,-0.01806666373809816,8,7,0.009948635079693142,-0.14472711479765182,-0.12953809429608112,224.0,2021-01-04,2023-12-29,727,0.345908002286194,0.10476952510530357,-0.06070832402378701,1.666534253709692,-0.009466580109336304,-0.026236873131600835,0.2057908468395071,149.60994565232167,2021-01-04,2023-12-29,727,0.33916384138028444,0.1029097041363829,-0.06034892566215422,1.6565879121376643,-0.009387975328115993,-0.026146155955578787,0.20297801084884606,147.5650138871111
