route,year,phase,model,states,events,signal_dates,weighted_mse,weighted_bias,mean_predicted,mean_realized,top_mean_predicted,top_mean_realized,top_events,top_signal_dates,top_tail,domain_out_fraction,n_features,not_applicable_columns,unexpected_missing_fraction,b0_mse,mse_improvement_over_b0
ATRDR_BULL,2017,DISCOVERY_FORWARD,B2_EXTENDED,1808,122,32,0.003356390411577497,-0.012177212785906742,-0.03586197698859358,-0.02368476420268683,-0.007997571903023748,-0.00040967006044519106,106,31,-0.040974140997336726,0.0010245901639344263,11,,0.20077433628318583,0.00343775573374986,8.136532217236335e-05
ATRDR_BULL,2017,DISCOVERY_FORWARD,B1_NO_STRUCTURE,1808,122,32,0.003431227947653515,-0.012663412977079576,-0.036348177179766405,-0.02368476420268683,-0.00904854712305942,-0.0017747785975284038,106,32,-0.045915029672609346,0.0010245901639344263,9,,0.20077433628318583,0.00343775573374986,6.527786096345231e-06
ATRDR_BULL,2017,DISCOVERY_FORWARD,B1_NO_VOLUME,1808,122,32,0.0034608036688974263,-0.012585483427349442,-0.036270247630036265,-0.02368476420268683,-0.0075682602619304195,-0.002526393561386774,106,32,-0.055667327214804635,0.0010245901639344263,10,,0.20077433628318583,0.00343775573374986,-2.3047935147566152e-05
ATRDR_BULL,2017,DISCOVERY_FORWARD,B1_PRICE_AUGMENT_ONLY,1808,122,32,0.0034360438896416925,-0.012645406966662234,-0.036330171169349064,-0.02368476420268683,-0.008965876272142502,-0.0024435447762334458,108,32,-0.049580351307416594,0.0010245901639344263,8,,0.20077433628318583,0.00343775573374986,1.7118441081676386e-06
ATRDR_BULL,2018,DISCOVERY_FORWARD,B0,1674,112,21,0.004384869488673291,-0.022743050005636985,-0.03708955474594568,-0.014346504740308698,-0.009053876435081343,0.0011167658091804872,98,21,-0.03515808519534355,0.0,6,,0.009557945041816009,0.004384869488673291,0.0
ATRDR_BULL,2018,DISCOVERY_FORWARD,B1,1674,112,21,0.004382967796985429,-0.022686254347357684,-0.037032759087666386,-0.014346504740308698,-0.008120270081349818,0.0011250571234613495,96,21,-0.035877789869236607,0.0,11,,0.20967741935483872,0.004384869488673291,1.901691687861834e-06
ATRDR_BULL,2018,DISCOVERY_FORWARD,B2_PRICE,1674,112,21,0.0044560672958477736,-0.020584362936984867,-0.034930867677293566,-0.014346504740308698,-0.006011665691489366,-0.0002739723255678827,100,21,-0.04079889279177734,0.0,6,,0.009557945041816009,0.004384869488673291,-7.119780717448291e-05
ATRDR_BULL,2018,DISCOVERY_FORWARD,B2_EXTENDED,1674,112,21,0.004456067295847767,-0.020584362936984766,-0.03493086767729347,-0.014346504740308698,-0.006011665691489366,-0.0002739723255678827,100,21,-0.04079889279177734,0.0,11,,0.20967741935483872,0.004384869488673291,-7.119780717447597e-05
ATRDR_BULL,2018,DISCOVERY_FORWARD,B1_NO_STRUCTURE,1674,112,21,0.004380951553206393,-0.022599915785837883,-0.036946420526146585,-0.014346504740308698,-0.00897369173268737,0.0010187587400036565,97,20,-0.03515808519534355,0.0,9,,0.20967741935483872,0.004384869488673291,3.917935466897504e-06
ATRDR_BULL,2018,DISCOVERY_FORWARD,B1_NO_VOLUME,1674,112,21,0.004382755877588248,-0.02268422712220309,-0.03703073186251179,-0.014346504740308698,-0.008248124351382486,0.0014083048324481007,97,21,-0.03515808519534355,0.0,10,,0.20908004778972522,0.004384869488673291,2.1136110850425785e-06
ATRDR_BULL,2018,DISCOVERY_FORWARD,B1_PRICE_AUGMENT_ONLY,1674,112,21,0.004378861649059149,-0.022595669968520627,-0.03694217470882932,-0.014346504740308698,-0.008928986721344213,0.0012444244062539136,97,20,-0.03483563571193103,0.0,8,,0.20908004778972522,0.004384869488673291,6.007839614141815e-06
ATRDR_BULL,2019,DISCOVERY_FORWARD,B0,2757,213,32,0.004761196804397638,-0.0003940982697595173,-0.03458260229909123,-0.03418850402933171,-0.008504475481452186,-0.0003829716264671484,143,30,-0.04578479650559411,0.0,6,,0.017410228509249184,0.004761196804397638,0.0
ATRDR_BULL,2019,DISCOVERY_FORWARD,B1,2757,213,32,0.004777580270949751,-0.00020266986777952965,-0.034391173897111244,-0.03418850402933171,-0.00805115997067664,-0.0014180392641196323,149,30,-0.046701262464092876,0.0,11,,0.2462821907870874,0.004761196804397638,-1.6383466552113805e-05
ATRDR_BULL,2019,DISCOVERY_FORWARD,B2_PRICE,2757,213,32,0.005011667272689201,0.0018423910377567034,-0.032346112991575006,-0.03418850402933171,-0.01145230941816288,-0.0015825864523190303,155,31,-0.054581437782016184,0.0,6,,0.017410228509249184,0.004761196804397638,-0.00025047046829156355
ATRDR_BULL,2019,DISCOVERY_FORWARD,B2_EXTENDED,2757,213,32,0.0050116672726892,0.0018423910377566909,-0.03234611299157502,-0.03418850402933171,-0.011452309418162887,-0.0015825864523190303,155,31,-0.054581437782016184,0.0,11,,0.2462821907870874,0.004761196804397638,-0.0002504704682915627
ATRDR_BULL,2019,DISCOVERY_FORWARD,B1_NO_STRUCTURE,2757,213,32,0.004754036641474997,-0.0005014937294916197,-0.03468999775882334,-0.03418850402933171,-0.008759136068899815,-0.0005162339145746126,147,31,-0.04197502050741442,0.0,9,,0.2462821907870874,0.004761196804397638,7.160162922640635e-06
ATRDR_BULL,2019,DISCOVERY_FORWARD,B1_NO_VOLUME,2757,213,32,0.0047735735694905395,-0.00022940429081340865,-0.03441790832014512,-0.03418850402933171,-0.008177935949610545,-0.0013882556028684372,149,30,-0.046701262464092876,0.0,10,,0.2462821907870874,0.004761196804397638,-1.2376765092901934e-05
ATRDR_BULL,2019,DISCOVERY_FORWARD,B1_PRICE_AUGMENT_ONLY,2757,213,32,0.004756107542295403,-0.0004909565307941578,-0.03467946056012587,-0.03418850402933171,-0.008699726667389858,-0.0005053347971281797,146,31,-0.04197502050741442,0.0,8,,0.2462821907870874,0.004761196804397638,5.089262102234669e-06
ATRDR_BULL,2020,DISCOVERY_FORWARD,B0,2345,179,30,0.006388761315812383,-0.003950774130894947,-0.036465917397586055,-0.03251514326669111,-0.005979499656030729,-0.004690666121577643,121,26,-0.06446890838890845,0.000931098696461825,6,,0.019616204690831557,0.006388761315812383,0.0
ATRDR_BULL,2020,DISCOVERY_FORWARD,B1,2345,179,30,0.006359526121922049,-0.00342779296073073,-0.03594293622742184,-0.03251514326669111,-0.005409654197124783,-0.003813569387119244,121,26,-0.06216584032771744,0.000931098696461825,11,,0.2417910447761194,0.006388761315812383,2.9235193890334195e-05
ATRDR_BULL,2020,DISCOVERY_FORWARD,B2_PRICE,2345,179,30,0.006375001590017548,-0.002111742261809324,-0.03462688552850044,-0.03251514326669111,-0.0042385151295434385,-0.006610379458848354,122,26,-0.05929476006269076,0.000931098696461825,6,,0.019616204690831557,0.006388761315812383,1.3759725794835163e-05
ATRDR_BULL,2020,DISCOVERY_FORWARD,B2_EXTENDED,2345,179,30,0.006375001590017549,-0.002111742261809278,-0.03462688552850039,-0.03251514326669111,-0.004238515129543431,-0.006610379458848354,122,26,-0.05929476006269076,0.000931098696461825,11,,0.2417910447761194,0.006388761315812383,1.3759725794834296e-05
