route,segment,episode_id,symbol,signal_date,entry_date,native_time,mature,native_net_return,qty_coordinate,entry_outlay,mae_observed,mfe_observed,never_profited_5pct,profit_giveback,breached_then_recovered,sustained_breach,underwater_days,untradable_days,path_days,label_status,mae_scope
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,ATRDR_SLOW_BEAR|CONTINUOUS_2014_2023|V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20140102|002194.SZ,002194.SZ,2014-01-02,2014-01-03,2014-02-10 09:30:00,True,0.05140456884188538,0.010885462106965971,0.016666666666666666,-0.11918274687854735,0.06923950056753703,False,False,True,True,16,0,22,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,ATRDR_SLOW_BEAR|CONTINUOUS_2014_2023|V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20140103|600088.SH,600088.SH,2014-01-03,2014-01-06,2014-01-23 16:00:00,True,0.09560878243512994,0.009487610985113906,0.016663669759736422,-0.10261194029850706,0.10000000000000009,False,False,True,True,10,0,14,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,ATRDR_SLOW_BEAR|CONTINUOUS_2014_2023|V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20140103|002444.SZ,002444.SZ,2014-01-03,2014-01-06,2014-01-27 16:00:00,True,0.09560878243512971,0.010459667309720514,0.016663669759736422,-0.06190476190476202,0.10000000000000009,False,False,False,False,6,0,16,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|000890.SZ,000890.SZ,2014-02-10,2014-02-11,2014-03-05 09:30:00,True,0.0009632476340846186,0.015891748281502926,0.01680143763890968,-0.05223880597014918,0.03731343283582089,True,False,True,True,6,0,17,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|600720.SH,600720.SH,2014-02-10,2014-02-11,2014-03-05 09:30:00,True,-0.08509552323923586,0.018906367626593125,0.01680143763890968,-0.11571428571428555,0.02285714285714291,True,False,False,True,14,0,17,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|000951.SZ,000951.SZ,2014-02-10,2014-02-11,2014-03-05 09:30:00,True,0.04067201919031893,0.018645181620774515,0.01680143763890968,-0.018834080717488932,0.06726457399103158,False,False,False,False,3,0,17,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|600006.SH,600006.SH,2014-02-10,2014-02-11,2014-02-20 16:00:00,True,0.14540918163672645,0.01680589736411099,0.01680143763890968,-0.013377926421404673,0.1499999999999999,False,False,False,False,1,0,8,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|600375.SH,600375.SH,2014-02-10,2014-02-11,2014-03-04 16:00:00,True,0.14540918163672645,0.013242104575133388,0.01680143763890968,-0.01510859301227574,0.1499999999999999,False,False,False,False,0,0,16,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|000032.SZ,000032.SZ,2014-02-10,2014-02-11,2014-03-05 09:30:00,True,0.06962111611044519,0.01333234846626713,0.01680143763890968,-0.025755879059350506,0.14557670772676445,False,False,False,False,2,0,17,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|601727.SH,601727.SH,2014-02-10,2014-02-11,2014-03-05 09:30:00,True,0.03431598341777997,0.01834808848174758,0.01680143763890968,-0.03296703296703274,0.06593406593406614,False,False,False,False,3,0,17,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
ATRDR_BULL,CONTINUOUS_2014_2023,ATRDR_BULL|CONTINUOUS_2014_2023|V29|BULL|V29B|20140210|600212.SH,600212.SH,2014-02-10,2014-02-11,2014-02-18 16:00:00,True,0.14540918163672667,0.016285757693011885,0.01680143763890968,-0.019169329073482566,0.1499999999999999,False,False,False,False,1,0,6,MATURE,held full-day wealth OHLC plus native exit price; intraday exit-day low/high unavailable
