route,policy,family,value,period,start,end,selection_boundary_excluded,n,mature_n,censored_n,independent_events,signal_dates,triggered,filled,unfilled_attempts,trigger_dates,mean_advantage,median_advantage,total_advantage_amount,winner_denominator,winner_interruption,winner_harm,winner_to_loss,winner_harm_amount,severe_denominator,loss_rescue,loss_rescue_amount,native_tail,policy_tail,released_calendar_days
OGR,native_0,native,0.0,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,0,0,0,0,0.0,0.0,0.0,37,0,0,0,,1,0,,-0.08843582095627933,-0.08843582095627933,0.0
OGR,fixed_0.03,fixed,0.03,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,65,65,0,36,-0.017905343526979155,0.0,-0.029861502835910173,232,42,42,42,-0.03341049098485763,6,6,0.0027508876445611736,-0.10158149933120991,-0.07374504456655392,1109.0
OGR,fixed_0.03,fixed,0.03,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,10,10,0,8,-0.007581723047889851,0.0,-0.0021210611252479214,37,4,4,4,-0.002355918185311308,1,1,0.0006511189614884055,-0.08843582095627933,-0.05609788579499975,218.0
OGR,fixed_0.05,fixed,0.05,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,35,35,0,26,-0.007397276622430431,0.0,-0.012526203623262145,232,17,17,17,-0.014270113566242453,6,6,0.002243077714489311,-0.10158149933120991,-0.08147993101598153,646.0
OGR,fixed_0.05,fixed,0.05,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,6,6,0,6,-0.004923153995117455,0.0,-0.0013781262015743227,37,2,2,2,-0.0015167877656683717,1,1,0.0006511189614884055,-0.08843582095627933,-0.07630366244917523,116.0
OGR,fixed_0.075,fixed,0.075,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,24,22,0,21,-0.005528950963816651,0.0,-0.009494061291132696,232,8,8,8,-0.008728664299532346,6,4,0.0010040720128576474,-0.10158149933120991,-0.11439616147881855,356.0
OGR,fixed_0.075,fixed,0.075,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,4,4,0,4,-0.006140206417057148,0.0,-0.0017160541831571408,37,2,2,2,-0.0015980063059231895,1,1,0.0004235646091025297,-0.08843582095627933,-0.0880708035174822,93.0
OGR,fixed_0.1,fixed,0.1,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,16,15,0,15,-0.0030537308899143863,0.0,-0.005076976204982081,232,4,4,4,-0.0038936974432106724,6,3,0.00016149049614811497,-0.10158149933120991,-0.12100459921236971,242.0
OGR,fixed_0.1,fixed,0.1,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,3,3,0,3,-0.005171105317727442,0.0,-0.0014310721752372418,37,1,1,1,-0.001144158705797206,1,1,0.0003294041874256151,-0.08843582095627933,-0.12644654228419946,53.0
OGR,fixed_0.125,fixed,0.125,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,7,7,0,7,-0.002113083702052942,0.0,-0.0034986790591015155,232,2,2,2,-0.002434077187600948,6,0,,-0.10158149933120991,-0.12345344973518711,88.0
OGR,fixed_0.125,fixed,0.125,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,2,2,0,2,-0.0038242014797138777,0.0,-0.0010501555725638762,37,1,1,1,-0.001144158705797206,1,1,9.40031332333299e-05,-0.08843582095627933,-0.1273678451710282,42.0
OGR,fixed_0.15,fixed,0.15,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,5,5,0,5,-0.000899432140063243,0.0,-0.001542581069337529,232,0,0,0,,6,0,,-0.10158149933120991,-0.11922420669398894,54.0
OGR,fixed_0.15,fixed,0.15,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,2,2,0,1,-0.005013095692806227,0.0,-0.0013771014811642722,37,1,1,1,-0.001144158705797206,1,0,,-0.08843582095627933,-0.14480496029638265,38.0
OGR,fixed_0.2,fixed,0.2,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,0,0,0,0,0.0,0.0,0.0,232,0,0,0,,6,0,,-0.10158149933120991,-0.10158149933120991,0.0
OGR,fixed_0.2,fixed,0.2,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,2,2,0,1,-0.006372429755615621,0.0,-0.0017506412654533525,37,1,1,1,-0.0013555333194204893,1,0,,-0.08843582095627933,-0.16474185988425372,36.0
OGR,atr_1,atr,1.0,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,34,32,0,26,-0.006401851454934151,0.0,-0.010842366780122861,232,14,14,14,-0.012735157781916742,6,5,0.0020037095709684568,-0.10158149933120991,-0.0886928790837919,591.0
OGR,atr_1,atr,1.0,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,8,8,0,8,-0.0073925445056289086,0.0,-0.002063843546871942,37,3,3,3,-0.0018582111059682973,1,1,0.0005360340016610662,-0.08843582095627933,-0.08207243591436027,137.0
OGR,atr_1.5,atr,1.5,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,18,18,0,17,-0.002995076748087292,0.0,-0.004966492995678979,232,5,5,5,-0.005324166334587428,6,4,0.001100329101773574,-0.10158149933120991,-0.11262261422092205,305.0
OGR,atr_1.5,atr,1.5,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,5,5,0,5,-0.008789514262967542,0.0,-0.0024463549374905504,37,2,2,2,-0.0021492381414505773,1,1,0.0004235646091025297,-0.08843582095627933,-0.12259953721953205,78.0
OGR,atr_2,atr,2.0,DISCOVERY,2018-01-01,2021-12-31,0,255,255,0,255,55,14,13,0,13,-0.002274444780474653,0.0,-0.0037464528411395967,232,3,3,3,-0.003098437651526639,6,3,0.0005850216873781931,-0.10158149933120991,-0.11870869981487601,202.0
OGR,atr_2,atr,2.0,EVALUATION,2022-01-01,2023-12-31,0,44,44,0,44,25,3,3,0,3,-0.004384845884632624,0.0,-0.0012058647470882678,37,1,1,1,-0.001144158705797206,1,1,9.40031332333299e-05,-0.08843582095627933,-0.12939750514042372,51.0
