episode_id,symbol,entry_date,outlay,proceeds,buys,sells,native_time,realized_pnl,native_return
SMV6|159915.SZ|2019-09-04,159915.SZ,2019-09-04,342469.68224039994,344713.49670936,1,3,2019-09-27 15:00:00,2243.814468960045,0.0065518630854599635
SMV6|510300.SH|2019-09-06,510300.SH,2019-09-06,259107.702065499,253590.33673325324,1,2,2019-09-27 15:00:00,-5517.3653322457685,-0.021293714112948448
SMV6|510180.SH|2019-09-16,510180.SH,2019-09-16,35974.224418324295,34352.119001839994,1,2,2019-09-30 15:00:00,-1622.1054164843008,-0.045090768257342706
SMV6|159928.SZ|2019-08-29,159928.SZ,2019-08-29,148360.786264008,144327.10156544799,4,7,2019-10-09 15:00:00,-4033.684698560013,-0.027188348081292002
SMV6|510300.SH|2019-11-05,510300.SH,2019-11-05,507128.5554970146,494491.89239788795,1,1,2019-11-12 15:00:00,-12636.663099126657,-0.024918066557585217
SMV6|159901.SZ|2019-11-05,159901.SZ,2019-11-05,199824.1241348914,197340.17010093655,2,2,2019-11-18 09:30:00,-2483.954033954855,-0.012430701471650485
SMV6|159949.SZ|2019-12-09,159949.SZ,2019-12-09,499716.69727478403,536596.0528412961,1,4,2020-01-23 15:00:00,36879.35556651204,0.07380052691381822
SMV6|159915.SZ|2019-12-16,159915.SZ,2019-12-16,505018.59472224,527508.348185808,1,3,2020-01-23 15:00:00,22489.75346356805,0.04453252553193088
SMV6|159901.SZ|2019-12-17,159901.SZ,2019-12-17,202840.48597433604,209994.628832768,2,1,2020-01-23 15:00:00,7154.142858431966,0.03526979746704573
SMV6|510500.SH|2019-12-18,510500.SH,2019-12-18,206157.62376403707,211522.32643394644,1,1,2020-01-23 15:00:00,5364.702669909369,0.026022334619308918
SMV6|512980.SH|2019-12-17,512980.SH,2019-12-17,255629.41485983998,258573.60901318403,1,3,2020-02-03 09:30:00,2944.194153344055,0.011517431023962299
SMV6|159928.SZ|2020-06-09,159928.SZ,2020-06-09,139008.166494084,167432.426816,5,1,2020-07-24 15:00:00,28424.260321915994,0.20447906794832593
SMV6|159901.SZ|2020-06-19,159901.SZ,2020-06-19,107844.93352281538,123986.359407672,1,1,2020-07-24 15:00:00,16141.425884856624,0.14967254703200106
SMV6|512980.SH|2020-06-10,512980.SH,2020-06-10,356362.46336102404,373321.264891184,2,8,2020-07-29 09:30:00,16958.80153015995,0.04758863032378158
SMV6|159938.SZ|2020-06-15,159938.SZ,2020-06-15,141960.891741048,162066.84690664802,3,7,2020-07-29 15:00:00,20105.955165600026,0.14163023998380808
SMV6|515800.SH|2020-06-18,515800.SH,2020-06-18,22244.448,26475.07850333938,1,5,2020-07-29 15:00:00,4230.63050333938,0.19018815406610146
SMV6|159980.SZ|2020-09-02,159980.SZ,2020-09-02,39642.108836399995,38833.633719599995,1,1,2020-09-09 15:00:00,-808.4751168000003,-0.020394351878113115
SMV6|159915.SZ|2020-11-10,159915.SZ,2020-11-10,293133.487454496,274816.35261462396,1,2,2020-11-18 15:00:00,-18317.134839872015,-0.062487350042923495
SMV6|510300.SH|2020-11-06,510300.SH,2020-11-06,695882.0452562592,702825.6334435658,3,4,2020-12-11 15:00:00,6943.588187306654,0.009978110851746047
SMV6|515210.SH|2020-11-06,515210.SH,2020-11-06,285158.3487484628,275634.7292418014,6,2,2020-12-14 09:30:00,-9523.619506661373,-0.03339765273736428
SMV6|512070.SH|2020-12-02,512070.SH,2020-12-02,40614.380291808004,37843.924261088,2,2,2020-12-14 09:30:00,-2770.456030720001,-0.06821367236960663
SMV6|159997.SZ|2020-11-10,159997.SZ,2020-11-10,264371.749857216,249231.55891695997,3,10,2020-12-16 15:00:00,-15140.190940256056,-0.05726856575421957
SMV6|159980.SZ|2020-11-17,159980.SZ,2020-11-17,111020.627445552,111844.761213072,4,10,2020-12-18 09:30:00,824.1337675199902,0.0074232490527417205
SMV6|159949.SZ|2020-12-22,159949.SZ,2020-12-22,280277.141899536,308339.80098374403,1,2,2021-01-29 15:00:00,28062.65908420802,0.10012467978664819
SMV6|512710.SH|2020-12-22,512710.SH,2020-12-22,279675.44070335996,311374.413819768,1,2,2021-01-29 15:00:00,31698.973116408044,0.11334199755505092
SMV6|159901.SZ|2020-12-22,159901.SZ,2020-12-22,280185.00880603585,303657.80244629685,1,2,2021-01-29 15:00:00,23472.793640260992,0.08377605118948583
SMV6|159928.SZ|2020-12-22,159928.SZ,2020-12-22,237058.60964147997,244348.046534816,2,2,2021-02-01 09:30:00,7289.436893336038,0.03074951339822829
SMV6|159905.SZ|2021-01-04,159905.SZ,2021-01-04,239938.07669173443,248948.71568218613,1,2,2021-02-01 09:30:00,9010.638990451698,0.03755401858133722
SMV6|159980.SZ|2021-04-30,159980.SZ,2021-04-30,287972.73102959996,305230.313085728,1,3,2021-05-10 15:00:00,17257.582056128012,0.05992783411966229
SMV6|512100.SH|2021-05-25,512100.SH,2021-05-25,312921.7469884297,315640.0392123684,4,1,2021-06-11 15:00:00,2718.292223938741,0.008686811479546197
SMV6|510500.SH|2021-05-26,510500.SH,2021-05-26,619083.3152478739,628990.6579038308,1,3,2021-06-11 15:00:00,9907.342655956862,0.01600324610911219
SMV6|588000.SH|2021-05-28,588000.SH,2021-05-28,414840.49230815994,431583.353822448,1,2,2021-06-11 15:00:00,16742.86151428806,0.040359757122867324
SMV6|515000.SH|2021-07-22,515000.SH,2021-07-22,40817.23297423199,40135.680578136,1,1,2021-07-23 15:00:00,-681.5523960959908,-0.016697662884847086
SMV6|515880.SH|2021-11-15,515880.SH,2021-11-15,33360.415749,33259.529176850665,2,2,2021-11-29 09:30:00,-100.88657214933482,-0.0030241401338758633
SMV6|159915.SZ|2021-11-23,159915.SZ,2021-11-23,633698.366490432,627744.128139584,1,2,2021-11-29 09:30:00,-5954.238350847969,-0.00939601341222307
SMV6|512100.SH|2021-11-30,512100.SH,2021-11-30,630341.61616403,615980.2683226044,1,3,2021-12-24 15:00:00,-14361.347841425682,-0.022783435954653042
SMV6|159928.SZ|2021-12-14,159928.SZ,2021-12-14,417464.514127584,415466.983741248,1,2,2021-12-24 15:00:00,-1997.5303863359732,-0.004784910618116589
SMV6|510050.SH|2021-12-14,510050.SH,2021-12-14,416672.6843648776,408024.3995042197,1,2,2021-12-24 15:00:00,-8648.284860657877,-0.02075558390356258
SMV6|512070.SH|2021-12-17,512070.SH,2021-12-17,46677.838660992,45415.346473728,1,1,2021-12-24 15:00:00,-1262.492187263997,-0.027046928981290685
SMV6|159601.SZ|2022-06-09,159601.SZ,2022-06-09,309528.568775088,316590.14370511996,2,2,2022-07-15 15:00:00,7061.5749300319585,0.022813968216171654
SMV6|510150.SH|2022-06-09,510150.SH,2022-06-09,203922.75159503997,211872.9489336,3,1,2022-07-15 15:00:00,7950.197338560043,0.03898631847783185
SMV6|159928.SZ|2022-06-15,159928.SZ,2022-06-15,247222.51501607994,257954.129013968,1,1,2022-07-15 15:00:00,10731.613997888053,0.04340872431133569
SMV6|515170.SH|2022-06-08,515170.SH,2022-06-08,308783.92475606396,320102.927967728,3,3,2022-07-18 09:30:00,11319.003211664036,0.036656711390030905
SMV6|515650.SH|2022-06-09,515650.SH,2022-06-09,89617.24202443198,94193.42738603201,3,3,2022-07-18 15:00:00,4576.18536160003,0.05106367098813913
SMV6|512100.SH|2022-08-18,512100.SH,2022-08-18,637995.2768269005,631057.52843579,1,1,2022-08-19 15:00:00,-6937.748391110566,-0.010874294282578023
SMV6|512980.SH|2023-01-04,512980.SH,2023-01-04,425542.38521875197,449675.54642009595,3,2,2023-02-10 15:00:00,24133.161201343988,0.05671153342090296
SMV6|512010.SH|2023-01-06,512010.SH,2023-01-06,635573.2397901119,641964.695617152,1,3,2023-02-10 15:00:00,6391.455827040132,0.010056206628760611
SMV6|159601.SZ|2023-01-09,159601.SZ,2023-01-09,253631.41854047994,256141.64302368,2,1,2023-02-10 15:00:00,2510.224483200058,0.0098971353692896
SMV6|159901.SZ|2023-01-10,159901.SZ,2023-01-10,94057.25864232157,97569.85016557584,1,2,2023-02-13 09:30:00,3512.5915232542757,0.037345246650360764
SMV6|510180.SH|2023-01-10,510180.SH,2023-01-10,11451.17034787773,11656.61243921033,1,5,2023-02-15 09:30:00,205.44209133259938,0.01794070694011407
SMV6|159611.SZ|2023-03-07,159611.SZ,2023-03-07,165052.714182048,159712.25347953598,1,2,2023-03-13 09:30:00,-5340.460702512006,-0.032356091379519225
SMV6|512760.SH|2023-03-23,512760.SH,2023-03-23,441962.1912432959,475760.23979782395,1,2,2023-04-21 15:00:00,33798.04855452804,0.07647271468957517
SMV6|512480.SH|2023-03-24,512480.SH,2023-03-24,265084.36187111994,275904.36368887994,1,1,2023-04-21 15:00:00,10820.00181776,0.04081720151798507
SMV6|159995.SZ|2023-03-24,159995.SZ,2023-03-24,265040.76831415197,276776.39092854405,1,1,2023-04-21 15:00:00,11735.62261439208,0.04427855642374934
SMV6|159997.SZ|2023-03-23,159997.SZ,2023-03-23,186668.91223718398,189547.59305796798,2,3,2023-04-24 15:00:00,2878.6808207840077,0.015421318881026824
SMV6|515000.SH|2023-03-24,515000.SH,2023-03-24,116595.2473866,117271.28013218401,1,3,2023-04-24 15:00:00,676.0327455840161,0.005798115795770498
SMV6|515450.SH|2023-08-01,515450.SH,2023-08-01,7652.134083583256,7343.062764065919,1,2,2023-08-14 09:30:00,-309.07131951733754,-0.04039021221287975
SMV6|159980.SZ|2023-08-01,159980.SZ,2023-08-01,433539.57569702395,417105.54380368,1,3,2023-08-14 15:00:00,-16434.031893343956,-0.03790664754635631
SMV6|159980.SZ|2023-09-07,159980.SZ,2023-09-07,69930.87217775999,68997.544450656,1,2,2023-09-11 09:30:00,-933.3277271039842,-0.013346433385408418
SMV6|159997.SZ|2023-11-16,159997.SZ,2023-11-16,252552.64066804794,249330.75963284797,1,6,2023-11-22 09:30:00,-3221.881035199971,-0.012757265284090935
