decision_at,cash_before_event,NAV_before_event,long_market_value_before_event,gross_before_event,gross_limit_notional,gross_headroom_before_event,fees_reserve,actual_cash_fundable,actual_gross_fundable,legal_fundable_notional,sequence,kind,ids,strategies,requested,fills_before,cash_after,funded,fills_after,account,shortfall,constrained,semantics
2018-01-04 09:30:00,4651034.00577,4909593.33843,258559.332655,0.0526641036909,4909593.33843,4651034.00577,0,4651034.00577,4651034.00577,4651034.00577,1,FUND,"[""V29|BULL|V29B|20180103|300470.SZ"", ""V29|BULL|V29B|20180103|300251.SZ"", ""V29|BULL|V29B|20180103|600066.SH"", ""V29|BULL|V29B|20180103|603566.SH"", ""V29|BULL|V29B|20180103|603885.SH"", ""V72|V65|EARLY_TRANSITION|V53-20180103-300470.SZ"", ""V72|V65|EARLY_TRANSITION|V53-20180103-603566.SH""]",ATRDR|MCB,179789.065817,1,4471244.93996,179789.065817,8,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-01-05 09:30:00,4503810.69005,4909890.83172,406080.141669,0.0827065520573,4909890.83172,4503810.69005,0,4503810.69005,4503810.69005,4503810.69005,3,FUND,"[""V29|BULL|V29B|20180104|600639.SH"", ""V29|BULL|V29B|20180104|601117.SH"", ""V29|BULL|V29B|20180104|600597.SH"", ""V29|BULL|V29B|20180104|002262.SZ"", ""V29|BULL|V29B|20180104|002088.SZ"", ""V29|BULL|V29B|20180104|002304.SZ""]",ATRDR,177588.293572,9,4326222.39648,177588.293572,15,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-01-08 09:30:00,4326222.39648,4910697.20995,584474.813474,0.119020739517,4910697.20995,4326222.39648,0,4326222.39648,4326222.39648,4326222.39648,4,FUND,"[""V29|BULL|V29B|20180105|600655.SH"", ""V29|BULL|V29B|20180105|000869.SZ"", ""V29|BULL|V29B|20180105|002385.SZ""]",ATRDR,88781.0556568,15,4237441.34082,88781.0556568,18,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-01-10 09:30:00,4237441.34082,4909208.35243,671767.011609,0.136838154623,4909208.35243,4237441.34082,0,4237441.34082,4237441.34082,4237441.34082,5,FUND,"[""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180109|002863.SZ""]",ATRDR,29602.8258246,18,4207838.515,29602.8258246,19,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-01-15 09:30:00,4266533.52039,4908267.04508,641733.524691,0.130745438012,4908267.04508,4266533.52039,0,4266533.52039,4266533.52039,4266533.52039,8,FUND,"[""SMV6|2018-01-15|510050.SH|0""]",SMV6,500277.895991,21,3766255.6244,500277.895991,22,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-13 09:30:00,4902998.99752,4930083.5268,27084.5292794,0.00549372624868,4930083.5268,4902998.99752,0,4902998.99752,4902998.99752,4902998.99752,32,FUND,"[""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180212|300264.SZ""]",ATRDR,23747.8964607,45,4879251.10106,23747.8964607,46,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-22 09:30:00,4879251.10106,4929759.62003,50508.5189687,0.0102456352564,4929759.62003,4879251.10106,0,4879251.10106,4879251.10106,4879251.10106,33,FUND,"[""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180214|002829.SZ""]",ATRDR,29455.9920686,46,4849795.10899,29455.9920686,47,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4849795.10899,4929544.14666,79749.0376664,0.0161777712693,4929544.14666,4849795.10899,0,4849795.10899,4849795.10899,4849795.10899,34,FUND,"[""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300691.SZ"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300699.SZ"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300011.SZ"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600105.SH"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600730.SH"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|000590.SZ"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|002421.SZ"", ""002631.SZ|2018-01-31""]",ATRDR|IFCGR,195249.953726,47,4654545.15527,195249.953726,55,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4654545.15527,4929154.42619,274609.270926,0.0557112330396,4929154.42619,4654545.15527,0,4654545.15527,4654545.15527,4654545.15527,35,FUND,"[""300268.SZ|2018-01-31""]",IFCGR,6250,55,4648295.15527,6250,56,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4648295.15527,4929141.95114,280846.795876,0.0569768123254,4929141.95114,4648295.15527,0,4648295.15527,4648295.15527,4648295.15527,36,FUND,"[""002200.SZ|2018-01-31""]",IFCGR,6249.74511524,56,4642045.41015,6249.74511524,57,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4642045.41015,4929129.4766,287084.06645,0.0582423464047,4929129.4766,4642045.41015,0,4642045.41015,4642045.41015,4642045.41015,37,FUND,"[""300076.SZ|2018-01-30""]",IFCGR,6250.23390719,57,4635795.17625,6250.23390719,58,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4635795.17625,4929117.00109,293321.82484,0.0595079858676,4929117.00109,4635795.17625,0,4635795.17625,4635795.17625,4635795.17625,38,FUND,"[""600698.SH|2018-01-31""]",IFCGR,6249.58918137,58,4629545.58706,6249.58918137,59,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4629545.58706,4929104.52686,299558.939792,0.0607735011825,4929104.52686,4629545.58706,0,4629545.58706,4629545.58706,4629545.58706,39,FUND,"[""002446.SZ|2018-01-31""]",IFCGR,6249.14715003,59,4623296.43991,6249.14715003,60,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4623296.43991,4929092.05351,305795.613594,0.0620389333927,4929092.05351,4623296.43991,0,4623296.43991,4623296.43991,4623296.43991,40,FUND,"[""002702.SZ|2018-01-31""]",IFCGR,6249.52301042,60,4617046.9169,6249.52301042,61,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4617046.9169,4929079.57941,312032.662507,0.0633044481185,4929079.57941,4617046.9169,0,4617046.9169,4617046.9169,4617046.9169,41,FUND,"[""300220.SZ|2018-02-01""]",IFCGR,6250.07796689,61,4610796.83894,6250.07796689,62,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4610796.83894,4929067.10421,318270.265268,0.0645700816279,4929067.10421,4610796.83894,0,4610796.83894,4610796.83894,4610796.83894,42,FUND,"[""002401.SZ|2018-02-01""]",IFCGR,6249.17877001,62,4604547.66017,6249.17877001,63,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4604547.66017,4929054.63079,324506.970627,0.0658355394562,4929054.63079,4604547.66017,0,4604547.66017,4604547.66017,4604547.66017,43,FUND,"[""000917.SZ|2018-01-31""]",IFCGR,6249.5055729,63,4598298.15459,6249.5055729,64,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4598298.15459,4929042.15673,330744.002137,0.0671010698672,4929042.15673,4598298.15459,0,4598298.15459,4598298.15459,4598298.15459,44,FUND,"[""300025.SZ|2018-01-31""]",IFCGR,6250.17662285,64,4592047.97797,6250.17662285,65,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4592047.97797,4929029.68133,336981.703358,0.0683667425729,4929029.68133,4592047.97797,0,4592047.97797,4592047.97797,4592047.97797,45,FUND,"[""600601.SH|2018-01-31""]",IFCGR,6249.56742223,65,4585798.41055,6249.56742223,66,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4585798.41055,4929017.20714,343218.796593,0.0696322983203,4929017.20714,4585798.41055,0,4585798.41055,4585798.41055,4585798.41055,46,FUND,"[""002759.SZ|2018-01-31""]",IFCGR,6249.41149801,66,4579548.99905,6249.41149801,67,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4579548.99905,4929004.73327,349455.734216,0.0708978288979,4929004.73327,4579548.99905,0,4579548.99905,4579548.99905,4579548.99905,47,FUND,"[""600571.SH|2018-02-01""]",IFCGR,6249.6247693,67,4573299.37428,6249.6247693,68,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-23 09:30:00,4573299.37428,4928992.25897,355692.884685,0.0721634090696,4928992.25897,4573299.37428,0,4573299.37428,4573299.37428,4573299.37428,48,FUND,"[""002261.SZ|2018-02-01""]",IFCGR,6249.65014958,68,4567049.72413,6249.65014958,69,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4567049.72413,4932024.09312,364974.368988,0.0740009298611,4932024.09312,4567049.72413,0,4567049.72413,4567049.72413,4567049.72413,49,FUND,"[""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|000868.SZ"", ""V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|002631.SZ"", ""002338.SZ|2018-02-02""]",ATRDR|IFCGR,65050.2621294,69,4501999.462,65050.2621294,72,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4501999.462,4931902.16792,429902.705916,0.0871677278418,4931902.16792,4501999.462,0,4501999.462,4501999.462,4501999.462,50,FUND,"[""300106.SZ|2018-01-31""]",IFCGR,6251.76534134,72,4495747.69666,6251.76534134,73,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4495747.69666,4931889.68935,436141.992684,0.0884330388869,4931889.68935,4495747.69666,0,4495747.69666,4495747.69666,4495747.69666,51,FUND,"[""603958.SH|2018-02-02""]",IFCGR,6257.96428078,73,4489489.73238,6257.96428078,74,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4489489.73238,4931877.1984,442387.466018,0.0896996109638,4931877.1984,4489489.73238,0,4489489.73238,4489489.73238,4489489.73238,52,FUND,"[""002106.SZ|2018-02-02""]",IFCGR,6257.44162834,74,4483232.29075,6257.44162834,75,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4483232.29075,4931864.7085,448632.417743,0.0909660836741,4931864.7085,4483232.29075,0,4483232.29075,4483232.29075,4483232.29075,53,FUND,"[""002724.SZ|2018-02-02""]",IFCGR,6257.18346188,75,4476975.10729,6257.18346188,76,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
2018-02-26 09:30:00,4476975.10729,4931852.21911,454877.111816,0.0922325105473,4931852.21911,4476975.10729,0,4476975.10729,4476975.10729,4476975.10729,54,FUND,"[""603336.SH|2018-02-02""]",IFCGR,6256.72400982,76,4470718.38328,6256.72400982,77,IFCGR,0,False,P0_CAUSAL_FUNDING_ROUND; SAME_TIMESTAMP_JOINT_ADMISSION_NOT_YET_VALIDATED
