event_id,strategy_fill,entry,symbol_fill,match,account
V29|BULL|V29B|20221122|300915.SZ,ATRDR,2022-11-23 09:30:00,300915.SZ,True,IFCGR
V29|BULL|V29B|20221125|601000.SH,ATRDR,2022-11-28 09:30:00,601000.SH,True,IFCGR
V29|BULL|V29B|20221125|601997.SH,ATRDR,2022-11-28 09:30:00,601997.SH,True,IFCGR
V29|BULL|V29B|20221125|600928.SH,ATRDR,2022-11-28 09:30:00,600928.SH,True,IFCGR
V29|BULL|V29B|20221125|601187.SH,ATRDR,2022-11-28 09:30:00,601187.SH,True,IFCGR
V29|BULL|V29B|20221128|600755.SH,ATRDR,2022-11-29 09:30:00,600755.SH,True,IFCGR
V29|BULL|V29B|20221128|601598.SH,ATRDR,2022-11-29 09:30:00,601598.SH,True,IFCGR
V29|BULL|V29B|20221129|002936.SZ,ATRDR,2022-11-30 09:30:00,002936.SZ,True,IFCGR
V29|BULL|V29B|20221129|600000.SH,ATRDR,2022-11-30 09:30:00,600000.SH,True,IFCGR
V29|BULL|V29B|20221129|600015.SH,ATRDR,2022-11-30 09:30:00,600015.SH,True,IFCGR
V29|BULL|V29B|20221129|601939.SH,ATRDR,2022-11-30 09:30:00,601939.SH,True,IFCGR
V29|BULL|V29B|20221129|601229.SH,ATRDR,2022-11-30 09:30:00,601229.SH,True,IFCGR
V29|BULL|V29B|20221129|601818.SH,ATRDR,2022-11-30 09:30:00,601818.SH,True,IFCGR
V29|BULL|V29B|20221201|300013.SZ,ATRDR,2022-12-02 09:30:00,300013.SZ,True,IFCGR
SMV6|2023-01-04|512980.SH|90,SMV6,2023-01-04 09:30:00,512980.SH,True,IFCGR
SMV6|2023-01-06|512980.SH|91,SMV6,2023-01-06 09:30:00,512980.SH,True,IFCGR
SMV6|2023-01-06|512010.SH|92,SMV6,2023-01-06 09:30:00,512010.SH,True,IFCGR
SMV6|2023-01-09|512980.SH|93,SMV6,2023-01-09 09:30:00,512980.SH,True,IFCGR
SMV6|2023-01-09|159601.SZ|94,SMV6,2023-01-09 09:30:00,159601.SZ,True,IFCGR
SMV6|2023-01-10|159601.SZ|95,SMV6,2023-01-10 09:30:00,159601.SZ,True,IFCGR
SMV6|2023-01-10|510180.SH|96,SMV6,2023-01-10 09:30:00,510180.SH,True,IFCGR
SMV6|2023-01-10|159901.SZ|97,SMV6,2023-01-10 09:30:00,159901.SZ,True,IFCGR
V29|BULL|V29B|20230118|300711.SZ,ATRDR,2023-01-19 09:30:00,300711.SZ,True,IFCGR
V29|BULL|V29B|20230118|300532.SZ,ATRDR,2023-01-19 09:30:00,300532.SZ,True,IFCGR
V29|BULL|V29B|20230118|300701.SZ,ATRDR,2023-01-19 09:30:00,300701.SZ,True,IFCGR
V29|BULL|V29B|20230118|300889.SZ,ATRDR,2023-01-19 09:30:00,300889.SZ,True,IFCGR
V29|BULL|V29B|20230118|300311.SZ,ATRDR,2023-01-19 09:30:00,300311.SZ,True,IFCGR
V29|BULL|V29B|20230118|300465.SZ,ATRDR,2023-01-19 09:30:00,300465.SZ,True,IFCGR
V29|BULL|V29B|20230118|002189.SZ,ATRDR,2023-01-19 09:30:00,002189.SZ,True,IFCGR
V29|BULL|V29B|20230118|603268.SH,ATRDR,2023-01-19 09:30:00,603268.SH,True,IFCGR
V29|BULL|V29B|20230118|600536.SH,ATRDR,2023-01-19 09:30:00,600536.SH,True,IFCGR
V29|BULL|V29B|20230118|000020.SZ,ATRDR,2023-01-19 09:30:00,000020.SZ,True,IFCGR
V29|BULL|V29B|20230118|002660.SZ,ATRDR,2023-01-19 09:30:00,002660.SZ,True,IFCGR
V29|BULL|V29B|20230118|601360.SH,ATRDR,2023-01-19 09:30:00,601360.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-002189.SZ,MCB,2023-01-19 09:30:00,002189.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300711.SZ,MCB,2023-01-19 09:30:00,300711.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-603268.SH,MCB,2023-01-19 09:30:00,603268.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300532.SZ,MCB,2023-01-19 09:30:00,300532.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-600536.SH,MCB,2023-01-19 09:30:00,600536.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300701.SZ,MCB,2023-01-19 09:30:00,300701.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-000020.SZ,MCB,2023-01-19 09:30:00,000020.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300889.SZ,MCB,2023-01-19 09:30:00,300889.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-002660.SZ,MCB,2023-01-19 09:30:00,002660.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-601360.SH,MCB,2023-01-19 09:30:00,601360.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300311.SZ,MCB,2023-01-19 09:30:00,300311.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230118-300465.SZ,MCB,2023-01-19 09:30:00,300465.SZ,True,IFCGR
V29|BULL|V29B|20230119|300474.SZ,ATRDR,2023-01-20 09:30:00,300474.SZ,True,IFCGR
V29|BULL|V29B|20230119|300123.SZ,ATRDR,2023-01-20 09:30:00,300123.SZ,True,IFCGR
V29|BULL|V29B|20230119|301306.SZ,ATRDR,2023-01-20 09:30:00,301306.SZ,True,IFCGR
V29|BULL|V29B|20230119|300696.SZ,ATRDR,2023-01-20 09:30:00,300696.SZ,True,IFCGR
V29|BULL|V29B|20230119|301330.SZ,ATRDR,2023-01-20 09:30:00,301330.SZ,True,IFCGR
V29|BULL|V29B|20230119|300613.SZ,ATRDR,2023-01-20 09:30:00,300613.SZ,True,IFCGR
V29|BULL|V29B|20230119|300223.SZ,ATRDR,2023-01-20 09:30:00,300223.SZ,True,IFCGR
V29|BULL|V29B|20230119|300095.SZ,ATRDR,2023-01-20 09:30:00,300095.SZ,True,IFCGR
V29|BULL|V29B|20230119|300126.SZ,ATRDR,2023-01-20 09:30:00,300126.SZ,True,IFCGR
V29|BULL|V29B|20230119|300349.SZ,ATRDR,2023-01-20 09:30:00,300349.SZ,True,IFCGR
V29|BULL|V29B|20230119|601696.SH,ATRDR,2023-01-20 09:30:00,601696.SH,True,IFCGR
V29|BULL|V29B|20230119|002926.SZ,ATRDR,2023-01-20 09:30:00,002926.SZ,True,IFCGR
V29|BULL|V29B|20230119|000712.SZ,ATRDR,2023-01-20 09:30:00,000712.SZ,True,IFCGR
V29|BULL|V29B|20230119|600918.SH,ATRDR,2023-01-20 09:30:00,600918.SH,True,IFCGR
V29|BULL|V29B|20230119|600621.SH,ATRDR,2023-01-20 09:30:00,600621.SH,True,IFCGR
V29|BULL|V29B|20230119|000750.SZ,ATRDR,2023-01-20 09:30:00,000750.SZ,True,IFCGR
V29|BULL|V29B|20230119|000728.SZ,ATRDR,2023-01-20 09:30:00,000728.SZ,True,IFCGR
V29|BULL|V29B|20230119|000551.SZ,ATRDR,2023-01-20 09:30:00,000551.SZ,True,IFCGR
V29|BULL|V29B|20230119|600120.SH,ATRDR,2023-01-20 09:30:00,600120.SH,True,IFCGR
V29|BULL|V29B|20230119|600927.SH,ATRDR,2023-01-20 09:30:00,600927.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-601696.SH,MCB,2023-01-20 09:30:00,601696.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-002926.SZ,MCB,2023-01-20 09:30:00,002926.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-000712.SZ,MCB,2023-01-20 09:30:00,000712.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-600918.SH,MCB,2023-01-20 09:30:00,600918.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-600621.SH,MCB,2023-01-20 09:30:00,600621.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-000750.SZ,MCB,2023-01-20 09:30:00,000750.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-000728.SZ,MCB,2023-01-20 09:30:00,000728.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300474.SZ,MCB,2023-01-20 09:30:00,300474.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300123.SZ,MCB,2023-01-20 09:30:00,300123.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-301306.SZ,MCB,2023-01-20 09:30:00,301306.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-000551.SZ,MCB,2023-01-20 09:30:00,000551.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-600120.SH,MCB,2023-01-20 09:30:00,600120.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300696.SZ,MCB,2023-01-20 09:30:00,300696.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-603019.SH,MCB,2023-01-20 09:30:00,603019.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-301330.SZ,MCB,2023-01-20 09:30:00,301330.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300613.SZ,MCB,2023-01-20 09:30:00,300613.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300223.SZ,MCB,2023-01-20 09:30:00,300223.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300095.SZ,MCB,2023-01-20 09:30:00,300095.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300126.SZ,MCB,2023-01-20 09:30:00,300126.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230119-300349.SZ,MCB,2023-01-20 09:30:00,300349.SZ,True,IFCGR
V29|BULL|V29B|20230120|301288.SZ,ATRDR,2023-01-30 09:30:00,301288.SZ,True,IFCGR
V29|BULL|V29B|20230120|300692.SZ,ATRDR,2023-01-30 09:30:00,300692.SZ,True,IFCGR
V29|BULL|V29B|20230120|301349.SZ,ATRDR,2023-01-30 09:30:00,301349.SZ,True,IFCGR
V29|BULL|V29B|20230120|301233.SZ,ATRDR,2023-01-30 09:30:00,301233.SZ,True,IFCGR
V29|BULL|V29B|20230120|300153.SZ,ATRDR,2023-01-30 09:30:00,300153.SZ,True,IFCGR
V29|BULL|V29B|20230120|300124.SZ,ATRDR,2023-01-30 09:30:00,300124.SZ,True,IFCGR
V29|BULL|V29B|20230120|600751.SH,ATRDR,2023-01-30 09:30:00,600751.SH,True,IFCGR
V29|BULL|V29B|20230120|000905.SZ,ATRDR,2023-01-30 09:30:00,000905.SZ,True,IFCGR
V29|BULL|V29B|20230120|600997.SH,ATRDR,2023-01-30 09:30:00,600997.SH,True,IFCGR
V29|BULL|V29B|20230120|601390.SH,ATRDR,2023-01-30 09:30:00,601390.SH,True,IFCGR
V29|BULL|V29B|20230120|601956.SH,ATRDR,2023-01-30 09:30:00,601956.SH,True,IFCGR
V29|BULL|V29B|20230120|600262.SH,ATRDR,2023-01-30 09:30:00,600262.SH,True,IFCGR
V29|BULL|V29B|20230120|002523.SZ,ATRDR,2023-01-30 09:30:00,002523.SZ,True,IFCGR
V29|BULL|V29B|20230120|002438.SZ,ATRDR,2023-01-30 09:30:00,002438.SZ,True,IFCGR
V29|BULL|V29B|20230120|603757.SH,ATRDR,2023-01-30 09:30:00,603757.SH,True,IFCGR
V29|BULL|V29B|20230120|600391.SH,ATRDR,2023-01-30 09:30:00,600391.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-301288.SZ,MCB,2023-01-30 09:30:00,301288.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-600751.SH,MCB,2023-01-30 09:30:00,600751.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-000905.SZ,MCB,2023-01-30 09:30:00,000905.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-300692.SZ,MCB,2023-01-30 09:30:00,300692.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-600997.SH,MCB,2023-01-30 09:30:00,600997.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-601390.SH,MCB,2023-01-30 09:30:00,601390.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-601956.SH,MCB,2023-01-30 09:30:00,601956.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-600262.SH,MCB,2023-01-30 09:30:00,600262.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-002523.SZ,MCB,2023-01-30 09:30:00,002523.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-002438.SZ,MCB,2023-01-30 09:30:00,002438.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-603757.SH,MCB,2023-01-30 09:30:00,603757.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-600391.SH,MCB,2023-01-30 09:30:00,600391.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-301349.SZ,MCB,2023-01-30 09:30:00,301349.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-301233.SZ,MCB,2023-01-30 09:30:00,301233.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-300153.SZ,MCB,2023-01-30 09:30:00,300153.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230120-300124.SZ,MCB,2023-01-30 09:30:00,300124.SZ,True,IFCGR
V29|BULL|V29B|20230130|300210.SZ,ATRDR,2023-01-31 09:30:00,300210.SZ,True,IFCGR
V29|BULL|V29B|20230130|300837.SZ,ATRDR,2023-01-31 09:30:00,300837.SZ,True,IFCGR
V29|BULL|V29B|20230130|300099.SZ,ATRDR,2023-01-31 09:30:00,300099.SZ,True,IFCGR
V29|BULL|V29B|20230130|301213.SZ,ATRDR,2023-01-31 09:30:00,301213.SZ,True,IFCGR
V29|BULL|V29B|20230130|300252.SZ,ATRDR,2023-01-31 09:30:00,300252.SZ,True,IFCGR
V29|BULL|V29B|20230130|300424.SZ,ATRDR,2023-01-31 09:30:00,300424.SZ,True,IFCGR
V29|BULL|V29B|20230130|300752.SZ,ATRDR,2023-01-31 09:30:00,300752.SZ,True,IFCGR
V29|BULL|V29B|20230130|600526.SH,ATRDR,2023-01-31 09:30:00,600526.SH,True,IFCGR
V29|BULL|V29B|20230130|000723.SZ,ATRDR,2023-01-31 09:30:00,000723.SZ,True,IFCGR
V29|BULL|V29B|20230130|002887.SZ,ATRDR,2023-01-31 09:30:00,002887.SZ,True,IFCGR
V29|BULL|V29B|20230130|605287.SH,ATRDR,2023-01-31 09:30:00,605287.SH,True,IFCGR
V29|BULL|V29B|20230130|603828.SH,ATRDR,2023-01-31 09:30:00,603828.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300210.SZ,MCB,2023-01-31 09:30:00,300210.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-600526.SH,MCB,2023-01-31 09:30:00,600526.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-000723.SZ,MCB,2023-01-31 09:30:00,000723.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-002887.SZ,MCB,2023-01-31 09:30:00,002887.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-605287.SH,MCB,2023-01-31 09:30:00,605287.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300837.SZ,MCB,2023-01-31 09:30:00,300837.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300099.SZ,MCB,2023-01-31 09:30:00,300099.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-301213.SZ,MCB,2023-01-31 09:30:00,301213.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300252.SZ,MCB,2023-01-31 09:30:00,300252.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300424.SZ,MCB,2023-01-31 09:30:00,300424.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230130-300752.SZ,MCB,2023-01-31 09:30:00,300752.SZ,True,IFCGR
V29|BULL|V29B|20230131|300864.SZ,ATRDR,2023-02-01 09:30:00,300864.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230131-300864.SZ,MCB,2023-02-01 09:30:00,300864.SZ,True,IFCGR
V29|BULL|V29B|20230201|300977.SZ,ATRDR,2023-02-02 09:30:00,300977.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230201-300977.SZ,MCB,2023-02-02 09:30:00,300977.SZ,True,IFCGR
V29|BULL|V29B|20230208|603713.SH,ATRDR,2023-02-09 09:30:00,603713.SH,True,IFCGR
V29|BULL|V29B|20230213|600258.SH,ATRDR,2023-02-14 09:30:00,600258.SH,True,IFCGR
V29|BULL|V29B|20230217|603605.SH,ATRDR,2023-02-20 09:30:00,603605.SH,True,IFCGR
V29|BULL|V29B|20230228|603199.SH,ATRDR,2023-03-01 09:30:00,603199.SH,True,IFCGR
V29|BULL|V29B|20230228|603136.SH,ATRDR,2023-03-01 09:30:00,603136.SH,True,IFCGR
V29|BULL|V29B|20230301|601336.SH,ATRDR,2023-03-02 09:30:00,601336.SH,True,IFCGR
SMV6|2023-03-07|159611.SZ|98,SMV6,2023-03-07 09:30:00,159611.SZ,True,IFCGR
300953.SZ|2023-03-08,IFCGR,2023-03-23 09:30:00,300953.SZ,True,IFCGR
SMV6|2023-03-23|159997.SZ|99,SMV6,2023-03-23 09:30:00,159997.SZ,True,IFCGR
SMV6|2023-03-23|512760.SH|100,SMV6,2023-03-23 09:30:00,512760.SH,True,IFCGR
SMV6|2023-03-24|159997.SZ|101,SMV6,2023-03-24 09:30:00,159997.SZ,True,IFCGR
SMV6|2023-03-24|515000.SH|102,SMV6,2023-03-24 09:30:00,515000.SH,True,IFCGR
SMV6|2023-03-24|512480.SH|103,SMV6,2023-03-24 09:30:00,512480.SH,True,IFCGR
SMV6|2023-03-24|159995.SZ|104,SMV6,2023-03-24 09:30:00,159995.SZ,True,IFCGR
300699.SZ|2023-03-28,IFCGR,2023-04-17 09:30:00,300699.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230515|300432.SZ,ATRDR,2023-05-16 09:30:00,300432.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230515|603026.SH,ATRDR,2023-05-16 09:30:00,603026.SH,True,IFCGR
300432.SZ|2023-04-25,IFCGR,2023-05-16 09:30:00,300432.SZ,True,IFCGR
301327.SZ|2023-04-26,IFCGR,2023-05-16 09:30:00,301327.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|300563.SZ,ATRDR,2023-05-18 09:30:00,300563.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|300477.SZ,ATRDR,2023-05-18 09:30:00,300477.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|300162.SZ,ATRDR,2023-05-18 09:30:00,300162.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|300293.SZ,ATRDR,2023-05-18 09:30:00,300293.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|301123.SZ,ATRDR,2023-05-18 09:30:00,301123.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|001336.SZ,ATRDR,2023-05-18 09:30:00,001336.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|002896.SZ,ATRDR,2023-05-18 09:30:00,002896.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|605389.SH,ATRDR,2023-05-18 09:30:00,605389.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|603315.SH,ATRDR,2023-05-18 09:30:00,603315.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230517|002475.SZ,ATRDR,2023-05-18 09:30:00,002475.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|301366.SZ,ATRDR,2023-05-19 09:30:00,301366.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|300780.SZ,ATRDR,2023-05-19 09:30:00,300780.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|301377.SZ,ATRDR,2023-05-19 09:30:00,301377.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|301218.SZ,ATRDR,2023-05-19 09:30:00,301218.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|300643.SZ,ATRDR,2023-05-19 09:30:00,300643.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|301042.SZ,ATRDR,2023-05-19 09:30:00,301042.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|001314.SZ,ATRDR,2023-05-19 09:30:00,001314.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|003019.SZ,ATRDR,2023-05-19 09:30:00,003019.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230518|603893.SH,ATRDR,2023-05-19 09:30:00,603893.SH,True,IFCGR
002932.SZ|2023-04-27,IFCGR,2023-05-19 09:30:00,002932.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230519|301338.SZ,ATRDR,2023-05-22 09:30:00,301338.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230519|300709.SZ,ATRDR,2023-05-22 09:30:00,300709.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230519|301099.SZ,ATRDR,2023-05-22 09:30:00,301099.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230522|300771.SZ,ATRDR,2023-05-23 09:30:00,300771.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230522|603355.SH,ATRDR,2023-05-23 09:30:00,603355.SH,True,IFCGR
V29|BULL|V29B|20230526|300991.SZ,ATRDR,2023-05-29 09:30:00,300991.SZ,True,IFCGR
V29|BULL|V29B|20230526|301366.SZ,ATRDR,2023-05-29 09:30:00,301366.SZ,True,IFCGR
V29|BULL|V29B|20230526|300800.SZ,ATRDR,2023-05-29 09:30:00,300800.SZ,True,IFCGR
V29|BULL|V29B|20230526|300747.SZ,ATRDR,2023-05-29 09:30:00,300747.SZ,True,IFCGR
V29|BULL|V29B|20230526|300946.SZ,ATRDR,2023-05-29 09:30:00,300946.SZ,True,IFCGR
V29|BULL|V29B|20230526|002636.SZ,ATRDR,2023-05-29 09:30:00,002636.SZ,True,IFCGR
V29|BULL|V29B|20230526|603006.SH,ATRDR,2023-05-29 09:30:00,603006.SH,True,IFCGR
V29|BULL|V29B|20230526|000045.SZ,ATRDR,2023-05-29 09:30:00,000045.SZ,True,IFCGR
V29|BULL|V29B|20230526|600380.SH,ATRDR,2023-05-29 09:30:00,600380.SH,True,IFCGR
V29|BULL|V29B|20230526|000513.SZ,ATRDR,2023-05-29 09:30:00,000513.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-301366.SZ,MCB,2023-05-29 09:30:00,301366.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-300800.SZ,MCB,2023-05-29 09:30:00,300800.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-603006.SH,MCB,2023-05-29 09:30:00,603006.SH,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-000513.SZ,MCB,2023-05-29 09:30:00,000513.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-300747.SZ,MCB,2023-05-29 09:30:00,300747.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20230526-300946.SZ,MCB,2023-05-29 09:30:00,300946.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230601|601811.SH,ATRDR,2023-06-02 09:30:00,601811.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20230627|603707.SH,ATRDR,2023-06-28 09:30:00,603707.SH,True,IFCGR
V29|BULL|V29B|20230725|300284.SZ,ATRDR,2023-07-26 09:30:00,300284.SZ,True,IFCGR
V29|BULL|V29B|20230725|300715.SZ,ATRDR,2023-07-26 09:30:00,300715.SZ,True,IFCGR
V29|BULL|V29B|20230725|300350.SZ,ATRDR,2023-07-26 09:30:00,300350.SZ,True,IFCGR
V29|BULL|V29B|20230725|600519.SH,ATRDR,2023-07-26 09:30:00,600519.SH,True,IFCGR
V29|BULL|V29B|20230725|000858.SZ,ATRDR,2023-07-26 09:30:00,000858.SZ,True,IFCGR
V29|BULL|V29B|20230725|600170.SH,ATRDR,2023-07-26 09:30:00,600170.SH,True,IFCGR
V29|BULL|V29B|20230725|002285.SZ,ATRDR,2023-07-26 09:30:00,002285.SZ,True,IFCGR
V29|BULL|V29B|20230725|000686.SZ,ATRDR,2023-07-26 09:30:00,000686.SZ,True,IFCGR
V29|BULL|V29B|20230725|601377.SH,ATRDR,2023-07-26 09:30:00,601377.SH,True,IFCGR
V29|BULL|V29B|20230725|601696.SH,ATRDR,2023-07-26 09:30:00,601696.SH,True,IFCGR
V29|BULL|V29B|20230725|600155.SH,ATRDR,2023-07-26 09:30:00,600155.SH,True,IFCGR
V29|BULL|V29B|20230725|601198.SH,ATRDR,2023-07-26 09:30:00,601198.SH,True,IFCGR
V29|BULL|V29B|20230725|002926.SZ,ATRDR,2023-07-26 09:30:00,002926.SZ,True,IFCGR
300841.SZ|2023-07-06,IFCGR,2023-07-26 09:30:00,300841.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230725-600519.SH,MCB,2023-07-26 09:30:00,600519.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230725-000858.SZ,MCB,2023-07-26 09:30:00,000858.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230725-600170.SH,MCB,2023-07-26 09:30:00,600170.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230725-000686.SZ,MCB,2023-07-26 09:30:00,000686.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20230725-601377.SH,MCB,2023-07-26 09:30:00,601377.SH,True,IFCGR
