gap_id,exit_time_replay,exit_time_native,exit_raw_price_replay,exit_raw_price_native,identity
000917.SZ|2018-10-11,2018-11-05 10:34:00,2018-11-05 10:34:00,4.66,4.66,True
002043.SZ|2018-10-11,2018-11-13 10:13:00,2018-11-13 10:13:00,6.11,6.11,True
002045.SZ|2018-10-11,2018-11-05 09:36:00,2018-11-05 09:36:00,4.74,4.74,True
002073.SZ|2018-10-11,2018-11-01 09:36:00,2018-11-01 09:36:00,5.02,5.02,True
002091.SZ|2018-10-11,2018-11-05 09:39:00,2018-11-05 09:39:00,5.37,5.37,True
002093.SZ|2018-10-11,2018-11-13 10:05:00,2018-11-13 10:05:00,6.78,6.78,True
002169.SZ|2018-10-11,2018-11-13 09:45:00,2018-11-13 09:45:00,3.8,3.8,True
002284.SZ|2018-10-11,2018-11-08 13:37:00,2018-11-08 13:37:00,4.56,4.56,True
002285.SZ|2018-10-11,2018-11-16 11:08:00,2018-11-16 11:08:00,5.35,5.35,True
002292.SZ|2018-10-11,2018-11-01 13:23:00,2018-11-01 13:23:00,5.78,5.78,True
002329.SZ|2018-10-11,2018-11-06 13:45:00,2018-11-06 13:45:00,3.52,3.52,True
002335.SZ|2018-10-11,2018-11-12 14:47:00,2018-11-12 14:47:00,14.36,14.36,True
002340.SZ|2018-10-11,2018-11-07 09:30:00,2018-11-07 09:30:00,4.58,4.58,True
002362.SZ|2018-10-11,2018-11-01 09:30:00,2018-11-01 09:30:00,14.6400003433,14.6400003433,True
002429.SZ|2018-10-11,2018-10-30 14:30:00,2018-10-30 14:30:00,1.96,1.96,True
002454.SZ|2018-10-11,2018-10-30 11:01:00,2018-10-30 11:01:00,4.32,4.32,True
002590.SZ|2018-10-11,2018-11-01 09:41:00,2018-11-01 09:41:00,6.77,6.77,True
002685.SZ|2018-10-11,2018-11-27 09:30:00,2018-11-27 09:30:00,5.78000020981,5.78000020981,True
002703.SZ|2018-10-11,2018-10-30 09:42:00,2018-10-30 09:42:00,3.89,3.89,True
002826.SZ|2018-10-11,2018-11-15 13:20:00,2018-11-15 13:20:00,11.56,11.56,True
002920.SZ|2018-10-11,2018-11-15 09:44:00,2018-11-15 09:44:00,18.83,18.83,True
300035.SZ|2018-10-11,2018-10-31 11:15:00,2018-10-31 11:15:00,4.84,4.84,True
300039.SZ|2018-10-11,2018-11-12 10:51:00,2018-11-12 10:51:00,4.57,4.57,True
300051.SZ|2018-10-11,2018-11-02 13:48:00,2018-11-02 13:48:00,6.12,6.12,True
300115.SZ|2018-10-11,2018-11-01 14:10:00,2018-11-01 14:10:00,8.82,8.82,True
300129.SZ|2018-10-11,2018-10-31 13:27:00,2018-10-31 13:27:00,2.94,2.94,True
300147.SZ|2018-10-11,2018-11-01 13:28:00,2018-11-01 13:28:00,6.55,6.55,True
300148.SZ|2018-10-11,2018-11-01 11:17:00,2018-11-01 11:17:00,4.1,4.1,True
300157.SZ|2018-10-12,2018-11-19 09:30:00,2018-11-19 09:30:00,5.15999984741,5.15999984741,True
