opportunity_id,event_type,filled_delta_qty,funded,filled,is_reduction_fill
SMV6|2024-01-03|159611.SZ|461,BUY_FILLED,563700.0,True,True,False
SMV6|2024-01-03|159611.SZ|462,BUY_SIGNAL,,False,False,False
SMV6|2024-03-01|515650.SH|468,BUY_FILLED,320400.0,True,True,False
SMV6|2024-03-01|515650.SH|469,BUY_SIGNAL,,False,False,False
SMV6|2024-03-04|510300.SH|470,BUY_FILLED,206200.0,True,True,False
SMV6|2024-03-04|510300.SH|471,BUY_SIGNAL,,False,False,False
SMV6|2024-03-04|515650.SH|472,REBALANCE_FILLED,290400.0,True,True,False
SMV6|2024-03-12|510300.SH|473,REBALANCE_FILLED,-69000.0,True,False,True
SMV6|2024-03-12|515650.SH|474,REBALANCE_FILLED,-10100.0,True,False,True
SMV6|2024-03-12|560050.SH|475,BUY_FILLED,335400.0,True,True,False
SMV6|2024-03-12|560050.SH|476,BUY_SIGNAL,,False,False,False
SMV6|2024-04-29|159601.SZ|516,BUY_FILLED,444200.0,True,True,False
SMV6|2024-04-29|159601.SZ|517,BUY_SIGNAL,,False,False,False
SMV6|2024-04-29|560050.SH|518,BUY_FILLED,188600.0,True,True,False
SMV6|2024-04-29|560050.SH|519,BUY_SIGNAL,,False,False,False
SMV6|2024-04-30|159601.SZ|520,REBALANCE_FILLED,162100.0,True,True,False
SMV6|2024-04-30|560050.SH|521,REBALANCE_FILLED,116600.0,True,True,False
SMV6|2024-04-30|560080.SH|522,BUY_FILLED,138600.0,True,True,False
SMV6|2024-04-30|560080.SH|523,BUY_SIGNAL,,False,False,False
SMV6|2024-05-07|159601.SZ|524,REBALANCE_FILLED,-243700.0,True,False,True
SMV6|2024-05-07|159905.SZ|525,BUY_FILLED,3700.0,True,True,False
SMV6|2024-05-07|159905.SZ|526,BUY_SIGNAL,,False,False,False
SMV6|2024-05-07|510150.SH|527,BUY_FILLED,28400.0,True,True,False
SMV6|2024-05-07|510150.SH|528,BUY_SIGNAL,,False,False,False
SMV6|2024-05-07|560050.SH|529,REBALANCE_FILLED,59800.0,True,True,False
SMV6|2024-05-07|560080.SH|530,REBALANCE_FILLED,96500.0,True,True,False
SMV6|2024-09-02|512070.SH|548,BUY_FILLED,595900.0,True,True,False
SMV6|2024-09-02|512070.SH|549,BUY_SIGNAL,,False,False,False
SMV6|2024-09-25|159851.SZ|553,BUY_FILLED,629700.0,True,True,False
SMV6|2024-09-25|159851.SZ|554,BUY_SIGNAL,,False,False,False
SMV6|2024-09-25|159993.SZ|555,BUY_FILLED,295500.0,True,True,False
SMV6|2024-09-25|159993.SZ|556,BUY_SIGNAL,,False,False,False
SMV6|2024-09-25|512070.SH|557,BUY_FILLED,417200.0,True,True,False
SMV6|2024-09-25|512070.SH|558,BUY_SIGNAL,,False,False,False
SMV6|2024-09-25|512200.SH|559,BUY_FILLED,217700.0,True,True,False
SMV6|2024-09-25|512200.SH|560,BUY_SIGNAL,,False,False,False
SMV6|2024-09-25|512880.SH|561,BUY_FILLED,310000.0,True,True,False
SMV6|2024-09-25|512880.SH|562,BUY_SIGNAL,,False,False,False
SMV6|2024-12-13|515450.SH|575,BUY_FILLED,61600.0,True,True,False
SMV6|2024-12-13|515450.SH|576,BUY_SIGNAL,,False,False,False
SMV6|2025-02-11|588460.SH|579,BUY_FILLED,48300.0,True,True,False
SMV6|2025-02-11|588460.SH|580,BUY_SIGNAL,,False,False,False
SMV6|2025-02-19|512800.SH|581,BUY_FILLED,833400.0,True,True,False
SMV6|2025-02-19|512800.SH|582,BUY_SIGNAL,,False,False,False
SMV6|2025-02-19|588460.SH|583,REBALANCE_FILLED,256700.0,True,True,False
SMV6|2025-02-24|159967.SZ|584,BUY_FILLED,962100.0,True,True,False
SMV6|2025-02-24|159967.SZ|585,BUY_SIGNAL,,False,False,False
SMV6|2025-02-24|512800.SH|586,REBALANCE_FILLED,-213500.0,True,False,True
SMV6|2025-02-24|561550.SH|587,BUY_FILLED,28700.0,True,True,False
SMV6|2025-02-24|561550.SH|588,BUY_SIGNAL,,False,False,False
SMV6|2025-02-24|588460.SH|589,REBALANCE_FILLED,69000.0,True,True,False
SMV6|2025-02-27|159967.SZ|592,REBALANCE_FILLED,336400.0,True,True,False
SMV6|2025-02-27|561550.SH|593,REBALANCE_FILLED,1100.0,True,True,False
SMV6|2025-02-27|588460.SH|594,REBALANCE_FILLED,112100.0,True,True,False
SMV6|2025-03-11|159980.SZ|608,BUY_FILLED,143300.0,True,True,False
SMV6|2025-03-11|159980.SZ|609,BUY_SIGNAL,,False,False,False
SMV6|2025-03-18|159980.SZ|610,REBALANCE_FILLED,162700.0,True,True,False
SMV6|2025-03-18|512800.SH|611,BUY_FILLED,185700.0,True,True,False
SMV6|2025-03-18|512800.SH|612,BUY_SIGNAL,,False,False,False
SMV6|2025-03-19|159905.SZ|613,BUY_FILLED,122300.0,True,True,False
SMV6|2025-03-19|159905.SZ|614,BUY_SIGNAL,,False,False,False
SMV6|2025-03-19|159980.SZ|615,REBALANCE_FILLED,-89400.0,True,False,True
SMV6|2025-03-19|159992.SZ|616,BUY_FILLED,483600.0,True,True,False
SMV6|2025-03-19|159992.SZ|617,BUY_SIGNAL,,False,False,False
SMV6|2025-03-19|512400.SH|618,BUY_FILLED,325600.0,True,True,False
SMV6|2025-03-19|512400.SH|619,BUY_SIGNAL,,False,False,False
SMV6|2025-03-19|512800.SH|620,REBALANCE_FILLED,217700.0,True,True,False
SMV6|2025-05-12|515450.SH|634,BUY_FILLED,287400.0,True,True,False
SMV6|2025-05-12|515450.SH|635,BUY_SIGNAL,,False,False,False
SMV6|2025-05-22|515450.SH|636,REBALANCE_FILLED,111600.0,True,True,False
SMV6|2025-05-22|562060.SH|637,BUY_OR_REBALANCE_NO_FILL,,False,False,False
SMV6|2025-05-22|562060.SH|638,BUY_SIGNAL,,False,False,False
SMV6|2025-05-23|515450.SH|639,REBALANCE_FILLED,29600.0,True,True,False
SMV6|2025-05-30|515450.SH|640,REBALANCE_FILLED,104200.0,True,True,False
SMV6|2025-05-30|562060.SH|643,BUY_FILLED,20400.0,True,True,False
SMV6|2025-05-30|562060.SH|644,BUY_SIGNAL,,False,False,False
SMV6|2025-06-13|159837.SZ|672,BUY_FILLED,43200.0,True,True,False
SMV6|2025-06-13|159837.SZ|673,BUY_SIGNAL,,False,False,False
SMV6|2025-06-13|159938.SZ|676,BUY_FILLED,19700.0,True,True,False
SMV6|2025-06-13|159938.SZ|677,BUY_SIGNAL,,False,False,False
SMV6|2025-06-13|512010.SH|680,BUY_FILLED,922300.0,True,True,False
SMV6|2025-06-13|512010.SH|681,BUY_SIGNAL,,False,False,False
SMV6|2025-06-13|512400.SH|684,BUY_FILLED,318600.0,True,True,False
SMV6|2025-06-13|512400.SH|685,BUY_SIGNAL,,False,False,False
SMV6|2025-06-13|512800.SH|688,BUY_FILLED,280700.0,True,True,False
SMV6|2025-06-13|512800.SH|689,BUY_SIGNAL,,False,False,False
SMV6|2025-06-17|512800.SH|693,BUY_FILLED,691000.0,True,True,False
SMV6|2025-06-17|512800.SH|694,BUY_SIGNAL,,False,False,False
SMV6|2025-06-25|512070.SH|697,BUY_FILLED,1091400.0,True,True,False
SMV6|2025-06-25|512070.SH|698,BUY_SIGNAL,,False,False,False
SMV6|2025-06-26|159993.SZ|699,BUY_FILLED,290200.0,True,True,False
SMV6|2025-06-26|159993.SZ|700,BUY_SIGNAL,,False,False,False
SMV6|2025-06-26|512070.SH|701,REBALANCE_FILLED,-662700.0,True,False,True
SMV6|2025-06-26|512670.SH|702,BUY_FILLED,474500.0,True,True,False
SMV6|2025-06-26|512670.SH|703,BUY_SIGNAL,,False,False,False
SMV6|2025-06-26|512710.SH|704,BUY_FILLED,547700.0,True,True,False
SMV6|2025-06-26|512710.SH|705,BUY_SIGNAL,,False,False,False
SMV6|2025-06-26|588220.SH|706,BUY_FILLED,275600.0,True,True,False
SMV6|2025-06-26|588220.SH|707,BUY_SIGNAL,,False,False,False
SMV6|2025-08-05|512980.SH|717,BUY_FILLED,645000.0,True,True,False
SMV6|2025-08-05|512980.SH|718,BUY_SIGNAL,,False,False,False
SMV6|2025-08-18|159516.SZ|719,BUY_FILLED,1662000.0,True,True,False
SMV6|2025-08-18|159516.SZ|720,BUY_SIGNAL,,False,False,False
SMV6|2025-08-18|159790.SZ|721,BUY_FILLED,285500.0,True,True,False
SMV6|2025-08-18|159790.SZ|722,BUY_SIGNAL,,False,False,False
SMV6|2025-08-18|159905.SZ|723,BUY_FILLED,84100.0,True,True,False
SMV6|2025-08-18|159905.SZ|724,BUY_SIGNAL,,False,False,False
SMV6|2025-08-18|512980.SH|725,REBALANCE_FILLED,-129700.0,True,False,True
SMV6|2025-08-19|159516.SZ|726,REBALANCE_FILLED,-340500.0,True,False,True
SMV6|2025-08-19|159790.SZ|727,REBALANCE_FILLED,51200.0,True,True,False
SMV6|2025-08-19|159905.SZ|728,REBALANCE_FILLED,73600.0,True,True,False
SMV6|2025-08-19|512980.SH|729,REBALANCE_FILLED,-108400.0,True,False,True
SMV6|2025-08-19|560080.SH|730,BUY_FILLED,174300.0,True,True,False
SMV6|2025-08-19|560080.SH|731,BUY_SIGNAL,,False,False,False
SMV6|2025-09-05|159516.SZ|734,REBALANCE_FILLED,352800.0,True,True,False
SMV6|2025-09-05|159790.SZ|735,REBALANCE_FILLED,127200.0,True,True,False
SMV6|2025-09-05|159905.SZ|736,REBALANCE_FILLED,16700.0,True,True,False
SMV6|2025-09-05|512980.SH|737,REBALANCE_FILLED,95200.0,True,True,False
SMV6|2025-09-15|159516.SZ|741,REBALANCE_FILLED,-378900.0,True,False,True
SMV6|2025-09-15|159790.SZ|742,REBALANCE_FILLED,109600.0,True,True,False
SMV6|2025-09-15|159905.SZ|743,REBALANCE_FILLED,10100.0,True,True,False
SMV6|2025-09-15|159980.SZ|744,BUY_FILLED,233300.0,True,True,False
SMV6|2025-09-15|159980.SZ|745,BUY_SIGNAL,,False,False,False
SMV6|2025-09-15|512980.SH|746,REBALANCE_FILLED,-105100.0,True,False,True
SMV6|2025-10-15|159516.SZ|749,REBALANCE_FILLED,134000.0,True,True,False
SMV6|2025-10-15|159790.SZ|750,REBALANCE_FILLED,133500.0,True,True,False
SMV6|2025-10-15|159905.SZ|751,REBALANCE_FILLED,48000.0,True,True,False
SMV6|2025-10-15|159980.SZ|752,REBALANCE_FILLED,7600.0,True,True,False
SMV6|2025-10-28|159201.SZ|785,BUY_FILLED,358200.0,True,True,False
SMV6|2025-10-28|159201.SZ|786,BUY_SIGNAL,,False,False,False
SMV6|2025-10-28|159399.SZ|787,BUY_FILLED,260900.0,True,True,False
SMV6|2025-10-28|159399.SZ|788,BUY_SIGNAL,,False,False,False
SMV6|2025-10-28|561580.SH|789,BUY_FILLED,51100.0,True,True,False
SMV6|2025-10-28|561580.SH|790,BUY_SIGNAL,,False,False,False
SMV6|2025-10-30|159201.SZ|791,REBALANCE_FILLED,82600.0,True,True,False
SMV6|2025-10-30|159235.SZ|792,BUY_FILLED,9900.0,True,True,False
SMV6|2025-10-30|159235.SZ|793,BUY_SIGNAL,,False,False,False
SMV6|2025-10-30|159399.SZ|794,REBALANCE_FILLED,184100.0,True,True,False
SMV6|2025-10-30|561580.SH|795,REBALANCE_FILLED,16200.0,True,True,False
SMV6|2025-11-04|562060.SH|796,BUY_SIGNAL,,False,False,False
SMV6|2025-11-05|159201.SZ|797,REBALANCE_FILLED,-85500.0,True,False,True
SMV6|2025-11-05|159235.SZ|798,REBALANCE_FILLED,26500.0,True,True,False
SMV6|2025-11-05|159399.SZ|799,REBALANCE_FILLED,-71800.0,True,False,True
SMV6|2025-11-05|515180.SH|800,BUY_FILLED,293500.0,True,True,False
SMV6|2025-11-05|515180.SH|801,BUY_SIGNAL,,False,False,False
SMV6|2025-11-05|561580.SH|802,REBALANCE_FILLED,26700.0,True,True,False
SMV6|2025-12-02|159980.SZ|822,BUY_FILLED,201400.0,True,True,False
SMV6|2025-12-02|159980.SZ|823,BUY_SIGNAL,,False,False,False
SMV6|2025-12-08|159980.SZ|824,REBALANCE_FILLED,357000.0,True,True,False
SMV6|2025-12-08|560860.SH|825,BUY_FILLED,712600.0,True,True,False
SMV6|2025-12-08|560860.SH|826,BUY_SIGNAL,,False,False,False
SMV6|2025-12-09|159880.SZ|827,BUY_FILLED,62800.0,True,True,False
SMV6|2025-12-09|159880.SZ|828,BUY_SIGNAL,,False,False,False
SMV6|2025-12-09|159980.SZ|829,REBALANCE_FILLED,-277400.0,True,False,True
SMV6|2025-12-09|512400.SH|830,BUY_FILLED,295800.0,True,True,False
SMV6|2025-12-09|512400.SH|831,BUY_SIGNAL,,False,False,False
SMV6|2025-12-09|560860.SH|832,REBALANCE_FILLED,-354500.0,True,False,True
SMV6|2025-12-22|159638.SZ|833,BUY_FILLED,45600.0,True,True,False
SMV6|2025-12-22|159638.SZ|834,BUY_SIGNAL,,False,False,False
SMV6|2025-12-22|159880.SZ|835,REBALANCE_FILLED,31800.0,True,True,False
SMV6|2025-12-22|159980.SZ|836,REBALANCE_FILLED,-59300.0,True,False,True
SMV6|2025-12-22|512400.SH|837,REBALANCE_FILLED,-61900.0,True,False,True
SMV6|2025-12-22|560860.SH|838,REBALANCE_FILLED,-71000.0,True,False,True
SMV6|2026-01-27|159263.SZ|850,BUY_FILLED,19100.0,True,True,False
SMV6|2026-01-27|159263.SZ|851,BUY_SIGNAL,,False,False,False
SMV6|2026-01-29|159235.SZ|852,BUY_FILLED,24200.0,True,True,False
SMV6|2026-01-29|159235.SZ|853,BUY_SIGNAL,,False,False,False
SMV6|2026-01-29|159263.SZ|854,REBALANCE_FILLED,36100.0,True,True,False
SMV6|2026-01-29|510210.SH|855,BUY_FILLED,781200.0,True,True,False
SMV6|2026-01-29|510210.SH|856,BUY_SIGNAL,,False,False,False
SMV6|2026-03-02|159207.SZ|864,BUY_FILLED,48800.0,True,True,False
SMV6|2026-03-02|159207.SZ|865,BUY_SIGNAL,,False,False,False
SMV6|2026-03-03|159207.SZ|866,REBALANCE_FILLED,65600.0,True,True,False
SMV6|2026-03-03|159825.SZ|867,BUY_FILLED,418400.0,True,True,False
SMV6|2026-03-03|159825.SZ|868,BUY_SIGNAL,,False,False,False
SMV6|2026-03-11|159566.SZ|876,BUY_FILLED,160200.0,True,True,False
SMV6|2026-03-11|159566.SZ|877,BUY_SIGNAL,,False,False,False
SMV6|2026-04-09|159583.SZ|880,BUY_FILLED,705500.0,True,True,False
SMV6|2026-04-09|159583.SZ|881,BUY_SIGNAL,,False,False,False
SMV6|2026-04-09|515880.SH|882,BUY_FILLED,2076600.0,True,True,False
SMV6|2026-04-09|515880.SH|883,BUY_SIGNAL,,False,False,False
SMV6|2026-04-22|159583.SZ|884,REBALANCE_FILLED,-158300.0,True,False,True
SMV6|2026-04-22|512800.SH|885,BUY_FILLED,491200.0,True,True,False
SMV6|2026-04-22|512800.SH|886,BUY_SIGNAL,,False,False,False
SMV6|2026-04-22|515880.SH|887,REBALANCE_FILLED,-697200.0,True,False,True
SMV6|2026-04-30|159583.SZ|888,REBALANCE_FILLED,-213600.0,True,False,True
SMV6|2026-04-30|159593.SZ|889,BUY_FILLED,1800.0,True,True,False
SMV6|2026-04-30|159593.SZ|890,BUY_SIGNAL,,False,False,False
SMV6|2026-04-30|512800.SH|891,REBALANCE_FILLED,191700.0,True,True,False
SMV6|2026-04-30|515800.SH|892,BUY_FILLED,27400.0,True,True,False
SMV6|2026-04-30|515800.SH|893,BUY_SIGNAL,,False,False,False
SMV6|2026-04-30|515880.SH|894,REBALANCE_FILLED,-565300.0,True,False,True
SMV6|2026-05-08|159583.SZ|897,REBALANCE_FILLED,-12000.0,True,False,True
SMV6|2026-05-08|159593.SZ|898,REBALANCE_FILLED,6400.0,True,True,False
SMV6|2026-05-08|510300.SH|899,BUY_FILLED,113100.0,True,True,False
