event_id,symbol_fill,symbol_request,entry,earliest_execution_at_request,native_requested_quantity_fill,native_requested_quantity_request,match
SMV6|2024-01-03|159611.SZ|109,159611.SZ,159611.SZ,2024-01-03 09:30:00,2024-01-03 09:30:00,563700.0,563700,True
SMV6|2024-03-01|515650.SH|110,515650.SH,515650.SH,2024-03-01 09:30:00,2024-03-01 09:30:00,320400.0,320400,True
SMV6|2024-03-04|515650.SH|111,515650.SH,515650.SH,2024-03-04 09:30:00,2024-03-04 09:30:00,290400.0,290400,True
SMV6|2024-03-04|510300.SH|112,510300.SH,510300.SH,2024-03-04 09:30:00,2024-03-04 09:30:00,206500.0,206500,True
SMV6|2024-03-12|560050.SH|113,560050.SH,560050.SH,2024-03-12 09:30:00,2024-03-12 09:30:00,494300.0,494300,True
SMV6|2024-04-29|560050.SH|114,560050.SH,560050.SH,2024-04-29 09:30:00,2024-04-29 09:30:00,188600.0,188600,True
SMV6|2024-04-29|159601.SZ|115,159601.SZ,159601.SZ,2024-04-29 09:30:00,2024-04-29 09:30:00,444200.0,444200,True
SMV6|2024-04-30|560050.SH|116,560050.SH,560050.SH,2024-04-30 09:30:00,2024-04-30 09:30:00,116600.0,116600,True
SMV6|2024-04-30|159601.SZ|117,159601.SZ,159601.SZ,2024-04-30 09:30:00,2024-04-30 09:30:00,162100.0,162100,True
SMV6|2024-04-30|560080.SH|118,560080.SH,560080.SH,2024-04-30 09:30:00,2024-04-30 09:30:00,138600.0,138600,True
SMV6|2024-05-07|560050.SH|119,560050.SH,560050.SH,2024-05-07 09:30:00,2024-05-07 09:30:00,59800.0,59800,True
SMV6|2024-05-07|560080.SH|120,560080.SH,560080.SH,2024-05-07 09:30:00,2024-05-07 09:30:00,96500.0,96500,True
SMV6|2024-05-07|159905.SZ|121,159905.SZ,159905.SZ,2024-05-07 09:30:00,2024-05-07 09:30:00,3700.0,3700,True
SMV6|2024-05-07|510150.SH|122,510150.SH,510150.SH,2024-05-07 09:30:00,2024-05-07 09:30:00,28400.0,28400,True
SMV6|2024-09-02|512070.SH|123,512070.SH,512070.SH,2024-09-02 09:30:00,2024-09-02 09:30:00,595900.0,595900,True
SMV6|2024-09-25|512070.SH|124,512070.SH,512070.SH,2024-09-25 09:30:00,2024-09-25 09:30:00,417200.0,417200,True
SMV6|2024-09-25|512880.SH|125,512880.SH,512880.SH,2024-09-25 09:30:00,2024-09-25 09:30:00,310000.0,310000,True
SMV6|2024-09-25|159993.SZ|126,159993.SZ,159993.SZ,2024-09-25 09:30:00,2024-09-25 09:30:00,295500.0,295500,True
SMV6|2024-09-25|512200.SH|127,512200.SH,512200.SH,2024-09-25 09:30:00,2024-09-25 09:30:00,217700.0,217700,True
SMV6|2024-09-25|159851.SZ|128,159851.SZ,159851.SZ,2024-09-25 09:30:00,2024-09-25 09:30:00,631100.0,631100,True
SMV6|2024-12-13|515450.SH|129,515450.SH,515450.SH,2024-12-13 09:30:00,2024-12-13 09:30:00,61600.0,61600,True
SMV6|2025-02-11|588460.SH|130,588460.SH,588460.SH,2025-02-11 09:30:00,2025-02-11 09:30:00,48300.0,48300,True
SMV6|2025-02-19|588460.SH|131,588460.SH,588460.SH,2025-02-19 09:30:00,2025-02-19 09:30:00,256700.0,256700,True
SMV6|2025-02-19|512800.SH|132,512800.SH,512800.SH,2025-02-19 09:30:00,2025-02-19 09:30:00,833400.0,833400,True
SMV6|2025-02-24|588460.SH|133,588460.SH,588460.SH,2025-02-24 09:30:00,2025-02-24 09:30:00,69000.0,69000,True
SMV6|2025-02-24|561550.SH|134,561550.SH,561550.SH,2025-02-24 09:30:00,2025-02-24 09:30:00,28700.0,28700,True
SMV6|2025-02-24|159967.SZ|135,159967.SZ,159967.SZ,2025-02-24 09:30:00,2025-02-24 09:30:00,962100.0,962100,True
SMV6|2025-02-27|588460.SH|136,588460.SH,588460.SH,2025-02-27 09:30:00,2025-02-27 09:30:00,112100.0,112100,True
SMV6|2025-02-27|561550.SH|137,561550.SH,561550.SH,2025-02-27 09:30:00,2025-02-27 09:30:00,1100.0,1100,True
SMV6|2025-02-27|159967.SZ|138,159967.SZ,159967.SZ,2025-02-27 09:30:00,2025-02-27 09:30:00,336400.0,336400,True
SMV6|2025-03-11|159980.SZ|139,159980.SZ,159980.SZ,2025-03-11 09:30:00,2025-03-11 09:30:00,143300.0,143300,True
SMV6|2025-03-18|159980.SZ|140,159980.SZ,159980.SZ,2025-03-18 09:30:00,2025-03-18 09:30:00,162700.0,162700,True
SMV6|2025-03-18|512800.SH|141,512800.SH,512800.SH,2025-03-18 09:30:00,2025-03-18 09:30:00,185700.0,185700,True
SMV6|2025-03-19|512800.SH|142,512800.SH,512800.SH,2025-03-19 09:30:00,2025-03-19 09:30:00,217700.0,217700,True
SMV6|2025-03-19|512400.SH|143,512400.SH,512400.SH,2025-03-19 09:30:00,2025-03-19 09:30:00,325600.0,325600,True
SMV6|2025-03-19|159905.SZ|144,159905.SZ,159905.SZ,2025-03-19 09:30:00,2025-03-19 09:30:00,122300.0,122300,True
SMV6|2025-03-19|159992.SZ|145,159992.SZ,159992.SZ,2025-03-19 09:30:00,2025-03-19 09:30:00,483600.0,483600,True
SMV6|2025-05-12|515450.SH|146,515450.SH,515450.SH,2025-05-12 09:30:00,2025-05-12 09:30:00,287400.0,287400,True
SMV6|2025-05-22|515450.SH|147,515450.SH,515450.SH,2025-05-22 09:30:00,2025-05-22 09:30:00,111600.0,111600,True
SMV6|2025-05-23|515450.SH|148,515450.SH,515450.SH,2025-05-23 09:30:00,2025-05-23 09:30:00,29600.0,29600,True
SMV6|2025-05-30|515450.SH|149,515450.SH,515450.SH,2025-05-30 09:30:00,2025-05-30 09:30:00,104200.0,104200,True
SMV6|2025-05-30|562060.SH|150,562060.SH,562060.SH,2025-05-30 09:30:00,2025-05-30 09:30:00,20400.0,20400,True
SMV6|2025-06-13|159837.SZ|151,159837.SZ,159837.SZ,2025-06-13 09:30:00,2025-06-13 09:30:00,43200.0,43200,True
SMV6|2025-06-13|512800.SH|152,512800.SH,512800.SH,2025-06-13 09:30:00,2025-06-13 09:30:00,280700.0,280700,True
SMV6|2025-06-13|159938.SZ|153,159938.SZ,159938.SZ,2025-06-13 09:30:00,2025-06-13 09:30:00,19700.0,19700,True
SMV6|2025-06-13|512400.SH|154,512400.SH,512400.SH,2025-06-13 09:30:00,2025-06-13 09:30:00,318600.0,318600,True
SMV6|2025-06-13|512010.SH|155,512010.SH,512010.SH,2025-06-13 09:30:00,2025-06-13 09:30:00,922300.0,922300,True
SMV6|2025-06-17|512800.SH|156,512800.SH,512800.SH,2025-06-17 09:30:00,2025-06-17 09:30:00,691000.0,691000,True
SMV6|2025-06-25|512070.SH|157,512070.SH,512070.SH,2025-06-25 09:30:00,2025-06-25 09:30:00,1091400.0,1091400,True
SMV6|2025-06-26|588220.SH|158,588220.SH,588220.SH,2025-06-26 09:30:00,2025-06-26 09:30:00,275600.0,275600,True
SMV6|2025-06-26|512670.SH|159,512670.SH,512670.SH,2025-06-26 09:30:00,2025-06-26 09:30:00,474500.0,474500,True
SMV6|2025-06-26|512710.SH|160,512710.SH,512710.SH,2025-06-26 09:30:00,2025-06-26 09:30:00,547700.0,547700,True
SMV6|2025-06-26|159993.SZ|161,159993.SZ,159993.SZ,2025-06-26 09:30:00,2025-06-26 09:30:00,290200.0,290200,True
SMV6|2025-08-05|512980.SH|162,512980.SH,512980.SH,2025-08-05 09:30:00,2025-08-05 09:30:00,645000.0,645000,True
SMV6|2025-08-18|159516.SZ|163,159516.SZ,159516.SZ,2025-08-18 09:30:00,2025-08-18 09:30:00,1662000.0,1662000,True
SMV6|2025-08-18|159790.SZ|164,159790.SZ,159790.SZ,2025-08-18 09:30:00,2025-08-18 09:30:00,285500.0,285500,True
SMV6|2025-08-18|159905.SZ|165,159905.SZ,159905.SZ,2025-08-18 09:30:00,2025-08-18 09:30:00,84100.0,84100,True
SMV6|2025-08-19|159790.SZ|166,159790.SZ,159790.SZ,2025-08-19 09:30:00,2025-08-19 09:30:00,51200.0,51200,True
SMV6|2025-08-19|159905.SZ|167,159905.SZ,159905.SZ,2025-08-19 09:30:00,2025-08-19 09:30:00,73600.0,73600,True
SMV6|2025-08-19|560080.SH|168,560080.SH,560080.SH,2025-08-19 09:30:00,2025-08-19 09:30:00,174300.0,174300,True
SMV6|2025-09-05|512980.SH|169,512980.SH,512980.SH,2025-09-05 09:30:00,2025-09-05 09:30:00,95200.0,95200,True
SMV6|2025-09-05|159516.SZ|170,159516.SZ,159516.SZ,2025-09-05 09:30:00,2025-09-05 09:30:00,352800.0,352800,True
SMV6|2025-09-05|159790.SZ|171,159790.SZ,159790.SZ,2025-09-05 09:30:00,2025-09-05 09:30:00,127200.0,127200,True
SMV6|2025-09-05|159905.SZ|172,159905.SZ,159905.SZ,2025-09-05 09:30:00,2025-09-05 09:30:00,16700.0,16700,True
SMV6|2025-09-15|159790.SZ|173,159790.SZ,159790.SZ,2025-09-15 09:30:00,2025-09-15 09:30:00,109600.0,109600,True
SMV6|2025-09-15|159905.SZ|174,159905.SZ,159905.SZ,2025-09-15 09:30:00,2025-09-15 09:30:00,10100.0,10100,True
SMV6|2025-09-15|159980.SZ|175,159980.SZ,159980.SZ,2025-09-15 09:30:00,2025-09-15 09:30:00,233300.0,233300,True
SMV6|2025-10-15|159516.SZ|176,159516.SZ,159516.SZ,2025-10-15 09:30:00,2025-10-15 09:30:00,134000.0,134000,True
SMV6|2025-10-15|159790.SZ|177,159790.SZ,159790.SZ,2025-10-15 09:30:00,2025-10-15 09:30:00,133500.0,133500,True
SMV6|2025-10-15|159905.SZ|178,159905.SZ,159905.SZ,2025-10-15 09:30:00,2025-10-15 09:30:00,48000.0,48000,True
SMV6|2025-10-15|159980.SZ|179,159980.SZ,159980.SZ,2025-10-15 09:30:00,2025-10-15 09:30:00,64300.0,64300,True
SMV6|2025-10-28|159201.SZ|180,159201.SZ,159201.SZ,2025-10-28 09:30:00,2025-10-28 09:30:00,358200.0,358200,True
SMV6|2025-10-28|159399.SZ|181,159399.SZ,159399.SZ,2025-10-28 09:30:00,2025-10-28 09:30:00,260900.0,260900,True
SMV6|2025-10-28|561580.SH|182,561580.SH,561580.SH,2025-10-28 09:30:00,2025-10-28 09:30:00,51100.0,51100,True
SMV6|2025-10-30|159201.SZ|183,159201.SZ,159201.SZ,2025-10-30 09:30:00,2025-10-30 09:30:00,82600.0,82600,True
SMV6|2025-10-30|159399.SZ|184,159399.SZ,159399.SZ,2025-10-30 09:30:00,2025-10-30 09:30:00,184100.0,184100,True
SMV6|2025-10-30|561580.SH|185,561580.SH,561580.SH,2025-10-30 09:30:00,2025-10-30 09:30:00,16200.0,16200,True
SMV6|2025-10-30|159235.SZ|186,159235.SZ,159235.SZ,2025-10-30 09:30:00,2025-10-30 09:30:00,9900.0,9900,True
SMV6|2025-11-05|561580.SH|187,561580.SH,561580.SH,2025-11-05 09:30:00,2025-11-05 09:30:00,26700.0,26700,True
SMV6|2025-11-05|159235.SZ|188,159235.SZ,159235.SZ,2025-11-05 09:30:00,2025-11-05 09:30:00,26500.0,26500,True
SMV6|2025-11-05|515180.SH|189,515180.SH,515180.SH,2025-11-05 09:30:00,2025-11-05 09:30:00,293500.0,293500,True
SMV6|2025-12-02|159980.SZ|190,159980.SZ,159980.SZ,2025-12-02 09:30:00,2025-12-02 09:30:00,201400.0,201400,True
SMV6|2025-12-08|159980.SZ|191,159980.SZ,159980.SZ,2025-12-08 09:30:00,2025-12-08 09:30:00,357000.0,357000,True
SMV6|2025-12-08|560860.SH|192,560860.SH,560860.SH,2025-12-08 09:30:00,2025-12-08 09:30:00,713600.0,713600,True
SMV6|2025-12-09|512400.SH|193,512400.SH,512400.SH,2025-12-09 09:30:00,2025-12-09 09:30:00,295800.0,295800,True
SMV6|2025-12-09|159880.SZ|194,159880.SZ,159880.SZ,2025-12-09 09:30:00,2025-12-09 09:30:00,62800.0,62800,True
SMV6|2025-12-22|159880.SZ|195,159880.SZ,159880.SZ,2025-12-22 09:30:00,2025-12-22 09:30:00,31800.0,31800,True
SMV6|2025-12-22|159638.SZ|196,159638.SZ,159638.SZ,2025-12-22 09:30:00,2025-12-22 09:30:00,45600.0,45600,True
SMV6|2026-01-27|159263.SZ|197,159263.SZ,159263.SZ,2026-01-27 09:30:00,2026-01-27 09:30:00,19100.0,19100,True
SMV6|2026-01-29|159263.SZ|198,159263.SZ,159263.SZ,2026-01-29 09:30:00,2026-01-29 09:30:00,36100.0,36100,True
SMV6|2026-01-29|159235.SZ|199,159235.SZ,159235.SZ,2026-01-29 09:30:00,2026-01-29 09:30:00,24200.0,24200,True
SMV6|2026-01-29|510210.SH|200,510210.SH,510210.SH,2026-01-29 09:30:00,2026-01-29 09:30:00,781200.0,781200,True
SMV6|2026-03-02|159207.SZ|201,159207.SZ,159207.SZ,2026-03-02 09:30:00,2026-03-02 09:30:00,48800.0,48800,True
SMV6|2026-03-03|159207.SZ|202,159207.SZ,159207.SZ,2026-03-03 09:30:00,2026-03-03 09:30:00,65600.0,65600,True
SMV6|2026-03-03|159825.SZ|203,159825.SZ,159825.SZ,2026-03-03 09:30:00,2026-03-03 09:30:00,418400.0,418400,True
SMV6|2026-03-11|159566.SZ|204,159566.SZ,159566.SZ,2026-03-11 09:30:00,2026-03-11 09:30:00,160200.0,160200,True
SMV6|2026-04-09|159583.SZ|205,159583.SZ,159583.SZ,2026-04-09 09:30:00,2026-04-09 09:30:00,705500.0,705500,True
SMV6|2026-04-09|515880.SH|206,515880.SH,515880.SH,2026-04-09 09:30:00,2026-04-09 09:30:00,2076600.0,2076600,True
SMV6|2026-04-22|512800.SH|207,512800.SH,512800.SH,2026-04-22 09:30:00,2026-04-22 09:30:00,491200.0,491200,True
SMV6|2026-04-30|512800.SH|208,512800.SH,512800.SH,2026-04-30 09:30:00,2026-04-30 09:30:00,191700.0,191700,True
SMV6|2026-04-30|159593.SZ|209,159593.SZ,159593.SZ,2026-04-30 09:30:00,2026-04-30 09:30:00,1800.0,1800,True
SMV6|2026-04-30|515800.SH|210,515800.SH,515800.SH,2026-04-30 09:30:00,2026-04-30 09:30:00,27400.0,27400,True
