date,nav,utilization
2022-01-04,1.0,
2022-01-05,1.000209378404484,
2022-01-06,1.0004018627143223,
2022-01-07,0.996485382511616,
2022-01-10,0.997547661224503,
2022-01-11,0.9980001811044849,
2022-01-12,0.998467849557891,
2022-01-13,0.999095368688749,
2022-01-14,0.998069203912483,
2022-01-17,1.0008211289386804,
2022-01-18,0.9990449698198456,
2022-01-19,1.0010369558941978,
2022-01-20,0.9979502520504425,
2022-01-21,0.9966032713329089,
2022-01-24,0.9967666266511941,
2022-01-25,0.9904868069818835,
2022-01-26,0.9928027753308132,
2022-01-27,0.9917274325097175,
2022-01-28,0.9919304866329197,
2022-02-07,0.9921403255885168,
2022-02-08,0.9921403255885168,
2022-02-09,0.9921403255885168,
2022-02-10,0.9921403255885168,
2022-02-11,0.9921403255885168,
2022-02-14,0.9921403255885168,
2022-02-15,0.9920310502583457,
2022-02-16,0.991672481569886,
2022-02-17,0.9917153879292419,
2022-02-18,0.9916080160660091,
2022-02-21,0.9923242032302522,
2022-02-22,0.9922106512017765,
2022-02-23,0.9940950862676364,
2022-02-24,0.9939011652585734,
2022-02-25,0.9952266120014877,
2022-02-28,0.9954589788286119,
2022-03-01,0.9956313079323438,
2022-03-02,0.9956504148563234,
2022-03-03,0.9957816346878346,
2022-03-04,0.9951415695545872,
2022-03-07,0.9928388926257726,
2022-03-08,0.9876800499137504,
2022-03-09,0.9866086379270611,
2022-03-10,0.9902171591375488,
2022-03-11,0.9920849484306702,
2022-03-14,0.988453403315229,
2022-03-15,0.9817398647085754,
2022-03-16,0.9851647852575993,
2022-03-17,0.9877536254658642,
2022-03-18,0.9896736593585831,
2022-03-21,0.990634222758774,
2022-03-22,0.9899096067139215,
2022-03-23,0.98993133154117,
2022-03-24,0.9906715329544848,
2022-03-25,0.9895491753683883,
2022-03-28,0.9891513558850366,
2022-03-29,0.9890935767511696,
2022-03-30,0.9891466970777374,
2022-03-31,0.9892125369949261,
2022-04-01,0.9895094278111808,
2022-04-06,0.989932099984987,
2022-04-07,0.9896966118348139,
2022-04-08,0.9898262948829504,
2022-04-11,0.9895637183520549,
2022-04-12,0.9898603371653606,
2022-04-13,0.9897362493405774,
2022-04-14,0.989818973734824,
2022-04-15,0.989629206640864,
