portfolio,type,members,days,total_return,cagr,max_drawdown,sharpe,tail5,worst_year,avg_utilization
A_REDUCED_SMV6_CASH,HISTORICAL_SLEEVE_NAV_COMPOSITE_REDUCED_SMV6_CASH,ATRDR+MCB+OGR+25% cash,472,0.061719792451054634,0.03137891786337588,-0.019277101681410835,1.200953063160048,-0.004460531589093042,0.03302725024328934,
A_REDUCED_SMV6_CASH_WITHOUT_ATRDR_CASH,fixed initial 25% sleeve replaced by cash,MCB+OGR+cash,472,0.022523611442201608,0.011557048157742722,-0.005540123544977904,1.1282536710333675,-0.0015837213666648152,0.014533137845867072,
A_REDUCED_SMV6_CASH_WITHOUT_MCB_CASH,fixed initial 25% sleeve replaced by cash,ATRDR+OGR+cash,472,0.0432177607159181,0.022067223837975547,-0.014056865503417115,1.1902701947800272,-0.0030955856981845034,0.01909203655315128,
A_REDUCED_SMV6_CASH_WITHOUT_OGR_CASH,fixed initial 25% sleeve replaced by cash,ATRDR+MCB+cash,472,0.05769821274398956,0.029361663171762586,-0.019277101681410835,1.1429128156026467,-0.0044133152281955286,0.03290775261504697,
B_REDUCED_SMV6_CASH,HISTORICAL_SLEEVE_NAV_COMPOSITE_REDUCED_SMV6_CASH,ATRDR+MCB+IFCGR+25% cash,472,0.061719792451054634,0.03137891786337588,-0.019277101681410835,1.20095306316005,-0.004460531589093042,0.03302725024328934,
B_REDUCED_SMV6_CASH_WITHOUT_ATRDR_CASH,fixed initial 25% sleeve replaced by cash,MCB+IFCGR+cash,472,0.022523611442201608,0.011557048157742722,-0.005540123544977904,1.1282536710333733,-0.0015837213666648152,0.014533137845867072,
B_REDUCED_SMV6_CASH_WITHOUT_MCB_CASH,fixed initial 25% sleeve replaced by cash,ATRDR+IFCGR+cash,472,0.0432177607159181,0.022067223837975547,-0.014056865503417115,1.19027019478003,-0.0030955856981845034,0.01909203655315128,
B_REDUCED_SMV6_CASH_WITHOUT_IFCGR_CASH,fixed initial 25% sleeve replaced by cash,ATRDR+MCB+cash,472,0.05769821274398956,0.029361663171762586,-0.019277101681410835,1.1429128156026467,-0.0044133152281955286,0.03290775261504697,
