year,dimension,score,n,ir20,ir40,ir60,persistent_excess_score,mfe20,mfe40,mfe60,mae20,mae40,mae60,future_dd60
ALL,spike_distribution,1.0,218,0.004441291578679602,0.013619011318705928,0.03133641273452011,0.5003290559974335,0.1083089057735722,0.17817157016775564,0.24088750247186214,-0.10050903241041349,-0.1324987047681651,-0.151342979692263,-0.2052977907061259
ALL,spike_distribution,2.0,2,0.13360677474170357,-0.060308373086544825,-0.342239912905829,0.4575450838101441,0.15682685398395257,0.19585213797076106,0.19585213797076106,-0.016323600705645425,-0.1484232709145133,-0.40529391950373994,-0.4746486078535051
ALL,volume_alignment,-1.0,45,-0.01139017724277168,0.038065617047239084,0.06036672294318366,0.5001248394478908,0.10549933834439429,0.22855600928394507,0.3108796876785916,-0.09358738180488506,-0.12666681318980327,-0.1476197107923643,-0.2134610391284486
ALL,volume_alignment,0.0,76,-0.007923204216651571,-0.0004575436371895171,-0.002784375504120993,0.44379722577270736,0.12331425974192615,0.19212570016878933,0.24546122705945478,-0.10294169406392277,-0.1334782111056391,-0.1501853581014708,-0.21268188155463075
ALL,volume_alignment,1.0,384,0.019159170959956204,0.02091196193947492,0.0277178625324566,0.5093278174177903,0.1377666359177338,0.2088561895616321,0.2617297536337046,-0.09574535954291176,-0.1270767765551448,-0.14522828523798137,-0.21006441835390557
ALL,volume_alignment,2.0,17,0.059258276020816104,0.062035463123966676,0.0824355633704866,0.6206230928542711,0.16389991375365795,0.23038540735338844,0.34621683490513,-0.0818480117137366,-0.1177582874563611,-0.1629416352052469,-0.2253554537240453
ALL,rejection,-1.0,19,-0.03474553436581164,-0.05413332541532698,-0.0005082051477873626,0.36115296965104177,0.0867636440011736,0.149627580133042,0.19415970739402225,-0.11813971299845741,-0.16486023988339318,-0.19411757052149717,-0.23679285506922945
ALL,rejection,0.0,511,0.014026670291087017,0.022841479540178657,0.027590301144542747,0.5048472094949512,0.13396328773613217,0.20927367049245238,0.2663546755982331,-0.09672527330268071,-0.1278375592547391,-0.14755409360838564,-0.21145374325603794
ALL,rejection,1.0,4,0.07819936462915573,-0.01577358747320861,0.20174361951470982,0.5017337256397143,0.18980914179342145,0.29492785594574905,0.6441128707337866,-0.06078613874327762,-0.0899810651749165,-0.09020447893720426,-0.2463050450611971
ALL,context,-2.0,137,0.0016144550667750147,0.01766252775884911,0.017608643684776024,0.5069974226925674,0.12423857732583292,0.18629759396663045,0.25233528010707285,-0.09439921230152967,-0.12682251936093228,-0.15184038601199368,-0.21436969324423122
ALL,context,-1.0,147,0.00911754863560261,0.017521667294452096,0.033891703739197594,0.49560175543989504,0.1290629520149896,0.21417050633949397,0.27755545601667936,-0.09019064238931024,-0.12112718335604325,-0.13806533847767832,-0.20085350486325382
ALL,context,0.0,97,0.00043928787037848,-0.015189348295391616,-0.010885704841019132,0.4471480986583511,0.12075659217705277,0.17473432807594028,0.2269937680609709,-0.09991981381405005,-0.13779960384471623,-0.155694385477062,-0.21661289467515157
ALL,context,1.0,92,0.019061868261140893,0.06160761182900383,0.07361289270959363,0.549668749882297,0.12553792117233337,0.2190220850132953,0.27492885108366627,-0.10457795706530355,-0.1284535107345305,-0.14084062256269972,-0.19965797415263745
ALL,context,2.0,67,0.05512793880523822,0.03124234621187167,0.035635873728696005,0.5214616597123642,0.1867070846338473,0.2656911870517652,0.3152676696582469,-0.10377157118456266,-0.1370018016591164,-0.16724940541888997,-0.24703580420617743
2018,direction,-2.0,61,0.0025906788418911704,0.012197494310439856,0.02600822461992249,0.5465850892389298,0.09580636576891192,0.1232527189295414,0.1790632653992848,-0.10221240600419385,-0.14035556341585698,-0.1782545543429493,-0.2248845315752366
2018,direction,-1.0,38,0.0026700242115170994,-0.01953791778753824,-0.0159594823618794,0.44114312347973117,0.07219869228565297,0.09433833395537587,0.14169625506675512,-0.12571387110279755,-0.1839241662773285,-0.2185494990571389,-0.24065624740422265
2018,direction,0.0,21,-0.002786099587886062,-0.016637069738751543,-0.011092497922468235,0.4123116471823503,0.07208781442963602,0.13254249724816247,0.19542886985362284,-0.14032134518895548,-0.21386857324064554,-0.23856394658239446,-0.25112227002614657
2018,direction,1.0,12,0.012101989559762003,0.08156377484656295,0.07927394542672465,0.6166811289866927,0.08619226969192233,0.13380139573676927,0.1527088374483171,-0.10841119075865206,-0.13884904717186233,-0.15748908491458521,-0.2012502830304432
2018,direction,2.0,3,-0.07212816885174905,-0.030813975483046614,-0.08123214582746403,0.36473810347582436,0.04201415147407136,0.0711767451527942,0.10832239520167002,-0.277583599682237,-0.3133293315351502,-0.36936244200952134,-0.37082216389875505
2018,turn,-2.0,35,0.013810853401325748,0.017880544053263777,0.0272190517101895,0.5465136434523211,0.11930727523895622,0.1624727453559855,0.21315577437662217,-0.09525871102892329,-0.1375071827094801,-0.1760732899401122,-0.23531595432255728
2018,turn,-1.0,48,0.004993169103871904,0.010221102116047218,-0.0028896125805471496,0.4997902039094857,0.07967325727262975,0.11261446710626484,0.14675198614669113,-0.12010633209580716,-0.1687233954424395,-0.19984081874282622,-0.22746623626729212
2018,turn,0.0,17,-0.015394193986584273,-0.011601323070664535,0.02847323474454094,0.48705309085131665,0.06708830961716453,0.09809534081148008,0.19354357861820579,-0.12123454935841144,-0.17968533484565155,-0.22272494044117402,-0.25122789826407316
2018,turn,1.0,28,-0.0005181040742300366,-6.0831063613559144e-05,0.02728649285823471,0.4712968443511473,0.05977797057670097,0.08412833890189973,0.14178634778511714,-0.13688362742600882,-0.1833480227636682,-0.20373554072992223,-0.22144903327322782
2018,turn,2.0,7,-0.04528859542465402,-0.054136428177972894,-0.08676319619254443,0.3805628700157981,0.06393957005956555,0.08436531141553953,0.11485576729831916,-0.15708992452120446,-0.22119351139991839,-0.27719491811824126,-0.29114949168591503
2018,retention,-2.0,36,0.005681192490186213,0.001301700611083023,-0.01060582926549997,0.5094542157641855,0.11293564253210296,0.1510298933709645,0.17460473959439884,-0.10241423754241137,-0.1460536282162578,-0.18074826579831163,-0.2373052336464088
2018,retention,-1.0,59,0.003733611423938954,0.0026081469799922406,0.019113065502927858,0.5007027047454377,0.06078882442635517,0.09319042494563431,0.15313408166551368,-0.1179911211566423,-0.1638666775567842,-0.20363537513644248,-0.21966078586373913
2018,retention,0.0,21,-0.030040004879224286,-0.0667752542603246,-0.029152095592967556,0.34038306978693217,0.0752840478792743,0.10208766469558007,0.180733804781599,-0.14130016615688895,-0.2201621551623453,-0.23299606821124078,-0.26506624302069653
2018,retention,1.0,12,0.015873725008336333,0.0973210338885326,0.0717570793006979,0.6435754080452937,0.08889387074840217,0.1351603118795965,0.1633541661033633,-0.15044724107716032,-0.18083842211339554,-0.20379475299498082,-0.24040343116616716
2018,retention,2.0,1,-0.08570086775885571,-0.1306163596182011,-0.14264060083100405,0.15813953488372093,0.0598111227701994,0.0598111227701994,0.0598111227701994,-0.1290661070304303,-0.20216859041622948,-0.4123819517313747,-0.42137508509189936
2018,quieting,-2.0,4,-0.056104195450619565,-0.09686766162869204,-0.10498496400670485,0.2791065758326252,0.08113284898315798,0.1353131481546736,0.196229789518585,-0.15709065844253092,-0.18715423895744102,-0.21927925625204078,-0.25124772377796406
2018,quieting,-1.0,10,-0.06201419044146841,-0.07408823780769405,-0.06774377250108822,0.3285423493150602,0.0603801169145308,0.0603801169145308,0.07353801165137297,-0.1596553792421085,-0.2287301228646589,-0.24580707958943124,-0.2538189812552924
2018,quieting,0.0,65,0.0019676125487758517,0.015892572877983072,0.02392402672645972,0.5076554816366189,0.07609690831287476,0.1186818730555586,0.17429353698998895,-0.12197653877730258,-0.16339097388964374,-0.19458103627613121,-0.22883834903787675
2018,quieting,1.0,41,0.0306049311135414,0.02329274641173501,0.04365968625989414,0.5792646421321854,0.09674389306148176,0.1301012737330902,0.1882783892073848,-0.09216081328397613,-0.15281994059416523,-0.1855742269936578,-0.22171497903441073
2018,spike_distribution,-2.0,14,0.01076554349782837,0.02165543783849605,-0.00018782245193841346,0.52012591318446,0.12567827918071003,0.12872962571342553,0.16356669780474778,-0.09632241759565126,-0.14760156292176613,-0.20370842087747223,-0.2502159271199429
2018,spike_distribution,-1.0,28,-0.021776729181927357,-0.07601070023138178,-0.09824802499420673,0.3361354658387553,0.0784127058414286,0.10556569797861494,0.12010502458200414,-0.12808760229929597,-0.19495598878599213,-0.2270819939101663,-0.25617889972043806
2018,spike_distribution,0.0,35,0.005069679276613575,0.038107869272778976,0.0534348851746417,0.5455385628327636,0.08089000659204003,0.13163084531567942,0.2033477399068723,-0.12678186109321432,-0.16364458755943137,-0.19098741548582754,-0.21907722524780635
2018,spike_distribution,1.0,58,0.007093373097451624,0.017756883386184346,0.040311087179013654,0.5425975182359885,0.07716776740852993,0.10932203589792033,0.16894398326725596,-0.11586526476377287,-0.16199093369197434,-0.19467990928537635,-0.22965855742303212
2018,volume_alignment,-1.0,17,0.005471935240032581,0.0002638838154402989,0.07959639908825182,0.5151831516803175,0.08616678543652731,0.12301388277026437,0.244563052393654,-0.10113676173692211,-0.1467720265979937,-0.17869591071022614,-0.2197556540507209
2018,volume_alignment,0.0,16,-0.030417835973508264,0.026792565334813865,0.023236124861948787,0.49731036472170354,0.056375203049489175,0.11428462784288404,0.17427044516945067,-0.13501640058129677,-0.1911799122685827,-0.21251505796812328,-0.2312759681969274
2018,volume_alignment,1.0,80,0.010664891714669297,0.006461113924847053,0.0013208237937433365,0.5075677772245446,0.08543281995339014,0.1191271819187965,0.15565492041522283,-0.11611571722673923,-0.16606965126166492,-0.19770846949008739,-0.23135181442945738
2018,volume_alignment,2.0,7,0.011229920632928598,-0.01291276697842072,0.059592658149558754,0.5469721197435298,0.09138100335022127,0.10622330390680755,0.1672143556884242,-0.10902000777019076,-0.15462484318108002,-0.1909642166885952,-0.22336868159541703
2018,rejection,-1.0,5,-0.011072742671520367,-0.09126452515873959,-0.07944650702438044,0.2855710015827198,0.08696650340127339,0.09556095281935754,0.09556095281935754,-0.09750132830261438,-0.1655096786448059,-0.22926178127847682,-0.2596914577514223
2018,rejection,0.0,124,-0.00037005284762762824,0.0023550018321742113,0.01007535394807822,0.49583100997202195,0.08003946639129096,0.11518614752405563,0.1665995781934759,-0.12147273022182786,-0.1701141218757883,-0.20262864689922697,-0.23449294234673182
2018,context,-2.0,75,0.00031555808517877453,0.003325495145550861,0.017367803401120048,0.5160913820262943,0.09508857920239762,0.12389539007092734,0.17901482964800353,-0.10482363804471108,-0.1493460039315724,-0.18569704523515743,-0.23049045815008967
2018,context,-1.0,32,0.02154078003182184,0.009770335319833783,0.024437457958444816,0.5207660671072522,0.06998854294831025,0.10898563127775826,0.1731712044920535,-0.12531568637201057,-0.1775549232358125,-0.2059397311642907,-0.22229768204092915
2018,context,0.0,14,-0.041879562883088146,-0.0720126765534117,-0.08702089462534976,0.2648779415636957,0.05585739635093136,0.07774870266172662,0.10135946482880086,-0.15117138986575768,-0.2378488448522458,-0.2776886757848091,-0.2808860625822052
2018,context,1.0,11,0.01986147879016615,0.09920816111348371,0.06331655521957523,0.6409650752770599,0.09181731157345335,0.15013511593180703,0.1713260687193341,-0.10791453959655445,-0.1343289708529679,-0.15046395273830984,-0.20174265704069258
2018,context,2.0,3,-0.07177019917533324,-0.03554132748178037,-0.03602788969478102,0.3759289251860345,0.032887207253100646,0.062049800931823475,0.0991954509806993,-0.30572766478011854,-0.319337979966365,-0.37537109044073613,-0.370682365298537
2019,direction,-2.0,9,0.012113765937195514,-0.03395177199150891,-0.04745280573571159,0.41279050896520963,0.14890398006858904,0.22736859832336614,0.3231647552796863,-0.048012725666042866,-0.09394807635932348,-0.09624165434097487,-0.17656077257619948
2019,direction,-1.0,39,-0.02348289294148602,0.005458145424565091,0.016139792892934626,0.47308051714973753,0.13908765723712926,0.2434983765771532,0.32887398837563875,-0.05202865505428695,-0.0874753512745867,-0.10441609193294599,-0.20296129820775502
2019,direction,0.0,29,0.02752962500359749,0.09422403010988717,0.07015340867407086,0.5490161029442185,0.1769037233514217,0.3559041904258735,0.4104718735991883,-0.07542363012092589,-0.08586205448024699,-0.09896760597207117,-0.20179431320412006
2019,direction,1.0,41,0.02884554797722998,0.05995996139895835,0.052127004661368694,0.5513635669402496,0.12283006835726444,0.21976151150298445,0.26601460076593725,-0.0987252849239219,-0.11842043201373792,-0.12739503450413273,-0.1826601297324683
2019,direction,2.0,17,-0.0173059822515694,-0.003962656263033855,2.2499672934764457e-05,0.4451920072537618,0.06716068734711525,0.1100713042000874,0.15482967241369783,-0.1045248337090481,-0.15964776159405347,-0.16561738742277843,-0.19463489045670848
2019,turn,-2.0,14,0.0019025612020723054,0.030169973226212628,0.03090014059893984,0.5112310269621616,0.1251549942785275,0.20927341233908434,0.28767216134063417,-0.06714041306905937,-0.07783479444483528,-0.09760998568627281,-0.18181506991591073
2019,turn,-1.0,41,0.016015374458396077,0.03820378587476888,0.045763187198134554,0.48978480575910244,0.13616924069436095,0.2453489404020243,0.340954719807454,-0.07081558208969141,-0.09285215238583036,-0.09732875851714959,-0.17869097006740706
2019,turn,0.0,25,0.004134933913244775,0.03658450202598244,0.027870655500599514,0.5262930053991305,0.131381681773167,0.2597295891584728,0.3170356461985132,-0.07478445828217431,-0.09713879936828836,-0.1127966053426084,-0.1831827325600717
2019,turn,1.0,40,-0.009907564419137427,0.023489135248793296,0.008983710667987976,0.47482814298872833,0.1311750536639363,0.2317669639182392,0.2681935576543884,-0.08389261490861119,-0.12086928305352038,-0.13677142779077286,-0.20359901039840195
2019,turn,2.0,15,0.032645265461467184,0.07919193673820724,0.0672938500375952,0.5914686556434868,0.1470582625567041,0.26615714145812586,0.30111790059779864,-0.09363036696733727,-0.1437635966758238,-0.14662426029955516,-0.2372774427652439
2019,retention,-2.0,12,0.0032237810267260144,0.024504871808585182,-0.005951140791342946,0.4614494663305068,0.1566780236686233,0.2976127722429496,0.4135412658414754,-0.05348526723230205,-0.09346342642633278,-0.10363651290752296,-0.20980697000569873
2019,retention,-1.0,52,0.004668859477731533,0.029497891430996046,0.04607304223615453,0.5056343966193935,0.13370116980860017,0.22197125240451085,0.3009337218562144,-0.0665837804185631,-0.09083425276323707,-0.100260009739718,-0.176376616174424
2019,retention,0.0,25,-0.02614502387542504,-0.047513785870545194,-0.047968381159992725,0.4073526213536902,0.13913015473072896,0.23326982245708744,0.27188406327270725,-0.08328352258143253,-0.11158766348216824,-0.12396063641636992,-0.19960333609778202
2019,retention,1.0,31,0.04720439964003746,0.13586115060394488,0.0884729762342321,0.6246823135692805,0.14913958347825237,0.31808587041831615,0.35575405871264937,-0.08222947254771293,-0.09788723804293965,-0.11664385853007818,-0.2049661148435127
2019,retention,2.0,15,-0.014077392967160393,0.011932801308894974,0.033771864484120805,0.4587695085405785,0.07588992316270904,0.12927625336323395,0.18269530749661161,-0.11585298029901495,-0.176478826622831,-0.17833472415354143,-0.20807536528473952
2019,quieting,-2.0,3,-0.0734877313707699,-0.09652861265815772,-0.09996042936133585,0.24879323828134522,0.08281189732977394,0.14620658035635872,0.14620658035635872,-0.1310363307558646,-0.16644533474566506,-0.16674321976204876,-0.23971118454729126
2019,quieting,-1.0,18,0.09269169616781842,0.13801286831735224,0.14976356586516093,0.646399032017306,0.1828434587618148,0.28707071295371317,0.35638370873557657,-0.10644698753890756,-0.13095711943845723,-0.1412473452671176,-0.22371819206317273
2019,quieting,0.0,73,-0.0062788864506017955,0.013782760477593513,0.008669789962475853,0.49543484035915064,0.12214213272505432,0.22578478710526353,0.27672345757441535,-0.07601261078223961,-0.1014070042888907,-0.11677112861463125,-0.19103178463467427
2019,quieting,1.0,39,-0.004473350140554893,0.03952681074164325,0.021037390738429945,0.46111363429758784,0.13513129154436238,0.251419822736438,0.3289044486709027,-0.06526730634280388,-0.10044153849923745,-0.10616296481267809,-0.18375230430522566
2019,spike_distribution,-2.0,7,0.02841068200930475,0.15991670944495806,0.16222006593855673,0.5081965975894357,0.1922221797289944,0.3672019950872821,0.49901716268476953,-0.09375726141203286,-0.09839548033596603,-0.11228344232259192,-0.1860313886725755
2019,spike_distribution,-1.0,30,0.015228128861193953,0.021831636381602133,0.02369437871136606,0.5231864178258925,0.15513599661285105,0.25048712919466126,0.32357451478679805,-0.0785010024478892,-0.09520863625913449,-0.11390119122254337,-0.2081573164801512
2019,spike_distribution,0.0,34,-0.0006439514379617807,0.04387424137398851,0.018834986864432954,0.5133842658200118,0.14683120952177584,0.2641734505168535,0.3069104297903734,-0.07213546458358365,-0.0970875055525197,-0.11190400969479307,-0.18997309126108494
2019,spike_distribution,1.0,63,0.002023298263937858,0.026014058734191547,0.030546567796617827,0.4867563672981386,0.1091223603061535,0.21385020062985383,0.27517021599398395,-0.07919128701726139,-0.11825602479869565,-0.12411445175619318,-0.1907486359367409
2019,spike_distribution,2.0,1,0.11872388097254502,0.125815893174456,-0.03677993918141372,0.8872072072072072,0.2059219380888293,0.2059219380888293,0.2059219380888293,-0.020188425302826274,-0.020188425302826274,-0.020188425302826274,-0.13124274099883915
2019,volume_alignment,-1.0,5,0.0067477242565217145,0.23953317631760895,0.039371991633449045,0.6468818864044447,0.20905159290912012,0.5442431870168353,0.5679375528516692,-0.015357966797990018,-0.015357966797990018,-0.06360409002545483,-0.2511249198113364
2019,volume_alignment,0.0,24,0.025092079781526607,0.04349490128043456,0.030553089297211785,0.46574891597838836,0.17818511972650677,0.2962760465738439,0.3631408705031292,-0.07319839013450773,-0.08599839430561224,-0.10002823837612544,-0.19869931900455548
2019,volume_alignment,1.0,101,-0.0025071410911557254,0.017560341159543545,0.022638901456698553,0.4883004971514002,0.11714669829103978,0.20708678576936979,0.2653881647192258,-0.08425749438593064,-0.11857229702099228,-0.1280068272005828,-0.19311566206556008
2019,volume_alignment,2.0,3,0.14414689490011048,0.24239831869796932,0.2108508850405042,0.9336679157281655,0.1908655478281017,0.3819829013594857,0.5074463688105736,-0.01998072408121432,-0.01998072408121432,-0.01998072408121432,-0.10954367774214128
2019,rejection,-1.0,3,-0.07494986172458311,-0.09878579730201309,-0.09882056887230568,0.19577579703260775,-0.010999656242381306,0.05605406677483893,0.06610893760169505,-0.1484958214804327,-0.1603821263899935,-0.17795318582151812,-0.1834118400342701
2019,rejection,0.0,131,0.00932138536099658,0.04174118376626627,0.036916838553526066,0.5159236423214333,0.13732328801483115,0.24779444564946032,0.311927128028894,-0.07542846804619066,-0.1043431634215271,-0.11561970989957715,-0.1936725707507201
2019,rejection,1.0,1,-0.1162359345059212,-0.14094582376793793,-0.1652289355878889,0.08756756756756756,0.11617515638963383,0.11617515638963383,0.11617515638963383,-0.14655942806076816,-0.16621983914209137,-0.16711349419124244,-0.23308883455582763
2019,context,-2.0,14,-0.0037249182848063576,0.06228533467532883,-0.018966818494603833,0.47708141205551946,0.2055971725626666,0.39611170930712614,0.49190357784660943,-0.037775122550135966,-0.055124096087176666,-0.07882015323661193,-0.22118641714526827
2019,context,-1.0,38,0.002237951339065408,0.019466181784203253,0.055323780468180435,0.4834522073682197,0.1492787476066852,0.27831053309023285,0.3693385927142038,-0.057193070973989964,-0.09238548049514868,-0.10535096713246911,-0.19904965950249023
2019,context,0.0,29,0.0002659646611693317,0.007707785447538326,-0.013426016483090183,0.46940865999786074,0.11336709111747618,0.1895661522586654,0.22917052141134323,-0.0797307256210049,-0.11444672683597966,-0.12621353869467497,-0.19864670239763238
2019,context,1.0,34,0.02388243490989163,0.07602293186072867,0.07014039322415613,0.577330338113914,0.13280502165431377,0.23936544310173696,0.28442089048088215,-0.10021399261605639,-0.11692189600400271,-0.12549596687541992,-0.18538117599006163
2019,context,2.0,20,0.0013703452801729435,0.030538840160459445,0.027111405891450658,0.4984242909096256,0.08592788570102619,0.14941010340522415,0.19695918653543099,-0.10257605009422313,-0.13698177400582467,-0.14066403281220802,-0.17151099343405748
2020,direction,-2.0,3,0.03698943825903188,0.05219472259657363,0.1014285758832852,0.5207168029433342,0.15592818634313668,0.34820358516765365,0.34820358516765365,-0.10937140624847845,-0.2036351993831256,-0.2091397865390889,-0.27128550750113684
2020,direction,-1.0,34,0.028417492339042266,0.01528733232212108,-0.0036504828879959286,0.4714676642828498,0.24482448539567034,0.29045892715507365,0.3167786212784217,-0.09462010016362017,-0.11568234953787977,-0.13276865305431088,-0.23300630267883526
2020,direction,0.0,34,0.029732223028444485,0.07248623817882426,0.0872188024898011,0.5689698294555655,0.15159284484618074,0.2673691470104382,0.3544338067684462,-0.07466749664169692,-0.08814774954353204,-0.09177120049775356,-0.18033484888098694
2020,direction,1.0,44,0.015805051917073272,0.0026167022049572945,0.034398684943891866,0.4915966075887757,0.13352878457454123,0.19989868855272477,0.26176946130817424,-0.126911424099347,-0.14972977485798833,-0.167687066634672,-0.2283492729253793
2020,direction,2.0,20,0.047737155131160405,-0.01874475815495835,-0.023313575912263053,0.4720184683380782,0.1806706384856995,0.2586504320724615,0.30495638908785827,-0.08155858693919661,-0.1253654494476962,-0.1839581417468081,-0.2697388460407536
2020,turn,-2.0,17,0.00014458578428057204,-0.006980638585845488,0.018669618313834447,0.48863393898395,0.10031340777119932,0.12904772625601707,0.15719982384990172,-0.1037607125489911,-0.13982759059705044,-0.15177125778992417,-0.1986871907356841
2020,turn,-1.0,36,0.01960823403068664,0.012146381462849546,0.05349044358345885,0.5142704277915241,0.16072389324106748,0.22374198066777684,0.28861610926152514,-0.08278430864611716,-0.09856931383092954,-0.10808259379791821,-0.18448936604660024
2020,turn,0.0,17,0.03436210576050909,0.07523430510657939,0.027403692114411526,0.5457272863873949,0.19490608891638853,0.3045268450581244,0.3381285011830462,-0.08599075506014811,-0.11804013781739636,-0.13468638083692705,-0.23437911111123466
2020,turn,1.0,50,0.027703648992076436,0.009632039794564166,0.004129395287806032,0.4495025606173002,0.17669598165935071,0.2725941504159863,0.32984595810922307,-0.1054177184523929,-0.1340129806012934,-0.1603374311674103,-0.24128520037518278
2020,turn,2.0,15,0.07070209288507412,0.05346274969983659,0.08516714684814741,0.6289760689287384,0.25300415966074624,0.3282753118479868,0.4119838682651418,-0.12148472840307925,-0.1335768225732707,-0.16943622369980968,-0.28277308514898397
2020,retention,-2.0,10,0.015745500000161422,0.04304206631438577,0.09613590476904507,0.5864961044908299,0.1368933783247333,0.19447556218947107,0.24526686073946297,-0.06403383875153332,-0.07750245987422358,-0.08115743063445749,-0.15516560946830052
2020,retention,-1.0,39,0.00837329181647012,0.030098214354453336,0.037867088621868494,0.5001613833269953,0.16152767949797084,0.24004427910263948,0.286787484754644,-0.09862578811569352,-0.12262719880334806,-0.13452831514398272,-0.2084669508578228
