precapital_opportunity_count,buy_request_count,authoritative_buy_count,matched_buy_count,unmatched_buy_count,legal_opportunity_not_funded_count,funded_but_not_filled_count,other_rejected_count,status
200,130,106,106,0,70,24,70,PASS
