year,independent_conflict_decision_timestamps,constrained_requested_notional,total_requested_notional,constrained_fraction,one_percent_negligible_boundary
2018,32,841273.9709657957,16711762.030741904,0.05034023159366685,False
2019,29,3196067.928298011,24800976.674479578,0.12886863167718685,False
2020,20,0.0,17041939.86286853,0.0,True
2021,28,0.0,15513126.63272455,0.0,True
2022,29,0.0,17091194.99137982,0.0,True
2023,21,2853588.189733211,24523805.889136374,0.11635992401152145,False
2024,18,26632290.893530376,60977580.27855634,0.4367554562163565,False
2025,25,0.0,69078448.76233627,0.0,True
2026,14,0.0,37040625.10612157,0.0,True
