gap,mcb_mode,target,mechanic,year,state_family,from_state,to_state,switch_count,mean_forward_5d_incremental_pnl,sum_overlapping_forward_5d_incremental_pnl,mean_forward_20d_incremental_pnl
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,BEAR,1,0.0,0.0,578408.040403394
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,TRANSITION,12,34865.919156597694,418391.02987917233,200019.16042961157
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BEAR,9,117576.85890958934,1058191.730186304,433978.0499188064
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BULL,12,43968.02232804429,527616.2679365315,239104.2273125764
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,10,-19502.633927454055,-195026.33927454054,100113.36117593692
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,105224.05528644731,947016.4975780258,150032.65316211918
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,BULL,1,21036.563037818283,21036.563037818283,465953.4733824404
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,TRANSITION,7,-37063.92793823792,-259447.49556766544,31168.033918249952
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,BEAR,1,37387.287192514166,37387.287192514166,496420.81941662636
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,TRANSITION,8,53510.94446157431,428087.5556925945,105385.61630268686
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BEAR,7,-174767.3465273609,-1223371.4256915264,32349.749446141133
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BULL,7,171559.24823131118,1200914.7376191784,260903.04411537733
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,13,-6017.344298140362,-78225.4758758247,221159.2609778594
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,13,-15866.496708160983,-206264.45720609277,144791.62089121013
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,BULL,1,-144708.8789424654,-144708.8789424654,-322598.5081424685
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,TRANSITION,12,10332.101145476568,123985.21374571882,137443.28995489617
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,BEAR,2,-6159.409448315862,-12318.818896631725,-1042.6889086607553
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,TRANSITION,7,-59843.05301050855,-418901.37107355986,122235.93571351629
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BEAR,12,20917.98689553421,251015.84274641052,149153.25557989013
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BULL,8,-30880.05835561501,-247040.46684492007,5880.561983587686
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,15,-7912.158713712792,-118682.38070569187,-119991.640775366
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,15,23833.17393015741,357497.60895236116,-193345.39776225135
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,BEAR,TRANSITION,9,-53457.34906037524,-481116.1415433772,-460636.7699742963
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,BULL,TRANSITION,9,96199.4174871573,865794.7573844157,-52141.99470499851
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BEAR,8,-163819.9394867965,-1310559.515894372,-393507.2050666546
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BULL,9,85282.10924250612,767538.9831825551,-101858.27730851475
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,11,68894.73288158904,757842.0616974793,405631.91611253226
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,11,-28200.686432003637,-310207.55075204,344845.139002887
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,BEAR,TRANSITION,13,135046.3128681947,1755602.0672865314,499707.7512381609
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,BEAR,1,-373765.5926291393,-373765.5926291393,48036.82722674683
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,TRANSITION,14,56690.11656806199,793661.6319528678,184310.57045385925
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,TRANSITION,BEAR,13,176980.409053326,2300745.317693238,576304.7710754401
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,TRANSITION,BULL,15,-56991.418795052916,-854871.2819257937,83903.92542325749
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,5,-123949.73239719942,-619748.6619859971,-570635.8690038796
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,6,126497.6403620743,758985.8421724457,198410.4916472345
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,BEAR,TRANSITION,4,192611.24994685221,770444.9997874089,136001.05226549925
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,BULL,TRANSITION,5,-74325.68601654991,-371628.4300827496,117877.54538144656
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,TRANSITION,BEAR,3,-82258.80565298286,-246776.4169589486,-732008.9233351933
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,TRANSITION,BULL,5,46516.94137259312,232584.7068629656,185845.24571992605
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,9,15362.033078620727,138258.29770758655,4624.53053663909
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,15195.948742405511,136763.5386816496,3351.8266987616403
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,BEAR,TRANSITION,9,4429.538610087915,39865.84749079123,7229.165612990968
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,BULL,BEAR,1,109107.05420041922,109107.05420041922,35635.721665945835
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,BULL,TRANSITION,1,-32692.542911800556,-32692.542911800556,36719.417867803946
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,TRANSITION,BEAR,8,3643.9054383959174,29151.24350716734,748.1316454757471
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,TRANSITION,BULL,2,-5016.514694137499,-10033.029388274997,46778.94398589479
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,8,5337.358776684618,42698.87021347694,26918.418977023808
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,-5826.585555109299,-52439.26999598369,35150.155679047624
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,BULL,1,27197.718669565395,27197.718669565395,263202.8239476057
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,TRANSITION,12,-23143.482536336483,-277721.7904360378,33667.53814573772
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,BULL,TRANSITION,9,-29192.370321902345,-262731.3328971211,16422.66808978293
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,BEAR,12,5734.014550775212,68808.17460930254,90901.97164786833
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,BULL,9,350.71705209991586,3156.4534688992426,-34449.31100110916
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,17,47278.9429394168,803742.0299700855,243345.73274261982
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,16,64563.846184712485,1033021.5389553998,294525.4635091764
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,BULL,2,344498.30972286314,688996.6194457263,646895.8790559657
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,TRANSITION,11,136501.82913779246,1501520.1205157172,556766.7992128482
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,BEAR,1,-93971.38820773084,-93971.38820773084,-39678.96880069282
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,TRANSITION,9,62567.987098016594,563111.8838821494,259910.06943765687
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,BEAR,13,147007.12970910515,1911092.686218367,476912.32792705233
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,BULL,7,-2704.5911085252965,-18932.137759677076,155450.54724073436
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,10,57845.67071712688,578456.7071712688,555344.4572014327
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,11,76622.65701122413,842849.2271234654,570328.8748740066
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,BULL,2,226067.73955198377,452135.47910396755,1151263.6159921498
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,TRANSITION,9,237063.02293726162,2133567.2064353544,792237.0429673437
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,BEAR,1,0.0,0.0,1241631.025290759
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,TRANSITION,12,92502.39605649195,1110028.7526779035,479121.253284141
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BEAR,9,238302.4176574062,2144721.7589166556,929992.941451265
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BULL,12,97896.90519304294,1174762.8623165153,547124.4905013803
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,10,-29861.990687265807,-298619.90687265806,238094.0622117157
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,222745.03704285654,2004705.3333857087,341313.6681983236
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,BULL,1,15545.6210358385,15545.6210358385,996815.4580085436
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,TRANSITION,7,-75409.21551864235,-527864.5086304964,87965.42347068911
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,BEAR,1,8607.802174208686,8607.802174208686,1089073.311065358
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,TRANSITION,8,162650.92627214687,1301207.410177175,256690.56233913626
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BEAR,7,-421860.9471207437,-2953026.6298452057,66766.85710341537
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BULL,7,356882.9910148816,2498180.937104171,602879.9294302503
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,13,-3730.0374258290976,-48490.48653577827,579215.4594104303
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,13,-27973.942884197746,-363661.2574945707,415930.1983623192
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,BULL,1,-380252.06176844053,-380252.06176844053,-846028.4276495883
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,TRANSITION,12,26371.017694442377,316452.21233330853,356436.0136104911
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,BEAR,2,7266.410797141958,14532.821594283916,-16424.207148682326
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,TRANSITION,7,-134476.71688337505,-941337.0181836253,340357.06019701407
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BEAR,12,52331.71678970646,627980.6014764775,379124.7508410176
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BULL,8,-59283.69721064274,-474269.57768514194,65637.89372941712
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,15,-10251.39756210496,-153770.9634315744,-327518.9152614658
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,15,162951.20288983863,2444268.0433475794,-422625.90965311794
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,market_regime,BEAR,TRANSITION,9,14313.19694528377,128818.77250755392,-1017382.3230873583
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,market_regime,BULL,TRANSITION,9,246767.90448991582,2220911.1404092424,-229968.07401154636
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BEAR,8,-408750.9579672031,-3270007.663737625,-985865.1838112576
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BULL,9,334576.6675430025,3011190.0078870226,-250674.5976478379
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,11,156961.47655648974,1726576.2421213873,972726.7862756242
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,11,37594.78936600583,413542.6830260642,912754.0138575826
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,market_regime,BEAR,TRANSITION,13,344373.2709800553,4476852.522740719,1331778.9503347117
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,BEAR,1,-1020696.7072790032,-1020696.7072790032,46217.19890415296
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,TRANSITION,14,161701.9204355801,2263826.8860981213,509039.28231179056
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,market_regime,TRANSITION,BEAR,13,440791.5301170725,5730289.891521943,1435451.6730683667
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,market_regime,TRANSITION,BULL,15,-156221.3368817461,-2343320.0532261916,197229.9095939955
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,5,-92032.77581702694,-460163.8790851347,-1624148.089269371
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,6,294448.58377205365,1766691.5026323218,459252.50719989435
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,market_regime,BEAR,TRANSITION,4,442175.0194716267,1768700.077886507,376910.31075947126
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,market_regime,BULL,TRANSITION,5,112843.42878490686,564217.1439245343,336064.9402898241
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,market_regime,TRANSITION,BEAR,3,-248013.59001639546,-744040.7700491864,-1839897.7271614645
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,market_regime,TRANSITION,BULL,5,173799.85161374992,868999.2580687497,423763.42060605285
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,9,21976.43479859643,197787.91318736787,7470.167905033259
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,26577.283312877018,239195.54981589317,9764.692789452047
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,market_regime,BEAR,TRANSITION,9,12197.35830075542,109776.22470679879,14704.276500179018
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,market_regime,BULL,BEAR,1,143275.3136276584,143275.3136276584,46515.605190061964
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,market_regime,BULL,TRANSITION,1,-53852.05134302843,-53852.05134302843,70582.48043395298
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,market_regime,TRANSITION,BEAR,8,6814.074944963682,54512.59955970946,2589.4882444046707
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,market_regime,TRANSITION,BULL,2,-19648.976328311022,-39297.952656622045,75560.314928615
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,8,-14509.413723885895,-116075.30979108716,12239.55555286666
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,-9858.109424933067,-88722.9848243976,55690.91031630555
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,BULL,1,49606.83038876485,49606.83038876485,499477.33055396844
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,TRANSITION,12,-37111.60670971265,-445339.2805165518,41743.39444396738
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,market_regime,BULL,TRANSITION,9,-53589.24836156145,-482303.235254053,-12546.332464652964
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,BEAR,12,-2185.2946788036884,-26223.536145644262,125246.89790717473
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,BULL,9,5987.865956480097,53890.79360832088,-77437.92718355161
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,17,65353.633128809575,1111011.7631897628,371637.3755219872
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,16,98921.14198396361,1582738.2717434177,464168.09748711955
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,BULL,2,515210.32661855593,1030420.6532371119,1022582.9184772256
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,TRANSITION,11,213154.62359346414,2344700.8595281057,873626.0409451892
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,BEAR,1,-160973.15671231225,-160973.15671231225,-54902.2538057128
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,TRANSITION,9,90059.07975618645,810531.717805678,374267.19895083056
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,BEAR,13,219231.21643944894,2850005.8137128362,748440.8165903786
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,BULL,7,-8352.553390836476,-58467.87373585533,250750.4270590359
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,10,80327.82902259668,803278.2902259668,927984.0000731308
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,11,107307.25267828637,1180379.77946115,977818.1888713335
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,BULL,2,387702.49297531694,775404.9859506339,2145559.4485165477
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,TRANSITION,9,410045.71911652613,3690411.4720487352,1374190.267354221
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,BEAR,1,0.0,0.0,2244021.243551996
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,TRANSITION,12,184341.45879483307,2212097.505537997,909720.0705683272
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BEAR,9,403495.0454923821,3631455.409431439,1622786.401138995
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,BULL,12,143431.53766551465,1721178.451986176,996599.3256350398
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,10,-131610.7407760677,-1316107.407760677,497491.1557191495
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,9,530833.5307724072,4777501.776951665,807906.2990246044
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,BULL,1,-33960.09387731273,-33960.09387731273,2321619.346329692
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,TRANSITION,7,-132289.16183007255,-926024.1328105079,194770.74308256526
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,BEAR,1,133159.4971038662,133159.4971038662,2519231.4213748258
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,TRANSITION,8,227914.54577043458,1823316.3661634766,520345.25276679447
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BEAR,7,-834373.0917009424,-5840611.641906597,127968.06816012446
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,BULL,7,827109.7355958091,5789768.149170663,1299500.8948784124
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,13,-18768.739972110212,-243993.61963743274,1242521.4843032327
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,13,-995.4299868188548,-12940.589828645112,944564.180444238
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,BULL,1,-730208.1379080985,-730208.1379080985,-1651599.3421056774
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,TRANSITION,12,72123.492193903,865481.906326836,822694.7141771838
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,BEAR,2,23057.202710932936,46114.40542186587,10779.289821898448
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,TRANSITION,7,-314408.5645179493,-2200859.951625645,609849.6847704208
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BEAR,12,83654.44800406904,1003853.3760488285,830993.6011682106
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,BULL,8,-94283.70283891424,-754269.6227113139,54696.00316488417
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,15,36173.89739304651,542608.4608956976,-599153.4885122302
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,15,386320.03124703583,5794800.468705538,-821385.6233297172
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,market_regime,BEAR,TRANSITION,9,70056.97516103658,630512.7764493292,-2197170.914324426
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,market_regime,BULL,TRANSITION,9,571559.2998229328,5144033.6984063955,-412444.9443221179
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BEAR,8,-819140.1486093805,-6553121.188875044,-2096096.9119944787
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,BULL,9,759101.9774651836,6831917.797186652,-483667.9193743124
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MAJORITY_POSITIVE_20D,MINORITY_POSITIVE_20D,11,162262.44138932155,1784886.8552825372,3654606.155999406
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MINORITY_POSITIVE_20D,MAJORITY_POSITIVE_20D,11,113722.72372572798,1250949.9609830077,3443284.7848199084
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,market_regime,BEAR,TRANSITION,13,744805.6885083112,9682473.950608045,3767075.9986244445
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,BEAR,1,-2149874.7211200898,-2149874.7211200898,142127.16951977834
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,TRANSITION,14,327351.5512901346,4582921.718061885,1396299.360103481
