trade_date,cash,gross_exposure,nav,fees,max_security_exposure,virtual_nav,ATRDR_exposure,ATRDR_nav,MCB_exposure,MCB_nav,OGR_exposure,OGR_nav,SMV6_exposure,SMV6_nav,shared_exposure,previous_nav,gap,mcb_mode,target,mechanic,IFCGR_exposure,IFCGR_nav
2019-01-29,2607189.052156584,2670115.6059906394,5277304.658147223,304189.92668016837,1347362.9580285351,5277304.658147237,2670115.6059906394,1842386.0880845706,0.0,1348968.5061613948,0.0,1033801.1763992063,0.0,1052148.8875020677,0,5286001.353322133,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-01-30,2607189.052156584,2577843.385191061,5185032.437347645,304189.92668016837,1293398.2873893708,5185032.437347659,2577843.3851910606,1750113.8672849918,0.0,1348968.5061613948,0.0,1033801.1763992063,0.0,1052148.8875020677,0,5277304.658147223,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-01-31,2607189.052156584,2612275.0197807066,5219464.071937291,304189.92668016837,1361590.7250275672,5219464.071937304,2612275.0197807066,1784545.5018746378,0.0,1348968.5061613948,0.0,1033801.1763992063,0.0,1052148.8875020677,0,5185032.437347645,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-01,2607189.052156584,2638283.99168772,5245473.043844304,304189.92668016837,1381461.3691075717,5245473.043844318,2638283.99168772,1810554.4737816514,0.0,1348968.5061613948,0.0,1033801.1763992063,0.0,1052148.8875020677,0,5219464.071937291,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-11,3936406.1764767133,1394974.978829211,5331381.155305924,307819.96261959313,1150696.3899342236,5331381.155305939,1150696.3899342236,1893751.5718841627,0.0,1348968.5061613948,244278.58889498757,1036512.1897583153,0.0,1052148.8875020677,0,5245473.043844304,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-12,3985356.135470136,1353296.8082654364,5338652.9437355725,313159.4586634228,1054150.7867341922,5338652.9437355865,1054150.7867341922,1892901.9656822006,0.0,1348968.5061613948,231724.42153124427,1044321.990166682,67421.59999999999,1052460.4817253111,0,5331381.155305924,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-13,4998845.451401324,350112.28019662155,5348957.731597945,315425.9226018071,161599.20795071236,5348957.731597959,161599.20795071236,1897539.1031040715,0.0,1348968.5061613948,71876.57224590924,1047427.3960426155,116636.49999999997,1055022.7262898793,0,5338652.9437355725,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-14,5052696.917538465,294643.1836249093,5347340.101163374,315710.64585028094,136266.89999999997,5347340.101163388,85177.55610857943,1896140.9750644118,0.0,1348968.5061613948,18152.327516329926,1047689.6517453549,191313.29999999996,1054540.9681922293,0,5348957.731597945,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-15,4264715.208874206,1067891.76668018,5332606.975554386,316778.7201726238,281553.99999999994,5332606.9755544,530435.3274958505,1890123.4014419275,0.0,1348968.5061613948,116.43918432966301,1048106.7817868551,537339.9999999999,1045408.2861642246,0,5347340.101163374,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-18,4224641.999363999,1138208.9952823943,5362850.994646393,316790.3798523763,321029.99999999994,5362850.994646408,547282.7452823945,1905083.7033598106,0.0,1348968.5061613948,0.0,1048107.0819649358,590926.2499999999,1060691.7031602692,0,5332606.975554386,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-19,3360651.8772149226,2004693.8635461584,5365345.740761081,319003.7386930115,410977.6,5365345.740761099,1199304.0406866902,1909121.5833162065,61498.472859468035,1348733.5994471624,0.0,1048107.0819649358,743891.35,1059383.4760327977,0,5362850.994646393,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-20,2908594.0933378274,2457616.5412889887,5366210.634626816,320328.00550944195,588134.25,5366210.634626834,1322644.8807238382,1907484.105242642,54929.81056515024,1349275.9814035166,0.0,1048107.0819649358,1080041.8499999999,1061343.4660157415,0,5365345.740761081,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-21,2791433.3626335836,2564720.460578258,5356153.823211841,320872.84005527466,594766.7999999999,5356153.823211859,1419158.2110971815,1901968.4548577378,52689.0494810768,1349286.9718901902,0.0,1048107.0819649358,1092873.2,1056791.3144989975,0,5366210.634626816,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-22,2824293.361998342,2615096.534509686,5439389.896508028,321079.2419885203,594743.0,5439389.896508045,1452240.5136015848,1959609.0467917898,55180.5209081014,1352479.1506511252,0.0,1048107.0819649358,1107675.5,1079194.617100196,0,5356153.823211841,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-25,3089150.7229077877,2507683.02693909,5596833.7498468775,323536.7761341503,536852.7999999999,5596833.749846896,1323227.7442202226,2032158.9264770676,143190.83271886734,1358654.359089117,0.0,1048107.0819649358,1041264.4499999998,1157913.3823157772,0,5439389.896508028,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-26,2864861.828999228,2689182.866862197,5554044.695861425,325967.84661915264,457890.39999999997,5554044.695861442,1481904.1514918418,2016386.1722689504,314248.41537035507,1357169.3782920209,0.0,1048107.0819649358,893030.2999999999,1132382.0633355384,0,5596833.7498468775,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-27,2837295.065965648,2731486.592488641,5568781.658454289,326428.05013245554,465500.4999999999,5568781.658454307,1494645.8807290604,2022490.718295703,322238.21175958094,1359567.094988685,0.0,1048107.0819649358,914602.4999999999,1138616.7632049867,0,5554044.695861425,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-02-28,2809638.510620317,2763394.3073216397,5573032.817941956,326662.3118817434,466816.5999999999,5573032.817941975,1518743.5029817505,2030410.4199184994,327174.20433988905,1361485.784390549,0.0,1048107.0819649358,917476.5999999999,1133029.5316679939,0,5568781.658454289,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-01,2850710.3393554925,2763033.476785657,5613743.816141149,326902.79069128225,478802.1,5613743.81614117,1494604.2987848627,2041367.7359327446,326477.57800079446,1362386.8983220854,0.0,1048107.0819649358,941951.6,1161882.0999214072,0,5573032.817941956,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-04,2983724.4629242145,2667124.6179362764,5650849.080860491,327272.0130301338,486740.3999999999,5650849.0808605105,1415425.753064536,2069582.6213780274,294154.6648717402,1365724.196660738,0.0,1048107.0819649358,957544.2,1167435.180856812,0,5613743.816141149,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-05,2990480.3503265292,2714611.1030985075,5705091.453425037,327811.4649940439,516225.49999999994,5705091.453425052,1397990.1203443322,2113807.7369598476,302630.78275417536,1376787.7985530547,0.0,1048107.0819649358,1013990.1999999998,1166388.835947216,0,5650849.080860491,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-06,3218709.8168976204,2524521.3078142884,5743231.124711908,328731.88463918475,549359.9999999999,5743231.124711926,1147453.7339908401,2137274.449783748,301587.1738234486,1381774.5037554565,0.0,1048107.0819649358,1075480.4,1176075.0892077873,0,5705091.453425037,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-07,3179428.27994515,2573151.7592095253,5752580.039154675,329780.68680925027,596873.3999999999,5752580.039154691,1062537.4212317148,2158707.8052272676,320641.9379778105,1385746.559623459,0.0,1048107.0819649358,1189972.4,1160018.5923390288,0,5743231.124711908,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-08,2949901.974517389,2693417.8983829515,5643319.872900341,330383.9850413484,648159.0,5643319.872900357,1093631.1854930555,2122192.898806577,310532.212889896,1369067.7441330657,0.0,1048107.0819649358,1289254.4999999998,1103952.147995779,0,5752580.039154675,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-11,2954337.276284647,2771263.8594105006,5725601.135695148,330992.3589515641,730576.7999999998,5725601.135695163,1038068.1556238306,2167352.3400988798,308950.15378667024,1390002.6905604783,0.0,1048107.0819649358,1424245.5499999998,1120139.0230708714,0,5643319.872900341,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-12,3136893.405084404,2632944.0751766833,5769837.480261087,331606.2763730121,757619.9999999999,5769837.4802611,894787.8538225116,2196328.877051521,263711.8213541717,1398348.1067561465,0.0,1048107.0819649358,1474444.4,1127053.414488499,0,5725601.135695148,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-13,3229189.78681226,2531319.443606076,5760509.230418336,332537.97277459915,801428.8,5760509.230418349,732534.6755001948,2194828.5224384367,228891.36810588118,1394436.3858442418,0.0,1048107.0819649358,1569893.4,1123137.2401707363,0,5769837.480261087,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-14,3138008.0367413824,2597964.1415747064,5735972.178316088,333219.23993259115,936726.7,5735972.178316102,645301.1210626273,2185035.4172029886,251122.72051207913,1387071.1152370062,0.0,1048107.0819649358,1701540.2999999998,1115758.5639111735,0,5760509.230418336,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-15,3068206.718757882,2702339.984991244,5770546.703749126,333449.9482363618,983002.7999999999,5770546.703749139,610543.6501099413,2194084.1437659943,270362.9348813032,1395349.4555631115,0.0,1048107.0819649358,1821433.3999999997,1133006.0224550997,0,5735972.178316088,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-18,3085592.103306977,2744744.236679146,5830336.339986123,333717.63044307084,1014687.95,5830336.339986135,567650.7054430625,2201966.4754129066,225244.58123608367,1400712.954458946,0.0,1048107.0819649358,1951848.9499999997,1179549.8281493485,0,5770546.703749126,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-19,2996024.560638543,2819557.7254754454,5815582.286113989,334460.53762372397,1161309.8999999997,5815582.286114003,422024.0898546441,2200791.4541868772,133199.08562080152,1405369.7558410156,0.0,1048107.0819649358,2264334.55,1161313.9941211762,0,5830336.339986123,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-20,3320358.631935088,2500027.9344984572,5820386.566433545,335343.5127096906,1179391.9,5820386.566433555,177508.2344984574,2200623.9462517095,0.0,1404949.6620036082,0.0,1048107.0819649358,2322519.6999999997,1166705.8762133054,0,5815582.286113989,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-21,3296101.810230599,2521364.7778392853,5817466.588069884,335546.50146692764,1216368.2999999998,5817466.588069895,93344.47783928546,2201662.655759036,0.0,1404949.6620036082,0.0,1048107.0819649358,2428020.3,1162747.1883423182,0,5820386.566433545,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-22,3292349.474726589,2513638.9499999997,5805988.424726589,335753.1334048329,1291731.75,5805988.4247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2513638.9499999997,1151199.4339302622,0,5817466.588069884,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-25,3292349.474726589,2449240.9499999997,5741590.424726589,335753.1334048329,1261778.5499999998,5741590.4247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2449240.9499999997,1086801.4339302622,0,5805988.424726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-26,3292349.474726589,2428869.5,5721218.974726589,335753.1334048329,1255538.3,5721218.9747266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2428869.5,1066429.9839302625,0,5741590.424726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-27,3292349.474726589,2453791.55,5746141.024726588,335753.1334048329,1266770.7499999998,5746141.024726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2453791.55,1091352.0339302623,0,5721218.974726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-28,3292349.474726589,2438872.8,5731222.274726588,335753.1334048329,1258034.4,5731222.274726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2438872.8,1076433.2839302623,0,5746141.024726588,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-03-29,3292349.474726589,2536736.75,5829086.224726589,335753.1334048329,1296723.95,5829086.2247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2536736.7499999995,1174297.233930262,0,5731222.274726588,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-01,3292349.474726589,2593646.4499999997,5885995.924726589,335753.1334048329,1319188.8499999999,5885995.9247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2593646.4499999997,1231206.9339302622,0,5829086.224726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-02,3292349.474726589,2595700.9499999997,5888050.424726589,335753.1334048329,1321684.95,5888050.4247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2595700.9499999997,1233261.4339302622,0,5885995.924726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-03,3292349.474726589,2634235.8499999996,5926585.324726589,335753.1334048329,1334165.45,5926585.324726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2634235.8499999996,1271796.3339302621,0,5888050.424726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-04,3292349.474726589,2672675.0999999996,5965024.574726589,335753.1334048329,1355382.3,5965024.574726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2672675.1,1310235.5839302626,0,5926585.324726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-08,3292349.474726589,2674864.2,5967213.674726589,335753.1334048329,1362870.6,5967213.6747266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2674864.1999999997,1312424.6839302622,0,5965024.574726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-09,3292349.474726589,2666281.3499999996,5958630.824726589,335753.1334048329,1351638.15,5958630.824726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2666281.3499999996,1303841.8339302621,0,5967213.674726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-10,3292349.474726589,2664457.1,5956806.574726589,335753.1334048329,1345397.9000000001,5956806.574726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2664457.1,1302017.5839302626,0,5958630.824726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-11,3292349.474726589,2624155.8,5916505.274726588,335753.1334048329,1332917.4000000001,5916505.274726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2624155.8,1261716.2839302623,0,5956806.574726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-12,3292349.474726589,2627381.5999999996,5919731.074726589,335753.1334048329,1337909.6,5919731.074726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2627381.6,1264942.0839302626,0,5916505.274726588,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-15,3292349.474726589,2627074.5999999996,5919424.074726589,335753.1334048329,1342901.8,5919424.074726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2627074.6,1264635.0839302626,0,5919731.074726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-16,3292349.474726589,2722769.5,6015118.974726589,335753.1334048329,1395319.9000000001,6015118.9747266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2722769.5,1360329.9839302625,0,5919424.074726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-17,3292349.474726589,2714839.5999999996,6007189.074726589,335753.1334048329,1387831.6,6007189.074726599,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2714839.6,1352400.0839302626,0,6015118.974726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-18,3292349.474726589,2697424.75,5989774.224726589,335753.1334048329,1376599.15,5989774.2247266,0.0,2201732.2468277966,0.0,1404949.6620036082,0.0,1048107.0819649358,2697424.75,1334985.2339302625,0,6007189.074726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-19,3168846.3182897796,2854816.0851973775,6023662.403487157,335947.4055006955,1397816.7,6023662.403487168,99244.18519737788,2206560.0211182926,0.0,1404949.6620036082,0.0,1048107.0819649358,2755571.9,1364045.6384003349,0,5989774.224726589,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-22,3168846.3182897796,2773451.499550584,5942297.817840364,335947.4055006955,1358883.8,5942297.817840374,92684.49955058386,2200000.3354714983,0.0,1404949.6620036082,0.0,1048107.0819649358,2680767.0,1289240.738400335,0,6023662.403487157,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-23,3168846.3182897796,2771635.1252918663,5940481.443581646,335947.4055006955,1360139.7,5940481.443581657,90060.62529186625,2197376.461212781,0.0,1404949.6620036082,0.0,1048107.0819649358,2681574.5,1290048.238400335,0,5942297.817840364,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-24,3168846.3182897796,2780488.0906398445,5949334.408929624,335947.4055006955,1365163.3,5949334.408929635,92993.19063984476,2200309.026560759,0.0,1404949.6620036082,0.0,1048107.0819649358,2687494.8999999994,1295968.6384003344,0,5940481.443581646,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-25,3168846.3182897796,2725537.7762789633,5894384.094568742,335947.4055006955,1348836.6,5894384.094568754,83963.97627896357,2191279.812199878,0.0,1404949.6620036082,0.0,1048107.0819649358,2641573.8,1250047.5384003348,0,5949334.408929624,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-26,3425357.1917725955,2432003.81390379,5857361.005676385,335998.71793787956,1177659.8,5857361.005676396,86124.81390378984,2193440.6498247045,0.0,1404949.6620036082,0.0,1048107.0819649358,2345879.0,1210863.6118831509,0,5894384.094568742,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-29,3174001.6790253366,2661323.250074245,5835324.929099582,337033.80218161206,1119913.5,5835324.929099591,533413.3500742452,2146493.4468623814,0.0,1404949.6620036082,0.0,1048107.0819649358,2127909.9,1235774.73826867,0,5857361.005676385,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-04-30,3717190.4555112794,2127283.5277350238,5844473.983246303,337704.2142619219,816587.2,5844473.983246313,793022.327735024,2150300.8231224185,0.0,1404949.6620036082,0.0,1048107.0819649358,1334261.2,1241116.4161553546,0,5835324.929099582,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-06,3511741.8057534145,2137422.6563076745,5649164.4620610885,339470.86578719533,1473301.1563076745,5649164.462061099,1473301.1563076745,2007396.605890636,0.0,1404949.6620036082,0.0,1048107.0819649358,664121.5,1188711.1122019226,0,5844473.983246303,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-07,3047410.972139063,2659561.9619146604,5706972.934053723,340850.71788937744,2198259.1619146606,5706972.934053734,2198259.1619146606,2061724.0737333014,0.0,1404949.6620036082,0.0,1048107.0819649358,461302.8,1192192.1163518922,0,5649164.4620610885,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-08,3112171.653353323,2667756.062922103,5779927.716275426,341329.13855769456,2491332.662922103,5779927.716275437,2491332.662922103,2142841.3958150977,0.0,1404949.6620036082,0.0,1048107.0819649358,176423.39999999997,1184029.5764917983,0,5706972.934053723,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-09,2914260.9956554617,2818610.535055535,5732871.530710997,341779.49780220794,2671125.735055535,5732871.530711008,2671125.7350555346,2099529.4648519643,0.0,1404949.6620036082,0.0,1048107.0819649358,147484.8,1180285.3218905027,0,5779927.716275426,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-10,3065596.395817801,2939042.0575285074,6004638.453346308,341809.77093686734,2939042.0575285074,6004638.453346319,2939042.057528507,2367445.787324936,0.0,1404949.6620036082,0.0,1048107.0819649358,0.0,1184135.922052841,0,5732871.530710997,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-13,3046506.3679571864,3254100.1647117813,6300606.532668968,341847.87478489254,3254100.1647117813,6300606.532668978,3254100.164711781,2663413.866647596,0.0,1404949.6620036082,0.0,1048107.0819649358,0.0,1184135.922052841,0,6004638.453346308,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-14,3046506.3679571864,3248708.1180428304,6295214.486000016,341847.87478489254,3248708.1180428304,6295214.4860000275,3248708.1180428304,2658021.8199786455,0.0,1404949.6620036082,0.0,1048107.0819649358,0.0,1184135.922052841,0,6300606.532668968,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-15,3046506.3679571864,3262188.234715207,6308694.602672393,341847.87478489254,3262188.234715207,6308694.602672404,3262188.234715207,2671501.936651022,0.0,1404949.6620036082,0.0,1048107.0819649358,0.0,1184135.922052841,0,6295214.486000016,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-16,3129121.572514326,3082974.5725793377,6212096.145093664,354555.00574598636,3082974.5725793377,6212096.145093674,0.0,2627308.722152302,0.0,1404949.6620036082,3082974.5725793377,995701.8388849259,0.0,1184135.922052841,0,6308694.602672393,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-17,3095707.0668156315,3013641.081961848,6109348.148777479,362812.82491819916,1496222.005146376,6109348.1487774905,0.0,2627308.722152302,0.0,1404949.6620036082,3013641.081961848,892953.8425687421,0.0,1184135.922052841,0,6212096.145093664,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-20,3104621.84475331,3054983.913806372,6159605.7585596815,364815.04603305034,1025978.1678032051,6159605.758559694,0.0,2627308.722152302,0.0,1404949.6620036082,3054983.913806372,943211.4523509447,0.0,1184135.922052841,0,6109348.148777479,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-21,3104621.84475331,3082726.83723024,6187348.68198355,364815.04603305034,1039589.8184539939,6187348.681983561,0.0,2627308.722152302,0.0,1404949.6620036082,3082726.83723024,970954.3757748129,0.0,1184135.922052841,0,6159605.7585596815,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-22,3100242.67586236,3077031.238183204,6177273.914045564,371826.0178017339,747454.5412889005,6177273.914045575,0.0,2627308.722152302,0.0,1404949.6620036082,3077031.238183204,960879.6078368267,0.0,1184135.922052841,0,6187348.68198355,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-23,3079131.744191506,3053554.9876401797,6132686.731831686,375934.50009562704,382627.5076087797,6132686.731831699,0.0,2627308.722152302,0.0,1404949.6620036082,3053554.9876401797,916292.4256229503,0.0,1184135.922052841,0,6177273.914045564,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-24,3077392.3211772586,2986928.9281626293,6064321.249339888,376109.3722312817,353095.46486302296,6064321.249339902,0.0,2627308.722152302,0.0,1404949.6620036082,2986928.9281626293,847926.9431311525,0.0,1184135.922052841,0,6132686.731831686,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-27,3077392.3211772586,3101480.1836660686,6178872.504843327,376109.3722312817,363724.86738006596,6178872.504843341,0.0,2627308.722152302,0.0,1404949.6620036082,3101480.1836660686,962478.1986345919,0.0,1184135.922052841,0,6064321.249339888,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-28,3154117.2395154755,3055207.2068169303,6209324.446332406,377463.4737693307,411970.6169504457,6209324.446332419,0.0,2627308.722152302,0.0,1404949.6620036082,3055207.2068169303,992930.1401236705,0.0,1184135.922052841,0,6178872.504843327,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-29,3113365.788813164,3093516.0363913476,6206881.825204512,377544.8139902934,419936.8995986587,6206881.825204525,0.0,2627308.722152302,0.0,1404949.6620036082,3093516.0363913476,990487.5189957763,0.0,1184135.922052841,0,6209324.446332406,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-30,3095530.31179012,3117958.020877576,6213488.332667695,381975.4651997603,1145876.8280447207,6213488.332667707,1145876.8280447207,2656591.6044929847,0.0,1404949.6620036082,1972081.192832855,967811.1441182765,0.0,1184135.922052841,0,6206881.825204512,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-05-31,3095530.31179012,3151044.221798948,6246574.533589068,381975.4651997603,1167648.4877775705,6246574.53358908,1167648.4877775705,2678363.2642258345,0.0,1404949.6620036082,1983395.7340213775,979125.685306799,0.0,1184135.922052841,0,6213488.332667695,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-03,3109740.0716936933,3103450.6440270445,6213190.715720737,383047.0043202651,1255531.743062643,6213190.71572075,1255531.743062643,2660073.6411217945,0.0,1404949.6620036082,1847918.9009644017,964031.4905425095,0.0,1184135.922052841,0,6246574.533589068,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-04,3109740.0716936933,3043601.901129337,6153341.97282303,383047.0043202651,1236148.5338818952,6153341.972823042,1236148.5338818952,2640690.4319410464,0.0,1404949.6620036082,1807453.3672474418,923565.9568255496,0.0,1184135.922052841,0,6213190.715720737,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-05,3109740.0716936933,3058053.0455163317,6167793.117210025,383047.0043202651,1238024.3283187419,6167793.117210037,1238024.3283187419,2642566.2263778932,0.0,1404949.6620036082,1820028.7171975898,936141.3067756976,0.0,1184135.922052841,0,6153341.97282303,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-06,3109973.687084949,2940245.9899962535,6050219.677081203,383047.0043202651,1193630.526646706,6050219.677081215,1193630.526646706,2598172.4247058574,0.0,1404949.6620036082,1746615.4633495472,862961.668318911,0.0,1184135.922052841,0,6167793.117210025,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-10,3109973.687084949,2984575.769177253,6094549.456262202,383047.0043202651,1223643.2376362514,6094549.456262215,1223643.2376362514,2628185.1356954025,0.0,1404949.6620036082,1760932.5315410015,877278.7365103653,0.0,1184135.922052841,0,6050219.677081203,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-11,3109973.687084949,3117919.1319783498,6227892.819063298,383047.0043202651,1256157.0078749254,6227892.819063311,1256157.0078749254,2660698.9059340768,0.0,1404949.6620036082,1861762.1241034244,978108.3290727881,0.0,1184135.922052841,0,6094549.456262202,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
2019-06-12,3124952.7410146715,3130848.7527957684,6255801.4938104395,384249.98840347084,1379054.1866158475,6255801.4938104525,1379054.1866158477,2654123.2217260525,0.0,1404949.6620036082,1751794.566179921,1012592.6880279535,0.0,1184135.922052841,0,6227892.819063298,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,,
