gap,mcb_mode,target,mechanic,year,scope,peak,trough,recovery,recovery_status,MaxDD,peak_nav,trough_nav,actual_pnl,native_same_window_pnl,incremental_scaling_pnl,average_gross,average_Demand_exposure,max_single_name,cash_at_peak,cash_at_trough,turnover,fees,full_book_normalizations,existing_position_increases,existing_position_reductions
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.3845537382182924,50503265.89072827,31082046.200216334,-19421219.69051194,-34646.869937992655,-19386572.820573945,0.6957766287375337,0.59363798602895,0.9999999999999989,19018278.513817526,6.705522537231445e-08,24.16970944821074,2255443.5887487424,49,522,602
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.12171701921631561,51129929.96993336,44906547.30125411,-6223382.668679252,-106462.87315812055,-6116919.795521132,0.9961364334912124,0.980587555655204,0.21397124161438089,3992170.920057094,1.726116352074314e-07,4.002538572281635,387108.2683907656,20,85,113
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.16547347567182413,50503265.89072827,42146314.95101118,-8356950.939717092,948492.4423019374,-9305443.382019028,0.797495788555822,0.653475862678665,0.9999999999999998,19018278.513817526,1.4831312000751495e-07,80.959278521275,6534062.120785169,285,3744,4073
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.3879213079836309,96427633.70348991,59021299.91146565,-37406333.79202426,-164993.1352441162,-37241340.656780146,0.9360921372976414,0.7838992636545484,0.863272771676955,11900066.512293598,3440977.3027158813,14.673853423838018,2063934.8371685618,62,228,234
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.3879213079836309,96427633.70348991,59021299.91146565,-37406333.79202426,-164993.1352441162,-37241340.656780146,0.9360921372976414,0.7838992636545484,0.863272771676955,11900066.512293598,3440977.3027158813,14.673853423838018,2063934.8371685618,62,228,234
OGR,confirmation_tag,G25,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-02-27,RECOVERED,0.09792270702902617,8029800.211436611,7243500.437830491,-786299.7736061197,-8134.813131542876,-778164.9604745768,0.08410088761605561,0.0,0.25,7522470.211436611,5525193.6202912675,0.38021487324365316,5088.686074605473,0,0,0
OGR,confirmation_tag,G25,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-03-11,RECOVERED,0.10201997416834563,8066438.260831027,7243500.437830491,-822937.8230005363,-51300.475075900555,-771637.3479246357,0.07367454173577574,0.02925497852729996,0.25,6039001.5247495705,5525193.6202912675,0.7344903909236717,9867.688002771978,0,0,0
OGR,confirmation_tag,G25,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.02978383811745422,10878505.988323426,10554502.327007445,-324003.6613159813,-118328.86226618662,-205674.79904979467,0.12498337532925223,0.004957896541129507,0.2152503717570222,8559962.088323426,7930765.248675173,0.8880241506411961,6737.607706899507,0,0,0
OGR,confirmation_tag,G25,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.02978383811745422,10878505.988323426,10554502.327007445,-324003.6613159813,-118328.86226618662,-205674.79904979467,0.12498337532925223,0.004957896541129507,0.2152503717570222,8559962.088323426,7930765.248675173,0.8880241506411961,6737.607706899507,0,0,0
OGR,confirmation_tag,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.08776352333629556,11835292.470937401,10796585.503972404,-1038706.9669649974,-196542.14773111232,-842164.819233885,0.1980498608959148,0.10859966683452554,0.14830456593272473,9322173.370191144,8274723.6974440785,0.8880151015069242,19453.106251665624,0,0,0
OGR,confirmation_tag,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.08776352333629556,11835292.470937401,10796585.503972404,-1038706.9669649974,-196542.14773111232,-842164.819233885,0.1980498608959148,0.10859966683452554,0.14830456593272473,9322173.370191144,8274723.6974440785,0.8880151015069242,19453.106251665624,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-03-28,RECOVERED,0.38696122491606066,22476145.260458488,13778748.55908016,-8697396.701378329,-8134.813131542876,-8689261.888246786,0.3756567304735365,0.0,0.9999999999999999,21968815.260458488,3.725290298461914e-09,1.0992170418065925,44952.03671195705,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-04-03,RECOVERED,0.40096727485293204,23001662.4812899,13778748.55908016,-9222913.922209742,-51300.475075900555,-9171613.447133841,0.309864430223916,0.12626901434864582,0.9999999999999999,16727.458479072,3.725290298461914e-09,2.2958208053124514,98133.05381307099,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-11-11,2025-11-21,2026-01-12,RECOVERED,0.13080637710257215,56779894.83531419,49352722.499641694,-7427172.335672498,-166.77056235074997,-7427005.565110147,0.9904361677573182,0.00841476383944203,0.9760022387852116,7.450580596923828e-09,1557631.9186464383,0.08170533859980326,6107.893290103855,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-11-11,2025-11-21,2026-01-12,RECOVERED,0.13080637710257215,56779894.83531419,49352722.499641694,-7427172.335672498,-166.77056235074997,-7427005.565110147,0.9904361677573182,0.00841476383944203,0.9760022387852116,7.450580596923828e-09,1557631.9186464383,0.08170533859980326,6107.893290103855,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.29167825452813534,68223044.30497675,48323865.82350548,-19899178.481471263,-196542.14773111232,-19702636.333740152,0.8234973264629241,0.42792473196660524,0.5515213762285166,9537038.79111613,7.450580596923828e-09,3.8725297975177417,445663.3139952274,0,0,0
OGR,confirmation_tag,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.29167825452813534,68223044.30497675,48323865.82350548,-19899178.481471263,-196542.14773111232,-19702636.333740152,0.8234973264629241,0.42792473196660524,0.5515213762285166,9537038.79111613,7.450580596923828e-09,3.8725297975177417,445663.3139952274,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,2024-09-30,RECOVERED,0.06119850923539372,8009875.314080451,7519682.885697346,-490192.4283831045,-490192.4283831045,0.0,0.1339042161431968,0.11503375077751492,0.047132237066945026,4140449.6819292163,4649440.4026830075,1.7564694944605346,21463.201382826417,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2024-05-07,2024-09-25,2024-09-30,RECOVERED,0.06119850923539372,8009875.314080451,7519682.885697346,-490192.4283831045,-490192.4283831045,0.0,0.1339042161431968,0.11503375077751492,0.047132237066945026,4140449.6819292163,4649440.4026830075,1.7564694944605346,21463.201382826417,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-05-15,2025-07-18,RECOVERED,0.03347134165718013,8929849.239620272,8630955.204773832,-298894.03484643996,-298894.03484643996,0.0,0.13628773854150025,0.11443988090975532,0.06929290223347445,5345114.954545559,3279135.03779445,1.892615316254178,23483.1064752478,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2025-02-26,2025-05-15,2025-07-18,RECOVERED,0.03347134165718013,8929849.239620272,8630955.204773832,-298894.03484643996,-298894.03484643996,0.0,0.13628773854150025,0.11443988090975532,0.06929290223347445,5345114.954545559,3279135.03779445,1.892615316254178,23483.1064752478,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,,NOT_RECOVERED_AT_DATA_END,0.019943350668620075,10663076.602528028,10450419.126637453,-212657.47589057498,-212657.47589057498,0.0,0.1278241843202001,0.07967178449742245,0.05806358156295418,4762618.149115359,9851925.939847112,0.6311343459249856,9182.87377287356,0,0,0
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,,NOT_RECOVERED_AT_DATA_END,0.019943350668620075,10663076.602528028,10450419.126637453,-212657.47589057498,-212657.47589057498,0.0,0.1278241843202001,0.07967178449742245,0.05806358156295418,4762618.149115359,9851925.939847112,0.6311343459249856,9182.87377287356,0,0,0
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-06,RECOVERED,0.09127462392932695,9712327.925645774,8825838.846754156,-886489.0788916182,-8127.003560767509,-878362.0753308507,0.08398835420194099,0.0,0.24999999999999994,9204997.925645774,6681646.819443043,0.5329830795859948,9260.460192855595,2,0,1
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-10,RECOVERED,0.09922178011086635,9798015.373684797,8825838.846754156,-972176.5269306414,-55371.34547907207,-916805.1814515693,0.17298490873492048,0.14735186473358064,0.2508051529790652,8218230.931361168,6681646.819443043,5.891349418387674,109786.95875095739,47,742,387
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-04-07,2025-05-08,RECOVERED,0.03233642746049936,9913625.968468053,9593054.721468164,-320571.2469998896,-220309.4974161014,-100261.74958378822,0.21555389455754348,0.18978719306767922,0.0733136104824739,7905482.230751253,7352551.263486426,2.2337662002354706,32905.27581896566,28,397,560
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-10,RECOVERED,0.03665791624707526,9798015.373684797,9438840.546728704,-359174.8269560933,1016549.7952926466,-1375724.62224874,0.20255792501901912,0.16149555113073916,0.2508051529790652,8218230.931361168,7177884.207313261,21.3578435807249,357374.8092490622,277,3630,4141
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.1265618642774543,11529426.309974939,10070240.62213498,-1459185.6878399588,-193216.00503924675,-1265969.682800712,0.2383681105032436,0.1896590842843931,0.24999999999999925,8693883.50990409,7606056.864579656,4.370759593715654,88931.53764221114,44,414,162
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.1265618642774543,11529426.309974939,10070240.62213498,-1459185.6878399588,-193216.00503924675,-1265969.682800712,0.2383681105032436,0.1896590842843931,0.24999999999999925,8693883.50990409,7606056.864579656,4.370759593715654,88931.53764221114,44,414,162
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.1801617518799944,16719043.58407416,13706911.402209379,-3012132.1818647813,-8127.003560767509,-3004005.178304014,0.17231508828153919,0.0,0.49999999999999956,16211713.58407416,6983619.362253474,0.9990446784235405,31311.518640172984,2,0,1
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.19660217548198966,17061175.651592895,13706911.402209379,-3354264.2493835166,-55371.34547907207,-3298892.9039044445,0.34486267910873286,0.2961140440647637,0.5010723860589804,11622025.8215874,6983619.362253474,11.841231058852449,385935.24608063523,49,858,595
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.06211316264756783,17232646.541229878,16162272.363766419,-1070374.1774634589,-122930.47071103938,-947443.7067524195,0.4079100400705106,0.36460909107772926,0.09648339542983073,9100305.426080145,8443471.341135068,2.6686967750654227,70297.69677592428,18,181,226
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.08591285967488638,17061175.651592895,15595401.261949006,-1465774.389643889,1016549.7952926466,-2482324.1849365355,0.40359762050486764,0.3231758381746646,0.5010723860589804,11622025.8215874,8018334.155488975,41.81373410819265,1204719.1209065258,284,3729,4288
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.23535473571999832,23277859.4322738,17799304.97746373,-5478554.454810072,-193216.00503924675,-5285338.449770825,0.4805416861336403,0.3771532011627748,0.49354798705468234,11879800.004468776,9026339.282269336,8.64269815435982,330920.55583948235,52,454,176
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.23535473571999832,23277859.4322738,17799304.97746373,-5478554.454810072,-193216.00503924675,-5285338.449770825,0.4805416861336403,0.3771532011627748,0.49354798705468234,11879800.004468776,9026339.282269336,8.64269815435982,330920.55583948235,52,454,176
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.26753112969765036,29624110.29658841,21698738.602654316,-7925371.693934094,-8127.003560767509,-7917244.690373327,0.2687895271914184,0.0,0.7499999999999988,29116780.29658841,5580708.058074895,1.4809053191638148,82181.43118363131,2,0,1
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-17,RECOVERED,0.28966345562212303,30547124.1405134,21698738.602654316,-8848385.537859086,-55371.34547907207,-8793014.192380015,0.5195328118784827,0.44565601389174164,0.7508034279592923,16103632.534709247,5580708.058074895,17.96662718221083,1036191.8779042368,49,1006,652
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-04-07,2025-05-07,RECOVERED,0.08345443526598006,31039109.14829466,28448757.823164616,-2590351.3251300454,-220309.4974161014,-2370041.827713944,0.6510087428542687,0.5844129465930779,0.14815930654497153,12377628.559977125,7601494.495248673,5.769861149767603,298812.94725276466,31,391,528
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-17,RECOVERED,0.11978291548230857,30547124.1405134,26888100.551362697,-3659023.5891507044,1016549.7952926466,-4675573.384443351,0.6006785956491614,0.4902249387683333,0.7508034279592923,16103632.534709247,7011415.674991787,61.11427499518914,3104676.1330350526,283,4351,4562
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.32273663648255735,46906736.99371053,31768214.46798845,-15138522.525722083,-193216.00503924675,-14945306.520682836,0.7192020428690983,0.5616609308740702,0.6883953157651109,14366427.185326027,8112852.300537181,12.594864056913616,915291.5827240937,63,478,229
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.32273663648255735,46906736.99371053,31768214.46798845,-15138522.525722083,-193216.00503924675,-14945306.520682836,0.7192020428690983,0.5616609308740702,0.6883953157651109,14366427.185326027,8112852.300537181,12.594864056913616,915291.5827240937,63,478,229
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-10,RECOVERED,0.3533484973314083,46713428.254847825,30207308.5757988,-16506119.679049026,-8127.003560767509,-16497992.67548826,0.3753159598106255,0.0,0.9999999999999986,46206098.254847825,9.313225746154785e-08,1.9775135620606341,170830.0784291258,2,0,1
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-05-08,RECOVERED,0.3820074528802089,48879729.5640257,30207308.5757988,-18672420.9882269,-55371.34547907207,-18617049.64274783,0.6975217107097258,0.5957857801301273,0.9999999999999986,18406894.962794635,9.313225746154785e-08,24.16498572915787,2189921.078771546,49,838,837
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.11911834754853812,48655270.02997383,42859534.66447543,-5795735.365498394,-122930.47071103938,-5672804.894787354,0.9960264388367678,0.9798148466537853,0.22649180057753604,3362090.183839861,5.729316399083473e-08,3.813352408552136,350554.00503225304,20,106,181
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-05-08,RECOVERED,0.17723248001601355,48879729.5640257,40216653.87088137,-8663075.693144329,1016549.7952926466,-9679625.488436975,0.798914593609196,0.6573980997413353,0.9999999999999992,18406894.962794635,1.7171259969472885e-08,80.88102246704682,6283280.44583948,283,4370,4686
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.40322268133539185,87141786.62288108,52004241.76444639,-35137544.85843469,-166426.097760465,-34971118.76067422,0.9808562316046946,0.801070188899682,0.9347196049672328,10513089.118168674,1.2852251529693604e-07,15.591822511034684,1933951.9812033032,60,210,216
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.40322268133539185,87141786.62288108,52004241.76444639,-35137544.85843469,-166426.097760465,-34971118.76067422,0.9808562316046946,0.801070188899682,0.9347196049672328,10513089.118168674,1.2852251529693604e-07,15.591822511034684,1933951.9812033032,60,210,216
IFCGR,independent,G25,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-02-27,RECOVERED,0.09792451003226987,8006330.166530882,7222314.207816764,-784015.9587141182,-8127.003560767509,-775888.9551533507,0.08410628022748663,0.0,0.24999999999999997,7499000.166530882,5509033.198418645,0.3804017223467871,5074.096008671131,0,0,0
IFCGR,independent,G25,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-03-11,RECOVERED,0.1020017151506385,8042681.516956685,7222314.207816764,-820367.3091399213,-81466.866660472,-738900.4424794493,0.07367218807772621,0.029243378435895338,0.24999999999999997,6021295.783268582,5509033.198418645,0.7348367857154645,9838.071204290329,0,0,0
IFCGR,independent,G25,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.02972679906380804,10844288.568027057,10521922.580775365,-322365.9872516915,-116851.115920946,-205514.87133074552,0.1250219672370079,0.004971164752330316,0.2150233830047693,8533180.768027058,7906251.301798594,0.8890794399960005,6718.253705893945,0,0,0
IFCGR,independent,G25,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.02972679906380804,10844288.568027057,10521922.580775365,-322365.9872516915,-116851.115920946,-205514.87133074552,0.1250219672370079,0.004971164752330316,0.2150233830047693,8533180.768027058,7906251.301798594,0.8890794399960005,6718.253705893945,0,0,0
IFCGR,independent,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.09473534559925911,11927682.956387023,10797709.789315306,-1129973.1670717169,-182537.86361189373,-947435.3034598231,0.19460415964777159,0.13040695174346012,0.18005990386033074,9273561.63045646,8282636.937852789,0.8949922902457392,18985.964112234917,0,0,0
IFCGR,independent,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.09473534559925911,11927682.956387023,10797709.789315306,-1129973.1670717169,-182537.86361189373,-947435.3034598231,0.19460415964777159,0.13040695174346012,0.18005990386033074,9273561.63045646,8282636.937852789,0.8949922902457392,18985.964112234917,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-03-28,RECOVERED,0.386954666187849,23509153.34062485,14412176.757344406,-9096976.583280444,-8127.003560767509,-9088849.579719678,0.3756278689568148,0.0,0.9999999999999997,23001823.34062485,7.450580596923828e-09,1.098159540585236,47013.92908753861,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-04-03,RECOVERED,0.40093307937885814,24057707.513546497,14412176.757344406,-9645530.75620209,-81466.866660472,-9564063.889541619,0.3097784298371224,0.12623518570048306,0.9999999999999997,16727.45847907297,7.450580596923828e-09,2.2922899879909515,102579.53326000652,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-11-11,2025-12-31,2026-01-12,RECOVERED,0.13116825668491383,58962279.48117401,51228300.07145975,-7733979.409714259,130642.03641862236,-7864621.446132882,0.573359656016963,0.038973805982683435,0.9768904786988387,1.4901161193847656e-08,1.4901161193847656e-08,2.0943928508600482,211154.25741721518,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-11-11,2025-12-31,2026-01-12,RECOVERED,0.13116825668491383,58962279.48117401,51228300.07145975,-7733979.409714259,130642.03641862236,-7864621.446132882,0.573359656016963,0.038973805982683435,0.9768904786988387,1.4901161193847656e-08,1.4901161193847656e-08,2.0943928508600482,211154.25741721518,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.31450743659433256,73658246.34921594,50492180.10589018,-23166066.243325762,-182537.86361189373,-22983528.37971387,0.8107215226433818,0.4794247960392997,0.5694640311388298,9620434.801772786,7.450580596923828e-09,4.078906319412589,498357.4459090983,0,0,0
IFCGR,independent,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.31450743659433256,73658246.34921594,50492180.10589018,-23166066.243325762,-182537.86361189373,-22983528.37971387,0.8107215226433818,0.4794247960392997,0.5694640311388298,9620434.801772786,7.450580596923828e-09,4.078906319412589,498357.4459090983,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,2024-09-30,RECOVERED,0.05982512335187562,7566454.73746369,7113790.649458542,-452664.0880051488,-452664.0880051488,0.0,0.13505543398379538,0.1150806278821964,0.049816186653216035,3697029.1053124885,4480294.093836655,1.7404323729606919,19788.16215254385,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2024-05-07,2024-09-25,2024-09-30,RECOVERED,0.05982512335187562,7566454.73746369,7113790.649458542,-452664.0880051488,-452664.0880051488,0.0,0.13505543398379538,0.1150806278821964,0.049816186653216035,3697029.1053124885,4480294.093836655,1.7404323729606919,19788.16215254385,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-05-15,2025-07-21,RECOVERED,0.029454873337110277,8394443.525711378,8147186.254926024,-247257.27078535408,-247257.27078535408,0.0,0.12157193466329405,0.09833725411589042,0.07372818672918936,4809709.24063669,4043395.1895702863,1.7698027500914022,19477.326392387233,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2025-02-26,2025-05-15,2025-07-21,RECOVERED,0.029454873337110277,8394443.525711378,8147186.254926024,-247257.27078535408,-247257.27078535408,0.0,0.12157193466329405,0.09833725411589042,0.07372818672918936,4809709.24063669,4043395.1895702863,1.7698027500914022,19477.326392387233,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,,NOT_RECOVERED_AT_DATA_END,0.022392789800067425,9955240.973769855,9732315.355235208,-222925.61853464693,-222925.61853464693,0.0,0.1266663468216655,0.0750414653288435,0.06215337244274568,4696951.770867447,9133822.168444872,0.6107591313714579,7876.559456665692,0,0,0
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,,NOT_RECOVERED_AT_DATA_END,0.022392789800067425,9955240.973769855,9732315.355235208,-222925.61853464693,-222925.61853464693,0.0,0.1266663468216655,0.0750414653288435,0.06215337244274568,4696951.770867447,9133822.168444872,0.6107591313714579,7876.559456665692,0,0,0
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-06,RECOVERED,0.09128250209366084,9565203.709081475,8692067.981480952,-873135.7276005223,-8127.00356076844,-865008.7240397539,0.08401174395859014,0.0,0.24999999999999917,9057873.709081475,6580374.895945873,0.533793198659086,9121.623500898937,2,0,1
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-17,RECOVERED,0.10421884680901616,9703338.756924897,8692067.981480952,-1011270.7754439451,-34640.932986163534,-976629.8424577815,0.1654687268053487,0.13931147943893102,0.24999999999999917,8138819.51275668,6580374.895945873,5.271933844049277,96381.55419728968,46,390,295
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.03356213804237762,9769714.380703282,9441821.878023516,-327892.5026797652,-106464.0291784238,-221428.47350134142,0.20711401035534452,0.17633949300519014,0.08110352970437998,7444599.832260258,7242262.425651112,1.6043661496115227,21520.84581421896,17,111,161
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-17,RECOVERED,0.0415830880931386,9703338.756924897,9299843.966598123,-403494.7903267741,947114.875961096,-1350609.6662878701,0.2000355447973729,0.1580691723840594,0.24999999999999953,8138819.51275668,7084488.862968265,20.840325650355837,342466.74203036877,276,3016,3706
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.12905614613404015,11273398.320987264,9818496.979846688,-1454901.3411405757,-203484.14768331684,-1251417.1934572589,0.23837879149732472,0.18797075404586966,0.25,8489771.719669314,7415914.788497346,4.3547692044819035,86404.32698062812,43,336,157
