gap,mcb_mode,target,mechanic,year,scope,peak,trough,recovery,recovery_status,MaxDD,peak_nav,trough_nav,actual_pnl,native_same_window_pnl,incremental_scaling_pnl,average_gross,average_Demand_exposure,max_single_name,cash_at_peak,cash_at_trough,turnover,fees,full_book_normalizations,existing_position_increases,existing_position_reductions
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-17,RECOVERED,0.04151593505983964,9747762.334777838,9343074.86670845,-404687.4680693876,948492.4423019374,-1353179.910371325,0.20002727859372826,0.15805197499843388,0.24999999999999992,8176080.448534885,7117421.547803379,20.838607172643137,344053.15704619995,278,3013,3706
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.12049830695940944,11349625.525656655,9982014.865191732,-1367610.6604649238,-207895.11041113548,-1159715.5500537883,0.22647766545551687,0.18292348785169307,0.21583932651210452,8546942.214977171,7679362.668338746,3.973421737882372,79600.38129607376,44,342,162
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.12049830695940944,11349625.525656655,9982014.865191732,-1367610.6604649238,-207895.11041113548,-1159715.5500537883,0.22647766545551687,0.18292348785169307,0.21583932651210452,8546942.214977171,7679362.668338746,3.973421737882372,79600.38129607376,44,342,162
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.18014301666178345,16331953.316491457,13389865.978079267,-2942087.33841219,-8134.813131542876,-2933952.525280647,0.17233670065218507,0.0,0.49999999999999944,15824623.316491457,6821866.945095906,1.000426108096768,30608.96222428034,2,0,1
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.19798053233088453,16695188.231519895,13389865.978079267,-3305322.253440628,-34646.869937992655,-3270675.383502635,0.3439781715389696,0.294971494491022,0.5010723860589802,11372716.19994549,6821866.945095906,11.847358015904536,377170.0220173728,49,520,430
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.06409298360912308,16863796.267931625,15782945.250143493,-1080851.0177881327,-106462.87315812055,-974388.1446300121,0.3962700937671742,0.34909349822298036,0.09338961636566037,8906332.039593581,8258414.882717317,2.843705185991706,72845.82589065039,18,127,145
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.08678668539261758,16695188.231519895,15246268.182900446,-1448920.0486194491,948492.4423019374,-2397412.4909213865,0.403097770839944,0.32094707986692494,0.5010723860589802,11372716.19994549,7866544.625652051,41.73643828507163,1174487.5930620572,286,3149,3829
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.2199857844292532,22660550.35533314,17675551.409816585,-4984998.945516553,-207895.11041113548,-4777103.835105417,0.45961147231040267,0.3634984742461302,0.4316645532404766,11519203.330993066,9465721.954393046,8.001682950268991,300972.90290897945,58,404,198
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.2199857844292532,22660550.35533314,17675551.409816585,-4984998.945516553,-207895.11041113548,-4777103.835105417,0.45961147231040267,0.3634984742461302,0.4316645532404766,11519203.330993066,9465721.954393046,8.001682950268991,300972.90290897945,58,404,198
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.26750344130176174,28309660.162474226,20736728.64692898,-7572931.515545245,-8134.813131542876,-7564796.702413702,0.2688131852909806,0.0,0.7499999999999986,27802330.162474226,5333029.056886127,1.482621808720387,78586.34893972552,2,0,1
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.29251982545449573,29310685.151355036,20736728.64692898,-8573956.504426055,-34646.869937992655,-8539309.634488061,0.5182502891877319,0.4440061372979657,0.7508034279592921,15451814.738657305,5333029.056886127,17.962382535454864,990888.456279294,49,619,406
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.10020341104486918,29574785.372782543,26611290.99750983,-2963494.3752727136,-106462.87315812055,-2857031.502114593,0.5679343752670869,0.5117766427335514,0.16156324922408363,8782257.26819075,7127887.874992812,3.9699596510987174,187542.41757537206,19,124,135
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.1275617172447887,29310685.151355036,25571763.819826856,-3738921.3315281793,948492.4423019374,-4687413.773830117,0.5996396963381965,0.4874539701614721,0.7508034279592921,15451814.738657305,6704103.509998698,61.747455560896064,2991068.760660515,285,3615,3824
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.3101060461354057,44133400.98321441,30447366.50180136,-13686034.481413048,-207895.11041113548,-13478139.371001912,0.6927171227401253,0.5458551204980784,0.6439191195906303,13452277.582404785,9089832.849467259,11.872297181646838,820192.4207331961,64,430,231
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.3101060461354057,44133400.98321441,30447366.50180136,-13686034.481413048,-207895.11041113548,-13478139.371001912,0.6927171227401253,0.5458551204980784,0.6439191195906303,13452277.582404785,9089832.849467259,11.872297181646838,820192.4207331961,64,430,231
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.3533059766459079,48062986.63316641,31082046.200216334,-16980940.432950076,-8134.813131542876,-16972805.61981853,0.3753070873377231,0.0,0.9999999999999989,47555656.63316641,6.705522537231445e-08,1.9782603764291036,175859.1112565528,2,0,1
