gap,mcb_mode,target,mechanic,year,period_label,days,opening_nav,closing_nav,net_pnl,annual_return,MaxDD,CVaR5,Sharpe,average_gross,p95_gross,turnover,traded_notional,fees,capital_days,capital_days_basis,max_single_name,max_family_exposure,max_Demand_family,max_gross,source,MaxDD_basis,concentration_basis
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2019,2019,244,5271618.106566146,5641982.945427217,370364.8388610706,0.0702563864403904,0.0286331020160184,-0.0062854230899879,1.5879218077586503,0.1076155542226183,0.4712803367914477,4.192781879349926,23431423.6015104,35172.56140729493,212020620.3804192,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0921394843745487,0.4745377979530389,0.4745377979530389,0.5386513970526725,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2020,2020,243,5641982.945427217,6069771.312143714,427788.3667164976,0.0758223431113376,0.0420525814294259,-0.0106921346944148,1.132935719131844,0.1564502857092776,0.5400198992461593,5.222423422420512,30537722.69940391,47807.90756754941,327345498.1939001,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1000679782535016,0.5572043209177289,0.5572043209177289,0.7086253977856586,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2021,2021,243,6069771.312143714,6506632.577681545,436861.265537831,0.0719732660543253,0.0152834095362046,-0.0044430365594441,2.450316193385196,0.1076146753658159,0.3509372228359317,4.236134743017364,26526475.087762855,35539.065717600024,237586983.83846605,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1031071398253393,0.331381317656635,0.331381317656635,0.4325741250432924,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2022,2022,242,6506632.577681545,6771338.325152727,264705.7474711817,0.040682448918224,0.0256281311048477,-0.0061747816722344,1.0937229362194478,0.1291707763595913,0.3645471931712837,4.511742599908955,29915485.870213937,53185.74297636072,300550490.1817901,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0972965592780084,0.4037952629561116,0.4037952629561116,0.412388677723341,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2023,2023,242,6771338.325152727,7110290.090345835,338951.76519310847,0.0500568349884458,0.0134754361993399,-0.0058617581873934,1.3837097318087763,0.1226817983761283,0.5055131382325346,4.313130129733755,30428391.79324891,47549.932436703966,316697221.9572592,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0957718581185082,0.5720229735603435,0.5720229735603435,0.6979826472231906,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,2024,242,7110290.090345835,8113066.019929491,1002775.9295836556,0.1410316480540221,0.0597765529160349,-0.0100013061235592,1.4041311200894886,0.1625301728791699,0.4848885807184245,6.646979649227493,49543391.30734111,80431.70420888701,466323587.9979932,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0954699487693462,0.5594332721765837,0.5594332721765837,0.6701237235865448,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,2025,243,8113066.019929491,8879910.347182645,766844.3272531535,0.0945196705375532,0.0293370952607288,-0.0074693656359651,1.8439675410734837,0.2277387505735585,0.534607080810168,8.207829363001588,69242785.48865046,85399.50105898228,685156334.2340119,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1218013759237707,0.4850619806429111,0.4850619806429111,0.6950266933806596,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,8879910.347182645,9782616.380318228,902706.0331355836,0.1016571111466217,0.0224771939535123,-0.0067159917578857,2.613733944264101,0.1634492480723687,0.547201814771407,4.495856069249169,42988051.43311964,56490.01067447034,377570862.12478065,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1450472605192886,0.4474267648843481,0.4474267648843481,0.6243277302937741,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,2018,243,4904782.129191859,5260269.937957787,355487.80876592826,0.0724777980759159,0.0238724173899211,-0.0066753641359585,1.5298542927921337,0.1266146330822111,0.3782871955222807,4.600355825100319,23272251.334570073,44703.826287681506,220777986.19010487,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1070385004001935,0.4971963879655166,0.4971963879655166,0.4534074612328192,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2019,2019,244,5260269.937957787,5741451.521484607,481181.58352681994,0.091474694113061,0.0371200719043168,-0.0080129241440625,1.5925301135701446,0.1313519266481288,0.6153668444211445,5.141772651303349,29168668.162924048,46647.05053012241,265258610.6425462,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0907791519724366,0.6150721507416275,0.6150721507416275,0.7479163297093043,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2020,2020,243,5741451.521484607,6339065.342983425,597613.8214988178,0.1040875846922222,0.0418897908516119,-0.0111340098658113,1.4329091442612802,0.1689595607883047,0.5820177262560637,5.807226040552935,35129101.91025901,56990.66598925946,366932312.97604734,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0958081680186725,0.618446661697993,0.618446661697993,0.7601026066295427,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2021,2021,243,6339065.342983425,6879005.620366521,539940.2773830965,0.0851766385372165,0.0146457611569595,-0.0046535814977811,2.6196491729863416,0.1221214732654065,0.409063308934882,4.769663354246174,31268488.2814174,45023.0921049091,283061488.6718211,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0988924249485063,0.4345674837613249,0.4345674837613249,0.5307729239036542,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2022,2022,242,6879005.620366521,7175258.245255902,296252.62488938123,0.0430661989884515,0.0294123407054733,-0.006721142610995,1.1038541013305638,0.1404055051919373,0.3967609122874144,4.902658704084066,34357159.83486567,62069.09090566475,345761921.0157001,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0918820663913484,0.4139757513492748,0.4139757513492748,0.4349893975336783,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2023,2023,242,7175258.245255902,7550700.021912859,375441.7766569564,0.0523244967392204,0.0150912391195882,-0.0067465049658539,1.280051987078766,0.1365990847527711,0.59684408677676,4.778535736451221,35814046.43954036,58321.24172928574,373506393.4530782,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0903816519175396,0.6530338446484942,0.6530338446484942,0.7766836499904208,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,2024,242,7550700.021912859,8647651.350258036,1096951.3283451768,0.1452780967541709,0.0611985092353937,-0.009911524601589,1.392605052108019,0.1651810717461682,0.4888066305999074,6.884242461601093,54395667.816303,90136.2572268087,505513478.4357791,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0900006744567117,0.6536858669759926,0.6536858669759926,0.7063250682984843,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,2025,243,8647651.350258036,9470383.031247113,822731.6809890755,0.0951393213793854,0.0334713416571801,-0.007438313914638,1.8034957621636003,0.2429555313073499,0.619924829113409,8.694367087070868,78097361.0882855,103108.65225825192,773772056.8610649,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1141406170471607,0.5970356196974268,0.5970356196974268,0.7672806860889794,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,9470383.031247113,10500158.626762295,1029775.595515186,0.1087364251390345,0.01994335066862,-0.0069972973556522,2.685917998390106,0.1696887090228722,0.5762878351530969,4.683165304661227,47968139.90916166,66450.18762655603,419532827.772316,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1354038257533567,0.5372814198024363,0.5372814198024363,0.7063314542482427,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__independent__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2018,2018,243,4904782.129191859,5268917.352071268,364135.22287940886,0.0742408558195031,0.0235624143495133,-0.0061605495179832,1.6702569969443617,0.1184507070083921,0.3537846034909355,4.328581016768822,21921568.551777557,42002.46072209649,206701953.0567225,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1069989791581417,0.4528994839822012,0.4528994839822012,0.4168704992060049,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2019,2019,244,5268917.352071268,5638569.554734623,369652.2026633555,0.0701571457593732,0.0286994836298641,-0.0062888107374791,1.5851402112629591,0.1076171106501166,0.47151696231412,4.189529372442636,23401243.57032279,35112.20134491972,211927544.3762197,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0921882281612631,0.4747739824582694,0.4747739824582694,0.5389403746880276,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2020,2020,243,5638569.554734623,6066337.258358224,427767.7036236013,0.0758645786792522,0.0420759211203897,-0.0106983023033125,1.1329143326988624,0.1565388710495999,0.5403321731810323,5.225355581704364,30536932.51357369,47806.32719588894,327339040.65838134,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1001247830313323,0.5575188298697756,0.5575188298697756,0.7090281554154497,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2021,2021,243,6066337.258358224,6501640.3180595655,435303.0597013412,0.0717571478739627,0.0152918996031909,-0.0044458768534725,2.442941514063443,0.1076864522184383,0.3512077517540207,4.236800181594099,26510312.94397768,35506.74143002968,237556299.4266262,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.103190267393345,0.3316382094413648,0.3316382094413648,0.4329065396227081,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2022,2022,242,6501640.3180595655,6766259.5508749075,264619.232815342,0.0407003801917973,0.0256477554275879,-0.0061791993701518,1.093471246509763,0.1292597364294428,0.3648214927560766,4.514776639003484,29912846.29866662,53180.463833266,300527712.69213235,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.097369705856563,0.404103797139948,0.404103797139948,0.4126950210589038,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2023,2023,242,6766259.5508749075,7105206.5687364675,338947.01786156,0.0500937061774009,0.0134851831938838,-0.0058659503969992,1.3837186177808118,0.1227692362980534,0.5058796915205743,4.316174323301591,30427939.35578352,47549.02756177311,316693774.95210886,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0958437289130896,0.5724415391001905,0.5724415391001905,0.698494469283543,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,2024,242,7105206.5687364675,8106606.804598228,1001400.2358617606,0.1409389334671857,0.0598251233518756,-0.0100113916845267,1.402301771609322,0.1626452378972918,0.4852921050914626,6.648074649909935,49509844.92033763,80364.6114348798,466256334.2636678,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.0955553312393864,0.5599056085052142,0.5599056085052142,0.6706997632703172,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,2025,243,8106606.804598228,8872651.196560778,766044.3919625496,0.0944963053503513,0.0294548733371102,-0.007475410268368,1.8419465906361785,0.2277963194282831,0.5350675808927585,8.209062594717043,69195872.23150304,85305.67454468727,684721739.1059549,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.1219019606220399,0.4854857288291285,0.4854857288291285,0.695629576876233,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,8872651.196560778,9782054.855360037,909403.658799259,0.1024951436332539,0.0223927898000674,-0.0067093075695992,2.6323422171493776,0.1632239440896404,0.5469526697187125,4.493990180458602,42949264.875602975,56412.43755943689,376790372.5120158,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.145055581266274,0.4477820964439433,0.4477820964439433,0.6248222876122754,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__NATIVE__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps
