year,strategy,route,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2026,ATRDR,SLOW_BEAR,-3910.9643316901347,-3910.9643316901347,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,IFCGR,FIXED_BELOW_L_REPAIR,12143.623981578541,12143.623981578541,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,MCB,MCB,8660.237690092468,8660.237690092468,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,SMV6,NATIVE_CALLBACK,622044.8254142485,622044.8254142485,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,BULL,86930.83347227453,-23377.885945315305,IFCGR,independent,G100,ENTRY_ONLY,110308.71941758983
2018,ATRDR,SLOW_BEAR,616017.0698422386,244538.4691879087,IFCGR,independent,G100,ENTRY_ONLY,371478.6006543299
2018,IFCGR,FIXED_BELOW_L_REPAIR,-101676.04016381502,87460.77183940036,IFCGR,independent,G100,ENTRY_ONLY,-189136.81200321537
2018,MCB,MCB,50619.4475104763,24828.704421078954,IFCGR,independent,G100,ENTRY_ONLY,25790.743089397343
2018,SMV6,NATIVE_CALLBACK,2581.1019357215555,22037.74926284229,IFCGR,independent,G100,ENTRY_ONLY,-19456.647327120736
2019,ATRDR,BULL,397062.4634651748,245447.4769863433,IFCGR,independent,G100,ENTRY_ONLY,151614.98647883147
2019,ATRDR,FAST_BEAR,0.0,4300.582713448941,IFCGR,independent,G100,ENTRY_ONLY,-4300.582713448941
2019,ATRDR,SLOW_BEAR,-2565975.7512679556,3453.2835037746536,IFCGR,independent,G100,ENTRY_ONLY,-2569429.03477173
2019,IFCGR,FIXED_BELOW_L_REPAIR,1949396.6778917685,7730.8835738603675,IFCGR,independent,G100,ENTRY_ONLY,1941665.7943179081
2019,MCB,MCB,286865.5341916854,192344.2503698864,IFCGR,independent,G100,ENTRY_ONLY,94521.28382179898
2019,SMV6,NATIVE_CALLBACK,131757.08326343255,27905.10637949992,IFCGR,independent,G100,ENTRY_ONLY,103851.97688393263
2020,ATRDR,BULL,258689.10808138235,192843.82978913677,IFCGR,independent,G100,ENTRY_ONLY,65845.27829224558
2020,ATRDR,FAST_BEAR,352634.7053919446,52368.00943257684,IFCGR,independent,G100,ENTRY_ONLY,300266.6959593678
2020,ATRDR,SLOW_BEAR,1788962.3838913278,6141.289210562754,IFCGR,independent,G100,ENTRY_ONLY,1782821.094680765
2020,IFCGR,FIXED_BELOW_L_REPAIR,647589.9249158564,4202.940944051683,IFCGR,independent,G100,ENTRY_ONLY,643386.9839718047
2020,MCB,MCB,625547.0465205439,172919.74703721202,IFCGR,independent,G100,ENTRY_ONLY,452627.29948333185
2020,SMV6,NATIVE_CALLBACK,481398.2242942235,169138.00508529018,IFCGR,independent,G100,ENTRY_ONLY,312260.2192089333
2021,ATRDR,BULL,845779.6822771219,260092.7081599217,IFCGR,independent,G100,ENTRY_ONLY,585686.9741172002
2021,ATRDR,FAST_BEAR,2807810.890239586,25537.424389361826,IFCGR,independent,G100,ENTRY_ONLY,2782273.4658502243
2021,ATRDR,SLOW_BEAR,-905038.2258928127,93000.07341768197,IFCGR,independent,G100,ENTRY_ONLY,-998038.2993104947
2021,IFCGR,FIXED_BELOW_L_REPAIR,1839035.2832311012,5782.611785829484,IFCGR,independent,G100,ENTRY_ONLY,1833252.6714452717
2021,MCB,MCB,691.6003163415899,114352.3422715802,IFCGR,independent,G100,ENTRY_ONLY,-113660.74195523861
2021,SMV6,NATIVE_CALLBACK,273266.1843417998,41175.11735871985,IFCGR,independent,G100,ENTRY_ONLY,232091.06698307997
2022,ATRDR,BULL,4345327.2178046685,19322.045756249543,IFCGR,independent,G100,ENTRY_ONLY,4326005.172048419
2022,ATRDR,FAST_BEAR,127344.55588232883,67274.00460192362,IFCGR,independent,G100,ENTRY_ONLY,60070.55128040521
2022,ATRDR,SLOW_BEAR,338385.06312580814,121998.84125622231,IFCGR,independent,G100,ENTRY_ONLY,216386.22186958583
2022,IFCGR,FIXED_BELOW_L_REPAIR,-1305617.1443615581,16907.873267857743,IFCGR,independent,G100,ENTRY_ONLY,-1322525.017629416
2022,MCB,MCB,125711.30248028215,36334.361105439835,IFCGR,independent,G100,ENTRY_ONLY,89376.94137484231
2022,SMV6,NATIVE_CALLBACK,37842.13196129615,34415.49890170461,IFCGR,independent,G100,ENTRY_ONLY,3426.6330595915424
2023,ATRDR,BULL,1015222.319694045,130639.01730977779,IFCGR,independent,G100,ENTRY_ONLY,884583.3023842672
2023,ATRDR,FAST_BEAR,557990.1746734828,-6708.822500369344,IFCGR,independent,G100,ENTRY_ONLY,564698.9971738522
2023,ATRDR,SLOW_BEAR,2340488.042292894,83027.10275216539,IFCGR,independent,G100,ENTRY_ONLY,2257460.9395407285
2023,IFCGR,FIXED_BELOW_L_REPAIR,-103705.40698823624,1088.3488236568687,IFCGR,independent,G100,ENTRY_ONLY,-104793.7558118931
2023,MCB,MCB,1204435.427214935,97008.81661617101,IFCGR,independent,G100,ENTRY_ONLY,1107426.610598764
2023,SMV6,NATIVE_CALLBACK,41352.96285297706,70387.31365555695,IFCGR,independent,G100,ENTRY_ONLY,-29034.350802579887
2024,ATRDR,BULL,3602323.9988568327,277768.51074775646,IFCGR,independent,G100,ENTRY_ONLY,3324555.4881090764
2024,ATRDR,FAST_BEAR,1265377.4533735095,18306.450562208818,IFCGR,independent,G100,ENTRY_ONLY,1247071.0028113006
2024,ATRDR,SLOW_BEAR,-164442.22837784598,121879.47217018464,IFCGR,independent,G100,ENTRY_ONLY,-286321.7005480306
2024,IFCGR,FIXED_BELOW_L_REPAIR,2984521.1092537255,29140.7077729933,IFCGR,independent,G100,ENTRY_ONLY,2955380.401480732
2024,MCB,MCB,160292.0872219463,183022.7710015212,IFCGR,independent,G100,ENTRY_ONLY,-22730.6837795749
2024,SMV6,NATIVE_CALLBACK,10302959.962233976,466833.41609049734,IFCGR,independent,G100,ENTRY_ONLY,9836126.546143478
2025,ATRDR,BULL,2053716.9933101689,226731.0363124762,IFCGR,independent,G100,ENTRY_ONLY,1826985.9569976926
2025,ATRDR,FAST_BEAR,3315058.6183501333,91080.67797400586,IFCGR,independent,G100,ENTRY_ONLY,3223977.9403761276
2025,ATRDR,SLOW_BEAR,132919.8308260581,33842.49731452257,IFCGR,independent,G100,ENTRY_ONLY,99077.33351153554
2025,IFCGR,FIXED_BELOW_L_REPAIR,3993478.339140258,6743.981085751685,IFCGR,independent,G100,ENTRY_ONLY,3986734.358054506
2025,MCB,MCB,-744733.3482385415,80154.80266060504,IFCGR,independent,G100,ENTRY_ONLY,-824888.1508991466
2025,SMV6,NATIVE_CALLBACK,827323.2519353757,384178.6856417313,IFCGR,independent,G100,ENTRY_ONLY,443144.5662936444
2026,ATRDR,BULL,-592812.3724195713,233540.61734369086,IFCGR,independent,G100,ENTRY_ONLY,-826352.9897632621
2026,ATRDR,FAST_BEAR,5723382.631906334,36925.31870133737,IFCGR,independent,G100,ENTRY_ONLY,5686457.313204997
2026,ATRDR,SLOW_BEAR,331114.41580396425,-3910.964331690244,IFCGR,independent,G100,ENTRY_ONLY,335025.3801356545
2026,IFCGR,FIXED_BELOW_L_REPAIR,7129236.435672926,12143.623981578592,IFCGR,independent,G100,ENTRY_ONLY,7117092.8116913475
2026,MCB,MCB,1164352.351843516,129032.17440600572,IFCGR,independent,G100,ENTRY_ONLY,1035320.1774375103
2026,SMV6,NATIVE_CALLBACK,325810.1886822078,622044.8254142485,IFCGR,independent,G100,ENTRY_ONLY,-296234.63673204073
2018,ATRDR,BULL,-36379.42708729115,-23377.885945315305,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-13001.541141975846
2018,ATRDR,SLOW_BEAR,392586.4138192097,244538.4691879087,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,148047.94463130098
2018,IFCGR,FIXED_BELOW_L_REPAIR,147118.02295054265,87460.77183940036,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,59657.251111142294
2018,MCB,MCB,25443.047033728115,24828.704421078954,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,614.3426126491613
2018,SMV6,NATIVE_CALLBACK,84392.9429640045,22037.74926284229,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,62355.19370116221
2019,ATRDR,BULL,1107098.2005740416,245447.4769863433,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,861650.7235876983
2019,ATRDR,FAST_BEAR,827696.9429638017,4300.582713448941,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,823396.3602503528
2019,ATRDR,SLOW_BEAR,-191915.36923620282,3453.2835037746536,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-195368.65273997746
2019,IFCGR,FIXED_BELOW_L_REPAIR,31595.295586300337,7730.8835738603675,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,23864.41201243997
2019,MCB,MCB,286134.9531694899,192344.2503698864,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,93790.70279960352
2019,SMV6,NATIVE_CALLBACK,124049.0680894986,27905.10637949992,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,96143.96170999868
2020,ATRDR,BULL,1013025.4240177058,192843.82978913677,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,820181.5942285691
2020,ATRDR,FAST_BEAR,1032929.8445390835,52368.00943257684,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,980561.8351065067
2020,ATRDR,SLOW_BEAR,511277.5610959388,6141.289210562754,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,505136.271885376
2020,IFCGR,FIXED_BELOW_L_REPAIR,1003239.8275666614,4202.940944051683,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,999036.8866226097
2020,MCB,MCB,606140.8482404834,172919.74703721202,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,433221.1012032714
2020,SMV6,NATIVE_CALLBACK,116436.20590804971,169138.00508529018,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-52701.799177240464
2021,ATRDR,BULL,3416014.8754431447,260092.7081599217,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,3155922.167283223
2021,ATRDR,FAST_BEAR,5015900.167858286,25537.424389361826,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,4990362.743468924
2021,ATRDR,SLOW_BEAR,2145539.9969501067,93000.07341768197,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2052539.9235324247
2021,IFCGR,FIXED_BELOW_L_REPAIR,2582795.4515524893,5782.611785829484,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2577012.83976666
2021,MCB,MCB,1460068.7272918045,114352.3422715802,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1345716.3850202244
2021,SMV6,NATIVE_CALLBACK,101127.6099005092,41175.11735871985,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,59952.49254178935
2022,ATRDR,BULL,5895108.091912881,19322.045756249543,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,5875786.046156631
2022,ATRDR,FAST_BEAR,1415183.7245957768,67274.00460192362,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1347909.7199938532
2022,ATRDR,SLOW_BEAR,907535.2516945476,121998.84125622231,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,785536.4104383253
2022,IFCGR,FIXED_BELOW_L_REPAIR,-426051.3108383607,16907.873267857743,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-442959.18410621845
2022,MCB,MCB,92648.03429209146,36334.361105439835,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,56313.67318665162
2022,SMV6,NATIVE_CALLBACK,123434.7394854352,34415.49890170461,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,89019.2405837306
2023,ATRDR,BULL,2128712.9311618293,130639.01730977779,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1998073.9138520514
2023,ATRDR,FAST_BEAR,-1744524.7513790808,-6708.822500369344,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-1737815.9288787115
2023,ATRDR,SLOW_BEAR,9195084.530227005,83027.10275216539,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,9112057.42747484
2023,IFCGR,FIXED_BELOW_L_REPAIR,248834.4832799126,1088.3488236568687,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,247746.1344562557
2023,MCB,MCB,1581572.6603134219,97008.81661617101,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1484563.8436972508
2023,SMV6,NATIVE_CALLBACK,579141.7726684775,70387.31365555695,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,508754.45901292056
2024,ATRDR,BULL,-736717.1695081801,277768.51074775646,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-1014485.6802559366
2024,ATRDR,FAST_BEAR,273098.4386404194,18306.450562208818,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,254791.98807821056
2024,ATRDR,SLOW_BEAR,1741662.3458408325,121879.47217018464,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1619782.8736706479
2024,IFCGR,FIXED_BELOW_L_REPAIR,-9593733.248108178,29140.7077729933,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-9622873.95588117
2024,MCB,MCB,-196566.43992638125,183022.7710015212,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-379589.2109279025
2024,SMV6,NATIVE_CALLBACK,4011303.7810276398,466833.41609049734,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,3544470.3649371425
2025,ATRDR,BULL,395620.5066291329,226731.0363124762,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,168889.4703166567
2025,ATRDR,FAST_BEAR,3015321.2747139325,91080.67797400586,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2924240.596739927
2025,ATRDR,SLOW_BEAR,4646372.533874074,33842.49731452257,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,4612530.036559551
2025,IFCGR,FIXED_BELOW_L_REPAIR,7867779.120575061,6743.981085751685,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,7861035.139489309
2025,MCB,MCB,-711685.7098990398,80154.80266060504,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-791840.5125596449
2025,SMV6,NATIVE_CALLBACK,5570203.966462773,384178.6856417313,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,5186025.280821042
2026,ATRDR,BULL,-2518319.434229698,233540.61734369086,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-2751860.0515733887
2026,ATRDR,FAST_BEAR,3467607.070677139,36925.31870133737,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,3430681.7519758013
2026,ATRDR,SLOW_BEAR,-12604519.302233022,-3910.964331690244,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-12600608.337901331
2026,IFCGR,FIXED_BELOW_L_REPAIR,-4571776.260268791,12143.623981578592,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-4583919.884250369
2026,MCB,MCB,898468.338405052,129032.17440600572,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,769436.1639990462
2026,SMV6,NATIVE_CALLBACK,8295233.754260348,622044.8254142485,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,7673188.928846099
2018,ATRDR,BULL,18390.149943579872,-23377.885945315305,IFCGR,independent,G25,ENTRY_ONLY,41768.035888895174
2018,ATRDR,SLOW_BEAR,189397.80912147916,244538.4691879087,IFCGR,independent,G25,ENTRY_ONLY,-55140.660066429526
2018,IFCGR,FIXED_BELOW_L_REPAIR,-17483.948123990678,87460.77183940036,IFCGR,independent,G25,ENTRY_ONLY,-104944.71996339103
2018,MCB,MCB,10564.464381260876,24828.704421078954,IFCGR,independent,G25,ENTRY_ONLY,-14264.240039818078
2018,SMV6,NATIVE_CALLBACK,2442.208558014565,22037.74926284229,IFCGR,independent,G25,ENTRY_ONLY,-19595.540704827727
2019,ATRDR,BULL,65298.225139174225,245447.4769863433,IFCGR,independent,G25,ENTRY_ONLY,-180149.25184716907
2019,ATRDR,FAST_BEAR,0.0,4300.582713448941,IFCGR,independent,G25,ENTRY_ONLY,-4300.582713448941
2019,ATRDR,SLOW_BEAR,-462127.37063664227,3453.2835037746536,IFCGR,independent,G25,ENTRY_ONLY,-465580.65414041694
2019,IFCGR,FIXED_BELOW_L_REPAIR,415714.9856740347,7730.8835738603675,IFCGR,independent,G25,ENTRY_ONLY,407984.1021001743
2019,MCB,MCB,49688.81995987404,192344.2503698864,IFCGR,independent,G25,ENTRY_ONLY,-142655.43041001237
2019,SMV6,NATIVE_CALLBACK,63589.6561045014,27905.10637949992,IFCGR,independent,G25,ENTRY_ONLY,35684.54972500148
2020,ATRDR,BULL,76099.61221086819,192843.82978913677,IFCGR,independent,G25,ENTRY_ONLY,-116744.21757826858
2020,ATRDR,FAST_BEAR,105948.64862793883,52368.00943257684,IFCGR,independent,G25,ENTRY_ONLY,53580.639195362
2020,ATRDR,SLOW_BEAR,384124.6717783779,6141.289210562754,IFCGR,independent,G25,ENTRY_ONLY,377983.38256781513
2020,IFCGR,FIXED_BELOW_L_REPAIR,97412.93026494494,4202.940944051683,IFCGR,independent,G25,ENTRY_ONLY,93209.98932089325
2020,MCB,MCB,113866.20108255642,172919.74703721202,IFCGR,independent,G25,ENTRY_ONLY,-59053.545954655594
2020,SMV6,NATIVE_CALLBACK,121134.73573929365,169138.00508529018,IFCGR,independent,G25,ENTRY_ONLY,-48003.26934599652
2021,ATRDR,BULL,114083.0270938427,260092.7081599217,IFCGR,independent,G25,ENTRY_ONLY,-146009.681066079
2021,ATRDR,FAST_BEAR,391507.90358011064,25537.424389361826,IFCGR,independent,G25,ENTRY_ONLY,365970.4791907488
2021,ATRDR,SLOW_BEAR,15153.711669043867,93000.07341768197,IFCGR,independent,G25,ENTRY_ONLY,-77846.3617486381
2021,IFCGR,FIXED_BELOW_L_REPAIR,251613.88540617726,5782.611785829484,IFCGR,independent,G25,ENTRY_ONLY,245831.27362034778
2021,MCB,MCB,-221.4019880759009,114352.3422715802,IFCGR,independent,G25,ENTRY_ONLY,-114573.7442596561
2021,SMV6,NATIVE_CALLBACK,110573.22576694038,41175.11735871985,IFCGR,independent,G25,ENTRY_ONLY,69398.10840822052
2022,ATRDR,BULL,531833.6804848538,19322.045756249543,IFCGR,independent,G25,ENTRY_ONLY,512511.63472860423
2022,ATRDR,FAST_BEAR,19735.845869956138,67274.00460192362,IFCGR,independent,G25,ENTRY_ONLY,-47538.15873196748
2022,ATRDR,SLOW_BEAR,47666.17275370251,121998.84125622231,IFCGR,independent,G25,ENTRY_ONLY,-74332.66850251981
2022,IFCGR,FIXED_BELOW_L_REPAIR,-145625.73432088312,16907.873267857743,IFCGR,independent,G25,ENTRY_ONLY,-162533.60758874085
2022,MCB,MCB,26194.69891014664,36334.361105439835,IFCGR,independent,G25,ENTRY_ONLY,-10139.662195293196
2022,SMV6,NATIVE_CALLBACK,10631.671410980238,34415.49890170461,IFCGR,independent,G25,ENTRY_ONLY,-23783.827490724372
2023,ATRDR,BULL,59821.09806919465,130639.01730977779,IFCGR,independent,G25,ENTRY_ONLY,-70817.91924058314
2023,ATRDR,FAST_BEAR,50334.965815027244,-6708.822500369344,IFCGR,independent,G25,ENTRY_ONLY,57043.78831539659
2023,ATRDR,SLOW_BEAR,224459.2895949408,83027.10275216539,IFCGR,independent,G25,ENTRY_ONLY,141432.18684277544
2023,IFCGR,FIXED_BELOW_L_REPAIR,-3706.601416594789,1088.3488236568687,IFCGR,independent,G25,ENTRY_ONLY,-4794.950240251657
2023,MCB,MCB,94833.58669263376,97008.81661617101,IFCGR,independent,G25,ENTRY_ONLY,-2175.2299235372484
2023,SMV6,NATIVE_CALLBACK,58947.875071113,70387.31365555695,IFCGR,independent,G25,ENTRY_ONLY,-11439.438584443953
2024,ATRDR,BULL,312226.26967649075,277768.51074775646,IFCGR,independent,G25,ENTRY_ONLY,34457.758928734285
2024,ATRDR,FAST_BEAR,98119.58917837648,18306.450562208818,IFCGR,independent,G25,ENTRY_ONLY,79813.13861616766
2024,ATRDR,SLOW_BEAR,32305.388286243317,121879.47217018464,IFCGR,independent,G25,ENTRY_ONLY,-89574.08388394132
2024,IFCGR,FIXED_BELOW_L_REPAIR,336189.9160992919,29140.7077729933,IFCGR,independent,G25,ENTRY_ONLY,307049.20832629857
2024,MCB,MCB,22326.191697557362,183022.7710015212,IFCGR,independent,G25,ENTRY_ONLY,-160696.57930396384
2024,SMV6,NATIVE_CALLBACK,628858.9403056154,466833.41609049734,IFCGR,independent,G25,ENTRY_ONLY,162025.5242151181
2025,ATRDR,BULL,299126.12366874533,226731.0363124762,IFCGR,independent,G25,ENTRY_ONLY,72395.08735626913
2025,ATRDR,FAST_BEAR,183708.27622500143,91080.67797400586,IFCGR,independent,G25,ENTRY_ONLY,92627.59825099558
2025,ATRDR,SLOW_BEAR,119819.42461446373,33842.49731452257,IFCGR,independent,G25,ENTRY_ONLY,85976.92729994116
2025,IFCGR,FIXED_BELOW_L_REPAIR,405280.1453050266,6743.981085751685,IFCGR,independent,G25,ENTRY_ONLY,398536.16421927494
2025,MCB,MCB,-2028.2422837217437,80154.80266060504,IFCGR,independent,G25,ENTRY_ONLY,-82183.04494432679
2025,SMV6,NATIVE_CALLBACK,459685.95882848726,384178.6856417313,IFCGR,independent,G25,ENTRY_ONLY,75507.27318675595
2026,ATRDR,BULL,-119429.32664360551,233540.61734369086,IFCGR,independent,G25,ENTRY_ONLY,-352969.94398729637
2026,ATRDR,FAST_BEAR,277783.92830353347,36925.31870133737,IFCGR,independent,G25,ENTRY_ONLY,240858.60960219608
2026,ATRDR,SLOW_BEAR,-426255.96833724657,-3910.964331690244,IFCGR,independent,G25,ENTRY_ONLY,-422345.00400555634
2026,IFCGR,FIXED_BELOW_L_REPAIR,436296.16133673955,12143.623981578592,IFCGR,independent,G25,ENTRY_ONLY,424152.537355161
2026,MCB,MCB,26884.94553590278,129032.17440600572,IFCGR,independent,G25,ENTRY_ONLY,-102147.22887010295
2026,SMV6,NATIVE_CALLBACK,251725.8258774079,622044.8254142485,IFCGR,independent,G25,ENTRY_ONLY,-370318.9995368406
2018,ATRDR,BULL,-3596.5209930361125,-23377.885945315305,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,19781.364952279193
2018,ATRDR,SLOW_BEAR,110392.85904950557,244538.4691879087,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-134145.61013840314
2018,IFCGR,FIXED_BELOW_L_REPAIR,37296.06939063096,87460.77183940036,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-50164.7024487694
2018,MCB,MCB,9415.30186313618,24828.704421078954,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-15413.402557942774
2018,SMV6,NATIVE_CALLBACK,25005.81030589454,22037.74926284229,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2968.06104305225
2019,ATRDR,BULL,313271.0064038602,245447.4769863433,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,67823.52941751693
2019,ATRDR,FAST_BEAR,170012.06323158133,4300.582713448941,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,165711.4805181324
2019,ATRDR,SLOW_BEAR,-28607.390344123978,3453.2835037746536,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-32060.67384789863
2019,IFCGR,FIXED_BELOW_L_REPAIR,3634.4421861984447,7730.8835738603675,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-4096.441387661923
2019,MCB,MCB,65910.28789231618,192344.2503698864,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-126433.96247757023
2019,SMV6,NATIVE_CALLBACK,92663.85040234266,27905.10637949992,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,64758.744022842744
2020,ATRDR,BULL,106585.40628377465,192843.82978913677,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-86258.42350536212
2020,ATRDR,FAST_BEAR,204874.27952847024,52368.00943257684,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,152506.27009589341
2020,ATRDR,SLOW_BEAR,271686.28927952773,6141.289210562754,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,265545.00006896496
2020,IFCGR,FIXED_BELOW_L_REPAIR,155213.0214997924,4202.940944051683,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,151010.08055574071
2020,MCB,MCB,64466.146883958616,172919.74703721202,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-108453.6001532534
2020,SMV6,NATIVE_CALLBACK,124622.58979565298,169138.00508529018,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-44515.415289637196
2021,ATRDR,BULL,338761.8781782178,260092.7081599217,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,78669.1700182961
2021,ATRDR,FAST_BEAR,488341.40550097486,25537.424389361826,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,462803.98111161304
2021,ATRDR,SLOW_BEAR,274980.4960459466,93000.07341768197,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,181980.42262826464
2021,IFCGR,FIXED_BELOW_L_REPAIR,303187.2102846464,5782.611785829484,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,297404.59849881695
2021,MCB,MCB,145235.85127928198,114352.3422715802,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,30883.50900770178
2021,SMV6,NATIVE_CALLBACK,97962.50014321244,41175.11735871985,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,56787.38278449259
2022,ATRDR,BULL,429315.8348527885,19322.045756249543,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,409993.7890965389
2022,ATRDR,FAST_BEAR,126987.99583864654,67274.00460192362,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,59713.991236722926
2022,ATRDR,SLOW_BEAR,75471.02121705176,121998.84125622231,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-46527.82003917055
2022,IFCGR,FIXED_BELOW_L_REPAIR,-27505.80541017423,16907.873267857743,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-44413.678678031974
2022,MCB,MCB,27261.411091750873,36334.361105439835,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-9072.950013688962
2022,SMV6,NATIVE_CALLBACK,9688.542507449236,34415.49890170461,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-24726.956394255372
2023,ATRDR,BULL,141399.85773647224,130639.01730977779,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,10760.840426694456
2023,ATRDR,FAST_BEAR,-85887.34135102837,-6708.822500369344,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-79178.51885065902
2023,ATRDR,SLOW_BEAR,527296.6236307878,83027.10275216539,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,444269.5208786224
2023,IFCGR,FIXED_BELOW_L_REPAIR,13803.409343299758,1088.3488236568687,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,12715.06051964289
2023,MCB,MCB,98314.28998918216,97008.81661617101,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,1305.4733730111475
2023,SMV6,NATIVE_CALLBACK,90435.76586516511,70387.31365555695,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,20048.452209608164
2024,ATRDR,BULL,-63624.08748844811,277768.51074775646,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-341392.5982362046
2024,ATRDR,FAST_BEAR,11740.722365794185,18306.450562208818,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-6565.728196414633
2024,ATRDR,SLOW_BEAR,116503.94158595816,121879.47217018464,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-5375.530584226479
