year,strategy,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2026,ATRDR,-7123607.2401257,266554.97171333566,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-7390162.211839035
2026,IFCGR,-1614591.7206992537,12143.623981578541,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-1626735.3446808322
2026,MCB,-85656.19569363266,8660.237690092468,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-94316.43338372513
2026,SMV6,4475952.535418807,622044.8254142485,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,3853907.710004558
2018,ATRDR,221160.5832425934,221160.5832425934,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,IFCGR,87460.77183940033,87460.77183940033,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,MCB,33476.11853456644,33476.11853456644,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,SMV6,22037.74926284229,22037.74926284229,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,253201.34320356586,253201.34320356586,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,IFCGR,7730.883573860368,7730.883573860368,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,MCB,80814.8695064485,80814.8695064485,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,SMV6,27905.10637949992,27905.10637949992,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,251353.12843227488,251353.12843227488,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,IFCGR,4202.940944051678,4202.940944051678,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,MCB,3073.629161994255,3073.629161994255,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,SMV6,169138.00508529018,169138.00508529018,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,378630.20596696215,378630.20596696215,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,IFCGR,5782.611785829486,5782.611785829486,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,MCB,9715.12458983369,9715.12458983369,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,SMV6,41175.11735871985,41175.11735871985,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,208594.8916143939,208594.8916143939,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,IFCGR,16907.873267857733,16907.873267857733,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,MCB,4700.969031382894,4700.969031382894,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,SMV6,34415.49890170461,34415.49890170461,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,206957.29756157266,206957.29756157266,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,IFCGR,1088.3488236568667,1088.3488236568667,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,MCB,60514.057820771486,60514.057820771486,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,SMV6,70387.31365555695,70387.31365555695,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,417954.43348014547,417954.43348014547,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,IFCGR,29140.707772993228,29140.707772993228,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,MCB,87471.67851813014,87471.67851813014,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,SMV6,466833.41609049734,466833.41609049734,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,351654.21160100156,351654.21160100156,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,IFCGR,6743.981085751679,6743.981085751679,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,MCB,23467.513634033254,23467.513634033254,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,SMV6,384178.6856417313,384178.6856417313,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,266554.97171333566,266554.97171333566,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,IFCGR,12143.623981578541,12143.623981578541,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,MCB,8660.237690092468,8660.237690092468,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,SMV6,622044.8254142485,622044.8254142485,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,702947.9033145132,221160.58324259336,IFCGR,independent,G100,ENTRY_ONLY,481787.3200719198
2018,IFCGR,-101676.04016381502,87460.77183940036,IFCGR,independent,G100,ENTRY_ONLY,-189136.81200321537
2018,MCB,50619.4475104763,24828.704421078954,IFCGR,independent,G100,ENTRY_ONLY,25790.743089397343
2018,SMV6,2581.1019357215555,22037.74926284229,IFCGR,independent,G100,ENTRY_ONLY,-19456.647327120736
2019,ATRDR,-2168913.287802781,253201.34320356688,IFCGR,independent,G100,ENTRY_ONLY,-2422114.631006348
2019,IFCGR,1949396.6778917685,7730.8835738603675,IFCGR,independent,G100,ENTRY_ONLY,1941665.7943179081
2019,MCB,286865.5341916854,192344.2503698864,IFCGR,independent,G100,ENTRY_ONLY,94521.28382179898
2019,SMV6,131757.08326343255,27905.10637949992,IFCGR,independent,G100,ENTRY_ONLY,103851.97688393263
2020,ATRDR,2400286.1973646544,251353.12843227634,IFCGR,independent,G100,ENTRY_ONLY,2148933.068932378
2020,IFCGR,647589.9249158564,4202.940944051683,IFCGR,independent,G100,ENTRY_ONLY,643386.9839718047
2020,MCB,625547.0465205439,172919.74703721202,IFCGR,independent,G100,ENTRY_ONLY,452627.29948333185
2020,SMV6,481398.2242942235,169138.00508529018,IFCGR,independent,G100,ENTRY_ONLY,312260.2192089333
2021,ATRDR,2748552.346623895,378630.20596696547,IFCGR,independent,G100,ENTRY_ONLY,2369922.14065693
2021,IFCGR,1839035.2832311012,5782.611785829484,IFCGR,independent,G100,ENTRY_ONLY,1833252.6714452717
2021,MCB,691.6003163415899,114352.3422715802,IFCGR,independent,G100,ENTRY_ONLY,-113660.74195523861
2021,SMV6,273266.1843417998,41175.11735871985,IFCGR,independent,G100,ENTRY_ONLY,232091.06698307997
2022,ATRDR,4811056.836812805,208594.89161439546,IFCGR,independent,G100,ENTRY_ONLY,4602461.94519841
2022,IFCGR,-1305617.1443615581,16907.873267857743,IFCGR,independent,G100,ENTRY_ONLY,-1322525.017629416
2022,MCB,125711.30248028215,36334.361105439835,IFCGR,independent,G100,ENTRY_ONLY,89376.94137484231
2022,SMV6,37842.13196129615,34415.49890170461,IFCGR,independent,G100,ENTRY_ONLY,3426.6330595915424
2023,ATRDR,3913700.5366604216,206957.29756157383,IFCGR,independent,G100,ENTRY_ONLY,3706743.239098848
2023,IFCGR,-103705.40698823624,1088.3488236568687,IFCGR,independent,G100,ENTRY_ONLY,-104793.7558118931
2023,MCB,1204435.427214935,97008.81661617101,IFCGR,independent,G100,ENTRY_ONLY,1107426.610598764
2023,SMV6,41352.96285297706,70387.31365555695,IFCGR,independent,G100,ENTRY_ONLY,-29034.350802579887
2024,ATRDR,4703259.223852497,417954.4334801499,IFCGR,independent,G100,ENTRY_ONLY,4285304.7903723465
2024,IFCGR,2984521.1092537255,29140.7077729933,IFCGR,independent,G100,ENTRY_ONLY,2955380.401480732
2024,MCB,160292.0872219463,183022.7710015212,IFCGR,independent,G100,ENTRY_ONLY,-22730.6837795749
2024,SMV6,10302959.962233976,466833.41609049734,IFCGR,independent,G100,ENTRY_ONLY,9836126.546143478
2025,ATRDR,5501695.442486361,351654.21160100464,IFCGR,independent,G100,ENTRY_ONLY,5150041.230885356
2025,IFCGR,3993478.339140258,6743.981085751685,IFCGR,independent,G100,ENTRY_ONLY,3986734.358054506
2025,MCB,-744733.3482385415,80154.80266060504,IFCGR,independent,G100,ENTRY_ONLY,-824888.1508991466
2025,SMV6,827323.2519353757,384178.6856417313,IFCGR,independent,G100,ENTRY_ONLY,443144.5662936444
2026,ATRDR,5461684.675290727,266554.971713338,IFCGR,independent,G100,ENTRY_ONLY,5195129.703577389
2026,IFCGR,7129236.435672926,12143.623981578592,IFCGR,independent,G100,ENTRY_ONLY,7117092.8116913475
2026,MCB,1164352.351843516,129032.17440600572,IFCGR,independent,G100,ENTRY_ONLY,1035320.1774375103
2026,SMV6,325810.1886822078,622044.8254142485,IFCGR,independent,G100,ENTRY_ONLY,-296234.63673204073
2018,ATRDR,356206.9867319185,221160.58324259336,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,135046.40348932517
2018,IFCGR,147118.02295054265,87460.77183940036,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,59657.251111142294
2018,MCB,25443.047033728115,24828.704421078954,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,614.3426126491613
2018,SMV6,84392.9429640045,22037.74926284229,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,62355.19370116221
2019,ATRDR,1742879.7743016405,253201.34320356688,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1489678.4310980735
2019,IFCGR,31595.295586300337,7730.8835738603675,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,23864.41201243997
2019,MCB,286134.9531694899,192344.2503698864,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,93790.70279960352
2019,SMV6,124049.0680894986,27905.10637949992,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,96143.96170999868
2020,ATRDR,2557232.8296527285,251353.12843227634,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2305879.7012204523
2020,IFCGR,1003239.8275666614,4202.940944051683,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,999036.8866226097
2020,MCB,606140.8482404834,172919.74703721202,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,433221.1012032714
2020,SMV6,116436.20590804971,169138.00508529018,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-52701.799177240464
2021,ATRDR,10577455.040251538,378630.20596696547,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,10198824.834284572
2021,IFCGR,2582795.4515524893,5782.611785829484,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2577012.83976666
2021,MCB,1460068.7272918045,114352.3422715802,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1345716.3850202244
2021,SMV6,101127.6099005092,41175.11735871985,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,59952.49254178935
2022,ATRDR,8217827.068203205,208594.89161439546,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,8009232.17658881
2022,IFCGR,-426051.3108383607,16907.873267857743,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-442959.18410621845
2022,MCB,92648.03429209146,36334.361105439835,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,56313.67318665162
2022,SMV6,123434.7394854352,34415.49890170461,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,89019.2405837306
2023,ATRDR,9579272.710009754,206957.29756157383,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,9372315.412448179
2023,IFCGR,248834.4832799126,1088.3488236568687,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,247746.1344562557
2023,MCB,1581572.6603134219,97008.81661617101,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,1484563.8436972508
2023,SMV6,579141.7726684775,70387.31365555695,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,508754.45901292056
2024,ATRDR,1278043.6149730717,417954.4334801499,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,860089.1814929219
2024,IFCGR,-9593733.248108178,29140.7077729933,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-9622873.95588117
2024,MCB,-196566.43992638125,183022.7710015212,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-379589.2109279025
2024,SMV6,4011303.7810276398,466833.41609049734,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,3544470.3649371425
2025,ATRDR,8057314.315217139,351654.21160100464,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,7705660.103616134
2025,IFCGR,7867779.120575061,6743.981085751685,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,7861035.139489309
2025,MCB,-711685.7098990398,80154.80266060504,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-791840.5125596449
2025,SMV6,5570203.966462773,384178.6856417313,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,5186025.280821042
2026,ATRDR,-11655231.66578558,266554.971713338,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-11921786.637498919
2026,IFCGR,-4571776.260268791,12143.623981578592,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,-4583919.884250369
2026,MCB,898468.338405052,129032.17440600572,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,769436.1639990462
2026,SMV6,8295233.754260348,622044.8254142485,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,7673188.928846099
2018,ATRDR,207787.95906505905,221160.58324259336,IFCGR,independent,G25,ENTRY_ONLY,-13372.624177534308
2018,IFCGR,-17483.948123990678,87460.77183940036,IFCGR,independent,G25,ENTRY_ONLY,-104944.71996339103
2018,MCB,10564.464381260876,24828.704421078954,IFCGR,independent,G25,ENTRY_ONLY,-14264.240039818078
2018,SMV6,2442.208558014565,22037.74926284229,IFCGR,independent,G25,ENTRY_ONLY,-19595.540704827727
2019,ATRDR,-396829.145497468,253201.34320356688,IFCGR,independent,G25,ENTRY_ONLY,-650030.4887010349
2019,IFCGR,415714.9856740347,7730.8835738603675,IFCGR,independent,G25,ENTRY_ONLY,407984.1021001743
2019,MCB,49688.81995987404,192344.2503698864,IFCGR,independent,G25,ENTRY_ONLY,-142655.43041001237
2019,SMV6,63589.6561045014,27905.10637949992,IFCGR,independent,G25,ENTRY_ONLY,35684.54972500148
2020,ATRDR,566172.9326171849,251353.12843227634,IFCGR,independent,G25,ENTRY_ONLY,314819.80418490863
2020,IFCGR,97412.93026494494,4202.940944051683,IFCGR,independent,G25,ENTRY_ONLY,93209.98932089325
2020,MCB,113866.20108255642,172919.74703721202,IFCGR,independent,G25,ENTRY_ONLY,-59053.545954655594
2020,SMV6,121134.73573929365,169138.00508529018,IFCGR,independent,G25,ENTRY_ONLY,-48003.26934599652
2021,ATRDR,520744.64234299725,378630.20596696547,IFCGR,independent,G25,ENTRY_ONLY,142114.43637603178
2021,IFCGR,251613.88540617726,5782.611785829484,IFCGR,independent,G25,ENTRY_ONLY,245831.27362034778
2021,MCB,-221.4019880759009,114352.3422715802,IFCGR,independent,G25,ENTRY_ONLY,-114573.7442596561
2021,SMV6,110573.22576694038,41175.11735871985,IFCGR,independent,G25,ENTRY_ONLY,69398.10840822052
2022,ATRDR,599235.6991085125,208594.89161439546,IFCGR,independent,G25,ENTRY_ONLY,390640.80749411706
2022,IFCGR,-145625.73432088312,16907.873267857743,IFCGR,independent,G25,ENTRY_ONLY,-162533.60758874085
2022,MCB,26194.69891014664,36334.361105439835,IFCGR,independent,G25,ENTRY_ONLY,-10139.662195293196
2022,SMV6,10631.671410980238,34415.49890170461,IFCGR,independent,G25,ENTRY_ONLY,-23783.827490724372
2023,ATRDR,334615.35347916273,206957.29756157383,IFCGR,independent,G25,ENTRY_ONLY,127658.0559175889
2023,IFCGR,-3706.601416594789,1088.3488236568687,IFCGR,independent,G25,ENTRY_ONLY,-4794.950240251657
2023,MCB,94833.58669263376,97008.81661617101,IFCGR,independent,G25,ENTRY_ONLY,-2175.2299235372484
2023,SMV6,58947.875071113,70387.31365555695,IFCGR,independent,G25,ENTRY_ONLY,-11439.438584443953
2024,ATRDR,442651.24714111054,417954.4334801499,IFCGR,independent,G25,ENTRY_ONLY,24696.813660960644
2024,IFCGR,336189.9160992919,29140.7077729933,IFCGR,independent,G25,ENTRY_ONLY,307049.20832629857
2024,MCB,22326.191697557362,183022.7710015212,IFCGR,independent,G25,ENTRY_ONLY,-160696.57930396384
2024,SMV6,628858.9403056154,466833.41609049734,IFCGR,independent,G25,ENTRY_ONLY,162025.5242151181
2025,ATRDR,602653.8245082105,351654.21160100464,IFCGR,independent,G25,ENTRY_ONLY,250999.61290720588
2025,IFCGR,405280.1453050266,6743.981085751685,IFCGR,independent,G25,ENTRY_ONLY,398536.16421927494
2025,MCB,-2028.2422837217437,80154.80266060504,IFCGR,independent,G25,ENTRY_ONLY,-82183.04494432679
2025,SMV6,459685.95882848726,384178.6856417313,IFCGR,independent,G25,ENTRY_ONLY,75507.27318675595
2026,ATRDR,-267901.3666773186,266554.971713338,IFCGR,independent,G25,ENTRY_ONLY,-534456.3383906565
2026,IFCGR,436296.16133673955,12143.623981578592,IFCGR,independent,G25,ENTRY_ONLY,424152.537355161
2026,MCB,26884.94553590278,129032.17440600572,IFCGR,independent,G25,ENTRY_ONLY,-102147.22887010295
2026,SMV6,251725.8258774079,622044.8254142485,IFCGR,independent,G25,ENTRY_ONLY,-370318.9995368406
2018,ATRDR,106796.33805646945,221160.58324259336,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-114364.24518612391
2018,IFCGR,37296.06939063096,87460.77183940036,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-50164.7024487694
2018,MCB,9415.30186313618,24828.704421078954,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-15413.402557942774
2018,SMV6,25005.81030589454,22037.74926284229,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2968.06104305225
2019,ATRDR,454675.67929131753,253201.34320356688,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,201474.33608775065
2019,IFCGR,3634.4421861984447,7730.8835738603675,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-4096.441387661923
2019,MCB,65910.28789231618,192344.2503698864,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-126433.96247757023
2019,SMV6,92663.85040234266,27905.10637949992,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,64758.744022842744
2020,ATRDR,583145.9750917726,251353.12843227634,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,331792.8466594963
2020,IFCGR,155213.0214997924,4202.940944051683,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,151010.08055574071
2020,MCB,64466.146883958616,172919.74703721202,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-108453.6001532534
2020,SMV6,124622.58979565298,169138.00508529018,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-44515.415289637196
2021,ATRDR,1102083.7797251393,378630.20596696547,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,723453.5737581737
2021,IFCGR,303187.2102846464,5782.611785829484,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,297404.59849881695
2021,MCB,145235.85127928198,114352.3422715802,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,30883.50900770178
2021,SMV6,97962.50014321244,41175.11735871985,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,56787.38278449259
2022,ATRDR,631774.8519084868,208594.89161439546,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,423179.9602940914
2022,IFCGR,-27505.80541017423,16907.873267857743,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-44413.678678031974
2022,MCB,27261.411091750873,36334.361105439835,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-9072.950013688962
2022,SMV6,9688.542507449236,34415.49890170461,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-24726.956394255372
2023,ATRDR,582809.1400162317,206957.29756157383,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,375851.8424546579
2023,IFCGR,13803.409343299758,1088.3488236568687,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,12715.06051964289
2023,MCB,98314.28998918216,97008.81661617101,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,1305.4733730111475
2023,SMV6,90435.76586516511,70387.31365555695,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,20048.452209608164
2024,ATRDR,64620.57646330425,417954.4334801499,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-353333.85701684566
2024,IFCGR,-415936.318359174,29140.7077729933,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-445077.0261321673
2024,MCB,6938.789631613419,183022.7710015212,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-176083.9813699078
2024,SMV6,192200.3602971979,466833.41609049734,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-274633.05579329946
2025,ATRDR,282819.3693409291,351654.21160100464,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-68834.84226007556
2025,IFCGR,369976.9983921279,6743.981085751685,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,363233.01730637625
2025,MCB,-44068.71879645931,80154.80266060504,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-124223.52145706434
2025,SMV6,417560.70648564486,384178.6856417313,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,33382.020843913546
2026,ATRDR,-835156.5376758123,266554.971713338,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-1101711.5093891502
2026,IFCGR,-158364.86915598885,12143.623981578592,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-170508.49313756745
2026,MCB,53314.896032127595,129032.17440600572,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-75717.27837387813
2026,SMV6,620698.2790507289,622044.8254142485,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-1346.546363519621
2018,ATRDR,201845.75824017858,221160.58324259336,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-19314.825002414786
2018,IFCGR,75813.06271837345,87460.77183940036,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-11647.709121026914
2018,MCB,16467.280434290056,24828.704421078954,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-8361.423986788897
2018,SMV6,49745.7523090533,22037.74926284229,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,27708.003046211008
2019,ATRDR,991478.1883177682,253201.34320356688,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,738276.8451142013
2019,IFCGR,10177.841215331617,7730.8835738603675,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2446.957641471249
2019,MCB,136415.814452782,192344.2503698864,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-55928.43591710439
2019,SMV6,123073.06659579172,27905.10637949992,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,95167.9602162918
2020,ATRDR,908833.1982065394,251353.12843227634,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,657480.0697742631
2020,IFCGR,377015.2210080812,4202.940944051683,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,372812.28006402956
2020,MCB,157598.10335914712,172919.74703721202,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-15321.643678064895
2020,SMV6,22792.363602113393,169138.00508529018,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-146345.6414831768
2021,ATRDR,2993372.665507085,378630.20596696547,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2614742.45954012
2021,IFCGR,784647.35590866,5782.611785829484,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,778864.7441228305
2021,MCB,405937.7502421196,114352.3422715802,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,291585.4079705394
2021,SMV6,132061.90042282097,41175.11735871985,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,90886.78306410112
2022,ATRDR,1895047.4510341187,208594.89161439546,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1686452.5594197232
2022,IFCGR,-87173.4752621633,16907.873267857743,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-104081.34853002103
2022,MCB,37702.73383834338,36334.361105439835,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1368.3727329035464
2022,SMV6,71375.48528684163,34415.49890170461,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,36959.986385137025
2023,ATRDR,1867732.0767475069,206957.29756157383,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1660774.779185933
2023,IFCGR,38297.04788642585,1088.3488236568687,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,37208.69906276898
2023,MCB,307930.737915989,97008.81661617101,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,210921.921299818
2023,SMV6,286424.73784444423,70387.31365555695,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,216037.4241888873
2024,ATRDR,73895.15567912871,417954.4334801499,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-344059.2778010212
2024,IFCGR,-1523199.0359139105,29140.7077729933,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-1552339.7436869037
2024,MCB,33872.7732489897,183022.7710015212,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-149149.9977525315
2024,SMV6,675645.3917920607,466833.41609049734,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,208811.97570156335
2025,ATRDR,1023375.7239155982,351654.21160100464,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,671721.5123145937
2025,IFCGR,1468064.6067458629,6743.981085751685,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1461320.6256601112
2025,MCB,3066.469476125186,80154.80266060504,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-77088.33318447985
2025,SMV6,1336596.7767456,384178.6856417313,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,952418.0911038686
2026,ATRDR,-3103296.9122194597,266554.971713338,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-3369851.8839327977
2026,IFCGR,-628029.2829462463,12143.623981578592,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-640172.906927825
2026,MCB,256875.13926262854,129032.17440600572,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,127842.96485662281
2026,SMV6,2137579.9292005766,622044.8254142485,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1515535.103786328
2018,ATRDR,285694.36820501083,221160.58324259336,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,64533.78496241747
2018,IFCGR,112212.45952963587,87460.77183940036,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,24751.687690235514
2018,MCB,21702.288741446282,24828.704421078954,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-3126.4156796326715
2018,SMV6,73102.0386144784,22037.74926284229,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,51064.28935163611
2019,ATRDR,1394836.4358982944,253201.34320356688,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1141635.0926947275
2019,IFCGR,17538.380673764404,7730.8835738603675,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,9807.497099904038
2019,MCB,210476.9120582109,192344.2503698864,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,18132.6616883245
