gap,mcb_mode,target,mechanic,state_family,state,year,dates,incremental_pnl,mean_daily_incremental_return
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,40839.69641107973,0.00015728951793336158
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,1635958.4562792592,0.0031211421103493715
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,2946054.3945896514,0.0018443959081065687
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,3825000.3139630323,0.0015583126061851926
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,2303306.207857808,0.0008496889356857879
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-1707330.4927466698,-0.0011464761655112104
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,5423229.927265631,0.00124802932686149
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,2005243.9549550097,0.00020746478268069917
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,267888.3445559712,0.0004703883179216335
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,1137810.281278178,0.0020667563742159767
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,707450.6441478934,0.0010687607874673352
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,6596629.865390744,0.004410057801704351
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-1044521.5597482631,-5.031504327151963e-05
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,7336154.941857955,0.0017432701561121348
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-6163766.6552417,-0.0012599073009998312
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,10070731.417401964,0.003247491485344053
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-22468483.38735225,-0.004100104403912722
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-106169.35636891518,-0.0019367155634704015
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,839720.8771427125,0.0019898458964258407
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,1552153.7265766207,0.001278347899832073
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,3235796.5947977733,0.002375370258680312
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,19145.06934879627,9.60942019177428e-05
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-357706.5009157201,-0.00017220001172887624
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,5225369.379327267,0.0012644124828761285
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,232384.01837030146,-8.310839677670092e-05
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,11385484.049853593,0.005490159003584726
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,114973.84584265854,0.0004170848251072883
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,-215696.25676447246,-0.0002468310864819104
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,2345308.152266641,0.004059854903935559
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,5925065.469604592,0.002693878209146552
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,8217977.372884247,0.002280216794376916
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,4371065.693872508,0.0010619546813671824
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-3708343.768397242,-0.0015127415923630856
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,13013384.876336604,0.0018488340131444989
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,5241200.723055633,0.00034773764232243237
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,-84850.13924971409,-9.425033137827588e-05
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,226460.7117295647,0.00048097023873583546
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,226790.39115795027,0.00040607010575303536
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,623819.053545381,0.0010232928697568517
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-94129.62677375507,-0.00012500814174303958
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,319609.8406615043,0.0003373897342283161
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-579611.2003259342,-0.0005793012286887018
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,407435.2682801075,0.000657807234220845
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-922501.8534641024,-0.0012174474151270013
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,17965.204250963405,0.00030612367411538867
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,-141490.05826317426,-0.0003459503233135351
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,-58445.591176219285,-0.0001818036069631844
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,236741.02892043348,0.0004467605687551919
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,71067.63043740578,0.00022031546964311943
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-110755.2242158195,-0.0002447641962449838
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,-360892.97711660527,-0.0008379382484855535
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-145695.85810154397,-0.0002026933910056853
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,-88491.87767362781,-0.0004900541901401727
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,-115556.80255709309,-0.00031025578078442263
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,166428.18633016665,0.00033965727679211905
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,313087.4691001661,0.000813206173724462
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,330851.42386758607,0.0003982946180251046
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,406502.71684335265,0.00039698679736582245
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,155183.20473784395,0.00011993180578995658
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-199259.36725050397,-0.00040644461444750736
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,-62399.14868136775,-0.00014679178010249284
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,-149824.52931480296,-0.00028984289929480963
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,47722.78389344271,9.389797077915345e-05
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,512034.2582507143,0.0010036679954429572
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-148424.14726882614,-0.00010393596573902044
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,1712369.158699167,0.0021520091971281787
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-190629.42182718497,-0.000122246193342961
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,1318867.962275912,0.0008543324088470238
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-1219258.838435538,-0.0008001286909592576
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,1854784.5795939919,0.0016979189239920503
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-2502692.6213294677,-0.0018683274174030782
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-21875.428667487577,-0.00044210772918751984
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,186939.99570954684,0.0004995730519483155
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,355795.0997181833,0.0003170321626110324
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,829358.1414652467,0.0011860575485339202
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,218924.1283540288,0.0004612075199519117
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-145131.10891535785,-0.00022327231754078148
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,308341.2618982736,-0.000264458312054235
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-58560.81175198499,-0.0001337315105400497
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,178305.18533703312,-0.00019381157294761451
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,-36051.200283274055,-7.0652987490281e-05
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,198025.84043660108,0.0004034008786498613
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,782970.0849279463,0.0017404287966109719
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,1274274.8352899337,0.0011547954613418281
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,1476408.2916074097,0.0009602661605518836
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,840434.6154289637,0.0004971163635082621
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-771637.993530795,-0.0009168118809369856
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,1176586.5461935373,0.0003993570442185745
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,385509.45423634537,-4.34829060186004e-05
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,168993.7170926556,0.0002855440323305067
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,821264.771538863,0.0015380146722297928
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-274253.33763253596,-5.91191458176059e-05
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,3568859.10413122,0.003322786464610255
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-429877.4157086434,-8.63877770126209e-05
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,3454584.965740281,0.001349687272780792
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-2916564.7227892447,-0.0010724798696350704
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,4280981.637577636,0.0023405459650124956
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-6995918.008866429,-0.0027558470096190977
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-63440.71933710296,-0.0011894512988586316
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,514037.80524197035,0.0012694542496098733
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,942125.5965559073,0.0008621377814499117
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,1803214.4502567966,0.0018687649528215573
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,110184.83877954911,0.00018457884986217358
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-167215.43033678364,-0.0001652803022804586
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,1924358.559466917,0.00045891393796783304
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-129417.97700825613,-0.0001762511130109731
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,268578.441123344,-0.0004655278509785194
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,41213.30161119532,0.0001714561181518685
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,26800.332691686228,0.00011452799816127515
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,1634204.7360610422,0.003108321018013334
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,2942128.1090685213,0.001912339892571036
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,3937000.715284601,0.0016872633670179321
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,2159895.1940385103,0.0008219609276162034
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-1725712.8947082534,-0.0011829273716635798
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,4646327.971577982,0.0010842435612244796
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,1898918.297414368,0.0002655745295772839
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,290055.1170304138,0.0004955985143118253
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,1104628.9634157494,0.001981224111501839
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-351899.860396171,0.00011960047854712716
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,5763530.802771802,0.004103493000097184
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-865743.4368621167,3.1554335390801974e-05
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,7441485.19405285,0.0017865708365914046
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-6597779.9052306935,-0.0013193576947118683
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,8785216.730464024,0.0030165384702750056
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-20408728.095207416,-0.0040568597652049275
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-80952.89168280456,-0.0014509607775095117
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,804578.2348459931,0.0018169219510269254
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,1625718.806342992,0.0011607811814282921
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,3178544.5683388393,0.0024855597333424298
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,1213586.7482117321,0.0011576170161885825
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-13555.073029430583,-2.7146746878078485e-05
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,4438546.931531717,0.0009543149196904057
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-930048.3097780999,-0.0003200073442761997
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,7883066.8850924615,0.0038300848069901484
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,101980.80677734129,0.0003794469578804792
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,-153900.2570633106,-0.00011273039250352347
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,2471613.527055151,0.00416748662083589
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,5507531.731393481,0.002622647777861728
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,7490522.759283327,0.0020999570927992648
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,4359305.568564399,0.0010939588904803899
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-3496104.8666273635,-0.0014959750567317956
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,12376354.871907063,0.0018399500543932977
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,5218843.214739272,0.0003966044185979986
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,-81669.91645236313,-9.057161758862255e-05
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,217105.05656059552,0.0004608065697967185
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-50713.17369307391,-6.032398975470466e-05
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,595529.0405785721,0.001022675918258933
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-79464.05371491984,-9.853237405178497e-05
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,319727.1122902809,0.0003538821367008278
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-543912.3829118144,-0.0005271122424686992
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,423580.2605374623,0.000730317477089191
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-894795.1133090258,-0.0011637053898749367
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,32861.24015416764,0.0005969618287804707
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,-275808.6469108574,-0.0006979604323156858
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,-195667.3605976468,-0.00043010368081868234
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,195515.18171722628,0.00039155361104334515
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,46120.690818507224,0.00014667282970335345
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-91737.53828869201,-0.00020979063537548222
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,-489811.7771520084,-0.00099109308485058
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-146558.65691453405,-0.00019222851454175628
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,-134643.17910223454,-0.0006084328482285198
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,-118892.92522568814,-0.00032166126996326425
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,204444.9426834276,0.00040583002329621677
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,312474.2636930477,0.0008108398568478879
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,255730.86561228428,0.0003275043828386276
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,355187.09937329125,0.0003670759567581726
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,154030.64426933508,0.00014820643803796724
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-215237.0745209884,-0.0004532146035257129
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,-83790.78126524948,-0.00012921615472520664
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,-202592.63613937236,-0.0003266318545808207
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,57273.28129145969,0.00010505576948611326
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,492403.02383477613,0.0009612188689401501
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-161655.83475941978,-0.00012047543919428901
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,1742571.6549556302,0.002166178714791212
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-144101.09389859252,-7.170824996968715e-05
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,1373226.7433896372,0.0008549747804864166
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-1197366.3943648078,-0.0007385413251289403
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,1966381.2520619035,0.0017573009805459813
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-2653705.0644765887,-0.001874464712920518
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-3581.6554858470336,-8.535091370408714e-05
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,74643.75949180033,0.00019272804351957168
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,235920.9455228718,8.019152051650982e-05
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,839122.6168734655,0.001164011345769329
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,255773.8465327304,0.0005126705545772519
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,-105728.38517932408,-0.00017949059958924783
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,157881.13688345533,-0.00046123976742475136
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-97396.58850970678,-0.00015444154374665665
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,193131.75665221922,-0.00024536914533312146
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2018,70,-42471.08826953918,-9.077069645403595e-05
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2019,89,245844.54016250558,0.0004899350816400012
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2020,66,807537.7655903101,0.0017729112130644349
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2021,95,1247472.7350271363,0.0010806441618041813
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2022,106,1526300.5342310853,0.0009605443963759941
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2023,89,884222.3454885399,0.0005148259963363313
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2024,54,-805254.9410934318,-0.0009471835509674071
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2025,99,1266175.5797862709,0.0004260668209783991
OGR,independent,G50,FULL_BOOK_NORMALIZATION,market_regime,TRANSITION,2026,65,438939.27691274695,-4.345291093878739e-05
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2018,163,184829.6412240006,0.0003037960630439404
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2019,88,793004.3364009727,0.0014733040717710456
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2020,91,-295241.3527357476,-7.812898607803808e-05
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2021,83,3657007.229749496,0.0033430606740721233
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2022,98,-366306.85616811924,-2.869466004242069e-05
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2023,94,3733226.52686124,0.0013704865845580163
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2024,123,-2899474.8292813264,-0.0009814271666485975
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2025,59,4826740.944779692,0.002462514136266975
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BEAR,2026,74,-7745390.441564722,-0.0027877649238893395
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2018,10,-41695.02130537573,-0.0007676972043670656
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2019,67,427660.8378333226,0.0010081395274313862
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2020,86,891619.2050853828,0.0006778783783053636
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2021,65,1878589.5581089128,0.001878452881114514
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2022,38,617278.5500417966,0.0008174964362507702
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2023,59,6961.872345896438,-5.031881000487172e-05
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2024,65,1767313.9668645086,0.00021759896240411124
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2025,85,-266553.8791867513,-0.00022043924221635172
OGR,independent,G75,FULL_BOOK_NORMALIZATION,market_regime,BULL,2026,25,433265.3664525915,-0.00043555904686018367
