gap,mcb_mode,target,mechanic,year,period_label,days,opening_nav,closing_nav,net_pnl,annual_return,MaxDD,CVaR5,Sharpe,average_gross,p95_gross,turnover,traded_notional,fees,capital_days,capital_days_basis,max_single_name,max_family_exposure,max_Demand_family,max_gross,source,MaxDD_basis,concentration_basis,rank
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,2022,242,28907564.766151942,36364871.396107905,7457306.629955962,0.2579707661396566,0.1791631276738973,-0.0479835716192419,0.8890330778802293,0.8756847099758097,0.9999999999999998,58.92854642116328,1827355310.0192904,3571483.7103681033,9824137523.44115,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.999999999999999,1.0,1.0,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,1
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,2023,242,36364871.396107905,48053337.29611576,11688465.900007851,0.3214218956720649,0.1439116915965508,-0.025926824966888,1.5576141693827208,0.72329821890818,0.9999999999999994,57.18492483129742,2442067944.22818,4731312.551409794,11029854415.18539,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.999999999999999,1.0,1.0,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,1
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,2024,242,48053337.29611576,44409372.18138774,-3643965.114728018,-0.0758316762116451,0.3533059766459079,-0.0528622627256673,-0.0519512134827662,0.7874506265295775,0.9999999999999996,58.61651077870657,2397336849.9481745,4454577.159522317,11594497100.064491,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999998,1.0,1.0,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,1
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,2025,243,44409372.18138774,68492716.82074976,24083344.639362022,0.5423031998965189,0.1217170192163156,-0.0293130743151677,2.0668102086556974,0.8507636043086734,0.9999999999999988,57.44465132813709,3086607021.984668,5696539.862600435,16544652095.53186,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999988,1.0000000000000002,0.9999999999999992,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,1
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,68492716.82074976,63553624.23944232,-4939092.581307441,-0.0721112084695573,0.3879213079836309,-0.0437851274948751,-0.2332261898930169,0.7892435043340835,0.9999999999999992,46.84108868473691,3596837260.884767,6734144.18369123,15095956237.332985,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.999999999999997,0.9999999999999998,0.9999999999999998,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,1
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,2022,242,28449727.382150404,36177923.148053095,7728195.765902691,0.2716439304353906,0.1790948613492465,-0.0479842441406139,0.925026908108548,0.8758684866635214,0.9999999999999996,58.99237009919199,1809754377.4015915,3537087.4639361184,9718704202.157248,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999988,1.0,1.0,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,2
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,2023,242,36177923.148053095,47811943.84651068,11634020.698457584,0.321577904039626,0.1439246143030966,-0.0259305741690492,1.558047650623512,0.7233795060888059,0.9999999999999998,57.18607745998392,2429816278.0845985,4707430.976935871,10975845239.439705,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999982,1.0,1.0,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,2
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,2024,242,47811943.84651068,44176834.594363324,-3635109.252147354,-0.0760293131736505,0.3533467420738977,-0.0528732411461875,-0.0525436637159605,0.7875082807535743,0.9999999999999992,58.621655203837506,2385247248.753051,4431866.273936052,11535773250.038595,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999992,1.0,0.9999999999999998,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,2
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,2025,243,44176834.594363324,67568039.94274406,23391205.348380737,0.5294902987767554,0.1217071369783415,-0.0303798713494483,2.0052430473000484,0.8621092044539976,0.9999999999999988,58.12589176748806,3086906495.3342266,5700502.193381693,16542439204.296654,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.999999999999999,1.0,0.9999999999999996,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,2
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,67568039.94274406,60822430.584704086,-6745609.358039975,-0.0998343205420208,0.402311177702947,-0.044294930925249,-0.3729857419224374,0.7998266059013622,0.9999999999999996,48.29234330948249,3604391093.003308,6755673.4446114935,14829770523.156685,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999968,0.9999999999999998,0.9999999999999998,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/IFCGR__confirmation_tag__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,2
