gap,mcb_mode,target,mechanic_full_book,year,period_label_full_book,days_full_book,opening_nav_full_book,closing_nav_full_book,net_pnl_full_book,annual_return_full_book,MaxDD_full_book,CVaR5_full_book,Sharpe_full_book,average_gross_full_book,p95_gross_full_book,turnover_full_book,traded_notional_full_book,fees_full_book,capital_days_full_book,capital_days_basis_full_book,max_single_name_full_book,max_family_exposure_full_book,max_Demand_family_full_book,max_gross_full_book,source_full_book,MaxDD_basis_full_book,concentration_basis_full_book,mechanic_entry_only,period_label_entry_only,days_entry_only,opening_nav_entry_only,closing_nav_entry_only,net_pnl_entry_only,annual_return_entry_only,MaxDD_entry_only,CVaR5_entry_only,Sharpe_entry_only,average_gross_entry_only,p95_gross_entry_only,turnover_entry_only,traded_notional_entry_only,fees_entry_only,capital_days_entry_only,capital_days_basis_entry_only,max_single_name_entry_only,max_family_exposure_entry_only,max_Demand_family_entry_only,max_gross_entry_only,source_entry_only,MaxDD_basis_entry_only,concentration_basis_entry_only,full_book_minus_entry_only_pnl,interpretation
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,2018,243,4904782.129191859,5095269.090928771,190486.9617369119,0.03883698739709307,0.07772541352658435,-0.009723477359853037,0.6176795506160413,0.21150755229628504,0.2537414274242079,14.498667297794954,71871772.01033257,139540.9998652952,377910454.11609346,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.25324541520708793,0.2610812708397388,0.2610812708397388,0.2611284050300804,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2018,243,4904782.129191859,5109867.039797423,205084.9106055647,0.041813255961963725,0.07661739336112361,-0.01053000692519751,0.6379978299503136,0.19332289065732972,0.2544227758495263,6.161972355809139,30170155.398011945,60136.32827686007,341944837.0839536,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2560418603703138,0.26203418701177866,0.26203418701177866,0.2618377622870083,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,-14597.948868652806,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,2019,244,5095269.090928771,5722904.662986448,627635.5720576774,0.12318006387043856,0.04497688232905772,-0.009314725901262423,1.5708949347592966,0.20845734069783914,0.2550316868591946,15.734450909490173,85951305.34156795,148431.46483184904,412631435.58483535,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.29368932038834944,0.29368932038834944,0.29368932038834944,0.29368932038834944,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2019,244,5109867.039797423,5244918.2700719265,135051.23027450312,0.026429499872046902,0.08596188492161838,-0.013680097998280209,0.3372660067847844,0.1511051005326181,0.2584393252288093,5.643890185687359,30395105.064310413,53880.61596798461,286097254.6365483,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2741552024169391,0.2741552024169391,0.26839317364040594,0.27579167388935794,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,492584.3417831743,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,2020,243,5722904.662986448,6386632.876980516,663728.2139940681,0.11597750671731566,0.04958105309137706,-0.010938178790849483,1.5117059328931224,0.21332122551036697,0.25750186326713087,16.97218094429321,106426502.68852967,190631.33298363234,466576037.5651854,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.265896949853524,0.2658969498535241,0.25881203232923294,0.2721880738945352,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2020,243,5244918.2700719265,6174981.2978727715,930063.027800845,0.17732650537337924,0.037141858326894095,-0.010011424894879797,2.2951065647710913,0.1792551470307864,0.2600740353681962,6.3378931386665505,35797215.212158725,65587.93855220634,356464314.1048852,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2608638084532572,0.2682657205983666,0.2682657205983666,0.2655781901877762,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,-266334.8138067769,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,2021,243,6386632.876980516,7974906.448108188,1588273.5711276717,0.2486871567101221,0.019384447955291706,-0.005652027347016207,3.891629804269197,0.19696402022804874,0.2553074906223173,19.31730148329355,137023119.86389095,244308.51528673072,497288470.8192861,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2664154573879579,0.2664154573879579,0.2664154573879579,0.2664154573879579,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2021,243,6174981.2978727715,7077197.578011159,902216.2801383873,0.14610834213363422,0.03501380509092411,-0.008155840361547196,2.0666487031068934,0.16018185195118184,0.26133169024386305,6.850849577280861,45662455.81579046,82932.90329946796,380501714.03498566,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2664154573879579,0.2666296203598702,0.2666296203598702,0.2687770527259603,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,686057.2909892844,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,2022,242,7974906.448108188,8593089.324130306,618182.8760221181,0.07751600348475107,0.044004020171890534,-0.011836502361405035,1.0057692249114094,0.2223521349506061,0.25407432677793307,15.816362995968442,129514945.87159233,243927.11717761168,661963764.6686366,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2842402826855122,0.2842402826855122,0.2842402826855122,0.27501789549033634,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2022,242,7077197.578011159,7571584.559746996,494386.9817358367,0.06985632042715562,0.08999487869528744,-0.012505190363904985,0.8273187007946601,0.19319004453443261,0.25851134162955025,6.659734397598,46345107.19220717,91267.04428046691,479054823.3250387,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2822267755041302,0.2822267755041302,0.2822267755041302,0.2730447963516962,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,123795.89428628143,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,2023,242,8593089.324130306,9350556.066389743,757466.7422594372,0.0881483612805456,0.03616822338647463,-0.00718716380281049,1.6481633656893027,0.19762114123915064,0.2570588050988598,15.30366158932291,138238667.82268375,245758.27513962623,641129462.5217772,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.26670436339647535,0.26670436339647535,0.26670436339647535,0.2605794891345787,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2023,242,7571584.559746996,8060087.770038063,488503.21029106714,0.06451796271128085,0.029339564347329206,-0.005674369466052363,1.319438445788306,0.16382774301869596,0.2576883978015585,5.657672432731833,44155541.26303491,78880.27603243437,466599190.2385764,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.26683422191325507,0.26683422191325507,0.26683422191325507,0.26137802526196163,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,268963.5319683701,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,2024,242,9350556.066389743,9199921.853871966,-150634.21251777746,-0.01610965288569599,0.09128012119586593,-0.012489561050277046,-0.15703669604112466,0.20112312575420424,0.25467098864185506,16.063214176690295,145600814.8075068,247430.65317822504,662360989.8892813,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2499999999999998,0.25998066232554884,0.25925234174602535,0.2611334275514121,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2024,242,8060087.770038063,9524539.346346479,1464451.5763084162,0.18169176541132148,0.0979196631246847,-0.016367558573916394,1.4858394471316954,0.1765070667232933,0.29840838872083214,5.9827405974342955,51958203.990156785,88078.7903603756,573639189.667439,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.3191378240884639,0.31914408266648203,0.25159191806865766,0.31914408266648203,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,-1615085.7888261937,MECHANISM_DEPENDENT_REGIME_EFFECT
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,2025,243,9199921.853871966,10216684.292509336,1016762.4386373702,0.11051859513452778,0.032276611117480924,-0.007118523032171244,2.0594098446624223,0.21496157954421086,0.2529070305631847,16.366578000194554,158264559.678282,235614.2173283035,759641861.1034288,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.26151484135107467,0.26151484135107467,0.25649342995814656,0.26151484135107467,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2025,243,9524539.346346479,11001556.320908435,1477016.9745619558,0.15507489872762448,0.02978873501861301,-0.007658277447340243,2.453700965512721,0.2005056731520456,0.26221693882750796,7.480689829141398,76905592.25094514,111084.12857246475,757574150.0068941,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2789644060419115,0.2789644060419115,0.25292808768139674,0.2752114508783343,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,-460254.53592458554,SAME_ANNUAL_PNL_DIRECTION
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,2026 YTD,164,10216684.292509336,10007731.333810207,-208952.95869912952,-0.02045213033080895,0.11798740467360191,-0.011172926268270633,-0.38907678473434054,0.20673056906711915,0.25282997264000484,11.848209675866137,123886460.66211697,209190.17317570164,538611663.9491062,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.2501985702938832,0.25773276969349773,0.25773276969349773,0.25773276969349773,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2026 YTD,164,11001556.320908435,11398207.115959326,396650.7950508911,0.03605406212365225,0.09094169133025964,-0.009576969664279,0.7817887372321994,0.1738698232829946,0.25685264480500386,4.791234137348549,54845035.78045506,92126.47564567602,486792941.1737604,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.16466964271198406,0.2627881134102082,0.25992203416230714,0.26854112570678357,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G25__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,-605603.7537500206,MECHANISM_DEPENDENT_REGIME_EFFECT
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,2018,243,4904782.129191859,5574053.724577605,669271.5953857461,0.136452869415429,0.29063316896801616,-0.03960326543200204,0.6182409197493357,0.8470268788131202,1.0,58.27926395238462,295030325.9869287,573193.7179963549,1541415772.640398,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G100__FULL_BOOK_NORMALIZATION__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,ENTRY_ONLY,2018,243,4904782.129191859,5559255.312791556,654473.1835996974,0.1334357299388409,0.28782453779643313,-0.04277562480610972,0.5975874882500268,0.7746264627057818,1.0,24.61116468455907,117695893.17782679,235176.2029349264,1334282855.7598495,Calendar Jan 1 to next Jan 1; final YTD through end date plus one midnight,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0,/Users/linmei/Documents/CY-worktrees/five-strategy-scaling-regime-v1/research/scaling_regime_v1/cache/accounts/OGR__independent__G100__ENTRY_ONLY__2026-09-04,Prior year-end NAV included in annual peak; daily closes,All recorded completed timestamps,14798.411786048673,SAME_ANNUAL_PNL_DIRECTION
