gap,mcb_mode,target,mechanic,status,days,cash,nav,gross_exposure,basis
OGR,independent,G25,FULL_BOOK_NORMALIZATION,PASS,973.0,5.681067705154419e-08,5.587935447692871e-08,1.3969838619232178e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,independent,G50,FULL_BOOK_NORMALIZATION,PASS,973.0,4.6566128730773926e-08,4.470348358154297e-08,2.3283064365386963e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,independent,G75,FULL_BOOK_NORMALIZATION,PASS,973.0,8.568167686462402e-08,1.0803341865539551e-07,7.264316082000732e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,independent,G100,FULL_BOOK_NORMALIZATION,PASS,973.0,6.717164069414139e-08,4.0978193283081055e-08,1.043081283569336e-07,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,independent,G25,ENTRY_ONLY,PASS_AUTHORIZED_DIAGNOSTIC,,,,,"Original constructor extension, same Entry Only methods; separately tested existing-position preservation"
OGR,independent,G100,ENTRY_ONLY,PASS,973.0,2.2351741790771484e-08,2.2351741790771484e-08,2.421438694000244e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,PASS,973.0,1.862645149230957e-08,2.0489096641540527e-08,7.683411240577698e-09,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,PASS,973.0,5.029141902923584e-08,5.774199962615967e-08,2.8870999813079834e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,PASS,973.0,1.471489667892456e-07,1.9371509552001953e-07,1.434236764907837e-07,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,PASS,973.0,9.173527359962463e-08,3.725290298461914e-08,8.195638656616211e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
OGR,confirmation_tag,G25,ENTRY_ONLY,PASS_AUTHORIZED_DIAGNOSTIC,,,,,"Original constructor extension, same Entry Only methods; separately tested existing-position preservation"
OGR,confirmation_tag,G100,ENTRY_ONLY,PASS,973.0,1.1175870895385742e-08,1.30385160446167e-08,1.1175870895385742e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,PASS,973.0,6.426125764846802e-08,7.171183824539185e-08,1.7229467630386353e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,PASS,973.0,5.587935447692871e-08,6.332993507385254e-08,3.818422555923462e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,PASS,973.0,4.6566128730773926e-08,6.705522537231445e-08,6.705522537231445e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,PASS,973.0,5.098991096019745e-08,3.3527612686157227e-08,5.587935447692871e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,independent,G25,ENTRY_ONLY,PASS_AUTHORIZED_DIAGNOSTIC,,,,,"Original constructor extension, same Entry Only methods; separately tested existing-position preservation"
IFCGR,independent,G100,ENTRY_ONLY,PASS,973.0,5.587935447692871e-09,7.450580596923828e-09,7.450580596923828e-09,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,PASS,973.0,9.778887033462524e-09,1.210719347000122e-08,5.3551048040390015e-09,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,PASS,973.0,9.499490261077881e-08,1.043081283569336e-07,5.3085386753082275e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,PASS,973.0,4.936009645462036e-08,2.60770320892334e-08,5.029141902923584e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,PASS,973.0,4.842877388000488e-08,5.21540641784668e-08,5.587935447692871e-08,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
IFCGR,confirmation_tag,G25,ENTRY_ONLY,PASS_AUTHORIZED_DIAGNOSTIC,,,,,"Original constructor extension, same Entry Only methods; separately tested existing-position preservation"
IFCGR,confirmation_tag,G100,ENTRY_ONLY,PASS,973.0,5.587935447692871e-09,7.450580596923828e-09,7.450580596923828e-09,Actual 2018-2021 prefix vs frozen parent; read-only trace does not change economic outputs
