gap,mcb_mode,target,mechanic,year,state_family,state,family,pnl_scaled,pnl_native,incremental_pnl
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,SMV6,-13155.605021389767,-6569.658516532826,-6585.946504856942
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2019,market_regime,BULL,SMV6,172755.03836970203,11777.906061636857,160977.1323080652
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,SMV6,-15819.38109850683,22696.85883439589,-38516.23993290272
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,231881.9695498407,141472.59962389237,90409.36992594833
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-134293.63968506624,27665.405461397815,-161959.04514646405
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,SMV6,-84983.7397196227,41387.377134837814,-126371.1168544605
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,SMV6,275011.54651489574,150765.3939929221,124246.1525219737
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,SMV6,-92439.47693049865,-23014.76604246972,-69424.71088802893
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,47704.0659571014,-4186.2200284405535,51890.28598554195
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,72453.04058126488,45361.337387160405,27091.703194104484
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,SMV6,48488.89076376152,30037.21828825074,18451.672475510775
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,SMV6,94536.2010088858,875.589543187034,93660.61146569876
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,SMV6,-22867.98523428102,10262.309527282077,-33130.2947615631
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,84393.88680560968,34912.746934584604,49481.139871025065
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-6879.376616927986,-497.2480328799961,-6382.12858404799
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,SMV6,-5831.6770077279525,-497.2480328799961,-5334.428974847957
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,SMV6,-104166.89390928685,-29797.408679175496,-74369.48523011137
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,SMV6,187513.0811056965,64710.1556137601,122802.9254919364
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,-364395.6387906627,-76835.10907183707,-287560.52971882565
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,631599.580340139,147222.42272739403,484377.1576127449
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,SMV6,-96196.30484134631,-6093.868231655657,-90102.43660969066
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,SMV6,-362799.68179405463,-76300.35207522905,-286499.3297188256
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,SMV6,726199.9281848773,152781.53396244167,573418.3942224355
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,754502.2162796655,457842.5126481544,296659.7036315111
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,24482.05061358364,8990.903442342937,15491.147171240707
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,BEAR,SMV6,32287.029334240302,11888.50344234289,20398.525891897414
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,BULL,SMV6,558411.0683184454,358760.0138870134,199651.05443143187
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,market_regime,TRANSITION,SMV6,188286.16924056347,96184.898761141,92101.27047942248
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,560475.539852782,191213.34321809124,369262.19663469086
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,807235.4062043115,192965.3424236401,614270.0637806715
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,BEAR,SMV6,143179.3319842314,35106.803078128076,108072.52890610334
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,BULL,SMV6,245444.97599323583,138918.52710218498,106526.44889105085
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,market_regime,TRANSITION,SMV6,979086.6380796265,210153.35546141828,768933.2826182081
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,815984.3215506566,269656.21909394435,546328.1024567122
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,1299096.1933822318,352388.60632030416,946707.5870619275
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,BEAR,SMV6,1297008.4034929997,348804.2197061281,948204.1837868716
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,BULL,SMV6,397927.996842464,131547.56848212788,266380.42836033617
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,market_regime,TRANSITION,SMV6,420144.1145974246,141693.03722599248,278451.0773714321
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,-31498.211269172898,-3188.358562542824,-28309.852706630074
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,108156.96018980475,25226.107825385116,82930.85236441964
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,BEAR,SMV6,108156.96018980475,25226.107825385116,82930.85236441964
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,market_regime,TRANSITION,SMV6,-31498.211269172898,-3188.358562542824,-28309.852706630074
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,345110.20326012315,50492.38753899986,294617.81572112325
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-204453.52194644653,-22587.281159499937,-181866.2407869466
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,BEAR,SMV6,-10561.50558557846,-6569.658516532826,-3991.8470690456343
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,BULL,SMV6,231936.37677265838,11777.906061636857,220158.4707110215
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,market_regime,TRANSITION,SMV6,-80718.18987340333,22696.85883439589,-103415.04870779921
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,432306.26191864687,141472.59962389237,290833.6622947545
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-228844.1265134132,27665.405461397815,-256509.53197481102
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BEAR,SMV6,-137374.9881695901,41387.377134837814,-178762.36530442792
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,BULL,SMV6,483545.0355290171,150765.3939929221,332779.641536095
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,market_regime,TRANSITION,SMV6,-142707.91195419332,-23014.76604246972,-119693.14591172358
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,97115.04166214596,-4186.2200284405535,101301.26169058651
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,151080.93798226005,45361.337387160405,105719.60059509966
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BEAR,SMV6,127116.7881647567,30037.21828825074,97079.56987650596
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,BULL,SMV6,176749.32222738885,875.589543187034,175873.7326842018
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,market_regime,TRANSITION,SMV6,-55670.13074773952,10262.309527282077,-65932.4402750216
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,139806.79291167483,34912.746934584604,104894.04597709022
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-15438.206142576073,-497.2480328799961,-14940.95810969608
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BEAR,SMV6,-2136.9740764479284,-497.2480328799961,-1639.7260435679323
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,BULL,SMV6,-249735.08402805458,-29797.408679175496,-219937.67534887907
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,market_regime,TRANSITION,SMV6,376240.64487360127,64710.1556137601,311530.48925984115
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,-787463.4528651495,-76835.10907183707,-710628.3437933124
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,1364363.46278151,147222.42272739403,1217141.040054116
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BEAR,SMV6,-186944.06098606574,-6093.868231655657,-180850.1927544101
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,BULL,SMV6,-785867.4958685414,-76300.35207522905,-709567.1437933124
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,market_regime,TRANSITION,SMV6,1549711.5667709678,152781.53396244167,1396930.0328085262
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MAJORITY_POSITIVE_20D,SMV6,2069242.5725419815,457842.5126481544,1611400.0598938272
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,breadth_bucket,MINORITY_POSITIVE_20D,SMV6,-16330.925925988371,8990.903442342937,-25321.829368331306
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,market_regime,BEAR,SMV6,-3476.9749444837635,11888.50344234289,-15365.478386826651
