trade_date,cash,gross_exposure,nav,fees,max_security_exposure,virtual_nav,ATRDR_exposure,ATRDR_nav,MCB_exposure,MCB_nav,OGR_exposure,OGR_nav,SMV6_exposure,SMV6_nav,shared_exposure,gap,mcb_mode,target,mechanic,IFCGR_exposure,IFCGR_nav
2021-01-22,5033370.257287594,1407389.3543294796,6440759.611617073,149139.2491195339,282587.60000000003,6440759.611617057,76352.05842027438,2316891.91545068,0.0,1703069.935847354,12879.520909205236,1102431.6794905355,1318157.7750000001,1318366.0808284846,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-01-25,5033370.257287594,1424610.0526208077,6457980.309908401,149139.2491195339,281996.0,6457980.309908385,74880.04223507756,2315419.899265483,0.0,1703069.935847354,12413.735385730044,1101965.8939670601,1337316.275,1337524.5808284841,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-01-26,4956175.099842825,1460326.8883837191,6416501.988226544,149293.33127012226,273319.19999999995,6416501.988226528,152353.52935545705,2315698.2289410946,0.0,1703069.935847354,12334.959028262037,1101887.1176095922,1295638.4,1295846.7058284841,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-01-27,4934312.955891911,1488656.3640364972,6422969.319928408,149558.2326291235,276868.8,6422969.319928393,183349.4973443793,2317804.587742767,0.0,1703069.935847354,5877.64169211797,1102457.2655097852,1299429.225,1299637.5308284843,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-01-28,4934312.955891911,1447878.612880912,6382191.568772823,149558.2326291235,266614.4,6382191.568772808,181407.0209553779,2315862.1113537652,0.0,1703069.935847354,5847.691925533929,1102427.315743201,1260623.9000000001,1260832.2058284846,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-01-29,5970645.8517711265,398359.1323749489,6369004.984146075,149765.54066990752,126045.7,6369004.9841460595,179978.7604540257,2314433.850852413,0.0,1703069.935847354,6008.671920923148,1102588.2957385902,212371.7,1248912.9017077005,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-01,6183222.72907931,187079.4573802767,6370302.186459587,149808.0645501452,47267.46736154565,6370302.186459572,181171.8659215747,2315626.956319962,0.0,1703069.935847354,5907.591458702011,1102487.2152763691,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-02,6183222.72907931,184739.60023398287,6367962.329313293,149808.0645501452,46237.113849577356,6367962.329313278,178768.3655212898,2313223.4559196774,0.0,1703069.935847354,5971.234712693097,1102550.8585303603,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-03,6183222.72907931,182669.39471448265,6365892.123793793,149808.0645501452,46709.35920922949,6365892.123793778,176877.85860129382,2311332.9489996815,0.0,1703069.935847354,5791.536113188854,1102371.159930856,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-04,6183222.72907931,180225.8379853659,6363448.5670646755,149808.0645501452,46237.113849577356,6363448.5670646615,174692.61860896443,2309147.709007352,0.0,1703069.935847354,5533.219376401503,1102112.8431940686,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-05,6258780.232809947,106051.75966727329,6364831.9924772205,149959.4823932928,44173.19651341869,6364831.992477206,100481.10308264173,2310493.697211666,0.0,1703069.935847354,5570.656584631554,1102150.2804022988,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-08,6258780.232809947,105255.58807628157,6364035.820886228,149959.4823932928,44295.221918151896,6364035.820886214,99804.73055798619,2309817.3246870106,0.0,1703069.935847354,5450.857518295392,1102030.4813359624,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-09,6258780.232809947,106460.07099396193,6365240.303803909,149959.4823932928,44091.84624359656,6365240.303803894,100881.92696768437,2310894.5210967087,0.0,1703069.935847354,5578.144026277564,1102157.7678439447,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-10,6258780.232809947,106759.71301069217,6365539.945820639,149959.4823932928,43929.145703952294,6365539.945820624,100990.63922244136,2311003.233351466,0.0,1703069.935847354,5769.073788250823,1102348.697605918,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-18,6258780.232809947,109401.79729901372,6368182.03010896,149959.4823932928,44173.19651341869,6368182.030108946,103482.97467784269,2313495.568806867,0.0,1703069.935847354,5918.822621171026,1102498.4464388383,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-19,6149724.7359931115,230746.57281469772,6380471.308807809,150177.1580356418,46336.61803211426,6380471.308807795,202081.99434498625,2323456.850598397,0.0,1703069.935847354,28664.57846971148,1104826.4433461574,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-22,5651251.026057835,744200.0978440982,6395451.123901933,151410.00273204723,46928.085493855855,6395451.1239019185,724194.0154415678,2337722.3255983153,0.0,1703069.935847354,20006.082402530392,1105540.7834403622,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-23,5650849.728407765,738196.3019895809,6389046.030397345,151462.51589766046,48122.75433697709,6389046.03039733,718007.3876895646,2331535.697846312,0.0,1703069.935847354,20188.91430001624,1105322.317687778,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-24,5699600.919622965,692210.965847926,6391811.885470891,151560.21367564684,46336.61803211426,6391811.8854708765,671694.7619654358,2333974.2633373835,0.0,1703069.935847354,20516.203882490157,1105649.607270252,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-25,5699600.919622965,684411.4057373356,6384012.325360301,151560.21367564684,46599.89427093309,6384012.325360286,664234.4517971413,2326513.9531690893,0.0,1703069.935847354,20176.95394019419,1105310.357327956,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-02-26,5715031.806905893,673987.27726476,6389019.084170653,151723.6388464742,45098.36195320111,6389019.084170638,653789.6213107686,2331500.009965644,0.0,1703069.935847354,20197.655953991332,1105331.0593417531,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-01,5751750.173865927,648094.0638250536,6399844.2376909815,151975.60997342336,45621.301458719696,6399844.237690967,627159.0991776913,2341587.8547926014,0.0,1703069.935847354,20934.96464736243,1106068.3680351244,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-02,5759159.140530618,636105.9056116642,6395265.046142282,151990.4576020099,45832.67641858728,6395265.046142267,622478.0676048098,2336906.8232197203,0.0,1703069.935847354,13627.838006854463,1106170.208059307,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-03,5759159.140530618,643776.5254791924,6402935.66600981,151990.4576020099,46078.29633508561,6402935.666009795,630152.2174722222,2344580.9730871324,0.0,1703069.935847354,13624.30800697032,1106166.6780594226,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-04,5799581.745918822,602804.6888027093,6402386.434721531,152071.46482723678,45788.6430035052,6402386.4347215155,596432.2509730662,2344164.8142305533,0.0,1703069.935847354,6372.437829643188,1106033.6056277226,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-05,5835797.046061619,574089.9690745658,6409887.015136185,152144.04057902595,46588.834875807115,6409887.015136169,567563.5306640395,2351511.3940643244,0.0,1703069.935847354,6526.438410526232,1106187.6062086055,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-08,5749658.150464499,662272.3231343331,6411930.473598832,152510.98004725648,48790.97807472829,6411930.473598817,655724.6432643747,2353533.611067539,0.0,1703069.935847354,6547.679869958376,1106208.8476680377,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-09,5834810.927707457,563631.8153943769,6398442.743101833,152681.62689543876,46291.45933404664,6398442.743101818,557319.1191693867,2340280.8642155086,0.0,1703069.935847354,6312.696224990283,1105973.8640230696,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-10,5890457.086033601,502965.1494513596,6393422.2354849605,152793.14224278575,44748.372710582036,6393422.235484946,502965.1494513596,2334678.0857126815,0.0,1703069.935847354,0.0,1106556.1349090235,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-11,5883298.445062431,521409.7581621262,6404708.2032245565,152807.43094731902,45696.708250525706,6404708.203224542,514181.1344830714,2345894.0707443934,0.0,1703069.935847354,7228.623679054761,1106626.117616908,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-12,5883298.445062431,521217.9660096032,6404516.411072033,152807.43094731902,46489.70969522029,6404516.4110720195,514054.886845773,2345767.823107095,0.0,1703069.935847354,7163.079163830172,1106560.5731016835,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-15,5883298.445062431,519502.7987222895,6402801.24378472,152807.43094731902,46787.085236980754,6402801.243784705,512585.5114905515,2344298.4477518736,0.0,1703069.935847354,6917.28723173796,1106314.7811695912,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-16,5883298.445062431,526916.0030805784,6410214.448143009,152807.43094731902,47183.585959328055,6410214.448142994,519937.8530847033,2351650.7893460253,0.0,1703069.935847354,6978.149995875078,1106375.6439337283,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-17,5883298.445062431,525383.8809975748,6408682.326060005,152807.43094731902,46886.210417567585,6408682.326059991,518384.6631218061,2350097.5993831283,0.0,1703069.935847354,6999.217875768696,1106396.711813622,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-18,5883298.445062431,521861.52338730823,6405159.968449739,152807.43094731902,46886.210417567585,6405159.968449724,514796.76099631493,2346509.697257637,0.0,1703069.935847354,7064.762390993286,1106462.2563288466,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-19,5883298.445062431,520568.1669290109,6403866.611991442,152807.43094731902,46390.58451463346,6403866.611991427,513826.44536305306,2345539.381624375,0.0,1703069.935847354,6741.721565957808,1106139.2155038111,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-22,5927856.825832896,482448.92974713986,6410305.755580036,152896.72629956444,47381.8363205017,6410305.755580021,475569.0965241017,2351840.413555889,0.0,1703069.935847354,6879.833223038194,1106277.3271608914,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-23,6271149.990945913,139074.9233934118,6410224.914339324,153584.68855429994,46424.546436107776,6410224.9143393105,132436.20035137833,2352000.682496184,0.0,1703069.935847354,6638.723042033453,1106036.2169798866,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-24,6263997.848948857,145968.4278096483,6409966.276758505,153598.964286829,46010.9647306636,6409966.276758491,132413.9937273411,2351978.475872147,0.0,1703069.935847354,13554.43408230722,1105799.7860231043,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-25,6263997.848948857,142984.1044000114,6406981.9533488685,153598.964286829,44460.03333524798,6406981.953348855,129129.03213985529,2348693.514284661,0.0,1703069.935847354,13855.0722601561,1106100.4242009532,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-26,6263997.848948857,145329.61428076646,6409327.463229624,153598.964286829,44977.01046705318,6409327.46322961,130783.33206010699,2350347.8142049126,0.0,1703069.935847354,14546.282220659461,1106791.6341614567,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-29,6271632.915177742,141513.05717999584,6413145.972357738,153614.26502075462,47018.30987719581,6413145.972357724,134691.74584555102,2354256.2279903567,0.0,1703069.935847354,6821.31133444481,1106701.7295041275,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-30,6314621.988109343,97041.69933557272,6411663.687444915,154060.07916826307,45330.60385093041,6411663.687444901,90091.63984622246,2352645.194922629,0.0,1703069.935847354,6950.059489350255,1106830.477659033,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-03-31,6330420.275151088,86503.32190222912,6416923.597053317,154225.57101582707,46519.068488276534,6416923.597053304,79450.2638889545,2357802.1060071066,0.0,1703069.935847354,7053.058013274609,1106933.4761829572,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-01,6249705.674082915,168264.14373287247,6417969.817815788,154386.67800398712,45678.270339457864,6417969.817815774,146468.53688489873,2357942.446387165,0.0,1703069.935847354,21795.606847973755,1107839.3565653695,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-02,6167591.164730741,259766.62264092342,6427357.787371664,154583.11785755746,48599.976822619814,6427357.787371651,245592.7615377126,2366817.534901805,0.0,1703069.935847354,14173.861103210826,1108352.2376066064,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-06,6170625.413495196,254528.56104287072,6425153.974538066,154723.60615962694,47428.25135401966,6425153.974538053,240349.41877998732,2364608.4409085354,0.0,1703069.935847354,14179.14226288339,1108357.518766279,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-07,6170625.413495196,255002.1711425188,6425627.584637715,154723.60615962694,48348.47009324857,6425627.5846377015,240780.0247497436,2365039.0468782918,0.0,1703069.935847354,14222.146392775208,1108400.5228961708,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-08,6008866.343152179,412628.67328623304,6421495.0164384125,155076.21237687138,72424.28345257946,6421495.0164384,350095.51944022655,2361931.043483612,55409.13229791899,1701710.0702836944,7124.021548087464,1108735.823655208,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-09,5970076.3077619765,458135.84467386885,6428212.152435846,155447.63459464864,69473.83524063478,6428212.152435833,428955.46187205455,2367003.2516250852,29180.382801814285,1703014.5552552617,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-12,6021639.575029668,400261.8895905017,6421901.46462017,155550.9677955859,67814.2081214159,6421901.464620157,371778.582953827,2361389.6399745494,28483.306636674726,1702317.4790901223,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-13,6021639.575029668,397905.65301756223,6419545.22804723,155550.9677955859,66661.68928862501,6419545.228047218,369906.42705112335,2359517.4840718457,27999.22596643892,1701833.3984198864,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-14,6021639.575029668,405942.9718286031,6427582.546858272,155550.9677955859,67353.20058829954,6427582.546858259,377653.29746002273,2367264.3544807453,28289.674368580403,1702123.8468220278,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-15,6060166.361898185,371142.4443955323,6431308.806293717,155628.17578530236,67998.61113466244,6431308.806293705,342581.6848516198,2370719.5287408587,28560.759543912453,1702394.93199736,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-16,6098667.618360408,337275.2352353332,6435942.853595741,155705.33261187997,68597.92092771371,6435942.853595728,308462.7537428981,2375101.85409436,28812.481492435072,1702646.6539458826,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-19,6098667.618360408,346657.09585931466,6445324.714219722,155705.33261187997,68874.52544758351,6445324.714219709,317728.43500602304,2384367.5353574846,28928.660853291665,1702762.833306739,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-20,5378666.647902319,1050907.803785893,6429574.451688212,157142.4602974252,78771.78590832792,6429574.451688199,727248.4530977409,2374616.400390703,323659.3506881521,1696763.7057420094,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-21,5427922.789535304,1008015.1279553737,6435937.917490677,157241.1700000965,80653.49107465285,6435937.917490666,683850.7800173177,2380474.8689432647,324164.34793805605,1697268.7029919135,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-22,5427922.789535304,1018130.2847628223,6446053.074298126,157241.1700000965,82780.25655938,6446053.074298114,689866.2614988361,2386490.3504247833,328264.0232639863,1701368.3783178437,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-23,5517109.109130699,933655.6407079897,6450764.749838689,157419.90009948608,79426.51098731026,6450764.749838677,642579.9084351177,2391039.0837951414,291075.7322728721,1701531.3204880487,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-26,5603204.701542381,840769.862850522,6443974.564392903,157592.43635682412,76972.55081262508,6443974.564392892,552389.3570476895,2386944.1248193956,288380.50580283254,1698836.0940180093,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-27,5603204.701542381,835621.4899798672,6438826.191522248,157592.43635682412,78174.06065464161,6438826.191522237,548896.2276494856,2383450.9954211917,286725.2623303816,1697180.8505455584,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-28,5641731.488410898,796700.9608339022,6438432.4492448,157669.6443465406,77708.73886503064,6438432.449244788,507950.08981969615,2381031.6444599186,288750.87101420615,1699206.459229383,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-29,5641731.488410898,801332.0482285405,6443063.536639438,157669.6443465406,79244.30077074684,6443063.536639426,511921.75355731667,2385003.308197539,289410.29467122373,1699865.8828864004,0.0,1109076.2665396007,0.0,1249118.0790158838,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-04-30,5422754.32064996,1003996.5795313575,6426750.900181318,157867.25389144284,288324.3,6426750.900181305,461786.6414593159,2375875.218118696,253885.63807204162,1694036.2726094902,0.0,1109076.2665396007,288324.3,1247763.142913516,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-06,5455416.609426441,972660.352316796,6428076.9617432365,157932.70937997286,293438.7,6428076.961743224,426133.675207406,2372884.540643267,253087.97710939002,1693238.6116468387,0.0,1109076.2665396007,293438.7,1252877.5429135158,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-07,5562550.420512981,862109.7583365554,6424660.178849536,158035.31682099597,236995.19999999998,6424660.178849524,375770.7040556437,2367520.367826493,249343.85428091174,1689494.4888183605,0.0,1109076.2665396007,236995.19999999998,1258569.0556650679,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-10,5833474.479812517,598275.0628830441,6431749.542695561,158139.82459488683,74081.88329138185,6431749.542695547,348464.4272193017,2368103.78896527,249810.63566374237,1689961.270201191,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-11,5833474.479812517,601062.6158791767,6434537.095691694,158139.82459488683,73744.00729028418,6434537.09569168,350096.1609016442,2369735.5226476127,250966.4549775324,1691117.089514981,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-12,5833474.479812517,605466.9157940297,6438941.395606547,158139.82459488683,74820.68720453253,6438941.395606533,352658.58565555606,2372297.9474015245,252808.33013847368,1692958.9646759224,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-13,5833474.479812517,598568.2576695108,6432042.737482028,158139.82459488683,73678.89933875421,6432042.737482014,348639.3943470775,2368278.756093046,249928.86332243326,1690079.497859882,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-14,5833474.479812517,617386.5694405517,6450861.049253069,158139.82459488683,75425.163133474,6450861.049253055,359639.0547855168,2379278.4165314855,257747.5146550348,1697898.1491924834,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-17,6454086.644863505,0.0,6454086.644863505,159383.53634849607,0.0,6454086.644863491,0.0,2381170.8269421374,0.0,1699231.334392267,0.0,1109076.2665396007,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-18,6447403.444726846,6676.933222456891,6454080.377949303,159396.87606932773,6676.933222456891,6454080.377949289,0.0,2381170.8269421374,0.0,1699231.334392267,6676.933222456891,1109069.9996253988,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-19,6447403.444726846,6581.447418957771,6453984.892145804,159396.87606932773,6581.447418957771,6453984.89214579,0.0,2381170.8269421374,0.0,1699231.334392267,6581.447418957771,1108974.5138218997,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-20,6447403.444726846,6539.009284069274,6453942.454010915,159396.87606932773,6539.009284069274,6453942.454010902,0.0,2381170.8269421374,0.0,1699231.334392267,6539.009284069274,1108932.0756870112,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-21,6433043.676494495,20551.575636556856,6453595.252131052,159425.53828136835,7216.91890295029,6453595.252131038,0.0,2381170.8269421374,0.0,1699231.334392267,20551.575636556856,1108584.8738071478,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-24,6433043.676494495,20621.478801912664,6453665.155296408,159425.53828136835,7242.785995792406,6453665.155296395,0.0,2381170.8269421374,0.0,1699231.334392267,20621.478801912664,1108654.7769725036,0.0,1264608.216989484,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-25,6393314.139841472,60858.16441559317,6454172.304257065,159433.48259983526,40114.33073450963,6454172.304257051,0.0,2381170.8269421374,0.0,1699231.334392267,20743.833681083535,1108777.1318516745,40114.33073450963,1264993.0110709702,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-26,5761009.098376734,693575.0160079421,6454584.114384676,159576.3613300112,632871.3472817119,6454584.114384661,0.0,2381170.8269421374,0.0,1699231.334392267,13564.265717065984,1109058.2025393655,680010.7502908761,1265123.7505108896,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-27,5761009.098376734,699957.413046243,6460966.511422977,159576.3613300112,638447.3519613408,6460966.511422963,0.0,2381170.8269421374,0.0,1699231.334392267,13807.944356684518,1109301.8811789842,686149.4686895584,1271262.4689095719,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-28,5474124.574947262,983870.1703781496,6457994.745325412,159719.76358682968,423010.64644007717,6457994.745325398,0.0,2381170.8269421374,0.0,1699231.334392267,13605.448107132801,1109099.3849294323,970264.7222710168,1268493.199061558,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-05-31,5474124.574947262,1005881.8114795756,6480006.386426838,159719.76358682968,438373.6,6480006.386426824,0.0,2381170.8269421374,0.0,1699231.334392267,13688.346052079232,1109182.2828743788,992193.4654274964,1290421.9422180378,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-01,5474124.574947262,1012527.7654979079,6486652.34044517,159719.76358682968,443690.8,6486652.340445156,0.0,2381170.8269421374,0.0,1699231.334392267,13886.23634713827,1109380.1731694378,998641.5291507696,1296870.005941311,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-02,4501845.376751137,1968078.7678601535,6469924.144611291,161660.44062913733,433942.60000000003,6469924.14461127,566588.1475941621,2379832.6310838354,403411.5878417259,1698290.0674903255,13722.568446057012,1109216.5052683565,984356.4639782084,1282584.9407687497,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-03,4377434.057688922,2086448.7010237535,6463882.758712675,161908.76661528947,430102.39999999997,6463882.758712656,688893.5680556725,2377726.732483131,404310.3813006,1699188.8609491996,13637.348426663313,1109131.285248963,979607.4032408176,1277835.880031359,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-04,4333183.486026516,2128186.0131335375,6461369.499160053,161998.70375031873,435715.0,6461369.499160034,726892.1747644458,2371137.1884816797,399624.32006071584,1694840.3787571345,13521.289746925118,1109015.2265692246,988148.2285614507,1286376.705351992,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-07,4299187.103650596,2177258.4478625366,6476445.551513133,162066.56080096928,435715.0,6476445.551513112,768671.3728596943,2378920.004201008,403673.1525597503,1698889.211256169,13669.595609436914,1109163.5324317366,991244.3268336549,1289472.8036241962,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-08,4143510.111581223,2342629.427345858,6486139.538927081,162533.0530171719,432761.0,6486139.538927061,854779.4153364095,2390258.311349085,488645.76876476075,1702954.570720444,13492.007716177575,1108985.944538477,985712.23552851,1283940.7123190514,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-09,4098497.612094081,2381451.9859145246,6479949.598008606,162623.13583398494,434828.8,6479949.598008584,894334.1757519665,2384751.239742701,486543.8261005901,1700901.9605910724,13352.675255360857,1108846.6120776604,987221.3088066073,1285449.7855971486,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-10,4232378.613694527,2293664.7129466278,6526043.326641155,162891.4344343866,442509.2,6526043.326641134,833706.0665550178,2402498.6879776125,444007.4522938646,1713871.0309529332,13274.49162085991,1108768.4284431594,1002676.7024768856,1300905.179267427,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-11,5228654.37690608,1275029.5699600119,6503683.946866092,163168.86475065976,80828.16639921456,6503683.946866071,823398.7541584823,2392191.375581077,438492.76787826396,1708356.3465373325,13138.047923265534,1108631.984745565,0.0,1294504.2400020948,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
2021-06-15,5228654.37690608,1276785.7867393796,6505440.163645459,163168.86475065976,77692.78972200601,6505440.163645439,825787.8044479158,2394580.4258705103,438341.0175937667,1708204.5962528354,12656.964697697284,1108150.9015199968,0.0,1294504.2400020948,0,OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,,
