gap,mcb_mode,target,mechanic,year,strategy,route,symbol,root,pnl
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000016.SZ,V29|BULL|V29B|20180316|000016.SZ,524.8481310927928
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000026.SZ,V29|BULL|V29B|20181116|000026.SZ,-1979.0655663206053
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000156.SZ,V29|BULL|V29B|20181112|000156.SZ,4662.832681049749
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000428.SZ,V29|BULL|V29B|20181113|000428.SZ,-1255.6827300811492
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000550.SZ,V29|BULL|V29B|20181207|000550.SZ,4785.926863655783
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000598.SZ,V29|BULL|V29B|20181113|000598.SZ,-1326.5203414193093
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000632.SZ,V29|BULL|V29B|20180522|000632.SZ,-601.1092227524787
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000869.SZ,V29|BULL|V29B|20180105|000869.SZ,-1614.133550508046
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,000928.SZ,V29|BULL|V29B|20180313|000928.SZ,-5760.555986462525
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002088.SZ,V29|BULL|V29B|20180104|002088.SZ,267.2021950696435
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002088.SZ,V29|BULL|V29B|20180312|002088.SZ,4631.930454727211
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002130.SZ,V29|BULL|V29B|20180313|002130.SZ,-2182.160802346876
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002138.SZ,V29|BULL|V29B|20180723|002138.SZ,-399.6499290039865
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002152.SZ,V29|BULL|V29B|20180309|002152.SZ,-2249.8101267966813
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002262.SZ,V29|BULL|V29B|20180104|002262.SZ,-118.15588394697988
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002286.SZ,V29|BULL|V29B|20180314|002286.SZ,-673.1585605983892
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002304.SZ,V29|BULL|V29B|20180104|002304.SZ,2766.696911538118
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002349.SZ,V29|BULL|V29B|20180312|002349.SZ,-1042.3738748363285
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002375.SZ,V29|BULL|V29B|20181113|002375.SZ,-1710.9585573866461
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002385.SZ,V29|BULL|V29B|20180105|002385.SZ,1093.1853752985808
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002396.SZ,V29|BULL|V29B|20180309|002396.SZ,-218.8040879373766
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002396.SZ,V29|BULL|V29B|20180723|002396.SZ,-2993.896022932724
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002444.SZ,V29|BULL|V29B|20180522|002444.SZ,433.3584416762751
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,ATRDR,BULL,002519.SZ,V29|BULL|V29B|20181116|002519.SZ,546.2704882828257
