rank,gap,mcb_mode,target,mechanic,year,authoritative_return,legacy_return,authoritative_MaxDD,legacy_MaxDD,annual_pnl_difference,opening_nav_difference,ending_nav_difference,fee_difference,SMV6_boundary_protocol,MCB_snapshot_qualification,other_runtime,account_state_compounding,scaling_path,causal_attribution_status
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,0.13120436228429044,0.13120436228429044,0.29237304736531666,0.29237304736531666,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,0.38429708849167366,0.38429708849167366,0.16845777096437664,0.16845777096437664,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,0.6552560238062353,0.6552560238062353,0.12818936250473123,0.12818936250473123,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,1.27382078911514,1.27382078911514,0.04820136758376614,0.04820136758376614,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,0.25797076613965664,0.25797076613965664,0.1791631276738973,0.1791631276738973,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,0.3214218956720649,0.3214218956720649,0.14391169159655082,0.14391169159655082,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,-0.0758316762116451,-0.0758316762116451,0.3533059766459079,0.3533059766459079,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,0.5423031998965189,0.5423031998965189,0.12171701921631561,0.12171701921631561,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
1,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,-0.07211120846955732,-0.09392195699374795,0.3879213079836309,0.3879213079836309,1493877.4223159775,0.0,1493877.4223159775,-36251.086422707886,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
2,IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,0.11980970245387446,0.11980970245387446,0.2995397047948106,0.2995397047948106,0.0,0.0,0.0,0.0,SAME_CONTINUOUS_CARRY; zero protocol change relative to legacy,"Restored original guard; candidate equivalence separately proven, no qualification-only signal change",Original industry taxonomy restored after 2026-08-13; same source changes ATRDR candidates,Exact opening/ending NAV bridge reported; not isolated as an independent cause,Actual corrected Native reference and actual scaled feedback; coupled response to changed industry inputs,JOINT_CONTROLLED_INPUT_REPAIR; no arbitrary split of interacting path effects
