year,strategy,symbol,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2018,ATRDR,300474.SZ,0.0,2293.1250013149183,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2293.1250013149183
2018,ATRDR,300480.SZ,-1999.7679320688476,-1613.729793984654,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-386.03813808419363
2018,ATRDR,300484.SZ,10475.282546533635,2485.0110784049975,IFCGR,confirmation_tag,G100,ENTRY_ONLY,7990.271468128638
2018,ATRDR,300498.SZ,0.0,-1022.6636272224896,IFCGR,confirmation_tag,G100,ENTRY_ONLY,1022.6636272224896
2018,ATRDR,300499.SZ,177.8304319313902,254.29418967662787,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-76.46375774523767
2018,ATRDR,300508.SZ,0.0,-821.4164394213585,IFCGR,confirmation_tag,G100,ENTRY_ONLY,821.4164394213585
2018,ATRDR,300517.SZ,0.0,2285.9948904732373,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2285.9948904732373
2018,ATRDR,300518.SZ,-21558.050947834272,-1601.4333205046132,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-19956.61762732966
2018,ATRDR,300534.SZ,0.0,2282.548017366662,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2282.548017366662
2018,ATRDR,300560.SZ,0.0,2282.548017366662,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2282.548017366662
2018,ATRDR,300561.SZ,0.0,-1327.82920223182,IFCGR,confirmation_tag,G100,ENTRY_ONLY,1327.82920223182
2018,ATRDR,300563.SZ,0.0,100.65358281281442,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-100.65358281281442
2018,ATRDR,300600.SZ,-1533.4326711945905,-549.2452385808283,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-984.1874326137622
2018,ATRDR,300645.SZ,0.0,6055.810411125029,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-6055.810411125029
2018,ATRDR,300650.SZ,98.4242720652328,98.4242720652328,IFCGR,confirmation_tag,G100,ENTRY_ONLY,0.0
