gap,mcb_mode,target,mechanic,state_family,decision_at,state_as_of,year,from_state,to_state,forward_1d_incremental_pnl,forward_3d_incremental_pnl,forward_5d_incremental_pnl,forward_10d_incremental_pnl,forward_20d_incremental_pnl,interpretation
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2018-11-20 09:30:00,2018-11-19 15:00:00,2018,TRANSITION,BULL,25613.108739337884,13761.331027478911,51155.46192392148,24296.002308279276,69526.90139256418,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2018-11-21 09:30:00,2018-11-20 15:00:00,2018,BULL,TRANSITION,-9757.29272505641,26196.25554686971,16981.562590674497,-4290.589653850533,18147.718580573797,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2018-12-11 09:30:00,2018-12-10 15:00:00,2018,TRANSITION,BEAR,-613.1322368010879,47074.99496813957,44665.73848745134,66875.89232324157,41272.87481424678,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-01-08 09:30:00,2019-01-07 15:00:00,2019,BEAR,TRANSITION,0.0,0.0,-13988.104658424854,-33366.59298588894,56700.66174218152,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-01-16 09:30:00,2019-01-15 15:00:00,2019,TRANSITION,BULL,-20960.40574195143,-48248.481141852215,-61034.85120563675,22843.99523823615,57127.02217488922,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-01-30 09:30:00,2019-01-29 15:00:00,2019,BULL,TRANSITION,-42471.44267603103,-14651.588207554072,27405.174199208617,34283.02693665307,-170578.23980659992,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-01-31 09:30:00,2019-01-30 15:00:00,2019,TRANSITION,BEAR,15848.336390348151,66982.93197471835,72916.82916877978,78886.39285346307,-156663.05029403325,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-02-13 09:30:00,2019-02-12 15:00:00,2019,BEAR,BULL,3040.2122935401276,-3667.1294789100066,6877.852737444455,-71798.84088672139,-279002.4570847247,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-02-15 09:30:00,2019-02-14 15:00:00,2019,BULL,TRANSITION,-6236.190417665057,4308.7917986894045,8636.677261745559,-98680.35761015862,-283109.4881045986,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-02-22 09:30:00,2019-02-21 15:00:00,2019,TRANSITION,BULL,-41019.3196143033,-83004.579087222,-107317.03487190418,-263553.50042083114,-281988.4468643116,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-04-26 09:30:00,2019-04-25 15:00:00,2019,BULL,TRANSITION,-16081.8663607575,-33130.032523255795,-106431.69079473149,192278.7433723947,152174.63262512814,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-05-27 09:30:00,2019-05-24 15:00:00,2019,TRANSITION,BEAR,49383.69277635962,61465.39024286717,78071.52428635396,13718.011320699938,146069.761988285,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G25,FULL_BOOK_NORMALIZATION,market_regime,2019-06-04 09:30:00,2019-06-03 15:00:00,2019,BEAR,TRANSITION,-25345.144583371468,-69016.06177895796,6226.144725106657,-9888.819600469433,88360.90548700467,Overlapping forward diagnostics from observable morning state; not additive annual P&L
