gap,mcb_mode,target,mechanic,state_family,decision_at,state_as_of,year,from_state,to_state,forward_1d_incremental_pnl,forward_3d_incremental_pnl,forward_5d_incremental_pnl,forward_10d_incremental_pnl,forward_20d_incremental_pnl,interpretation
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-13 09:30:00,2020-05-12 15:00:00,2020,TRANSITION,BEAR,-14603.026404815726,-34840.5967050679,569621.7782512791,1754317.0588668734,2120155.751947481,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-14 09:30:00,2020-05-13 15:00:00,2020,BEAR,BULL,-8636.923829558305,166614.77879823186,1101988.623803366,2094242.2831257181,2165712.6843357235,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-15 09:30:00,2020-05-14 15:00:00,2020,BULL,TRANSITION,-11600.646470693871,592861.7284856532,1089804.499257111,1763098.2447521808,2186445.2116728323,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-18 09:30:00,2020-05-15 15:00:00,2020,TRANSITION,BEAR,186852.34909848403,1122226.1941036182,1391494.9513168195,1904827.7703644866,2281699.150837347,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-19 09:30:00,2020-05-18 15:00:00,2020,BEAR,TRANSITION,417610.025857863,914552.7966293208,619109.3307368346,1913168.7399784196,2161727.100062038,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-21 09:30:00,2020-05-20 15:00:00,2020,TRANSITION,BEAR,-20821.04837581329,-316264.51426829956,992253.6593223523,1044812.0160193713,1315402.8541313857,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-05-29 09:30:00,2020-05-28 15:00:00,2020,BEAR,TRANSITION,130128.87914161198,414082.9794174982,463183.033105311,423346.9669206515,692941.9979951428,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-06-15 09:30:00,2020-06-12 15:00:00,2020,TRANSITION,BULL,66880.29832317494,155929.89739765693,132549.09447137453,330160.1224594293,1586896.5314763654,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-08-10 09:30:00,2020-08-07 15:00:00,2020,BULL,TRANSITION,2222.844148013741,-11235.575416786596,474384.38029287755,-405258.5875575049,289230.9338761093,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-08-14 09:30:00,2020-08-13 15:00:00,2020,TRANSITION,BULL,485062.8113647029,-90136.63729642611,-374567.6364075802,-207393.35149338,-23838.641720992513,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-01 09:30:00,2020-08-31 15:00:00,2020,BULL,TRANSITION,287550.2406289596,411318.2957356684,675935.1175687686,509876.76103468426,140662.45568345487,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-02 09:30:00,2020-09-01 15:00:00,2020,TRANSITION,BULL,234345.35962256603,217275.09351890069,837343.915880084,44142.91644944064,-145484.984945504,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-04 09:30:00,2020-09-03 15:00:00,2020,BULL,TRANSITION,93507.0384121919,713575.8607733753,-230240.96825673524,-266085.5517260842,-265235.46395578235,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-07 09:30:00,2020-09-04 15:00:00,2020,TRANSITION,BULL,171109.78342090826,466002.94974104967,-219176.63717776537,-352315.5623626439,-350922.14894439,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-08 09:30:00,2020-09-07 15:00:00,2020,BULL,TRANSITION,448959.0389402751,-494857.7900898354,-166058.3565340843,-526199.8729391694,-622919.6324020904,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-09 09:30:00,2020-09-08 15:00:00,2020,TRANSITION,BULL,-154065.87262013368,-839245.4595389487,-793200.9994306434,-978737.4567785878,-1315859.2953400575,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-10 09:30:00,2020-09-09 15:00:00,2020,BULL,TRANSITION,-789750.9564099768,-460951.5228542257,-777083.0107107721,-824150.8817736134,-1107850.393812065,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-09-29 09:30:00,2020-09-28 15:00:00,2020,TRANSITION,BEAR,1402.800000000745,5420.376096431166,-87646.97051677667,-272504.4588969946,-196225.22411648277,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-10-19 09:30:00,2020-10-16 15:00:00,2020,BEAR,BULL,-269307.58199682273,-256346.52481601667,-56999.41089759208,-700671.7589206789,-90899.9921843363,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-10-21 09:30:00,2020-10-20 15:00:00,2020,BULL,BEAR,-224061.1770610325,-24714.06314260792,-163264.75969619025,76279.23478051182,-55022.14572914317,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-04 09:30:00,2020-11-03 15:00:00,2020,BEAR,TRANSITION,-158859.6287058834,-63053.881351598524,28489.458376110546,-131301.380509655,-83330.27039269451,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-05 09:30:00,2020-11-04 15:00:00,2020,TRANSITION,BEAR,122280.7546437774,261151.367438009,47319.30089294445,-30272.92397977691,89358.25503734592,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-06 09:30:00,2020-11-05 15:00:00,2020,BEAR,TRANSITION,-26475.007289492525,65068.332438216545,-71119.10044368077,-85901.16585062072,-55467.89161345456,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-09 09:30:00,2020-11-06 15:00:00,2020,TRANSITION,BEAR,165345.62008372415,-48486.44646134041,-71839.99785826541,-17902.266394477338,6196.971997356974,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-24 09:30:00,2020-11-23 15:00:00,2020,BEAR,TRANSITION,-27771.620171045884,-151045.66953606345,-125177.26038460992,-2322.8278037821874,271766.30741992407,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-26 09:30:00,2020-11-25 15:00:00,2020,TRANSITION,BEAR,-25477.787909699604,390.6212417539209,124826.59193955176,11836.256996011361,65841.29528627079,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-11-30 09:30:00,2020-11-27 15:00:00,2020,BEAR,TRANSITION,-31477.26143596694,92958.7092618309,105603.1735761268,-146999.2220877465,147186.5927369576,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2020-12-08 09:30:00,2020-12-07 15:00:00,2020,TRANSITION,BEAR,-30533.15845735185,-86194.87931049336,-386905.6166990893,274089.13522370625,-1083412.9149478693,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-03-02 09:30:00,2021-03-01 15:00:00,2021,BEAR,TRANSITION,-96338.8300502412,40869.82049871795,233502.19480450638,78667.6546925921,558153.1819269685,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-03-30 09:30:00,2021-03-29 15:00:00,2021,TRANSITION,BEAR,251078.66228192672,792939.1273922967,1210974.4471228383,873930.0165108852,1682093.1080718534,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-07 09:30:00,2021-04-06 15:00:00,2021,BEAR,TRANSITION,17767.92847369518,-13767.902663722634,-337044.43061195314,382758.59167484567,232470.5234722253,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-15 09:30:00,2021-04-14 15:00:00,2021,TRANSITION,BULL,133755.3444201257,719407.4266559007,518252.25266015437,512747.0860869987,833183.1627590898,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-16 09:30:00,2021-04-15 15:00:00,2021,BULL,TRANSITION,175003.05680174753,297545.39711857494,524767.0262388317,463384.8277225783,684583.973864099,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-19 09:30:00,2021-04-16 15:00:00,2021,TRANSITION,BULL,410649.0254340274,209493.85143828113,417497.2819047794,111680.48607195355,283404.9539353987,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-22 09:30:00,2021-04-21 15:00:00,2021,BULL,TRANSITION,140270.11799880303,95645.59711550921,-5505.166573155671,-233519.10710011888,-404884.12679367233,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-27 09:30:00,2021-04-26 15:00:00,2021,TRANSITION,BEAR,-94237.03896279354,-16757.67763295956,-234728.2199073881,-321198.2001209641,-522847.64761008974,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-28 09:30:00,2021-04-27 15:00:00,2021,BEAR,TRANSITION,-6913.724725871347,-99221.92351904325,-238648.13747678977,234435.59036567248,-454733.8411666984,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-29 09:30:00,2021-04-28 15:00:00,2021,TRANSITION,BULL,84393.08605570532,-133577.4562187232,-228013.9405269632,320436.07667209115,-315600.09230808634,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-04-30 09:30:00,2021-04-29 15:00:00,2021,BULL,TRANSITION,-176701.28484887723,-316127.49880662374,-243282.60412214417,221199.1461415207,-358570.45193383377,Overlapping forward diagnostics from observable morning state; not additive annual P&L
OGR,independent,G100,FULL_BOOK_NORMALIZATION,market_regime,2021-05-17 09:30:00,2021-05-14 15:00:00,2021,TRANSITION,BULL,79086.76158054732,-161933.04602127057,-652752.8550555278,-689169.4315323709,-467903.45950115565,Overlapping forward diagnostics from observable morning state; not additive annual P&L
