gap,mcb_mode,target,mechanic,year,strategy,route,state_family,state,capital_days
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,15740400.410162559
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,303212551.9364487
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,194886157.4003217
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,BULL,market_regime,BEAR,146177907.6404964
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,BULL,market_regime,BULL,112428847.82890011
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,BULL,market_regime,TRANSITION,239491953.86737385
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,4227175.791006884
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,84031197.10955732
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,FAST_BEAR,market_regime,BEAR,84031197.10955732
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,FAST_BEAR,market_regime,TRANSITION,4227175.791006884
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,29250520.35209535
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,182289182.10150802
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,SLOW_BEAR,market_regime,BEAR,163481429.60851488
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,SLOW_BEAR,market_regime,BULL,3874309.135728724
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,SLOW_BEAR,market_regime,TRANSITION,44183963.70935979
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,34769882.75792854
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,145152201.02023244
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,99497237.46524316
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,28779143.331445616
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,51645702.981472224
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,46039452.831140555
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,MCB,breadth_bucket,MINORITY_POSITIVE_20D,8404419.44781087
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,MCB,market_regime,BEAR,8404419.44781087
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,MCB,market_regime,BULL,22559236.273975853
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,MCB,market_regime,TRANSITION,23480216.557164703
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,273226821.31123745
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,63013612.04103099
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NATIVE_CALLBACK,market_regime,BEAR,5134338.0462190425
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NATIVE_CALLBACK,market_regime,BULL,212631634.73501235
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,118474460.57103713
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,623751966.1923825
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,230205742.13081685
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,BULL,market_regime,BEAR,123844076.30026433
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,BULL,market_regime,BULL,553257654.3810452
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,BULL,market_regime,TRANSITION,176855977.6418898
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,39517680.63884695
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,251874637.30656725
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,FAST_BEAR,market_regime,BEAR,167420028.82035732
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,FAST_BEAR,market_regime,BULL,15004821.198252646
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,FAST_BEAR,market_regime,TRANSITION,108967467.92680421
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,107875732.34667945
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,267152867.6824774
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,SLOW_BEAR,market_regime,BEAR,257811496.0183307
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,SLOW_BEAR,market_regime,BULL,49987568.21877161
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,SLOW_BEAR,market_regime,TRANSITION,67229535.79205455
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,38625556.86491089
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,44687951.87666864
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,33333782.925696604
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,2085676.3139543887
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,47894049.501928546
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,30099414.848887507
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,MCB,breadth_bucket,MINORITY_POSITIVE_20D,12089435.545312362
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,MCB,market_regime,BEAR,11426087.520739194
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,MCB,market_regime,BULL,27963507.31732609
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,MCB,market_regime,TRANSITION,2799255.556134585
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,237726496.48309475
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,134662484.11858195
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NATIVE_CALLBACK,market_regime,BEAR,120352495.3417604
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NATIVE_CALLBACK,market_regime,BULL,194314744.62979016
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,57721740.630126156
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,908298134.533877
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,128072074.48433083
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,BULL,market_regime,BEAR,18803463.621358328
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,BULL,market_regime,BULL,511480547.79397106
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,BULL,market_regime,TRANSITION,506086197.60287845
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,29842775.316468384
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,291735815.67360944
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,FAST_BEAR,market_regime,BEAR,189034872.60926566
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,FAST_BEAR,market_regime,BULL,20116254.95920418
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,FAST_BEAR,market_regime,TRANSITION,112427463.42160796
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,408743482.13236356
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,289486273.47906005
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,SLOW_BEAR,market_regime,BEAR,273808081.7328619
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,SLOW_BEAR,market_regime,BULL,111279096.10298656
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,SLOW_BEAR,market_regime,TRANSITION,313142577.7755752
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,14336483.229489416
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,226972452.91650346
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,123458336.60567957
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,4707969.80186427
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,113142629.738449
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,26274358.023021866
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,MCB,breadth_bucket,MINORITY_POSITIVE_20D,999773.0528573495
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,MCB,market_regime,BEAR,999773.0528573495
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,MCB,market_regime,BULL,12123707.12052309
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,MCB,market_regime,TRANSITION,14150650.902498774
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,157584067.64597756
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,149560523.31002346
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NATIVE_CALLBACK,market_regime,BEAR,145582137.69237572
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NATIVE_CALLBACK,market_regime,BULL,141089376.9374696
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,20473076.326155692
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,1382798174.2920957
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,898344895.5129011
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,BULL,market_regime,BEAR,261340958.97133228
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,BULL,market_regime,BULL,605503809.621731
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,BULL,market_regime,TRANSITION,1414298301.2119334
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,112854224.02334987
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,463424559.9924854
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,FAST_BEAR,market_regime,BEAR,463424559.9924854
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,FAST_BEAR,market_regime,TRANSITION,112854224.02334987
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,214440503.53167835
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,685598504.0673617
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,SLOW_BEAR,market_regime,BEAR,685598504.0673617
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,SLOW_BEAR,market_regime,TRANSITION,214440503.53167835
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,12729340.216592556
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,572912136.2503082
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,569149695.1658148
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,745644.3356846004
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,15746136.96540146
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,20361264.33959674
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,MCB,MCB,market_regime,TRANSITION,20361264.33959674
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,300419319.5167808
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,35334101.88562166
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NATIVE_CALLBACK,market_regime,BEAR,26796161.448151663
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NATIVE_CALLBACK,market_regime,BULL,73672090.14803079
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,235285169.80621997
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,1177263470.453417
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,872098742.2949078
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,BULL,market_regime,BEAR,607410661.2718612
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,BULL,market_regime,BULL,983689308.734158
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,BULL,market_regime,TRANSITION,458262242.74230564
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,79305504.84132877
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,422275080.2432293
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,FAST_BEAR,market_regime,BEAR,407036901.0595664
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,FAST_BEAR,market_regime,BULL,18782751.057972044
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,FAST_BEAR,market_regime,TRANSITION,75760932.96701968
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,825325297.4487408
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,658256131.5883534
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,SLOW_BEAR,market_regime,BEAR,658256131.5883534
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,SLOW_BEAR,market_regime,BULL,8442751.50025522
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,SLOW_BEAR,market_regime,TRANSITION,816882545.9484856
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,16692378.072899383
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,224732959.3714853
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,222900787.89606795
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,3202085.500826246
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,15322464.04749046
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,157529233.99971163
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,MCB,breadth_bucket,MINORITY_POSITIVE_20D,20945559.02925861
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,MCB,market_regime,BEAR,16682750.687083125
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,MCB,market_regime,BULL,157506240.13041627
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,MCB,market_regime,TRANSITION,4285802.211470847
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,216848699.35246515
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,353744377.4579322
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NATIVE_CALLBACK,market_regime,BEAR,26706081.756194063
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NATIVE_CALLBACK,market_regime,BULL,215360491.7232985
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,328526503.3309048
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,1366229285.3523836
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,831482943.7152712
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,BULL,market_regime,BEAR,609963700.7871644
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,BULL,market_regime,BULL,936359590.9339008
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,BULL,market_regime,TRANSITION,651388937.3465896
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,FAST_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,11236.348492312243
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,FAST_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,13457013.529896969
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,FAST_BEAR,market_regime,BEAR,12830278.25405149
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,FAST_BEAR,market_regime,BULL,11236.348492312243
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,FAST_BEAR,market_regime,TRANSITION,626735.2758454785
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,SLOW_BEAR,breadth_bucket,MAJORITY_POSITIVE_20D,430292436.3034344
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,SLOW_BEAR,breadth_bucket,MINORITY_POSITIVE_20D,1196383905.0428653
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,SLOW_BEAR,market_regime,BEAR,1124820918.138264
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,SLOW_BEAR,market_regime,BULL,160046445.3000933
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,SLOW_BEAR,market_regime,TRANSITION,341808977.9079424
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MAJORITY_POSITIVE_20D,11315947.17364063
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,FIXED_BELOW_L_REPAIR,breadth_bucket,MINORITY_POSITIVE_20D,642786992.1142662
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BEAR,642339411.3614281
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,BULL,1096636.940443119
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,FIXED_BELOW_L_REPAIR,market_regime,TRANSITION,10666890.98603551
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,MCB,breadth_bucket,MAJORITY_POSITIVE_20D,59244522.16163699
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,MCB,breadth_bucket,MINORITY_POSITIVE_20D,87085946.30238035
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,MCB,market_regime,BEAR,85781014.53382653
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,MCB,market_regime,BULL,39493176.59242215
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,MCB,market_regime,TRANSITION,21056277.33776866
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NATIVE_CALLBACK,breadth_bucket,MAJORITY_POSITIVE_20D,613792524.3516043
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NATIVE_CALLBACK,breadth_bucket,MINORITY_POSITIVE_20D,74751830.55256344
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NATIVE_CALLBACK,market_regime,BEAR,56556074.29822764
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NATIVE_CALLBACK,market_regime,BULL,444149888.09129447
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NATIVE_CALLBACK,market_regime,TRANSITION,187838392.51464564
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,BULL,breadth_bucket,MAJORITY_POSITIVE_20D,2324823857.977859
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,BULL,breadth_bucket,MINORITY_POSITIVE_20D,950386610.1325834
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,BULL,market_regime,BEAR,644385856.8356857
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,BULL,market_regime,BULL,1208011820.0837824
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,BULL,market_regime,TRANSITION,1422812791.1909742
