gap,mcb_mode,target,mechanic,year,strategy,category,pnl
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,200606.5088162571
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,1219649.4286834765
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,9432.219760170765
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,8981.607313863331
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,800812.6839581165
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,566898.2620989772
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-1369138.4920486638
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-1479691.0214080436
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-755896.2572883816
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,164255.86755639644
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,-23821.084928673656
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,538.7104219198645
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,715693.7498937686
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,1399386.7650391196
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,-16939.06926130577
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,-18.705267697794625
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,251923.70251010233
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,IFCGR,EXISTING_POSITION_INCREASE,-3419.383739290575
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,IFCGR,NEW_ENTRY_INCREASE,112756.73546366033
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,14793.990136434048
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,37734.86196437911
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,2975.812047073887
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,73682.93687355798
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,316320.77071140776
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,1139988.654708604
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,EXISTING_POSITION_INCREASE,119246.89187637609
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,NEW_ENTRY_INCREASE,-101110.63222576572
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,24712.04253104538
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,52691.739664987545
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,104530.28781627527
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,36126.39349740131
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,1740166.07734344
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,49533.52781633218
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,EXISTING_POSITION_INCREASE,607393.2524231035
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,NEW_ENTRY_INCREASE,46506.245362810536
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-4881.22771249443
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,55914.8929255586
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,178697.2228436275
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,24764.91256160605
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,939359.7868538285
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,5936953.081832134
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,EXISTING_POSITION_INCREASE,1143605.9525649394
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,NEW_ENTRY_INCREASE,406782.76668993593
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,-30991.990168513028
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,-31856.116341991026
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,125856.33470124875
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,122339.64494315724
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,3307536.74132615
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,553810.2024677837
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,EXISTING_POSITION_INCREASE,-25.268118441143812
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,NEW_ENTRY_INCREASE,-200599.83949586388
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,7361.042286352432
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,52047.57684457513
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,109095.92489216162
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,15272.661876937082
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-1009894.1635246156
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,5778407.830585281
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,EXISTING_POSITION_INCREASE,133420.39728215575
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,NEW_ENTRY_INCREASE,3865.3819447064798
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,3342.9451734551553
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,226074.10634727296
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,239683.7424615699
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,337216.2674547907
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,-409036.5100740603
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,942208.9809154465
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,EXISTING_POSITION_INCREASE,386366.37094423885
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,NEW_ENTRY_INCREASE,-4460018.721692973
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-402526.47980956716
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,192200.67888934026
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,EXISTING_POSITION_INCREASE,206976.3282676453
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NEW_ENTRY_INCREASE,1845935.318348348
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,EXISTING_POSITION_INCREASE,835797.0088876645
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,NEW_ENTRY_INCREASE,2380245.012485197
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,508096.28012878937
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,3091181.7137787347
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,7738.82132946485
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,36004.05969315986
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,1831262.8902833713
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,491112.9484393291
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-3414442.5819520773
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-3709164.6581736226
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-2046100.5446059466
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,431508.82390669215
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,-91986.3526706821
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,6330.156977049424
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,2752473.7843393963
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,1723478.7510794108
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,25843.756706394608
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,-18.705267697794625
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,330381.93529322185
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,IFCGR,EXISTING_POSITION_INCREASE,-1343.2118461675684
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,IFCGR,NEW_ENTRY_INCREASE,148461.2347967102
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,14301.837747778449
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,11141.209285949679
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,-10019.830532321095
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,94412.7734963256
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,244740.39215892163
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,1498139.3821427189
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,IFCGR,EXISTING_POSITION_INCREASE,169808.248101697
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,IFCGR,NEW_ENTRY_INCREASE,-138212.95251539664
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,23013.29236351697
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,263121.660805973
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,87947.35258621832
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,36101.71550328029
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,2797343.4528368246
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,-240110.62318409618
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,IFCGR,EXISTING_POSITION_INCREASE,936190.9670192633
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,IFCGR,NEW_ENTRY_INCREASE,67048.86054739778
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-109377.99488878764
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,715518.8431292711
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,120165.70324158925
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,-3729.497333539438
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,774036.5491542463
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,9803418.49109729
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,IFCGR,EXISTING_POSITION_INCREASE,1954937.1145183994
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,IFCGR,NEW_ENTRY_INCREASE,627858.3370340901
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,714624.6167079764
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,745444.110583828
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,37559.67237236654
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,63567.93752814268
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,6962083.957378239
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,1255743.1108249656
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,IFCGR,EXISTING_POSITION_INCREASE,3867.14253353918
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,IFCGR,NEW_ENTRY_INCREASE,-429918.4533719001
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,-13120.903283215974
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,105768.9375753075
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,108162.07760849819
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,15272.661876937082
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-1914737.0444082788
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,11494009.754418032
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,IFCGR,EXISTING_POSITION_INCREASE,242133.64216256415
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,IFCGR,NEW_ENTRY_INCREASE,6700.841117348442
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,97038.04530046831
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,1484534.6150129535
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,164856.75706229397
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,414285.01560618344
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,456930.6878350612
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,821112.9271380107
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,IFCGR,EXISTING_POSITION_INCREASE,847331.5247914146
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,IFCGR,NEW_ENTRY_INCREASE,-10441064.772899589
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-1099043.0667529753
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,902476.6268265941
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,SMV6,EXISTING_POSITION_INCREASE,1230728.5471490845
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,SMV6,NEW_ENTRY_INCREASE,2780575.2338785557
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ATRDR,EXISTING_POSITION_INCREASE,5063026.657763416
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ATRDR,NEW_ENTRY_INCREASE,2994287.6574537233
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,1120721.945088639
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,6747057.175486422
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,-397941.5890301248
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,-313744.12086891505
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,4516103.949405668
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,1054100.0170571045
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-7165724.392477327
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-4489507.273308253
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-5548436.754467148
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,976660.494198359
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,-36013.029157863944
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,934481.3675629158
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,6896693.866800345
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,1398539.8874600022
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,18159.06119350739
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,330.1654918102531
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,88307.11137115178
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,IFCGR,EXISTING_POSITION_INCREASE,447.4197243691546
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,IFCGR,NEW_ENTRY_INCREASE,36848.64966626181
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,5397.304947031161
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,4017.9969161050194
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,1336.06385499514
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,23669.7464508994
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,133112.67296226625
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,321563.00632905134
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,IFCGR,EXISTING_POSITION_INCREASE,34250.65529220111
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,IFCGR,NEW_ENTRY_INCREASE,-30616.21310600267
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,4674.116316061034
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,61236.17157625515
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,56857.022944596836
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,35806.82745774584
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,453435.4046673576
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,129710.57042441492
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,IFCGR,EXISTING_POSITION_INCREASE,143206.80665911568
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,IFCGR,NEW_ENTRY_INCREASE,12006.214840676708
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-32413.107640413284
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,96879.25452437189
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,24829.261744196738
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,99793.32805145628
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,111270.02260054792
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,990813.7571245914
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,IFCGR,EXISTING_POSITION_INCREASE,220296.253197687
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,IFCGR,NEW_ENTRY_INCREASE,82890.95708695942
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,72076.86562781208
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,73158.9856514699
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,20328.123292803804
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,77634.3768504086
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,516695.3993566733
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,115079.45255181352
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,IFCGR,EXISTING_POSITION_INCREASE,337.82251513915685
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,IFCGR,NEW_ENTRY_INCREASE,-27843.627925313387
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,8969.428896183927
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,18291.982195566947
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,9744.658730656158
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,-56.116223206917766
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-74686.96412700025
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,657496.1041432319
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,IFCGR,EXISTING_POSITION_INCREASE,13913.226557787326
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,IFCGR,NEW_ENTRY_INCREASE,-109.81721448756434
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,10448.252564629118
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,87866.03742455305
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,-15231.146112285347
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,105666.91197745045
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,15295.623185992814
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,49324.953277311426
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,IFCGR,EXISTING_POSITION_INCREASE,48164.7653762217
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,IFCGR,NEW_ENTRY_INCREASE,-464101.08373539586
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-67339.112509627
