year,state,capital_days,state_family,gap,mcb_mode,target,mechanic
2025,BULL,342600260.81788987,market_regime,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,TRANSITION,267672291.22915,market_regime,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,BEAR,84428480.57791762,market_regime,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,BULL,116419513.8272225,market_regime,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,TRANSITION,176722867.71964046,market_regime,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,121164263.54321662,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,85802326.1418505,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,181409223.01811984,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,30611397.362299368,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,243311611.40073943,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,84033886.7931606,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,173694561.02418664,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,63892422.81427943,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,207521183.95684853,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,93029306.22494155,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,228143982.66358876,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,88553239.2936704,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,308157391.99520236,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,158166196.00279105,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,527066292.8386657,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,158090041.39534608,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,287766162.7807224,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,89804699.34405816,breadth_bucket,OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,BEAR,244043955.43103722,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2018,BULL,14083795.127665203,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2018,TRANSITION,118803988.05576074,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2019,BEAR,145444309.95379743,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2019,BULL,120644594.31913799,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2019,TRANSITION,145823039.17944366,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2020,BEAR,169232104.478023,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2020,BULL,186390271.5706156,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2020,TRANSITION,106864788.3546054,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2021,BEAR,164256415.19354132,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2021,BULL,147094277.82128718,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2021,TRANSITION,203815877.33699283,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2022,BEAR,290644378.5099221,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2022,BULL,103065862.17754655,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2022,TRANSITION,290052099.13833195,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2023,BEAR,228151182.50301394,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2023,BULL,184135286.16103712,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2023,TRANSITION,238851341.1198505,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2024,BEAR,328980712.5741229,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2024,BULL,195148857.97982365,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2024,TRANSITION,155775555.69725055,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2025,BEAR,185273001.07265887,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2025,BULL,261761115.25326046,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2025,TRANSITION,331818328.12062585,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2026,BEAR,244951879.4080892,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2026,BULL,79200076.24780628,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2026,TRANSITION,221712123.04271618,market_regime,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,125779082.15492618,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,251152656.45953697,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,216916947.5720242,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,194994995.88035488,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,243909992.8092704,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,218577171.5939736,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,284715425.4971776,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,230451144.85464373,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,298983360.8544758,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,384778978.9713248,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,318244439.62092566,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,332893370.1629759,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,311898623.7985519,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,368006502.4526452,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,438212727.66825086,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,340639716.7782943,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,241089453.02597025,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,304774625.6726414,breadth_bucket,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION
2018,BEAR,489072916.80802757,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2018,BULL,28597740.899176434,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2018,TRANSITION,241326701.92976436,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2019,BEAR,319718759.60598946,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2019,BULL,251900590.44794154,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2019,TRANSITION,312729503.4123326,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2020,BEAR,409045067.27982694,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2020,BULL,461827809.8736223,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2020,TRANSITION,257778991.21541822,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2021,BEAR,396230056.5971108,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2021,BULL,388842604.8223126,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2021,TRANSITION,533138316.8890061,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2022,BEAR,876134901.6864543,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2022,BULL,300167156.9077223,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2022,TRANSITION,876368188.9204092,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2023,BEAR,769089726.4163754,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2023,BULL,581268653.7382537,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2023,TRANSITION,724099589.6672208,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2024,BEAR,1049584659.2119371,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2024,BULL,643226046.961631,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2024,TRANSITION,509088435.6823701,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2025,BEAR,630133732.7078644,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2025,BULL,889547169.3251152,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2025,TRANSITION,1137809983.4472764,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2026,BEAR,915679041.9982765,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2026,BULL,286876901.56627434,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2026,TRANSITION,824021920.5683433,market_regime,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,255526579.73094696,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,503470779.9060214,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,456849088.71823955,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,427499764.74802405,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,598799363.0121562,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,529852505.35671127,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,753672115.5810115,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,564538862.7274181,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,893000824.4400463,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,1159669423.0745397,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,1017912459.20341,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,1056545510.6184399,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,1024248036.198509,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,1177651105.6574292,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,1491596779.380242,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,1165894106.1000137,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,891768989.9643757,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,1134808874.1685183,breadth_bucket,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION
2018,BEAR,735806524.4431139,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2018,BULL,43512682.36252995,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2018,TRANSITION,367260025.58646786,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2019,BEAR,510694177.96293986,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2019,BULL,382814998.7117436,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2019,TRANSITION,492462368.6344183,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2020,BEAR,722222769.1898874,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2020,BULL,851911661.9092274,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2020,TRANSITION,466657936.2350677,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2021,BEAR,761458221.55684,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2021,BULL,811430571.0144119,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2021,TRANSITION,1094088169.7944226,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2022,BEAR,2033173960.5436938,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2022,BULL,688888119.6176505,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2022,TRANSITION,2039293917.5635297,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2023,BEAR,1964216987.118041,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2023,BULL,1404621558.526849,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2023,TRANSITION,1720193406.757068,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2024,BEAR,2564998985.034795,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2024,BULL,1601614553.2225049,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2024,TRANSITION,1228350636.0530689,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2025,BEAR,1674720349.37873,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2025,BULL,2261979209.580542,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2025,TRANSITION,2955799398.8112645,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2026,BEAR,2432471419.151016,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2026,BULL,762705667.4947172,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2026,TRANSITION,1739861767.7714489,market_regime,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,388913179.08353406,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,757666053.3085775,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,702900492.5773244,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,683071052.7317774,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,1089351526.798383,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,951440840.5357994,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,1565849389.985811,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,1101127572.3798637,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,2070197235.3130016,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,2691158762.4118724,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,2504647346.7854257,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,2584384605.6165323,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,2512182180.2647457,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,2882781994.045623,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,3783738458.371903,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,3108760499.398634,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,2393327139.4303246,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,2541711714.986858,breadth_bucket,OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION
2018,BEAR,984050098.1027948,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2018,BULL,58657351.89317674,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2018,TRANSITION,495408449.5945449,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2019,BEAR,715445860.0886194,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2019,BULL,515696624.7702804,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2019,TRANSITION,684597696.0935156,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2020,BEAR,1165225623.9661787,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2020,BULL,1317440294.1975021,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2020,TRANSITION,713363118.7140659,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2021,BEAR,1329977818.2607417,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2021,BULL,1545827315.012204,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2021,TRANSITION,2049709945.2840066,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2022,BEAR,4222667507.49645,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2022,BULL,1413965712.0734558,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2022,TRANSITION,4187504303.871246,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2023,BEAR,4378494785.46906,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2023,BULL,3001175398.4124794,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2023,TRANSITION,3650184231.3038487,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2024,BEAR,5500334533.811343,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2024,BULL,3506279491.9302626,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2024,TRANSITION,2587883074.3228884,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2025,BEAR,3989945386.124788,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2025,BULL,5348825776.788869,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2025,TRANSITION,7205880932.618199,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2026,BEAR,6678212468.878401,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2026,BULL,2328525872.644039,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2026,TRANSITION,6089217895.810544,market_regime,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,524656020.79165345,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,1013459878.7988629,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,961206521.9446256,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,954533659.0077899,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,1674260150.2066267,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,1521768886.6711202,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,2968397903.698128,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,1957117174.858824,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,4229496793.5145936,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,5594640729.926558,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,5424312584.642778,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,5605541830.54261,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,5384896179.288569,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,6209600920.775925,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,9145139223.913363,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,7399512871.618493,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,6702838568.14686,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,8393117669.186124,breadth_bucket,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION
2018,BEAR,89011606.9021613,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2018,BULL,8063195.909523741,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2018,TRANSITION,123703183.37841982,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2019,BEAR,28409848.979821812,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2019,BULL,117293398.20175466,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2019,TRANSITION,119555363.46096975,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2020,BEAR,72853825.1186929,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2020,BULL,252080304.37463877,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2020,TRANSITION,41998183.4827157,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2021,BEAR,52554657.298636734,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2021,BULL,122447751.15990871,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2021,TRANSITION,108059080.21327572,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2022,BEAR,77270361.59559415,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2022,BULL,46290438.82109251,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2022,TRANSITION,222201120.59901333,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2023,BEAR,47344819.86320073,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2023,BULL,240735500.75489524,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2023,TRANSITION,85426072.8349825,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2024,BEAR,141899607.29212373,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2024,BULL,213942056.0904282,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2024,TRANSITION,149671815.05322704,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2025,BEAR,78369483.33211988,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2025,BULL,393671565.26877064,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2025,TRANSITION,301731008.26017433,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2026,BEAR,85397821.71083139,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2026,BULL,141403323.66920513,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2026,TRANSITION,192731682.39227927,market_regime,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,130336910.09280291,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
