gap,mcb_mode,target,mechanic,year,net_pnl_scaled,net_pnl_native,fees_scaled,fees_native,incremental_net_pnl,incremental_fees,incremental_actual_path_pnl_before_current_year_fees,interpretation
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2018,358188.56326079555,358188.56326079555,44822.615394183704,44822.615394183704,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2019,481894.2197245117,481894.2197245117,46707.41059249741,46707.41059249741,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2020,597634.4845917411,597634.4845917411,56992.246360919526,56992.246360919526,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2021,541498.4832195891,541498.4832195891,45055.41639247944,45055.41639247944,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2022,296339.1395452395,296339.1395452395,62074.37004875837,62074.37004875837,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2023,375446.5239885133,375446.5239885133,58322.14660421619,58322.14660421619,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,1098327.0220670337,1098327.0220670337,90203.35000081558,90203.35000081558,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,823531.6162796915,823531.6162796915,103202.47877254651,103202.47877254651,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,1023077.9698515031,1023077.9698515031,66527.76074158936,66527.76074158936,0.0,0.0,0.0,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2018,190486.9617369119,358188.56326079555,139540.9998652952,44822.615394183704,-167701.60152388364,94718.3844711115,-72983.21705277218,"Observed-path accounting add-back only. Removing fees would change cash, sizing and future fills; no zero-fee scenario was run."
