gap,mcb_mode,target,mechanic,year,state,strategy,route,pnl_scaled,pnl_native,incremental_pnl,state_family,mean_route_gross,max_route_gross,mean_Demand_gross,max_Demand_gross,max_Demand_single_name,max_overlap_names,capital_days,native_capital_days,incremental_capital_days,capital_trace_scope
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,TRANSITION,ATRDR,SLOW_BEAR,354848.43663020624,154458.8317259737,200389.60490423252,market_regime,0.3506396537766623,0.8877492389725095,0.8400597032975485,0.9999999999999994,0.2995312138495415,0.0,190093992.12553376,41091638.96207555,149002353.16345823,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,26300.031277166217,26757.386005628392,-457.354728462172,market_regime,0.0393723926643989,0.1794202692612557,0.8643209037393795,0.9930255495343072,0.2995312138495415,0.0,15452708.607708592,4072805.564346772,11379903.04336182,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,TRANSITION,MCB,MCB,87602.25406822875,35502.56767653891,52099.68639168984,market_regime,0.2019805826574547,0.2986774295026588,0.9583738512826216,0.9999999999999994,0.0842039624573933,0.0,55922964.40488718,16988100.270900123,38934864.133987054,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,TRANSITION,SMV6,NATIVE_CALLBACK,-42443.794876683576,-3188.358562542824,-39255.43631414075,market_regime,0.6212726040059173,0.816312860632804,0.3421367969234218,0.4266365773937857,0.0487560549528074,0.0,21070112.07614829,3683429.542685768,17386682.53346252,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,ATRDR,BULL,250415.6921089566,7607.311751114354,242808.38035784228,market_regime,0.8199556645793036,0.9999999999999992,0.9088376395272468,1.0,0.9999999999999992,0.0,202708330.9776497,13766024.4067382,188942306.5709115,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,ATRDR,FAST_BEAR,858219.7035448222,3632.5248039075486,854587.1787409147,market_regime,0.4310311601226993,0.8132089846375204,0.6260962584015751,0.9031104262681632,0.8132089846375204,0.0,118198923.87353906,1179668.043001089,117019255.83053797,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,ATRDR,SLOW_BEAR,-600157.5054229489,-48.03379556217851,-600109.4716273866,market_regime,0.5753411308792417,0.9999999999999994,0.8383547805720876,1.0,0.999999999999999,0.0,228713957.4699816,4906158.1243546745,223807799.34562695,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,616382.7655976032,7990.459218186068,608392.3063794171,market_regime,0.3469388897976853,1.0,0.5873384963323158,0.9623596716849084,0.8132089846375204,0.0,140074883.55715877,1635771.8851859164,138439111.67197284,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,MCB,MCB,24914.963449555577,-554.8816437321912,25469.845093287768,market_regime,0.3086939980349616,0.3529768747071115,0.7975523939761477,0.951285008499866,0.0732468613405743,0.0,11632086.667576758,76898.17676222084,11555188.490814537,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BEAR,SMV6,NATIVE_CALLBACK,-8485.377994587374,-6569.658516532826,-1915.719478054547,market_regime,0.0448569596821454,0.1416359618504608,0.4185647957948699,0.9601528159894922,0.9601528159894922,0.0,6777658.019947727,2322946.541204044,4454711.478743684,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BULL,ATRDR,BULL,991150.7262556428,341135.8939678364,650014.8322878062,market_regime,0.4122551545863808,0.9999999999999984,0.4963683091287353,0.9999999999999984,0.5155731741548887,0.0,156070186.7405405,53377803.337994374,102692383.40254614,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BULL,ATRDR,SLOW_BEAR,2677.6463218248937,4416.932323833236,-1739.2860020083426,market_regime,0.0595217964800083,0.2026574443282267,0.6104172443564098,0.7354734128519168,0.0359838246702458,0.0,5414147.556190967,1878317.876651712,3535829.679539255,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BULL,IFCGR,FIXED_BELOW_L_REPAIR,-149797.93098825403,1148.2655133563076,-150946.19650161036,market_regime,0.4396230430157302,0.9999999999999992,0.3729417559910829,0.9113521691260396,0.4639410917258187,0.0,38936684.02893636,182573.23816560273,38754110.790770754,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BULL,MCB,MCB,157653.55390383274,95437.34695970415,62216.20694412857,market_regime,0.1198591442456085,0.2281958597520323,0.5494985250811555,0.7354734128519168,0.0303485527467737,0.0,31661036.168315697,13091962.67206239,18569073.496253308,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,BULL,SMV6,NATIVE_CALLBACK,280459.3068419275,11777.906061636855,268681.40078029066,market_regime,0.5154905146749377,0.7549415020017533,0.2761855869972516,0.7354734128519168,0.0603286107507669,0.0,278893871.264338,22882877.97293319,256010993.2914048,ACTUAL_ROOT_CALENDAR_TRACE
