gap,mcb_mode,target,mechanic,year,state,strategy,route,pnl_scaled,pnl_native,incremental_pnl,state_family,mean_route_gross,max_route_gross,mean_Demand_gross,max_Demand_gross,max_Demand_single_name,max_overlap_names,capital_days,native_capital_days,incremental_capital_days,capital_trace_scope
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,ATRDR,BULL,5461.17229031922,-103295.72873260907,108756.9010229283,market_regime,0.580058927854463,0.999999999999998,0.730452893133348,1.0,0.9388636364462744,50.0,327718645.39881206,58221301.870867945,269497343.5279441,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,ATRDR,FAST_BEAR,-45343.89398779182,668.0579095413777,-46011.951897333194,market_regime,0.0844165476293868,0.4069958848350781,0.234308079655049,0.4522018798789084,0.4069958848350781,9.0,6057067.521870583,322115.94134031725,5734951.580530266,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,ATRDR,SLOW_BEAR,422127.5222782182,-915.6150244964532,423043.13730271463,market_regime,0.1574012470342545,0.9081417330609796,0.6949291325993614,1.0,0.9081417330609796,50.0,62666666.05346467,3872730.473739258,58793935.579725415,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,-448537.50632373104,-1407.8411576820045,-447129.66516604903,market_regime,0.5540022708097768,1.0,0.1968841190246318,0.9081417330609796,0.9081417330609796,6.0,73829952.70725909,460848.66980015585,73369104.03745893,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,MCB,MCB,-134493.73086927668,-53159.353233859256,-81334.37763541743,market_regime,0.1958466204065768,0.377163419823072,0.713749473265998,1.0,0.0775369359748166,50.0,68882102.56611854,26131815.40016777,42750287.16595077,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,TRANSITION,SMV6,NATIVE_CALLBACK,-118617.23725574157,22696.85883439589,-141314.09609013746,market_regime,0.2561515425611259,0.6486480622337885,0.4597330515291626,0.9525207330769472,0.9388636364462744,50.0,147685454.05949533,30546551.105054297,117138902.95444104,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,ATRDR,BULL,111875.95366232662,3006.0776931168984,108869.87596920966,market_regime,0.5783723969242077,1.0,0.9834907351441672,1.0,0.288372980309971,28.0,154663571.97752503,15526232.111033326,139137339.8664917,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,ATRDR,FAST_BEAR,-27674.158348691533,2027.5795751439616,-29701.737923835484,market_regime,0.5423707279791893,0.9999999999999984,0.9103575289128464,0.9999999999999992,0.5044095207963863,19.0,256578964.4603225,7909616.400736998,248669348.0595855,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,ATRDR,SLOW_BEAR,-695020.3174333194,-12731.593338711697,-682288.7240946078,market_regime,0.453985474480633,0.9211946787637596,0.6824870392727528,0.9999999999999992,0.8408172461004608,0.0,408018773.5980925,11615206.89174645,396403566.70634604,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,535066.8190315824,338.70598669144323,534728.113044891,market_regime,0.132009614137442,0.9999999999999972,0.5829970243616535,0.9910735933400836,0.8408172461004608,28.0,50895163.675484315,474256.3023231922,50420907.37316112,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,MCB,MCB,-25121.38003088266,7209.140729632832,-32330.520760515497,market_regime,0.4020594222782728,0.4395957250771377,0.988768581732366,1.0,0.1812146547070995,28.0,47822030.58970459,9824959.043552166,37997071.54615242,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BEAR,SMV6,NATIVE_CALLBACK,-211921.2881534204,41387.377134837814,-253308.66528825823,market_regime,0.2146856190082541,0.5045140524172214,0.499898953609425,0.9992091626670264,0.5457405606734468,0.0,190768106.55992553,27503554.369300764,163264552.19062477,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,ATRDR,BULL,586882.889035495,176869.92261865133,410012.9664168437,market_regime,0.518864078143721,0.9669360857752188,0.735218425888858,0.99703821121827,0.9561432870480484,43.0,738697623.4901,116448987.45553036,622248636.0345696,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,ATRDR,FAST_BEAR,-68620.13712427212,1688.393785454842,-70308.53090972698,market_regime,0.1455761590093492,0.3353019948944232,0.967942855836123,0.9852770611575368,0.1771388955453633,30.0,23641553.40271319,596997.134309168,23044556.26840402,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,ATRDR,SLOW_BEAR,334982.80839101237,11199.442232497302,323783.3661585151,market_regime,0.5703707152931058,0.6791640939430414,0.964527447488484,0.9852770611575368,0.1676345737426117,0.0,77412857.63207336,2649331.01461588,74763526.61745748,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,IFCGR,FIXED_BELOW_L_REPAIR,61746.19181661324,1252.1177956503816,60494.07402096286,market_regime,0.0138222327892431,0.0726627183348262,0.9658568597325322,0.99703821121827,0.1771388955453633,30.0,2882266.9129757434,154884.31870019063,2727382.594275553,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,MCB,MCB,626634.5996347538,156122.64207161084,470511.95756314293,market_regime,0.2313417807141517,0.4251614578678362,0.6950452191854161,0.99703821121827,0.3154144513094059,43.0,253622102.56455925,70169290.20944494,183452812.3551143,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,BULL,SMV6,NATIVE_CALLBACK,558814.5870516354,150765.3939929221,408049.1930587133,market_regime,0.2335813737027997,0.6671214134366275,0.6768704625484412,0.9852770611575368,0.9561432870480484,43.0,251699548.00458053,62060814.24203821,189638733.7625423,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,BULL,314266.5813198843,12967.829477368534,301298.7518425157,market_regime,0.5560481134453034,0.8154151873157203,0.8955346543721423,0.9999999999999992,0.9778429041193336,28.0,211718928.79714683,14234932.922664706,197483995.87448213,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,FAST_BEAR,1129224.1400120473,48652.03607197803,1080572.1039400692,market_regime,0.6362452951377013,0.9999999999999984,0.7874685136811134,0.9999999999999986,0.3297001436604663,0.0,162276805.74276415,5657154.64710793,156619651.09565622,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,SLOW_BEAR,871315.0701382459,7673.440316777149,863641.6298214687,market_regime,0.3698127827799145,0.8396819698637041,0.6303741742156225,0.9999999999999992,0.8396819698637041,0.0,104518576.37456591,6055016.494106992,98463559.88045892,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,406426.8167184657,2612.117161709858,403814.69955675583,market_regime,0.1235493750710645,0.9999999999999974,0.6299227584502866,0.9969480935022514,0.8396819698637041,28.0,73298930.01957102,638454.5112858218,72660475.5082852,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,MCB,MCB,4627.628636612353,9587.964235968317,-4960.335599355949,market_regime,0.283583533104874,0.4181839954264313,0.8705185104078571,0.999999999999998,0.9778429041193336,28.0,78224067.28493753,4916142.815715675,73307924.46922186,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,SMV6,NATIVE_CALLBACK,-230457.09299016529,-23014.76604246972,-207442.3269476956,market_regime,0.1187943232618878,0.4500001574249254,0.3525144462949757,0.9779229370906952,0.9778429041193336,11.0,84091772.53414762,10496482.09183458,73595290.44231305,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,BULL,-178187.63561394508,-3188.464626078967,-174999.17098786612,market_regime,0.5233990922561862,0.5233990922561862,0.999999999999998,0.999999999999998,0.093551998832061,10.0,24739617.65632093,645428.4448727983,24094189.211448133,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,FAST_BEAR,2940630.4939384726,11800.28736403426,2928830.2065744386,market_regime,0.7575956117021577,0.9999999999999992,0.8906884108414458,0.9999999999999992,0.9999999999999992,0.0,346863375.63691396,1054031.3760240236,345809344.26088995,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,SLOW_BEAR,1071201.5386323128,33418.250303404304,1037783.2883289084,market_regime,0.7526686271488418,0.9999999999999984,0.7871928301859313,0.9999999999999984,0.5577815653842274,10.0,661090986.967201,12970595.824500749,648120391.1427002,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,1879488.5189891043,4222.7368891067845,1875265.7820999976,market_regime,0.177887466308469,1.0,0.7785148766236808,0.9930290964004348,0.9819300822347312,0.0,220085614.05009368,739180.6885500519,219346433.36154363,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,MCB,MCB,-6800.7500057584475,-1194.0198583458114,-5606.730147412636,market_regime,0.3431281576270705,0.3431281576270705,0.999999999999998,0.999999999999998,0.093551998832061,10.0,11275229.413524335,410064.5561641022,10865164.857360233,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,SMV6,NATIVE_CALLBACK,6554.354328162124,30037.21828825074,-23482.863960088616,market_regime,0.0272719151579312,0.0385423111267735,0.9519735287335986,0.960824499537979,0.5344040619560818,0.0,3138036.173436334,36735356.40852501,-33597320.235088676,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,ATRDR,BULL,1379020.1716395195,95897.70568154484,1283122.4659579748,market_regime,0.4890791357950731,0.8823471938928823,0.7915457781547871,0.9999999999999996,0.6648908634900946,26.0,688413206.479017,52981354.94507783,635431851.5339392,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,ATRDR,FAST_BEAR,234483.9036413644,3206.7680574110345,231277.13558395335,market_regime,0.1709653678825766,0.902599807791833,0.6880687381565989,0.9956528036812192,0.516474182031516,26.0,35100971.807926856,972768.601885842,34128203.206041016,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,ATRDR,SLOW_BEAR,959356.6335960896,29402.81427474784,929953.8193213416,market_regime,0.2073219921715966,0.700249470652203,0.8676401825811157,0.9999999999999996,0.516474182031516,26.0,179195131.36883327,11552935.100949038,167642196.26788422,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,IFCGR,FIXED_BELOW_L_REPAIR,-48317.78698704905,-1366.517844420379,-46951.26914262867,market_regime,0.0107821096219309,0.0974001922081665,0.6174693585086936,0.997558517292716,0.516474182031516,26.0,7364561.759850374,440845.1114908058,6923716.648359569,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,MCB,MCB,618284.9558977003,32708.157105777147,585576.7987919231,market_regime,0.2268645161095683,0.3611615126476034,0.802226935946167,0.9999999999999996,0.6648908634900946,26.0,305375671.31030893,27035406.16786037,278340265.14244854,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,BULL,SMV6,NATIVE_CALLBACK,150575.14814637555,875.589543187034,149699.5586031885,market_regime,0.2734888329419279,0.5528081380844017,0.4858290068211485,0.9956528036812192,0.105356074321462,26.0,213866223.09415612,29464441.232644822,184401781.8615113,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,ATRDR,BULL,2215182.3394175703,167383.4671044558,2047798.8723131143,market_regime,0.4892815331743081,0.9999999999999968,0.9178456053612054,0.9999999999999994,0.9999999999999968,24.0,691871198.6014695,45661041.19762872,646210157.4038408,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,ATRDR,FAST_BEAR,1840785.7702784487,10530.368967916533,1830255.401310532,market_regime,0.4252636501952264,0.9999999999999988,0.7607556498306367,0.9999999999999988,0.9999999999999988,24.0,198397187.72376987,1810122.8722667063,196587064.85150316,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,ATRDR,SLOW_BEAR,114981.82472170451,30179.008839529823,84802.81588217469,market_regime,0.4285233843386937,0.9888705108442696,0.901451640556302,0.9999999999999994,0.2213831329009728,24.0,502933632.7719205,25528083.955256257,477405548.8166642,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,751624.7195504339,2926.392741143078,748698.3268092908,market_regime,0.1831248295813037,0.9999999999999998,0.7228116989623228,0.9975162821561416,0.7385560812524824,24.0,191199307.5131595,747059.3672735188,190452248.145886,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,MCB,MCB,848584.5213998626,82838.20502414886,765746.3163757138,market_regime,0.2628695116255451,0.4175444656813483,0.8994494179989737,0.9999999999999994,0.6623968725728685,24.0,278448224.22401303,23197606.7964855,255250617.42752755,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,TRANSITION,SMV6,NATIVE_CALLBACK,-56001.89257402848,10262.309527282076,-66264.20210131056,market_regime,0.0626761248360546,0.3278475992288068,0.4936093340962968,0.963539119237834,0.0578684251132022,24.0,26892170.005538132,11115166.024365015,15777003.981173117,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,ATRDR,BULL,-566973.517012623,-23446.103850479965,-543527.4131621431,market_regime,0.6533563491569656,0.9999999999999972,0.9681234426025483,1.0,0.2535376124560003,4.0,476383990.0122097,18336235.311859973,458047754.70034975,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,ATRDR,FAST_BEAR,-60671.77259456483,49489.48373200218,-110161.25632656732,market_regime,0.4948326427289912,0.9999999999999988,0.9466763515629404,1.0,0.8531518649756505,4.0,903004991.2147502,21964508.23219622,881040482.982554,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,ATRDR,SLOW_BEAR,385314.0955087582,60942.697148637046,324371.3983601212,market_regime,0.5494152025409293,0.9999999999999994,0.9337871936945156,1.0,0.9999999999999986,4.0,1325941024.9440732,31437196.075869147,1294503828.868204,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,-636580.2089692864,10523.581056509269,-647103.7900257957,market_regime,0.368022248473128,0.9999999999999988,0.6117912820040566,0.9730368975294094,0.8754720829467827,0.0,1172825240.4390588,2787673.543291367,1170037566.8957675,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,MCB,MCB,114830.57499859529,697.2510517444898,114133.3239468508,market_regime,0.1061103365535509,0.2615019665326277,0.9567389578177452,0.9999999999999996,0.2535376124560003,4.0,50507933.141485915,2365204.967975784,48142728.173510134,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BEAR,SMV6,NATIVE_CALLBACK,8350.234251936126,-497.2480328799961,8847.482284816122,market_regime,0.3620396164152323,0.3620396164152323,0.4428816645358407,0.4428816645358407,0.1858968688166991,2.0,45316867.967378326,379543.46440166666,44937324.502976656,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BULL,ATRDR,BULL,1533745.1584074872,42895.54168602075,1490849.6167214669,market_regime,0.7439603726267856,0.9999999999999984,0.8527650511819079,0.9999999999999998,0.9999999999999984,22.0,1054005218.1509726,28926533.775506333,1025078684.3754662,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BULL,IFCGR,FIXED_BELOW_L_REPAIR,15577.349405561166,489.0114173531756,15088.33798820799,market_regime,0.0071071986196999,0.0074111617372876,0.9723532005554164,0.9925888382627124,0.0569623280046616,0.0,1559449.3492302406,50438.93032921554,1509010.418901025,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BULL,MCB,MCB,102080.62501860698,7684.910665995686,94395.71435261128,market_regime,0.2683848737693017,0.3758667071856661,0.8505401866432095,0.9999999999999998,0.1850392604834953,22.0,156170476.3044469,12037652.834616262,144132823.46983063,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,BULL,SMV6,NATIVE_CALLBACK,-436294.01327435847,-29797.408679175496,-406496.604595183,market_regime,0.1547556352784536,0.5593400530778581,0.632664402059462,0.9761708372399734,0.2756658960678768,2.0,125889529.05197576,5275813.280640696,120613715.77133507,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,ATRDR,BULL,4928336.450518017,-127.39207929124224,4928463.842597307,market_regime,0.5895186946774149,0.9999999999999996,0.8196675322002123,0.9999999999999998,0.9999999999999984,23.0,2465146684.625497,110715478.47745793,2354431206.148039,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,ATRDR,FAST_BEAR,1475855.4971903416,17784.520869921424,1458070.9763204202,market_regime,0.1903096910144692,0.6264114135188532,0.9641572647910798,1.0,0.188117192008011,23.0,202876354.353825,8548234.718443343,194328119.63538167,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,ATRDR,SLOW_BEAR,522221.1561857894,61056.14410758527,461165.0120782042,market_regime,0.3127002921205243,0.9394611599421124,0.8258990031584121,1.0,0.4958962544452825,23.0,397377667.8085621,33093293.64905791,364284374.1595042,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,194951.54872536447,5895.280793995302,189056.26793136913,market_regime,0.0349459640978293,0.9999999999999988,0.8602830618401156,0.997529644004781,0.4958962544452825,22.0,29736921.561579973,1602412.8341200002,28134508.72745997,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,MCB,MCB,-124263.16572511084,27952.199387699657,-152215.36511281048,market_regime,0.1565139372749321,0.3540087712433024,0.7675110198734897,0.9999999999999998,0.225594426726902,23.0,507161501.95717007,34217222.45569248,472944279.5014776,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,TRANSITION,SMV6,NATIVE_CALLBACK,551378.5185078576,64710.1556137601,486668.36289409746,market_regime,0.3322732526961033,0.5692324851565419,0.5469480214949112,0.9625319528283492,0.2823530536243255,10.0,365475747.745075,34024478.46424166,331451269.2808333,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,ATRDR,BULL,267267.1703916022,24830.954226447782,242436.2161651544,market_regime,0.5243150793642865,0.999999999999998,0.9750719544607516,0.999999999999999,0.9999999999999976,34.0,1057378712.0144728,18359921.32014699,1039018790.6943258,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,ATRDR,FAST_BEAR,1726442.851178017,4417.758974006087,1722025.0922040108,market_regime,0.6969093227684896,0.9999999999999986,0.8533966296410288,0.9999999999999986,0.5782187661169813,2.0,882463204.271243,3010025.9343738444,879453178.3368691,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,ATRDR,SLOW_BEAR,5803210.639496056,56527.27454918334,5746683.364946873,market_regime,0.6760062493411685,0.9999999999999988,0.9599584221760582,0.999999999999999,0.9999999999999988,5.0,1336173575.0123954,14369353.565514794,1321804221.4468806,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,187154.88862274756,808.0477272316803,186346.8408955158,market_regime,0.1554925828674059,0.99540459856596,0.7690614064293281,0.9952292278448652,0.5472048565364196,5.0,457498700.148749,555809.3202730237,456942890.82847595,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,MCB,MCB,77985.88598599765,11410.109640115765,66575.77634588191,market_regime,0.2238290655295717,0.3845282616892476,0.9730777108176116,0.999999999999999,0.2878070466201056,34.0,447007509.0505476,9391721.33696875,437615787.7135788,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BEAR,SMV6,NATIVE_CALLBACK,-637386.4075710007,-6093.868231655657,-631292.5393393451,market_regime,0.0371601537747035,0.1682171014126444,0.1877822766734449,0.998676681117398,0.1665268095909184,6.0,71126604.06460908,1657988.3859233332,69468615.67868575,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,ATRDR,BULL,1447521.6397060645,75404.8071962168,1372116.8325098476,market_regime,0.5932608725020219,1.0,0.8379359252792139,1.0,0.3438191681325419,59.0,1772054944.0476222,130884580.87897728,1641170363.168645,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,ATRDR,FAST_BEAR,-1121591.4439139382,-2605.818824931259,-1118985.625089007,market_regime,0.9352337340940834,0.9352337340940834,0.9352337340940834,0.9352337340940834,0.5357312334049226,0.0,42040395.72061376,97673.40431382669,41942722.31629994,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,ATRDR,SLOW_BEAR,4255.8771850793855,952.7321642825264,3303.145020796859,market_regime,0.0157503791108631,0.0288766866484574,0.958098822240816,0.9999999999999974,0.0264160826968364,44.0,12894261.295746844,1082558.0504527965,11811703.245294048,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,IFCGR,FIXED_BELOW_L_REPAIR,-281.03361505761677,-289.63369760484966,8.600082547232887,market_regime,0.0071080991607501,0.0647662659059137,0.6413840523330544,0.995489941842798,0.5357312334049226,44.0,5902514.364773563,138251.88480214644,5764262.479971416,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,MCB,MCB,1353867.9875902382,67920.4599755262,1285947.527614712,market_regime,0.292605312912058,0.3813294989896503,0.8375077091292766,1.0,0.3070256898219396,59.0,763460105.5022275,76096351.44353598,687363754.0586915,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,BULL,SMV6,NATIVE_CALLBACK,-1635877.7590396034,-76300.35207522905,-1559577.4069643745,market_regime,0.1561562709508194,0.6598388749388963,0.6258546317875671,0.9985677260372304,0.0667522705667685,59.0,352649982.72758776,32436085.092813183,320213897.63477457,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,ATRDR,BULL,413924.1210641627,30403.2558871132,383520.8651770494,market_regime,0.5249027825178392,0.9999999999999976,0.8347814274639114,1.0,0.6807605283257443,43.0,884569590.9006793,18821356.968341693,865748233.9323376,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,ATRDR,FAST_BEAR,-2349376.1586431595,-8520.762649444172,-2340855.395993715,market_regime,0.500386419511908,0.9404413485456194,0.9666901420787888,0.9798818185560204,0.5335972519874969,2.0,165379493.29614615,494471.65505865787,164885021.6410875,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,ATRDR,SLOW_BEAR,3387618.0135458694,25547.09603869952,3362070.91750717,market_regime,0.7381210492039426,0.9999999999999988,0.9673972157944246,0.9999999999999994,0.9999999999999988,43.0,1710017868.8271306,17828611.760581616,1692189257.0665488,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,61960.628272222595,569.934794030038,61390.69347819257,market_regime,0.0129852626354441,0.0604760895792399,0.6488523429767735,0.9944351243401648,0.6807605283257443,43.0,32845031.567578588,387452.74723970913,32457578.82033888,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,MCB,MCB,149718.78673718596,17678.247000529045,132040.53973665694,market_regime,0.1616788953378158,0.3392513224642901,0.8347582847006226,1.0,0.3275887320214655,43.0,184776838.0954714,7560147.721598249,177216690.37387317,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,TRANSITION,SMV6,NATIVE_CALLBACK,2852405.9392790818,152781.53396244167,2699624.40531664,market_regime,0.3129609096657627,0.6613231972315302,0.136195703515461,0.9915592739739728,0.6807605283257443,43.0,577754007.8048631,40334031.98216257,537419975.8227005,ACTUAL_ROOT_CALENDAR_TRACE
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,BEAR,ATRDR,BULL,-2998013.3106640577,-85093.9465840925,-2912919.3640799653,market_regime,0.6371595029753899,0.9564680485369796,0.9398821511800336,0.9960873257316488,0.3935206475554654,13.0,1185677630.5326877,32289940.209630866,1153387690.3230567,ACTUAL_ROOT_CALENDAR_TRACE
