gap,mcb_mode,strategy,year,denominator,threshold,count,fraction,observed_denominators,fraction_of_observed,notional,unique_roots,pnl_of_unique_flagged_roots_in_year,pnl_scope
IFCGR,confirmation_tag,ATRDR,2018,participation_daily,0.01,43,0.0046932984064614715,9162,0.0046932984064614715,11722526.478672948,28,106881.332504183,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_daily,0.02,16,0.0017463435931019428,9162,0.0017463435931019428,6394722.639054423,11,80051.33537342932,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_daily,0.05,3,0.0003274394237066143,9162,0.0003274394237066143,1972421.4286991865,3,-20881.375074707226,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_daily,0.1,0,0.0,9162,0.0,0.0,0,0.0,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_daily,0.2,0,0.0,9162,0.0,0.0,0,0.0,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_ADV20,0.01,34,0.0037109801353416285,9160,0.0037117903930131003,11089928.414552325,18,114449.15963190972,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_ADV20,0.02,10,0.0010914647456887142,9160,0.001091703056768559,5731216.479806581,7,88849.77515792401,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_ADV20,0.05,0,0.0,9160,0.0,0.0,0,0.0,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_ADV20,0.1,0,0.0,9160,0.0,0.0,0,0.0,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,participation_ADV20,0.2,0,0.0,9160,0.0,0.0,0,0.0,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,order_over_minute_amount,0.01,2588,0.2824710761842392,8695,0.29764232317423805,53601235.940094754,285,89614.57205569182,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
IFCGR,confirmation_tag,ATRDR,2018,order_over_minute_amount,0.02,2000,0.21829294913774286,8695,0.23001725129384704,50533808.64384401,274,75990.45489051333,"Descriptive actual root-year P&L, counted once per threshold; not causal market impact"
