gap,mcb_mode,target,mechanic,year,state,strategy,route,pnl_scaled,pnl_native,incremental_pnl,state_family
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,BULL,ATRDR,SLOW_BEAR,322888.63898616814,11199.442232497204,311689.1967536709,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,BULL,IFCGR,FIXED_BELOW_L_REPAIR,62874.893098934874,1252.1177956503798,61622.7753032845,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,BULL,MCB,MCB,102460.76450301125,12476.986221840514,89983.77828117073,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,BULL,SMV6,NATIVE_CALLBACK,705996.5779205019,150765.3939929221,555231.1839275799,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,BULL,296408.92367316294,12967.829477368508,283441.0941957944,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,FAST_BEAR,1198934.3473153787,48652.03607197765,1150282.311243401,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,ATRDR,SLOW_BEAR,688926.3266315991,7673.44031677704,681252.8863148221,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,400220.737947631,2612.1171617098544,397608.6207859211,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,MCB,MCB,-10205.319205501288,-4931.467565220653,-5273.851640280635,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,TRANSITION,SMV6,NATIVE_CALLBACK,-218236.29526509694,-23014.76604246972,-195221.52922262723,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,BULL,-199826.74477354318,-3188.4646260789305,-196638.28014746425,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,FAST_BEAR,3158197.9153931583,11800.287364034186,3146397.628029124,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,ATRDR,SLOW_BEAR,1286007.4296470012,33418.25030340401,1252589.1793435973,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,2080879.482975897,4222.7368891067845,2076656.74608679,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,MCB,MCB,2017.5293386402627,0.0,2017.5293386402627,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,BEAR,SMV6,NATIVE_CALLBACK,214389.09503464148,30037.21828825074,184351.87674639074,market_regime
