gap,mcb_mode,target,mechanic,year,strategy,known_prior_holding_state,pnl
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_LOSING_HOLDING,-17263.972832642037
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-15304.457822409739
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,OGR,NO_PRIOR_CLOSE_HOLDING,48.81604735405597
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_LOSING_HOLDING,20932.5736144767
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,122863.15258646908
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,SMV6,NO_PRIOR_CLOSE_HOLDING,2524.1003158725653
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-2184.399970899191
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-2232.111937001625
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,ATRDR,NO_PRIOR_CLOSE_HOLDING,131.76641551621066
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,61173.15059720039
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,31422.27962082074
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,MCB,NO_PRIOR_CLOSE_HOLDING,-153.99793239717837
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_LOSING_HOLDING,47314.55469242266
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,22596.27545364619
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,OGR,NO_PRIOR_CLOSE_HOLDING,16295.551897693047
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_LOSING_HOLDING,159754.87916698266
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,38695.5411088093
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,SMV6,NO_PRIOR_CLOSE_HOLDING,24270.939404052035
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_LOSING_HOLDING,4885.919737748693
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-23457.29880144085
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,ATRDR,NO_PRIOR_CLOSE_HOLDING,-45.62481843693393
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,460525.7273804377
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,37707.597126375294
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,MCB,NO_PRIOR_CLOSE_HOLDING,-2.7090020548525935
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_LOSING_HOLDING,12606.175708531799
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-3200.45317298217
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,OGR,NO_PRIOR_CLOSE_HOLDING,-1016.3473765048268
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_LOSING_HOLDING,-1252.253960318509
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,2593.1688599436848
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,SMV6,NO_PRIOR_CLOSE_HOLDING,-551.5859721759984
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_LOSING_HOLDING,14517.683864544046
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-4924.358895407886
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,21308.506084410008
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-93632.31983869524
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_LOSING_HOLDING,555.0912893766622
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,8891.080915087263
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_LOSING_HOLDING,14358.068139142993
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,-679.0134635118346
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,SMV6,NO_PRIOR_CLOSE_HOLDING,-6030.195695505615
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_LOSING_HOLDING,832.976879382895
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-9017.564914453402
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ATRDR,NO_PRIOR_CLOSE_HOLDING,122.60266159094994
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,114891.68339339741
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-100438.9187375313
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,MCB,NO_PRIOR_CLOSE_HOLDING,-3.5501988498249375
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_LOSING_HOLDING,-40191.027589795296
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-24961.72578866044
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,OGR,NO_PRIOR_CLOSE_HOLDING,7520.669631828503
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_LOSING_HOLDING,-7647.299339110429
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,46521.30171077833
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,SMV6,NO_PRIOR_CLOSE_HOLDING,3141.178999393454
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-1159.8366024633651
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-20444.601879371618
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,61051.199545522584
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-2771.1446215079495
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_LOSING_HOLDING,-6185.034445817799
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-44568.67047364076
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,OGR,NO_PRIOR_CLOSE_HOLDING,13762.223319166673
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_LOSING_HOLDING,11810.805306583494
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,19565.701406427714
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,SMV6,NO_PRIOR_CLOSE_HOLDING,-53.8856783763581
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_LOSING_HOLDING,46602.91570549626
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,76106.46775400413
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ATRDR,NO_PRIOR_CLOSE_HOLDING,450.7614057015168
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-314427.5999319186
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-55706.17030060305
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,MCB,NO_PRIOR_CLOSE_HOLDING,-18.19844998322187
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_LOSING_HOLDING,7034.213835341634
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-5380.730274061943
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,OGR,NO_PRIOR_CLOSE_HOLDING,321.33995800273624
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_LOSING_HOLDING,-100348.70174879575
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,7843.1663893397
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,SMV6,NO_PRIOR_CLOSE_HOLDING,-681.3415199839783
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_LOSING_HOLDING,13815.605349256104
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,87845.40585061614
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,NO_PRIOR_CLOSE_HOLDING,-496.593242376907
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-6859.33305927514
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,39410.106742405114
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,MCB,NO_PRIOR_CLOSE_HOLDING,77.40184897996642
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_LOSING_HOLDING,20154.92506655662
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-10017.773462218525
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,OGR,NO_PRIOR_CLOSE_HOLDING,2854.348537619061
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_LOSING_HOLDING,-4165.560322308073
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,2374.4748353631026
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,2452.557199823532
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,ATRDR,NO_PRIOR_CLOSE_HOLDING,112.56385690463554
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,352406.8435694734
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-51141.16848158396
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,MCB,NO_PRIOR_CLOSE_HOLDING,86.09267038065633
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_LOSING_HOLDING,-15991.375121801197
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,24274.10297821679
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,OGR,NO_PRIOR_CLOSE_HOLDING,1608.9327056830698
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_LOSING_HOLDING,40464.24434875461
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,37028.156334551895
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,SMV6,NO_PRIOR_CLOSE_HOLDING,26722.475946605664
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_LOSING_HOLDING,18031.325040952775
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,63835.45387153531
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,724487.4284341553
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,280304.7759310148
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_LOSING_HOLDING,-51164.41191064871
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-36351.63790171225
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,OGR,NO_PRIOR_CLOSE_HOLDING,113.42830891136636
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_LOSING_HOLDING,50131.76475950094
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,302341.55497911875
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,SMV6,NO_PRIOR_CLOSE_HOLDING,-168.61907725715173
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-31131.31642255969
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,32990.42632249901
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,ATRDR,NO_PRIOR_CLOSE_HOLDING,725.2929662546977
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,183354.9292462853
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,90173.60875158146
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,MCB,NO_PRIOR_CLOSE_HOLDING,-378.9782576443895
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_LOSING_HOLDING,135799.10497295938
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,64922.981973105765
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,OGR,NO_PRIOR_CLOSE_HOLDING,44968.529868487094
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_LOSING_HOLDING,424449.41209535795
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,116234.98926874224
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,SMV6,NO_PRIOR_CLOSE_HOLDING,9380.213194932163
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_LOSING_HOLDING,63488.240293345174
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-48310.888837914485
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,ATRDR,NO_PRIOR_CLOSE_HOLDING,-91.69493867594231
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,1631104.7636028249
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-41708.24815954263
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,MCB,NO_PRIOR_CLOSE_HOLDING,-11.845023560524425
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_LOSING_HOLDING,6263.579570647476
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-8439.105177550115
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,OGR,NO_PRIOR_CLOSE_HOLDING,-3278.0467826613894
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_LOSING_HOLDING,-4321.902389243272
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,8273.158752646994
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,SMV6,NO_PRIOR_CLOSE_HOLDING,5308.978660016056
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_LOSING_HOLDING,52899.426108048116
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-1389.6356235996166
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-39177.02207149678
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-295432.9082669611
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_LOSING_HOLDING,-4845.637526491178
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,20495.584415735808
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_LOSING_HOLDING,43867.76509725382
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,-5156.448898040761
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,SMV6,NO_PRIOR_CLOSE_HOLDING,8036.405803733912
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_LOSING_HOLDING,54961.69914119875
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,8574.3466872891
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ATRDR,NO_PRIOR_CLOSE_HOLDING,-150.08319536284336
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,397567.8365875841
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-480741.0071007756
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_LOSING_HOLDING,-145293.90517690257
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-71742.1516142534
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,OGR,NO_PRIOR_CLOSE_HOLDING,25543.836374647934
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_LOSING_HOLDING,-21621.649540245304
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,160262.15752416558
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,SMV6,NO_PRIOR_CLOSE_HOLDING,17900.161819897345
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-1240.314782502366
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-4090.997856631566
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,363099.88288748363
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-201160.10645966168
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_LOSING_HOLDING,-12309.763488568344
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-72172.62785144124
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,OGR,NO_PRIOR_CLOSE_HOLDING,49738.45601214451
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_LOSING_HOLDING,47465.66735650723
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,73861.30535754187
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,NO_PRIOR_CLOSE_HOLDING,76320.9664000307
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_LOSING_HOLDING,210218.74879536065
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,514711.24586619507
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,NO_PRIOR_CLOSE_HOLDING,1841.1578338015022
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-1221945.190088776
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-207749.05350063986
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,MCB,NO_PRIOR_CLOSE_HOLDING,-19.023020671410592
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_LOSING_HOLDING,37696.671861505754
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-23896.028713184056
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,OGR,NO_PRIOR_CLOSE_HOLDING,2981.7886783469976
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_LOSING_HOLDING,-445614.00450416084
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,28965.971424356067
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,NO_PRIOR_CLOSE_HOLDING,467146.8114213439
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_LOSING_HOLDING,18426.18987225637
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,277063.10061196075
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,NO_PRIOR_CLOSE_HOLDING,-944.1576769050275
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-20948.373013835077
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,60134.61640155278
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,MCB,NO_PRIOR_CLOSE_HOLDING,87.2822186308172
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_LOSING_HOLDING,28398.051325061373
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-15474.1258004049
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,OGR,NO_PRIOR_CLOSE_HOLDING,4152.826158241989
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_LOSING_HOLDING,-7271.041003590724
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,3326.673357418633
