gap,mcb_mode,target,mechanic,year,strategy,known_prior_holding_state,pnl
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,2231.692639486835
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,NO_PRIOR_CLOSE_HOLDING,157.3485024478644
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,375289.28336012684
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-63261.956230250995
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,MCB,NO_PRIOR_CLOSE_HOLDING,120.98138618148323
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_LOSING_HOLDING,-24283.199466453018
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,40610.41976553032
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,OGR,NO_PRIOR_CLOSE_HOLDING,2584.2375890063568
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_LOSING_HOLDING,64552.48831469072
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,59690.44746812128
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NO_PRIOR_CLOSE_HOLDING,31566.61353739026
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_LOSING_HOLDING,24149.133472217756
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,50341.58405480714
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,1231860.8542232176
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,586117.2365395427
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_LOSING_HOLDING,-66654.38322404216
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-8367.589609768136
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,OGR,NO_PRIOR_CLOSE_HOLDING,188.98125389066013
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_LOSING_HOLDING,85964.81968546528
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,532411.059841581
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NO_PRIOR_CLOSE_HOLDING,15812.46875788003
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-25793.01578362495
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,90687.71565677052
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,NO_PRIOR_CLOSE_HOLDING,2442.081820847682
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,378659.61663396674
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,131991.56570169207
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,MCB,NO_PRIOR_CLOSE_HOLDING,-689.9883181532423
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_LOSING_HOLDING,273812.10192507354
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,143255.56276541195
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,OGR,NO_PRIOR_CLOSE_HOLDING,92499.52191866038
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_LOSING_HOLDING,842079.5855607233
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,260684.2747833528
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NO_PRIOR_CLOSE_HOLDING,5828.917476156086
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_LOSING_HOLDING,182693.10208450007
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-57359.77794521497
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,NO_PRIOR_CLOSE_HOLDING,-171.9718828540684
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,3934232.9315821216
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-209413.80082635424
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,MCB,NO_PRIOR_CLOSE_HOLDING,-34.50368831507036
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_LOSING_HOLDING,10058.443364853274
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-12182.417189662743
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,OGR,NO_PRIOR_CLOSE_HOLDING,-7605.113401109886
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_LOSING_HOLDING,-10546.014469848022
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,19454.40513049614
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NO_PRIOR_CLOSE_HOLDING,13148.772853856004
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_LOSING_HOLDING,139859.60585160044
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-47215.65601542304
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-175049.73873139688
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-698874.9599387313
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_LOSING_HOLDING,-25141.613263739422
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,123648.23576708227
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_LOSING_HOLDING,145833.81330056777
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,700.9494313655241
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NO_PRIOR_CLOSE_HOLDING,7711.799281287817
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_LOSING_HOLDING,140065.9318376737
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,120203.7073524356
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,NO_PRIOR_CLOSE_HOLDING,-209.94437566016416
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,1040642.2199851539
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-825162.077509826
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_LOSING_HOLDING,-344527.7888306861
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-187579.44783921694
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,OGR,NO_PRIOR_CLOSE_HOLDING,63567.46672888004
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_LOSING_HOLDING,-37840.30390445873
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,407672.5459315121
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NO_PRIOR_CLOSE_HOLDING,53076.97068601413
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-20023.324734594607
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,177024.0673974561
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,NO_PRIOR_CLOSE_HOLDING,140.32731398682972
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,1370018.933937103
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,779918.9390044834
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_LOSING_HOLDING,-240850.12190067617
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-80646.89074148085
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,OGR,NO_PRIOR_CLOSE_HOLDING,134678.931301383
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_LOSING_HOLDING,116794.56782192891
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,207017.2488750098
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,NO_PRIOR_CLOSE_HOLDING,131929.17566931993
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_LOSING_HOLDING,154450.84821718527
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,1549477.4217321612
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,NO_PRIOR_CLOSE_HOLDING,5207.908871197345
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-3504322.563737647
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-649561.1666546819
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,MCB,NO_PRIOR_CLOSE_HOLDING,-49.71988001843289
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_LOSING_HOLDING,86993.35328708735
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-36474.29522217963
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,OGR,NO_PRIOR_CLOSE_HOLDING,10765.795548361097
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_LOSING_HOLDING,-1353557.9853864354
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,80243.69038849155
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,NO_PRIOR_CLOSE_HOLDING,2180113.7109968406
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-42120.19861908704
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,927460.8684916268
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,NO_PRIOR_CLOSE_HOLDING,-1516.1016225145036
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-47222.818361297905
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,87482.53452220256
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,MCB,NO_PRIOR_CLOSE_HOLDING,202.56662496045024
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_LOSING_HOLDING,32648.75173780542
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-18523.85324581499
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,OGR,NO_PRIOR_CLOSE_HOLDING,5555.920472217683
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_LOSING_HOLDING,-10463.17143051799
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,4526.515797166402
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2018,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-10019.830532321095
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,NO_PRIOR_CLOSE_HOLDING,199.6169670826905
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,348692.9644200951
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-106889.67091943965
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,MCB,NO_PRIOR_CLOSE_HOLDING,148.74272334413627
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_LOSING_HOLDING,-34210.370081290566
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,57278.78085684195
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,OGR,NO_PRIOR_CLOSE_HOLDING,3633.4175438180027
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_LOSING_HOLDING,90862.8004380031
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,85085.72976676722
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,NO_PRIOR_CLOSE_HOLDING,30258.82715452452
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_LOSING_HOLDING,19714.960083700942
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,62358.69926695308
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,NO_PRIOR_CLOSE_HOLDING,-107.06583654377596
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,1918705.3795947474
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,922466.7925347167
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,MCB,NO_PRIOR_CLOSE_HOLDING,-72.96870359874919
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_LOSING_HOLDING,-114509.41218599562
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,619.0470689792128
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,OGR,NO_PRIOR_CLOSE_HOLDING,280.16140562753924
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_LOSING_HOLDING,132551.0747882979
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,816986.9379992823
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,NO_PRIOR_CLOSE_HOLDING,8733.398136637366
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-44910.71772823243
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,157146.4915019362
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,NO_PRIOR_CLOSE_HOLDING,9474.939416938845
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,596863.182742934
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,162467.17165189196
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,MCB,NO_PRIOR_CLOSE_HOLDING,-1027.5319235908373
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_LOSING_HOLDING,478094.4672813268
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,246265.3903246168
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,OGR,NO_PRIOR_CLOSE_HOLDING,155535.0828258672
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_LOSING_HOLDING,1369084.0810437633
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,480738.3684295809
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,NO_PRIOR_CLOSE_HOLDING,-18343.32644715192
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_LOSING_HOLDING,34862.97002235667
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,19164.899157180847
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,NO_PRIOR_CLOSE_HOLDING,-286.4096528249307
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,7600645.225975166
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-519527.8947303542
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,MCB,NO_PRIOR_CLOSE_HOLDING,-76.3982467102436
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_LOSING_HOLDING,-13580.621345749732
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,308.1971971315552
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,OGR,NO_PRIOR_CLOSE_HOLDING,-14389.515957039812
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_LOSING_HOLDING,-19719.281645008276
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,38065.90140668677
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,NO_PRIOR_CLOSE_HOLDING,10271.629385072112
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_LOSING_HOLDING,189578.41107928072
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-93474.03417039859
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-518248.3455605721
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-1427065.3982948738
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_LOSING_HOLDING,-137856.37611201243
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,239021.5704491396
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_LOSING_HOLDING,269958.088280997
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,-25426.74073537584
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,NO_PRIOR_CLOSE_HOLDING,78616.16995997616
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_LOSING_HOLDING,148615.4822219905
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,-70125.13563519991
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,NO_PRIOR_CLOSE_HOLDING,-25.613325695881713
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,2066194.9348304202
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-1598455.7907513524
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_LOSING_HOLDING,-738243.0576500166
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-373980.0359197891
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,OGR,NO_PRIOR_CLOSE_HOLDING,123846.56142844504
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_LOSING_HOLDING,-61479.50332486324
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,797596.4528466276
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,SMV6,NO_PRIOR_CLOSE_HOLDING,634630.7690955508
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_LOSING_HOLDING,53937.490771112374
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,598706.2953454865
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ATRDR,NO_PRIOR_CLOSE_HOLDING,412.74816585285953
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,2878015.4649552344
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,2174160.7821192774
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_LOSING_HOLDING,-220819.8327161646
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-134562.74254588975
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,OGR,NO_PRIOR_CLOSE_HOLDING,277521.8676570507
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_LOSING_HOLDING,237487.84398529233
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,424677.64862770075
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,SMV6,NO_PRIOR_CLOSE_HOLDING,298230.89160169143
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_LOSING_HOLDING,843396.6003882465
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,3502368.3715822212
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ATRDR,NO_PRIOR_CLOSE_HOLDING,10531.034630819438
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-7979946.848672729
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,865030.3945465845
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,MCB,NO_PRIOR_CLOSE_HOLDING,-236.9002508116082
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_LOSING_HOLDING,138483.709285832
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,-260757.1831386013
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,OGR,NO_PRIOR_CLOSE_HOLDING,21814.041459054293
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_LOSING_HOLDING,-3260047.1878543766
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,172806.07915106614
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,SMV6,NO_PRIOR_CLOSE_HOLDING,4311639.0554909
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_LOSING_HOLDING,-269575.3178162219
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,2576418.6729795397
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,NO_PRIOR_CLOSE_HOLDING,-165.10963008369612
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,-2895.1414157469753
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,8745.89422969767
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,MCB,NO_PRIOR_CLOSE_HOLDING,27.710842658332062
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_LOSING_HOLDING,4346.370425446853
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,1244.6722388246849
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,OGR,NO_PRIOR_CLOSE_HOLDING,1482.9316622543317
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_LOSING_HOLDING,-2928.867808861116
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,OGR,PRIOR_CLOSE_NONLOSING_HOLDING,1471.586738629413
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2018,SMV6,PRIOR_CLOSE_NONLOSING_HOLDING,1582.609107784785
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2019,ATRDR,NO_PRIOR_CLOSE_HOLDING,65.77748869057118
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_LOSING_HOLDING,154040.1342029692
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2019,ATRDR,PRIOR_CLOSE_NONLOSING_HOLDING,-21232.039557351472
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_LOSING_HOLDING,3487.7804063706913
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2019,MCB,PRIOR_CLOSE_NONLOSING_HOLDING,4159.36704453945
