id,group,signal,capital,exit,stress,overlay,gate,arm,status,configuration_defined_in,started_at,output,net_return,cagr,maxdd,maxdd_date,volatility,sharpe,mean_exposure,p95_exposure,max_single,trades,mean_hold,deferred_trades,fees,slippage,turnover,end_open,filled_buys,win_rate,profit_factor,worst_trade_pnl,flat_days,max_exposure,min_cash,nav_rows,max_underwater_sessions,max_losing_days,max_plan_risk_cny,max_mark_risk_cny,reason,ended_at,execution_grade,signals,version_family,mode,delay,cost,book,fixed_budget,started,ended,registered_exit,policy,identity_repair_note,matched_coverage_required,fixed_holding,state_key,blocked_states,budgets,new_initial_sleeve,existing_initial_sleeve,rebalancing,initial_capital,resolved_by
B_D08_C_10_COST2,B_CORE_STRESS,D08,C_10,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844939.722553,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D08_C_10_COST2,0.0610524145253994,0.0155148331188792,-0.1947011325623766,2023-10-23,0.134799669931128,0.18166948723673,0.3700857136420771,0.881141705662556,0.1622483389595608,381.0,10.01049868766404,1.0,90489.55547459994,115517.53000000057,72.79720424887394,0.0,381.0,0.4671916010498688,1.0458924685126958,-26814.229199999987,208.0,0.998725237286896,1530.513912299415,970.0,357.0,7.0,140463.45286235082,239495.9387865666,,1788844940.983836,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D08_C_10_DELAY1,B_CORE_STRESS,D08,C_10,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844941.030401,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D08_C_10_DELAY1,0.4163823595946985,0.0946512092190143,-0.1731663931501493,2021-06-16,0.1284053503748815,0.7685763373710357,0.3621974915529544,0.8598762814605309,0.1438548734365311,381.0,10.007874015748031,1.0,73873.61040530003,91879.28000000073,72.20053942378219,0.0,381.0,0.4986876640419947,1.316724083817152,-53580.83297000002,216.0,0.9963632889753824,4352.844320000222,970.0,457.0,11.0,140270.60868881943,262695.6086888194,,1788844942.243287,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H01_C_MAX_COST2,B_CORE_STRESS,H01,C_MAX,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844955.373385,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H01_C_MAX_COST2,-0.5649964908621001,-0.1944682639398025,-0.8226055431323749,2023-12-19,0.3613674180239636,-0.4178382483600155,0.647453700847457,0.9990496344772596,0.9967470672183988,312.0,10.006410256410255,1.0,164849.15086209966,187666.4599999996,127.25935585633484,0.0,312.0,0.4551282051282051,0.8619677313185982,-339193.4621600001,85.0,0.9999349850613616,52.57638499966441,970.0,531.0,9.0,214196.07699999952,628748.1377505736,,1788844956.313625,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H01_C_MAX_DELAY1,B_CORE_STRESS,H01,C_MAX,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844956.3490188,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H01_C_MAX_DELAY1,-0.1552056459015995,-0.0428712457237224,-0.5190398806007981,2023-03-30,0.3361038672635507,0.0363385974936024,0.6270013042589705,0.9986439533817766,0.9946663239080464,342.0,10.0,0.0,102392.67590159996,112520.79000000052,122.45857385188062,1.0,343.0,0.4649122807017544,0.956466694212679,-207604.14012,125.0,0.9999239742400836,73.37390340060051,970.0,554.0,10.0,114712.99456512668,543042.891172285,,1788844957.282439,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H01_C_10_COST2,B_CORE_STRESS,H01,C_10,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844957.31408,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H01_C_10_COST2,0.1668229750665999,0.0408963298533944,-0.3540608810058101,2023-04-06,0.1755302451393788,0.315960595429839,0.3588433314215821,0.8728462926906737,0.1453996322016298,362.0,10.005524861878452,1.0,97835.43493339996,112151.33999999972,70.25265319921934,0.0,362.0,0.4475138121546961,1.0795380615451708,-38971.842159999986,87.0,0.9940943337866274,8562.266772599993,970.0,554.0,7.0,122572.37405797112,364530.7682080393,,1788844958.223757,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H01_C_10_DELAY1,B_CORE_STRESS,H01,C_10,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844958.251733,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H01_C_10_DELAY1,0.3337553768202987,0.0776904112382548,-0.3353828347386538,2023-03-20,0.1641953217259434,0.5378603415291269,0.3754039678689514,0.8460736061509562,0.1384355559522089,385.0,10.002597402597402,1.0,77905.2111797,80697.34000000024,74.41893411963028,1.0,386.0,0.4623376623376623,1.1649010927142691,-52137.57120000002,121.0,0.9629763161985448,49366.14987999988,970.0,554.0,8.0,112229.68196989804,219020.0021781606,,1788844959.142806,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D06_C_MAX_COST2,B_CORE_STRESS,D06,C_MAX,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844908.868695,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D06_C_MAX_COST2,-0.5333969204582993,-0.1796585907932115,-0.63046433761616,2023-10-23,0.2353520963726157,-0.7232604568396531,0.8448730400345992,0.9986141627824596,0.7911036695783533,807.0,10.011152416356875,2.0,134072.3447622999,176116.12000000055,163.0582401371358,9.0,816.0,0.40272614622057,0.7561298503979542,-36155.68624000001,2.0,0.9999892472015348,10.89096000025222,970.0,927.0,10.0,99828.99731134756,182333.8294221098,,1788844911.143349,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D06_C_MAX_DELAY1,B_CORE_STRESS,D06,C_MAX,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844911.1938949,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D06_C_MAX_DELAY1,-0.5376005077058,-0.1815850025609986,-0.5884777536884066,2023-10-23,0.2389355016533277,-0.7186786595727402,0.8389090791306756,0.9974868041197534,0.5929427016538096,809.0,10.009888751545118,2.0,98097.97613779992,132438.32000000094,162.08110723452805,2.0,811.0,0.415327564894932,0.7683120653374895,-31725.603360000037,2.0,0.9996146421257448,246.0020742999568,970.0,950.0,8.0,79112.4169887003,143278.171584288,,1788844913.557353,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D06_C_10_COST2,B_CORE_STRESS,D06,C_10,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844913.600259,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D06_C_10_COST2,-0.5596790611659006,-0.1919216384053084,-0.6614687048547089,2023-10-23,0.2088566608226876,-0.9152749294761175,0.8009309484187249,0.9765498936402968,0.1764493191086085,811.0,10.011097410604192,2.0,129155.90175789985,171103.6700000007,154.03704675183067,8.0,819.0,0.4007398273736128,0.7507370415230353,-23341.224199999997,2.0,0.996417593491488,2332.4913409995133,970.0,844.0,10.0,100429.69636185028,178730.71284769138,,1788844916.082329,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D06_C_10_DELAY1,B_CORE_STRESS,D06,C_10,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844916.147691,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D06_C_10_DELAY1,-0.4333926142201003,-0.1372116947581648,-0.5205447564804797,2023-10-23,0.2120742295910894,-0.589394965197216,0.7926843095824428,0.9644244962615948,0.1759389524047273,809.0,10.009888751545118,2.0,102619.5580921,139310.590000001,152.97675999788603,2.0,811.0,0.4140914709517923,0.8144248978525727,-23985.602119999996,2.0,0.9986058174242364,839.6182494997338,970.0,559.0,8.0,82989.04248156236,140078.10710659614,,1788844918.4974551,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H02_C_MAX_EST,A_CORE_BASE,H02,C_MAX,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844817.887949,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H02_C_MAX_EST,-0.5619364563101011,-0.1929999548797858,-0.6397786571331266,2023-12-27,0.2634017238584587,-0.6818120230694582,0.7942578275156884,0.9986312709799678,0.8301364443375129,930.0,7.511827956989247,5.0,126617.2423100999,167027.61000000162,190.37789730858924,8.0,938.0,0.3064516129032258,0.7883678540188849,-43910.28136000014,1.0,0.9999887299654336,6.9626354992418555,970.0,556.0,8.0,100752.03441546042,264250.20565920963,,1788844819.9277592,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H02_C_10_EST,A_CORE_BASE,H02,C_10,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844822.6704488,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H02_C_10_EST,-0.6015228648391003,-0.2126147467892419,-0.6627061272208135,2023-12-26,0.2203990042046777,-0.973551587833082,0.7319859439864441,0.9910257755628172,0.1891787975081767,952.0,7.478991596638656,5.0,116260.50843909994,154365.36000000124,178.09371002264265,8.0,960.0,0.3130252100840336,0.7574077485345855,-22334.046560000003,1.0,0.9999765839583656,15.322259499611391,970.0,556.0,8.0,96121.98821640036,276416.69522861973,,1788844825.932499,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D08_C_MAX_EST,A_CORE_BASE,D08,C_MAX,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844794.557039,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D08_C_MAX_EST,-0.5003740452291003,-0.1649550907181695,-0.5363735856307137,2023-12-18,0.2534125225033556,-0.5833071517552841,0.5407086810952944,0.9990269487173356,0.997433676177503,370.0,8.732432432432432,0.0,74891.3295491,90948.60000000044,120.03040139044626,0.0,370.0,0.3432432432432432,0.6670755701533632,-97260.1050000001,246.0,0.9999118363178596,55.78705869951318,970.0,844.0,7.0,136228.19900668043,276603.76770967466,,1788844795.60512,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D08_C_10_EST,A_CORE_BASE,D08,C_10,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844796.743795,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D08_C_10_EST,-0.0638852834579017,-0.0170046341052881,-0.2583234608217606,2023-12-25,0.1392075561954662,-0.0534416031459411,0.3442467584452917,0.8983212342276473,0.189803808173461,393.0,8.791348600508906,0.0,63555.042097900005,81918.94000000064,74.73358830787676,0.0,393.0,0.3587786259541984,0.9443673607313282,-16676.569000000018,243.0,0.999387084367802,740.0251559998433,970.0,475.0,7.0,123088.8137588562,276869.6856270357,,1788844797.661851,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H01_C_MAX_EST,A_CORE_BASE,H01,C_MAX,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844810.76845,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H01_C_MAX_EST,-0.7861112228924018,-0.3301354656342878,-0.8730754276379228,2023-12-13,0.351615164270189,-0.9608673827133594,0.5875065083653943,0.9983614996538388,0.996675919357869,361.0,7.382271468144045,1.0,123625.0828924,125127.88000000008,156.1854168540991,0.0,361.0,0.3019390581717451,0.7648087378786022,-121093.9868000003,174.0,0.9997889618408344,264.98225239892145,970.0,565.0,10.0,138095.5449999997,685667.81,,1788844811.665408,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H01_C_10_EST,A_CORE_BASE,H01,C_10,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844812.864869,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H01_C_10_EST,0.0030219216803988,0.0007842000489017,-0.3375550994565921,2023-12-18,0.177381916361752,0.0930859851858468,0.3137423178728415,0.8272984428953286,0.2205708107495959,395.0,7.617721518987341,1.0,73052.74831959997,72688.64000000025,75.93560740343138,0.0,395.0,0.3189873417721519,1.001590830489247,-20557.9032,161.0,0.9976008821507402,2885.6773680003535,970.0,554.0,8.0,93896.33359490792,365934.97,,1788844813.903745,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D06_C_MAX_EST,A_CORE_BASE,D06,C_MAX,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844766.678821,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D06_C_MAX_EST,-0.6258690910963002,-0.2254059270606533,-0.7165129342851533,2023-10-23,0.2421758604454877,-0.933080700249452,0.8259558392203481,0.9980809179383846,0.8013809270451397,946.0,8.121564482029598,1.0,114453.51876029996,152140.4100000006,189.8292784436677,10.0,956.0,0.3044397463002114,0.7279685011772469,-39722.410199999984,2.0,0.9998968207078792,110.66481200052635,970.0,843.0,11.0,97236.3933400037,284202.8653787762,,1788844769.423855,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D06_C_10_EST,A_CORE_BASE,D06,C_10,EST,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844772.240389,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D06_C_10_EST,-0.6264991921665002,-0.2257450525925245,-0.7169960774430056,2023-12-20,0.2172915974943026,-1.0679720751816075,0.782376189123489,0.993032868410242,0.181274091323579,964.0,8.024896265560166,1.0,118049.71309450013,156962.25000000096,180.64130196085068,10.0,974.0,0.2977178423236514,0.7365577685202286,-21560.695080000005,2.0,0.9992444379720236,362.3285075999156,970.0,807.0,9.0,97221.06311527794,307757.53900916263,,1788844774.945143,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
E_P2_PHASE_C_MAX_E10,E_CORE_PORTFOLIO,P2_PHASE,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845431.338388,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/E_P2_PHASE_C_MAX_E10,-0.560091306388101,-0.1921182545235218,-0.6601031954256855,2023-10-23,0.2587815652502175,-0.6939290285257308,0.8506763790500983,0.9977669992540243,0.4646929897481174,820.0,10.015853658536583,3.0,93549.6202281002,111684.480000001,163.9642233832358,10.0,830.0,0.4268292682926829,0.7966046242007577,-52183.481280000065,1.0,0.9996253361604398,169.64390649907727,970.0,933.0,8.0,130957.20571598371,192761.6303552344,,1788845434.783079,DAILY_OPEN_MODEL,50566.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
E_P2_PHASE_C_10_E10,E_CORE_PORTFOLIO,P2_PHASE,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845438.429143,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/E_P2_PHASE_C_10_E10,-0.5317268466853002,-0.17889679774209,-0.6673654469717063,2023-10-23,0.2513649976830229,-0.6574616246572997,0.8191495396499345,0.9760099945758944,0.1638747402999789,820.0,10.015853658536583,3.0,96887.91052529978,116369.15000000094,157.575239325595,10.0,830.0,0.4268292682926829,0.8138541705212212,-49638.80267999999,1.0,0.9980995173869016,1273.2249531995983,970.0,937.0,9.0,141201.49093376036,309479.57388002024,,1788845441.470596,DAILY_OPEN_MODEL,50566.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
FIXED_25_D08_C_10,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_25_D08_C_10,-0.0474930914802,-0.0125614641993504,-0.1177465463856756,2021-12-10,0.0621642518087348,-0.1722980161042871,0.1377499547388546,0.2534156566033096,0.1384072325456387,220.0,10.0,0.0,21418.191480200006,25618.060000000136,26.656036596203307,0.0,220.0,0.45,0.9043184610703128,-22562.46135,218.0,0.2730979331149427,694795.2929000005,970.0,467.0,9.0,39009.09014738107,92480.04170979232,,,,,V4_NEW,C_10,1.0,1.0,ENTRY_ONLY,0.25,1788852656.614732,1788852657.5838,,,,,,,,,,,,,
FIXED_25_D08_C_MAX,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_25_D08_C_MAX,-0.0989319421023005,-0.0267009422749449,-0.124390378862513,2023-12-14,0.0745155910069014,-0.3259103450705928,0.1527813639446372,0.2557005596994485,0.2792617250300845,312.0,10.012820512820513,1.0,23432.2921023,28318.290000000205,29.56924028649017,0.0,312.0,0.4679487179487179,0.8051048542775411,-56064.297900000005,237.0,0.2792617250300845,679436.8357767999,970.0,415.0,7.0,40684.53522021415,82748.66650764216,,,,,V4_NEW,C_MAX,1.0,1.0,ENTRY_ONLY,0.25,1788852651.512929,1788852652.811578,,,,,,,,,,,,,
FIXED_50_D08_C_10,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_50_D08_C_10,-0.0048693628216006,-0.0012673165972439,-0.1756450676843519,2021-12-07,0.0896646990506526,0.0306754792980417,0.2418642720845671,0.4988266553596757,0.1555166828585125,306.0,10.013071895424837,1.0,38307.79282159999,47590.060000000274,47.07706843115721,0.0,306.0,0.4542483660130719,0.9938760321474536,-23929.88325,208.0,0.519605739501944,459198.61628799967,970.0,497.0,9.0,66688.42264927394,130132.2456604122,,,,,V4_NEW,C_10,1.0,1.0,ENTRY_ONLY,0.5,1788852657.612869,1788852658.485294,,,,,,,,,,,,,
FIXED_50_D08_C_MAX,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_50_D08_C_MAX,-0.1552212063473005,-0.0428758258047404,-0.2208369206482227,2023-12-14,0.1431815837540544,-0.2343104107796277,0.295496146101865,0.5050696459300988,0.5163619054255888,334.0,10.011976047904191,1.0,44966.80892330007,54095.79000000055,57.22899927954005,0.0,334.0,0.497005988023952,0.8382684914659908,-111444.88484999996,227.0,0.5230238444988803,426262.2771936001,970.0,415.0,7.0,81318.93632244974,158138.0820217361,,,,,V4_NEW,C_MAX,1.0,1.0,ENTRY_ONLY,0.5,1788852652.872606,1788852654.157963,,,,,,,,,,,,,
FIXED_75_D08_C_10,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_75_D08_C_10,0.0067964975101,0.00176126402182,-0.1675154667199487,2021-12-07,0.1166974505188736,0.073446093494162,0.3224466665871086,0.7420771314439792,0.1619610449878041,368.0,10.01086956521739,1.0,54105.05248990005,68784.11000000038,63.058227730701255,0.0,368.0,0.483695652173913,1.006015238503256,-25439.986000000004,208.0,0.7672065123746997,251365.02668,970.0,505.0,7.0,104094.86450850694,185978.9027576507,,,,,V4_NEW,C_10,1.0,1.0,ENTRY_ONLY,0.75,1788852658.514739,1788852659.545215,,,,,,,,,,,,,
FIXED_75_D08_C_MAX,,,,FIXED10,,NONE,,,COMPLETED,,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIXED_75_D08_C_MAX,-0.2720059986193001,-0.0791653446928157,-0.3413328028684788,2023-12-14,0.2045176252488806,-0.3003493281921607,0.4348118058178084,0.75171743716087,0.7551240590411605,348.0,10.011494252873565,1.0,63477.144339300045,75343.71000000091,84.12878592613721,0.0,348.0,0.4942528735632184,0.8036696685482966,-155202.38564999995,218.0,0.7667697396773403,192416.16694000032,970.0,803.0,7.0,115969.51358309512,219405.6653487179,,,,,V4_NEW,C_MAX,1.0,1.0,ENTRY_ONLY,0.75,1788852654.196296,1788852655.30513,,,,,,,,,,,,,
FIX_A_D09_C_10_E10,A_CORE_BASE,D09,C_10,FIXED10,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_10_E10,-0.4903814475328009,-0.1606480154741824,-0.6042390974687085,2023-12-26,0.2198278018014687,-0.6860630085919279,0.673244155885764,0.9751206514964788,0.141609165942055,672.0,10.00297619047619,2.0,93801.09722880012,104740.85000000044,131.80949674501397,8.0,680.0,0.4375,0.8135135128239459,-33809.170320000005,7.0,0.9925675301947255,6843.2102972002,970.0,827.0,11.0,165410.518614755,256435.76066593203,,,,,V3_CORRECTION,C_10,1.0,1.0,,,1788851771.929517,1788851773.537567,E10,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_A_D09_C_10_EST,A_CORE_BASE,D09,C_10,TREND40,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_10_EST,-0.6039742400581005,-0.2138760331258549,-0.6795336632940341,2023-12-28,0.2095743102884904,-1.0423971163586598,0.608533389612131,0.98609244512851,0.1844721746646019,720.0,8.255555555555556,3.0,82349.98205809992,92286.73000000064,137.88706685033645,4.0,724.0,0.3111111111111111,0.7152418904393156,-27907.08207999998,36.0,0.9994001160733424,536.8261835998055,970.0,827.0,10.0,153900.95221986723,307698.26449851535,,,,,V3_CORRECTION,C_10,1.0,1.0,,,1788851773.562208,1788851774.900856,EST,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_A_D09_C_MAX_E10,A_CORE_BASE,D09,C_MAX,FIXED10,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_MAX_E10,-0.4545430711287002,-0.1456968719385001,-0.611281911787436,2023-12-26,0.3280514618077893,-0.3166025081316619,0.8204523153197618,0.9997506306350624,0.9954867087786357,556.0,10.0,0.0,113660.3750166999,124924.32000000028,158.91571574798218,6.0,562.0,0.4406474820143884,0.8350485047400843,-137988.09775999998,13.0,0.9999595724467956,35.414876800078446,970.0,938.0,9.0,290565.1234122576,424503.33500000025,,,,,V3_CORRECTION,C_MAX,1.0,1.0,,,1788851769.2923908,1788851770.545936,E10,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_A_D09_C_MAX_EST,A_CORE_BASE,D09,C_MAX,TREND40,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_MAX_EST,-0.7475677677398014,-0.3006719966607013,-0.8080120528967065,2023-07-26,0.3877104899005318,-0.7279618835616096,0.7819777903839202,0.999487970623914,0.9948454610023814,559.0,8.178890876565296,1.0,77096.3297397999,82807.01000000068,179.67369586612034,4.0,563.0,0.3059033989266547,0.6555184316151025,-229079.44472000017,47.0,0.99994138330606,20.47126319876588,970.0,938.0,11.0,200337.21000000017,396611.6500000003,,,,,V3_CORRECTION,C_MAX,1.0,1.0,,,1788851770.5632,1788851771.896311,EST,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_A_D09_C_ONE_E10,A_CORE_BASE,D09,C_ONE,FIXED10,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_ONE_E10,0.5264227476949976,0.1161372038574486,-0.4629590915115525,2023-04-26,0.385160978061769,0.4743896837804441,0.4810262052717919,0.9937447144090326,0.998267721724882,80.0,10.0,0.0,125182.352305,124141.9400000005,93.47597651982292,1.0,81.0,0.4625,1.1744057736842335,-358276.3272000002,164.0,0.998267721724882,3254.2566799994092,970.0,536.0,8.0,479299.98,723427.9800000004,,,,,V3_CORRECTION,C_ONE,1.0,1.0,,,1788851774.916995,1788851776.041646,E10,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_A_D09_C_ONE_EST,A_CORE_BASE,D09,C_ONE,TREND40,BASE,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_A_D09_C_ONE_EST,-0.8165397296989008,-0.3563159103106316,-0.8831065431470118,2023-10-23,0.5097369621331475,-0.6090896971202358,0.6913679271084741,0.9973336550122514,0.999556128484552,99.0,7.656565656565657,0.0,91146.27969889996,101224.7500000006,158.69443824538587,1.0,100.0,0.3232323232323232,0.7164709333047425,-292693.96699999995,211.0,0.999556128484552,403.4772000001976,970.0,821.0,10.0,259393.67181008885,755138.6370552144,,,,,V3_CORRECTION,C_ONE,1.0,1.0,,,1788851776.058294,1788851777.145857,EST,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_B_D09_C_10_COST2,B_CORE_STRESS,D09,C_10,FIXED10,COST2,NONE,CORE,,COMPLETED,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_B_D09_C_10_COST2,-0.5218438809624987,-0.1744294453009891,-0.6229257698852552,2023-12-26,0.2196492957228152,-0.7621096722602695,0.6710939959347537,0.9742661164717284,0.1385344940613063,670.0,10.002985074626864,2.0,125202.61997050005,148974.9700000004,131.40030472500308,8.0,678.0,0.4343283582089552,0.7971765264408718,-33009.74136000001,7.0,0.991328345718514,8875.54696000024,970.0,827.0,11.0,163508.3692329123,253521.17193077257,,,,,V3_CORRECTION,C_10,1.0,2.0,,,1788851780.662577,1788851782.2104902,E10,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,
FIX_B_D09_C_10_DELAY1,B_CORE_STRESS,D09,C_10,FIXED10,DELAY1,NONE,CORE,,BLOCKED_INPUT,V3_MAIN_TEXT,,/Volumes/quant/CY_quant_research/usic_market_router_v4/accounts/FIX_B_D09_C_10_DELAY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELD_ACTION_MISSING:cninfo:distribution:f8f22682994da6ce4decbb43a53e0dbc:share_credit_date,,,,V3_CORRECTION,C_10,2.0,1.0,,,1788851782.2277818,,E10,,"Initial process loaded immutable pre-V4-overlay engine; on-disk engine changed during run. Rebound to preserved exact loaded source, original binding retained in audit.",,,,,,,,,,FIX_B_D09_C_10_DELAY1_CA
