id,route,entry_state,holding_state,holding_rows,dates,capital_days
A_H01_C_10_EST,H01,HIGH_NONIMPROVING,HIGH_NONIMPROVING,499,181,59022856.56
A_H01_C_10_EST,H01,HIGH_NONIMPROVING,LOW_IMPROVING,10,10,1376819.0
A_H01_C_10_EST,H01,HIGH_NONIMPROVING,LOW_NONIMPROVING,90,57,10412798.28
A_H01_C_10_EST,H01,LOW_IMPROVING,HIGH_IMPROVING,86,39,12380358.52
A_H01_C_10_EST,H01,LOW_IMPROVING,HIGH_NONIMPROVING,32,22,5324910.74
A_H01_C_10_EST,H01,LOW_IMPROVING,LOW_IMPROVING,444,157,54076273.79
A_H01_C_10_EST,H01,LOW_IMPROVING,LOW_NONIMPROVING,152,87,19459143.42
A_H01_C_10_EST,H01,LOW_NONIMPROVING,HIGH_IMPROVING,120,52,15005646.0
A_H01_C_10_EST,H01,LOW_NONIMPROVING,HIGH_NONIMPROVING,18,18,1867486.56
A_H01_C_10_EST,H01,LOW_NONIMPROVING,LOW_IMPROVING,213,89,25773225.6
A_H01_C_10_EST,H01,LOW_NONIMPROVING,LOW_NONIMPROVING,467,178,53073140.69
A_D06_C_MAX_EST,D06,HIGH_IMPROVING,HIGH_IMPROVING,676,179,55328979.150000006
A_D06_C_MAX_EST,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,447,149,35386728.8
A_D06_C_MAX_EST,D06,HIGH_IMPROVING,LOW_IMPROVING,47,18,3557537.0
A_D06_C_MAX_EST,D06,HIGH_IMPROVING,LOW_NONIMPROVING,118,67,9982179.04
A_D06_C_MAX_EST,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,464,91,40966231.92
A_D06_C_MAX_EST,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1124,206,89223321.07
A_D06_C_MAX_EST,D06,HIGH_NONIMPROVING,LOW_IMPROVING,16,10,1109179.0
A_D06_C_MAX_EST,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,179,61,11974414.92
A_D06_C_MAX_EST,D06,LOW_IMPROVING,HIGH_IMPROVING,310,67,20189961.33
A_D06_C_MAX_EST,D06,LOW_IMPROVING,HIGH_NONIMPROVING,84,39,5186337.0
A_D06_C_MAX_EST,D06,LOW_IMPROVING,LOW_IMPROVING,1207,231,90181024.84
A_D06_C_MAX_EST,D06,LOW_IMPROVING,LOW_NONIMPROVING,334,109,25895090.810000002
A_D06_C_MAX_EST,D06,LOW_NONIMPROVING,HIGH_IMPROVING,245,66,20485772.34
A_D06_C_MAX_EST,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,57,30,4073980.0
A_D06_C_MAX_EST,D06,LOW_NONIMPROVING,LOW_IMPROVING,850,222,59817485.76
A_D06_C_MAX_EST,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,1578,290,124968251.88
A_D06_C_10_EST,D06,HIGH_IMPROVING,HIGH_IMPROVING,699,182,59470681.92
A_D06_C_10_EST,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,443,148,37363945.68
A_D06_C_10_EST,D06,HIGH_IMPROVING,LOW_IMPROVING,53,18,3858081.3
A_D06_C_10_EST,D06,HIGH_IMPROVING,LOW_NONIMPROVING,118,67,9995634.3
A_D06_C_10_EST,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,464,91,42303699.82
A_D06_C_10_EST,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1133,206,88561557.97
A_D06_C_10_EST,D06,HIGH_NONIMPROVING,LOW_IMPROVING,16,10,1032092.0
A_D06_C_10_EST,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,172,60,11797544.72
A_D06_C_10_EST,D06,LOW_IMPROVING,HIGH_IMPROVING,293,67,21996083.18
A_D06_C_10_EST,D06,LOW_IMPROVING,HIGH_NONIMPROVING,81,36,6025112.0
A_D06_C_10_EST,D06,LOW_IMPROVING,LOW_IMPROVING,1183,232,91480775.6
A_D06_C_10_EST,D06,LOW_IMPROVING,LOW_NONIMPROVING,328,108,25527418.77
A_D06_C_10_EST,D06,LOW_NONIMPROVING,HIGH_IMPROVING,248,66,20939191.86
A_D06_C_10_EST,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,54,28,4420943.0
A_D06_C_10_EST,D06,LOW_NONIMPROVING,LOW_IMPROVING,888,222,67781319.28
A_D06_C_10_EST,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,1616,291,122014485.21
E_P2_PHASE_C_MAX_E10,D02,HIGH_IMPROVING,HIGH_IMPROVING,479,138,38393929.92
E_P2_PHASE_C_MAX_E10,D02,HIGH_IMPROVING,HIGH_NONIMPROVING,341,88,28753385.57
E_P2_PHASE_C_MAX_E10,D02,HIGH_IMPROVING,LOW_IMPROVING,40,18,2979235.08
E_P2_PHASE_C_MAX_E10,D02,HIGH_IMPROVING,LOW_NONIMPROVING,100,42,6699875.779999999
E_P2_PHASE_C_MAX_E10,D02,HIGH_NONIMPROVING,HIGH_IMPROVING,272,79,20808766.37
E_P2_PHASE_C_MAX_E10,D02,HIGH_NONIMPROVING,HIGH_NONIMPROVING,622,156,48111683.38
E_P2_PHASE_C_MAX_E10,D02,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,100569.0
E_P2_PHASE_C_MAX_E10,D02,HIGH_NONIMPROVING,LOW_NONIMPROVING,214,63,17119251.84
E_P2_PHASE_C_MAX_E10,D02,LOW_IMPROVING,HIGH_IMPROVING,117,43,8324059.18
E_P2_PHASE_C_MAX_E10,D02,LOW_IMPROVING,HIGH_NONIMPROVING,18,12,1283101.0
E_P2_PHASE_C_MAX_E10,D02,LOW_IMPROVING,LOW_IMPROVING,208,56,14320545.709999999
E_P2_PHASE_C_MAX_E10,D02,LOW_IMPROVING,LOW_NONIMPROVING,127,39,9272209.98
E_P2_PHASE_C_MAX_E10,D02,LOW_NONIMPROVING,HIGH_IMPROVING,84,28,6562848.0
E_P2_PHASE_C_MAX_E10,D02,LOW_NONIMPROVING,HIGH_NONIMPROVING,7,6,499581.0
E_P2_PHASE_C_MAX_E10,D02,LOW_NONIMPROVING,LOW_IMPROVING,69,28,4785189.0
E_P2_PHASE_C_MAX_E10,D02,LOW_NONIMPROVING,LOW_NONIMPROVING,204,93,13571464.719999999
E_P2_PHASE_C_MAX_E10,D03,HIGH_IMPROVING,HIGH_IMPROVING,76,42,5632580.74
E_P2_PHASE_C_MAX_E10,D03,HIGH_IMPROVING,HIGH_NONIMPROVING,52,35,3191867.0
E_P2_PHASE_C_MAX_E10,D03,HIGH_IMPROVING,LOW_IMPROVING,9,3,790577.1399999999
E_P2_PHASE_C_MAX_E10,D03,HIGH_IMPROVING,LOW_NONIMPROVING,13,13,953921.0
E_P2_PHASE_C_MAX_E10,D03,HIGH_NONIMPROVING,HIGH_IMPROVING,46,30,3250334.0
E_P2_PHASE_C_MAX_E10,D03,HIGH_NONIMPROVING,HIGH_NONIMPROVING,152,92,10073145.16
E_P2_PHASE_C_MAX_E10,D03,HIGH_NONIMPROVING,LOW_NONIMPROVING,94,61,6317447.699999999
E_P2_PHASE_C_MAX_E10,D03,LOW_IMPROVING,HIGH_IMPROVING,66,20,3305095.7199999997
E_P2_PHASE_C_MAX_E10,D03,LOW_IMPROVING,HIGH_NONIMPROVING,21,5,1430560.0
E_P2_PHASE_C_MAX_E10,D03,LOW_IMPROVING,LOW_IMPROVING,529,128,35266711.16
E_P2_PHASE_C_MAX_E10,D03,LOW_IMPROVING,LOW_NONIMPROVING,331,90,21718594.55
E_P2_PHASE_C_MAX_E10,D03,LOW_NONIMPROVING,HIGH_IMPROVING,38,16,1843637.2
E_P2_PHASE_C_MAX_E10,D03,LOW_NONIMPROVING,HIGH_NONIMPROVING,21,10,1510876.0
E_P2_PHASE_C_MAX_E10,D03,LOW_NONIMPROVING,LOW_IMPROVING,375,123,22932315.689999998
E_P2_PHASE_C_MAX_E10,D03,LOW_NONIMPROVING,LOW_NONIMPROVING,658,207,41943030.29
E_P2_PHASE_C_MAX_E10,D06,HIGH_IMPROVING,HIGH_IMPROVING,214,52,13187417.69
E_P2_PHASE_C_MAX_E10,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,213,58,12742311.55
E_P2_PHASE_C_MAX_E10,D06,HIGH_IMPROVING,LOW_IMPROVING,3,1,217284.0
E_P2_PHASE_C_MAX_E10,D06,HIGH_IMPROVING,LOW_NONIMPROVING,30,11,1968754.31
E_P2_PHASE_C_MAX_E10,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,132,29,10952977.0
E_P2_PHASE_C_MAX_E10,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,339,81,22535782.61
E_P2_PHASE_C_MAX_E10,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,49,22,2844920.6799999997
E_P2_PHASE_C_MAX_E10,D06,LOW_IMPROVING,HIGH_IMPROVING,42,21,3054134.0
E_P2_PHASE_C_MAX_E10,D06,LOW_IMPROVING,HIGH_NONIMPROVING,20,8,1048838.0
E_P2_PHASE_C_MAX_E10,D06,LOW_IMPROVING,LOW_IMPROVING,591,143,43750726.65
E_P2_PHASE_C_MAX_E10,D06,LOW_IMPROVING,LOW_NONIMPROVING,158,45,11461833.879999999
E_P2_PHASE_C_MAX_E10,D06,LOW_NONIMPROVING,HIGH_IMPROVING,73,36,8039927.0
E_P2_PHASE_C_MAX_E10,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,22,15,1153986.0
E_P2_PHASE_C_MAX_E10,D06,LOW_NONIMPROVING,LOW_IMPROVING,361,108,27373437.45
E_P2_PHASE_C_MAX_E10,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,592,182,41836460.480000004
E_P2_PHASE_C_MAX_E10,D09,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1,1,69408.0
E_P2_PHASE_C_MAX_E10,D09,HIGH_NONIMPROVING,LOW_NONIMPROVING,9,9,592288.0
E_P2_PHASE_C_MAX_E10,D09,LOW_IMPROVING,HIGH_IMPROVING,3,3,134760.0
E_P2_PHASE_C_MAX_E10,D09,LOW_IMPROVING,HIGH_NONIMPROVING,5,5,211416.0
E_P2_PHASE_C_MAX_E10,D09,LOW_IMPROVING,LOW_IMPROVING,1,1,45456.0
E_P2_PHASE_C_MAX_E10,D09,LOW_IMPROVING,LOW_NONIMPROVING,1,1,40224.00000000001
E_P2_PHASE_C_MAX_E10,D09,LOW_NONIMPROVING,HIGH_IMPROVING,21,7,479690.0
E_P2_PHASE_C_MAX_E10,D09,LOW_NONIMPROVING,LOW_IMPROVING,8,4,286518.0
E_P2_PHASE_C_MAX_E10,D09,LOW_NONIMPROVING,LOW_NONIMPROVING,11,9,661176.0
E_P2_PHASE_C_10_E10,D02,HIGH_IMPROVING,HIGH_IMPROVING,479,138,39328563.6
E_P2_PHASE_C_10_E10,D02,HIGH_IMPROVING,HIGH_NONIMPROVING,341,88,28954105.78
E_P2_PHASE_C_10_E10,D02,HIGH_IMPROVING,LOW_IMPROVING,40,18,2747421.17
E_P2_PHASE_C_10_E10,D02,HIGH_IMPROVING,LOW_NONIMPROVING,100,42,7051188.220000001
E_P2_PHASE_C_10_E10,D02,HIGH_NONIMPROVING,HIGH_IMPROVING,272,79,21760558.85
E_P2_PHASE_C_10_E10,D02,HIGH_NONIMPROVING,HIGH_NONIMPROVING,622,156,49307629.32
E_P2_PHASE_C_10_E10,D02,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,100569.0
E_P2_PHASE_C_10_E10,D02,HIGH_NONIMPROVING,LOW_NONIMPROVING,214,63,16832237.84
E_P2_PHASE_C_10_E10,D02,LOW_IMPROVING,HIGH_IMPROVING,117,43,9293262.09
E_P2_PHASE_C_10_E10,D02,LOW_IMPROVING,HIGH_NONIMPROVING,18,12,1739699.0
E_P2_PHASE_C_10_E10,D02,LOW_IMPROVING,LOW_IMPROVING,208,56,15234936.870000001
E_P2_PHASE_C_10_E10,D02,LOW_IMPROVING,LOW_NONIMPROVING,127,39,10292715.93
E_P2_PHASE_C_10_E10,D02,LOW_NONIMPROVING,HIGH_IMPROVING,84,28,7062002.0
E_P2_PHASE_C_10_E10,D02,LOW_NONIMPROVING,HIGH_NONIMPROVING,7,6,485030.0
E_P2_PHASE_C_10_E10,D02,LOW_NONIMPROVING,LOW_IMPROVING,69,28,5043030.859999999
E_P2_PHASE_C_10_E10,D02,LOW_NONIMPROVING,LOW_NONIMPROVING,204,93,13943001.779999997
E_P2_PHASE_C_10_E10,D03,HIGH_IMPROVING,HIGH_IMPROVING,76,42,5854914.43
E_P2_PHASE_C_10_E10,D03,HIGH_IMPROVING,HIGH_NONIMPROVING,52,35,3651980.0
E_P2_PHASE_C_10_E10,D03,HIGH_IMPROVING,LOW_IMPROVING,9,3,846641.23
E_P2_PHASE_C_10_E10,D03,HIGH_IMPROVING,LOW_NONIMPROVING,13,13,1124608.0
E_P2_PHASE_C_10_E10,D03,HIGH_NONIMPROVING,HIGH_IMPROVING,46,30,3177001.0
E_P2_PHASE_C_10_E10,D03,HIGH_NONIMPROVING,HIGH_NONIMPROVING,152,92,10708881.08
E_P2_PHASE_C_10_E10,D03,HIGH_NONIMPROVING,LOW_NONIMPROVING,94,61,6644885.85
E_P2_PHASE_C_10_E10,D03,LOW_IMPROVING,HIGH_IMPROVING,66,20,3501219.84
E_P2_PHASE_C_10_E10,D03,LOW_IMPROVING,HIGH_NONIMPROVING,21,5,1325179.0
E_P2_PHASE_C_10_E10,D03,LOW_IMPROVING,LOW_IMPROVING,529,128,36183720.65
E_P2_PHASE_C_10_E10,D03,LOW_IMPROVING,LOW_NONIMPROVING,331,90,22506105.79
E_P2_PHASE_C_10_E10,D03,LOW_NONIMPROVING,HIGH_IMPROVING,38,16,1915167.7999999998
E_P2_PHASE_C_10_E10,D03,LOW_NONIMPROVING,HIGH_NONIMPROVING,21,10,1853676.0
E_P2_PHASE_C_10_E10,D03,LOW_NONIMPROVING,LOW_IMPROVING,375,123,23850361.47
E_P2_PHASE_C_10_E10,D03,LOW_NONIMPROVING,LOW_NONIMPROVING,658,207,41950284.129999995
E_P2_PHASE_C_10_E10,D06,HIGH_IMPROVING,HIGH_IMPROVING,214,52,13881809.45
E_P2_PHASE_C_10_E10,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,213,58,13088160.75
E_P2_PHASE_C_10_E10,D06,HIGH_IMPROVING,LOW_IMPROVING,3,1,236096.0
E_P2_PHASE_C_10_E10,D06,HIGH_IMPROVING,LOW_NONIMPROVING,30,11,2046049.55
E_P2_PHASE_C_10_E10,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,132,29,10825616.0
E_P2_PHASE_C_10_E10,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,339,81,22617576.55
E_P2_PHASE_C_10_E10,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,49,22,3122983.7199999997
E_P2_PHASE_C_10_E10,D06,LOW_IMPROVING,HIGH_IMPROVING,42,21,3417748.0
E_P2_PHASE_C_10_E10,D06,LOW_IMPROVING,HIGH_NONIMPROVING,20,8,1164573.0
E_P2_PHASE_C_10_E10,D06,LOW_IMPROVING,LOW_IMPROVING,591,143,45441990.75
E_P2_PHASE_C_10_E10,D06,LOW_IMPROVING,LOW_NONIMPROVING,158,45,12141831.0
E_P2_PHASE_C_10_E10,D06,LOW_NONIMPROVING,HIGH_IMPROVING,73,36,6427785.0
E_P2_PHASE_C_10_E10,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,22,15,1481507.0
E_P2_PHASE_C_10_E10,D06,LOW_NONIMPROVING,LOW_IMPROVING,361,108,27844574.85
E_P2_PHASE_C_10_E10,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,592,182,43289692.63
E_P2_PHASE_C_10_E10,D09,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1,1,91098.0
E_P2_PHASE_C_10_E10,D09,HIGH_NONIMPROVING,LOW_NONIMPROVING,9,9,777378.0
E_P2_PHASE_C_10_E10,D09,LOW_IMPROVING,HIGH_IMPROVING,3,3,353745.0
E_P2_PHASE_C_10_E10,D09,LOW_IMPROVING,HIGH_NONIMPROVING,5,5,554967.0
E_P2_PHASE_C_10_E10,D09,LOW_IMPROVING,LOW_IMPROVING,1,1,119322.00000000001
E_P2_PHASE_C_10_E10,D09,LOW_IMPROVING,LOW_NONIMPROVING,1,1,105588.00000000001
E_P2_PHASE_C_10_E10,D09,LOW_NONIMPROVING,HIGH_IMPROVING,21,7,2433185.0
E_P2_PHASE_C_10_E10,D09,LOW_NONIMPROVING,LOW_IMPROVING,8,4,835511.0
E_P2_PHASE_C_10_E10,D09,LOW_NONIMPROVING,LOW_NONIMPROVING,11,9,1020685.0
FIXED_25_D08_C_10,D08,HIGH_IMPROVING,HIGH_IMPROVING,342,151,20497606.95
FIXED_25_D08_C_10,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,202,98,10649270.0
FIXED_25_D08_C_10,D08,HIGH_IMPROVING,LOW_IMPROVING,31,17,1404505.0
FIXED_25_D08_C_10,D08,HIGH_IMPROVING,LOW_NONIMPROVING,75,47,3194889.0
FIXED_25_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,177,78,8178099.640000001
FIXED_25_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,450,173,26142395.12
FIXED_25_D08_C_10,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,100480.0
FIXED_25_D08_C_10,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,101,60,5945262.0
FIXED_25_D08_C_10,D08,LOW_IMPROVING,HIGH_IMPROVING,71,39,4805441.91
FIXED_25_D08_C_10,D08,LOW_IMPROVING,HIGH_NONIMPROVING,9,5,839228.6799999999
FIXED_25_D08_C_10,D08,LOW_IMPROVING,LOW_IMPROVING,236,126,17150294.97
FIXED_25_D08_C_10,D08,LOW_IMPROVING,LOW_NONIMPROVING,134,80,9528902.75
FIXED_25_D08_C_10,D08,LOW_NONIMPROVING,HIGH_IMPROVING,53,31,3654616.4
FIXED_25_D08_C_10,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,289585.0
FIXED_25_D08_C_10,D08,LOW_NONIMPROVING,LOW_IMPROVING,114,82,7521874.0
FIXED_25_D08_C_10,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,197,136,13755076.4
FIXED_25_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_IMPROVING,580,144,20937288.54
FIXED_25_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,389,118,10831465.52
FIXED_25_D08_C_MAX,D08,HIGH_IMPROVING,LOW_IMPROVING,55,17,1582639.0
FIXED_25_D08_C_MAX,D08,HIGH_IMPROVING,LOW_NONIMPROVING,100,43,3599675.0
FIXED_25_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,290,79,8278366.5
FIXED_25_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,661,167,27098547.419999998
FIXED_25_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,130954.0
FIXED_25_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,147,63,7199423.0
FIXED_25_D08_C_MAX,D08,LOW_IMPROVING,HIGH_IMPROVING,84,40,4814291.01
FIXED_25_D08_C_MAX,D08,LOW_IMPROVING,HIGH_NONIMPROVING,9,6,852577.0
FIXED_25_D08_C_MAX,D08,LOW_IMPROVING,LOW_IMPROVING,279,117,20555276.64
FIXED_25_D08_C_MAX,D08,LOW_IMPROVING,LOW_NONIMPROVING,168,78,11251125.76
FIXED_25_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_IMPROVING,63,37,4055635.0
FIXED_25_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,90290.0
FIXED_25_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_IMPROVING,103,77,10093292.0
FIXED_25_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,188,130,13309008.0
FIXED_50_D08_C_10,D08,HIGH_IMPROVING,HIGH_IMPROVING,524,161,38497864.77
FIXED_50_D08_C_10,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,346,136,23217763.98
FIXED_50_D08_C_10,D08,HIGH_IMPROVING,LOW_IMPROVING,34,17,3094660.0
FIXED_50_D08_C_10,D08,HIGH_IMPROVING,LOW_NONIMPROVING,100,49,6303581.37
FIXED_50_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,228,78,17751300.27
FIXED_50_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,647,173,51101352.05
FIXED_50_D08_C_10,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,102954.0
FIXED_50_D08_C_10,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,173,69,12955006.0
FIXED_50_D08_C_10,D08,LOW_IMPROVING,HIGH_IMPROVING,86,40,7027020.26
FIXED_50_D08_C_10,D08,LOW_IMPROVING,HIGH_NONIMPROVING,10,6,916899.48
FIXED_50_D08_C_10,D08,LOW_IMPROVING,LOW_IMPROVING,301,127,26955856.53
FIXED_50_D08_C_10,D08,LOW_IMPROVING,LOW_NONIMPROVING,183,84,14418782.870000001
FIXED_50_D08_C_10,D08,LOW_NONIMPROVING,HIGH_IMPROVING,78,31,6256077.6
FIXED_50_D08_C_10,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,599549.0
FIXED_50_D08_C_10,D08,LOW_NONIMPROVING,LOW_IMPROVING,127,82,11576741.0
FIXED_50_D08_C_10,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,219,136,19909988.200000003
FIXED_50_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_IMPROVING,598,161,42674641.57
FIXED_50_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,416,128,24477636.65
FIXED_50_D08_C_MAX,D08,HIGH_IMPROVING,LOW_IMPROVING,58,17,2981518.0
FIXED_50_D08_C_MAX,D08,HIGH_IMPROVING,LOW_NONIMPROVING,102,44,6340630.0
FIXED_50_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,293,77,14230750.59
FIXED_50_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,742,170,50425009.629999995
FIXED_50_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,178657.0
FIXED_50_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,163,64,14462885.0
FIXED_50_D08_C_MAX,D08,LOW_IMPROVING,HIGH_IMPROVING,90,40,7949738.79
FIXED_50_D08_C_MAX,D08,LOW_IMPROVING,HIGH_NONIMPROVING,9,6,1632343.0
FIXED_50_D08_C_MAX,D08,LOW_IMPROVING,LOW_IMPROVING,299,127,38603487.72
FIXED_50_D08_C_MAX,D08,LOW_IMPROVING,LOW_NONIMPROVING,182,81,19283126.759999998
FIXED_50_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_IMPROVING,67,37,8348135.0
FIXED_50_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,394817.0
FIXED_50_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_IMPROVING,119,78,20667651.0
FIXED_50_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,198,130,29229065.0
FIXED_75_D08_C_10,D08,HIGH_IMPROVING,HIGH_IMPROVING,649,166,57260268.32000001
FIXED_75_D08_C_10,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,438,143,38366762.31
FIXED_75_D08_C_10,D08,HIGH_IMPROVING,LOW_IMPROVING,48,17,5108390.0
FIXED_75_D08_C_10,D08,HIGH_IMPROVING,LOW_NONIMPROVING,119,50,10293894.75
FIXED_75_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,286,80,26804159.939999998
FIXED_75_D08_C_10,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,815,178,75348961.66
FIXED_75_D08_C_10,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,160494.0
FIXED_75_D08_C_10,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,207,69,18400792.0
FIXED_75_D08_C_10,D08,LOW_IMPROVING,HIGH_IMPROVING,109,43,10093195.700000001
FIXED_75_D08_C_10,D08,LOW_IMPROVING,HIGH_NONIMPROVING,10,6,1041427.16
FIXED_75_D08_C_10,D08,LOW_IMPROVING,LOW_IMPROVING,348,129,33972581.31
FIXED_75_D08_C_10,D08,LOW_IMPROVING,LOW_NONIMPROVING,213,84,19829720.32
FIXED_75_D08_C_10,D08,LOW_NONIMPROVING,HIGH_IMPROVING,84,31,7561535.6
FIXED_75_D08_C_10,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,634125.0
FIXED_75_D08_C_10,D08,LOW_NONIMPROVING,LOW_IMPROVING,127,82,12966771.0
FIXED_75_D08_C_10,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,223,136,21597600.2
FIXED_75_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_IMPROVING,630,164,60680087.45
FIXED_75_D08_C_MAX,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,445,134,35227579.43
FIXED_75_D08_C_MAX,D08,HIGH_IMPROVING,LOW_IMPROVING,58,17,4565000.0
FIXED_75_D08_C_MAX,D08,HIGH_IMPROVING,LOW_NONIMPROVING,111,48,9706098.0
FIXED_75_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,301,77,20345444.38
FIXED_75_D08_C_MAX,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,786,176,71589677.46000001
FIXED_75_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,219627.0
FIXED_75_D08_C_MAX,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,161,65,19517308.0
FIXED_75_D08_C_MAX,D08,LOW_IMPROVING,HIGH_IMPROVING,93,40,10529120.629999999
FIXED_75_D08_C_MAX,D08,LOW_IMPROVING,HIGH_NONIMPROVING,9,6,2301946.0
FIXED_75_D08_C_MAX,D08,LOW_IMPROVING,LOW_IMPROVING,309,128,53985830.04
FIXED_75_D08_C_MAX,D08,LOW_IMPROVING,LOW_NONIMPROVING,189,81,25280349.98
FIXED_75_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_IMPROVING,67,37,12514392.0
FIXED_75_D08_C_MAX,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,6,5,654788.0
FIXED_75_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_IMPROVING,119,78,28239717.0
FIXED_75_D08_C_MAX,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,198,130,42734186.0
FIX_A_D09_C_10_E10,D09,HIGH_IMPROVING,HIGH_IMPROVING,773,175,69073007.37
FIX_A_D09_C_10_E10,D09,HIGH_IMPROVING,HIGH_NONIMPROVING,529,148,48465634.07
FIX_A_D09_C_10_E10,D09,HIGH_IMPROVING,LOW_IMPROVING,33,12,2886126.0
FIX_A_D09_C_10_E10,D09,HIGH_IMPROVING,LOW_NONIMPROVING,136,47,11103117.31
FIX_A_D09_C_10_E10,D09,HIGH_NONIMPROVING,HIGH_IMPROVING,372,100,34554452.599999994
FIX_A_D09_C_10_E10,D09,HIGH_NONIMPROVING,HIGH_NONIMPROVING,971,199,85720567.44
FIX_A_D09_C_10_E10,D09,HIGH_NONIMPROVING,LOW_IMPROVING,6,2,426269.0
FIX_A_D09_C_10_E10,D09,HIGH_NONIMPROVING,LOW_NONIMPROVING,271,88,22573374.4
FIX_A_D09_C_10_E10,D09,LOW_IMPROVING,HIGH_IMPROVING,161,51,13625107.84
