id,period,net_return,maxdd,mean_exposure,pnl,days
A_D00_C_MAX_E10,2020-01,0.13363966572000052,-0.036042181526603545,0.7558630148024191,133639.66571999993,16
A_D00_C_MAX_E10,2020-02,0.18586074677104736,-0.11249843234827361,0.8864141223210776,210699.11483999994,20
A_D00_C_MAX_E10,2020-03,-0.22533604884463132,-0.25889694739592006,0.7884064746411611,-302927.9891199999,22
A_D00_C_MAX_E10,2020-04,-0.00040474993678252247,-0.03558926024499076,0.7983624604095726,-421.510952000157,21
A_D00_C_MAX_E10,2020-05,0.05690848060628251,-0.03120108893060214,0.8444264717203045,59241.11828000005,18
A_D00_C_MAX_E10,2020-06,0.04426220091221866,-0.025548596246529498,0.7652248791717718,48698.618959999876,20
A_D00_C_MAX_E10,2020-07,0.0335015055065071,-0.11948199075571986,0.7825883081765288,38490.851813999936,23
A_D00_C_MAX_E10,2020-08,0.06383148679264972,-0.07441731367512971,0.7766329995137689,75794.77572000003,21
A_D00_C_MAX_E10,2020-09,-0.0333833562792909,-0.11418607919851509,0.8465249062415868,-42170.34455999988,22
A_D00_C_MAX_E10,2020-10,0.016584455594574,-0.07648658464677283,0.8443844818622722,20250.35498399986,16
A_D00_C_MAX_E10,2020-11,-0.0078120375602850345,-0.0753314653549153,0.8727318114261488,-9697.040473599918,21
A_D00_C_MAX_E10,2020-12,-0.024838211344802463,-0.11653989759951666,0.8395700111634578,-30590.681858399883,23
A_D00_C_MAX_E10,2021-01,0.06323636335978922,-0.06638502648691569,0.8539741989083751,75947.3108351999,20
A_D00_C_MAX_E10,2021-02,-0.057624514023775886,-0.08118406783471332,0.7416656601621165,-73583.86775199999,15
A_D00_C_MAX_E10,2021-03,-0.10967353226721821,-0.15020559083224827,0.8721204103540312,-131977.87980959984,23
A_D00_C_MAX_E10,2021-04,0.09234567374946812,-0.04307025635258266,0.8139251885809665,98938.46195119992,21
A_D00_C_MAX_E10,2021-05,0.05136410920565515,-0.0227857746078598,0.8396973501699426,60113.00716320006,18
A_D00_C_MAX_E10,2021-06,0.006165398349225137,-0.06424947401576875,0.8170623763293505,7586.177195199532,21
A_D00_C_MAX_E10,2021-07,0.11138902339843537,-0.06950724783319573,0.7609497547693244,137902.96855960018,22
A_D00_C_MAX_E10,2021-08,0.021782213048856525,-0.08779120858062239,0.7958117609343088,29970.868175599957,22
A_D00_C_MAX_E10,2021-09,-0.12834188305608474,-0.18844691392624946,0.816516266706136,-180436.36414719978,20
A_D00_C_MAX_E10,2021-10,-0.0010630541545906258,-0.11841162612674205,0.8408914801832924,-1302.7384399999864,16
A_D00_C_MAX_E10,2021-11,-0.04376251112150731,-0.10667922639764726,0.8474667284792855,-53572.529048,22
A_D00_C_MAX_E10,2021-12,-0.013391483475766686,-0.10537527705259253,0.8641435416021414,-15675.96808559983,23
A_D00_C_MAX_E10,2022-01,-0.17731745009156663,-0.17731745009156663,0.8252064244858237,-204786.82756200037,19
A_D00_C_MAX_E10,2022-02,0.02632857398981625,-0.06417265687627804,0.8992548056267018,25015.556220000144,16
A_D00_C_MAX_E10,2022-03,-0.025160456296584366,-0.1133703084888309,0.8400305397198963,-24535.09588799998,23
A_D00_C_MAX_E10,2022-04,-0.24284930919153802,-0.29997899272906803,0.7927342751910097,-230854.98490000004,19
A_D00_C_MAX_E10,2022-05,0.06304163042518729,-0.05120249880869121,0.8613604199874549,45374.530460599926,19
A_D00_C_MAX_E10,2022-06,-0.02592326460440364,-0.04675430899474642,0.8541821535718297,-19834.655996000045,21
A_D00_C_MAX_E10,2022-07,-0.03128105666479841,-0.06053334173456004,0.8448893644203149,-23313.61207040015,21
A_D00_C_MAX_E10,2022-08,-0.044188555676372476,-0.08269762506430123,0.8673624908405905,-31903.31044000003,23
A_D00_C_MAX_E10,2022-09,-0.0713928296694909,-0.1144614235063579,0.8287293763407675,-49266.619668800035,21
