route,capital,state_definition,state,year,signals,signal_dates,state_episodes,legal_fill_rate,matured,equal_date_return,equal_event_return,standardized_pnl,win_rate,profit_factor,tail_p05,mfe,mae,mean_held,actual_orders,actual_fills,cash_pnl_contribution,actual_cash_rejections,state_rejected_by_simple_gate
D04,C_MAX,S1,HIGH_IMPROVING,2020,232,43,11,0.5431034482758621,126,-0.00700073407682106,0.012141959700057556,153471.3008879998,0.5,1.2960657855303954,-0.1873162870554041,0.11888290174081509,-0.07028388144021173,10.055555555555555,232,29,-170905.6156839999,22,0
D04,C_MAX,S1,HIGH_IMPROVING,2021,464,66,22,0.5732758620689655,263,-0.016746219537523484,-0.00740940111964135,-185332.555552,0.41825095057034223,0.827581147484991,-0.1541848743539812,0.08855630740495687,-0.07802900184137732,10.0,464,61,-47305.15500559996,1,0
D04,C_MAX,S1,HIGH_IMPROVING,2022,314,35,12,0.5859872611464968,184,-0.04146493584953621,-0.0319862216430792,-569007.1416715002,0.33152173913043476,0.43194265513598756,-0.19420392607546438,0.07192133270467008,-0.0913884607176053,10.0,314,32,-47438.98181640003,0,0
D04,C_MAX,S1,HIGH_IMPROVING,2023,394,45,7,0.6218274111675127,245,-0.010329072235006148,0.005327319760044856,134606.10831009995,0.4775510204081633,1.2241450876630184,-0.10669679902689193,0.07139479287109936,-0.048621614588398,10.0,394,37,3865.860317600018,3,0
D04,C_MAX,S1,HIGH_NONIMPROVING,2020,203,38,10,0.5221674876847291,105,0.002301783334881505,0.022203419960008356,227552.68736000004,0.580952380952381,1.6050098517492168,-0.16066731720518856,0.10409586579821473,-0.0860627417387861,10.0,203,46,-61860.24611999992,1,0
D04,C_MAX,S1,HIGH_NONIMPROVING,2021,348,56,18,0.5718390804597702,199,-0.004153197743351257,-0.011825049825156999,-214212.72128160004,0.40703517587939697,0.7183517066788556,-0.13320599989532214,0.07896909252385612,-0.07760371264620514,10.020100502512562,348,45,-34064.82740000003,0,0
D04,C_MAX,S1,HIGH_NONIMPROVING,2022,458,52,12,0.6069868995633187,278,-0.006723516356683771,-0.004420265163010926,-124647.96220820036,0.46402877697841727,0.875113888326036,-0.15185284969890933,0.0789393578707466,-0.06437482706263913,10.003597122302159,458,47,-68544.26607400003,2,0
D04,C_MAX,S1,HIGH_NONIMPROVING,2023,410,44,9,0.6829268292682927,280,-0.02498669598151857,-0.026004671812681016,-709178.490666,0.26071428571428573,0.3811822320741332,-0.11021177962227459,0.0515198951752913,-0.06207139177264858,10.0,410,42,-35127.86994799998,1,0
D04,C_MAX,S1,LOW_IMPROVING,2020,319,52,9,0.6144200626959248,195,-0.0038542739277341075,-0.009874195856031918,-195358.3863232001,0.4307692307692308,0.7625677577721938,-0.13543581258189444,0.08161737168272092,-0.0780947386921133,10.04102564102564,319,47,105941.78814760002,6,0
D04,C_MAX,S1,LOW_IMPROVING,2021,260,54,12,0.5884615384615385,153,-0.00836459764813289,0.007791044569905798,121373.57912599985,0.49019607843137253,1.2129275689458596,-0.15678505918225955,0.09743477743569123,-0.07709265687811322,10.045751633986928,260,44,-1581.6920535999307,3,0
D04,C_MAX,S1,LOW_IMPROVING,2022,377,61,9,0.6286472148541115,237,-0.031832026208039176,-0.030567968916628174,-693527.0018809,0.3670886075949367,0.4582189278989769,-0.20746474350593597,0.07583586009792943,-0.08928659375490948,10.09704641350211,377,51,-84595.85924299993,28,0
D04,C_MAX,S1,LOW_IMPROVING,2023,466,64,16,0.5128755364806867,238,0.010094655521877879,-0.000785907410798943,-22883.237143400038,0.3907563025210084,0.9707341858209031,-0.12938675176604636,0.0751012993978861,-0.06256362306504387,10.0,466,57,-2362.4104580000258,5,0
D04,C_MAX,S1,LOW_NONIMPROVING,2020,324,65,10,0.6327160493827161,204,0.007499735864376452,0.0012195654060753844,15952.682293999795,0.47058823529411764,1.018232673129212,-0.17570829297258386,0.0997870615289889,-0.07182014733144025,10.0,324,55,-199485.640632,1,324
D04,C_MAX,S1,LOW_NONIMPROVING,2021,219,50,14,0.5616438356164384,123,0.01158993634666146,0.003993539830946811,35815.86782199991,0.5447154471544715,1.0911778153146794,-0.13360128823183623,0.09162535778394479,-0.06839575880140852,10.032520325203253,219,47,41121.47054680004,9,219
D04,C_MAX,S1,LOW_NONIMPROVING,2022,256,63,12,0.6484375,166,-0.03546913071932303,-0.03657697291005541,-583922.5057626001,0.3433734939759036,0.446955594512841,-0.22101969793066847,0.08498145601488782,-0.10425082986744363,10.006024096385541,256,60,-122767.50909020007,3,256
D04,C_MAX,S1,LOW_NONIMPROVING,2023,539,77,18,0.608534322820037,304,0.01128967027761987,0.0007246518488101466,20118.68346020019,0.4473684210526316,1.0203304345713293,-0.11916166991262339,0.08353606219173282,-0.058444639159546584,10.0,539,66,11339.917224100038,7,539
D05,C_MAX,S0,BEAR,2020,168,32,5,0.6488095238095238,109,0.014868203340045695,0.0036439934530492274,22913.905639999866,0.41284403669724773,1.0505087422870152,-0.15867538635057066,0.09678231386439581,-0.07216333231062708,10.0,168,28,47088.12780000007,0,0
D05,C_MAX,S0,BEAR,2021,125,39,3,0.44,55,-0.0023424563791445653,0.008957315397924907,48411.39305119992,0.43636363636363634,1.225975610527149,-0.143434825245505,0.10790994365962774,-0.06438149779391679,10.0,125,30,3996.747759999904,8,0
D05,C_MAX,S0,BEAR,2022,225,59,2,0.6266666666666667,141,-0.006220006912386778,-0.029269218383712617,-398819.5408158002,0.40425531914893614,0.5724781855126488,-0.23714252464852273,0.09539125690381636,-0.10260619598148853,10.042553191489361,225,53,99838.08255360009,5,0
D05,C_MAX,S0,BEAR,2023,313,59,5,0.6134185303514377,192,-0.0074726537063836175,-0.0035848213006113134,-67175.5675722,0.4166666666666667,0.8734642965880453,-0.10264978176127755,0.06710011185278071,-0.05542961849704261,10.0,313,49,-60882.96348440011,1,0
D05,C_MAX,S0,BULL,2020,393,102,9,0.55470737913486,218,0.004173400007744385,0.007969073223166234,161804.13248479986,0.47706422018348627,1.1875027443243709,-0.15203216132896843,0.10188819372719858,-0.08111796813184317,10.055045871559633,393,94,-124681.8469800002,16,0
D05,C_MAX,S0,BULL,2021,726,141,5,0.5261707988980716,382,0.0020974041750144064,0.004183268291814359,165930.42180200008,0.4476439790575916,1.1099925455591793,-0.14644601454695444,0.10080910158462965,-0.07466507573473344,10.0,726,120,631385.8881516003,3,0
D05,C_MAX,S0,BULL,2022,342,59,4,0.5730994152046783,196,-0.011138955019516469,-0.001723277339922322,-41843.670693800224,0.4744897959183674,0.9480275264536545,-0.1516852237529619,0.08851026266457959,-0.07844835509636564,10.0,342,52,-127600.32395200024,0,0
D05,C_MAX,S0,BULL,2023,702,100,3,0.6296296296296297,438,-0.011064303475586219,-0.01195349750256104,-506293.9611816003,0.3333333333333333,0.6762672797557415,-0.11626805476928549,0.06548978125241628,-0.05904972360725343,10.0,702,88,-113979.66899100003,3,0
D05,C_MAX,S0,TRANSITION,2020,359,73,14,0.5515320334261838,198,0.011852978625230605,0.010506617028349489,193118.05380559992,0.4898989898989899,1.318995165036805,-0.13325965733852982,0.08667489453408511,-0.060771901123191446,10.0,359,64,188359.63726000005,5,0
D05,C_MAX,S0,TRANSITION,2021,220,46,7,0.6181818181818182,136,-0.008234977644439347,-0.01041588527551319,-133633.3894324001,0.4117647058823529,0.7302577220209959,-0.14781347183446472,0.08339676738969488,-0.06998247205335362,10.0,220,42,91097.46578240002,1,0
D05,C_MAX,S0,TRANSITION,2022,539,90,6,0.6196660482374768,334,-0.02138237873935003,-0.011115422586388451,-349919.3394481002,0.437125748502994,0.7094656458178563,-0.14429623107662456,0.07026961722173257,-0.06909006916507354,10.020958083832335,539,85,-374853.5110725002,7,0
D05,C_MAX,S0,TRANSITION,2023,474,74,9,0.5907172995780591,252,-0.016207564080882524,-0.014258814847045569,-347135.7085167002,0.38492063492063494,0.5650005554207265,-0.10635218002053294,0.0641961327249462,-0.057748258394694614,10.0,474,62,-174276.43340960002,2,0
D05,C_MAX,S0_CURRENT,BEAR,2020,149,31,4,0.6577181208053692,98,0.014473738229895358,0.005465282121427316,37197.64379999987,0.40816326530612246,1.0903151130382949,-0.15819722869880454,0.09807626669589019,-0.0745842115349993,10.0,149,24,75665.13588000002,0,0
D05,C_MAX,S0_CURRENT,BEAR,2021,112,38,3,0.4017857142857143,45,0.005226428645417206,0.020756405117692955,91314.54357119996,0.5111111111111111,1.5314935646675738,-0.1460776008608723,0.11995935326203842,-0.06207096047686511,10.0,112,28,3490.9807399999045,7,0
D05,C_MAX,S0_CURRENT,BEAR,2022,215,59,2,0.6186046511627907,133,-0.007407544512776421,-0.03397844954710606,-436308.3780976001,0.39849624060150374,0.5277608714301395,-0.24399188338530922,0.09377290914543791,-0.10704271318731963,10.045112781954888,215,53,124147.96343360007,5,0
D05,C_MAX,S0_CURRENT,BEAR,2023,282,58,5,0.6205673758865248,175,-0.01062603444120259,-0.009398941859567573,-152733.71909220004,0.37142857142857144,0.701396766056429,-0.10260946290793287,0.061946268200516304,-0.055289499756176586,10.0,282,48,-68563.73106440013,1,0
D05,C_MAX,S0_CURRENT,BULL,2020,421,103,10,0.5510688836104513,232,0.005114630629967117,0.008595944500882047,182904.1318143998,0.4827586206896552,1.2000248986159971,-0.15762799105011405,0.101725664956634,-0.07996433671523331,10.051724137931034,421,98,-104820.69848000017,15,0
D05,C_MAX,S0_CURRENT,BULL,2021,766,144,5,0.5182767624020888,397,0.0038818326132607434,0.00553590923897016,224779.1614984001,0.4534005037783375,1.1469396974324801,-0.14018687873880664,0.10178800959684466,-0.07370505516075417,10.0,766,126,631828.6528100002,3,0
D05,C_MAX,S0_CURRENT,BULL,2022,340,59,4,0.5794117647058824,197,-0.010526398973164024,-0.0011750046022611796,-31510.89014780025,0.47715736040609136,0.9614396202339052,-0.15145767616666678,0.08867343938358316,-0.07858840777441944,10.0,340,53,-163044.46648200022,0,0
D05,C_MAX,S0_CURRENT,BULL,2023,742,101,4,0.6212938005390836,459,-0.010466492569778897,-0.012765766007201976,-566223.8875744003,0.32679738562091504,0.6564121242510058,-0.11617955453276586,0.06619429515581347,-0.0585885000146966,10.0,742,87,-112780.19159100001,3,0
D05,C_MAX,S0_CURRENT,TRANSITION,2020,350,73,13,0.5571428571428572,195,0.011174644352166193,0.008640546915596367,157734.31631599995,0.48205128205128206,1.2647757714971657,-0.13188658721962063,0.08569589310441517,-0.06010962999296414,10.0,350,64,139921.48068000004,6,0
D05,C_MAX,S0_CURRENT,TRANSITION,2021,193,44,6,0.6787564766839378,131,-0.019139391887124386,-0.018761021078459356,-235385.27964880015,0.366412213740458,0.544409615389492,-0.1610963518203109,0.0761684989684542,-0.07272181212451415,10.0,193,38,91160.46814400006,2,0
D05,C_MAX,S0_CURRENT,TRANSITION,2022,551,90,6,0.6188747731397459,341,-0.021130998222592085,-0.01004886685680773,-322763.2827123002,0.436950146627566,0.7313166989339688,-0.1398245694424995,0.07134242341010338,-0.06803764559512601,10.020527859237538,551,84,-363719.2494225002,7,0
D05,C_MAX,S0_CURRENT,TRANSITION,2023,465,74,8,0.5978494623655914,248,-0.014040500928329425,-0.008116280300663541,-201647.63060390006,0.43548387096774194,0.7250338665790834,-0.10773857169623573,0.06661851894907231,-0.05843162436611122,10.0,465,64,-167795.14322960004,2,0
D05,C_MAX,S1,HIGH_IMPROVING,2020,178,40,11,0.601123595505618,107,0.0020621702721773418,0.011321850448831649,113554.78684000003,0.5046728971962616,1.3088481783291916,-0.16819264836957196,0.10205907055744852,-0.07008931707767005,10.093457943925234,178,35,177148.8366199999,11,0
D05,C_MAX,S1,HIGH_IMPROVING,2021,355,66,22,0.5605633802816902,199,-0.01755188379482147,-0.01595604076888714,-305604.6743792002,0.4020100502512563,0.6744560376879982,-0.1638661332062654,0.08770641181888443,-0.08033191510781273,10.0,355,67,298671.8308112001,1,0
D05,C_MAX,S1,HIGH_IMPROVING,2022,240,34,12,0.5666666666666667,136,-0.030852405111053468,-0.020221949785889166,-270615.1336068001,0.38235294117647056,0.5753205258337977,-0.1488957425909999,0.07139057168987575,-0.08346815130638048,10.0,240,24,-112021.07949760031,0,0
D05,C_MAX,S1,HIGH_IMPROVING,2023,293,44,7,0.6450511945392492,189,0.008087696087361046,0.005137990444698849,90568.00575069994,0.4444444444444444,1.208977963757611,-0.09342693585910165,0.07460061097506243,-0.04546996932002021,10.0,293,37,57709.22288699997,3,0
D05,C_MAX,S1,HIGH_NONIMPROVING,2020,175,42,10,0.5028571428571429,88,0.01682394311096032,0.028662261174033442,239696.34459999984,0.6022727272727273,1.8603287208750197,-0.14223957811313281,0.10865832710834172,-0.07280295176680228,10.022727272727273,175,44,-187740.75792,4,0
D05,C_MAX,S1,HIGH_NONIMPROVING,2021,320,57,18,0.546875,175,-0.0029914948236314178,0.0015903743588744903,28213.71942480019,0.41714285714285715,1.0433371896202515,-0.13821702740326378,0.09526513455216308,-0.0724252951504468,10.0,320,40,-102692.6990471998,0,0
D05,C_MAX,S1,HIGH_NONIMPROVING,2022,393,53,12,0.6335877862595419,249,0.0008347362071900727,0.007387774089477869,175284.58799989984,0.4899598393574297,1.2418828870235772,-0.1240533494882517,0.08320263294563492,-0.05882314901435147,10.016064257028113,393,54,-94131.15621920011,2,0
D05,C_MAX,S1,HIGH_NONIMPROVING,2023,432,44,9,0.6481481481481481,280,-0.018958395016259802,-0.01793464777594094,-482874.1006584002,0.2714285714285714,0.521489729834031,-0.10825459481556306,0.055242948508759195,-0.05874959984695647,10.0,432,42,-79372.05570100006,0,0
D05,C_MAX,S1,LOW_IMPROVING,2020,243,50,10,0.5720164609053497,139,0.0026671274307603246,-0.0019769156698852997,-30828.77235520011,0.3669064748201439,0.9426629462386326,-0.13822737827293147,0.08833440515216015,-0.07204165861820731,10.0,243,50,109374.81980000014,0,0
D05,C_MAX,S1,LOW_IMPROVING,2021,178,53,10,0.5168539325842697,92,0.009501932574362049,0.012130168652923589,113412.16396240002,0.44565217391304346,1.365178996371646,-0.14854490440590085,0.10296848942270817,-0.06791576056403609,10.0,178,40,176228.30614399997,4,0
D05,C_MAX,S1,LOW_IMPROVING,2022,217,59,9,0.6543778801843319,142,-0.02478035133440705,-0.03608122307693697,-491614.50615100015,0.4014084507042254,0.39188879664284015,-0.20121558409001417,0.07799590140052931,-0.09252953634869188,10.0,217,54,-265249.71392599994,8,0
D05,C_MAX,S1,LOW_IMPROVING,2023,347,64,16,0.590778097982709,200,-0.012867840190793529,-0.017966338042199614,-356441.8747102,0.385,0.5141907290275781,-0.13452248318100585,0.06422956148644562,-0.06507364518507576,10.0,347,62,-153157.43041280002,1,0
D05,C_MAX,S1,LOW_NONIMPROVING,2020,324,75,11,0.5895061728395061,191,0.012032174591642924,0.003957265536230003,55413.73284559982,0.4607329842931937,1.075082133927461,-0.15856912909462262,0.08985231366579037,-0.07153062547786362,10.0,324,57,11983.019579999876,6,324
D05,C_MAX,S1,LOW_NONIMPROVING,2021,218,50,13,0.4908256880733945,107,0.017458307369116223,0.022944500196501825,244687.21641279984,0.5327102803738317,1.769795352410599,-0.11590543459718047,0.11390662192645667,-0.06235448391509757,10.0,218,45,354272.66378600005,7,218
D05,C_MAX,S1,LOW_NONIMPROVING,2022,256,62,12,0.5625,144,-0.008057519749644219,-0.014882709687888943,-203637.4991998002,0.4513888888888889,0.7362403586930585,-0.19820402134258425,0.0886544410110627,-0.09570560756705976,10.0625,256,58,68786.19717189998,2,256
D05,C_MAX,S1,LOW_NONIMPROVING,2023,417,81,18,0.5755395683453237,213,-0.018637743846793717,-0.00879460162271966,-171857.26765260007,0.40375586854460094,0.7601801304547061,-0.12303111196346218,0.07197989557253602,-0.06103467423110537,10.0,417,58,-174318.80265820006,2,417
D06,C_MAX,S0,BEAR,2020,754,32,5,0.6923076923076923,521,-0.012508041092979871,0.002105882025855443,97523.55516239928,0.4875239923224568,1.0629334609686931,-0.1345866315365458,0.07110215250922479,-0.06576091557380523,10.001919385796546,754,31,-127600.15143999997,1,0
D06,C_MAX,S0,BEAR,2021,980,42,3,0.6469387755102041,634,-0.00920672840079454,-0.007291506320432848,-489065.7095644,0.44952681388012616,0.7633527516490041,-0.1482204357726038,0.07011516533988107,-0.06614911932409824,10.003154574132493,980,33,-47119.7624168,0,0
D06,C_MAX,S0,BEAR,2022,4535,74,2,0.7051819184123485,3186,-0.01083577961195534,0.021371807267635802,6076414.688497899,0.6528562460765851,2.0949292940790913,-0.10946656321536366,0.08260881911235853,-0.050970626372815284,10.002197112366604,4535,66,-110176.95855039998,5,0
D06,C_MAX,S0,BEAR,2023,2407,59,5,0.7000415454923141,1680,-0.009268264213609422,-0.008066044569768935,-1304785.9806530005,0.39940476190476193,0.7216030772017725,-0.10011303989076337,0.051446177903825496,-0.04862712209568628,10.001190476190477,2407,54,74184.00816209998,0,0
D06,C_MAX,S0,BULL,2020,2782,118,10,0.6272465851905105,1744,-0.0022082035454251093,0.005801750357541749,926661.2657959994,0.4724770642201835,1.1847940499323393,-0.13050772768695634,0.08489585307651819,-0.06414255826290567,10.026949541284404,2782,98,59356.67733839991,65,0
D06,C_MAX,S0,BULL,2021,4524,152,5,0.6483200707338639,2930,0.005257969940963756,0.014301625029270074,3456368.6869719992,0.5511945392491467,1.5823105245878475,-0.10404407163183317,0.07412686258326923,-0.04524671496559971,10.006143344709898,4524,127,-92302.37822719995,1,0
D06,C_MAX,S0,BULL,2022,1183,60,4,0.6711749788672866,794,-0.010623290711870492,-0.010070944313526061,-788431.2129528997,0.4282115869017632,0.6854162337500833,-0.12713415385792007,0.056728431560134934,-0.05845122599679432,10.0,1183,54,-58992.37964719997,0,0
D06,C_MAX,S0,BULL,2023,3144,96,3,0.6383587786259542,2006,-0.013194630333868447,0.025095909590598927,4055251.728593799,0.6585244267198405,2.202060694135155,-0.0978927029492162,0.07254001736077967,-0.034679032577238166,10.004486540378863,3144,86,-79959.18785660005,1,0
D06,C_MAX,S0,TRANSITION,2020,2843,76,14,0.6813225466056982,1935,0.009503139599016164,0.006172173306080143,1057691.3724419991,0.4935400516795866,1.2521205284537615,-0.09635504917649053,0.06638430942623595,-0.04864910536861051,10.002583979328165,2843,69,65968.56454799991,1,0
D06,C_MAX,S0,TRANSITION,2021,1641,49,7,0.708714198659354,1163,0.017733841146226188,0.012641499198503055,1202747.4565327992,0.5339638865004299,1.4432254544199459,-0.11060719296538883,0.07563261973957619,-0.05592196873668492,10.003439380911436,1641,45,-6104.574028800031,0,0
D06,C_MAX,S0,TRANSITION,2022,3241,98,6,0.6982412835544585,2263,-0.012545472242098395,-0.008656026140398707,-1865444.9312633006,0.42996022978347326,0.7279895743956235,-0.1269982614803128,0.06258088711315998,-0.06365746694967213,10.008395934600088,3241,85,-89494.29298769991,2,0
D06,C_MAX,S0,TRANSITION,2023,3235,74,9,0.6828438948995363,2187,0.001445451663344367,0.007323724717784065,1411758.2506147,0.5400091449474166,1.3898379109032086,-0.08607985942255565,0.05427196188369904,-0.03477934605724268,10.002286236854138,3235,66,-72705.5552187,1,0
D06,C_MAX,S0_CURRENT,BEAR,2020,631,33,5,0.6481774960380349,408,-0.013041580917855858,0.0007339692602159467,44650.43386639937,0.4632352941176471,1.0350062230300594,-0.1362465756058555,0.07534459101091225,-0.06230728886837791,10.0,631,31,-117434.51851199994,2,0
D06,C_MAX,S0_CURRENT,BEAR,2021,780,41,3,0.5884615384615385,459,-0.008402750258297936,-0.0010807156586738762,-113295.79185360018,0.5098039215686274,0.9286884604694974,-0.1617702792861239,0.07655215356645917,-0.07038922010079414,10.004357298474945,780,35,-14561.140522400012,0,0
D06,C_MAX,S0_CURRENT,BEAR,2022,3941,74,2,0.6896726719106826,2709,-0.011571218275152645,0.021557434476855406,5176084.295362398,0.655592469545958,1.997702721341349,-0.1195350257262022,0.08379585608235872,-0.05445890144616869,10.002583979328165,3941,65,-99186.31331159997,5,0
D06,C_MAX,S0_CURRENT,BEAR,2023,2258,58,5,0.7050487156775908,1588,-0.007848670544653656,-0.007863732645601819,-1214057.5448283004,0.3929471032745592,0.7298142948047673,-0.10022625506081939,0.05248716784494168,-0.048588072453976325,10.001259445843829,2258,51,47485.60599209996,0,0
D06,C_MAX,S0_CURRENT,BULL,2020,2916,119,10,0.6344307270233196,1848,-0.00024063668442623156,0.006294028086993417,1043100.0218143992,0.4805194805194805,1.185424907363362,-0.13411097821799786,0.08424008762242874,-0.06572491433031474,10.017316017316018,2916,99,114766.76865839986,64,0
D06,C_MAX,S0_CURRENT,BULL,2021,4707,153,5,0.650945400467389,3061,0.005439486593530597,0.015018821173179904,3772381.587439599,0.5583142763802679,1.6193402273292004,-0.10136593831137608,0.07444883292781024,-0.044683117700579006,10.005880431231624,4707,131,-115630.45350719994,1,0
D06,C_MAX,S0_CURRENT,BULL,2022,1180,60,4,0.6703389830508475,791,-0.01101502079522466,-0.010394697583065403,-810506.2191727,0.4222503160556258,0.6792566025831954,-0.1281493411378083,0.05685904868357483,-0.05887726535207346,10.0,1180,54,-73960.38237719995,0,0
D06,C_MAX,S0_CURRENT,BULL,2023,3249,98,4,0.6352723915050785,2063,-0.01262249142187437,0.023987698579853105,3974546.9517833986,0.6485700436257877,2.131974524686908,-0.09813057248042094,0.07187669365638223,-0.03461316270818841,10.004362578768783,3249,84,-74348.46293660003,1,0
D06,C_MAX,S0_CURRENT,TRANSITION,2020,2832,74,14,0.6867937853107344,1944,0.007185041530632317,0.0057755911231258394,994125.7377195995,0.49176954732510286,1.2576512926928827,-0.0888250889601061,0.06540121034147113,-0.048035525705762104,10.010802469135802,2832,68,392.8402999998725,1,0
D06,C_MAX,S0_CURRENT,TRANSITION,2021,1658,49,7,0.7279855247285887,1207,0.01596835727307357,0.0053905938464735475,510964.6383543995,0.4788732394366197,1.1682926382160959,-0.11052376864889753,0.07173168423575693,-0.058380274095868386,10.003314001657001,1658,39,-15335.120643200025,0,0
D06,C_MAX,S0_CURRENT,TRANSITION,2022,3838,98,6,0.7154768108389786,2743,-0.01174827554080531,-0.0035257831555125297,-943039.5319080008,0.46773605541378055,0.8690020904733381,-0.11992153630531037,0.06484729794093509,-0.05787767257061289,10.006926722566533,3838,86,-85516.93549649995,2,0
D06,C_MAX,S0_CURRENT,TRANSITION,2023,3279,73,8,0.6846599573040562,2222,-0.0005230949424238322,0.007114946440279984,1401734.5916004,0.545004500450045,1.3811979921211552,-0.08590841438776622,0.053558232580070524,-0.03544433869215813,10.002250225022502,3279,71,-51617.8779687,1,0
D06,C_MAX,S1,HIGH_IMPROVING,2020,1487,47,11,0.6106254203093476,908,0.002194158099432357,0.01267412406376162,1089397.2491239998,0.4955947136563877,1.5244942062926592,-0.10012326154500742,0.08710782808069707,-0.05629579491414211,10.029735682819384,1487,39,114045.51099999997,46,0
D06,C_MAX,S1,HIGH_IMPROVING,2021,2736,66,22,0.6498538011695907,1775,0.0005843798115226089,0.008601840139324229,1259839.4546927996,0.5346478873239436,1.3286905804392213,-0.10622698565593038,0.06921682245919532,-0.04852386348501454,10.009577464788732,2736,59,-48596.401784,0,0
D06,C_MAX,S1,HIGH_IMPROVING,2022,1178,35,12,0.7122241086587436,839,-0.010012250217423017,0.0009986826263530904,96403.18709799995,0.4612634088200238,1.0484628302890655,-0.1018508600160434,0.060378418141831376,-0.0564690553505917,10.0,1178,35,-65897.79347759997,1,0
D06,C_MAX,S1,HIGH_IMPROVING,2023,3430,45,7,0.6699708454810496,2297,0.0020676731652835264,0.02014185552671504,3925569.6883250005,0.6238572050500653,2.4424109865857306,-0.06466219052124476,0.060947943487695985,-0.02702383853281603,10.001306051371355,3430,40,21806.448448600007,0,0
D06,C_MAX,S1,HIGH_NONIMPROVING,2020,887,49,10,0.6888387824126269,609,-0.00122506398841075,0.007437526016687148,412840.8072395995,0.48111658456486045,1.2022731091509018,-0.14098059289578962,0.07784197713900418,-0.06730091078055327,10.0,887,45,3597.2225799999587,0,0
D06,C_MAX,S1,HIGH_NONIMPROVING,2021,1209,60,19,0.6443341604631927,779,0.010690607953157913,0.017482815767226063,1105000.6554103997,0.5430038510911425,1.6816644913109653,-0.10002895505615757,0.07878205840271316,-0.04650821556030047,10.001283697047496,1209,47,-17386.136379200012,0,0
D06,C_MAX,S1,HIGH_NONIMPROVING,2022,834,55,13,0.6606714628297362,551,-0.005652013859614646,0.0011790890453082486,79955.75102370014,0.5208711433756806,1.0603493847786567,-0.11409814177864264,0.0643484402540442,-0.04982729408956656,10.032667876588022,834,45,-1755.4114875999876,0,0
D06,C_MAX,S1,HIGH_NONIMPROVING,2023,830,45,9,0.6674698795180722,554,-0.012455484417130598,0.010181322099250757,498249.86923859967,0.5054151624548736,1.4403371507062679,-0.09847935884961939,0.06942173888327066,-0.03811750566392532,10.0,830,36,-82139.126117,0,0
D06,C_MAX,S1,LOW_IMPROVING,2020,2812,58,11,0.6728307254623044,1890,-0.002559026968404603,-0.00012929321547477246,-79869.3698300008,0.46190476190476193,0.9831425916218195,-0.10261725512108755,0.06612727041927292,-0.05540548743086562,10.013227513227513,2812,55,-72254.42283200013,17,0
D06,C_MAX,S1,LOW_IMPROVING,2021,2357,58,12,0.6822231650403054,1608,0.008807191071953192,0.014802890765726788,1916983.5827679993,0.552860696517413,1.5350538024193834,-0.11364197985302135,0.0777042198278212,-0.05209004223751967,10.002487562189055,2357,43,53318.327597600044,1,0
D06,C_MAX,S1,LOW_IMPROVING,2022,6206,70,9,0.706090879793748,4370,-0.006469079983062446,0.009683970660317466,3595188.218412799,0.5688787185354691,1.3583003233484396,-0.12205963614926747,0.07594895583403172,-0.05690831833104332,10.00183066361556,6206,60,-142822.67801039998,4,0
D06,C_MAX,S1,LOW_IMPROVING,2023,3342,67,16,0.6687612208258528,2223,-0.0047392048441867885,0.005897866629456128,908935.3100998988,0.528115159694107,1.1807691487550247,-0.09962902817754338,0.05775030215507914,-0.04336726733233119,10.005847953216374,3342,58,-35601.488916200055,0,0
D06,C_MAX,S1,LOW_NONIMPROVING,2020,1193,72,11,0.6647108130762783,793,0.0026370659529422196,0.009287993303250787,659507.5068667998,0.5258511979823455,1.3464920581346362,-0.11514991565370811,0.07827996834195218,-0.054782937983590595,10.00126103404792,1193,59,-47663.220301600006,4,1193
D06,C_MAX,S1,LOW_NONIMPROVING,2021,843,59,14,0.6702253855278766,565,0.00150327255825454,-0.0012520675837032428,-111773.25893080002,0.46017699115044247,0.9334348625954368,-0.1380939167129764,0.07155042496932536,-0.05916481524981149,10.00353982300885,843,56,-132862.50410720002,0,843
D06,C_MAX,S1,LOW_NONIMPROVING,2022,741,72,12,0.6518218623481782,483,-0.022236311020764073,-0.0068340860435543,-349008.61225280014,0.4824016563146998,0.777097587152448,-0.1374747637774701,0.06593001965239947,-0.0607408057623092,10.0,741,65,-48187.74820969993,2,741
D06,C_MAX,S1,LOW_NONIMPROVING,2023,1184,72,17,0.6875,799,-0.014122364531757853,-0.015280133148694554,-1170530.869108,0.3579474342928661,0.5820363717854291,-0.12786383367437695,0.05482057962514406,-0.05973196967511537,10.0,1184,72,17453.43167139999,2,1184
D07,C_MAX,S0,BEAR,2020,395,31,5,0.6303797468354431,249,0.006072721256736178,0.005518682032093829,141908.89690479997,0.4738955823293173,1.203052022872983,-0.1090720339189631,0.08307543513808888,-0.057515260623685796,10.028112449799197,395,34,144501.99684000004,1,0
D07,C_MAX,S0,BEAR,2021,420,38,3,0.5738095238095238,241,0.004153972403049835,-0.0012117846273532649,-42810.74788880008,0.4605809128630705,0.9344306783886995,-0.10372132860225014,0.07864788499649361,-0.05580825488057269,10.0,420,36,30271.487060799984,0,0
D07,C_MAX,S0,BEAR,2022,848,67,2,0.625,525,-0.030490606351324626,-0.008967897619527702,-468654.2521182997,0.5161904761904762,0.8041394623413674,-0.21075682600606302,0.09035235913351687,-0.08389365538956141,10.022857142857143,848,56,-247638.24793120002,17,0
