id,entry_state,holding_state,pnl_marked_and_cash,dates
A_D08_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-43328.86139999995,90
A_D08_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-23002.057830000034,141
A_D09_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-66640.81466919996,179
A_D09_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-73832.11869919991,153
A_D09_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,-4857.835639999976,12
A_D09_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-71663.37890840002,50
A_D09_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,131459.81516180007,99
A_D09_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-254505.9697891003,201
A_D09_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,3356.439739999987,4
A_D09_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-7258.5684471998175,95
A_D09_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,-21687.25531930005,54
A_D09_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-103420.47769,22
A_D09_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-291450.04618590005,229
A_D09_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,75361.49376519982,141
A_D09_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,61621.35619579994,71
A_D09_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-81404.18512000001,19
A_D09_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-150735.36635000005,161
A_D09_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,185160.5927498,261
A_D09_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-59213.57617770001,179
A_D09_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,31521.779996099933,161
A_D09_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,4849.239840000082,12
A_D09_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-47772.94857819994,55
A_D09_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,89419.11032359993,101
A_D09_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-127612.56567349989,205
A_D09_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,2634.9152500000346,4
A_D09_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,41980.14935420009,103
A_D09_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,18147.15517359983,55
A_D09_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,18866.063100000043,27
A_D09_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-388443.9552733998,237
A_D09_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,35645.52141719982,149
A_D09_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-15601.691293700096,72
A_D09_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-69312.14243999997,28
A_D09_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-137050.24495959998,158
A_D09_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,166282.83802189986,253
A_H01_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,4201.075901199278,137
A_H01_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-276323.01029999956,139
A_H01_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,138844.0,5
A_H01_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-425972.96339480014,38
A_H01_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,68173.80696960035,87
A_H01_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,36168.79119129921,187
A_H01_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-67507.48985330021,82
A_H01_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,-36722.40134000002,49
A_H01_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-61501.25196680018,11
A_H01_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-306270.8117925998,171
A_H01_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,292065.9534099999,112
A_H01_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-270403.33994999976,40
A_H01_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-107183.83000000045,6
A_H01_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,244009.5646199997,115
A_H01_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,213007.33379360067,209
A_H01_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,18982.297638600066,140
A_H01_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-16187.966066799985,144
A_H01_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,45463.78719999999,11
A_H01_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-101315.5037496,47
A_H01_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,32696.240057199975,86
A_H01_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,25525.36461059979,187
A_H01_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,13408.525157000098,82
A_H01_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,-36951.68762399994,41
A_H01_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-20080.46000840007,13
A_H01_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-162923.14701160023,171
A_H01_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,171739.23602039999,114
A_H01_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-22395.970060000065,46
A_H01_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-20726.484880000018,7
A_H01_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,36823.51588600005,115
A_H01_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,214932.50228449993,225
A_H02_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-25555.20740500017,185
A_H02_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,230068.38592419995,156
A_H02_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,105136.92748000001,18
A_H02_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-87292.74485000002,62
A_H02_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-64557.40337199986,103
A_H02_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-26004.072709600267,205
A_H02_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-8237.713480000006,4
A_H02_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-44283.960734800145,99
A_H02_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,40697.36387999995,60
A_H02_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,62404.12614319997,15
A_H02_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-123070.94819509986,231
A_H02_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,-82815.86109730013,146
A_H02_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,233910.06650199989,67
A_H02_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-70774.92750000002,29
A_H02_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,238661.37334840035,190
A_H02_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,68671.78616229992,277
A_H02_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-80379.89986049989,187
A_H02_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,177223.28315990022,161
A_H02_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,78402.96189,18
A_H02_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-120694.05332,66
A_H02_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,87688.53608159987,103
A_H02_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,71726.55135419987,205
A_H02_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-11510.130279999998,4
A_H02_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,17773.64916419991,103
A_H02_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,30566.388379600194,65
A_H02_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,45011.157497799984,17
A_H02_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-180451.30938500015,233
A_H02_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,51598.35316819992,146
A_H02_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,64505.46459599993,66
A_H02_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-53973.12615999997,29
A_H02_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,230313.9941538002,192
A_H02_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-67129.77333670008,276
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,HIGH_IMPROVING,-11166.363399800059,184
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,HIGH_NONIMPROVING,329939.5425621001,147
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,LOW_IMPROVING,106973.92748000001,19
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,LOW_NONIMPROVING,-58591.97312199991,64
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,HIGH_IMPROVING,-285662.6883281999,102
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-12904.972067800307,204
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,LOW_IMPROVING,-12157.882549999986,4
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,LOW_NONIMPROVING,-100160.39558450002,100
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,HIGH_IMPROVING,-19932.394169999985,50
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,HIGH_NONIMPROVING,23300.290690400016,14
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,LOW_IMPROVING,-41709.655836000136,144
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,LOW_NONIMPROVING,-56453.02161760002,79
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,HIGH_IMPROVING,243964.2070996,59
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,HIGH_NONIMPROVING,-18826.501480000014,24
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,LOW_IMPROVING,80965.65395110007,119
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,LOW_NONIMPROVING,5853.15645279974,218
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,HIGH_IMPROVING,-61797.25205559995,143
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,HIGH_NONIMPROVING,134287.4397400001,110
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,LOW_IMPROVING,79410.55686000003,18
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,LOW_NONIMPROVING,-101917.92589999989,44
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,HIGH_IMPROVING,-48504.14471719987,69
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-56046.20922660017,144
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,LOW_IMPROVING,-96.1930199999997,2
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,LOW_NONIMPROVING,-39346.56840639997,68
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,HIGH_IMPROVING,-47600.04313000004,28
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,HIGH_NONIMPROVING,2232.919320000001,4
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,LOW_IMPROVING,-64950.65970239999,66
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,LOW_NONIMPROVING,-40021.55277000001,38
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,HIGH_IMPROVING,239662.401284,38
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,HIGH_NONIMPROVING,-1144.6800000000003,16
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,LOW_IMPROVING,1755.7287705001509,39
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,LOW_NONIMPROVING,-148376.76510090008,145
C_H02_C_10_G_DOWN,HIGH_IMPROVING,HIGH_IMPROVING,-81382.88664490038,184
C_H02_C_10_G_DOWN,HIGH_IMPROVING,HIGH_NONIMPROVING,171870.38276460013,151
C_H02_C_10_G_DOWN,HIGH_IMPROVING,LOW_IMPROVING,62138.970400000006,19
C_H02_C_10_G_DOWN,HIGH_IMPROVING,LOW_NONIMPROVING,-49638.09735719998,65
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,HIGH_IMPROVING,-106838.02173320015,102
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,HIGH_NONIMPROVING,11376.134419500071,204
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,LOW_IMPROVING,-8663.206250000017,4
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,LOW_NONIMPROVING,6944.166652999862,100
C_H02_C_10_G_DOWN,LOW_IMPROVING,HIGH_IMPROVING,-2087.5852818999556,55
C_H02_C_10_G_DOWN,LOW_IMPROVING,HIGH_NONIMPROVING,25902.191755000007,19
C_H02_C_10_G_DOWN,LOW_IMPROVING,LOW_IMPROVING,-75509.3085344,145
C_H02_C_10_G_DOWN,LOW_IMPROVING,LOW_NONIMPROVING,32407.933150799945,81
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,HIGH_IMPROVING,56158.58315239996,66
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,HIGH_NONIMPROVING,-28939.536200000017,28
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,LOW_IMPROVING,59888.19718740016,121
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,LOW_NONIMPROVING,-10586.000361300321,219
C_H02_C_10_G_RAMP,HIGH_IMPROVING,HIGH_IMPROVING,-79960.45601120018,138
C_H02_C_10_G_RAMP,HIGH_IMPROVING,HIGH_NONIMPROVING,133226.82426000017,107
C_H02_C_10_G_RAMP,HIGH_IMPROVING,LOW_IMPROVING,48804.97224999998,18
C_H02_C_10_G_RAMP,HIGH_IMPROVING,LOW_NONIMPROVING,-47610.27499999991,49
C_H02_C_10_G_RAMP,HIGH_NONIMPROVING,HIGH_IMPROVING,76415.83055439993,74
C_H02_C_10_G_RAMP,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-67342.86351950014,148
C_H02_C_10_G_RAMP,HIGH_NONIMPROVING,LOW_NONIMPROVING,36072.30811459995,85
C_H02_C_10_G_RAMP,LOW_IMPROVING,HIGH_IMPROVING,-61161.3304605,33
C_H02_C_10_G_RAMP,LOW_IMPROVING,HIGH_NONIMPROVING,16454.921480000005,8
C_H02_C_10_G_RAMP,LOW_IMPROVING,LOW_IMPROVING,-37823.95948280008,62
C_H02_C_10_G_RAMP,LOW_IMPROVING,LOW_NONIMPROVING,-63723.964510000005,39
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,HIGH_IMPROVING,57020.468395599986,38
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,HIGH_NONIMPROVING,-441.52999999999884,15
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,LOW_IMPROVING,6716.299002000058,40
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,LOW_NONIMPROVING,-127987.51359990005,142
B_H02_C_MAX_COST2,HIGH_IMPROVING,HIGH_IMPROVING,-63703.98434010043,186
B_H02_C_MAX_COST2,HIGH_IMPROVING,HIGH_NONIMPROVING,173484.1193505004,152
B_H02_C_MAX_COST2,HIGH_IMPROVING,LOW_IMPROVING,88706.45544000005,19
B_H02_C_MAX_COST2,HIGH_IMPROVING,LOW_NONIMPROVING,-128233.7904499999,64
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,HIGH_IMPROVING,6562.697443300021,99
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-65504.96885970021,203
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,LOW_IMPROVING,-473.3701299999957,3
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,LOW_NONIMPROVING,-90599.206229,99
B_H02_C_MAX_COST2,LOW_IMPROVING,HIGH_IMPROVING,-16626.14355999993,61
B_H02_C_MAX_COST2,LOW_IMPROVING,HIGH_NONIMPROVING,52805.184753600086,15
B_H02_C_MAX_COST2,LOW_IMPROVING,LOW_IMPROVING,-176159.88488169946,230
B_H02_C_MAX_COST2,LOW_IMPROVING,LOW_NONIMPROVING,-111379.08621830025,147
B_H02_C_MAX_COST2,LOW_NONIMPROVING,HIGH_IMPROVING,218973.1314902,62
B_H02_C_MAX_COST2,LOW_NONIMPROVING,HIGH_NONIMPROVING,-60917.97765999999,22
B_H02_C_MAX_COST2,LOW_NONIMPROVING,LOW_IMPROVING,219411.50062400004,192
B_H02_C_MAX_COST2,LOW_NONIMPROVING,LOW_NONIMPROVING,79435.21899239963,278
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,HIGH_IMPROVING,28126.410433399724,166
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,HIGH_NONIMPROVING,65959.49881520006,168
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,LOW_IMPROVING,98119.78752,20
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,LOW_NONIMPROVING,-236737.91380280012,85
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,HIGH_IMPROVING,28062.607405600284,107
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-24044.40086819991,191
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,LOW_IMPROVING,-11017.395450000004,9
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,LOW_NONIMPROVING,147851.5192519999,112
B_H02_C_MAX_DELAY1,LOW_IMPROVING,HIGH_IMPROVING,19822.971551599774,72
B_H02_C_MAX_DELAY1,LOW_IMPROVING,HIGH_NONIMPROVING,44233.04591840006,19
B_H02_C_MAX_DELAY1,LOW_IMPROVING,LOW_IMPROVING,72431.78134349972,214
B_H02_C_MAX_DELAY1,LOW_IMPROVING,LOW_NONIMPROVING,-83209.13851620018,153
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,HIGH_IMPROVING,-54729.228204000116,54
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,HIGH_NONIMPROVING,-12401.656370000012,5
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,LOW_IMPROVING,-81657.60714660003,203
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,LOW_NONIMPROVING,206623.48096609983,256
B_H02_C_10_COST2,HIGH_IMPROVING,HIGH_IMPROVING,-102021.3065877002,187
B_H02_C_10_COST2,HIGH_IMPROVING,HIGH_NONIMPROVING,94983.17533410032,160
B_H02_C_10_COST2,HIGH_IMPROVING,LOW_IMPROVING,64647.425740000006,18
B_H02_C_10_COST2,HIGH_IMPROVING,LOW_NONIMPROVING,-108416.81678000007,63
B_H02_C_10_COST2,HIGH_NONIMPROVING,HIGH_IMPROVING,85969.0705445002,102
B_H02_C_10_COST2,HIGH_NONIMPROVING,HIGH_NONIMPROVING,29416.69705559971,204
B_H02_C_10_COST2,HIGH_NONIMPROVING,LOW_IMPROVING,-12591.556820000013,4
B_H02_C_10_COST2,HIGH_NONIMPROVING,LOW_NONIMPROVING,9712.550302499978,103
B_H02_C_10_COST2,LOW_IMPROVING,HIGH_IMPROVING,27699.882184000027,65
B_H02_C_10_COST2,LOW_IMPROVING,HIGH_NONIMPROVING,40141.910367800054,18
B_H02_C_10_COST2,LOW_IMPROVING,LOW_IMPROVING,-209579.45299179992,231
B_H02_C_10_COST2,LOW_IMPROVING,LOW_NONIMPROVING,49986.81955719996,146
B_H02_C_10_COST2,LOW_NONIMPROVING,HIGH_IMPROVING,64458.322545799936,66
B_H02_C_10_COST2,LOW_NONIMPROVING,HIGH_NONIMPROVING,-51699.20507999994,29
B_H02_C_10_COST2,LOW_NONIMPROVING,LOW_IMPROVING,239083.63659680024,192
B_H02_C_10_COST2,LOW_NONIMPROVING,LOW_NONIMPROVING,-59195.554522900464,279
B_H02_C_10_DELAY1,HIGH_IMPROVING,HIGH_IMPROVING,10152.018624100005,166
B_H02_C_10_DELAY1,HIGH_IMPROVING,HIGH_NONIMPROVING,-42455.28212849994,168
B_H02_C_10_DELAY1,HIGH_IMPROVING,LOW_IMPROVING,64658.18844,20
B_H02_C_10_DELAY1,HIGH_IMPROVING,LOW_NONIMPROVING,-176772.63233599995,85
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,HIGH_IMPROVING,50827.72538799992,107
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-32424.483348000067,191
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,LOW_IMPROVING,-8797.22219,9
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,LOW_NONIMPROVING,63414.56533889993,112
B_H02_C_10_DELAY1,LOW_IMPROVING,HIGH_IMPROVING,39014.073349599916,72
B_H02_C_10_DELAY1,LOW_IMPROVING,HIGH_NONIMPROVING,-9582.508445700005,19
B_H02_C_10_DELAY1,LOW_IMPROVING,LOW_IMPROVING,102370.67737000002,216
B_H02_C_10_DELAY1,LOW_IMPROVING,LOW_NONIMPROVING,-30511.221561200153,151
B_H02_C_10_DELAY1,LOW_NONIMPROVING,HIGH_IMPROVING,10229.29366599994,55
B_H02_C_10_DELAY1,LOW_NONIMPROVING,HIGH_NONIMPROVING,-16336.467529999994,5
B_H02_C_10_DELAY1,LOW_NONIMPROVING,LOW_IMPROVING,23979.812218900017,205
B_H02_C_10_DELAY1,LOW_NONIMPROVING,LOW_NONIMPROVING,-15632.94307410001,259
B_D08_C_MAX_COST2,HIGH_IMPROVING,HIGH_IMPROVING,-185021.9746089997,164
B_D08_C_MAX_COST2,HIGH_IMPROVING,HIGH_NONIMPROVING,127761.61737759985,151
B_D08_C_MAX_COST2,HIGH_IMPROVING,LOW_IMPROVING,33233.167039999986,17
B_D08_C_MAX_COST2,HIGH_IMPROVING,LOW_NONIMPROVING,19811.84180999992,54
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,HIGH_IMPROVING,-37915.83093600001,84
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-62862.73115959992,178
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,LOW_IMPROVING,-2057.63936999999,4
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,LOW_NONIMPROVING,25850.680909999992,71
B_D08_C_MAX_COST2,LOW_IMPROVING,HIGH_IMPROVING,-1648.586968399959,45
B_D08_C_MAX_COST2,LOW_IMPROVING,HIGH_NONIMPROVING,-44578.76514000002,9
B_D08_C_MAX_COST2,LOW_IMPROVING,LOW_IMPROVING,-92164.4733724002,131
B_D08_C_MAX_COST2,LOW_IMPROVING,LOW_NONIMPROVING,45002.537717599975,88
B_D08_C_MAX_COST2,LOW_NONIMPROVING,HIGH_IMPROVING,24722.66819999989,41
B_D08_C_MAX_COST2,LOW_NONIMPROVING,HIGH_NONIMPROVING,-5205.939879999976,5
B_D08_C_MAX_COST2,LOW_NONIMPROVING,LOW_IMPROVING,-142478.3238699996,90
B_D08_C_MAX_COST2,LOW_NONIMPROVING,LOW_NONIMPROVING,-167059.22737000007,131
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,HIGH_IMPROVING,-133688.05869399995,138
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,HIGH_NONIMPROVING,46403.16125319967,152
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,LOW_IMPROVING,21148.076159999975,18
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,LOW_NONIMPROVING,9670.61921999999,59
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,HIGH_IMPROVING,-98116.45,84
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,HIGH_NONIMPROVING,264581.493567,162
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,LOW_IMPROVING,-13095.958539999985,8
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,LOW_NONIMPROVING,76643.05014619973,76
B_D08_C_MAX_DELAY1,LOW_IMPROVING,HIGH_IMPROVING,8328.580001299919,37
B_D08_C_MAX_DELAY1,LOW_IMPROVING,HIGH_NONIMPROVING,-45889.60811999999,12
B_D08_C_MAX_DELAY1,LOW_IMPROVING,LOW_IMPROVING,-96690.66252160002,119
B_D08_C_MAX_DELAY1,LOW_IMPROVING,LOW_NONIMPROVING,-185634.0810199999,96
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,HIGH_IMPROVING,-1801.4938600001115,48
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,HIGH_NONIMPROVING,-11097.577179999978,5
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,LOW_IMPROVING,-95418.33447000012,82
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,LOW_NONIMPROVING,-76497.35257999992,113
B_D08_C_10_COST2,HIGH_IMPROVING,HIGH_IMPROVING,-136554.4129925997,165
B_D08_C_10_COST2,HIGH_IMPROVING,HIGH_NONIMPROVING,95148.65087359985,155
B_D08_C_10_COST2,HIGH_IMPROVING,LOW_IMPROVING,27723.191039999947,17
B_D08_C_10_COST2,HIGH_IMPROVING,LOW_NONIMPROVING,-28630.92033700004,59
B_D08_C_10_COST2,HIGH_NONIMPROVING,HIGH_IMPROVING,24888.942836200018,86
B_D08_C_10_COST2,HIGH_NONIMPROVING,HIGH_NONIMPROVING,166652.89045500004,179
B_D08_C_10_COST2,HIGH_NONIMPROVING,LOW_IMPROVING,-3330.375370000009,4
B_D08_C_10_COST2,HIGH_NONIMPROVING,LOW_NONIMPROVING,55149.36432999997,74
B_D08_C_10_COST2,LOW_IMPROVING,HIGH_IMPROVING,31313.7267807999,48
B_D08_C_10_COST2,LOW_IMPROVING,HIGH_NONIMPROVING,-11643.526009999987,9
B_D08_C_10_COST2,LOW_IMPROVING,LOW_IMPROVING,-61526.73327959991,132
B_D08_C_10_COST2,LOW_IMPROVING,LOW_NONIMPROVING,-29109.431992999995,91
B_D08_C_10_COST2,LOW_NONIMPROVING,HIGH_IMPROVING,3590.3252020000073,41
B_D08_C_10_COST2,LOW_NONIMPROVING,HIGH_NONIMPROVING,-6514.623720000003,6
B_D08_C_10_COST2,LOW_NONIMPROVING,LOW_IMPROVING,-42221.255479999905,90
B_D08_C_10_COST2,LOW_NONIMPROVING,LOW_NONIMPROVING,-23883.397810000097,141
B_D08_C_10_DELAY1,HIGH_IMPROVING,HIGH_IMPROVING,-49566.37683399972,140
B_D08_C_10_DELAY1,HIGH_IMPROVING,HIGH_NONIMPROVING,127224.60395339993,169
B_D08_C_10_DELAY1,HIGH_IMPROVING,LOW_IMPROVING,16876.93646999995,18
B_D08_C_10_DELAY1,HIGH_IMPROVING,LOW_NONIMPROVING,15137.140869999937,62
B_D08_C_10_DELAY1,HIGH_NONIMPROVING,HIGH_IMPROVING,67665.99097279989,90
B_D08_C_10_DELAY1,HIGH_NONIMPROVING,HIGH_NONIMPROVING,258442.04447599995,170
B_D08_C_10_DELAY1,HIGH_NONIMPROVING,LOW_IMPROVING,-13244.43405999997,8
