action_id,symbol,tradable_date,source_url,source_sha256
cninfo:distribution:f8f22682994da6ce4decbb43a53e0dbc,688556,2022-06-07,https://static.cninfo.com.cn/finalpage/2022-05-30/1213539427.PDF,e643a5613c273ffb76a291894e4ca881330459f5537be287dc9b67da71ed5bcd
cninfo:distribution:539e1356a67ff768ad485253715300ca,603916,2021-05-19,https://static.cninfo.com.cn/finalpage/2021-05-11/1209948266.PDF,13720b8b013d6bdd2e747fd05ac5d59feab134d676fbd88697c0dace53e66543
cninfo:distribution:954a626ac44faef05ce691613a13366e,603319,2021-06-09,https://static.cninfo.com.cn/finalpage/2021-06-02/1210140462.PDF,9d9895054c0891aec30ec84ad6bf5675ca3cf20e9dd3619ad10ff6c736f38423
cninfo:distribution:44c429ea025cf47b80f540695a90d416,600845,2021-06-10,https://pdf.dfcfw.com/pdf/H2_AN202105311495142821_1.pdf,b6f31b2f8866e6b30f5cad972b6017d904205969b6e774b1e9730a7067dcbd4b
