route,capital,state_definition,state,signals,signal_dates,state_episodes,legal_fill_rate,matured,equal_date_return,equal_event_return,standardized_pnl,win_rate,profit_factor,tail_p05,mfe,mae,mean_held,actual_orders,actual_fills,cash_pnl_contribution,actual_cash_rejections,state_rejected_by_simple_gate
D08,C_MAX,S1,HIGH_NONIMPROVING,547,161,43,0.526508226691042,287,0.020216578843519007,0.015614832981175147,417245.0889800999,0.4738675958188153,1.5648472620702272,-0.11164255477382734,0.09021617238491657,-0.05688325522618887,10.0,547,126,-60928.874963799986,63,0
D08,C_MAX,S1,LOW_IMPROVING,143,85,31,0.5384615384615384,77,-0.008509723938147796,-0.008519430312853127,-57700.03584589997,0.4935064935064935,0.7356750992762295,-0.1394796918332662,0.06338100183676683,-0.05689378142987912,10.0,143,62,-74988.11972630027,19,0
D08,C_MAX,S1,LOW_NONIMPROVING,94,60,27,0.5319148936170213,50,-0.017100543849029624,-0.012186313149200883,-60563.65506959999,0.36,0.6880972994791077,-0.15631256572306104,0.0734762451043981,-0.06497902294574871,10.0,94,39,-278541.00574,11,94
D09,C_MAX,S0,BEAR,293,134,14,0.856655290102389,251,-0.012197734492219177,-0.010191689976218643,-245419.66353140003,0.4063745019920319,0.7603052150859436,-0.16423756757519736,0.08254158566847249,-0.07617103165908765,10.0,293,120,-454759.6650096999,96,0
D09,C_MAX,S0,BULL,663,308,18,0.8536953242835595,566,-0.0016403859571191865,-0.002556590111827178,-124343.08938610047,0.450530035335689,0.9500559653954467,-0.1746149916653219,0.09522398261031949,-0.08382984185725965,10.001766784452297,663,268,-166347.59904770018,139,0
D09,C_MAX,S0,TRANSITION,465,193,31,0.8838709677419355,402,-0.0014842040486305866,-0.00576059946166118,-223918.84594510036,0.4651741293532338,0.8606450474485322,-0.17013635646931421,0.08298789859681306,-0.07676125371758785,10.002487562189055,465,174,148047.18058259983,98,0
D09,C_MAX,S0_CURRENT,BEAR,268,128,12,0.8470149253731343,227,-0.008753651643331644,-0.0060063157750469874,-128800.95166449995,0.43171806167400884,0.86216399429839,-0.1730995060546261,0.08785898380641247,-0.07466885620041602,10.004405286343612,268,104,-396897.27024669986,95,0
D09,C_MAX,S0_CURRENT,BULL,692,316,21,0.8583815028901735,594,-0.001847576383660999,-0.0016528469249952932,-75154.85219010041,0.4562289562289562,0.9712632042042851,-0.17542924573351662,0.09539277281000065,-0.08370538952051451,10.001683501683502,692,282,-174752.10577170004,144,0
D09,C_MAX,S0_CURRENT,TRANSITION,461,191,32,0.8828633405639913,398,-0.003747519114090157,-0.009989146775200975,-389725.7950080004,0.4396984924623116,0.7518654089696953,-0.16765354670307897,0.07881545483153335,-0.07727088366691014,10.0,461,176,98589.29254359982,94,0
D09,C_MAX,S1,HIGH_IMPROVING,351,155,44,0.8376068376068376,294,-0.004376465655099067,-0.0017622976110102915,-48605.55748170009,0.47959183673469385,0.9583211842938816,-0.17839861455921574,0.09428421506206085,-0.07269412339335234,10.003401360544217,351,113,-170934.8800672997,69,0
D09,C_MAX,S1,HIGH_NONIMPROVING,316,142,43,0.8924050632911392,282,-0.0025310424671839277,-0.005128507740880633,-130862.55896520024,0.40425531914893614,0.8952655388088826,-0.15822150922231673,0.08447206339306472,-0.0843257526371646,10.0,316,139,-28786.63729000023,58,0
D09,C_MAX,S1,LOW_IMPROVING,438,184,41,0.863013698630137,375,-0.009893514547011147,-0.012426497250536942,-436034.06364740035,0.448,0.7347518907398771,-0.1796494864080807,0.08126801340901116,-0.08375871270826876,10.0,438,167,-387610.7740053002,125,0
D09,C_MAX,S1,LOW_NONIMPROVING,316,154,45,0.8670886075949367,268,0.0031847532007716873,0.0011320372335964983,21820.58123169969,0.45149253731343286,1.0205695317601968,-0.16253149028240216,0.09686440769655577,-0.07784773001934144,10.003731343283581,316,143,114272.20788779994,81,316
H01,C_MAX,S0,BEAR,192,89,14,0.5208333333333334,100,0.017258078782281385,0.02115591399739158,200739.44792029978,0.53,1.5013483965543317,-0.191319148620967,0.12557215817588285,-0.081854902116498,10.09,192,62,170207.24518579943,25,0
H01,C_MAX,S0,BULL,505,215,15,0.502970297029703,254,0.0036002646025254602,0.010554493082728534,268682.84704929974,0.468503937007874,1.247485438037569,-0.15821510967557695,0.12008049163640444,-0.08217812701687432,10.003937007874017,505,163,-265685.7137224007,63,0
H01,C_MAX,S0,TRANSITION,242,125,31,0.5413223140495868,131,0.004155322967092679,0.006504943120495227,66509.01906159987,0.44274809160305345,1.132110359278542,-0.14962561071909541,0.09801996050313722,-0.07918366076763511,10.0,242,93,-459936.10417519975,36,0
H01,C_MAX,S0_CURRENT,BEAR,174,83,11,0.5114942528735632,89,0.02853146932001031,0.034982512319100226,295109.7895902998,0.5280898876404494,1.9302183619731916,-0.17179435314566407,0.13506361649453746,-0.0775337013541779,10.101123595505618,174,57,103532.97537579964,23,0
H01,C_MAX,S0_CURRENT,BULL,537,222,16,0.5009310986964618,269,0.005441300073204363,0.012074132919090957,325302.6643792996,0.4646840148698885,1.2887269675249704,-0.15830885496268807,0.12129912643984442,-0.0817005408417868,10.003717472118959,537,172,-249025.49944240076,69,0
H01,C_MAX,S0_CURRENT,TRANSITION,228,124,31,0.5570175438596491,127,-0.00490538576776042,-0.005612639055892194,-84481.1399384001,0.4566929133858268,0.8451474207380077,-0.15964910647229166,0.08856809951822056,-0.083101174232548,10.0,228,89,-409922.04864519986,32,0
H01,C_MAX,S1,HIGH_IMPROVING,212,95,43,0.49056603773584906,104,-0.01497003918427451,-0.004644048054637144,-51359.87581400015,0.4807692307692308,0.8953977925735289,-0.18504881147459085,0.11131540696051999,-0.08187856970938544,10.0,212,72,-559250.8977936005,32,0
H01,C_MAX,S1,HIGH_NONIMPROVING,261,114,41,0.5057471264367817,132,0.013835162113246806,0.022483363350950355,296426.44411119993,0.4696969696969697,1.6543532814686086,-0.1292089571128673,0.11603327132450068,-0.0790202168370639,10.007575757575758,261,86,36835.10830759951,25,0
H01,C_MAX,S1,LOW_IMPROVING,208,107,37,0.5673076923076923,118,0.0006117111380472997,-0.0015926601143179426,-15868.63949490017,0.423728813559322,0.9701007439266168,-0.15403403259688406,0.10449064239692331,-0.08693453377058095,10.016949152542374,208,83,-112428.5116894001,26,0
H01,C_MAX,S1,LOW_NONIMPROVING,258,113,39,0.5077519379844961,131,0.022965000770648978,0.02558542839987338,306733.3852288998,0.5190839694656488,1.5958996035608513,-0.1634378544382561,0.1272914929586326,-0.07807236013205349,10.053435114503817,258,77,79429.72846359998,41,258
H02,C_MAX,S0,BEAR,831,189,14,0.5980746089049338,497,-0.001977582351637506,-0.007898184805940877,-394669.8096968004,0.41448692152917505,0.8148516447140038,-0.17947972088036765,0.08615232960094703,-0.07347433799868378,10.012072434607646,831,166,200777.2583595999,12,0
H02,C_MAX,S0,BULL,2163,402,20,0.5723532131299122,1234,-0.002807868090718584,-0.0018137178400512044,-220403.0775886007,0.4165316045380875,0.9535067702962009,-0.14517710197052283,0.0865099179162672,-0.07086339750589517,10.009724473257698,2163,351,202286.1211915996,10,0
H02,C_MAX,S0,TRANSITION,1592,283,35,0.5954773869346733,920,-0.009397887817372502,-0.00721958990344111,-637570.3835916006,0.43043478260869567,0.794545516297234,-0.1342325750466688,0.0740772468277092,-0.06432510525896261,10.007608695652173,1592,256,74059.74809510016,17,0
H02,C_MAX,S0_CURRENT,BEAR,758,186,13,0.5949868073878628,451,-0.0024337170890757643,-0.01040867569178131,-460529.90981860034,0.401330376940133,0.7719110669872061,-0.17993463718291808,0.08497126138452897,-0.07542081876526226,10.01330376940133,758,158,119794.84358879994,12,0
H02,C_MAX,S0_CURRENT,BULL,2269,407,22,0.5672102247686205,1285,-0.0016753856299240501,-0.0014777800870625461,-190051.4844094005,0.4171206225680934,0.9612874685304036,-0.14437790780804238,0.08705217363032738,-0.07018417965374311,10.009338521400778,2269,361,241986.1035719998,9,0
H02,C_MAX,S0_CURRENT,TRANSITION,1559,281,33,0.6061577934573444,915,-0.010839928401626689,-0.006789386038768173,-602061.8766490004,0.4360655737704918,0.8024096090387961,-0.13633683050665446,0.07381194710649579,-0.06441509860947858,10.007650273224044,1559,254,115342.1804854999,18,0
H02,C_MAX,S1,HIGH_IMPROVING,1066,184,51,0.5919324577861164,631,-0.009611380715241945,-0.0059317259775220265,-372097.01539530023,0.42789223454833597,0.8434613871450234,-0.14887735548758707,0.08269814536563375,-0.06882900287308558,10.015847860538827,1066,161,222357.36114919983,4,0
H02,C_MAX,S1,HIGH_NONIMPROVING,1320,196,49,0.6,792,-0.0018931176388510545,-0.0004817564808907771,-39679.44863370026,0.4090909090909091,0.9851020957889898,-0.128132959060612,0.07881163196727055,-0.06335598291480823,10.007575757575758,1320,182,-143083.15029640024,4,0
H02,C_MAX,S1,LOW_IMPROVING,985,226,44,0.5868020304568528,573,-0.00801160226595724,-0.013744532368952985,-765472.9892540004,0.3944153577661431,0.6797690988725453,-0.15862089795278922,0.0797084007664986,-0.07402436949101489,10.0,985,213,-108822.28344920004,9,0
H02,C_MAX,S1,LOW_NONIMPROVING,1215,268,54,0.5613168724279836,655,-0.000329612474315278,-0.0012297116064880448,-75393.8175940006,0.45190839694656487,0.9703706864843179,-0.16466074122039934,0.0877065003341069,-0.07193324022300678,10.013740458015267,1215,217,506671.2002427002,22,1215
D00,C_10,S0,BEAR,3153,208,14,0.5245797653028862,1651,-0.008958345516930023,0.0021490909378879697,330349.3951221984,0.4791035735917626,1.0460571653493453,-0.19451808956042352,0.10644625417331045,-0.08331859760942806,10.007874015748031,3153,173,-210466.8429512002,0,0
D00,C_10,S0,BULL,9405,443,21,0.4716640085061138,4423,-0.007216561692120167,-0.005809404283343085,-2404926.388384003,0.44245986886728467,0.893370815357289,-0.19941973730398385,0.10678288657927537,-0.09381910084510504,10.008365362875876,9405,367,-138251.12729420012,0,0
D00,C_10,S0,TRANSITION,4090,307,36,0.5469437652811736,2217,0.0013351111927099328,0.0004935769093755085,70336.15066389879,0.469553450608931,1.0077455072724002,-0.17251077904303763,0.096062053163248,-0.07820712332645498,10.013531799729364,4090,270,-307432.1338387002,0,0
D00,C_10,S0_CURRENT,BEAR,3031,207,14,0.5202903332233586,1574,-0.009944523775617784,0.0011997491530745283,165161.53465729835,0.4777636594663278,1.0234104102902852,-0.19871290344333256,0.10718018476244186,-0.08452450221379075,10.015247776365946,3031,170,-244935.23154120025,0,0
D00,C_10,S0_CURRENT,BULL,9652,446,22,0.47472026523000416,4574,-0.005657591074573841,-0.004167719281677764,-1762666.8808228038,0.44731088762571053,0.9229196281603065,-0.19718169880490458,0.10737216572786366,-0.09247775525756718,10.008526453869699,9652,378,-133609.1042478002,0,0
D00,C_10,S0_CURRENT,TRANSITION,3965,305,36,0.5467843631778058,2143,-0.0001766666882824018,-0.0018095395106080922,-406735.49643240124,0.46243583761082596,0.9542204098431758,-0.17356085804072138,0.09388294353143234,-0.07926797063611624,10.007932804479701,3965,262,-277605.7682951002,0,0
D00,C_10,S1,HIGH_IMPROVING,4978,196,51,0.47187625552430695,2345,-0.009224032207055052,-0.011918460438170343,-2661084.454013702,0.43837953091684434,0.7856675885867813,-0.21397329319353162,0.10418777436792626,-0.09198093350911311,10.010660980810234,4978,166,-107990.47137390019,0,0
D00,C_10,S1,HIGH_NONIMPROVING,3845,215,50,0.47724317295188556,1833,-0.005295068057531573,0.006301445995807237,1149784.2077344984,0.45717403164211673,1.141733112343477,-0.16933960667505996,0.10606604969751054,-0.08802484767396193,10.004909983633388,3845,178,-71860.01049010002,0,0
D00,C_10,S1,LOW_IMPROVING,4236,254,47,0.5422568460812087,2290,-0.007924072007520514,-0.006784340588160672,-1476521.213052002,0.45633187772925765,0.8616373501469818,-0.19152299652586724,0.09655302418326628,-0.08696380858092415,10.011353711790393,4236,235,-528545.1299193003,0,0
D00,C_10,S1,LOW_NONIMPROVING,3589,293,55,0.514349400947339,1823,0.0014449831021760065,0.005969167945910485,983580.6167332984,0.4816236972024136,1.1292788687742479,-0.18124831813215728,0.11034954441864382,-0.08212513636327883,10.010970927043335,3589,231,52245.507699199894,0,3589
D01,C_10,S0,BEAR,888,170,14,0.5664414414414415,503,-0.015385928685491714,0.004748579402302783,228672.24380619917,0.47514910536779326,1.11487654557213,-0.16794063684731297,0.10255328079656069,-0.07954822829796099,10.007952286282306,888,160,-271801.64195710013,1,0
D01,C_10,S0,BULL,2377,395,19,0.48632730332351704,1153,-0.0038709935996588296,-0.004178374726214746,-448249.1317231015,0.46313963573287076,0.9178050493867614,-0.18272805640949422,0.10140872760885634,-0.09179487371003431,10.004336513443192,2377,337,-147293.56355480064,4,0
D01,C_10,S0,TRANSITION,1164,257,34,0.5644329896907216,652,0.001724624166348684,-0.002665030510138486,-168818.70406870014,0.4647239263803681,0.9382405040247809,-0.17857046613766775,0.09107765563058887,-0.07870860681731871,10.013803680981596,1164,228,23171.160404600014,1,0
D01,C_10,S0_CURRENT,BEAR,843,167,14,0.5634638196915777,475,-0.017415655958840613,0.0024112454057268265,109764.51959009928,0.47157894736842104,1.0563297008499697,-0.18099480106582358,0.10059750851670306,-0.08058004414343269,10.00842105263158,843,156,-263049.21535510017,1,0
D01,C_10,S0_CURRENT,BULL,2455,402,20,0.4904276985743381,1202,-0.004236324128344196,-0.0035346385989273735,-387590.4216797013,0.4667221297836938,0.9309561873389196,-0.18236261796785252,0.1013927335608195,-0.09069583442019971,10.004159733777039,2455,356,-134535.38084600054,4,0
D01,C_10,S0_CURRENT,TRANSITION,1131,253,33,0.5632183908045977,631,0.0036927030869282696,-0.001685319309646806,-110569.6898960002,0.4611727416798732,0.9577214723921652,-0.17297996260838036,0.09228734129839354,-0.07904650701303512,10.014263074484944,1131,213,1660.5510937999861,1,0
D01,C_10,S1,HIGH_IMPROVING,1328,186,50,0.47740963855421686,634,-0.0011416431131977293,-0.002669144479518197,-161321.9044817006,0.47791798107255523,0.9446630728574449,-0.19391216406899786,0.10487140863666597,-0.08387172104453687,10.001577287066246,1328,157,-19070.25372210009,0,0
D01,C_10,S1,HIGH_NONIMPROVING,995,189,48,0.5005025125628141,498,-0.00940870282885803,-0.005641364621413574,-252291.5764388003,0.41164658634538154,0.893057704167253,-0.1611899358493589,0.09304259579394734,-0.09388888184849521,10.0,995,174,-134239.07851120038,0,0
D01,C_10,S1,LOW_IMPROVING,1240,232,45,0.5814516129032258,720,-0.010357695934516626,-0.0031147515364195943,-214988.92525190063,0.4638888888888889,0.9297480099798999,-0.17726676720779752,0.09418950161766941,-0.08259475665642113,10.011111111111111,1240,216,-367032.0550810002,1,0
D01,C_10,S1,LOW_NONIMPROVING,866,215,53,0.5346420323325635,456,0.003118186691140219,0.00565247319105923,240206.81418679928,0.5131578947368421,1.1303413025838798,-0.18368766918905383,0.10362076249796344,-0.08283048414698585,10.019736842105264,866,178,124417.34220699986,5,866
D02,C_10,S0,BEAR,888,170,14,0.5664414414414415,503,-0.015385928685491714,0.004748579402302783,228672.24380619917,0.47514910536779326,1.11487654557213,-0.16794063684731297,0.10255328079656069,-0.07954822829796099,10.007952286282306,888,158,-273978.8153569001,2,0
D02,C_10,S0,BULL,2377,395,19,0.48632730332351704,1153,-0.0038709935996588296,-0.004178374726214746,-448249.1317231015,0.46313963573287076,0.9178050493867614,-0.18272805640949422,0.10140872760885634,-0.09179487371003431,10.004336513443192,2377,330,-121007.58278710036,6,0
D02,C_10,S0,TRANSITION,1164,257,34,0.5644329896907216,652,0.001724624166348684,-0.002665030510138486,-168818.70406870014,0.4647239263803681,0.9382405040247809,-0.17857046613766775,0.09107765563058887,-0.07870860681731871,10.013803680981596,1164,228,-4586.810346300015,0,0
D02,C_10,S0_CURRENT,BEAR,843,167,14,0.5634638196915777,475,-0.017415655958840613,0.0024112454057268265,109764.51959009928,0.47157894736842104,1.0563297008499697,-0.18099480106582358,0.10059750851670306,-0.08058004414343269,10.00842105263158,843,157,-248274.7180393001,1,0
D02,C_10,S0_CURRENT,BULL,2455,402,20,0.4904276985743381,1202,-0.004236324128344196,-0.0035346385989273735,-387590.4216797013,0.4667221297836938,0.9309561873389196,-0.18236261796785252,0.1013927335608195,-0.09069583442019971,10.004159733777039,2455,348,-112818.7177353003,6,0
D02,C_10,S0_CURRENT,TRANSITION,1131,253,33,0.5632183908045977,631,0.0036927030869282696,-0.001685319309646806,-110569.6898960002,0.4611727416798732,0.9577214723921652,-0.17297996260838036,0.09228734129839354,-0.07904650701303512,10.014263074484944,1131,211,-38479.77271570005,1,0
D02,C_10,S1,HIGH_IMPROVING,1328,186,50,0.47740963855421686,634,-0.0011416431131977293,-0.002669144479518197,-161321.9044817006,0.47791798107255523,0.9446630728574449,-0.19391216406899786,0.10487140863666597,-0.08387172104453687,10.001577287066246,1328,155,29829.620057099753,2,0
D02,C_10,S1,HIGH_NONIMPROVING,995,189,48,0.5005025125628141,498,-0.00940870282885803,-0.005641364621413574,-252291.5764388003,0.41164658634538154,0.893057704167253,-0.1611899358493589,0.09304259579394734,-0.09388888184849521,10.0,995,168,-224472.7699676,0,0
D02,C_10,S1,LOW_IMPROVING,1240,232,45,0.5814516129032258,720,-0.010357695934516626,-0.0031147515364195943,-214988.92525190063,0.4638888888888889,0.9297480099798999,-0.17726676720779752,0.09418950161766941,-0.08259475665642113,10.011111111111111,1240,214,-264642.8435062002,1,0
D02,C_10,S1,LOW_NONIMPROVING,866,215,53,0.5346420323325635,456,0.003118186691140219,0.00565247319105923,240206.81418679928,0.5131578947368421,1.1303413025838798,-0.18368766918905383,0.10362076249796344,-0.08283048414698585,10.019736842105264,866,179,59712.78492639998,5,866
D03,C_10,S0,BEAR,2934,206,14,0.6209952283571916,1821,-0.008120864320188364,-0.012138375668747326,-2159175.3226572005,0.4157056562328391,0.7267592616266102,-0.1754611738529385,0.08244694178209869,-0.07471997549910703,10.024162548050521,2934,184,-172515.71004320003,2,0
D03,C_10,S0,BULL,6424,431,21,0.5814134495641345,3727,-0.008661978332868091,-0.00688491775706698,-2522354.599752701,0.40971290582237724,0.8344965334681999,-0.15538134747119492,0.08366706842108909,-0.07377764383300964,10.006707807888382,6424,374,-437074.6102320999,4,0
D03,C_10,S0,TRANSITION,4667,301,35,0.6110992071994857,2779,-0.007036209404818941,-0.005057647378158314,-1348754.9633321017,0.43468873695573945,0.8592821320344275,-0.13933466340847056,0.0770882784996468,-0.06620702407886818,10.002878733357322,4667,260,-127716.47993079998,8,0
D03,C_10,S0_CURRENT,BEAR,2705,206,14,0.6258780036968576,1692,-0.008203443786507026,-0.011812567464679404,-1928807.1211652008,0.4107565011820331,0.7357801457289029,-0.1765625341144487,0.08336779064548877,-0.07400454151720946,10.022458628841608,2705,185,-188003.72615640005,2,0
D03,C_10,S0_CURRENT,BULL,6683,432,22,0.5798294179260811,3869,-0.007254020950241384,-0.006711424672526559,-2536760.6656784015,0.40992504523132595,0.8377326106038318,-0.153963012537117,0.08329800152467785,-0.07272598603248967,10.00620315326958,6683,375,-429780.4931020999,5,0
D03,C_10,S0_CURRENT,TRANSITION,4637,300,36,0.6126806124649558,2766,-0.009053564837436901,-0.005736047154387806,-1564717.0988984013,0.4378163412870571,0.8402402468454532,-0.14019082689203577,0.0769533988683925,-0.06812405989076449,10.005422993492408,4637,258,-119522.58094759996,7,0
D03,C_10,S1,HIGH_IMPROVING,3265,192,51,0.5920367534456356,1930,-0.012435087549868204,-0.003068566191859598,-583296.4893591012,0.43212435233160623,0.9203964724019197,-0.15587876238558745,0.08623470446386775,-0.06834886917537374,10.006735751295336,3265,162,-131513.15874879988,2,0
D03,C_10,S1,HIGH_NONIMPROVING,3719,211,51,0.6052702339338532,2249,-0.00384486303738556,-0.006119700132282335,-1319607.7444995004,0.4032903512672299,0.8382185453023774,-0.13511592232843778,0.07602704862556096,-0.0670950055741627,10.003112494441973,3719,191,-240484.89066029998,2,0
D03,C_10,S1,LOW_IMPROVING,3544,249,46,0.5979119638826185,2111,-0.007353464285082693,-0.010961671620138351,-2282940.259226501,0.4073898626243487,0.7446163559483815,-0.16297274868507775,0.08033734838679317,-0.07666342620660117,10.01847465656087,3544,212,-54562.83497329995,2,0
D03,C_10,S1,LOW_NONIMPROVING,3497,286,55,0.6022304832713755,2037,-0.00873174334647584,-0.009324322778289353,-1844440.3926569012,0.4374079528718704,0.7778826456385665,-0.16001622094205684,0.08305420546020986,-0.07382287486390635,10.008836524300442,3497,253,-310745.9158237001,8,3497
D04,C_10,S0,BEAR,1155,183,13,0.6216450216450217,717,-0.009165500869582476,-0.010405209043477125,-733800.5950704002,0.4198047419804742,0.7717282731629117,-0.18973008186651902,0.08546411569642076,-0.07478769152701605,10.051603905160391,1155,167,-185887.39713139992,2,0
D04,C_10,S0,BULL,2554,399,20,0.572435395458105,1457,-0.011730710453349736,-0.009759268512911123,-1358305.4573555007,0.40494166094715167,0.7805152936692461,-0.16253443682080645,0.08344318517092338,-0.07674860917588976,10.010295126973233,2554,347,-398499.0512309001,2,0
D04,C_10,S0,TRANSITION,1874,283,35,0.6141942369263608,1126,-0.004606298785568981,-0.0045540098729034,-497073.0408032007,0.44316163410301956,0.8705896287245469,-0.14015414446037938,0.07722417436728204,-0.06538818900898652,10.00266429840142,1874,264,-101344.22067460002,3,0
D04,C_10,S0_CURRENT,BEAR,1072,181,14,0.625,669,-0.0085582126107714,-0.00991462905977763,-643070.6123446003,0.4170403587443946,0.7814508890320999,-0.18486025800743297,0.08585830630298495,-0.07366167198655897,10.046337817638266,1072,157,-173737.9558913999,2,0
D04,C_10,S0_CURRENT,BULL,2645,403,22,0.5724007561436673,1509,-0.010503393099620527,-0.009301145356711003,-1335456.679941601,0.4049039098740888,0.7886834129756782,-0.1587716553467647,0.0836308710071378,-0.07569807125222787,10.009940357852882,2645,359,-374573.7714097001,3,0
D04,C_10,S0_CURRENT,TRANSITION,1866,281,35,0.6146838156484459,1122,-0.0066781164452706845,-0.0054717371123936655,-610651.8009429006,0.44563279857397503,0.8466513444976446,-0.14155669304590318,0.07680099894782598,-0.06734808479468887,10.008021390374331,1866,262,-137418.9417358,2,0
D04,C_10,S1,HIGH_IMPROVING,1404,189,51,0.5847578347578347,818,-0.017733534937178726,-0.00611131664226651,-466262.28802540054,0.4290953545232274,0.854086446985563,-0.16491890655850233,0.08434572608548287,-0.07103321380433471,10.008557457212714,1404,164,-102723.82273400002,1,0
D04,C_10,S1,HIGH_NONIMPROVING,1419,190,49,0.6081747709654687,862,-0.008725073285745906,-0.00989787429498038,-820486.4867958005,0.3990719257540603,0.749912431934612,-0.13802848995907546,0.07310397616961606,-0.06932241104283368,10.005800464037122,1419,177,-215049.69138880007,0,0
D04,C_10,S1,LOW_IMPROVING,1422,231,45,0.580168776371308,823,-0.00862747628839227,-0.009921133620585252,-790395.0462215,0.41190765492102066,0.7712193867966353,-0.16276195720110584,0.08100864705431046,-0.07663999460110256,10.046172539489673,1422,203,-140002.69424339995,2,0
D04,C_10,S1,LOW_NONIMPROVING,1338,255,54,0.6143497757847534,797,-0.002093368755256072,-0.006413408530721554,-512035.27218640025,0.4466750313676286,0.8454550930784646,-0.16923242486750803,0.08924512442170277,-0.07294453757927838,10.006273525721456,1338,234,-227954.4606707001,4,1338
D05,C_10,S0,BEAR,831,189,14,0.5980746089049338,497,-0.001977582351637506,-0.007898184805940877,-394669.8096968004,0.41448692152917505,0.8148516447140038,-0.17947972088036765,0.08615232960094703,-0.07347433799868378,10.012072434607646,831,165,50926.61649139991,0,0
D05,C_10,S0,BULL,2163,402,20,0.5723532131299122,1234,-0.002807868090718584,-0.0018137178400512044,-220403.0775886007,0.4165316045380875,0.9535067702962009,-0.14517710197052283,0.0865099179162672,-0.07086339750589517,10.009724473257698,2163,359,-25290.813438900397,0,0
D05,C_10,S0,TRANSITION,1592,283,35,0.5954773869346733,920,-0.009397887817372502,-0.00721958990344111,-637570.3835916006,0.43043478260869567,0.794545516297234,-0.1342325750466688,0.0740772468277092,-0.06432510525896261,10.007608695652173,1592,253,-49086.34558809997,0,0
D05,C_10,S0_CURRENT,BEAR,758,186,13,0.5949868073878628,451,-0.0024337170890757643,-0.01040867569178131,-460529.90981860034,0.401330376940133,0.7719110669872061,-0.17993463718291808,0.08497126138452897,-0.07542081876526226,10.01330376940133,758,157,86462.56553139987,0,0
D05,C_10,S0_CURRENT,BULL,2269,407,22,0.5672102247686205,1285,-0.0016753856299240501,-0.0014777800870625461,-190051.4844094005,0.4171206225680934,0.9612874685304036,-0.14437790780804238,0.08705217363032738,-0.07018417965374311,10.009338521400778,2269,370,52171.55940909966,0,0
D05,C_10,S0_CURRENT,TRANSITION,1559,281,33,0.6061577934573444,915,-0.010839928401626689,-0.006789386038768173,-602061.8766490004,0.4360655737704918,0.8024096090387961,-0.13633683050665446,0.07381194710649579,-0.06441509860947858,10.007650273224044,1559,250,-162084.66747609992,0,0
D05,C_10,S1,HIGH_IMPROVING,1066,184,51,0.5919324577861164,631,-0.009611380715241945,-0.0059317259775220265,-372097.01539530023,0.42789223454833597,0.8434613871450234,-0.14887735548758707,0.08269814536563375,-0.06882900287308558,10.015847860538827,1066,171,76637.21848939965,0,0
D05,C_10,S1,HIGH_NONIMPROVING,1320,196,49,0.6,792,-0.0018931176388510545,-0.0004817564808907771,-39679.44863370026,0.4090909090909091,0.9851020957889898,-0.128132959060612,0.07881163196727055,-0.06335598291480823,10.007575757575758,1320,174,-36547.75834490011,0,0
D05,C_10,S1,LOW_IMPROVING,985,226,44,0.5868020304568528,573,-0.00801160226595724,-0.013744532368952985,-765472.9892540004,0.3944153577661431,0.6797690988725453,-0.15862089795278922,0.0797084007664986,-0.07402436949101489,10.0,985,206,-82091.18179159999,0,0
D05,C_10,S1,LOW_NONIMPROVING,1215,268,54,0.5613168724279836,655,-0.000329612474315278,-0.0012297116064880448,-75393.8175940006,0.45190839694656487,0.9703706864843179,-0.16466074122039934,0.0877065003341069,-0.07193324022300678,10.013740458015267,1215,226,18551.17911149998,0,1215
D06,C_10,S0,BEAR,8676,207,14,0.696058091286307,6021,-0.010314282754697595,0.008472674407206792,4380086.553442897,0.5464208603222056,1.3161911792290881,-0.11350696801232993,0.07160247680670848,-0.053194811395112646,10.00199302441455,8676,183,-143748.44040470012,1,0
D06,C_10,S0,BULL,11633,426,21,0.6429124043668873,7474,-0.003156172165480018,0.012626181270151979,7649850.468408898,0.5485683703505486,1.454535914653215,-0.11208374197447554,0.07436549700547199,-0.04822235874379303,10.009900990099009,11633,372,-203368.8726190001,2,0
D06,C_10,S0,TRANSITION,10960,297,35,0.6908759124087591,7548,0.0017239028294632533,0.003056918086538899,1806752.1483261979,0.49417064122946475,1.1039068281341822,-0.10670493279366593,0.06315947319470383,-0.0502507347725654,10.004372019077902,10960,266,-144921.52684020007,1,0
D06,C_10,S0_CURRENT,BEAR,7610,206,14,0.6804204993429698,5164,-0.010123229385626872,0.008852612999113557,3893381.3925468978,0.5466692486444616,1.3103367765922074,-0.12016645700385463,0.07285643460192373,-0.054689591200454704,10.002130131680868,7610,184,-77598.51977640022,1,0
D06,C_10,S0_CURRENT,BULL,12052,430,22,0.6446232990375041,7763,-0.0025032071005231162,0.012735848499020966,7979522.341864698,0.5499162694834471,1.4494353344226159,-0.11245804644676889,0.07430383692388247,-0.04846239038057153,10.007600154579416,12052,375,-186910.79762900015,2,0
D06,C_10,S0_CURRENT,TRANSITION,11607,294,35,0.7015594038080468,8116,0.0006193654155891331,0.0029413976972377347,1963785.4357663984,0.49630359783144407,1.1105072034835206,-0.10370563505936299,0.06291308856841796,-0.04945315786605238,10.006037456875308,11607,262,-227529.52245849994,1,0
