id,status,n
R1_S1_H01_C_10,SUSPENDED_OR_NO_TRADE,1
R1_S1_H01_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_H01_C_MAX,FILLED,249
R1_S1_H01_C_MAX,HELD,41
R1_S1_H01_C_MAX,MARKET_BUDGET_BLOCK,248
R1_S1_H01_C_MAX,OVER_LIMIT,199
R1_S1_H01_C_MAX,RISK_OR_CASH_OR_CAPACITY,103
R1_S1_H01_C_MAX,SLOTS_OR_RANK,97
R1_S1_H01_C_MAX,SUSPENDED_OR_NO_TRADE,1
R1_S1_H02_C_10_CA,END_BOUNDARY_NO_ENTRY_SESSION,8
R1_S1_H02_C_10_CA,FILLED,633
R1_S1_H02_C_10_CA,HELD,10
R1_S1_H02_C_10_CA,INVALID_EXECUTION_DATA,1
R1_S1_H02_C_10_CA,LIMIT_OR_STATUS_BLOCK,2
R1_S1_H02_C_10_CA,MARKET_BUDGET_BLOCK,1109
R1_S1_H02_C_10_CA,OVER_LIMIT,429
R1_S1_H02_C_10_CA,RISK_OR_CASH_OR_CAPACITY,1
R1_S1_H02_C_10_CA,SLOTS_OR_RANK,2391
R1_S1_H02_C_10_CA,SUSPENDED_OR_NO_TRADE,2
R1_S1_H02_C_MAX_CA,END_BOUNDARY_NO_ENTRY_SESSION,8
R1_S1_H02_C_MAX_CA,FILLED,609
R1_S1_H02_C_MAX_CA,HELD,9
R1_S1_H02_C_MAX_CA,LIMIT_OR_STATUS_BLOCK,2
R1_S1_H02_C_MAX_CA,MARKET_BUDGET_BLOCK,1126
R1_S1_H02_C_MAX_CA,OVER_LIMIT,421
R1_S1_H02_C_MAX_CA,RISK_OR_CASH_OR_CAPACITY,171
R1_S1_H02_C_MAX_CA,SLOTS_OR_RANK,2236
R1_S1_H02_C_MAX_CA,SUSPENDED_OR_NO_TRADE,4
R1_S1_POOL_C_10,END_BOUNDARY_NO_ENTRY_SESSION,10
R1_S1_POOL_C_10,FILLED,655
R1_S1_POOL_C_10,HELD,60
R1_S1_POOL_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_S1_POOL_C_10,MARKET_BUDGET_BLOCK,1413
R1_S1_POOL_C_10,OVER_LIMIT,517
R1_S1_POOL_C_10,PHYSICAL_SECURITY_DEDUP,59
R1_S1_POOL_C_10,RISK_OR_CASH_OR_CAPACITY,2
R1_S1_POOL_C_10,SLOTS_OR_RANK,4254
R1_S1_POOL_C_10,SUSPENDED_OR_NO_TRADE,2
R1_S1_POOL_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,10
R1_S1_POOL_C_MAX,FILLED,636
R1_S1_POOL_C_MAX,HELD,63
R1_S1_POOL_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R1_S1_POOL_C_MAX,MARKET_BUDGET_BLOCK,1411
R1_S1_POOL_C_MAX,OVER_LIMIT,514
R1_S1_POOL_C_MAX,PHYSICAL_SECURITY_DEDUP,59
R1_S1_POOL_C_MAX,RISK_OR_CASH_OR_CAPACITY,135
R1_S1_POOL_C_MAX,SLOTS_OR_RANK,4141
R1_S1_POOL_C_MAX,SUSPENDED_OR_NO_TRADE,3
R2_PRIORITY_GATE_C_10,END_BOUNDARY_NO_ENTRY_SESSION,10
R2_PRIORITY_GATE_C_10,FILLED,653
R2_PRIORITY_GATE_C_10,HELD,60
R2_PRIORITY_GATE_C_10,LIMIT_OR_STATUS_BLOCK,4
R2_PRIORITY_GATE_C_10,MARKET_BUDGET_BLOCK,1398
R2_PRIORITY_GATE_C_10,OVER_LIMIT,529
R2_PRIORITY_GATE_C_10,PHYSICAL_SECURITY_DEDUP,59
R2_PRIORITY_GATE_C_10,RISK_OR_CASH_OR_CAPACITY,2
R2_PRIORITY_GATE_C_10,SLOTS_OR_RANK,4258
R2_PRIORITY_GATE_C_10,SUSPENDED_OR_NO_TRADE,2
R2_PRIORITY_GATE_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,10
R2_PRIORITY_GATE_C_MAX,FILLED,632
R2_PRIORITY_GATE_C_MAX,HELD,57
R2_PRIORITY_GATE_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R2_PRIORITY_GATE_C_MAX,MARKET_BUDGET_BLOCK,1415
R2_PRIORITY_GATE_C_MAX,OVER_LIMIT,530
R2_PRIORITY_GATE_C_MAX,PHYSICAL_SECURITY_DEDUP,59
R2_PRIORITY_GATE_C_MAX,RISK_OR_CASH_OR_CAPACITY,142
R2_PRIORITY_GATE_C_MAX,SLOTS_OR_RANK,4124
R2_PRIORITY_GATE_C_MAX,SUSPENDED_OR_NO_TRADE,3
R2_PRIORITY_OPEN_C_10,END_BOUNDARY_NO_ENTRY_SESSION,10
R2_PRIORITY_OPEN_C_10,FILLED,799
R2_PRIORITY_OPEN_C_10,HELD,66
R2_PRIORITY_OPEN_C_10,LIMIT_OR_STATUS_BLOCK,8
R2_PRIORITY_OPEN_C_10,OVER_LIMIT,606
R2_PRIORITY_OPEN_C_10,PHYSICAL_SECURITY_DEDUP,59
R2_PRIORITY_OPEN_C_10,RISK_OR_CASH_OR_CAPACITY,1
R2_PRIORITY_OPEN_C_10,SLOTS_OR_RANK,5424
R2_PRIORITY_OPEN_C_10,SUSPENDED_OR_NO_TRADE,2
R2_PRIORITY_OPEN_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,10
R2_PRIORITY_OPEN_C_MAX,FILLED,793
R2_PRIORITY_OPEN_C_MAX,HELD,69
R2_PRIORITY_OPEN_C_MAX,LIMIT_OR_STATUS_BLOCK,7
R2_PRIORITY_OPEN_C_MAX,OVER_LIMIT,599
R2_PRIORITY_OPEN_C_MAX,PHYSICAL_SECURITY_DEDUP,59
R2_PRIORITY_OPEN_C_MAX,RISK_OR_CASH_OR_CAPACITY,39
R2_PRIORITY_OPEN_C_MAX,SLOTS_OR_RANK,5396
R2_PRIORITY_OPEN_C_MAX,SUSPENDED_OR_NO_TRADE,3
R3_HALF_D08_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R3_HALF_D08_C_10,FILLED,242
R3_HALF_D08_C_10,HELD,3
R3_HALF_D08_C_10,LIMIT_OR_STATUS_BLOCK,1
R3_HALF_D08_C_10,MARKET_BUDGET_BLOCK,544
R3_HALF_D08_C_10,OVER_LIMIT,207
R3_HALF_D08_C_10,RISK_OR_CASH_OR_CAPACITY,117
R3_HALF_D08_C_10,SLOTS_OR_RANK,335
R3_HALF_D08_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R3_HALF_D08_C_MAX,FILLED,226
R3_HALF_D08_C_MAX,HELD,2
R3_HALF_D08_C_MAX,LIMIT_OR_STATUS_BLOCK,1
R3_HALF_D08_C_MAX,MARKET_BUDGET_BLOCK,676
R3_HALF_D08_C_MAX,OVER_LIMIT,183
R3_HALF_D08_C_MAX,RISK_OR_CASH_OR_CAPACITY,57
R3_HALF_D08_C_MAX,SLOTS_OR_RANK,304
R4_LEVEL_D08_C_10_CA,END_BOUNDARY_NO_ENTRY_SESSION,1
R4_LEVEL_D08_C_10_CA,FILLED,285
R4_LEVEL_D08_C_10_CA,HELD,2
R4_LEVEL_D08_C_10_CA,LIMIT_OR_STATUS_BLOCK,3
R4_LEVEL_D08_C_10_CA,MARKET_BUDGET_BLOCK,236
R4_LEVEL_D08_C_10_CA,OVER_LIMIT,227
R4_LEVEL_D08_C_10_CA,SLOTS_OR_RANK,696
R4_LEVEL_D08_C_MAX_CA,END_BOUNDARY_NO_ENTRY_SESSION,1
R4_LEVEL_D08_C_MAX_CA,FILLED,260
R4_LEVEL_D08_C_MAX_CA,HELD,3
R4_LEVEL_D08_C_MAX_CA,LIMIT_OR_STATUS_BLOCK,2
R4_LEVEL_D08_C_MAX_CA,MARKET_BUDGET_BLOCK,236
R4_LEVEL_D08_C_MAX_CA,OVER_LIMIT,201
R4_LEVEL_D08_C_MAX_CA,RISK_OR_CASH_OR_CAPACITY,132
R4_LEVEL_D08_C_MAX_CA,SLOTS_OR_RANK,615
R4_S1_H02_C_10_CA,END_BOUNDARY_NO_ENTRY_SESSION,8
R4_S1_H02_C_10_CA,FILLED,719
R4_S1_H02_C_10_CA,HELD,6
R4_S1_H02_C_10_CA,INVALID_EXECUTION_DATA,1
R4_S1_H02_C_10_CA,LIMIT_OR_STATUS_BLOCK,2
R4_S1_H02_C_10_CA,MARKET_BUDGET_BLOCK,1159
R4_S1_H02_C_10_CA,OVER_LIMIT,497
R4_S1_H02_C_10_CA,SLOTS_OR_RANK,2192
R4_S1_H02_C_10_CA,SUSPENDED_OR_NO_TRADE,2
R4_S1_H02_C_MAX_CA,END_BOUNDARY_NO_ENTRY_SESSION,8
R4_S1_H02_C_MAX_CA,FILLED,695
R4_S1_H02_C_MAX_CA,HELD,5
R4_S1_H02_C_MAX_CA,LIMIT_OR_STATUS_BLOCK,1
R4_S1_H02_C_MAX_CA,MARKET_BUDGET_BLOCK,1166
R4_S1_H02_C_MAX_CA,OVER_LIMIT,485
R4_S1_H02_C_MAX_CA,RISK_OR_CASH_OR_CAPACITY,164
R4_S1_H02_C_MAX_CA,SLOTS_OR_RANK,2059
R4_S1_H02_C_MAX_CA,SUSPENDED_OR_NO_TRADE,3
R4_S1_POOL_C_10,END_BOUNDARY_NO_ENTRY_SESSION,10
R4_S1_POOL_C_10,FILLED,761
R4_S1_POOL_C_10,HELD,42
R4_S1_POOL_C_10,LIMIT_OR_STATUS_BLOCK,4
R4_S1_POOL_C_10,MARKET_BUDGET_BLOCK,1480
R4_S1_POOL_C_10,OVER_LIMIT,568
R4_S1_POOL_C_10,PHYSICAL_SECURITY_DEDUP,59
R4_S1_POOL_C_10,RISK_OR_CASH_OR_CAPACITY,1
R4_S1_POOL_C_10,SLOTS_OR_RANK,4047
R4_S1_POOL_C_10,SUSPENDED_OR_NO_TRADE,3
R4_S1_POOL_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,10
R4_S1_POOL_C_MAX,FILLED,741
R4_S1_POOL_C_MAX,HELD,41
R4_S1_POOL_C_MAX,LIMIT_OR_STATUS_BLOCK,4
R4_S1_POOL_C_MAX,MARKET_BUDGET_BLOCK,1491
R4_S1_POOL_C_MAX,OVER_LIMIT,558
R4_S1_POOL_C_MAX,PHYSICAL_SECURITY_DEDUP,59
R4_S1_POOL_C_MAX,RISK_OR_CASH_OR_CAPACITY,129
R4_S1_POOL_C_MAX,SLOTS_OR_RANK,3940
R4_S1_POOL_C_MAX,SUSPENDED_OR_NO_TRADE,2
