id,status,n
FIX_E_P1_BALANCED_C_ONE_EST,LIMIT_OR_STATUS_BLOCK,1
FIX_E_P1_BALANCED_C_ONE_EST,OVER_LIMIT,54
FIX_E_P1_BALANCED_C_ONE_EST,PHYSICAL_SECURITY_DEDUP,5
FIX_E_P1_BALANCED_C_ONE_EST,SLOTS_OR_RANK,49906
FIX_E_P2_PHASE_C_10_E10,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_10_E10,FILLED,830
FIX_E_P2_PHASE_C_10_E10,HELD,405
FIX_E_P2_PHASE_C_10_E10,LIMIT_OR_STATUS_BLOCK,12
FIX_E_P2_PHASE_C_10_E10,OVER_LIMIT,547
FIX_E_P2_PHASE_C_10_E10,RISK_OR_CASH_OR_CAPACITY,5
FIX_E_P2_PHASE_C_10_E10,SLOTS_OR_RANK,48332
FIX_E_P2_PHASE_C_10_E10,SUSPENDED_OR_NO_TRADE,1
FIX_E_P2_PHASE_C_10_EST,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_10_EST,FILLED,1004
FIX_E_P2_PHASE_C_10_EST,HELD,400
FIX_E_P2_PHASE_C_10_EST,LIMIT_OR_STATUS_BLOCK,12
FIX_E_P2_PHASE_C_10_EST,OVER_LIMIT,613
FIX_E_P2_PHASE_C_10_EST,RISK_OR_CASH_OR_CAPACITY,12
FIX_E_P2_PHASE_C_10_EST,SLOTS_OR_RANK,48090
FIX_E_P2_PHASE_C_10_EST,SUSPENDED_OR_NO_TRADE,1
FIX_E_P2_PHASE_C_MAX_E10,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_MAX_E10,FILLED,830
FIX_E_P2_PHASE_C_MAX_E10,HELD,406
FIX_E_P2_PHASE_C_MAX_E10,LIMIT_OR_STATUS_BLOCK,12
FIX_E_P2_PHASE_C_MAX_E10,OVER_LIMIT,544
FIX_E_P2_PHASE_C_MAX_E10,RISK_OR_CASH_OR_CAPACITY,8
FIX_E_P2_PHASE_C_MAX_E10,SLOTS_OR_RANK,48331
FIX_E_P2_PHASE_C_MAX_E10,SUSPENDED_OR_NO_TRADE,1
FIX_E_P2_PHASE_C_MAX_EST,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_MAX_EST,FILLED,1003
FIX_E_P2_PHASE_C_MAX_EST,HELD,391
FIX_E_P2_PHASE_C_MAX_EST,LIMIT_OR_STATUS_BLOCK,13
FIX_E_P2_PHASE_C_MAX_EST,OVER_LIMIT,609
FIX_E_P2_PHASE_C_MAX_EST,RISK_OR_CASH_OR_CAPACITY,36
FIX_E_P2_PHASE_C_MAX_EST,SLOTS_OR_RANK,48079
FIX_E_P2_PHASE_C_MAX_EST,SUSPENDED_OR_NO_TRADE,1
FIX_E_P2_PHASE_C_ONE_E10,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_ONE_E10,FILLED,82
FIX_E_P2_PHASE_C_ONE_E10,HELD,47
FIX_E_P2_PHASE_C_ONE_E10,LIMIT_OR_STATUS_BLOCK,1
FIX_E_P2_PHASE_C_ONE_E10,OVER_LIMIT,74
FIX_E_P2_PHASE_C_ONE_E10,SLOTS_OR_RANK,49927
FIX_E_P2_PHASE_C_ONE_E10,SUSPENDED_OR_NO_TRADE,1
FIX_E_P2_PHASE_C_ONE_EST,END_BOUNDARY_NO_ENTRY_SESSION,33
FIX_E_P2_PHASE_C_ONE_EST,FILLED,100
FIX_E_P2_PHASE_C_ONE_EST,HELD,52
FIX_E_P2_PHASE_C_ONE_EST,LIMIT_OR_STATUS_BLOCK,1
FIX_E_P2_PHASE_C_ONE_EST,OVER_LIMIT,80
FIX_E_P2_PHASE_C_ONE_EST,SLOTS_OR_RANK,49899
FIX_E_P3_CORROBORATE_C_10_E10,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_10_E10,FILLED,682
FIX_E_P3_CORROBORATE_C_10_E10,HELD,285
FIX_E_P3_CORROBORATE_C_10_E10,LIMIT_OR_STATUS_BLOCK,3
FIX_E_P3_CORROBORATE_C_10_E10,OVER_LIMIT,408
FIX_E_P3_CORROBORATE_C_10_E10,SLOTS_OR_RANK,1630
FIX_E_P3_CORROBORATE_C_10_E10,SUSPENDED_OR_NO_TRADE,4
FIX_E_P3_CORROBORATE_C_10_EST,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_10_EST,FILLED,735
FIX_E_P3_CORROBORATE_C_10_EST,HELD,297
FIX_E_P3_CORROBORATE_C_10_EST,LIMIT_OR_STATUS_BLOCK,3
FIX_E_P3_CORROBORATE_C_10_EST,OVER_LIMIT,441
FIX_E_P3_CORROBORATE_C_10_EST,RISK_OR_CASH_OR_CAPACITY,6
FIX_E_P3_CORROBORATE_C_10_EST,SLOTS_OR_RANK,1526
FIX_E_P3_CORROBORATE_C_10_EST,SUSPENDED_OR_NO_TRADE,4
FIX_E_P3_CORROBORATE_C_MAX_E10,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_MAX_E10,FILLED,649
FIX_E_P3_CORROBORATE_C_MAX_E10,HELD,266
FIX_E_P3_CORROBORATE_C_MAX_E10,LIMIT_OR_STATUS_BLOCK,3
FIX_E_P3_CORROBORATE_C_MAX_E10,OVER_LIMIT,392
FIX_E_P3_CORROBORATE_C_MAX_E10,RISK_OR_CASH_OR_CAPACITY,154
FIX_E_P3_CORROBORATE_C_MAX_E10,SLOTS_OR_RANK,1544
FIX_E_P3_CORROBORATE_C_MAX_E10,SUSPENDED_OR_NO_TRADE,4
FIX_E_P3_CORROBORATE_C_MAX_EST,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_MAX_EST,FILLED,696
FIX_E_P3_CORROBORATE_C_MAX_EST,HELD,276
FIX_E_P3_CORROBORATE_C_MAX_EST,LIMIT_OR_STATUS_BLOCK,3
FIX_E_P3_CORROBORATE_C_MAX_EST,OVER_LIMIT,415
FIX_E_P3_CORROBORATE_C_MAX_EST,RISK_OR_CASH_OR_CAPACITY,177
FIX_E_P3_CORROBORATE_C_MAX_EST,SLOTS_OR_RANK,1441
FIX_E_P3_CORROBORATE_C_MAX_EST,SUSPENDED_OR_NO_TRADE,4
FIX_E_P3_CORROBORATE_C_ONE_E10,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_ONE_E10,FILLED,81
FIX_E_P3_CORROBORATE_C_ONE_E10,HELD,30
FIX_E_P3_CORROBORATE_C_ONE_E10,OVER_LIMIT,45
FIX_E_P3_CORROBORATE_C_ONE_E10,SLOTS_OR_RANK,2856
FIX_E_P3_CORROBORATE_C_ONE_EST,END_BOUNDARY_NO_ENTRY_SESSION,5
FIX_E_P3_CORROBORATE_C_ONE_EST,FILLED,91
FIX_E_P3_CORROBORATE_C_ONE_EST,HELD,50
FIX_E_P3_CORROBORATE_C_ONE_EST,OVER_LIMIT,55
FIX_E_P3_CORROBORATE_C_ONE_EST,SLOTS_OR_RANK,2816
FIX_Q3_BASE_C_10_E10_CA,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_10_E10_CA,FILLED,665
FIX_Q3_BASE_C_10_E10_CA,HELD,20
FIX_Q3_BASE_C_10_E10_CA,OVER_LIMIT,152
FIX_Q3_BASE_C_10_E10_CA,RISK_OR_CASH_OR_CAPACITY,2
FIX_Q3_BASE_C_10_E10_CA,SLOTS_OR_RANK,541
FIX_Q3_BASE_C_10_EST,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_10_EST,FILLED,713
FIX_Q3_BASE_C_10_EST,HELD,19
FIX_Q3_BASE_C_10_EST,OVER_LIMIT,144
FIX_Q3_BASE_C_10_EST,RISK_OR_CASH_OR_CAPACITY,3
FIX_Q3_BASE_C_10_EST,SLOTS_OR_RANK,501
FIX_Q3_BASE_C_MAX_E10,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_MAX_E10,FILLED,558
FIX_Q3_BASE_C_MAX_E10,HELD,15
FIX_Q3_BASE_C_MAX_E10,OVER_LIMIT,131
FIX_Q3_BASE_C_MAX_E10,RISK_OR_CASH_OR_CAPACITY,287
FIX_Q3_BASE_C_MAX_E10,SLOTS_OR_RANK,389
FIX_Q3_BASE_C_MAX_EST,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_MAX_EST,FILLED,616
FIX_Q3_BASE_C_MAX_EST,HELD,18
FIX_Q3_BASE_C_MAX_EST,OVER_LIMIT,130
FIX_Q3_BASE_C_MAX_EST,RISK_OR_CASH_OR_CAPACITY,270
FIX_Q3_BASE_C_MAX_EST,SLOTS_OR_RANK,346
FIX_Q3_BASE_C_ONE_E10,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_ONE_E10,FILLED,79
FIX_Q3_BASE_C_ONE_E10,HELD,4
FIX_Q3_BASE_C_ONE_E10,OVER_LIMIT,23
FIX_Q3_BASE_C_ONE_E10,SLOTS_OR_RANK,1274
FIX_Q3_BASE_C_ONE_EST,END_BOUNDARY_NO_ENTRY_SESSION,2
FIX_Q3_BASE_C_ONE_EST,FILLED,84
FIX_Q3_BASE_C_ONE_EST,HELD,3
FIX_Q3_BASE_C_ONE_EST,OVER_LIMIT,18
FIX_Q3_BASE_C_ONE_EST,SLOTS_OR_RANK,1275
FIX_Q3_ENHANCED_C_10_E10,FILLED,366
FIX_Q3_ENHANCED_C_10_E10,HELD,8
FIX_Q3_ENHANCED_C_10_E10,INVALID_MINUTE_EXECUTION,5
FIX_Q3_ENHANCED_C_10_E10,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,16
FIX_Q3_ENHANCED_C_10_E10,MINUTE_VOLUME_CAP,383
FIX_Q3_ENHANCED_C_10_E10,NO_LEGAL_SLIPPED_MINUTE_PRICE,422
FIX_Q3_ENHANCED_C_10_E10,OVER_LIMIT,12
FIX_Q3_ENHANCED_C_10_E10,RISK_OR_CASH_OR_CAPACITY,2
FIX_Q3_ENHANCED_C_10_E10,SLOTS_OR_RANK,168
FIX_Q3_ENHANCED_C_10_EST,FILLED,371
FIX_Q3_ENHANCED_C_10_EST,HELD,13
FIX_Q3_ENHANCED_C_10_EST,INVALID_MINUTE_EXECUTION,6
FIX_Q3_ENHANCED_C_10_EST,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,16
FIX_Q3_ENHANCED_C_10_EST,MINUTE_VOLUME_CAP,376
FIX_Q3_ENHANCED_C_10_EST,NO_LEGAL_SLIPPED_MINUTE_PRICE,417
FIX_Q3_ENHANCED_C_10_EST,OVER_LIMIT,11
FIX_Q3_ENHANCED_C_10_EST,RISK_OR_CASH_OR_CAPACITY,3
FIX_Q3_ENHANCED_C_10_EST,SLOTS_OR_RANK,169
FIX_Q3_ENHANCED_C_MAX_E10,FILLED,224
FIX_Q3_ENHANCED_C_MAX_E10,HELD,4
FIX_Q3_ENHANCED_C_MAX_E10,INVALID_MINUTE_EXECUTION,5
FIX_Q3_ENHANCED_C_MAX_E10,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,14
FIX_Q3_ENHANCED_C_MAX_E10,MINUTE_VOLUME_CAP,447
FIX_Q3_ENHANCED_C_MAX_E10,NO_LEGAL_SLIPPED_MINUTE_PRICE,454
FIX_Q3_ENHANCED_C_MAX_E10,OVER_LIMIT,15
FIX_Q3_ENHANCED_C_MAX_E10,RISK_OR_CASH_OR_CAPACITY,67
FIX_Q3_ENHANCED_C_MAX_E10,SLOTS_OR_RANK,152
FIX_Q3_ENHANCED_C_MAX_EST,FILLED,220
FIX_Q3_ENHANCED_C_MAX_EST,HELD,6
FIX_Q3_ENHANCED_C_MAX_EST,INVALID_MINUTE_EXECUTION,5
FIX_Q3_ENHANCED_C_MAX_EST,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,14
FIX_Q3_ENHANCED_C_MAX_EST,MINUTE_VOLUME_CAP,468
FIX_Q3_ENHANCED_C_MAX_EST,NO_LEGAL_SLIPPED_MINUTE_PRICE,470
FIX_Q3_ENHANCED_C_MAX_EST,OVER_LIMIT,17
FIX_Q3_ENHANCED_C_MAX_EST,RISK_OR_CASH_OR_CAPACITY,48
FIX_Q3_ENHANCED_C_MAX_EST,SLOTS_OR_RANK,134
FIX_Q3_ENHANCED_C_ONE_E10,FILLED,10
FIX_Q3_ENHANCED_C_ONE_E10,INVALID_MINUTE_EXECUTION,2
FIX_Q3_ENHANCED_C_ONE_E10,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,8
FIX_Q3_ENHANCED_C_ONE_E10,MINUTE_VOLUME_CAP,266
FIX_Q3_ENHANCED_C_ONE_E10,NO_LEGAL_SLIPPED_MINUTE_PRICE,265
FIX_Q3_ENHANCED_C_ONE_E10,OVER_LIMIT,9
FIX_Q3_ENHANCED_C_ONE_E10,RISK_OR_CASH_OR_CAPACITY,1
FIX_Q3_ENHANCED_C_ONE_E10,SLOTS_OR_RANK,821
FIX_Q3_ENHANCED_C_ONE_EST,FILLED,8
FIX_Q3_ENHANCED_C_ONE_EST,INVALID_MINUTE_EXECUTION,2
FIX_Q3_ENHANCED_C_ONE_EST,MINUTE_UPPER_LIMIT_QUEUE_UNVERIFIED,8
FIX_Q3_ENHANCED_C_ONE_EST,MINUTE_VOLUME_CAP,271
FIX_Q3_ENHANCED_C_ONE_EST,NO_LEGAL_SLIPPED_MINUTE_PRICE,270
FIX_Q3_ENHANCED_C_ONE_EST,OVER_LIMIT,10
FIX_Q3_ENHANCED_C_ONE_EST,RISK_OR_CASH_OR_CAPACITY,1
FIX_Q3_ENHANCED_C_ONE_EST,SLOTS_OR_RANK,812
PARITY_H02_C_10,END_BOUNDARY_NO_ENTRY_SESSION,8
PARITY_H02_C_10,FILLED,784
PARITY_H02_C_10,HELD,9
PARITY_H02_C_10,INVALID_EXECUTION_DATA,1
PARITY_H02_C_10,LIMIT_OR_STATUS_BLOCK,4
PARITY_H02_C_10,OVER_LIMIT,567
PARITY_H02_C_10,SLOTS_OR_RANK,3212
PARITY_H02_C_10,SUSPENDED_OR_NO_TRADE,1
PAST_ONLY_D08_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
PAST_ONLY_D08_C_10,FILLED,268
PAST_ONLY_D08_C_10,HELD,4
PAST_ONLY_D08_C_10,LIMIT_OR_STATUS_BLOCK,2
PAST_ONLY_D08_C_10,MARKET_BUDGET_BLOCK,348
PAST_ONLY_D08_C_10,OVER_LIMIT,213
PAST_ONLY_D08_C_10,RISK_OR_CASH_OR_CAPACITY,1
PAST_ONLY_D08_C_10,SLOTS_OR_RANK,613
PAST_ONLY_D08_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
PAST_ONLY_D08_C_MAX,FILLED,249
PAST_ONLY_D08_C_MAX,HELD,2
PAST_ONLY_D08_C_MAX,LIMIT_OR_STATUS_BLOCK,3
PAST_ONLY_D08_C_MAX,MARKET_BUDGET_BLOCK,348
PAST_ONLY_D08_C_MAX,OVER_LIMIT,196
PAST_ONLY_D08_C_MAX,RISK_OR_CASH_OR_CAPACITY,107
PAST_ONLY_D08_C_MAX,SLOTS_OR_RANK,544
R0_POOL_C_10,END_BOUNDARY_NO_ENTRY_SESSION,10
R0_POOL_C_10,FILLED,798
R0_POOL_C_10,HELD,65
R0_POOL_C_10,LIMIT_OR_STATUS_BLOCK,7
R0_POOL_C_10,OVER_LIMIT,611
R0_POOL_C_10,PHYSICAL_SECURITY_DEDUP,59
R0_POOL_C_10,RISK_OR_CASH_OR_CAPACITY,1
R0_POOL_C_10,SLOTS_OR_RANK,5422
R0_POOL_C_10,SUSPENDED_OR_NO_TRADE,2
R0_POOL_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,10
R0_POOL_C_MAX,FILLED,791
R0_POOL_C_MAX,HELD,67
R0_POOL_C_MAX,LIMIT_OR_STATUS_BLOCK,7
R0_POOL_C_MAX,OVER_LIMIT,614
R0_POOL_C_MAX,PHYSICAL_SECURITY_DEDUP,59
R0_POOL_C_MAX,RISK_OR_CASH_OR_CAPACITY,37
R0_POOL_C_MAX,SLOTS_OR_RANK,5387
R0_POOL_C_MAX,SUSPENDED_OR_NO_TRADE,3
R1_CURRENT_H02_C_10,END_BOUNDARY_NO_ENTRY_SESSION,8
R1_CURRENT_H02_C_10,FILLED,657
R1_CURRENT_H02_C_10,HELD,7
R1_CURRENT_H02_C_10,LIMIT_OR_STATUS_BLOCK,4
R1_CURRENT_H02_C_10,MARKET_BUDGET_BLOCK,758
R1_CURRENT_H02_C_10,OVER_LIMIT,477
R1_CURRENT_H02_C_10,RISK_OR_CASH_OR_CAPACITY,1
R1_CURRENT_H02_C_10,SLOTS_OR_RANK,2672
R1_CURRENT_H02_C_10,SUSPENDED_OR_NO_TRADE,2
R1_CURRENT_H02_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,8
R1_CURRENT_H02_C_MAX,FILLED,646
R1_CURRENT_H02_C_MAX,HELD,7
R1_CURRENT_H02_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R1_CURRENT_H02_C_MAX,MARKET_BUDGET_BLOCK,758
R1_CURRENT_H02_C_MAX,OVER_LIMIT,478
R1_CURRENT_H02_C_MAX,RISK_OR_CASH_OR_CAPACITY,59
R1_CURRENT_H02_C_MAX,SLOTS_OR_RANK,2625
R1_CURRENT_H02_C_MAX,SUSPENDED_OR_NO_TRADE,2
R1_LEVEL_D08_C3_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_C3_C_10,FILLED,288
R1_LEVEL_D08_C3_C_10,HELD,4
R1_LEVEL_D08_C3_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_LEVEL_D08_C3_C_10,MARKET_BUDGET_BLOCK,212
R1_LEVEL_D08_C3_C_10,OVER_LIMIT,234
R1_LEVEL_D08_C3_C_10,SLOTS_OR_RANK,708
R1_LEVEL_D08_C3_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_C3_C_MAX,FILLED,253
R1_LEVEL_D08_C3_C_MAX,HELD,2
R1_LEVEL_D08_C3_C_MAX,LIMIT_OR_STATUS_BLOCK,2
R1_LEVEL_D08_C3_C_MAX,MARKET_BUDGET_BLOCK,212
R1_LEVEL_D08_C3_C_MAX,OVER_LIMIT,194
R1_LEVEL_D08_C3_C_MAX,RISK_OR_CASH_OR_CAPACITY,183
R1_LEVEL_D08_C3_C_MAX,SLOTS_OR_RANK,603
R1_LEVEL_D08_COST2_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_COST2_C_10,FILLED,282
R1_LEVEL_D08_COST2_C_10,HELD,3
R1_LEVEL_D08_COST2_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_LEVEL_D08_COST2_C_10,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_COST2_C_10,OVER_LIMIT,234
R1_LEVEL_D08_COST2_C_10,SLOTS_OR_RANK,693
R1_LEVEL_D08_COST2_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_COST2_C_MAX,FILLED,257
R1_LEVEL_D08_COST2_C_MAX,HELD,3
R1_LEVEL_D08_COST2_C_MAX,LIMIT_OR_STATUS_BLOCK,2
R1_LEVEL_D08_COST2_C_MAX,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_COST2_C_MAX,OVER_LIMIT,199
R1_LEVEL_D08_COST2_C_MAX,RISK_OR_CASH_OR_CAPACITY,112
R1_LEVEL_D08_COST2_C_MAX,SLOTS_OR_RANK,642
R1_LEVEL_D08_C_10_CA,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_C_10_CA,FILLED,283
R1_LEVEL_D08_C_10_CA,HELD,3
R1_LEVEL_D08_C_10_CA,LIMIT_OR_STATUS_BLOCK,3
R1_LEVEL_D08_C_10_CA,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_C_10_CA,OVER_LIMIT,224
R1_LEVEL_D08_C_10_CA,SLOTS_OR_RANK,702
R1_LEVEL_D08_C_MAX_CA,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_C_MAX_CA,FILLED,259
R1_LEVEL_D08_C_MAX_CA,HELD,2
R1_LEVEL_D08_C_MAX_CA,LIMIT_OR_STATUS_BLOCK,2
R1_LEVEL_D08_C_MAX_CA,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_C_MAX_CA,OVER_LIMIT,200
R1_LEVEL_D08_C_MAX_CA,RISK_OR_CASH_OR_CAPACITY,133
R1_LEVEL_D08_C_MAX_CA,SLOTS_OR_RANK,619
R1_LEVEL_D08_C_ONE,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_C_ONE,FILLED,37
R1_LEVEL_D08_C_ONE,MARKET_BUDGET_BLOCK,202
R1_LEVEL_D08_C_ONE,OVER_LIMIT,29
R1_LEVEL_D08_C_ONE,SLOTS_OR_RANK,1181
R1_LEVEL_D08_DELAY1_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_DELAY1_C_10,FILLED,278
R1_LEVEL_D08_DELAY1_C_10,FROZEN_LIMIT_BELOW_LEGAL_RANGE,8
R1_LEVEL_D08_DELAY1_C_10,HELD,3
R1_LEVEL_D08_DELAY1_C_10,LIMIT_OR_STATUS_BLOCK,1
R1_LEVEL_D08_DELAY1_C_10,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_DELAY1_C_10,OVER_LIMIT,264
R1_LEVEL_D08_DELAY1_C_10,SLOTS_OR_RANK,659
R1_LEVEL_D08_DELAY1_C_10,SUSPENDED_OR_NO_TRADE,2
R1_LEVEL_D08_DELAY1_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_LEVEL_D08_DELAY1_C_MAX,FILLED,263
R1_LEVEL_D08_DELAY1_C_MAX,FROZEN_LIMIT_BELOW_LEGAL_RANGE,8
R1_LEVEL_D08_DELAY1_C_MAX,HELD,2
R1_LEVEL_D08_DELAY1_C_MAX,LIMIT_OR_STATUS_BLOCK,1
R1_LEVEL_D08_DELAY1_C_MAX,MARKET_BUDGET_BLOCK,234
R1_LEVEL_D08_DELAY1_C_MAX,OVER_LIMIT,238
R1_LEVEL_D08_DELAY1_C_MAX,RISK_OR_CASH_OR_CAPACITY,61
R1_LEVEL_D08_DELAY1_C_MAX,SLOTS_OR_RANK,641
R1_LEVEL_D08_DELAY1_C_MAX,SUSPENDED_OR_NO_TRADE,1
R1_S1_D08_C3_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_C3_C_10,FILLED,358
R1_S1_D08_C3_C_10,HELD,5
R1_S1_D08_C3_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_C3_C_10,MARKET_BUDGET_BLOCK,61
R1_S1_D08_C3_C_10,OVER_LIMIT,299
R1_S1_D08_C3_C_10,SLOTS_OR_RANK,723
R1_S1_D08_C3_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_C3_C_MAX,FILLED,319
R1_S1_D08_C3_C_MAX,HELD,3
R1_S1_D08_C3_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_C3_C_MAX,MARKET_BUDGET_BLOCK,61
R1_S1_D08_C3_C_MAX,OVER_LIMIT,255
R1_S1_D08_C3_C_MAX,RISK_OR_CASH_OR_CAPACITY,167
R1_S1_D08_C3_C_MAX,SLOTS_OR_RANK,641
R1_S1_D08_COST2_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_COST2_C_10,FILLED,343
R1_S1_D08_COST2_C_10,HELD,5
R1_S1_D08_COST2_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_COST2_C_10,MARKET_BUDGET_BLOCK,93
R1_S1_D08_COST2_C_10,OVER_LIMIT,297
R1_S1_D08_COST2_C_10,SLOTS_OR_RANK,708
R1_S1_D08_COST2_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_COST2_C_MAX,FILLED,318
R1_S1_D08_COST2_C_MAX,HELD,4
R1_S1_D08_COST2_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_COST2_C_MAX,MARKET_BUDGET_BLOCK,93
R1_S1_D08_COST2_C_MAX,OVER_LIMIT,257
R1_S1_D08_COST2_C_MAX,RISK_OR_CASH_OR_CAPACITY,105
R1_S1_D08_COST2_C_MAX,SLOTS_OR_RANK,669
R1_S1_D08_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_C_10,FILLED,346
R1_S1_D08_C_10,HELD,5
R1_S1_D08_C_10,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_C_10,MARKET_BUDGET_BLOCK,93
R1_S1_D08_C_10,OVER_LIMIT,283
R1_S1_D08_C_10,SLOTS_OR_RANK,719
R1_S1_D08_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_C_MAX,FILLED,318
R1_S1_D08_C_MAX,HELD,3
R1_S1_D08_C_MAX,LIMIT_OR_STATUS_BLOCK,3
R1_S1_D08_C_MAX,MARKET_BUDGET_BLOCK,93
R1_S1_D08_C_MAX,OVER_LIMIT,248
R1_S1_D08_C_MAX,RISK_OR_CASH_OR_CAPACITY,132
R1_S1_D08_C_MAX,SLOTS_OR_RANK,652
R1_S1_D08_C_ONE,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_C_ONE,FILLED,51
R1_S1_D08_C_ONE,HELD,1
R1_S1_D08_C_ONE,MARKET_BUDGET_BLOCK,54
R1_S1_D08_C_ONE,OVER_LIMIT,42
R1_S1_D08_C_ONE,SLOTS_OR_RANK,1301
R1_S1_D08_DELAY1_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_DELAY1_C_10,FILLED,342
R1_S1_D08_DELAY1_C_10,FROZEN_LIMIT_BELOW_LEGAL_RANGE,9
R1_S1_D08_DELAY1_C_10,HELD,4
R1_S1_D08_DELAY1_C_10,LIMIT_OR_STATUS_BLOCK,1
R1_S1_D08_DELAY1_C_10,MARKET_BUDGET_BLOCK,88
R1_S1_D08_DELAY1_C_10,OVER_LIMIT,315
R1_S1_D08_DELAY1_C_10,SLOTS_OR_RANK,688
R1_S1_D08_DELAY1_C_10,SUSPENDED_OR_NO_TRADE,2
R1_S1_D08_DELAY1_C_MAX,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_D08_DELAY1_C_MAX,FILLED,314
R1_S1_D08_DELAY1_C_MAX,FROZEN_LIMIT_BELOW_LEGAL_RANGE,9
R1_S1_D08_DELAY1_C_MAX,HELD,2
R1_S1_D08_DELAY1_C_MAX,LIMIT_OR_STATUS_BLOCK,1
R1_S1_D08_DELAY1_C_MAX,MARKET_BUDGET_BLOCK,88
R1_S1_D08_DELAY1_C_MAX,OVER_LIMIT,276
R1_S1_D08_DELAY1_C_MAX,RISK_OR_CASH_OR_CAPACITY,106
R1_S1_D08_DELAY1_C_MAX,SLOTS_OR_RANK,651
R1_S1_D08_DELAY1_C_MAX,SUSPENDED_OR_NO_TRADE,2
R1_S1_H01_C_10,END_BOUNDARY_NO_ENTRY_SESSION,1
R1_S1_H01_C_10,FILLED,287
R1_S1_H01_C_10,HELD,49
R1_S1_H01_C_10,MARKET_BUDGET_BLOCK,247
R1_S1_H01_C_10,OVER_LIMIT,231
R1_S1_H01_C_10,RISK_OR_CASH_OR_CAPACITY,1
R1_S1_H01_C_10,SLOTS_OR_RANK,122
