id,type,key,n,pnl,mean_hold
FIX_E_P3_CORROBORATE_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,91,2133125.1863083993,
FIX_Q3_BASE_C_10_E10_CA,EXIT_REASON,FIXED10,660,-518834.7873838,10.0
FIX_Q3_BASE_C_10_E10_CA,BELOW_FROZEN_STRUCTURE,False,664,-514503.59166380006,
FIX_Q3_BASE_C_10_E10_CA,BELOW_FROZEN_STRUCTURE,True,1,-4331.195720000003,
FIX_Q3_BASE_C_10_EST,EXIT_REASON,SMA10,578,559665.1574457,9.13840830449827
FIX_Q3_BASE_C_10_EST,EXIT_REASON,STRUCTURE,131,-1105316.7579159,4.152671755725191
FIX_Q3_BASE_C_10_EST,BELOW_FROZEN_STRUCTURE,False,712,-530932.1284701999,
FIX_Q3_BASE_C_10_EST,BELOW_FROZEN_STRUCTURE,True,1,-14719.472000000009,
FIX_Q3_BASE_C_MAX_E10,EXIT_REASON,FIXED10,554,-580392.2730925,10.0
FIX_Q3_BASE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,558,-580392.2730925,
FIX_Q3_BASE_C_MAX_EST,EXIT_REASON,SMA10,500,1295478.2763176998,9.196
FIX_Q3_BASE_C_MAX_EST,EXIT_REASON,STRUCTURE,112,-1710280.9502312,4.026785714285714
FIX_Q3_BASE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,615,-409503.66399349994,
FIX_Q3_BASE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,1,-5299.009920000004,
FIX_Q3_BASE_C_ONE_E10,EXIT_REASON,FIXED10,79,58137.503937199566,10.0
FIX_Q3_BASE_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,79,58137.503937199566,
FIX_Q3_BASE_C_ONE_EST,EXIT_REASON,SMA10,71,3443116.7504016,10.464788732394366
FIX_Q3_BASE_C_ONE_EST,EXIT_REASON,STRUCTURE,12,-2211441.69834,3.5833333333333335
FIX_Q3_BASE_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,84,1231675.0520616008,
FIX_Q3_ENHANCED_C_10_E10,EXIT_REASON,FIXED10,363,-324659.5185883001,10.008264462809917
FIX_Q3_ENHANCED_C_10_E10,BELOW_FROZEN_STRUCTURE,False,366,-324659.5185883001,
FIX_Q3_ENHANCED_C_10_EST,EXIT_REASON,SMA10,325,317696.74178749963,9.624615384615385
FIX_Q3_ENHANCED_C_10_EST,EXIT_REASON,STRUCTURE,43,-615699.9260132001,4.72093023255814
FIX_Q3_ENHANCED_C_10_EST,BELOW_FROZEN_STRUCTURE,False,371,-298003.18422570033,
FIX_Q3_ENHANCED_C_MAX_E10,EXIT_REASON,FIXED10,223,-414267.6568788002,10.008968609865471
FIX_Q3_ENHANCED_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,224,-414267.6568788,
FIX_Q3_ENHANCED_C_MAX_EST,EXIT_REASON,SMA10,196,282694.3369488003,9.75
FIX_Q3_ENHANCED_C_MAX_EST,EXIT_REASON,STRUCTURE,24,-436062.8851668,4.791666666666667
FIX_Q3_ENHANCED_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,220,-153368.5482179997,
FIX_Q3_ENHANCED_C_ONE_E10,EXIT_REASON,FIXED10,10,-418256.91694999987,10.0
FIX_Q3_ENHANCED_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,10,-418256.91694999987,
FIX_Q3_ENHANCED_C_ONE_EST,EXIT_REASON,SMA10,7,75470.8389399997,9.857142857142858
FIX_Q3_ENHANCED_C_ONE_EST,EXIT_REASON,STRUCTURE,1,-195563.73704000004,3.0
FIX_Q3_ENHANCED_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,8,-120092.89810000034,
PARITY_H02_C_10,EXIT_REASON,FIXED10,775,354308.87568309996,10.003870967741936
PARITY_H02_C_10,BELOW_FROZEN_STRUCTURE,False,783,325075.6988431,
PARITY_H02_C_10,BELOW_FROZEN_STRUCTURE,True,1,29233.17684,
PAST_ONLY_D08_C_10,EXIT_REASON,FIXED10,268,93413.4844643,10.01865671641791
PAST_ONLY_D08_C_10,BELOW_FROZEN_STRUCTURE,False,268,93413.4844643,
PAST_ONLY_D08_C_MAX,EXIT_REASON,FIXED10,249,-352368.3432039001,10.02008032128514
PAST_ONLY_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,249,-352368.3432039001,
R0_POOL_C_10,EXIT_REASON,FIXED10,790,182203.1592949999,10.0
R0_POOL_C_10,BELOW_FROZEN_STRUCTURE,False,797,152041.94509499986,
R0_POOL_C_10,BELOW_FROZEN_STRUCTURE,True,1,30161.214200000002,
R0_POOL_C_MAX,EXIT_REASON,FIXED10,783,250341.79201309965,10.0
R0_POOL_C_MAX,BELOW_FROZEN_STRUCTURE,False,790,236421.2316130998,
R0_POOL_C_MAX,BELOW_FROZEN_STRUCTURE,True,1,13920.560399999995,
R1_CURRENT_H02_C_10,EXIT_REASON,FIXED10,647,-142799.10339690046,10.004636785162287
R1_CURRENT_H02_C_10,BELOW_FROZEN_STRUCTURE,False,656,-172032.28023690032,
R1_CURRENT_H02_C_10,BELOW_FROZEN_STRUCTURE,True,1,29233.17684,
R1_CURRENT_H02_C_MAX,EXIT_REASON,FIXED10,636,218029.95357519924,10.004716981132075
R1_CURRENT_H02_C_MAX,BELOW_FROZEN_STRUCTURE,False,645,215249.80969519925,
R1_CURRENT_H02_C_MAX,BELOW_FROZEN_STRUCTURE,True,1,2780.1438799999996,
R1_LEVEL_D08_C3_C_10,EXIT_REASON,FIXED10,288,189707.41372060002,10.01388888888889
R1_LEVEL_D08_C3_C_10,BELOW_FROZEN_STRUCTURE,False,288,189707.41372060002,
R1_LEVEL_D08_C3_C_MAX,EXIT_REASON,FIXED10,253,-309921.8875526002,10.015810276679842
R1_LEVEL_D08_C3_C_MAX,BELOW_FROZEN_STRUCTURE,False,253,-309921.88755260024,
R1_LEVEL_D08_COST2_C_10,EXIT_REASON,FIXED10,282,71270.25573200012,10.0177304964539
R1_LEVEL_D08_COST2_C_10,BELOW_FROZEN_STRUCTURE,False,282,71270.25573200014,
R1_LEVEL_D08_COST2_C_MAX,EXIT_REASON,FIXED10,257,-299153.7502633998,10.019455252918288
R1_LEVEL_D08_COST2_C_MAX,BELOW_FROZEN_STRUCTURE,False,257,-299153.75026339985,
R1_LEVEL_D08_C_10_CA,EXIT_REASON,FIXED10,283,148071.34521330008,10.017667844522968
R1_LEVEL_D08_C_10_CA,BELOW_FROZEN_STRUCTURE,False,283,148071.34521330008,
R1_LEVEL_D08_C_MAX_CA,EXIT_REASON,FIXED10,259,-297473.5445329003,10.019305019305019
R1_LEVEL_D08_C_MAX_CA,BELOW_FROZEN_STRUCTURE,False,259,-297473.5445329003,
R1_LEVEL_D08_C_ONE,EXIT_REASON,FIXED10,37,-388879.71683000034,10.0
R1_LEVEL_D08_C_ONE,BELOW_FROZEN_STRUCTURE,False,37,-388879.71683000034,
R1_LEVEL_D08_DELAY1_C_10,EXIT_REASON,FIXED10,278,498483.5510365001,10.010791366906474
R1_LEVEL_D08_DELAY1_C_10,BELOW_FROZEN_STRUCTURE,False,275,504737.7383265001,
R1_LEVEL_D08_DELAY1_C_10,BELOW_FROZEN_STRUCTURE,True,3,-6254.187290000002,
R1_LEVEL_D08_DELAY1_C_MAX,EXIT_REASON,FIXED10,263,142399.4933255996,10.011406844106464
R1_LEVEL_D08_DELAY1_C_MAX,BELOW_FROZEN_STRUCTURE,False,260,151468.43209559974,
R1_LEVEL_D08_DELAY1_C_MAX,BELOW_FROZEN_STRUCTURE,True,3,-9068.938769999993,
R1_S1_D08_C3_C_10,EXIT_REASON,FIXED10,358,164680.01722159988,10.011173184357542
R1_S1_D08_C3_C_10,BELOW_FROZEN_STRUCTURE,False,358,164680.01722159985,
R1_S1_D08_C3_C_MAX,EXIT_REASON,FIXED10,319,-382232.62752720097,10.012539184952978
R1_S1_D08_C3_C_MAX,BELOW_FROZEN_STRUCTURE,False,319,-382232.62752720097,
R1_S1_D08_COST2_C_10,EXIT_REASON,FIXED10,343,137892.93905320013,10.011661807580175
R1_S1_D08_COST2_C_10,BELOW_FROZEN_STRUCTURE,False,343,137892.93905320013,
R1_S1_D08_COST2_C_MAX,EXIT_REASON,FIXED10,318,-255124.60077980033,10.0125786163522
R1_S1_D08_COST2_C_MAX,BELOW_FROZEN_STRUCTURE,False,318,-255124.6007798003,
R1_S1_D08_C_10,EXIT_REASON,FIXED10,346,220369.11469560003,10.011560693641618
R1_S1_D08_C_10,BELOW_FROZEN_STRUCTURE,False,346,220369.11469560003,
R1_S1_D08_C_MAX,EXIT_REASON,FIXED10,318,-265602.5141925003,10.0125786163522
R1_S1_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,318,-265602.51419250027,
R1_S1_D08_C_ONE,EXIT_REASON,FIXED10,51,-283248.74264360045,10.0
R1_S1_D08_C_ONE,BELOW_FROZEN_STRUCTURE,False,51,-283248.74264360045,
R1_S1_D08_DELAY1_C_10,EXIT_REASON,FIXED10,342,515962.4825388002,10.008771929824562
R1_S1_D08_DELAY1_C_10,BELOW_FROZEN_STRUCTURE,False,339,522434.3318688002,
R1_S1_D08_DELAY1_C_10,BELOW_FROZEN_STRUCTURE,True,3,-6471.849329999997,
R1_S1_D08_DELAY1_C_MAX,EXIT_REASON,FIXED10,314,-150449.02675010051,10.009554140127388
R1_S1_D08_DELAY1_C_MAX,BELOW_FROZEN_STRUCTURE,False,311,-141380.08798010048,
R1_S1_D08_DELAY1_C_MAX,BELOW_FROZEN_STRUCTURE,True,3,-9068.938769999993,
R1_S1_H01_C_10,EXIT_REASON,FIXED10,287,-106725.35094740026,10.006968641114982
R1_S1_H01_C_10,BELOW_FROZEN_STRUCTURE,False,285,-96120.22546740033,
R1_S1_H01_C_10,BELOW_FROZEN_STRUCTURE,True,2,-10605.125479999988,
R1_S1_H01_C_MAX,EXIT_REASON,FIXED10,249,-335349.4589808006,10.008032128514056
R1_S1_H01_C_MAX,BELOW_FROZEN_STRUCTURE,False,248,-333389.3740208008,
R1_S1_H01_C_MAX,BELOW_FROZEN_STRUCTURE,True,1,-1960.0849600000001,
R1_S1_H02_C_10_CA,EXIT_REASON,FIXED10,628,-223282.91635740083,10.004777070063694
R1_S1_H02_C_10_CA,BELOW_FROZEN_STRUCTURE,False,633,-223282.91635740089,
R1_S1_H02_C_MAX_CA,EXIT_REASON,FIXED10,604,-559461.9607055002,10.019867549668874
R1_S1_H02_C_MAX_CA,BELOW_FROZEN_STRUCTURE,False,609,-559461.9607055003,
R1_S1_POOL_C_10,EXIT_REASON,FIXED10,650,-236123.81699780063,10.003076923076923
R1_S1_POOL_C_10,BELOW_FROZEN_STRUCTURE,False,655,-236123.81699780063,
R1_S1_POOL_C_MAX,EXIT_REASON,FIXED10,631,-307376.9016740004,10.003169572107765
R1_S1_POOL_C_MAX,BELOW_FROZEN_STRUCTURE,False,636,-307376.9016740005,
R2_PRIORITY_GATE_C_10,EXIT_REASON,FIXED10,648,-203121.6743030002,10.003086419753087
R2_PRIORITY_GATE_C_10,BELOW_FROZEN_STRUCTURE,False,653,-203121.6743030002,
R2_PRIORITY_GATE_C_MAX,EXIT_REASON,FIXED10,627,-318494.9174454006,10.003189792663477
R2_PRIORITY_GATE_C_MAX,BELOW_FROZEN_STRUCTURE,False,632,-318494.9174454006,
R2_PRIORITY_OPEN_C_10,EXIT_REASON,FIXED10,791,236105.97774649924,10.0
R2_PRIORITY_OPEN_C_10,BELOW_FROZEN_STRUCTURE,False,797,207567.72482649935,
R2_PRIORITY_OPEN_C_10,BELOW_FROZEN_STRUCTURE,True,2,28538.25292,
R2_PRIORITY_OPEN_C_MAX,EXIT_REASON,FIXED10,785,165549.41354619944,10.0
R2_PRIORITY_OPEN_C_MAX,BELOW_FROZEN_STRUCTURE,False,791,152832.39746619947,
R2_PRIORITY_OPEN_C_MAX,BELOW_FROZEN_STRUCTURE,True,2,12717.016079999994,
R3_HALF_D08_C_10,EXIT_REASON,FIXED10,242,123235.43000200011,10.0
R3_HALF_D08_C_10,BELOW_FROZEN_STRUCTURE,False,242,123235.43000200011,
R3_HALF_D08_C_MAX,EXIT_REASON,FIXED10,226,-216710.55366979982,10.004424778761061
R3_HALF_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,226,-216710.55366979982,
R4_LEVEL_D08_C_10_CA,EXIT_REASON,FIXED10,185,325330.8213882001,10.005405405405405
R4_LEVEL_D08_C_10_CA,EXIT_REASON,STATE_REDUCE_ZERO,100,-314992.80221280013,4.65
R4_LEVEL_D08_C_10_CA,BELOW_FROZEN_STRUCTURE,False,285,10338.019175400004,
R4_LEVEL_D08_C_MAX_CA,EXIT_REASON,FIXED10,172,111224.1573047999,10.005813953488373
R4_LEVEL_D08_C_MAX_CA,EXIT_REASON,STATE_REDUCE_ZERO,88,-489369.19437080005,4.5227272727272725
R4_LEVEL_D08_C_MAX_CA,BELOW_FROZEN_STRUCTURE,False,260,-378145.0370660001,
R4_S1_H02_C_10_CA,EXIT_REASON,FIXED10,360,482377.90410909953,10.008333333333333
R4_S1_H02_C_10_CA,EXIT_REASON,STATE_REDUCE_ZERO,354,-713488.5899561001,3.76271186440678
R4_S1_H02_C_10_CA,BELOW_FROZEN_STRUCTURE,False,719,-231110.6858470005,
R4_S1_H02_C_MAX_CA,EXIT_REASON,FIXED10,338,116778.34984050014,10.00887573964497
R4_S1_H02_C_MAX_CA,EXIT_REASON,STATE_REDUCE_ZERO,352,-620814.6101405001,3.684659090909091
R4_S1_H02_C_MAX_CA,BELOW_FROZEN_STRUCTURE,False,695,-504036.26029999997,
R4_S1_POOL_C_10,EXIT_REASON,FIXED10,377,469040.1049622999,10.005305039787798
R4_S1_POOL_C_10,EXIT_REASON,STATE_REDUCE_ZERO,379,-737798.3156802,3.699208443271768
R4_S1_POOL_C_10,BELOW_FROZEN_STRUCTURE,False,761,-268758.21071790025,
R4_S1_POOL_C_MAX,EXIT_REASON,FIXED10,360,417189.7008762001,10.005555555555556
R4_S1_POOL_C_MAX,EXIT_REASON,STATE_REDUCE_ZERO,376,-719860.6383316001,3.720744680851064
R4_S1_POOL_C_MAX,BELOW_FROZEN_STRUCTURE,False,741,-302670.93745540007,
