id,type,key,n,pnl,mean_hold
A_D00_C_MAX_E10,EXIT_REASON,FIXED10,799,-633900.2517421006,10.02252816020025
A_D00_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,809,-633900.2517421005,
A_D00_C_10_E10,EXIT_REASON,FIXED10,800,-656150.1040841006,10.0225
A_D00_C_10_E10,BELOW_FROZEN_STRUCTURE,False,810,-656150.1040841006,
A_D01_C_MAX_E10,EXIT_REASON,FIXED10,675,-536576.6632326008,10.011851851851851
A_D01_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,682,-536576.6632326008,
A_D01_C_10_E10,EXIT_REASON,FIXED10,718,-395924.04510730074,10.011142061281337
A_D01_C_10_E10,BELOW_FROZEN_STRUCTURE,False,725,-395924.0451073008,
A_D02_C_MAX_E10,EXIT_REASON,FIXED10,667,-570356.8602009006,10.0119940029985
A_D02_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,674,-570356.8602009004,
A_D02_C_10_E10,EXIT_REASON,FIXED10,709,-399573.20849030046,10.011283497884344
A_D02_C_10_E10,BELOW_FROZEN_STRUCTURE,False,716,-399573.20849030046,
A_D03_C_MAX_E10,EXIT_REASON,FIXED10,807,-824931.390019,10.0272614622057
A_D03_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,816,-816587.090099,
A_D03_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-8344.299919999998,
A_D03_C_10_E10,EXIT_REASON,FIXED10,808,-737306.8002060999,10.027227722772277
A_D03_C_10_E10,BELOW_FROZEN_STRUCTURE,False,817,-729401.6739660999,
A_D03_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-7905.126240000005,
A_D04_C_MAX_E10,EXIT_REASON,FIXED10,758,-713771.0372886996,10.017150395778364
A_D04_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,765,-713598.4869086997,
A_D04_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-172.5503799999999,
A_D04_C_10_E10,EXIT_REASON,FIXED10,769,-685730.6690369002,10.016905071521457
A_D04_C_10_E10,BELOW_FROZEN_STRUCTURE,False,778,-685730.6690369002,
A_D05_C_MAX_E10,EXIT_REASON,FIXED10,759,85491.20141809946,10.003952569169961
A_D05_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,766,82711.05753809947,
A_D05_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,2780.1438799999996,
A_D05_C_10_E10,EXIT_REASON,FIXED10,769,-23450.542535600485,10.003901170351105
A_D05_C_10_E10,BELOW_FROZEN_STRUCTURE,False,776,-52683.7193756004,
A_D05_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,29233.17684,
A_D06_C_MAX_E10,EXIT_REASON,FIXED10,805,-484945.9903249001,10.011180124223603
A_D06_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,812,-484280.3141249001,
A_D06_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,2,-665.676199999999,
A_D06_C_10_E10,EXIT_REASON,FIXED10,813,-492038.8398639003,10.011070110701107
A_D06_C_10_E10,BELOW_FROZEN_STRUCTURE,False,819,-489948.2643039003,
A_D06_C_10_E10,BELOW_FROZEN_STRUCTURE,True,2,-2090.5755600000048,
A_D07_C_MAX_E10,EXIT_REASON,FIXED10,754,-491674.9749131002,10.022546419098143
A_D07_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,758,-492493.0644131002,
A_D07_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,818.0895,
A_D07_C_10_E10,EXIT_REASON,FIXED10,763,-447927.3370924003,10.01310615989515
A_D07_C_10_E10,BELOW_FROZEN_STRUCTURE,False,767,-462797.5780924002,
A_D07_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,14870.241000000002,
A_D08_C_MAX_E10,EXIT_REASON,FIXED10,354,-429452.77964560036,10.01129943502825
A_D08_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,354,-429452.7796456003,
A_D08_C_10_E10,EXIT_REASON,FIXED10,383,151538.11984539992,10.010443864229766
A_D08_C_10_E10,BELOW_FROZEN_STRUCTURE,False,383,151538.11984539987,
A_D09_C_MAX_E10,EXIT_REASON,FIXED10,653,-650238.1255857004,10.00459418070444
A_D09_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,658,-646703.8744257004,
A_D09_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-3534.25116,
A_D09_C_10_E10,EXIT_REASON,FIXED10,739,-433324.6352397001,10.001353179972936
A_D09_C_10_E10,BELOW_FROZEN_STRUCTURE,False,746,-428398.1033197,
A_D09_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-4926.531919999994,
A_H01_C_MAX_E10,EXIT_REASON,FIXED10,318,-555414.5727118012,10.0062893081761
A_H01_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,317,-553454.4877518008,
A_H01_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-1960.0849600000001,
A_H01_C_10_E10,EXIT_REASON,FIXED10,362,178990.24945389963,10.005524861878452
A_H01_C_10_E10,BELOW_FROZEN_STRUCTURE,False,360,189723.02357389964,
A_H01_C_10_E10,BELOW_FROZEN_STRUCTURE,True,2,-10732.774119999987,
A_H02_C_MAX_E10,EXIT_REASON,FIXED10,764,477123.12764629954,10.007853403141361
A_H02_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,772,474342.98376629956,
A_H02_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,2780.1438799999996,
A_H02_C_10_E10,EXIT_REASON,FIXED10,775,354308.87568309996,10.003870967741936
A_H02_C_10_E10,BELOW_FROZEN_STRUCTURE,False,783,325075.6988431,
A_H02_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,29233.17684,
C_H02_C_MAX_G_DOWN,EXIT_REASON,FIXED10,623,140063.5542686996,10.009630818619582
C_H02_C_MAX_G_DOWN,BELOW_FROZEN_STRUCTURE,False,631,137283.41038869956,
C_H02_C_MAX_G_DOWN,BELOW_FROZEN_STRUCTURE,True,1,2780.1438799999996,
C_H02_C_MAX_G_RAMP,EXIT_REASON,FIXED10,395,-103907.34467459988,10.00759493670886
C_H02_C_MAX_G_RAMP,BELOW_FROZEN_STRUCTURE,False,396,-141492.85775459977,
C_H02_C_MAX_G_RAMP,BELOW_FROZEN_STRUCTURE,True,1,37585.513080000004,
C_H02_C_10_G_DOWN,EXIT_REASON,FIXED10,637,29605.405894599215,10.009419152276296
C_H02_C_10_G_DOWN,BELOW_FROZEN_STRUCTURE,False,645,372.2290545992437,
C_H02_C_10_G_DOWN,BELOW_FROZEN_STRUCTURE,True,1,29233.17684,
C_H02_C_10_G_RAMP,EXIT_REASON,FIXED10,402,-79485.42400730023,10.007462686567164
C_H02_C_10_G_RAMP,BELOW_FROZEN_STRUCTURE,False,404,-109182.61952730024,
C_H02_C_10_G_RAMP,BELOW_FROZEN_STRUCTURE,True,1,29697.195519999994,
B_H02_C_MAX_COST2,EXIT_REASON,FIXED10,765,146827.16632519988,10.003921568627451
B_H02_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,False,773,144069.01644519973,
B_H02_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,True,1,2758.149879999997,
B_H02_C_MAX_DELAY1,EXIT_REASON,FIXED10,761,204779.639277999,10.006570302233904
B_H02_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,False,733,-190658.77272360097,
B_H02_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,True,37,395438.41200159985,
B_H02_C_10_COST2,EXIT_REASON,FIXED10,771,175548.86898589978,10.003891050583658
B_H02_C_10_COST2,BELOW_FROZEN_STRUCTURE,False,779,146504.9630458998,
B_H02_C_10_COST2,BELOW_FROZEN_STRUCTURE,True,1,29043.905939999982,
B_H02_C_10_DELAY1,EXIT_REASON,FIXED10,763,44220.928331999574,10.006553079947576
B_H02_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,False,736,-101530.43953040038,
B_H02_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,True,36,145751.36786239996,
B_D08_C_MAX_COST2,EXIT_REASON,FIXED10,353,-464610.97962019977,10.011331444759207
B_D08_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,False,353,-464610.9796201998,
B_D08_C_MAX_DELAY1,EXIT_REASON,FIXED10,352,-331154.59663790057,10.008522727272727
B_D08_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,False,348,-294789.99314790056,
B_D08_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,True,4,-36364.60349000002,
B_D08_C_10_COST2,EXIT_REASON,FIXED10,381,61052.41452540003,10.010498687664041
B_D08_C_10_COST2,BELOW_FROZEN_STRUCTURE,False,381,61052.41452540006,
B_D08_C_10_DELAY1,EXIT_REASON,FIXED10,381,416382.35959470004,10.007874015748031
B_D08_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,False,377,435910.8930847001,
B_D08_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,True,4,-19528.53349,
B_H01_C_MAX_COST2,EXIT_REASON,FIXED10,312,-564996.4908621002,10.006410256410257
B_H01_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,False,311,-563009.7855021005,
B_H01_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,True,1,-1986.70536,
B_H01_C_MAX_DELAY1,EXIT_REASON,FIXED10,342,-132324.90390160028,10.0
B_H01_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,False,316,-144012.54626160036,
B_H01_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,True,27,11687.642360000033,
B_H01_C_10_COST2,EXIT_REASON,FIXED10,362,166822.97506660043,10.005524861878452
B_H01_C_10_COST2,BELOW_FROZEN_STRUCTURE,False,360,177902.14048660046,
B_H01_C_10_COST2,BELOW_FROZEN_STRUCTURE,True,2,-11079.165420000005,
B_H01_C_10_DELAY1,EXIT_REASON,FIXED10,385,337266.77782029985,10.002597402597402
B_H01_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,False,354,182171.2422802999,
B_H01_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,True,32,155095.53553999995,
B_D06_C_MAX_COST2,EXIT_REASON,FIXED10,807,-548299.5575682997,10.011152416356877
B_D06_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,False,814,-547532.6046082997,
B_D06_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,True,2,-766.952960000001,
B_D06_C_MAX_DELAY1,EXIT_REASON,FIXED10,809,-541519.9247358001,10.009888751545118
B_D06_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,False,801,-538009.7925658,
B_D06_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,True,10,-3510.132169999988,
B_D06_C_10_COST2,EXIT_REASON,FIXED10,811,-570263.2119959001,10.011097410604192
B_D06_C_10_COST2,BELOW_FROZEN_STRUCTURE,False,817,-568641.8407959002,
B_D06_C_10_COST2,BELOW_FROZEN_STRUCTURE,True,2,-1621.3712000000087,
B_D06_C_10_DELAY1,EXIT_REASON,FIXED10,809,-437916.14408009994,10.009888751545118
B_D06_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,False,801,-431575.5973401,
B_D06_C_10_DELAY1,BELOW_FROZEN_STRUCTURE,True,10,-6340.546739999983,
A_H02_C_MAX_EST,EXIT_REASON,SMA10,631,1182106.6159224997,9.377179080824089
A_H02_C_MAX_EST,EXIT_REASON,STRUCTURE,299,-1762014.0557502005,3.5752508361204014
A_H02_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,937,-579654.4299077007,
A_H02_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,1,-253.00991999999678,
A_H02_C_10_EST,EXIT_REASON,SMA10,643,1105593.7894978994,9.35303265940902
A_H02_C_10_EST,EXIT_REASON,STRUCTURE,309,-1722502.7309110002,3.5792880258899675
A_H02_C_10_EST,BELOW_FROZEN_STRUCTURE,False,959,-616638.4825331008,
A_H02_C_10_EST,BELOW_FROZEN_STRUCTURE,True,1,-270.4588800000056,
A_D08_C_MAX_EST,EXIT_REASON,SMA10,343,-109687.18853050032,9.11661807580175
A_D08_C_MAX_EST,EXIT_REASON,STRUCTURE,27,-390686.85669859994,3.8518518518518516
A_D08_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,370,-500374.04522910033,
A_D08_C_10_EST,EXIT_REASON,SMA10,363,257169.92497229995,9.203856749311294
A_D08_C_10_EST,EXIT_REASON,STRUCTURE,30,-321055.2084302,3.8
A_D08_C_10_EST,BELOW_FROZEN_STRUCTURE,False,393,-63885.28345790005,
A_H01_C_MAX_EST,EXIT_REASON,SMA10,212,1722297.5570115997,10.080188679245284
A_H01_C_MAX_EST,EXIT_REASON,STRUCTURE,149,-2508408.779904001,3.5436241610738257
A_H01_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,359,-786494.876332401,
A_H01_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,2,383.6534399999982,
A_H01_C_10_EST,EXIT_REASON,SMA10,238,1419093.268212,10.277310924369749
A_H01_C_10_EST,EXIT_REASON,STRUCTURE,157,-1416071.3465316002,3.5859872611464967
A_H01_C_10_EST,BELOW_FROZEN_STRUCTURE,False,393,-104.24583960010204,
A_H01_C_10_EST,BELOW_FROZEN_STRUCTURE,True,2,3126.1675200000027,
A_D06_C_MAX_EST,EXIT_REASON,SMA10,738,644751.4676774997,9.314363143631436
A_D06_C_MAX_EST,EXIT_REASON,STRUCTURE,208,-1289279.2605238,3.889423076923077
A_D06_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,953,-644540.2011463003,
A_D06_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,3,12.408300000003692,
A_D06_C_10_EST,EXIT_REASON,SMA10,752,664284.4051610997,9.207446808510639
A_D06_C_10_EST,EXIT_REASON,STRUCTURE,212,-1306795.9629676002,3.830188679245283
A_D06_C_10_EST,BELOW_FROZEN_STRUCTURE,False,971,-641883.0731065006,
A_D06_C_10_EST,BELOW_FROZEN_STRUCTURE,True,3,-628.4846999999791,
E_P2_PHASE_C_MAX_E10,EXIT_REASON,FIXED10,820,-557183.4189321004,10.015853658536585
E_P2_PHASE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,829,-547302.0111321005,
E_P2_PHASE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-9881.4078,
E_P2_PHASE_C_10_E10,EXIT_REASON,FIXED10,820,-528120.4686551006,10.015853658536585
E_P2_PHASE_C_10_E10,BELOW_FROZEN_STRUCTURE,False,829,-517580.30033510056,
E_P2_PHASE_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-10540.168319999997,
FIXED_25_D08_C_10,EXIT_REASON,FIXED10,220,-47493.091480200084,10.0
FIXED_25_D08_C_10,BELOW_FROZEN_STRUCTURE,False,220,-47493.091480200084,
FIXED_25_D08_C_MAX,EXIT_REASON,FIXED10,312,-98931.94210230006,10.012820512820513
FIXED_25_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,312,-98931.94210230006,
FIXED_50_D08_C_10,EXIT_REASON,FIXED10,306,-4869.362821600043,10.013071895424837
FIXED_50_D08_C_10,BELOW_FROZEN_STRUCTURE,False,306,-4869.362821600043,
FIXED_50_D08_C_MAX,EXIT_REASON,FIXED10,334,-155221.20634730012,10.011976047904191
FIXED_50_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,334,-155221.2063473001,
FIXED_75_D08_C_10,EXIT_REASON,FIXED10,368,6796.497510100133,10.01086956521739
FIXED_75_D08_C_10,BELOW_FROZEN_STRUCTURE,False,368,6796.497510100133,
FIXED_75_D08_C_MAX,EXIT_REASON,FIXED10,348,-272005.9986193004,10.011494252873563
FIXED_75_D08_C_MAX,BELOW_FROZEN_STRUCTURE,False,348,-272005.9986193004,
FIX_A_D09_C_10_E10,EXIT_REASON,FIXED10,672,-488427.6700413005,10.00297619047619
FIX_A_D09_C_10_E10,BELOW_FROZEN_STRUCTURE,False,679,-484357.9262813005,
FIX_A_D09_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-4069.7437599999976,
FIX_A_D09_C_10_EST,EXIT_REASON,SMA10,589,326953.8111453997,9.164685908319186
FIX_A_D09_C_10_EST,EXIT_REASON,STRUCTURE,131,-933418.4176538002,4.1679389312977095
FIX_A_D09_C_10_EST,BELOW_FROZEN_STRUCTURE,False,723,-603292.1569084004,
FIX_A_D09_C_10_EST,BELOW_FROZEN_STRUCTURE,True,1,-3172.449600000007,
FIX_A_D09_C_MAX_E10,EXIT_REASON,FIXED10,556,-473060.0834748001,10.0
FIX_A_D09_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,561,-468240.6500748001,
FIX_A_D09_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-4819.433400000009,
FIX_A_D09_C_MAX_EST,EXIT_REASON,SMA10,453,453309.3028283997,9.114790286975717
FIX_A_D09_C_MAX_EST,EXIT_REASON,STRUCTURE,106,-1202276.8614100006,4.179245283018868
FIX_A_D09_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,563,-748967.5585816008,
FIX_A_D09_C_ONE_E10,EXIT_REASON,FIXED10,80,523630.67454499885,10.0
FIX_A_D09_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,81,523630.67454499885,
FIX_A_D09_C_ONE_EST,EXIT_REASON,SMA10,76,885902.3490210992,8.986842105263158
FIX_A_D09_C_ONE_EST,EXIT_REASON,STRUCTURE,23,-1698338.5882900003,3.260869565217391
FIX_A_D09_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,100,-812436.2392689004,
FIX_B_D09_C_10_COST2,EXIT_REASON,FIXED10,670,-519544.760917,10.002985074626865
FIX_B_D09_C_10_COST2,BELOW_FROZEN_STRUCTURE,False,677,-515451.97557700006,
FIX_B_D09_C_10_COST2,BELOW_FROZEN_STRUCTURE,True,1,-4092.7853399999876,
FIX_B_D09_C_10_DELAY1_CA,EXIT_REASON,FIXED10,611,-407752.1814084006,10.0
FIX_B_D09_C_10_DELAY1_CA,BELOW_FROZEN_STRUCTURE,False,605,-365783.34590840054,
FIX_B_D09_C_10_DELAY1_CA,BELOW_FROZEN_STRUCTURE,True,13,-41968.83550000003,
FIX_B_D09_C_MAX_COST2,EXIT_REASON,FIXED10,551,-501536.10946069966,10.0
FIX_B_D09_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,False,556,-497222.09248069976,
FIX_B_D09_C_MAX_COST2,BELOW_FROZEN_STRUCTURE,True,1,-4314.01698,
FIX_B_D09_C_MAX_DELAY1,EXIT_REASON,FIXED10,534,-604373.5323874,10.00187265917603
FIX_B_D09_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,False,526,-600281.7070074,
FIX_B_D09_C_MAX_DELAY1,BELOW_FROZEN_STRUCTURE,True,11,-4091.8253800000202,
FIX_B_D09_C_ONE_COST2,EXIT_REASON,FIXED10,80,394804.06314279925,10.0
FIX_B_D09_C_ONE_COST2,BELOW_FROZEN_STRUCTURE,False,81,394804.06314279925,
FIX_B_D09_C_ONE_DELAY1,EXIT_REASON,FIXED10,79,-524353.7302394003,10.0
FIX_B_D09_C_ONE_DELAY1,BELOW_FROZEN_STRUCTURE,False,79,-483605.4399994003,
FIX_B_D09_C_ONE_DELAY1,BELOW_FROZEN_STRUCTURE,True,1,-40748.29024,
FIX_E_P0_POOL_C_10_E10,EXIT_REASON,FIXED10,828,-695028.2977616001,10.022946859903382
FIX_E_P0_POOL_C_10_E10,BELOW_FROZEN_STRUCTURE,False,837,-695028.2977616,
FIX_E_P0_POOL_C_10_EST,EXIT_REASON,SMA10,743,932496.2133311995,9.312247644683715
FIX_E_P0_POOL_C_10_EST,EXIT_REASON,STRUCTURE,283,-1688285.5240097002,3.7632508833922262
FIX_E_P0_POOL_C_10_EST,BELOW_FROZEN_STRUCTURE,False,1034,-756857.8158285008,
FIX_E_P0_POOL_C_10_EST,BELOW_FROZEN_STRUCTURE,True,2,1068.5051500000045,
FIX_E_P0_POOL_C_MAX_E10,EXIT_REASON,FIXED10,827,-683787.0035174004,10.025392986698911
