id,type,key,value,total
A_D01_C_10_E10,TOP_STOCK_PNL,000977.SZ,35656.23892000002,-395924.04510730074
A_D01_C_10_E10,TOP_STOCK_PNL,002240.SZ,32525.785919999995,-395924.04510730074
A_D01_C_10_E10,TOP_STOCK_PNL,600603.SH,32085.138260000007,-395924.04510730074
A_D01_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.5182146697987152,1.0
A_D01_C_10_E10,TOP_DAY_RETURN,2021-10-25,0.04927897889547972,
A_D01_C_10_E10,TOP_DAY_RETURN,2020-05-26,0.04482271751443867,
A_D01_C_10_E10,TOP_DAY_RETURN,2020-02-04,0.04410798487817291,
A_D01_C_10_E10,TOP_DAY_RETURN,2023-05-04,0.04364493998370844,
A_D01_C_10_E10,TOP_DAY_RETURN,2020-03-02,0.043570504271098986,
A_D02_C_MAX_E10,TOP_STOCK_PNL,300548.SZ,113129.1104,-570356.8602009006
A_D02_C_MAX_E10,TOP_STOCK_PNL,002585.SZ,81905.53299999994,-570356.8602009006
A_D02_C_MAX_E10,TOP_STOCK_PNL,600603.SH,76284.05320999998,-570356.8602009006
A_D02_C_MAX_E10,TOP_STOCK_PNL,000408.SZ,69731.33879999991,-570356.8602009006
A_D02_C_MAX_E10,TOP_STOCK_PNL,601633.SH,64319.5,-570356.8602009006
A_D02_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.9975354089247197,1.0
A_D02_C_MAX_E10,TOP_DAY_RETURN,2021-10-20,0.07751748239696243,
A_D02_C_MAX_E10,TOP_DAY_RETURN,2023-08-29,0.06437303305862607,
A_D02_C_MAX_E10,TOP_DAY_RETURN,2021-07-15,0.06224946537335385,
A_D02_C_MAX_E10,TOP_DAY_RETURN,2023-10-17,0.05676965288725899,
A_D02_C_MAX_E10,TOP_DAY_RETURN,2020-05-26,0.054127929000108876,
A_D02_C_10_E10,TOP_STOCK_PNL,600338.SH,55576.86160000002,-399573.20849030046
A_D02_C_10_E10,TOP_STOCK_PNL,300619.SZ,47735.8588,-399573.20849030046
A_D02_C_10_E10,TOP_STOCK_PNL,002240.SZ,39374.820919999984,-399573.20849030046
A_D02_C_10_E10,TOP_STOCK_PNL,002791.SZ,37947.97055999997,-399573.20849030046
A_D02_C_10_E10,TOP_STOCK_PNL,002601.SZ,36262.352039999954,-399573.20849030046
A_D02_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.5187684072036867,1.0
A_D02_C_10_E10,TOP_DAY_RETURN,2021-07-21,0.04892966640951846,
A_D02_C_10_E10,TOP_DAY_RETURN,2020-02-04,0.04658685109425753,
A_D02_C_10_E10,TOP_DAY_RETURN,2021-10-25,0.04583683046057119,
A_D02_C_10_E10,TOP_DAY_RETURN,2021-10-20,0.04183821110766406,
A_D02_C_10_E10,TOP_DAY_RETURN,2023-08-29,0.03932943100128372,
A_D03_C_MAX_E10,TOP_STOCK_PNL,603713.SH,85534.16983999999,-824931.390019
A_D03_C_MAX_E10,TOP_STOCK_PNL,002517.SZ,30142.09991999998,-824931.390019
A_D03_C_MAX_E10,TOP_STOCK_PNL,300320.SZ,24903.528000000006,-824931.390019
A_D03_C_MAX_E10,TOP_STOCK_PNL,600436.SH,23944.053199999995,-824931.390019
A_D03_C_MAX_E10,TOP_STOCK_PNL,002689.SZ,20289.98272,-824931.390019
A_D03_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.6749271599572122,1.0
A_D03_C_MAX_E10,TOP_DAY_RETURN,2020-04-02,0.05042900348971768,
A_D03_C_MAX_E10,TOP_DAY_RETURN,2022-04-29,0.04438135213345218,
A_D03_C_MAX_E10,TOP_DAY_RETURN,2020-07-27,0.04045583854716672,
A_D03_C_MAX_E10,TOP_DAY_RETURN,2020-03-02,0.040241238167153526,
A_D03_C_MAX_E10,TOP_DAY_RETURN,2020-07-08,0.038667787452072,
A_D03_C_10_E10,TOP_STOCK_PNL,000856.SZ,30957.411640000006,-737306.8002060999
A_D03_C_10_E10,TOP_STOCK_PNL,002735.SZ,27444.969719999994,-737306.8002060999
A_D03_C_10_E10,TOP_STOCK_PNL,002428.SZ,27172.8952,-737306.8002060999
A_D03_C_10_E10,TOP_STOCK_PNL,603703.SH,20636.694000000003,-737306.8002060999
A_D03_C_10_E10,TOP_STOCK_PNL,600436.SH,19155.24256,-737306.8002060999
A_D03_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.4011890103936987,1.0
A_D03_C_10_E10,TOP_DAY_RETURN,2022-04-12,0.046492984477425114,
A_D03_C_10_E10,TOP_DAY_RETURN,2023-08-29,0.04543855307653888,
A_D03_C_10_E10,TOP_DAY_RETURN,2022-04-29,0.03940662736010614,
A_D03_C_10_E10,TOP_DAY_RETURN,2023-04-12,0.036050717500723195,
A_D03_C_10_E10,TOP_DAY_RETURN,2021-08-23,0.03596585821865417,
A_D04_C_MAX_E10,TOP_STOCK_PNL,002517.SZ,64075.07208,-713771.0372886996
A_D04_C_MAX_E10,TOP_STOCK_PNL,000001.SZ,46633.0086,-713771.0372886996
A_D04_C_MAX_E10,TOP_STOCK_PNL,600882.SH,39424.406279999996,-713771.0372886996
A_D04_C_MAX_E10,TOP_STOCK_PNL,300274.SZ,36672.90179999999,-713771.0372886996
A_D04_C_MAX_E10,TOP_STOCK_PNL,000519.SZ,32961.37428000001,-713771.0372886996
A_D04_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.9783261830532239,1.0
A_D04_C_MAX_E10,TOP_DAY_RETURN,2022-05-10,0.07438251035146815,
A_D04_C_MAX_E10,TOP_DAY_RETURN,2021-10-08,0.05983909893326289,
A_D04_C_MAX_E10,TOP_DAY_RETURN,2021-02-08,0.04781589956889443,
A_D04_C_MAX_E10,TOP_DAY_RETURN,2022-03-16,0.04420015722517623,
A_D04_C_MAX_E10,TOP_DAY_RETURN,2020-03-02,0.043227839818777314,
A_D04_C_10_E10,TOP_STOCK_PNL,300274.SZ,31659.339359999976,-685730.6690369002
A_D04_C_10_E10,TOP_STOCK_PNL,002428.SZ,28576.972959999985,-685730.6690369002
A_D04_C_10_E10,TOP_STOCK_PNL,300724.SZ,27304.374719999993,-685730.6690369002
A_D04_C_10_E10,TOP_STOCK_PNL,002705.SZ,24521.108000000007,-685730.6690369002
A_D04_C_10_E10,TOP_STOCK_PNL,600436.SH,19155.24256,-685730.6690369002
A_D04_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.3974234265289701,1.0
A_D04_C_10_E10,TOP_DAY_RETURN,2020-07-13,0.047524712070285746,
A_D04_C_10_E10,TOP_DAY_RETURN,2022-03-16,0.04485517867440891,
A_D04_C_10_E10,TOP_DAY_RETURN,2020-12-14,0.04299852194732434,
A_D04_C_10_E10,TOP_DAY_RETURN,2023-10-24,0.03846766154479675,
A_D04_C_10_E10,TOP_DAY_RETURN,2021-10-08,0.03679656774145723,
A_D05_C_MAX_E10,TOP_STOCK_PNL,300767.SZ,215456.29816000012,85491.20141809946
A_D05_C_MAX_E10,TOP_STOCK_PNL,600765.SH,185046.26752,85491.20141809946
A_D05_C_MAX_E10,TOP_STOCK_PNL,600657.SH,181223.03567999997,85491.20141809946
A_D05_C_MAX_E10,TOP_STOCK_PNL,003037.SZ,169805.8752,85491.20141809946
A_D05_C_MAX_E10,TOP_STOCK_PNL,002497.SZ,107151.85408000008,85491.20141809946
A_D05_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.7466922265204265,1.0
A_D05_C_MAX_E10,TOP_DAY_RETURN,2021-08-12,0.11565715464643977,
A_D05_C_MAX_E10,TOP_DAY_RETURN,2021-09-28,0.0646763227588385,
A_D05_C_MAX_E10,TOP_DAY_RETURN,2021-09-13,0.05785986219655692,
A_D05_C_MAX_E10,TOP_DAY_RETURN,2021-11-03,0.05719180381763267,
A_D05_C_MAX_E10,TOP_DAY_RETURN,2021-08-31,0.05714794711527249,
A_D05_C_10_E10,TOP_STOCK_PNL,600657.SH,86052.44775999998,-23450.542535600485
A_D05_C_10_E10,TOP_STOCK_PNL,002850.SZ,69201.25159999999,-23450.542535600485
A_D05_C_10_E10,TOP_STOCK_PNL,603031.SH,46344.41699999999,-23450.542535600485
A_D05_C_10_E10,TOP_STOCK_PNL,300389.SZ,46008.27504000001,-23450.542535600485
A_D05_C_10_E10,TOP_STOCK_PNL,600335.SH,45283.91772,-23450.542535600485
A_D05_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.31117962337930827,1.0
A_D05_C_10_E10,TOP_DAY_RETURN,2021-11-03,0.045879872755495654,
A_D05_C_10_E10,TOP_DAY_RETURN,2021-07-29,0.043374779760832816,
A_D05_C_10_E10,TOP_DAY_RETURN,2022-02-21,0.0413527529176867,
A_D05_C_10_E10,TOP_DAY_RETURN,2021-12-23,0.037031004977062576,
A_D05_C_10_E10,TOP_DAY_RETURN,2022-02-18,0.03499425995411931,
A_D06_C_MAX_E10,TOP_STOCK_PNL,600563.SH,56464.572910000024,-484945.9903249001
A_D06_C_MAX_E10,TOP_STOCK_PNL,000056.SZ,49074.177899999995,-484945.9903249001
A_D06_C_MAX_E10,TOP_STOCK_PNL,300453.SZ,44865.56831999996,-484945.9903249001
A_D06_C_MAX_E10,TOP_STOCK_PNL,300737.SZ,37521.3236,-484945.9903249001
A_D06_C_MAX_E10,TOP_STOCK_PNL,300225.SZ,34550.670360000004,-484945.9903249001
A_D06_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.7996628255839994,1.0
A_D06_C_MAX_E10,TOP_DAY_RETURN,2020-03-02,0.05691362074273587,
A_D06_C_MAX_E10,TOP_DAY_RETURN,2022-04-29,0.05471999805806038,
A_D06_C_MAX_E10,TOP_DAY_RETURN,2023-06-16,0.04886561755443841,
A_D06_C_MAX_E10,TOP_DAY_RETURN,2023-10-09,0.04758361841141889,
A_D06_C_MAX_E10,TOP_DAY_RETURN,2023-06-19,0.04543894778770374,
A_D06_C_10_E10,TOP_STOCK_PNL,000056.SZ,46694.82382,-492038.8398639003
A_D06_C_10_E10,TOP_STOCK_PNL,000908.SZ,41262.781440000006,-492038.8398639003
A_D06_C_10_E10,TOP_STOCK_PNL,002217.SZ,32284.73844,-492038.8398639003
A_D06_C_10_E10,TOP_STOCK_PNL,002371.SZ,32210.00284,-492038.8398639003
A_D06_C_10_E10,TOP_STOCK_PNL,000636.SZ,31460.9792,-492038.8398639003
A_D06_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.39007741987136424,1.0
A_D06_C_10_E10,TOP_DAY_RETURN,2023-06-16,0.04804377468579912,
A_D06_C_10_E10,TOP_DAY_RETURN,2023-06-19,0.04512393409176618,
A_D06_C_10_E10,TOP_DAY_RETURN,2022-03-10,0.03889688529625679,
A_D06_C_10_E10,TOP_DAY_RETURN,2020-04-20,0.03754744371362917,
A_D06_C_10_E10,TOP_DAY_RETURN,2023-10-25,0.0374918119095462,
A_D07_C_MAX_E10,TOP_STOCK_PNL,002400.SZ,68040.35139999999,-491674.9749131002
A_D07_C_MAX_E10,TOP_STOCK_PNL,002908.SZ,66101.16028000005,-491674.9749131002
A_D07_C_MAX_E10,TOP_STOCK_PNL,601666.SH,63526.888000000035,-491674.9749131002
A_D07_C_MAX_E10,TOP_STOCK_PNL,603169.SH,59269.56408000004,-491674.9749131002
A_D07_C_MAX_E10,TOP_STOCK_PNL,600396.SH,53810.558360000025,-491674.9749131002
A_D07_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.6736007759746978,1.0
A_D07_C_MAX_E10,TOP_DAY_RETURN,2022-03-10,0.0629391894388438,
A_D07_C_MAX_E10,TOP_DAY_RETURN,2022-10-12,0.057875460218532515,
A_D07_C_MAX_E10,TOP_DAY_RETURN,2020-03-02,0.05133140818985882,
A_D07_C_MAX_E10,TOP_DAY_RETURN,2021-12-17,0.04883530322970553,
A_D07_C_MAX_E10,TOP_DAY_RETURN,2020-09-08,0.04870662276144788,
A_D07_C_10_E10,TOP_STOCK_PNL,002400.SZ,39177.16736000001,-447927.3370924003
A_D07_C_10_E10,TOP_STOCK_PNL,603169.SH,37765.510920000015,-447927.3370924003
A_D07_C_10_E10,TOP_STOCK_PNL,603192.SH,31303.771999999997,-447927.3370924003
A_D07_C_10_E10,TOP_STOCK_PNL,002551.SZ,29080.74383999998,-447927.3370924003
A_D07_C_10_E10,TOP_STOCK_PNL,002197.SZ,28149.88904999999,-447927.3370924003
A_D07_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.30705382976858725,1.0
A_D07_C_10_E10,TOP_DAY_RETURN,2020-03-02,0.04935686848979315,
A_D07_C_10_E10,TOP_DAY_RETURN,2020-09-08,0.048023332735281254,
A_D07_C_10_E10,TOP_DAY_RETURN,2020-06-01,0.04346336697073272,
A_D07_C_10_E10,TOP_DAY_RETURN,2020-07-06,0.03990281230992965,
A_D07_C_10_E10,TOP_DAY_RETURN,2022-10-12,0.03985332405596553,
A_D08_C_MAX_E10,TOP_STOCK_PNL,002371.SZ,76887.30088,-429452.77964560036
A_D08_C_MAX_E10,TOP_STOCK_PNL,600551.SH,50891.13178999996,-429452.77964560036
A_D08_C_MAX_E10,TOP_STOCK_PNL,603466.SH,47725.114560000016,-429452.77964560036
A_D08_C_MAX_E10,TOP_STOCK_PNL,002639.SZ,42523.338959999994,-429452.77964560036
A_D08_C_MAX_E10,TOP_STOCK_PNL,600702.SH,39490.83611999999,-429452.77964560036
A_D08_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.9975103926428982,1.0
A_D08_C_MAX_E10,TOP_DAY_RETURN,2021-12-14,0.095929297963957,
A_D08_C_MAX_E10,TOP_DAY_RETURN,2020-08-03,0.09309207459873381,
A_D08_C_MAX_E10,TOP_DAY_RETURN,2021-09-28,0.07007081278536087,
A_D08_C_MAX_E10,TOP_DAY_RETURN,2021-09-09,0.058574226778365546,
A_D08_C_MAX_E10,TOP_DAY_RETURN,2020-06-16,0.05451167301957427,
A_D08_C_10_E10,TOP_STOCK_PNL,600283.SH,63290.48999999996,151538.11984539992
A_D08_C_10_E10,TOP_STOCK_PNL,002639.SZ,51278.144039999985,151538.11984539992
A_D08_C_10_E10,TOP_STOCK_PNL,603169.SH,49308.02159999999,151538.11984539992
A_D08_C_10_E10,TOP_STOCK_PNL,002593.SZ,35793.9488,151538.11984539992
A_D08_C_10_E10,TOP_STOCK_PNL,002119.SZ,34267.41612000001,151538.11984539992
A_D08_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.3926286517327565,1.0
A_D08_C_10_E10,TOP_DAY_RETURN,2020-08-03,0.04279518303893748,
A_D08_C_10_E10,TOP_DAY_RETURN,2020-07-13,0.04149355453069181,
A_D08_C_10_E10,TOP_DAY_RETURN,2022-08-01,0.032768424325030576,
A_D08_C_10_E10,TOP_DAY_RETURN,2020-08-27,0.030128214275753074,
A_D08_C_10_E10,TOP_DAY_RETURN,2021-12-20,0.029518781926072934,
A_D09_C_MAX_E10,TOP_STOCK_PNL,600603.SH,80290.56870999999,-650238.1255857004
A_D09_C_MAX_E10,TOP_STOCK_PNL,300636.SZ,65872.56679999997,-650238.1255857004
A_D09_C_MAX_E10,TOP_STOCK_PNL,000739.SZ,61942.359399999994,-650238.1255857004
A_D09_C_MAX_E10,TOP_STOCK_PNL,000513.SZ,53450.33639999997,-650238.1255857004
A_D09_C_MAX_E10,TOP_STOCK_PNL,600809.SH,50194.351800000004,-650238.1255857004
A_D09_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.976160977941162,1.0
A_D09_C_MAX_E10,TOP_DAY_RETURN,2022-03-22,0.09395413939079966,
A_D09_C_MAX_E10,TOP_DAY_RETURN,2020-03-02,0.08015504230893233,
A_D09_C_MAX_E10,TOP_DAY_RETURN,2022-05-09,0.06875558477787713,
A_D09_C_MAX_E10,TOP_DAY_RETURN,2023-08-29,0.0653569016074329,
A_D09_C_MAX_E10,TOP_DAY_RETURN,2022-05-10,0.06381329049950146,
A_D09_C_10_E10,TOP_STOCK_PNL,600603.SH,59681.22487000002,-433324.6352397001
A_D09_C_10_E10,TOP_STOCK_PNL,600336.SH,54664.75520000004,-433324.6352397001
A_D09_C_10_E10,TOP_STOCK_PNL,300059.SZ,53189.549759999994,-433324.6352397001
A_D09_C_10_E10,TOP_STOCK_PNL,300763.SZ,44615.72376000001,-433324.6352397001
A_D09_C_10_E10,TOP_STOCK_PNL,002409.SZ,42466.75271999999,-433324.6352397001
A_D09_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.3929785181766631,1.0
A_D09_C_10_E10,TOP_DAY_RETURN,2020-07-06,0.047716292516330805,
A_D09_C_10_E10,TOP_DAY_RETURN,2020-07-13,0.04515268280280682,
A_D09_C_10_E10,TOP_DAY_RETURN,2023-08-29,0.04463599784339478,
A_D09_C_10_E10,TOP_DAY_RETURN,2020-02-04,0.04424790766460407,
A_D09_C_10_E10,TOP_DAY_RETURN,2020-10-09,0.04257151754258515,
A_H01_C_MAX_E10,TOP_STOCK_PNL,300390.SZ,490424.37716000003,-555414.5727118012
A_H01_C_MAX_E10,TOP_STOCK_PNL,601016.SH,220616.78631999996,-555414.5727118012
A_H01_C_MAX_E10,TOP_STOCK_PNL,600887.SH,185481.35803999996,-555414.5727118012
A_H01_C_MAX_E10,TOP_STOCK_PNL,002756.SZ,171899.61432000005,-555414.5727118012
A_H01_C_MAX_E10,TOP_STOCK_PNL,300598.SZ,130971.30900000007,-555414.5727118012
A_H01_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.9960090233475425,1.0
A_H01_C_MAX_E10,TOP_DAY_RETURN,2021-10-26,0.098748981007732,
A_H01_C_MAX_E10,TOP_DAY_RETURN,2021-09-10,0.0960274228050082,
A_H01_C_MAX_E10,TOP_DAY_RETURN,2023-07-13,0.09385642349574086,
A_H01_C_MAX_E10,TOP_DAY_RETURN,2021-09-02,0.08793556334998875,
A_H01_C_MAX_E10,TOP_DAY_RETURN,2023-06-20,0.07768344712599684,
A_H01_C_10_E10,TOP_STOCK_PNL,300390.SZ,90466.63267999998,178990.24945389963
A_H01_C_10_E10,TOP_STOCK_PNL,300570.SZ,81788.87674999998,178990.24945389963
A_H01_C_10_E10,TOP_STOCK_PNL,000615.SZ,80352.47744000002,178990.24945389963
A_H01_C_10_E10,TOP_STOCK_PNL,300394.SZ,60679.72875000001,178990.24945389963
A_H01_C_10_E10,TOP_STOCK_PNL,601678.SH,50795.50528000001,178990.24945389963
A_H01_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.5823820028393702,1.0
A_H01_C_10_E10,TOP_DAY_RETURN,2023-06-19,0.06089215644053758,
A_H01_C_10_E10,TOP_DAY_RETURN,2023-06-16,0.06024455283348362,
A_H01_C_10_E10,TOP_DAY_RETURN,2023-06-14,0.046798270314706736,
A_H01_C_10_E10,TOP_DAY_RETURN,2020-11-02,0.04355207558625196,
A_H01_C_10_E10,TOP_DAY_RETURN,2021-09-07,0.04327260970843505,
A_H02_C_MAX_E10,TOP_STOCK_PNL,003037.SZ,169805.8752,477123.12764629954
A_H02_C_MAX_E10,TOP_STOCK_PNL,300767.SZ,165252.8888800001,477123.12764629954
A_H02_C_MAX_E10,TOP_STOCK_PNL,605188.SH,124452.35529999997,477123.12764629954
A_H02_C_MAX_E10,TOP_STOCK_PNL,002850.SZ,117109.81040000002,477123.12764629954
A_H02_C_MAX_E10,TOP_STOCK_PNL,000612.SZ,109326.73272000003,477123.12764629954
A_H02_C_MAX_E10,MAX_INDUSTRY_NAV,historical_industry,0.8288931055831721,1.0
A_H02_C_MAX_E10,TOP_DAY_RETURN,2020-11-05,0.06679905922184348,
A_H02_C_MAX_E10,TOP_DAY_RETURN,2021-08-12,0.05762963289504808,
A_H02_C_MAX_E10,TOP_DAY_RETURN,2022-05-05,0.052478875214342136,
A_H02_C_MAX_E10,TOP_DAY_RETURN,2020-08-17,0.051985013041152106,
A_H02_C_MAX_E10,TOP_DAY_RETURN,2022-04-29,0.04928089533132951,
A_H02_C_10_E10,TOP_STOCK_PNL,600657.SH,100869.42551999999,354308.87568309996
A_H02_C_10_E10,TOP_STOCK_PNL,002850.SZ,79847.59799999995,354308.87568309996
A_H02_C_10_E10,TOP_STOCK_PNL,300491.SZ,59921.43669,354308.87568309996
A_H02_C_10_E10,TOP_STOCK_PNL,000612.SZ,56455.60788000001,354308.87568309996
A_H02_C_10_E10,TOP_STOCK_PNL,300389.SZ,54310.520159999985,354308.87568309996
A_H02_C_10_E10,MAX_INDUSTRY_NAV,historical_industry,0.4135184612629816,1.0
A_H02_C_10_E10,TOP_DAY_RETURN,2021-07-29,0.04728198191516242,
A_H02_C_10_E10,TOP_DAY_RETURN,2020-11-05,0.044455825264558824,
A_H02_C_10_E10,TOP_DAY_RETURN,2022-02-21,0.03808023007396133,
A_H02_C_10_E10,TOP_DAY_RETURN,2022-10-25,0.036768700736641735,
A_H02_C_10_E10,TOP_DAY_RETURN,2022-10-12,0.0350170649453152,
C_H02_C_MAX_G_DOWN,TOP_STOCK_PNL,300767.SZ,146426.6104,140063.5542686996
C_H02_C_MAX_G_DOWN,TOP_STOCK_PNL,002850.SZ,95817.11759999997,140063.5542686996
C_H02_C_MAX_G_DOWN,TOP_STOCK_PNL,300002.SZ,90850.0036,140063.5542686996
C_H02_C_MAX_G_DOWN,TOP_STOCK_PNL,600559.SH,84911.9202,140063.5542686996
C_H02_C_MAX_G_DOWN,TOP_STOCK_PNL,002400.SZ,74959.82496,140063.5542686996
C_H02_C_MAX_G_DOWN,MAX_INDUSTRY_NAV,historical_industry,0.7545715395608681,1.0
C_H02_C_MAX_G_DOWN,TOP_DAY_RETURN,2021-08-12,0.07178207301043993,
C_H02_C_MAX_G_DOWN,TOP_DAY_RETURN,2020-11-05,0.06810851521267125,
C_H02_C_MAX_G_DOWN,TOP_DAY_RETURN,2020-07-07,0.055560081206096346,
C_H02_C_MAX_G_DOWN,TOP_DAY_RETURN,2020-06-01,0.05300981037475805,
C_H02_C_MAX_G_DOWN,TOP_DAY_RETURN,2020-08-17,0.051119538712230295,
C_H02_C_MAX_G_RAMP,TOP_STOCK_PNL,300767.SZ,196630.01968000003,-103907.34467459988
C_H02_C_MAX_G_RAMP,TOP_STOCK_PNL,002850.SZ,106463.464,-103907.34467459988
C_H02_C_MAX_G_RAMP,TOP_STOCK_PNL,000612.SZ,57351.72864,-103907.34467459988
C_H02_C_MAX_G_RAMP,TOP_STOCK_PNL,002084.SZ,50388.1581,-103907.34467459988
C_H02_C_MAX_G_RAMP,TOP_STOCK_PNL,600765.SH,42859.98108,-103907.34467459988
C_H02_C_MAX_G_RAMP,MAX_INDUSTRY_NAV,historical_industry,0.8883236148414176,1.0
C_H02_C_MAX_G_RAMP,TOP_DAY_RETURN,2021-08-12,0.14263233691714827,
C_H02_C_MAX_G_RAMP,TOP_DAY_RETURN,2021-08-04,0.06337379364781515,
C_H02_C_MAX_G_RAMP,TOP_DAY_RETURN,2021-07-13,0.05633118049181829,
C_H02_C_MAX_G_RAMP,TOP_DAY_RETURN,2021-07-12,0.053884717181156505,
C_H02_C_MAX_G_RAMP,TOP_DAY_RETURN,2020-08-17,0.05308897520380862,
C_H02_C_10_G_DOWN,TOP_STOCK_PNL,002850.SZ,69201.25159999999,29605.405894599215
C_H02_C_10_G_DOWN,TOP_STOCK_PNL,002084.SZ,58123.11141999994,29605.405894599215
C_H02_C_10_G_DOWN,TOP_STOCK_PNL,300491.SZ,46948.75451999999,29605.405894599215
C_H02_C_10_G_DOWN,TOP_STOCK_PNL,600436.SH,45257.40452000001,29605.405894599215
C_H02_C_10_G_DOWN,TOP_STOCK_PNL,300389.SZ,44278.64064000001,29605.405894599215
C_H02_C_10_G_DOWN,MAX_INDUSTRY_NAV,historical_industry,0.4138451589437798,1.0
C_H02_C_10_G_DOWN,TOP_DAY_RETURN,2021-07-29,0.047288507926414924,
C_H02_C_10_G_DOWN,TOP_DAY_RETURN,2020-11-05,0.04467532791361184,
C_H02_C_10_G_DOWN,TOP_DAY_RETURN,2021-06-07,0.04141108296817153,
C_H02_C_10_G_DOWN,TOP_DAY_RETURN,2022-02-21,0.03814264062728023,
C_H02_C_10_G_DOWN,TOP_DAY_RETURN,2020-08-17,0.03464445978487651,
C_H02_C_10_G_RAMP,TOP_STOCK_PNL,002850.SZ,58554.90520000001,-79485.42400730023
C_H02_C_10_G_RAMP,TOP_STOCK_PNL,000612.SZ,51377.59023999999,-79485.42400730023
