route,t,signals
D02,600,23
D02,601,11
D02,602,12
D02,603,21
D02,604,11
D02,605,15
D02,606,9
D02,607,34
D02,608,28
D02,609,21
D02,610,35
D02,611,29
D02,612,40
D02,613,20
D02,614,7
D02,616,4
D02,617,7
D02,618,3
D02,619,2
D02,620,5
D02,623,2
D02,624,4
D02,625,8
D02,626,7
D02,627,20
D02,628,13
D02,629,18
D02,630,16
D02,631,4
D02,632,9
D02,633,2
D02,634,1
D02,635,4
D02,636,5
D02,637,14
D02,638,15
D02,639,4
D02,641,2
D02,642,5
D02,643,10
D02,644,1
D02,645,2
D02,646,13
D02,647,4
D02,648,13
D02,649,15
D02,650,8
D02,651,5
D02,652,5
D02,653,1
D02,656,1
D02,657,2
D02,659,1
D02,660,6
D02,661,6
D02,662,10
D02,663,1
D02,667,1
D02,668,3
D02,669,3
D02,670,15
D02,671,24
D02,672,36
D02,673,29
D02,674,7
D02,675,4
D02,676,4
D02,677,5
D02,678,2
D02,679,4
D02,680,3
D02,681,2
D02,682,6
D02,683,2
D02,684,4
D02,685,1
D02,686,1
D02,687,4
D02,688,4
D02,689,5
D02,690,3
D02,691,7
D02,692,8
D02,693,6
D02,694,3
D02,695,4
D02,696,7
D02,697,3
D02,698,3
D02,699,5
D02,700,7
D02,701,4
D02,702,4
D02,703,1
D02,705,4
D02,706,6
D02,707,3
D02,708,5
D02,709,1
D02,710,3
D02,711,3
D02,712,7
D02,713,1
D02,714,4
D02,715,3
D02,716,7
D02,717,7
D02,718,7
D02,719,10
D02,720,5
D02,721,19
D02,722,2
D02,723,6
D02,724,8
D02,725,13
D02,726,18
D02,727,2
D02,728,6
D02,729,11
D02,730,24
D02,731,24
D02,732,15
D02,733,20
D02,734,14
D02,735,8
D02,736,11
D02,737,7
D02,738,2
D02,739,2
D02,740,8
D02,741,2
D02,742,2
D02,743,1
D02,744,3
D02,745,1
D02,747,2
D02,750,4
D02,751,12
D02,752,12
D02,753,3
D02,754,4
D02,755,10
D02,756,15
D02,757,14
D02,758,7
D02,759,3
D02,760,7
D02,761,1
D02,763,2
D02,764,1
D02,765,3
D02,766,3
D02,767,4
D02,768,1
D02,769,3
D02,770,1
D02,773,1
D02,774,2
D02,775,1
D02,776,5
D02,777,4
D02,778,6
D02,779,5
D02,780,6
D02,781,5
D02,782,2
D02,783,2
D02,784,3
D02,785,5
D02,786,8
D02,787,3
D02,788,6
D02,789,8
D02,790,8
D02,791,11
D02,792,8
D02,793,6
D02,794,1
D02,795,1
D02,796,2
D02,798,5
D02,799,4
D02,800,4
D02,801,2
D02,802,3
D02,803,1
D02,804,2
D02,805,3
D02,806,5
D02,807,4
D02,808,3
D02,809,10
D02,810,7
D02,811,12
D02,812,3
D02,814,2
D02,815,1
D02,816,2
D02,817,3
D02,818,3
D02,819,1
D02,820,1
D02,821,2
D02,822,3
D02,823,5
D02,824,6
D02,825,4
D02,826,5
D02,827,8
D02,828,1
D02,829,5
D02,830,12
D02,831,10
D02,832,4
D02,833,4
D02,834,12
D02,835,9
D02,836,4
D02,837,2
D02,838,4
D02,839,6
D02,840,4
D02,841,4
D02,842,8
D02,843,3
D02,844,5
D02,845,6
D02,846,5
D02,847,7
D02,848,2
D02,849,5
D02,850,5
D02,851,3
D02,852,7
D02,853,4
D02,854,9
D02,855,18
D02,856,18
D02,857,5
D02,858,3
D02,859,13
D02,860,3
D02,861,2
D02,862,7
D02,863,7
D02,864,8
D02,865,5
D02,868,1
D02,869,2
D02,870,3
D02,871,4
D02,872,4
D02,873,4
D02,874,4
D02,875,3
D02,877,5
D02,878,12
D02,879,7
D02,880,7
D02,881,1
D02,882,2
D02,883,5
D02,884,6
D02,885,16
D02,886,19
D02,887,20
D02,888,20
D02,889,21
D02,890,21
D02,891,18
D02,892,3
D02,893,10
D02,894,9
D02,895,5
D02,896,13
D02,897,9
D02,898,13
D02,899,9
D02,900,18
D02,901,15
D02,902,15
D02,903,3
D02,904,5
D02,905,8
D02,906,3
D02,908,2
D02,911,1
D02,913,1
D02,916,3
D02,917,1
D02,918,11
D02,919,6
D02,920,11
D02,921,1
D02,922,3
D02,923,6
D02,924,4
D02,925,3
D02,926,6
D02,927,12
D02,928,11
D02,929,6
D02,930,3
D02,931,8
D02,932,7
D02,933,2
D02,934,9
D02,935,5
D02,936,5
D02,937,5
D02,938,8
D02,939,3
D02,940,5
D02,941,5
D02,942,7
D02,943,6
D02,944,5
D02,945,4
D02,946,5
D02,947,6
D02,948,12
D02,949,6
D02,950,4
D02,951,6
D02,952,6
D02,953,1
D02,955,2
D02,956,1
D02,957,4
D02,958,3
D02,959,2
D02,960,2
D02,961,1
D02,962,3
D02,964,2
D02,965,8
D02,966,4
D02,967,1
D02,968,4
D02,969,2
D02,970,7
D02,971,6
D02,972,14
D02,973,8
D02,974,2
D02,975,5
D02,976,3
D02,977,2
D02,978,1
D02,979,5
D02,980,1
D02,981,3
D02,982,2
D02,983,3
D02,987,2
D02,994,2
D02,995,1
D02,998,1
D02,999,1
D02,1000,2
D02,1001,2
D02,1002,2
D02,1003,3
D02,1004,5
D02,1005,3
D02,1006,1
D02,1007,7
D02,1008,2
D02,1009,3
D02,1010,5
D02,1011,2
D02,1012,1
D02,1013,1
D02,1015,1
D02,1016,1
D02,1018,1
D02,1020,2
D02,1023,1
D02,1025,2
D02,1026,1
D02,1030,2
D02,1031,6
D02,1032,11
D02,1033,3
D02,1034,7
D02,1035,4
D02,1037,1
D02,1038,2
D02,1039,2
D02,1041,1
D02,1042,1
D02,1044,1
D02,1049,1
D02,1050,4
D02,1051,1
D02,1053,3
D02,1054,1
D02,1056,2
D02,1057,3
D02,1058,3
D02,1061,6
D02,1062,9
D02,1063,2
D02,1064,1
D02,1065,7
D02,1066,6
D02,1067,4
D02,1068,2
D02,1069,8
D02,1071,1
D02,1072,2
D02,1073,4
D02,1074,8
D02,1075,6
D02,1076,2
D02,1077,1
D02,1078,2
D02,1081,3
D02,1082,2
D02,1083,1
D02,1084,1
D02,1085,2
D02,1087,2
D02,1088,4
D02,1089,2
D02,1090,1
D02,1091,1
D02,1092,2
D02,1093,1
D02,1094,3
D02,1096,2
D02,1097,1
D02,1098,1
D02,1099,1
D02,1101,1
D02,1102,2
D02,1103,2
D02,1104,1
D02,1106,1
D02,1108,3
D02,1109,3
D02,1110,3
D02,1111,2
D02,1112,1
D02,1116,1
D02,1117,1
D02,1119,2
D02,1120,1
D02,1121,1
D02,1122,3
D02,1123,2
D02,1124,6
D02,1125,3
D02,1126,1
D02,1127,3
D02,1129,1
D02,1132,2
D02,1133,1
D02,1136,1
D02,1137,1
D02,1138,6
D02,1139,2
D02,1140,1
D02,1141,1
D02,1142,1
D02,1143,1
D02,1144,1
D02,1147,2
D02,1156,2
D02,1158,1
D02,1159,2
D02,1160,4
D02,1161,5
D02,1162,5
D02,1163,1
D02,1164,3
D02,1166,4
D02,1167,4
D02,1168,2
D02,1170,1
D02,1171,3
D02,1172,5
D02,1173,3
D02,1174,4
D02,1175,2
D02,1176,1
D02,1177,1
D02,1178,2
D02,1179,3
D02,1181,1
D02,1183,2
D02,1184,1
D02,1185,1
D02,1186,1
D02,1189,2
D02,1191,2
D02,1192,1
D02,1193,1
D02,1194,1
D02,1195,6
D02,1196,2
D02,1197,5
D02,1198,2
D02,1199,1
D02,1200,1
D02,1201,1
D02,1202,4
D02,1212,1
D02,1213,2
D02,1214,1
D02,1215,1
D02,1216,2
D02,1217,4
D02,1218,6
D02,1219,1
D02,1220,4
D02,1221,5
D02,1222,3
D02,1223,3
D02,1224,1
D02,1225,2
D02,1226,4
D02,1227,6
D02,1228,4
D02,1229,6
D02,1230,10
D02,1231,5
D02,1232,7
D02,1233,2
D02,1234,4
D02,1235,3
D02,1236,2
D02,1237,1
D02,1238,3
D02,1239,2
D02,1240,2
D02,1242,1
D02,1243,2
D02,1244,1
D02,1245,2
D02,1246,1
D02,1247,4
D02,1248,2
D02,1249,1
D02,1250,1
D02,1251,6
D02,1252,11
D02,1253,5
D02,1254,6
D02,1255,3
D02,1256,2
D02,1257,1
D02,1258,2
D02,1259,6
D02,1260,1
D02,1261,2
D02,1262,1
D02,1263,4
D02,1264,3
D02,1265,5
D02,1266,11
D02,1267,4
D02,1268,9
D02,1269,11
D02,1270,5
D02,1271,6
D02,1272,3
D02,1273,3
D02,1274,10
D02,1275,7
D02,1276,3
D02,1277,9
D02,1279,1
D02,1280,1
D02,1281,2
D02,1282,2
D02,1283,4
D02,1284,3
D02,1285,3
D02,1286,4
D02,1287,4
D02,1288,4
D02,1289,7
D02,1290,7
D02,1291,3
D02,1292,8
D02,1293,13
D02,1294,3
D02,1295,1
D02,1296,2
D02,1297,1
D02,1298,2
D02,1300,2
D02,1301,1
D02,1302,1
D02,1303,2
D02,1304,6
D02,1305,6
D02,1307,2
D02,1308,2
D02,1309,8
D02,1310,15
D02,1311,17
D02,1312,16
D02,1313,18
D02,1314,4
D02,1315,8
D02,1316,6
D02,1317,10
D02,1318,6
D02,1319,14
D02,1320,11
D02,1321,16
D02,1322,11
D02,1323,9
D02,1324,16
D02,1325,21
D02,1326,16
D02,1327,1
D02,1329,1
D02,1330,6
D02,1331,4
D02,1332,3
D02,1333,3
D02,1334,5
D02,1335,2
D02,1336,1
D02,1339,1
D02,1340,2
D02,1341,5
D02,1342,4
D02,1343,8
D02,1344,5
D02,1345,5
D02,1346,2
D02,1347,3
D02,1348,2
D02,1349,8
D02,1350,7
D02,1351,2
D02,1352,8
D02,1353,9
D02,1354,3
D02,1355,1
D02,1357,6
D02,1358,5
D02,1361,1
D02,1363,1
D02,1364,4
D02,1365,1
D02,1366,3
D02,1367,2
D02,1368,1
D02,1369,2
D02,1370,3
D02,1371,2
D02,1373,1
D02,1374,3
D02,1375,5
D02,1376,1
D02,1377,1
D02,1378,8
D02,1379,3
D02,1380,2
D02,1381,1
D02,1382,3
D02,1383,2
D02,1384,2
D02,1389,1
D02,1390,1
D02,1392,4
D02,1393,2
D02,1394,2
D02,1395,5
D02,1396,3
D02,1397,1
D02,1398,1
D02,1399,2
D02,1400,2
D02,1402,1
D02,1403,3
D02,1404,2
D02,1408,2
D02,1409,1
D02,1410,1
D02,1412,4
D02,1413,3
D02,1415,1
D02,1416,1
D02,1417,1
D02,1418,4
D02,1419,7
D02,1420,3
D02,1421,3
D02,1422,4
D02,1423,10
D02,1424,14
D02,1425,7
D02,1426,9
D02,1427,21
D02,1428,8
D02,1430,4
D02,1431,6
D02,1432,4
D02,1433,5
D02,1435,2
D02,1436,4
D02,1437,2
D02,1438,4
D02,1439,4
D02,1440,2
D02,1441,5
D02,1442,1
D02,1443,2
D02,1445,1
D02,1446,3
D02,1447,2
D02,1448,1
D02,1450,2
D02,1451,2
D02,1452,4
D02,1453,1
D02,1454,2
D02,1455,1
D02,1456,4
D03,487,49
D03,488,6
D03,489,5
D03,490,13
D03,491,1
D03,492,13
D03,493,13
D03,494,7
D03,495,13
D03,496,1
D03,497,11
D03,498,8
D03,499,20
D03,500,9
D03,501,5
D03,502,3
D03,503,1
D03,513,6
D03,514,2
D03,517,7
D03,518,2
D03,519,4
D03,520,6
D03,521,5
D03,523,9
D03,524,7
D03,525,3
D03,526,8
D03,527,4
D03,528,5
D03,529,11
D03,530,17
D03,531,2
D03,532,4
D03,533,6
D03,535,3
D03,537,1
D03,539,2
D03,540,4
D03,541,2
D03,542,3
D03,544,11
D03,545,3
D03,546,3
D03,547,11
D03,548,20
D03,549,3
D03,550,10
D03,551,3
D03,552,9
D03,553,39
D03,554,32
D03,555,14
D03,556,23
D03,557,23
D03,558,24
D03,559,37
D03,560,25
D03,561,3
D03,562,23
D03,563,22
D03,564,33
D03,565,35
D03,566,37
D03,567,28
D03,568,6
D03,569,1
D03,570,8
D03,571,15
D03,572,6
D03,573,20
D03,574,25
D03,575,32
D03,576,14
D03,577,9
D03,578,7
D03,579,32
D03,580,63
D03,581,14
D03,582,4
D03,583,30
D03,584,47
D03,585,14
D03,586,9
D03,587,10
D03,588,11
D03,589,16
D03,590,12
D03,591,31
D03,592,16
D03,593,15
D03,594,43
D03,595,31
D03,596,17
D03,597,16
D03,598,18
D03,599,21
D03,600,11
D03,601,9
D03,602,8
D03,603,37
D03,604,16
D03,605,16
D03,606,17
D03,607,28
D03,608,20
D03,609,5
D03,610,10
D03,612,4
D03,613,1
D03,614,4
D03,616,3
D03,617,10
D03,618,3
D03,619,1
D03,621,1
D03,623,8
D03,624,3
D03,625,1
D03,627,4
D03,629,2
D03,630,2
D03,632,1
D03,633,2
D03,634,2
D03,635,10
D03,636,9
D03,637,26
D03,638,7
D03,639,1
D03,640,1
D03,641,10
D03,642,18
D03,643,14
D03,644,1
D03,645,6
D03,646,26
D03,647,17
D03,648,3
D03,649,14
D03,650,5
D03,651,3
D03,652,18
D03,653,9
D03,654,7
D03,655,4
D03,656,7
D03,657,20
D03,658,7
D03,659,5
D03,660,3
D03,661,12
D03,662,13
D03,663,2
D03,664,6
D03,665,1
D03,666,4
D03,667,7
D03,668,18
D03,669,11
D03,670,23
D03,671,16
D03,672,3
D03,673,5
D03,674,3
D03,675,14
D03,676,15
D03,677,17
D03,678,16
D03,679,9
D03,680,19
D03,681,16
D03,682,48
D03,683,36
D03,684,23
D03,685,4
D03,686,22
D03,687,25
D03,688,7
D03,689,21
D03,690,3
D03,691,11
D03,692,3
D03,693,5
D03,694,9
D03,695,21
D03,696,54
D03,697,15
D03,698,18
D03,699,10
D03,700,16
D03,701,32
D03,702,8
D03,703,4
D03,704,6
D03,705,17
D03,706,9
D03,707,21
D03,708,18
D03,709,9
D03,710,7
D03,711,8
D03,712,7
D03,713,4
D03,714,9
D03,715,9
D03,716,23
D03,717,18
D03,718,6
D03,719,12
D03,720,13
D03,721,19
D03,722,7
D03,723,9
D03,724,9
D03,725,25
D03,726,12
D03,727,2
D03,728,18
D03,729,23
D03,730,31
D03,731,4
D03,732,8
D03,733,12
D03,734,10
D03,735,4
D03,736,12
D03,737,16
D03,738,6
D03,740,20
D03,741,6
D03,742,8
D03,743,5
D03,744,5
D03,745,5
D03,746,3
D03,747,3
D03,748,4
D03,749,2
D03,750,11
D03,751,6
D03,753,2
D03,754,7
D03,755,13
D03,756,18
D03,757,10
D03,758,4
D03,759,2
D03,760,2
D03,761,4
D03,762,3
D03,763,9
D03,764,6
D03,765,32
D03,766,6
D03,767,8
D03,768,6
D03,769,5
D03,770,10
D03,771,1
D03,772,8
D03,773,21
D03,774,31
D03,775,14
D03,776,10
D03,777,5
D03,778,6
D03,779,9
D03,780,23
D03,781,8
D03,782,4
D03,783,13
D03,784,26
D03,785,21
D03,786,6
D03,787,18
D03,788,15
D03,789,21
D03,790,28
D03,791,23
D03,792,18
D03,793,11
D03,794,8
D03,795,6
D03,796,31
D03,797,36
D03,798,43
D03,799,25
D03,800,20
D03,801,7
D03,802,30
D03,803,9
D03,804,21
D03,805,12
D03,806,42
D03,807,25
D03,808,14
D03,809,35
D03,810,16
D03,811,12
D03,812,10
D03,813,28
D03,814,10
D03,815,8
D03,816,6
D03,817,16
D03,818,22
D03,819,7
D03,820,21
D03,821,21
D03,822,16
D03,823,19
D03,824,15
D03,825,6
D03,826,11
D03,827,25
D03,828,13
D03,829,13
D03,830,13
D03,831,41
D03,832,20
D03,833,14
D03,834,24
D03,835,8
D03,836,12
D03,837,13
D03,838,19
D03,839,37
D03,840,28
D03,841,5
D03,842,10
D03,843,6
D03,844,7
D03,845,11
D03,846,2
D03,847,15
D03,848,17
D03,849,6
D03,850,28
D03,851,11
D03,852,14
D03,853,8
D03,854,2
D03,855,20
D03,856,12
D03,857,4
D03,858,8
D03,859,20
D03,860,7
D03,861,10
D03,862,24
D03,863,16
D03,864,6
D03,865,4
D03,866,5
D03,867,1
D03,868,25
D03,869,8
D03,870,8
D03,871,7
D03,872,2
D03,873,3
D03,874,2
D03,875,6
D03,876,9
D03,877,15
D03,878,14
D03,879,1
D03,880,5
D03,881,1
D03,882,9
D03,883,20
D03,884,11
D03,885,34
D03,886,6
D03,887,11
D03,888,12
D03,889,5
D03,890,26
D03,891,4
D03,892,5
D03,893,17
D03,894,17
D03,895,9
D03,896,21
D03,897,12
D03,898,6
D03,899,3
D03,900,4
D03,901,10
D03,902,25
D03,903,10
D03,904,7
D03,905,19
D03,906,10
D03,907,1
D03,908,4
D03,909,6
D03,910,2
D03,911,14
D03,912,4
D03,913,2
D03,915,3
D03,916,6
D03,917,8
D03,918,3
D03,919,5
D03,920,2
D03,921,3
D03,922,6
D03,923,21
D03,924,11
D03,925,2
D03,926,6
D03,927,24
D03,928,39
D03,929,9
D03,930,7
D03,931,36
D03,932,6
D03,933,14
D03,934,29
D03,935,16
D03,936,19
D03,937,13
D03,938,16
D03,939,6
D03,940,20
D03,941,46
D03,942,25
D03,943,28
D03,944,11
D03,945,18
D03,946,18
D03,947,14
D03,948,15
D03,949,36
D03,950,27
D03,951,9
D03,952,15
D03,953,9
D03,954,14
D03,955,30
D03,956,20
D03,957,12
D03,958,14
D03,959,14
D03,960,10
D03,961,12
D03,962,8
D03,963,12
D03,964,24
D03,965,32
D03,966,13
D03,967,6
D03,968,10
D03,969,19
D03,970,16
D03,971,28
D03,972,18
D03,973,21
D03,974,4
D03,975,18
D03,976,7
D03,977,6
D03,978,11
D03,979,13
D03,980,4
D03,981,16
D03,982,33
D03,983,5
D03,984,8
D03,985,1
D03,986,11
D03,987,11
D03,988,2
D03,989,3
D03,991,4
D03,992,7
D03,993,5
D03,994,4
D03,996,1
D03,997,1
D03,998,6
D03,999,23
D03,1000,5
D03,1001,23
D03,1002,23
D03,1003,6
D03,1004,17
D03,1005,4
D03,1006,15
D03,1007,17
D03,1008,54
D03,1009,30
D03,1010,16
D03,1011,8
D03,1012,6
D03,1013,8
D03,1014,13
D03,1015,25
D03,1016,8
D03,1017,6
D03,1018,1
D03,1019,10
D03,1020,12
D03,1021,8
D03,1022,5
D03,1023,1
D03,1024,3
D03,1025,5
D03,1026,15
D03,1027,17
D03,1028,13
D03,1029,16
D03,1030,21
D03,1031,12
D03,1032,27
D03,1033,3
D03,1034,17
D03,1035,16
D03,1036,30
D03,1037,12
D03,1038,18
D03,1039,8
D03,1040,8
D03,1041,43
D03,1042,9
D03,1043,2
D03,1044,14
D03,1047,2
D03,1048,2
D03,1049,2
D03,1051,2
D03,1052,3
D03,1053,3
D03,1055,1
D03,1056,5
D03,1057,2
D03,1058,2
D03,1059,8
D03,1060,13
D03,1061,29
D03,1062,9
D03,1063,1
D03,1064,4
D03,1065,54
D03,1066,22
D03,1067,17
D03,1068,18
D03,1069,18
D03,1070,17
D03,1071,27
D03,1072,21
D03,1073,12
D03,1074,8
D03,1075,44
D03,1076,49
D03,1077,21
D03,1078,37
D03,1079,7
D03,1080,26
D03,1081,44
D03,1082,8
D03,1083,2
D03,1084,31
D03,1085,60
D03,1086,15
D03,1087,15
D03,1088,1
D03,1089,13
D03,1090,23
D03,1091,30
D03,1092,15
D03,1093,7
D03,1094,33
D03,1095,14
D03,1096,10
D03,1097,12
D03,1098,29
D03,1099,66
D03,1100,8
D03,1101,20
D03,1102,17
D03,1103,13
D03,1104,4
D03,1105,3
D03,1106,3
D03,1107,20
D03,1108,109
D03,1109,51
D03,1110,4
D03,1111,10
D03,1112,1
D03,1113,20
D03,1114,16
D03,1115,38
D03,1116,55
D03,1117,26
D03,1118,9
D03,1119,10
D03,1120,3
D03,1121,8
D03,1122,40
D03,1123,8
D03,1124,16
D03,1125,4
D03,1126,13
D03,1127,59
D03,1128,2
D03,1129,7
D03,1130,14
D03,1131,26
D03,1132,11
D03,1133,3
D03,1134,5
D03,1135,17
D03,1136,9
D03,1137,16
D03,1138,5
D03,1139,1
D03,1140,6
D03,1141,14
D03,1142,4
D03,1143,4
D03,1144,1
D03,1145,3
D03,1146,9
D03,1147,6
D03,1148,16
D03,1149,4
D03,1150,4
D03,1151,14
D03,1152,5
D03,1153,3
D03,1154,4
D03,1155,3
D03,1156,7
D03,1157,15
D03,1158,8
D03,1159,2
D03,1160,2
D03,1161,3
D03,1162,3
D03,1163,5
D03,1164,18
D03,1165,12
D03,1166,8
D03,1167,38
D03,1168,16
D03,1169,2
D03,1170,17
D03,1171,37
D03,1172,19
D03,1173,6
D03,1174,13
D03,1175,7
D03,1176,1
D03,1177,23
D03,1178,7
D03,1179,9
D03,1180,4
D03,1181,44
D03,1182,25
D03,1183,11
D03,1184,21
D03,1185,6
D03,1186,26
D03,1187,18
D03,1188,32
D03,1189,22
D03,1190,16
D03,1191,65
D03,1192,7
D03,1193,21
D03,1194,14
D03,1195,24
D03,1196,4
D03,1197,14
D03,1198,12
D03,1199,14
D03,1200,18
D03,1201,15
D03,1202,18
D03,1203,6
D03,1204,20
D03,1205,3
D03,1206,6
D03,1207,19
D03,1208,16
D03,1209,5
D03,1210,16
D03,1211,11
D03,1212,8
D03,1213,4
D03,1214,12
D03,1215,18
D03,1216,12
D03,1217,13
D03,1218,6
D03,1219,8
D03,1220,17
D03,1221,15
D03,1222,8
D03,1223,37
D03,1224,69
D03,1225,12
D03,1226,28
D03,1227,35
D03,1228,55
D03,1229,47
D03,1230,11
D03,1231,27
D03,1232,35
D03,1233,6
D03,1234,7
D03,1235,23
D03,1236,4
D03,1237,28
D03,1238,41
D03,1239,30
D03,1240,15
D03,1241,10
D03,1242,3
D03,1243,4
D03,1244,62
D03,1245,54
D03,1246,22
D03,1247,10
D03,1248,4
D03,1249,11
D03,1250,19
D03,1251,43
D03,1252,15
D03,1253,7
D03,1254,30
D03,1255,3
D03,1256,6
D03,1257,49
D03,1258,3
D03,1259,30
D03,1260,12
D03,1261,18
D03,1262,3
D03,1263,68
D03,1264,16
D03,1265,17
D03,1266,45
D03,1267,14
D03,1268,12
D03,1269,8
D03,1270,7
D03,1271,4
D03,1272,18
D03,1273,47
D03,1274,100
D03,1275,5
D03,1276,13
D03,1277,34
D03,1278,7
D03,1279,10
D03,1280,62
D03,1281,8
D03,1282,7
D03,1283,17
D03,1284,6
D03,1285,13
D03,1286,12
D03,1287,5
D03,1288,6
D03,1289,9
D03,1290,23
D03,1291,29
D03,1292,27
D03,1293,10
D03,1294,2
D03,1295,2
D03,1296,2
D03,1297,3
D03,1298,12
D03,1299,5
D03,1300,5
D03,1301,8
D03,1302,6
D03,1303,15
D03,1304,3
D03,1305,11
D03,1306,1
D03,1307,7
D03,1308,17
D03,1309,42
D03,1310,18
D03,1311,12
D03,1312,22
D03,1313,8
D03,1314,23
D03,1315,25
D03,1316,6
D03,1317,18
D03,1318,21
D03,1319,64
D03,1320,46
D03,1321,34
D03,1322,28
D03,1323,13
D03,1324,26
D03,1325,44
D03,1326,19
D03,1327,4
D03,1328,6
D03,1329,45
D03,1330,32
D03,1331,56
D03,1332,13
D03,1333,18
D03,1334,4
D03,1335,8
D03,1336,5
D03,1337,19
D03,1338,23
D03,1339,42
D03,1340,13
D03,1341,11
D03,1342,27
D03,1343,29
D03,1344,80
D03,1345,18
D03,1346,10
D03,1347,6
D03,1348,33
D03,1349,87
D03,1350,9
D03,1351,4
D03,1352,11
D03,1353,39
D03,1354,7
D03,1355,6
D03,1356,5
D03,1357,7
D03,1358,5
D03,1359,14
D03,1360,7
D03,1361,8
D03,1362,1
D03,1363,7
D03,1364,14
D03,1365,4
D03,1366,17
D03,1367,8
D03,1368,2
D03,1369,9
D03,1370,7
D03,1371,2
D03,1372,3
D03,1373,3
D03,1374,4
D03,1375,13
D03,1376,1
D03,1377,4
D03,1378,11
D03,1379,4
D03,1380,10
D03,1381,7
D03,1382,3
D03,1383,59
D03,1384,23
D03,1385,2
D03,1386,14
D03,1387,37
D03,1388,63
D03,1389,11
D03,1390,6
D03,1391,3
D03,1392,30
D03,1393,48
D03,1394,7
D03,1395,24
D03,1396,51
D03,1397,22
D03,1398,6
D03,1399,12
D03,1400,38
D03,1401,9
D03,1402,20
D03,1403,16
D03,1404,2
D03,1405,4
D03,1406,5
D03,1407,3
D03,1408,17
D03,1409,25
D03,1410,4
D03,1411,14
D03,1412,8
D03,1413,4
D03,1414,9
D03,1415,2
D03,1416,12
D03,1417,27
D03,1418,15
D03,1419,12
D03,1420,7
D03,1421,10
D03,1422,68
D03,1423,27
D03,1424,21
D03,1425,6
D03,1426,20
D03,1427,71
D03,1428,10
D03,1429,2
D03,1430,52
D03,1431,10
D03,1432,18
D03,1433,116
D03,1434,20
D03,1435,13
D03,1436,39
D03,1437,45
D03,1438,3
D03,1439,13
D03,1440,20
D03,1441,14
D03,1442,21
D03,1443,48
D03,1444,15
D03,1445,7
D03,1446,4
D03,1447,3
D03,1448,16
D03,1449,7
D03,1450,17
D03,1451,9
D03,1452,10
D03,1453,9
D03,1454,15
D03,1455,18
D03,1456,22
D04,487,23
D04,488,6
D04,489,2
D04,490,6
D04,491,1
D04,492,7
D04,493,9
D04,494,2
D04,495,3
D04,497,7
D04,498,3
D04,499,7
D04,500,4
D04,501,1
D04,502,1
D04,513,3
D04,517,4
D04,518,1
D04,519,1
D04,520,3
D04,521,2
D04,523,3
D04,524,5
D04,525,2
D04,526,6
D04,527,1
D04,528,2
D04,529,5
D04,530,6
D04,532,2
D04,533,2
D04,535,2
D04,537,1
D04,539,1
D04,540,2
D04,541,2
D04,542,2
D04,544,9
D04,545,2
D04,547,7
D04,548,8
D04,549,2
D04,550,8
D04,551,1
D04,552,5
D04,553,15
D04,554,15
D04,555,6
D04,556,10
D04,557,8
D04,558,13
D04,559,13
D04,560,5
D04,562,8
D04,563,7
D04,564,13
D04,565,8
D04,566,9
D04,567,4
D04,568,3
D04,569,1
D04,570,5
D04,571,6
D04,572,4
D04,573,8
D04,574,13
D04,575,10
D04,576,4
D04,577,1
D04,578,1
D04,579,12
D04,580,13
D04,581,4
D04,583,16
D04,584,18
D04,585,7
D04,586,6
D04,587,3
D04,588,2
D04,589,6
D04,590,5
D04,591,15
D04,592,7
D04,593,6
D04,594,18
D04,595,8
D04,596,9
D04,597,4
D04,598,9
D04,599,12
D04,600,2
D04,601,4
D04,602,5
D04,603,15
D04,604,9
D04,605,5
D04,606,11
D04,607,10
D04,608,9
D04,609,3
D04,610,4
D04,612,2
D04,613,1
D04,614,1
D04,616,1
D04,617,1
D04,618,1
D04,623,2
D04,627,1
D04,630,2
D04,633,1
D04,634,1
D04,635,6
D04,636,3
D04,637,14
D04,638,3
D04,639,1
D04,641,3
D04,642,6
D04,643,7
D04,646,7
D04,647,7
D04,648,3
D04,649,9
D04,651,1
D04,652,9
D04,653,1
D04,654,7
D04,655,2
D04,656,1
D04,657,6
D04,658,4
D04,659,3
D04,660,2
D04,661,4
D04,662,4
D04,663,1
D04,664,2
D04,667,4
D04,668,4
D04,669,4
D04,670,5
D04,671,2
D04,672,1
D04,673,1
D04,675,10
D04,676,3
D04,677,3
D04,678,10
D04,679,3
D04,680,6
D04,681,8
D04,682,16
D04,683,11
D04,684,11
D04,685,2
D04,686,6
D04,687,7
D04,688,2
D04,689,9
D04,690,1
D04,691,3
D04,692,2
D04,693,1
D04,694,1
D04,695,3
D04,696,18
D04,697,8
D04,698,10
D04,699,4
D04,700,7
D04,701,8
D04,702,4
D04,703,2
D04,704,2
D04,705,6
D04,706,4
D04,707,4
D04,708,6
D04,709,4
D04,711,4
D04,712,2
D04,713,3
D04,714,4
D04,715,6
D04,716,6
D04,717,6
D04,718,4
D04,719,7
D04,720,4
D04,721,7
D04,722,3
D04,723,4
D04,724,5
D04,725,6
D04,726,4
D04,728,10
D04,729,8
D04,730,13
D04,731,2
D04,732,5
D04,733,6
D04,734,8
D04,735,1
D04,736,3
D04,737,5
D04,740,7
D04,741,3
D04,743,4
D04,744,2
D04,745,3
D04,746,1
D04,747,1
D04,748,1
D04,750,4
D04,751,5
D04,753,1
D04,754,2
D04,755,5
