id,baseline,net_return_difference,cagr_difference,maxdd_difference,mean_exposure_difference,mean_exposure_ratio,bootstrap_cagr_diff_p025,bootstrap_cagr_diff_p975,bootstrap_positive_fraction,mean_daily_difference,exposure_scaled_base_annual_mean_difference,market_and_exposure_regression_intercept_ann,inference_grade
B_D03_C_MAX_DELAY1,A_D03_C_MAX_E10,0.15257106181400013,0.11321645104341471,0.13612404497168384,0.0025298458269632507,1.002987153771109,-0.0009515302638085062,0.23216758439390897,0.974,0.0006460241235926848,0.1640592157545874,0.15326413327521612,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D03_C_10_COST2,A_D03_C_10_E10,-0.0137952889844003,-0.00970590798062232,-0.00726377887860008,-0.0006259353262395573,0.9992219242365181,-0.029206353922741693,0.009361720843037423,0.146,-5.5276225609562286e-05,-0.014174385394869064,-0.015983430647072673,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D03_C_10_DELAY1,A_D03_C_10_E10,0.1752678062154993,0.09935633243447561,0.14812987199193273,-0.0024954969686017403,0.9968979451586849,-0.012239371748600156,0.21634146351427905,0.957,0.0005121790535820227,0.1280932393450555,0.13116776075620706,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D03_C_ONE_COST2,A_D03_C_ONE_E10,-0.033840988498399394,-0.02910112355390515,-0.012602030242160112,0.006293846487511967,1.0094465403908928,-0.08300850036499488,0.004114925574261494,0.052,-0.00016447577760237987,-0.038492096100043664,-0.014029150932493845,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D03_C_ONE_DELAY1,A_D03_C_ONE_E10,-0.10443686100869999,-0.10601439704916771,-0.04955335150143669,0.007830357899573426,1.0117527162952313,-0.42858267278825657,0.18535758781632827,0.25,-0.0006298682669962286,-0.15504940651209226,-0.09702609952358768,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_MAX_COST2,A_D04_C_MAX_E10,-0.04035765539210076,-0.028068261010304685,-0.026807393308392435,-0.002170583784366187,0.9973828655073763,-0.08113103240382918,0.02294213345605092,0.135,-0.00015808403929960598,-0.040599116113341105,-0.03762207500637292,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_MAX_DELAY1,A_D04_C_MAX_E10,0.2500250296431996,0.12829936447103452,0.1359105713531239,-0.013840959758082971,0.9833115618688395,-0.02019674347050348,0.28956457900887705,0.946,0.0006409994722439781,0.15667328648142959,0.14156221319713624,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_10_COST2,A_D04_C_10_E10,-0.031295361111100206,-0.01993016797892677,-0.024737856850179707,-0.000980691694250635,0.998723905528741,-0.044422942311739724,0.0015902130168720385,0.037,-0.00011109191941083457,-0.02834713959488935,-0.026042585720850792,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_10_DELAY1,A_D04_C_10_E10,0.11475770678059982,0.06242465401896902,0.05541878241558751,-0.021020635099389562,0.972647554384376,-0.030784530333614914,0.16745704585731164,0.894,0.0003082359708596718,0.07013103752253971,0.06285923230791639,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_ONE_COST2,A_D04_C_ONE_E10,0.026501774008000245,0.04369238324700764,0.02387671805658642,-0.03511852357595058,0.9523874371503026,-0.07778141885222477,0.18896343288504178,0.76,0.00029030026091265624,0.04481599305601386,0.057479297191685264,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D04_C_ONE_DELAY1,A_D04_C_ONE_E10,0.5572017099438005,0.38509347276532113,0.22946594469445325,-0.25673325617471277,0.6519293224616975,0.05516587106063729,0.7876437988531411,0.99,0.002130541085836661,0.32971974969660006,0.5482948964237668,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_MAX_COST2,A_D05_C_MAX_E10,-0.274585512342699,-0.07558330581656614,-0.03458666355073681,0.0008641425728587171,1.0010539024852967,-0.14085639222998741,-0.012272048437975464,0.009,-0.0003032779671328513,-0.07648782199971621,-0.08022690854643812,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_MAX_DELAY1,A_D05_C_MAX_E10,0.010822510421600207,0.0026679358858592295,0.08733551479539325,-0.002048369574793818,0.997501822206792,-0.2769919445799624,0.2557392379493217,0.487,-1.8523422216543586e-05,-0.004521472209599411,-0.029228581138214207,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_10_COST2,A_D05_C_10_E10,-0.06313696969310056,-0.01701277717502858,-0.04157751328439219,-0.0010015586102307683,0.9986941281641977,-0.061076665685826315,0.02839961729012636,0.226,-6.677111418402164e-05,-0.01679863924352272,-0.02530773583840178,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_10_DELAY1,A_D05_C_10_E10,-0.023078564745100838,-0.006122358476446044,0.019617831725376123,-0.016927847987205258,0.9779288004701586,-0.1380058371000609,0.12855641200909,0.459,-2.68724617772642e-05,-0.0063040008322352405,-0.03261426690913016,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_ONE_COST2,A_D05_C_ONE_E10,-0.2538343247346988,-0.09074615411078901,-0.057619009951223044,0.023884501737819752,1.043845294157818,-0.22501995920669315,0.01240023497763398,0.045,-0.00041126512471645257,-0.10431195408294129,-0.10191808109278788,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D05_C_ONE_DELAY1,A_D05_C_ONE_E10,-0.3229132818279979,-0.12096171379745513,-0.023322954005429386,0.05609639685101242,1.102977363653007,-0.5705158992647148,0.3230704618447019,0.275,-0.000544263485212736,-0.13873537651183274,-0.1251134433804383,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_MAX_COST2,A_D06_C_MAX_E10,-0.06577413422339912,-0.028591772561974982,-0.04161062207524702,-0.001013817557803831,0.9988014738038496,-0.06182206784320411,0.0049239877743262,0.053,-0.00013207951996080952,-0.033448161402955714,-0.03674443482500477,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_MAX_DELAY1,A_D06_C_MAX_E10,-0.06997772147089987,-0.030518184329762055,0.00037596185250643455,-0.006977778461727424,0.9917509317007385,-0.16814135086569215,0.11100520458484918,0.321,-0.00013801992199226088,-0.03591062157001978,-0.03713870135072211,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_10_COST2,A_D06_C_10_E10,-0.08042094943200084,-0.0359951699369524,-0.06059748179531055,-0.002405336788347645,0.9970058158300075,-0.06553929384263503,-0.007419327454795638,0.007,-0.0001727606561644427,-0.04397770352861564,-0.04266259728846381,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_10_DELAY1,A_D06_C_10_E10,0.045865497513799425,0.018714773710191146,0.08032646657891862,-0.010651975624629717,0.9867403280285242,-0.08768357308183829,0.12131164873956611,0.622,8.980197215316152e-05,0.02067263021518685,0.027395398597041785,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_ONE_COST2,A_D06_C_ONE_E10,-0.04914591197799978,-0.018870129705373162,-0.015241687717377772,0.007953597669532075,1.0161461588802203,-0.026277817713079892,-0.012920612636887983,0.0,-8.261323390823241e-05,-0.01966124566787481,-0.019849987993123302,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D06_C_ONE_DELAY1,A_D06_C_ONE_E10,0.44040400033680027,0.13277764618712673,0.252333341526795,-0.03492758202277296,0.9290954468564665,-0.29998279986175913,0.5536469047745126,0.728,0.0005385113917396372,0.13062272829354263,0.13514352803105803,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_MAX_COST2,A_D07_C_MAX_E10,-0.016513854790198956,-0.007118164593054144,-0.015299047260957765,-0.0009007571942255543,0.9989007759716017,-0.0395859832566851,0.026150212434842567,0.307,-3.194321989566619e-05,-0.008204414620934214,-0.00834807186090317,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_MAX_DELAY1,A_D07_C_MAX_E10,0.030910534119900634,0.012880103472792004,-0.06123679759553613,-0.008130092365272734,0.9900785772921976,-0.14452551393205568,0.1662413240981269,0.558,6.915617111461366e-05,0.016030847855811197,-0.0038108813535521757,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_10_COST2,A_D07_C_10_E10,-0.04231040702450062,-0.017652168493936804,-0.04103114692928678,0.0012146080607282617,1.001597537829546,-0.043580083178691116,0.006593951030017452,0.087,-8.237809236209165e-05,-0.020548289394361204,-0.01666700596032362,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_10_DELAY1,A_D07_C_10_E10,-0.15285187401750044,-0.06958505110799484,-0.1765815213515618,-0.024223241826252684,0.9681398910291467,-0.1876579433664714,0.04478358554473658,0.117,-0.0003452219350958,-0.09120375325706113,-0.08083555201599232,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_ONE_COST2,A_D07_C_ONE_E10,-0.03096577257039923,-0.011893227901884518,-0.010591489543044452,-0.005701275925230509,0.9892085179699206,-0.04143704051783345,0.02972782890409344,0.216,-5.796170823693332e-05,-0.01511794700980969,-0.012994774392688698,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D07_C_ONE_DELAY1,A_D07_C_ONE_E10,0.2625628514950997,0.08612981248604568,0.12768744605261606,-0.041104240689035176,0.9221971220875704,-0.30905094828932594,0.4495409206892026,0.661,0.0002807877768196027,0.06707008451190259,-0.04094645232270587,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_MAX_COST2,A_D08_C_MAX_E10,-0.03515819997459957,-0.014164612135782129,-0.032238480005307046,-0.006538003298877659,0.9887610916811518,-0.05952510376106641,0.0287809138527246,0.209,-7.448766573510296e-05,-0.01999243691733429,-0.017723265542629364,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_MAX_DELAY1,A_D08_C_MAX_E10,0.09829818300769977,0.03644120595245992,-0.01930655960680483,-0.0144340716094854,0.9751876528550323,-0.15725795298839748,0.2347866782139057,0.628,0.00013598080028714185,0.03157033369699153,0.01035160051485659,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_10_COST2,A_D08_C_10_E10,-0.09048570532000122,-0.021821831482681464,-0.01981817977863909,0.0006456030681573077,1.0017475175263302,-0.04427519859863658,-0.007146723783849564,0.001,-8.475927815663427e-05,-0.02143945884698239,-0.022000636253009034,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_10_DELAY1,A_D08_C_10_E10,0.2648442397492978,0.05731454461745367,0.0017165596335881883,-0.007242619020965346,0.9803956884656784,-0.052883095482295396,0.19240963259526864,0.828,0.00020968646380329633,0.05373981372528374,0.037384697437866175,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_ONE_COST2,A_D08_C_ONE_E10,-0.09251789532609889,-0.03513156799065609,-0.0597690027364739,0.004901557345165786,1.013422546394075,-0.1203732167813025,0.008219905707073037,0.073,-0.00016585426482648342,-0.04092546760214951,-0.034631801175384364,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D08_C_ONE_DELAY1,A_D08_C_ONE_E10,-0.1037155846868999,-0.03967223958295807,-0.054095604907192785,0.05774550390358513,1.1581317223513758,-0.30713521306810043,0.23617181649670815,0.346,-0.00020115686165844476,-0.0404442857167164,-0.1004847349357785,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_MAX_COST2,A_D09_C_MAX_E10,0.023113532292999506,0.013316906457002453,0.00835017499107249,-0.0017775482131668907,0.9979028590227607,-0.05152975044155747,0.0852140903992113,0.65,7.000178149813511e-05,0.01714751728207174,0.01839898377797549,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_MAX_DELAY1,A_D09_C_MAX_E10,0.08705362660340044,0.04706408967905629,0.06825259680446782,-0.027389738143118847,0.9676857472611372,-0.1039897491433286,0.21784027998371364,0.741,0.0002211724480854309,0.04814001232398755,0.12943609416171753,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_10_COST2,A_D09_C_10_E10,-0.029061731694099757,-0.011757429017266285,-0.01503988437728998,-0.002007333502119457,0.9972903406389668,-0.025992332890322743,0.0040984443815474305,0.076,-5.538559918750569e-05,-0.014285304150995758,-0.011065330284980331,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_10_DELAY1,A_D09_C_10_E10,-0.07992359491170048,-0.033524906545270405,-0.02128690648081455,-0.07565078090552013,0.8978805233740814,-0.1592245541322231,0.08551523870540834,0.305,-0.00017472136637101946,-0.05639620447782344,-0.021169485396659676,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_ONE_COST2,A_D09_C_ONE_E10,-0.013828571723800698,-0.014037066536344067,-0.0038868072005479037,0.0007388553825637967,1.000937951167623,-0.02436906897874628,-0.007203635978714894,0.0,-9.015993258044856e-05,-0.02239831221906288,-0.02262779334863008,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_D09_C_ONE_DELAY1,A_D09_C_ONE_E10,0.14234294787899981,0.1095943146958066,0.11697275938313834,-0.09500064599284597,0.8793999895828837,-0.2762176393302344,0.4934794710687049,0.722,0.0005462733121024821,0.09625989972213449,0.2742843729801413,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_MAX_COST2,A_H01_C_MAX_E10,-0.00958191815029974,-0.004572577350774543,0.004402348269967327,0.010097179444735871,1.0158422783884185,-0.02880529217053209,0.028821740081269104,0.334,-1.8233623752586955e-05,-0.0022755912620718148,-0.0019134619369740491,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_MAX_DELAY1,A_H01_C_MAX_E10,0.4002089268102008,0.14702444086530553,0.3079680108015441,-0.01035521714375065,0.9837528654747888,-0.1348242003335414,0.5027574155134766,0.842,0.0006294119004936343,0.1562332467685492,0.16358254690124469,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_10_COST2,A_H01_C_10_E10,-0.012167274387300475,-0.002809023640398145,0.017092873689218857,-4.859779930843633e-05,0.9998645893224349,-0.01797820746736087,0.022132857170045477,0.291,-1.0439847577388003e-05,-0.0026229753825146897,-0.0014282718524616898,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_10_DELAY1,A_H01_C_10_E10,0.15476512736639836,0.033985057744462255,0.03577091995637516,0.016512038648060834,1.0460083866580852,-0.11399139125567886,0.17948639782880108,0.69,0.00011993122802109242,0.02754997407936955,0.018452114324806864,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_ONE_COST2,A_H01_C_ONE_E10,-0.0412237719332994,-0.023355178411377686,-0.00966632545204038,0.007771940189634896,1.014781176842512,-0.037166391274464756,-0.014438956949724057,0.0,-0.00011752310739113244,-0.02739789703751446,-0.029738600084569064,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H01_C_ONE_DELAY1,A_H01_C_ONE_E10,-0.02954326646010036,-0.01652711788671901,0.1556793952282789,0.014784398593504777,1.0281179222676242,-0.5125643441536548,0.4405136194274482,0.481,-0.00017063697670139863,-0.038781404033022195,-0.0799631332248009,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_MAX_COST2,A_H02_C_MAX_E10,-0.3211772943311,-0.06948371212468918,-0.07979282351324257,0.000367272006132513,1.0004467976356735,-0.15685176836696696,0.010456803707122065,0.041,-0.00025088130562866506,-0.0632816836643748,-0.061527286179827646,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_MAX_DELAY1,A_H02_C_MAX_E10,-0.2395234272483009,-0.05055234960599497,-0.16304527825329695,-0.006661105736081807,0.9918965610115726,-0.320325013339903,0.20599277720194062,0.338,-0.00020038340864544598,-0.04941576818861948,-0.0845121627206973,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_10_COST2,A_H02_C_10_E10,-0.1780764496572005,-0.03922426380667998,-0.04425224234997682,-0.0016211361844051808,0.9978723495893446,-0.07936581184180203,0.0006150889615232993,0.029,-0.00014792947404572044,-0.03706293263267502,-0.03624559625619598,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_10_DELAY1,A_H02_C_10_E10,-0.3085384533211011,-0.07088891855287716,-0.07309375939454898,-0.01611393800023675,0.9788513592298486,-0.21081726280209925,0.060894424422004816,0.152,-0.0002791417493907098,-0.0682037109417081,-0.08679030681342466,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_ONE_COST2,A_H02_C_ONE_E10,-1.412993244372405,-0.2554213798182092,-0.21748253925832095,0.09063484685969958,1.2333324644299446,-0.7581489824396282,0.1407848134135171,0.103,-0.0008998446923032422,-0.294984485001003,-0.16629208158821518,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
B_H02_C_ONE_DELAY1,A_H02_C_ONE_E10,-2.0401410976284033,-0.47769427840654133,-0.22178246770428722,0.18133125413019952,1.4668234114177692,-1.1461034322435761,-0.05926285118422959,0.01,-0.0018305613255347327,-0.597795037520803,-0.3985429656805122,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_MAX_G_DOWN,A_D02_C_MAX_E10,0.054965110513500615,0.02590026711952409,-0.019567325759909826,-0.15097836282708177,0.8129627654140759,-0.1533295481079349,0.19197983230795132,0.623,0.00010607887614488934,-0.0059508689442552085,0.026392942888650295,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_MAX_G_RAMP,A_D02_C_MAX_E10,0.42439415424219906,0.15871874200492464,0.3286422844046589,-0.40568272025600105,0.49742616958377206,-0.06943880034474792,0.3580457455080413,0.911,0.0006108093070808018,0.0661045721574194,0.21954244199283987,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_10_G_DOWN,A_D02_C_10_E10,0.16734337515380115,0.058147060611054346,0.08388839866192144,-0.13048292942593043,0.8151315524648655,-0.0420356463311008,0.15781417577531348,0.864,0.00023427850019447257,0.03948877185232355,0.06790327443734379,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_10_G_RAMP,A_D02_C_10_E10,0.28233055944380203,0.09280552903421901,0.2154074204119717,-0.3457317058682437,0.5101667014318702,-0.0574610952830967,0.24750054703009064,0.879,0.0003478912109816398,0.03586984823102827,0.13622232141756632,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_ONE_G_DOWN,A_D02_C_ONE_E10,0.509301352995999,0.15580576741625074,0.10969917110942184,-0.005689288682352633,0.9895703363746063,-0.32228889479613054,0.786822633031643,0.751,0.0006796140339822728,0.17071623250629928,0.1919596269672692,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D02_C_ONE_G_RAMP,A_D02_C_ONE_E10,0.22851627710670008,0.07904149836365804,0.3355310173985092,-0.25507677191464484,0.5323905890075384,-0.29150174237555176,0.45677865461173706,0.69,0.00018161305706003694,0.021264219789526032,0.17173915704601464,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
C_D03_C_MAX_G_DOWN,A_D03_C_MAX_E10,0.12597491752670045,0.09685262893341406,0.10497134458391932,-0.1434841372071204,0.8305789321292133,-0.020631990455784566,0.22516114778731156,0.936,0.0005367778497038446,0.06374069565093751,0.136834829943669,EXPLORATORY_SHARED_CONSUMED_SAMPLE_NOT_OOS
