id,group,signal,capital,exit,stress,overlay,gate,arm,status,configuration_defined_in,started_at,output,net_return,cagr,maxdd,maxdd_date,volatility,sharpe,mean_exposure,p95_exposure,max_single,trades,mean_hold,deferred_trades,fees,slippage,turnover,end_open,filled_buys,win_rate,profit_factor,worst_trade_pnl,flat_days,max_exposure,min_cash,nav_rows,max_underwater_sessions,max_losing_days,max_plan_risk_cny,max_mark_risk_cny,reason,ended_at,execution_grade,signals,matched_coverage_required,new_initial_sleeve,existing_initial_sleeve,rebalancing,initial_capital
A_H02_C_ONE_EST,A_CORE_BASE,H02,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844827.989949,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H02_C_ONE_EST,0.17562377058360035,0.04293029965172446,-0.49898118354223897,2023-12-26,0.42049326565032147,0.30739038698819215,0.4645864365635118,0.9933609281254568,0.9984930873107528,92.0,8.619565217391305,2.0,101908.93941640001,116403.99000000083,99.8713125687794,1.0,93.0,0.3804347826086957,1.0791174495923506,-151463.8467199998,175.0,0.9984930873107528,1272.2566319996258,970.0,267.0,8.0,126475.046886339,1053693.335202508,,1788844829.9214358,DAILY_OPEN_MODEL,4586.0,,,,,
B_D00_C_MAX_COST2,B_CORE_STRESS,D00,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844829.97436,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_MAX_COST2,-0.6239987405985996,-0.224401772810507,-0.7586897628723891,2023-12-28,0.31762828572273,-0.6402405218901626,0.8306381381460484,0.9973224906801849,0.38078615225859497,798.0,10.022556390977444,4.0,165775.2560366001,190054.24000000028,160.10097119915815,10.0,808.0,0.42355889724310775,0.8552922516634783,-79577.51034000001,1.0,0.9998298846267857,115.89075790037668,970.0,938.0,8.0,283827.10859476106,453291.21499999997,,1788844832.373798,DAILY_OPEN_MODEL,16648.0,,,,,
B_D00_C_MAX_DELAY1,B_CORE_STRESS,D00,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844832.4177868,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_MAX_DELAY1,-0.5950902361696997,-0.20933211007477515,-0.7351033988249389,2023-08-09,0.3241380924130241,-0.5617455500701674,0.8344390116666992,0.9958677748924353,0.6026645874963356,793.0,10.003783102143759,1.0,96607.60319569985,99882.72000000047,160.18013709008275,10.0,803.0,0.41740226986128626,0.8252694254999259,-46298.62740000001,2.0,0.9998562845459461,65.43227120021766,970.0,712.0,9.0,215535.86999999994,272836.358074461,,1788844837.466397,DAILY_OPEN_MODEL,16648.0,,,,,
B_D00_C_10_COST2,B_CORE_STRESS,D00,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844837.5387032,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_10_COST2,-0.655802743295301,-0.2420065918484844,-0.7742708400294012,2023-12-28,0.29787308883236024,-0.7802422159272808,0.7934945547563245,0.9727848527090621,0.14639662736199208,799.0,10.02252816020025,4.0,157360.6809272999,179914.5600000002,153.5142997607313,10.0,809.0,0.42052565707133915,0.8429428831648916,-93620.6004,1.0,0.9979550239358428,3046.43650000004,970.0,938.0,8.0,255087.48776942515,440238.44,,1788844840.306197,DAILY_OPEN_MODEL,16648.0,,,,,
B_D00_C_10_DELAY1,B_CORE_STRESS,D00,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844840.351743,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_10_DELAY1,-0.5651091516572007,-0.1945224681655997,-0.7021629429778655,2023-08-11,0.29033923449818805,-0.5991381759752484,0.7741004868856459,0.944032922212977,0.16778696845531188,797.0,10.003764115432872,1.0,97302.46968120003,98900.54000000069,149.08929414790035,10.0,807.0,0.41405269761606023,0.8378782660929139,-38147.318159999995,2.0,0.9931679924227339,7442.815119599618,970.0,556.0,9.0,195807.56999999995,287262.8398055389,,1788844842.742246,DAILY_OPEN_MODEL,16648.0,,,,,
B_D00_C_ONE_COST2,B_CORE_STRESS,D00,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844842.785677,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_ONE_COST2,-0.4216292886796006,-0.13259351329775382,-0.8343110908669464,2023-04-10,0.5994166971010725,0.06006379365937694,0.6823404140151976,0.9910645597699542,0.9956357978403013,80.0,10.0,0.0,135431.71867959993,156852.0699999993,127.3639693824535,1.0,81.0,0.4125,0.9016973484968244,-293261.5189,166.0,0.9956357978403013,2894.4499409996206,970.0,938.0,9.0,396277.80000000045,720750.82,,1788844845.043657,DAILY_OPEN_MODEL,16648.0,,,,,
B_D00_C_ONE_DELAY1,B_CORE_STRESS,D00,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844845.086545,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D00_C_ONE_DELAY1,-0.9225636280576011,-0.4855362455847345,-0.9586614471011599,2023-12-15,0.5508205949536947,-0.9263258892171086,0.7185400664270505,0.9897430634767657,0.9976668964195182,80.0,10.0,0.0,69123.07440559997,67497.8800000004,129.1179287423423,1.0,81.0,0.3875,0.6963016262879421,-512498.72575999994,162.0,0.9976668964195182,849.4192583989061,970.0,783.0,6.0,336463.4150000001,428373.41298488853,,1788844847.284697,DAILY_OPEN_MODEL,16648.0,,,,,
B_D01_C_MAX_COST2,B_CORE_STRESS,D01,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844847.32271,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_MAX_COST2,-0.601115681042101,-0.21240579842037488,-0.7357948080230579,2023-08-16,0.3126134723537596,-0.6064823243159753,0.8048693110842512,0.9993506199113075,0.8924429810107687,664.0,10.012048192771084,2.0,143780.33264210026,168450.39000000068,156.26180583548862,7.0,671.0,0.4442771084337349,0.8133622743683759,-96061.90068000002,10.0,0.9999174711083794,83.83323059898362,970.0,937.0,8.0,182703.08999999997,344633.79000000004,,1788844849.123222,DAILY_OPEN_MODEL,4429.0,,,,,
B_D01_C_MAX_DELAY1,B_CORE_STRESS,D01,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844849.158067,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_MAX_DELAY1,-0.5343434152162005,-0.18009122450716597,-0.7075993927237021,2023-08-28,0.31999325727319444,-0.4602639854177637,0.8081066771655234,0.9985770980665788,0.9429481227558151,685.0,10.024817518248176,3.0,95761.88481620006,98692.23000000081,156.6086618792238,8.0,693.0,0.43795620437956206,0.8260168145640802,-87791.46732,9.0,0.9998357937538837,64.26133629947583,970.0,556.0,7.0,170616.12785000005,200759.9399999999,,1788844850.9497259,DAILY_OPEN_MODEL,4429.0,,,,,
B_D01_C_10_COST2,B_CORE_STRESS,D01,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844850.991148,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_10_COST2,-0.4767928521685004,-0.1548901584128507,-0.5513087969157227,2023-08-28,0.2383386281744688,-0.5860977208631831,0.711265675727933,0.96843246723832,0.1534033310588299,715.0,10.011188811188811,2.0,121635.0206564998,143140.6700000009,139.01677603106955,7.0,722.0,0.45454545454545453,0.8224083623899435,-30962.854859999992,10.0,0.9972354709561376,2617.762839499497,970.0,937.0,7.0,133819.34000000003,195919.06249999997,,1788844852.966033,DAILY_OPEN_MODEL,4429.0,,,,,
B_D01_C_10_DELAY1,B_CORE_STRESS,D01,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844853.0078132,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_10_DELAY1,-0.3338492170246,-0.10016011763255517,-0.5029807362120813,2023-10-24,0.23216496246202598,-0.3380365032788717,0.7021888320089049,0.9583077812031824,0.15707250852328708,714.0,10.023809523809524,3.0,97693.25292059997,103114.91000000044,136.93728178272076,9.0,723.0,0.44397759103641454,0.884458687694425,-29587.193279999992,13.0,0.9894983096474803,6681.839948699839,970.0,556.0,9.0,151982.92665196396,203619.83104999992,,1788844854.841951,DAILY_OPEN_MODEL,4429.0,,,,,
B_D01_C_ONE_COST2,B_CORE_STRESS,D01,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844854.899143,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_ONE_COST2,-0.05829919021570151,-0.015484077861780188,-0.5869119121323858,2023-12-28,0.3874736784867207,0.15133027488876225,0.4868500868832028,0.9953889014570917,0.9981059925451855,80.0,10.0,0.0,123707.11461569993,150324.91999999914,88.20372119524403,1.0,81.0,0.4375,1.0340489203788001,-345788.2419599998,160.0,0.9981059925451855,1864.9627799999435,970.0,483.0,11.0,479923.4200272114,567970.8000000004,,1788844856.6009011,DAILY_OPEN_MODEL,4429.0,,,,,
B_D01_C_ONE_DELAY1,B_CORE_STRESS,D01,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844856.641618,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D01_C_ONE_DELAY1,-0.8961277840648999,-0.4447448098157111,-0.9202643470637868,2023-12-29,0.48595966018887765,-0.9663902707862081,0.7272788061345036,0.9874309543428637,0.9925304298195655,80.0,10.0,0.0,53188.00899289999,54414.4200000001,135.3483906929675,1.0,81.0,0.3875,0.529395687067798,-221790.06496,165.0,0.9925304298195655,1656.458196300082,970.0,937.0,12.0,143559.99999999983,342368.52499999985,,1788844858.4067478,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_MAX_COST2,B_CORE_STRESS,D02,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844858.4480991,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_MAX_COST2,-0.6689604184936006,-0.24964328375604228,-0.757290587268911,2023-08-28,0.3207935212196,-0.7338020473505867,0.804494270476431,0.9988613888686141,0.9725437017235182,664.0,10.012048192771084,2.0,144911.9780936001,168225.48000000033,156.3092799841326,7.0,671.0,0.4578313253012048,0.8005444684117583,-79541.70120000001,9.0,0.9998777014303315,48.88155519946781,970.0,937.0,8.0,185856.565,355735.26000000007,,1788844860.282094,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_MAX_DELAY1,B_CORE_STRESS,D02,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844860.319663,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_MAX_DELAY1,-0.6526211178325005,-0.2401925156691429,-0.7817705584969259,2023-08-16,0.3258735218259897,-0.6792359502166305,0.8108189798111001,0.9981149433243154,0.9448981965812726,679.0,10.029455081001473,4.0,81356.74346449992,81922.66000000075,157.05424722482044,7.0,686.0,0.4491899852724595,0.7628844467951912,-79921.11892000001,9.0,0.999686698922767,153.97336969954995,970.0,937.0,7.0,149308.7098,219159.6385,,1788844862.477417,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_10_COST2,B_CORE_STRESS,D02,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844862.540739,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_10_COST2,-0.47287951067330136,-0.15325252243926635,-0.5570656429783173,2023-08-28,0.23912597385817572,-0.5753788600238643,0.701204020209495,0.9671737311129411,0.15220130529759418,705.0,10.011347517730496,2.0,125097.68806529978,146522.9000000006,136.1909724355492,7.0,712.0,0.4581560283687943,0.8331875579103134,-29611.994339999997,9.0,0.9966852989133776,3621.375701598634,970.0,937.0,8.0,148584.86284999998,241137.34013105545,,1788844864.571742,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_10_DELAY1,B_CORE_STRESS,D02,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844864.6102242,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_10_DELAY1,-0.4320059432882001,-0.13666363079199428,-0.5777591648207373,2023-11-02,0.23981022177042371,-0.49228572265761866,0.703009451615105,0.9593455641418175,0.15749777549050517,714.0,10.023809523809524,3.0,93757.70328819993,98428.69000000074,136.5227578787892,9.0,723.0,0.44397759103641454,0.8520901681789874,-29587.193279999992,14.0,0.9829147810524751,10489.326226199926,970.0,498.0,9.0,164637.5000000001,239430.10000000003,,1788844866.4621718,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_ONE_COST2,B_CORE_STRESS,D02,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844866.4980428,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_ONE_COST2,-0.8271392072443999,-0.3661911980996577,-0.8887536433939678,2023-08-28,0.4835004647976459,-0.7015646987965269,0.7066721826928968,0.996211256202119,0.9982599349982149,76.0,10.0,0.0,66715.34164439999,75797.8200000001,131.46053046786682,1.0,77.0,0.4605263157894737,0.5394874273977864,-254149.96039999998,200.0,0.9982599349982149,481.3253204000648,970.0,937.0,11.0,136553.7799999999,298062.0099999999,,1788844868.178905,DAILY_OPEN_MODEL,4429.0,,,,,
B_D02_C_ONE_DELAY1,B_CORE_STRESS,D02,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844868.222388,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D02_C_ONE_DELAY1,-0.9174372217025002,-0.47689693925931687,-0.9408637091458156,2023-08-28,0.4738771614340126,-1.1282030788857775,0.6956451104412081,0.9876440023578713,0.9982671506181925,79.0,10.037974683544304,1.0,54684.53770249998,54254.660000000265,125.98603425399315,1.0,80.0,0.35443037974683544,0.5187383353461139,-228352.0780799999,174.0,0.9982671506181925,621.8816174998938,970.0,937.0,10.0,152471.75500000003,326257.0649999999,,1788844869.9682822,DAILY_OPEN_MODEL,4429.0,,,,,
B_D03_C_MAX_COST2,B_CORE_STRESS,D03,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844870.0158138,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_MAX_COST2,-0.8290041713477001,-0.3679748192493645,-0.854926946897447,2023-10-23,0.2560097495201512,-1.661372200426364,0.8460431630238594,0.9983009753185611,0.5691913172729995,806.0,10.027295285359802,7.0,76532.34534770006,100803.49000000034,162.35873198847472,10.0,816.0,0.40074441687344914,0.5705372113776456,-59597.500439999945,3.0,0.9999352597268977,49.06723999986025,970.0,957.0,10.0,71826.68668941288,124088.7297414298,,1788844872.4851599,DAILY_OPEN_MODEL,14025.0,,,,,
B_D03_C_MAX_DELAY1,B_CORE_STRESS,D03,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844872.526732,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_MAX_DELAY1,-0.6745446915814001,-0.2529524070705992,-0.7087035384855283,2023-10-23,0.25276581059818015,-1.0262013904040856,0.8494383148288954,0.9968624996983247,0.5937540730288245,811.0,10.01233045622688,3.0,74023.27978140007,102440.55000000038,163.51481428712438,10.0,821.0,0.4204685573366215,0.6890850296443365,-49186.885360000015,4.0,0.9997414402503108,100.51926789999561,970.0,958.0,9.0,68651.578103296,146556.57170828636,,1788844874.851657,DAILY_OPEN_MODEL,14025.0,,,,,
B_D03_C_10_COST2,B_CORE_STRESS,D03,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844874.8922849,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_10_COST2,-0.7465502387012999,-0.29994074838060836,-0.7721460131436743,2023-10-23,0.23492983175245022,-1.3983825483047587,0.8038398450220539,0.9724512551718788,0.1582438617722774,808.0,10.027227722772277,7.0,87165.57870129996,115961.90000000027,153.98701051556318,10.0,818.0,0.3997524752475248,0.6433997896091068,-37039.20512,3.0,0.992623145462077,2382.1473158000736,970.0,957.0,9.0,71607.34256472786,125198.62009991516,,1788844877.369477,DAILY_OPEN_MODEL,14025.0,,,,,
B_D03_C_10_DELAY1,B_CORE_STRESS,D03,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844877.412535,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_10_DELAY1,-0.5574871435014003,-0.19087850796551042,-0.6167523622731415,2023-10-23,0.22833466058690546,-0.8125049695287458,0.8019702833796917,0.9662273740865288,0.1604773724930926,812.0,10.01231527093596,3.0,82763.43617339988,111326.7900000003,154.18224195189427,10.0,822.0,0.4211822660098522,0.7616350743001653,-21453.378800000006,4.0,0.996290482814944,1630.5035278997457,970.0,958.0,8.0,66198.69112660711,128472.16963185548,,1788844879.7998478,DAILY_OPEN_MODEL,14025.0,,,,,
B_D03_C_ONE_COST2,B_CORE_STRESS,D03,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844879.859652,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_ONE_COST2,-0.8180243765975993,-0.3576732471551559,-0.8663903885256328,2023-08-28,0.41987394437019887,-0.8439330538381165,0.6725532628532953,0.9950046200832792,0.9994055609052367,81.0,10.0,0.0,70033.75659760002,84759.69999999978,116.66251792178261,1.0,82.0,0.43209876543209874,0.5890564741244309,-193009.86,153.0,0.9994055609052367,111.99945840059081,970.0,962.0,7.0,127585.47526021424,337039.9784055759,,1788844882.0288892,DAILY_OPEN_MODEL,14025.0,,,,,
B_D03_C_ONE_DELAY1,B_CORE_STRESS,D03,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844882.086293,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D03_C_ONE_DELAY1,-0.8886202491078999,-0.4345865206504185,-0.9033417097849094,2023-12-28,0.44344992654804977,-1.0635347514834792,0.6740897742653568,0.9878302497772447,0.9962226435955344,82.0,10.0,0.0,54181.179107900025,79418.58000000034,121.00472885826993,1.0,83.0,0.3780487804878049,0.539954059914862,-124207.19935999997,149.0,0.9962226435955344,793.3557320000546,970.0,829.0,10.0,113757.28509125154,254773.20499281806,,1788844884.073236,DAILY_OPEN_MODEL,14025.0,,,,,
B_D04_C_MAX_COST2,B_CORE_STRESS,D04,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844884.11417,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_MAX_COST2,-0.7553446610168004,-0.30633418453582617,-0.783207606743893,2023-10-23,0.26187007200600143,-1.2638775455005755,0.827203600264603,0.9984548272172258,0.979139387798527,755.0,10.017218543046358,3.0,98114.26901679992,128117.73000000087,158.3352019333994,7.0,762.0,0.423841059602649,0.6494882121069351,-116331.61590000003,4.0,0.9999778206355555,5.376576399663463,970.0,957.0,8.0,90271.20078733502,119959.73869305554,,1788844886.1882932,DAILY_OPEN_MODEL,5583.0,,,,,
B_D04_C_MAX_DELAY1,B_CORE_STRESS,D04,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844886.2247272,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_MAX_DELAY1,-0.4649619759815,-0.14996655905448697,-0.6204896420823767,2023-11-02,0.2560290712689734,-0.5062029022550556,0.8155332242908863,0.9982672139593338,0.7621395505644734,752.0,10.013297872340425,3.0,102698.29221350006,139746.38000000053,156.34080698460437,7.0,759.0,0.4228723404255319,0.8259694469734713,-69901.83030000003,10.0,0.9999856079648931,12.770792800234432,970.0,807.0,8.0,91989.05037022644,200703.6539776243,,1788844888.180616,DAILY_OPEN_MODEL,5583.0,,,,,
B_D04_C_10_COST2,B_CORE_STRESS,D04,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844888.236037,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_10_COST2,-0.7176073741794,-0.2799956876836027,-0.7512031019292672,2023-10-23,0.22038658594414323,-1.3785681453366785,0.7675295685869126,0.9705578186346664,0.14184077879615145,768.0,10.016927083333334,3.0,88954.85433140007,116253.43000000063,145.86137203123826,9.0,777.0,0.41796875,0.6373766602095312,-40511.63059999999,4.0,0.9998746605545894,77.28120379995963,970.0,957.0,10.0,71801.42383516191,150491.9543681124,,1788844890.482668,DAILY_OPEN_MODEL,5583.0,,,,,
B_D04_C_10_DELAY1,B_CORE_STRESS,D04,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844890.5538108,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_10_DELAY1,-0.5715543062877,-0.19764086568570693,-0.6710464626635,2023-11-02,0.2091804451531552,-0.947255363898166,0.7474896251817736,0.9645700428077291,0.1626847185288514,759.0,10.013175230566535,3.0,85305.43750369982,115105.98000000035,142.29441921380177,8.0,767.0,0.4176548089591568,0.7550058924134981,-24230.214720000004,10.0,0.9953821079337272,2037.0308370000057,970.0,844.0,15.0,77856.45809917817,192306.75827059202,,1788844892.7005708,DAILY_OPEN_MODEL,5583.0,,,,,
B_D04_C_ONE_COST2,B_CORE_STRESS,D04,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844892.753729,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_ONE_COST2,-0.9037479903037997,-0.45562752765406855,-0.9143875694782733,2023-10-24,0.41357585902779553,-1.2623041354764062,0.7024709165642959,0.9969596279817831,0.9998400615525921,80.0,10.0,0.0,50753.3103038,69188.39999999973,128.17717633811995,1.0,81.0,0.45,0.37350464395127064,-186040.05949999997,164.0,0.9998400615525921,19.23311540026043,970.0,957.0,12.0,106906.6761152128,141938.60539887362,,1788844894.493147,DAILY_OPEN_MODEL,5583.0,,,,,
B_D04_C_ONE_DELAY1,B_CORE_STRESS,D04,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844894.54746,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D04_C_ONE_DELAY1,-0.3730480543679995,-0.11422643813575506,-0.7087983428404064,2022-12-29,0.35544899006457004,-0.16406806864903564,0.48085618396553376,0.9933758359646035,0.9982231713323005,81.0,10.074074074074074,1.0,78883.54436800002,105250.6900000004,89.00576706641941,0.0,81.0,0.4691358024691358,0.8428735665204035,-259740.48522000003,154.0,0.9982231713323005,2499.9296120005893,970.0,550.0,7.0,122412.42854260618,334773.057648533,,1788844896.480541,DAILY_OPEN_MODEL,5583.0,,,,,
B_D05_C_MAX_COST2,B_CORE_STRESS,D05,C_MAX,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844896.540736,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_MAX_COST2,-0.20655042049459982,-0.05833648349519682,-0.5334463209072375,2023-12-26,0.2909613895457456,-0.06121516275259236,0.8208096165750881,0.9985103203876582,0.7480408586976569,757.0,10.003963011889036,2.0,196919.55649460043,253079.22000000102,158.5763300831067,8.0,765.0,0.43064729194187584,0.9553366200078158,-170040.4591199999,1.0,0.9999990054830165,1.2195719000246754,970.0,556.0,8.0,136727.6595982412,332315.90186479694,,1788844898.6582232,DAILY_OPEN_MODEL,4586.0,,,,,
B_D05_C_MAX_DELAY1,B_CORE_STRESS,D05,C_MAX,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844898.698445,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_MAX_DELAY1,0.0788576022696994,0.019914758207228545,-0.4115241425611075,2023-06-26,0.2616064552734257,0.20621393476992808,0.8178971044274356,0.9982198226906616,0.6400737255172569,761.0,10.005256241787123,2.0,154458.1437302998,209113.48000000187,158.44583011284732,6.0,767.0,0.44021024967148487,1.0237091383930739,-48783.43206000002,2.0,0.9998958228047702,111.15947999982018,970.0,379.0,6.0,131246.4931478159,327504.76888919424,,1788844900.8351848,DAILY_OPEN_MODEL,4586.0,,,,,
B_D05_C_10_COST2,B_CORE_STRESS,D05,C_10,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844900.878376,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_10_COST2,-0.07941174183870003,-0.021266572655285754,-0.43924640503891366,2023-12-27,0.22710909079239483,0.019248100546461797,0.7659639143953463,0.9740095080557803,0.1516029019403337,768.0,10.00390625,2.0,190244.9738387002,247003.97000000183,148.70691925775625,8.0,776.0,0.4348958333333333,0.9760106795874982,-36870.79549999999,1.0,0.9964769881298315,5117.620828100044,970.0,332.0,10.0,117619.73192633914,218959.7737619371,,1788844902.864278,DAILY_OPEN_MODEL,4586.0,,,,,
B_D05_C_10_DELAY1,B_CORE_STRESS,D05,C_10,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844902.908114,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_10_DELAY1,-0.03935333689070031,-0.010376153956703216,-0.37805106002914535,2023-10-23,0.2227824065247065,0.06475322376720348,0.7500376250183718,0.9606868861014672,0.16396207658215736,765.0,10.005228758169935,2.0,133812.52089070014,181851.18000000133,145.15834804696297,6.0,771.0,0.4418300653594771,0.9900770297221156,-48367.561440000005,2.0,0.9873318923949772,12858.658601599862,970.0,559.0,9.0,108264.01660731362,182699.05258853908,,1788844905.0160131,DAILY_OPEN_MODEL,4586.0,,,,,
B_D05_C_ONE_COST2,B_CORE_STRESS,D05,C_ONE,E10,COST2,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844905.0551412,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_ONE_COST2,-0.4700705076788002,-0.15208256442484513,-0.6288144835858077,2023-12-21,0.39358829587495303,-0.22431087257091475,0.5686294326726916,0.9924148001680742,0.9979081242099237,80.0,10.0,0.0,109071.36367880003,139025.21999999936,110.08729167221983,0.0,80.0,0.3875,0.8127422077479853,-212618.22201000003,170.0,0.9979081242099237,1925.933419999783,970.0,551.0,6.0,122334.06376780907,354127.4694429247,,1788844906.9574232,DAILY_OPEN_MODEL,4586.0,,,,,
B_D05_C_ONE_DELAY1,B_CORE_STRESS,D05,C_ONE,E10,DELAY1,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844906.9936728,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D05_C_ONE_DELAY1,-0.5391494647720994,-0.18229812411151125,-0.5945184276400141,2023-12-21,0.40263386870023754,-0.3025123577399679,0.6008413277858843,0.9928689225113011,0.9984108926100639,80.0,10.0,0.0,60903.0547721,75738.22000000029,117.0880456254793,0.0,80.0,0.3125,0.6879599526377492,-128316.56709000003,170.0,0.9984108926100639,937.7764105005772,970.0,965.0,9.0,83311.12620585844,216458.55239655988,,1788844908.8175108,DAILY_OPEN_MODEL,4586.0,,,,,
