trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,normalized_excursion_order,oriented_order,mfe_at_entry,mae_at_entry,mfe_at_exit,mae_at_exit,boundary_clean,strict_interior,round_trip_return,realized_pnl,false_breakout
EXTENDED_2018_2021:300271.SZ-004,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_EMERGENCY_X0.96,35,0.2204498977505113,-0.0085889570552147004,33,0,0.94285714285714284,-0.94285714285714284,False,True,False,False,True,False,0.099640798187645596,11483.017000000013,False
EXTENDED_2018_2021:300271.SZ-005,EXTENDED_2018_2021,300271.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,4,0.010939268200679,-0.039230479064503901,0,3,-0.75,0.75,True,False,False,False,False,False,-0.0215740502424774,-2690.7500000000291,True
EXTENDED_2018_2021:300274.SZ-001,EXTENDED_2018_2021,300274.SZ,2019,光伏设备,SET_REMOVAL,7,0.093990755007703999,-0.0577812018489983,2,6,-0.5714285714285714,0.5714285714285714,False,False,False,False,True,True,-0.055232381317176803,-6673.9890000000069,True
EXTENDED_2018_2021:300284.SZ-001,EXTENDED_2018_2021,300284.SZ,2020,工程咨询服务Ⅱ,MARKET_MA20_X2,2,0.0089887640449436007,-0.043820224719101103,0,1,-0.5,0.5,True,False,False,False,False,False,-0.021060961510399701,-2739.398000000001,True
EXTENDED_2018_2021:300285.SZ-001,EXTENDED_2018_2021,300285.SZ,2020,电子化学品Ⅱ,MARKET_MA20_X2,6,0.068222222222222101,-0.033555555555555401,4,2,0.33333333333333331,-0.33333333333333331,False,False,False,False,True,True,-0.0241758241758241,-3049.1999999999971,True
EXTENDED_2018_2021:300287.SZ-001,EXTENDED_2018_2021,300287.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,7,0.1131578947368423,-0.0526315789473683,6,3,0.42857142857142849,-0.42857142857142849,False,False,False,False,True,True,0.090877080480037897,11540.468000000001,False
EXTENDED_2018_2021:300288.SZ-001,EXTENDED_2018_2021,300288.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,4,0.021180030257186001,-0.054462934947049901,1,3,-0.5,0.5,False,False,False,False,True,True,-0.048802936851348303,-8137.3319999999949,True
EXTENDED_2018_2021:300303.SZ-001,EXTENDED_2018_2021,300303.SZ,2019,光学光电子,MARKET_EMERGENCY_X0.96,33,0.67264573991031384,-0.015695067264574002,30,1,0.87878787878787867,-0.87878787878787867,False,False,False,False,True,True,0.33521297352823032,39013.180999999975,False
EXTENDED_2018_2021:300308.SZ-001,EXTENDED_2018_2021,300308.SZ,2019,通信设备,MARKET_EMERGENCY_X0.96,30,0.1929166666666666,-0.015625,27,0,0.90000000000000002,-0.90000000000000002,False,True,False,False,True,False,0.0074448988511488,858.51000000001022,False
EXTENDED_2018_2021:300308.SZ-002,EXTENDED_2018_2021,300308.SZ,2020,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.0063636363636361999,-0.1087272727272726,0,4,-1,1,True,False,False,True,False,False,-0.1105080374171282,-13993.245999999999,True
EXTENDED_2018_2021:300310.SZ-001,EXTENDED_2018_2021,300310.SZ,2020,通信服务,SET_REMOVAL,7,0.28527131782945708,-0.072868217054263398,5,7,-0.2857142857142857,0.2857142857142857,False,False,False,True,False,False,-0.036587760139410501,-5202.1589999999733,False
EXTENDED_2018_2021:300316.SZ-001,EXTENDED_2018_2021,300316.SZ,2019,光伏设备,MARKET_MA20_X2,2,0.063320463320463302,-0.0115830115830114,1,2,-0.5,0.5,False,False,False,True,False,False,-0.0135578707007278,-1564.1750000000029,True
EXTENDED_2018_2021:300323.SZ-001,EXTENDED_2018_2021,300323.SZ,2021,光学光电子,MARKET_MA20_X2,11,0.020439061317183801,-0.10295230885692661,0,10,-0.90909090909090895,0.90909090909090895,True,False,False,False,False,False,-0.077845835587598403,-13683.866000000007,True
EXTENDED_2018_2021:300324.SZ-001,EXTENDED_2018_2021,300324.SZ,2018,计算机设备,MARKET_EMERGENCY_X0.96,4,0.0619883040935671,-0.037426900584795302,2,3,-0.25,0.25,False,False,False,False,True,True,-0.0148377937851621,-1473.0840000000026,True
EXTENDED_2018_2021:300327.SZ-001,EXTENDED_2018_2021,300327.SZ,2020,半导体,MARKET_MA20_X2,3,0.030520646319569002,-0.089510130802769899,1,2,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.085186165463159505,-10639.136,True
EXTENDED_2018_2021:300347.SZ-001,EXTENDED_2018_2021,300347.SZ,2020,医疗服务,MARKET_MA20_X2,4,0.10728269381362571,-0.0047768206734534,3,0,0.75,-0.75,False,True,False,False,True,False,0.084750801273902401,9750.1500000000233,False
EXTENDED_2018_2021:300348.SZ-001,EXTENDED_2018_2021,300348.SZ,2021,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,10,0.073629242819843205,-0.0746736292428197,1,9,-0.80000000000000004,0.80000000000000004,False,False,False,False,True,True,-0.069250090157833802,-8888.8189999999813,True
EXTENDED_2018_2021:300349.SZ-001,EXTENDED_2018_2021,300349.SZ,2019,通用设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,7,0.0094705122686179009,-0.0873869995695222,0,6,-0.8571428571428571,0.8571428571428571,True,False,False,False,False,False,-0.076316350700599098,-9400.9580000000133,True
EXTENDED_2018_2021:300349.SZ-002,EXTENDED_2018_2021,300349.SZ,2020,通用设备,MARKET_MA20_X2,13,0.021052631578947299,-0.1093567251461988,1,13,-0.92307692307692324,0.92307692307692324,False,False,False,True,False,False,-0.110658318214141,-14009.174000000028,True
EXTENDED_2018_2021:300353.SZ-001,EXTENDED_2018_2021,300353.SZ,2021,通信设备,MARKET_MA20_X2,14,0.026515151515151301,-0.1089015151515151,0,13,-0.9285714285714286,0.9285714285714286,True,False,False,False,False,False,-0.083867782021420006,-15632.133000000022,True
EXTENDED_2018_2021:300357.SZ-001,EXTENDED_2018_2021,300357.SZ,2019,生物制品,MARKET_MA20_X2,22,0.1086350974930361,-0.0389972144846795,21,4,0.77272727272727271,-0.77272727272727271,False,False,False,False,True,True,0.057184072896186301,6776.2200000000012,False
EXTENDED_2018_2021:300357.SZ-002,EXTENDED_2018_2021,300357.SZ,2020,生物制品,MARKET_MA20_X2,8,0.0056699492688752004,-0.089823933154282207,0,7,-0.875,0.875,True,False,False,False,False,False,-0.073132957296949602,-9786.8489999999892,True
EXTENDED_2018_2021:300377.SZ-001,EXTENDED_2018_2021,300377.SZ,2019,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,10,0.050557620817843901,-0.15539033457249071,0,9,-0.90000000000000002,0.90000000000000002,True,False,False,False,False,False,-0.1390040130655664,-19015.562999999998,True
EXTENDED_2018_2021:300383.SZ-001,EXTENDED_2018_2021,300383.SZ,2019,通信服务,MARKET_MA20_X2,8,0.059773828756058002,-0.0134625740441572,3,8,-0.625,0.625,False,False,False,True,False,False,-0.015433677792320801,-1778.718000000008,True
EXTENDED_2018_2021:300390.SZ-001,EXTENDED_2018_2021,300390.SZ,2020,电池,MARKET_MA20_X2,3,0.097368421052631507,-0.016842105263157801,0,0,0,-0,True,True,False,False,False,False,0.031093643198906201,3843.9049999999984,False
EXTENDED_2018_2021:300390.SZ-002,EXTENDED_2018_2021,300390.SZ,2021,电池,MARKET_MA20_X2,41,1.2137989778534926,-0.0062464508801816001,36,0,0.87804878048780477,-0.87804878048780477,False,True,False,False,True,False,0.68576276485743504,84618.509999999995,False
EXTENDED_2018_2021:300393.SZ-001,EXTENDED_2018_2021,300393.SZ,2020,光伏设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0.013253012048192601,-0.21566265060240961,1,4,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,-0.21086806268698491,-25402.505000000023,True
EXTENDED_2018_2021:300394.SZ-001,EXTENDED_2018_2021,300394.SZ,2020,通信设备,MARKET_MA20_X2,25,0.37660432709937652,-0.020718738540520702,15,0,0.59999999999999987,-0.59999999999999987,False,True,False,False,True,False,0.2284489309206274,27450.203999999983,False
EXTENDED_2018_2021:300394.SZ-002,EXTENDED_2018_2021,300394.SZ,2021,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.094851527451399201,-0.0370006408886989,14,22,-0.34782608695652167,0.34782608695652167,False,False,False,False,True,True,-0.0047568325714021,-579.51400000001013,True
EXTENDED_2018_2021:300396.SZ-001,EXTENDED_2018_2021,300396.SZ,2020,医疗器械,MARKET_MA20_X2,7,0.026548672566371501,-0.039823008849557501,2,6,-0.5714285714285714,0.5714285714285714,False,False,False,False,True,True,0.0011152564249911001,128.67300000002433,False
EXTENDED_2018_2021:300398.SZ-001,EXTENDED_2018_2021,300398.SZ,2019,电子化学品Ⅱ,MARKET_MA20_X2,2,0.037062937062936903,-0.030069930069930102,0,2,-1,1,True,False,False,True,False,False,-0.0320078522875724,-3711.176999999996,True
EXTENDED_2018_2021:300401.SZ-001,EXTENDED_2018_2021,300401.SZ,2021,化学制药,MARKET_MA20_X2,2,0.023890784982934898,-0.020477815699658598,1,1,0,-0,False,False,False,False,True,True,0.021845049148803301,3908.2699999999895,False
EXTENDED_2018_2021:300406.SZ-001,EXTENDED_2018_2021,300406.SZ,2020,医疗器械,MARKET_MA20_X2,2,0.0612331081081081,-0.0097128378378377005,1,0,0.5,-0.5,False,True,False,False,True,False,0.047312062937062901,5943.791000000012,False
EXTENDED_2018_2021:300408.SZ-001,EXTENDED_2018_2021,300408.SZ,2020,元件,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,15,0.1076923076923075,-0.1045364891518738,3,14,-0.73333333333333317,0.73333333333333317,False,False,False,False,True,True,-0.052493229856786901,-6652.8139999999757,False
EXTENDED_2018_2021:300408.SZ-002,EXTENDED_2018_2021,300408.SZ,2020,元件,MARKET_MA20_X2,15,0.048246928378783402,-0.1387473778843272,0,4,-0.26666666666666661,0.26666666666666661,True,False,False,False,False,False,-0.0028386957961213,-374.42899999997059,True
EXTENDED_2018_2021:300408.SZ-003,EXTENDED_2018_2021,300408.SZ,2020,元件,MARKET_MA20_X2,4,0.017971014492753502,-0.021739130434782501,2,3,-0.25,0.25,False,False,False,False,True,True,-0.0034443817052511,-428.21999999998661,True
EXTENDED_2018_2021:300408.SZ-004,EXTENDED_2018_2021,300408.SZ,2020,元件,MARKET_MA20_X2,6,0.0441216771718278,-0.032611674431351101,4,3,0.1666666666666666,-0.1666666666666666,False,False,False,False,True,True,-0.0030920025439070001,-383.99599999998463,True
EXTENDED_2018_2021:300409.SZ-001,EXTENDED_2018_2021,300409.SZ,2020,电池,MARKET_MA20_X2,3,0.090781140042223804,-0.032371569317382103,2,1,0.33333333333333331,-0.33333333333333331,False,False,False,False,True,True,0.067532045716422698,7972.8969999999972,False
EXTENDED_2018_2021:300413.SZ-001,EXTENDED_2018_2021,300413.SZ,2019,数字媒体,MARKET_MA20_X2,23,0.2228654124457306,-0.017607332368548001,9,0,0.39130434782608692,-0.39130434782608692,False,True,False,False,True,False,0.1299669939322616,14563.314000000004,False
EXTENDED_2018_2021:300418.SZ-001,EXTENDED_2018_2021,300418.SZ,2019,数字媒体,MARKET_EMERGENCY_X0.96,30,0.34155844155844162,-0.0227272727272727,29,0,0.96666666666666656,-0.96666666666666656,False,True,False,False,True,False,0.27046584069726148,32113.386999999995,False
EXTENDED_2018_2021:300422.SZ-001,EXTENDED_2018_2021,300422.SZ,2019,环境治理,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,2,0.0023547880690736002,-0.091051805337519498,0,1,-0.5,0.5,True,False,False,False,False,False,-0.088951080316857403,-10549.641000000003,True
EXTENDED_2018_2021:300429.SZ-001,EXTENDED_2018_2021,300429.SZ,2020,电子化学品Ⅱ,MARKET_MA20_X2,2,0.0144478844169246,-0.044375644994840001,0,1,-0.5,0.5,True,False,False,False,False,False,-0.015387089690495201,-1940.25,True
EXTENDED_2018_2021:300432.SZ-001,EXTENDED_2018_2021,300432.SZ,2021,电池,MARKET_MA20_X2,48,2.0585898709036741,0,47,0,0.97916666666666663,-0.97916666666666663,False,True,False,False,True,False,1.2493561842069587,166314.27899999998,False
EXTENDED_2018_2021:300441.SZ-001,EXTENDED_2018_2021,300441.SZ,2021,通用设备,MARKET_MA20_X2,6,0.027728085867620701,-0.033989266547405902,4,5,-0.1666666666666666,0.1666666666666666,False,False,False,False,True,True,-0.0296706870946583,-4814.7249999999767,True
EXTENDED_2018_2021:300451.SZ-001,EXTENDED_2018_2021,300451.SZ,2019,软件开发,MARKET_MA20_X2,3,0.029567053854276298,-0.082893347412882706,0,1,-0.33333333333333331,0.33333333333333331,True,False,False,False,False,False,-0.0668126793108752,-8341.3439999999973,True
EXTENDED_2018_2021:300451.SZ-002,EXTENDED_2018_2021,300451.SZ,2019,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.0061951471347442,-0.1208053691275167,0,8,-0.88888888888888884,0.88888888888888884,True,False,False,False,False,False,-0.095254771042071001,-11635.659000000014,True
EXTENDED_2018_2021:300452.SZ-001,EXTENDED_2018_2021,300452.SZ,2020,化学制药,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,12,0.098522167487684498,-0.1002814919071076,6,12,-0.5,0.5,False,False,False,True,False,False,-0.093547879362862296,-13284.722000000014,True
EXTENDED_2018_2021:300453.SZ-001,EXTENDED_2018_2021,300453.SZ,2021,医疗器械,MARKET_MA20_X2,6,0.0834227467811159,-0.054184549356223202,3,2,0.1666666666666666,-0.1666666666666666,False,False,False,False,True,True,0.0387690699783401,4912.9559999999765,False
EXTENDED_2018_2021:300454.SZ-001,EXTENDED_2018_2021,300454.SZ,2019,软件开发,MARKET_MA20_X2,6,0.00054263565891460004,-0.053798449612403001,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.0424596333898659,-4934.4930000000022,True
EXTENDED_2018_2021:300457.SZ-001,EXTENDED_2018_2021,300457.SZ,2019,电池,MARKET_MA20_X2,5,0.011494252873563,-0.041954022988505701,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.025130425130424999,-2888.8640000000014,True
EXTENDED_2018_2021:300458.SZ-001,EXTENDED_2018_2021,300458.SZ,2019,半导体,MARKET_MA20_X2,17,0.18218954248366001,-0.0028594771241829001,13,0,0.76470588235294112,-0.76470588235294112,False,True,False,False,True,False,0.011761216724452,1383.3719999999994,False
EXTENDED_2018_2021:300458.SZ-002,EXTENDED_2018_2021,300458.SZ,2019,半导体,MARKET_EMERGENCY_X0.96,35,0.31438127090300988,-0.048494983277591802,32,2,0.8571428571428571,-0.8571428571428571,False,False,False,False,True,True,0.070463258746595703,8238.9030000000275,False
EXTENDED_2018_2021:300458.SZ-003,EXTENDED_2018_2021,300458.SZ,2020,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.047679431904641002,-0.1539436976921125,3,7,-0.44444444444444442,0.44444444444444442,False,False,False,False,True,True,-0.1029693779017357,-12990.310999999989,True
EXTENDED_2018_2021:300458.SZ-004,EXTENDED_2018_2021,300458.SZ,2021,半导体,MARKET_MA20_X2,8,0.2567567567567568,-0.018918918918918799,6,0,0.75,-0.75,False,True,False,False,True,False,0.14986831350467711,18317.220000000001,False
EXTENDED_2018_2021:300468.SZ-001,EXTENDED_2018_2021,300468.SZ,2021,软件开发,MARKET_MA20_X2,7,0.062801932367149801,-0.061728395061728301,1,6,-0.7142857142857143,0.7142857142857143,False,False,False,False,True,True,-0.048067874154830603,-7977.9599999999919,True
EXTENDED_2018_2021:300474.SZ-001,EXTENDED_2018_2021,300474.SZ,2019,军工电子Ⅱ,MARKET_MA20_X2,20,0.42437357630979511,-0.0079726651480637005,17,0,0.84999999999999987,-0.84999999999999987,False,True,False,False,True,False,0.3310045045194861,37818.634999999995,False
EXTENDED_2018_2021:300476.SZ-001,EXTENDED_2018_2021,300476.SZ,2020,元件,MARKET_MA20_X2,4,0.023720349563046202,-0.059508947149396502,0,3,-0.75,0.75,True,False,False,False,False,False,-0.038961038961038801,-4779.5669999999955,True
EXTENDED_2018_2021:300494.SZ-001,EXTENDED_2018_2021,300494.SZ,2020,游戏Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,24,0.74804862444017894,-0.024312220089571301,15,0,0.625,-0.625,False,True,False,False,True,False,0.32499780574805243,40534.895999999993,False
EXTENDED_2018_2021:300496.SZ-001,EXTENDED_2018_2021,300496.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,11,0.15797546012269931,-0.016104294478527501,8,5,0.27272727272727271,-0.27272727272727271,False,False,False,False,True,True,0.046218352199947202,4343.6879999999946,False
EXTENDED_2018_2021:300498.SZ-001,EXTENDED_2018_2021,300498.SZ,2018,养殖业,MARKET_MA20_X2,7,0.0337640683618173,-0.0404335139641517,3,1,0.2857142857142857,-0.2857142857142857,False,False,False,False,True,True,0.0126469807930078,1273.3559999999998,False
EXTENDED_2018_2021:300498.SZ-002,EXTENDED_2018_2021,300498.SZ,2018,养殖业,MARKET_MA20_X2,4,0.0021079258010119001,-0.037942664418212202,0,2,-0.5,0.5,True,False,False,False,False,False,-0.019669200950819699,-1868.0800000000015,True
EXTENDED_2018_2021:300498.SZ-003,EXTENDED_2018_2021,300498.SZ,2018,养殖业,MARKET_MA20_X2,2,0.0104089219330856,-0.060966542750929102,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0350173989579192,-3300.1849999999977,True
EXTENDED_2018_2021:300498.SZ-004,EXTENDED_2018_2021,300498.SZ,2019,养殖业,MARKET_MA20_X2,16,0.039165446559297101,-0.0212298682284041,4,11,-0.4375,0.4375,False,False,False,False,True,True,0.020285351544502301,1941.625,False
EXTENDED_2018_2021:300498.SZ-005,EXTENDED_2018_2021,300498.SZ,2019,养殖业,MARKET_MA20_X2,2,0.043478260869565299,-0.0004830917874395,1,0,0.5,-0.5,False,True,False,False,True,False,0.006439212960952,720.49499999999534,False
EXTENDED_2018_2021:300502.SZ-001,EXTENDED_2018_2021,300502.SZ,2019,通信设备,MARKET_EMERGENCY_X0.96,27,0.2390420244012654,-0.15702666064166271,24,8,0.59259259259259245,-0.59259259259259245,False,False,False,False,True,True,0.026868409971188102,3528.7950000000128,False
EXTENDED_2018_2021:300503.SZ-001,EXTENDED_2018_2021,300503.SZ,2020,通用设备,MARKET_MA20_X2,5,0.053704624564893,-0.030830432620586701,4,3,0.20000000000000001,-0.20000000000000001,False,False,False,False,True,True,0.027197903024922102,3230.2309999999961,False
EXTENDED_2018_2021:300520.SZ-001,EXTENDED_2018_2021,300520.SZ,2020,软件开发,MARKET_MA20_X2,16,0.60254829428688872,-0.013152486642005501,7,0,0.4375,-0.4375,False,True,False,False,True,False,0.1844743113673066,23704.279000000013,False
EXTENDED_2018_2021:300529.SZ-001,EXTENDED_2018_2021,300529.SZ,2020,医疗器械,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.039870967741935402,-0.1161290322580644,3,7,-0.5,0.5,False,False,False,False,True,True,-0.082237201641476507,-11430.547999999995,True
EXTENDED_2018_2021:300531.SZ-001,EXTENDED_2018_2021,300531.SZ,2021,计算机设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.0534105534105535,-0.055341055341055101,3,7,-0.44444444444444442,0.44444444444444442,False,False,False,False,True,True,-0.0380352853235865,-4907.1180000000031,True
EXTENDED_2018_2021:300531.SZ-002,EXTENDED_2018_2021,300531.SZ,2021,计算机设备,MARKET_MA20_X2,4,0.033317467872441602,-0.0566396953831508,1,3,-0.5,0.5,False,False,False,False,True,True,-0.050830442377899701,-8653.8360000000102,True
EXTENDED_2018_2021:300538.SZ-001,EXTENDED_2018_2021,300538.SZ,2021,塑料,MARKET_MA20_X2,2,0.059290187891440402,-0.016283924843423701,1,1,0,-0,False,False,False,False,True,True,0.0409223344505181,7456.1320000000132,False
EXTENDED_2018_2021:300541.SZ-001,EXTENDED_2018_2021,300541.SZ,2021,IT服务Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,7,0.065150583896742303,-0.065765212046711596,2,6,-0.5714285714285714,0.5714285714285714,False,False,False,False,True,True,-0.056287578092286003,-7321.8289999999988,True
EXTENDED_2018_2021:300558.SZ-001,EXTENDED_2018_2021,300558.SZ,2020,化学制药,MARKET_MA20_X2,15,0.058292682926829202,-0.15853658536585361,10,15,-0.33333333333333331,0.33333333333333331,False,False,False,True,False,False,-0.1598079811842622,-19666.439999999999,True
EXTENDED_2018_2021:300570.SZ-001,EXTENDED_2018_2021,300570.SZ,2019,通信设备,MARKET_MA20_X2,3,0.041109969167523103,-0.0272353545734841,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,0.0082589558437449005,788.3119999999908,False
EXTENDED_2018_2021:300586.SZ-001,EXTENDED_2018_2021,300586.SZ,2020,塑料,MARKET_MA20_X2,3,0.0526785714285712,-0.0357142857142854,2,2,0,-0,False,False,False,False,True,True,0.038991365777080102,4589.9700000000157,False
EXTENDED_2018_2021:300587.SZ-001,EXTENDED_2018_2021,300587.SZ,2021,橡胶,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,41,0.26410121244069568,-0.1681602530311016,28,1,0.65853658536585358,-0.65853658536585358,False,False,False,False,True,True,0.089723570912732101,11952.083790000021,False
EXTENDED_2018_2021:300593.SZ-001,EXTENDED_2018_2021,300593.SZ,2020,其他电源设备Ⅱ,SET_REMOVAL,3,0.065476190476190299,-0.13194444444444431,1,2,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.129378562004062,-17223.002000000019,True
EXTENDED_2018_2021:300595.SZ-001,EXTENDED_2018_2021,300595.SZ,2019,医疗器械,MARKET_MA20_X2,4,0.055115801817648802,-0.0085019055995308006,1,0,0.25,-0.25,False,True,False,False,True,False,0.017312502800629601,1950.6960000000256,False
EXTENDED_2018_2021:300595.SZ-002,EXTENDED_2018_2021,300595.SZ,2020,医疗器械,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,2,0.0145985401459853,-0.1503649635036495,0,1,-0.5,0.5,True,False,False,False,False,False,-0.1369103888811917,-17836.705999999991,True
EXTENDED_2018_2021:300595.SZ-003,EXTENDED_2018_2021,300595.SZ,2020,医疗器械,MARKET_MA20_X2,3,0.038293813028072901,-0.015671845189424601,2,0,0.66666666666666663,-0.66666666666666663,False,True,False,False,True,False,0.034587244317415902,4318.9349999999977,False
EXTENDED_2018_2021:300601.SZ-001,EXTENDED_2018_2021,300601.SZ,2020,生物制品,MARKET_MA20_X2,22,0.3929479034307497,-0.060355781448538703,19,5,0.63636363636363635,-0.63636363636363635,False,False,False,False,True,True,0.31357099063579358,34583.801000000007,False
EXTENDED_2018_2021:300602.SZ-001,EXTENDED_2018_2021,300602.SZ,2019,消费电子,MARKET_MA20_X2,2,0.016081000595592601,-0.0575739527496524,0,1,-0.5,0.5,True,False,False,False,False,False,-0.020820751612889599,-2414.5169999999925,True
EXTENDED_2018_2021:300602.SZ-002,EXTENDED_2018_2021,300602.SZ,2019,消费电子,MARKET_MA20_X2,4,0.0092592592592593004,-0.1851851851851852,0,3,-0.75,0.75,True,False,False,False,False,False,-0.1625641609724503,-20855.707999999999,True
EXTENDED_2018_2021:300623.SZ-001,EXTENDED_2018_2021,300623.SZ,2021,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,37,0.34320557491289178,-0.024041811846689801,24,1,0.6216216216216216,-0.6216216216216216,False,False,False,False,True,True,0.0837415106753676,12980.005000000019,False
EXTENDED_2018_2021:300627.SZ-001,EXTENDED_2018_2021,300627.SZ,2021,通信设备,MARKET_MA20_X2,10,0.32180323220867563,-0.0070881769208959002,8,0,0.80000000000000004,-0.80000000000000004,False,True,False,False,True,False,0.2812851622434836,49654.24299999998,False
EXTENDED_2018_2021:300631.SZ-001,EXTENDED_2018_2021,300631.SZ,2020,环保设备Ⅱ,MARKET_MA20_X2,3,0.060286677908937401,-0.050590219224283202,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.0070469159845213004,-819.86800000000221,True
EXTENDED_2018_2021:300632.SZ-001,EXTENDED_2018_2021,300632.SZ,2019,光学光电子,MARKET_MA20_X2,12,0.020313942751615799,-0.089566020313942701,10,4,0.5,-0.5,False,False,False,False,True,True,-0.064063768576070199,-7913.1179999999886,True
EXTENDED_2018_2021:300633.SZ-001,EXTENDED_2018_2021,300633.SZ,2020,医疗器械,MARKET_MA20_X2,11,0.2008942829766848,-0.0099009900990098005,9,0,0.81818181818181823,-0.81818181818181823,False,True,False,False,True,False,0.094210963102690906,10629.701999999999,False
EXTENDED_2018_2021:300638.SZ-001,EXTENDED_2018_2021,300638.SZ,2021,通信设备,MARKET_MA20_X2,44,0.73184357541899436,-0.0164804469273741,43,0,0.97727272727272718,-0.97727272727272718,False,True,False,False,True,False,0.5753747980266708,72983.254000000015,False
EXTENDED_2018_2021:300655.SZ-001,EXTENDED_2018_2021,300655.SZ,2021,电子化学品Ⅱ,MARKET_MA20_X2,42,1.1167532986805275,-0.0507796881247502,41,0,0.97619047619047605,-0.97619047619047605,False,True,False,False,True,False,0.80529911933372034,107585.11399999996,False
EXTENDED_2018_2021:300661.SZ-001,EXTENDED_2018_2021,300661.SZ,2021,半导体,MARKET_MA20_X2,18,0.0091743119266053004,-0.15955207771181851,0,17,-0.94444444444444442,0.94444444444444442,True,False,False,False,False,False,-0.12778852155086501,-23316.584999999992,True
EXTENDED_2018_2021:300663.SZ-001,EXTENDED_2018_2021,300663.SZ,2021,软件开发,MARKET_MA20_X2,4,0.1217391304347825,-0.025217391304347601,0,3,-0.75,0.75,True,False,False,False,False,False,0.028400078182686701,4707.7559999999939,False
EXTENDED_2018_2021:300674.SZ-001,EXTENDED_2018_2021,300674.SZ,2021,IT服务Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,6,0.0046334150994822004,-0.081766148814390802,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.067562277789550401,-8677.1789999999892,True
EXTENDED_2018_2021:300674.SZ-002,EXTENDED_2018_2021,300674.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,10,0.094174757281553098,-0.0616504854368932,2,9,-0.69999999999999984,0.69999999999999984,False,False,False,False,True,True,-0.049423234386388001,-8458.835000000021,True
EXTENDED_2018_2021:300679.SZ-001,EXTENDED_2018_2021,300679.SZ,2020,消费电子,MARKET_MA20_X2,13,0.19864805931094631,-0.14914958569559511,1,13,-0.92307692307692324,0.92307692307692324,False,False,False,True,False,False,-0.14308190873905691,-18377.485000000001,False
EXTENDED_2018_2021:300687.SZ-001,EXTENDED_2018_2021,300687.SZ,2021,IT服务Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,33,0.2253886010362692,-0.0471502590673573,16,3,0.39393939393939392,-0.39393939393939392,False,False,False,False,True,True,0.011995927277591001,1862.5970000000088,False
EXTENDED_2018_2021:300699.SZ-001,EXTENDED_2018_2021,300699.SZ,2019,航空装备Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,22,0.1126288659793814,-0.013917525773195801,12,3,0.40909090909090912,-0.40909090909090912,False,False,False,False,True,True,0.0092219813602678006,1038.6950000000002,False
EXTENDED_2018_2021:300699.SZ-002,EXTENDED_2018_2021,300699.SZ,2019,航空装备Ⅱ,MARKET_EMERGENCY_X0.96,29,0.1986707809162116,-0.025634939473059701,20,5,0.51724137931034475,-0.51724137931034475,False,False,False,False,True,True,0.0276912183248091,3387.9159999999993,False
